M,L,START,TARGET,SZN,MEAN_SST_CanESM5,VAR_SST_CanESM5
17,1.5,6,7,JJA,27.34616333333336,0.26438771343678136
18,1.5,6,7,JJA,27.34686666666669,0.24749528781609292
19,1.5,6,7,JJA,27.30615333333336,0.26696253912643503
20,1.5,6,7,JJA,27.313270000000028,0.24557535251724005
1,1.5,7,8,JAS,27.15007666666669,0.34491943081608806
2,1.5,7,8,JAS,27.09101666666669,0.374718175919539
3,1.5,7,8,JAS,27.089490000000023,0.37733345955173037
4,1.5,7,8,JAS,27.107636666666693,0.3657534375747039
5,1.5,7,8,JAS,27.07325666666669,0.4204238701264356
6,1.5,7,8,JAS,27.105376666666693,0.3851785708160951
7,1.5,7,8,JAS,27.136610000000026,0.3928263802413803
8,1.5,7,8,JAS,27.10866333333335,0.3840823472298879
9,1.5,7,8,JAS,27.11641333333336,0.4161498301609121
10,1.5,7,8,JAS,27.133013333333352,0.37653414119540135
11,1.5,7,8,JAS,27.09421666666669,0.31221492971263975
12,1.5,7,8,JAS,27.087186666666693,0.3190076798160934
13,1.5,7,8,JAS,27.09959000000002,0.3646114140344801
14,1.5,7,8,JAS,27.095743333333353,0.311007081160925
15,1.5,7,8,JAS,27.08407000000003,0.32861914906896694
16,1.5,7,8,JAS,27.08782666666669,0.33201387236781565
17,1.5,7,8,JAS,27.079896666666688,0.3450903024023036
18,1.5,7,8,JAS,27.09290666666669,0.30539714202298657
19,1.5,7,8,JAS,27.096860000000017,0.31050265903448576
20,1.5,7,8,JAS,27.10062333333336,0.36984117150574974
1,1.5,8,9,ASO,26.77193333333336,0.5114652643678221
2,1.5,8,9,ASO,26.78876666666669,0.48567966988505407
3,1.5,8,9,ASO,26.779350000000022,0.5337078018965563
4,1.5,8,9,ASO,26.778423333333354,0.4898930701264381
5,1.5,8,9,ASO,26.780983333333356,0.5451935572988402
6,1.5,8,9,ASO,26.799530000000022,0.504003490448277
7,1.5,8,9,ASO,26.79489000000002,0.4754094264482741
8,1.5,8,9,ASO,26.790386666666684,0.49492194257471706
9,1.5,8,9,ASO,26.798020000000022,0.4819804582069003
10,1.5,8,9,ASO,26.816493333333348,0.5234404523678112
11,1.5,8,9,ASO,26.80040333333336,0.46183766171263985
12,1.5,8,9,ASO,26.77097333333336,0.49659482960919565
13,1.5,8,9,ASO,26.80488666666669,0.5058130460229954
14,1.5,8,9,ASO,26.795756666666687,0.4206292735747122
15,1.5,8,9,ASO,26.813926666666696,0.49543450685057555
16,1.5,8,9,ASO,26.801473333333355,0.49312269995401553
17,1.5,8,9,ASO,26.80470333333336,0.4519305410229854
18,1.5,8,9,ASO,26.814423333333355,0.48389473426437263
19,1.5,8,9,ASO,26.817840000000025,0.4505799093793082
20,1.5,8,9,ASO,26.81187000000003,0.4621743621724092
1,1.5,9,10,SON,26.671866666666688,0.7766854036781672
2,1.5,9,10,SON,26.656100000000023,0.7724038241379292
3,1.5,9,10,SON,26.66562333333336,0.780727997022984
4,1.5,9,10,SON,26.673766666666687,0.8135756685057537
5,1.5,9,10,SON,26.692766666666685,0.8269180326436689
6,1.5,9,10,SON,26.669370000000026,0.7962099428620667
7,1.5,9,10,SON,26.671196666666688,0.7503693961953913
8,1.5,9,10,SON,26.708373333333352,0.7559595613333324
9,1.5,9,10,SON,26.668666666666688,0.7708732519540205
10,1.5,9,10,SON,26.69311666666669,0.8561243683333356
11,1.5,9,10,SON,26.691936666666688,0.7199010099885088
12,1.5,9,10,SON,26.65835333333336,0.7356926232643703
13,1.5,9,10,SON,26.684453333333355,0.7280699494712783
14,1.5,9,10,SON,26.67775666666669,0.7775654735747125
15,1.5,9,10,SON,26.71855000000002,0.799297979137922
16,1.5,9,10,SON,26.672803333333352,0.7587274417126397
17,1.5,9,10,SON,26.67454000000002,0.7660857348965432
18,1.5,9,10,SON,26.688223333333358,0.7701254501264302
19,1.5,9,10,SON,26.722240000000024,0.7546546128275903
20,1.5,9,10,SON,26.684330000000024,0.8037302366551679
1,1.5,10,11,OND,26.634016666666692,1.154932624195404
2,1.5,10,11,OND,26.61014666666669,1.1615228218850542
3,1.5,10,11,OND,26.648673333333356,1.1353740930574674
4,1.5,10,11,OND,26.649513333333356,1.1217018536091872
5,1.5,10,11,OND,26.63310333333336,1.124248778264373
6,1.5,10,11,OND,26.658010000000026,1.1720735354137968
7,1.5,10,11,OND,26.632703333333357,1.0977258520574766
8,1.5,10,11,OND,26.630240000000025,1.1369445583448354
9,1.5,10,11,OND,26.63021666666669,1.1329619069540238
10,1.5,10,11,OND,26.646056666666688,1.1361040859884914
11,1.5,10,11,OND,26.60251000000002,1.103058044379315
12,1.5,10,11,OND,26.615196666666687,0.995507623781608
13,1.5,10,11,OND,26.59389000000002,1.02974595817241
14,1.5,10,11,OND,26.589656666666677,0.9817144873678122
15,1.5,10,11,OND,26.61511333333336,1.0291462467126373
16,1.5,10,11,OND,26.609493333333358,1.0492399523677982
17,1.5,10,11,OND,26.60150333333336,1.0305985079195472
18,1.5,10,11,OND,26.59814333333335,1.0180955259885
19,1.5,10,11,OND,26.57024333333335,1.0077523321954078
20,1.5,10,11,OND,26.61981333333336,1.0266571474022927
1,1.5,11,12,NDJ,26.643973333333353,1.2794908392643687
2,1.5,11,12,NDJ,26.63269333333335,1.3667158647816091
3,1.5,11,12,NDJ,26.628210000000028,1.3660144202413993
4,1.5,11,12,NDJ,26.64038000000003,1.352613671310332
5,1.5,11,12,NDJ,26.659213333333362,1.403445272919537
6,1.5,11,12,NDJ,26.642260000000025,1.3217291197241363
7,1.5,11,12,NDJ,26.65223000000002,1.2904411456206837
8,1.5,11,12,NDJ,26.638313333333357,1.3246158184367853
9,1.5,11,12,NDJ,26.641053333333357,1.3302829722298746
10,1.5,11,12,NDJ,26.607716666666693,1.4306445600574706
11,1.5,11,12,NDJ,26.629413333333357,1.3214609908505695
12,1.5,11,12,NDJ,26.61638333333336,1.3120622448850592
13,1.5,11,12,NDJ,26.62969000000002,1.3426478023103496
14,1.5,11,12,NDJ,26.643540000000026,1.3739785121379313
15,1.5,11,12,NDJ,26.62710666666669,1.272353211678164
16,1.5,11,12,NDJ,26.598003333333356,1.333713771367813
17,1.5,11,12,NDJ,26.64394000000003,1.3093912880000083
18,1.5,11,12,NDJ,26.606116666666686,1.260167810402297
19,1.5,11,12,NDJ,26.655116666666693,1.2805707055747184
20,1.5,11,12,NDJ,26.63760000000002,1.293438645517244
1,1.5,12,1,DJF,26.761203333333363,1.2324467389540283
2,1.5,12,1,DJF,26.77034666666669,1.195456685333332
3,1.5,12,1,DJF,26.74323333333335,1.2463338809195226
4,1.5,12,1,DJF,26.70646666666669,1.264050564367805
5,1.5,12,1,DJF,26.781626666666693,1.222558393747134
6,1.5,12,1,DJF,26.730003333333354,1.2433606203333365
7,1.5,12,1,DJF,26.73919666666669,1.2856277686092084
8,1.5,12,1,DJF,26.777656666666694,1.1841792404712606
9,1.5,12,1,DJF,26.765910000000023,1.2449130457586113
10,1.5,12,1,DJF,26.785833333333358,1.2095844988505822
11,1.5,12,1,DJF,26.733230000000027,1.2965052497586176
12,1.5,12,1,DJF,26.753083333333358,1.2546827166091925
13,1.5,12,1,DJF,26.736836666666694,1.2632115499884975
14,1.5,12,1,DJF,26.72654333333336,1.2279086728850503
15,1.5,12,1,DJF,26.749490000000023,1.194274136793104
16,1.5,12,1,DJF,26.700376666666696,1.2660273604712635
17,1.5,12,1,DJF,26.781390000000023,1.364214391275865
18,1.5,12,1,DJF,26.73749666666669,1.2806935968850552
19,1.5,12,1,DJF,26.734233333333357,1.3167367857471215
20,1.5,12,1,DJF,26.707763333333354,1.3310412817126338
1,2.5,1,3,FMA,27.41976000000003,0.6121223211034403
2,2.5,1,3,FMA,27.383306666666687,0.5959797551264406
3,2.5,1,3,FMA,27.391920000000024,0.4587562051034513
4,2.5,1,3,FMA,27.367336666666695,0.5267434906781558
5,2.5,1,3,FMA,27.293313333333355,0.578828439816087
6,2.5,1,3,FMA,27.42142333333335,0.6297202535747088
7,2.5,1,3,FMA,27.41636000000002,0.5486944838620764
8,2.5,1,3,FMA,27.400613333333354,0.5211880184367854
9,2.5,1,3,FMA,27.385813333333356,0.6579376046436773
10,2.5,1,3,FMA,27.47694000000002,0.5260939479999972
11,2.5,1,3,FMA,27.43693333333336,0.5801673229885064
12,2.5,1,3,FMA,27.333333333333357,0.6487548416091888
13,2.5,1,3,FMA,27.37173666666669,0.6025912824022983
14,2.5,1,3,FMA,27.29108666666669,0.5711266384367831
15,2.5,1,3,FMA,27.339240000000025,0.5890182707586267
16,2.5,1,3,FMA,27.347416666666692,0.603298123505745
17,2.5,1,3,FMA,27.374540000000025,0.5923040004137938
18,2.5,1,3,FMA,27.367680000000018,0.6088942423448304
19,2.5,1,3,FMA,27.38533000000002,0.5960923718275843
20,2.5,1,3,FMA,27.264746666666685,0.5441411598160873
1,2.5,2,4,MAM,27.858180000000015,0.26000634441379544
2,2.5,2,4,MAM,27.796220000000012,0.4023585354482768
3,2.5,2,4,MAM,27.805693333333352,0.3056065985747173
4,2.5,2,4,MAM,27.82952666666669,0.34789733167815523
5,2.5,2,4,MAM,27.772550000000017,0.3615170887931077
6,2.5,2,4,MAM,27.831976666666687,0.3645852563333317
7,2.5,2,4,MAM,27.756793333333356,0.30948704547126205
8,2.5,2,4,MAM,27.805103333333353,0.32125708516091595
9,2.5,2,4,MAM,27.79327000000002,0.3439071738965506
10,2.5,2,4,MAM,27.784513333333354,0.3184311170574724
11,2.5,2,4,MAM,27.702670000000026,0.38501672079310145
12,2.5,2,4,MAM,27.715220000000024,0.3514008257930977
13,2.5,2,4,MAM,27.757503333333357,0.33758339619540445
14,2.5,2,4,MAM,27.749690000000026,0.3669014098965476
15,2.5,2,4,MAM,27.76601666666669,0.33156594695402447
16,2.5,2,4,MAM,27.755280000000024,0.3528120471724136
17,2.5,2,4,MAM,27.75986666666669,0.4129281760919559
18,2.5,2,4,MAM,27.72375333333336,0.31561256671264226
19,2.5,2,4,MAM,27.67408333333335,0.3431097848850579
20,2.5,2,4,MAM,27.723830000000028,0.34335942286206567
1,2.5,3,5,AMJ,27.935806666666696,0.203909115816091
2,2.5,3,5,AMJ,27.971196666666692,0.2414002217126411
3,2.5,3,5,AMJ,27.935126666666687,0.2235506565057481
4,2.5,3,5,AMJ,27.926500000000026,0.22030364758620724
5,2.5,3,5,AMJ,27.948850000000025,0.2617352715517224
6,2.5,3,5,AMJ,27.966416666666692,0.2462366352298852
7,2.5,3,5,AMJ,27.87984000000002,0.26613695006895954
8,2.5,3,5,AMJ,27.98926333333335,0.24963664998850893
9,2.5,3,5,AMJ,27.97003666666669,0.21137505067816237
10,2.5,3,5,AMJ,27.950483333333356,0.2523224704022942
11,2.5,3,5,AMJ,27.946093333333355,0.22460593512643995
12,2.5,3,5,AMJ,27.979133333333355,0.1906557912643682
13,2.5,3,5,AMJ,27.970910000000025,0.29247197403448044
14,2.5,3,5,AMJ,27.975656666666683,0.1951179666781574
15,2.5,3,5,AMJ,27.98239666666668,0.21700491895402288
16,2.5,3,5,AMJ,27.95342000000002,0.2596786795862108
17,2.5,3,5,AMJ,27.926386666666698,0.21676223981609452
18,2.5,3,5,AMJ,27.929163333333356,0.22071354998851034
19,2.5,3,5,AMJ,28.003220000000024,0.24521201889655078
20,2.5,3,5,AMJ,27.915500000000023,0.3425358648275885
1,2.5,4,6,MJJ,27.750466666666693,0.2112713664367807
2,2.5,4,6,MJJ,27.78902000000002,0.1657956657931031
3,2.5,4,6,MJJ,27.742413333333353,0.21931571636781547
4,2.5,4,6,MJJ,27.807626666666692,0.2228440254712696
5,2.5,4,6,MJJ,27.740586666666687,0.1990149894712649
6,2.5,4,6,MJJ,27.75944666666669,0.2583981225747084
7,2.5,4,6,MJJ,27.776410000000023,0.18893650644827212
8,2.5,4,6,MJJ,27.74890666666669,0.21836239305746766
9,2.5,4,6,MJJ,27.760946666666694,0.19033005498850622
10,2.5,4,6,MJJ,27.747640000000025,0.18502962455172503
11,2.5,4,6,MJJ,27.779033333333352,0.20133509678161007
12,2.5,4,6,MJJ,27.827316666666693,0.23966175454022717
13,2.5,4,6,MJJ,27.79027666666669,0.2429776073678183
14,2.5,4,6,MJJ,27.735053333333358,0.23623790395402314
15,2.5,4,6,MJJ,27.806636666666687,0.2167776720574724
16,2.5,4,6,MJJ,27.747636666666686,0.2168428113678156
17,2.5,4,6,MJJ,27.819813333333368,0.20757985498850365
18,2.5,4,6,MJJ,27.725283333333362,0.2357956731609177
19,2.5,4,6,MJJ,27.78148666666669,0.19846714050574862
20,2.5,4,6,MJJ,27.77182666666669,0.22273742064367957
1,2.5,5,7,JJA,27.41622666666669,0.2699759530574757
2,2.5,5,7,JJA,27.37030000000002,0.23323762965517225
3,2.5,5,7,JJA,27.32990666666669,0.24446294340230193
4,2.5,5,7,JJA,27.32813666666669,0.2288160286091949
5,2.5,5,7,JJA,27.331190000000024,0.22598854506896532
6,2.5,5,7,JJA,27.40890000000002,0.22578602620689558
7,2.5,5,7,JJA,27.37298333333336,0.23852235247126571
8,2.5,5,7,JJA,27.377250000000018,0.23210260672414026
9,2.5,5,7,JJA,27.41131666666669,0.24733609385057678
10,2.5,5,7,JJA,27.325820000000018,0.21270086441379615
11,2.5,5,7,JJA,27.382673333333354,0.2522413261609173
12,2.5,5,7,JJA,27.407160000000022,0.18916219903448256
13,2.5,5,7,JJA,27.373013333333354,0.2770074094712647
14,2.5,5,7,JJA,27.376586666666693,0.22148039360919078
15,2.5,5,7,JJA,27.420863333333354,0.292208088609191
16,2.5,5,7,JJA,27.35637000000002,0.2290016738965545
17,2.5,5,7,JJA,27.391710000000028,0.22217554644827572
18,2.5,5,7,JJA,27.427083333333353,0.25463754833333535
19,2.5,5,7,JJA,27.370783333333353,0.24659107591954102
20,2.5,5,7,JJA,27.390503333333356,0.2410912106781662
1,2.5,6,8,JAS,27.01350000000002,0.3329892620689616
2,2.5,6,8,JAS,27.01387333333336,0.290838091678158
3,2.5,6,8,JAS,27.009616666666684,0.3260668731609209
4,2.5,6,8,JAS,26.97742000000002,0.2550124120000053
5,2.5,6,8,JAS,27.045846666666694,0.2603621998160863
6,2.5,6,8,JAS,26.98046666666669,0.32314874919539527
7,2.5,6,8,JAS,27.023713333333355,0.2851889887816049
8,2.5,6,8,JAS,27.031413333333358,0.26362853567815725
9,2.5,6,8,JAS,27.01028000000002,0.24497438165517246
10,2.5,6,8,JAS,26.99643666666669,0.2718067561954032
11,2.5,6,8,JAS,27.033443333333356,0.2793876377126453
12,2.5,6,8,JAS,26.996446666666692,0.2274714260229865
13,2.5,6,8,JAS,27.00765000000002,0.28278055775862254
14,2.5,6,8,JAS,27.040906666666686,0.28061756064367743
15,2.5,6,8,JAS,27.034076666666692,0.2446395901264345
16,2.5,6,8,JAS,27.04317666666669,0.34570227288505995
17,2.5,6,8,JAS,27.00188000000002,0.2746220140689601
18,2.5,6,8,JAS,27.02177000000002,0.2435905028620611
19,2.5,6,8,JAS,26.95038333333336,0.26748309936781395
20,2.5,6,8,JAS,26.97597666666669,0.2507104804712585
1,2.5,7,9,ASO,26.99347333333336,0.4405929951264371
2,2.5,7,9,ASO,26.895426666666694,0.44706681857471997
3,2.5,7,9,ASO,26.884643333333354,0.4751323646091916
4,2.5,7,9,ASO,26.909783333333355,0.46306530902298815
5,2.5,7,9,ASO,26.86976666666669,0.5526346285057487
6,2.5,7,9,ASO,26.910700000000027,0.4630694682758563
7,2.5,7,9,ASO,26.951716666666684,0.4879694593678137
8,2.5,7,9,ASO,26.929190000000016,0.45276913817241854
9,2.5,7,9,ASO,26.923393333333355,0.5220606378850602
10,2.5,7,9,ASO,26.93966000000002,0.4759476480000034
11,2.5,7,9,ASO,26.931596666666692,0.381658869298855
12,2.5,7,9,ASO,26.895173333333354,0.3748066861609244
13,2.5,7,9,ASO,26.927580000000024,0.45010578924138217
14,2.5,7,9,ASO,26.901950000000017,0.34249874189654383
15,2.5,7,9,ASO,26.90145333333336,0.3913645446436832
16,2.5,7,9,ASO,26.90935333333335,0.40132671085058125
17,2.5,7,9,ASO,26.89057666666669,0.42064285633333703
18,2.5,7,9,ASO,26.90110333333336,0.349526834816091
19,2.5,7,9,ASO,26.922190000000022,0.3610485871379305
20,2.5,7,9,ASO,26.912370000000024,0.4621041125172389
1,2.5,8,10,SON,26.677720000000022,0.6930041326896645
2,2.5,8,10,SON,26.695530000000023,0.6368121166551596
3,2.5,8,10,SON,26.703433333333358,0.6935682988505872
4,2.5,8,10,SON,26.67664000000002,0.604216256965516
5,2.5,8,10,SON,26.695766666666692,0.6919796085057416
6,2.5,8,10,SON,26.727856666666693,0.6628202742643591
7,2.5,8,10,SON,26.707233333333352,0.5824765671264319
8,2.5,8,10,SON,26.71489333333335,0.6491138171954054
9,2.5,8,10,SON,26.72018333333336,0.6458130104022974
10,2.5,8,10,SON,26.755523333333358,0.6941060328850593
11,2.5,8,10,SON,26.731523333333357,0.5790308680574734
12,2.5,8,10,SON,26.675163333333362,0.6489371706781623
13,2.5,8,10,SON,26.72997666666669,0.6692889239195401
14,2.5,8,10,SON,26.719993333333363,0.5163416737471288
15,2.5,8,10,SON,26.735670000000027,0.6349867766551798
16,2.5,8,10,SON,26.74166666666669,0.6706940678160945
17,2.5,8,10,SON,26.730246666666698,0.6129069494712696
18,2.5,8,10,SON,26.743210000000023,0.6530310064482742
19,2.5,8,10,SON,26.73975000000002,0.5722070536206895
20,2.5,8,10,SON,26.72909333333336,0.5906380668505771
1,2.5,9,11,OND,26.558263333333354,0.9162375230919617
2,2.5,9,11,OND,26.51758000000002,0.9146467002758595
3,2.5,9,11,OND,26.549226666666687,0.9091757502988466
4,2.5,9,11,OND,26.553873333333353,0.9748625565057424
5,2.5,9,11,OND,26.604533333333354,0.9918083740229929
6,2.5,9,11,OND,26.55252333333335,0.9507071059885053
7,2.5,9,11,OND,26.564956666666692,0.8737424542643658
8,2.5,9,11,OND,26.617953333333357,0.8989198549885016
9,2.5,9,11,OND,26.559770000000025,0.9268082001034583
10,2.5,9,11,OND,26.598190000000013,1.057335362999993
11,2.5,9,11,OND,26.60307333333336,0.8547162744367892
12,2.5,9,11,OND,26.554070000000024,0.9133724752758634
13,2.5,9,11,OND,26.58997000000002,0.8679924125172404
14,2.5,9,11,OND,26.561503333333356,0.941181284471258
15,2.5,9,11,OND,26.64853666666669,0.9772553327471311
16,2.5,9,11,OND,26.575220000000026,0.919065536137934
17,2.5,9,11,OND,26.56918000000002,0.8902349906206906
18,2.5,9,11,OND,26.58032666666669,0.9446882185747133
19,2.5,9,11,OND,26.63110333333336,0.8841453024022998
20,2.5,9,11,OND,26.576623333333355,1.011558702540244
1,2.5,10,12,NDJ,26.508343333333357,1.2467076811609163
2,2.5,10,12,NDJ,26.46745666666669,1.2471254666781657
3,2.5,10,12,NDJ,26.532936666666693,1.1635146058505674
4,2.5,10,12,NDJ,26.512253333333355,1.1879954287816077
5,2.5,10,12,NDJ,26.50802666666669,1.1235121268505905
6,2.5,10,12,NDJ,26.53218333333335,1.2561824586781594
7,2.5,10,12,NDJ,26.505986666666686,1.1429264639540277
8,2.5,10,12,NDJ,26.484870000000022,1.227691028379309
9,2.5,10,12,NDJ,26.503806666666687,1.1315520282298919
10,2.5,10,12,NDJ,26.541930000000022,1.1999654897586216
11,2.5,10,12,NDJ,26.494096666666685,1.1484026106781562
12,2.5,10,12,NDJ,26.501106666666693,0.9990208840919613
13,2.5,10,12,NDJ,26.49266333333336,1.0647279217126413
14,2.5,10,12,NDJ,26.458470000000027,1.019675216655165
15,2.5,10,12,NDJ,26.505476666666688,1.0446484563333236
16,2.5,10,12,NDJ,26.503243333333362,1.1063909646091852
17,2.5,10,12,NDJ,26.480436666666698,1.0891389286091977
18,2.5,10,12,NDJ,26.48035666666669,1.0149929584022865
19,2.5,10,12,NDJ,26.43819333333335,1.0749770661609224
20,2.5,10,12,NDJ,26.506600000000027,1.0318728551724046
1,2.5,11,1,DJF,26.606680000000026,1.1382880582068942
2,2.5,11,1,DJF,26.560740000000028,1.2206153790344798
3,2.5,11,1,DJF,26.58164000000003,1.2629969066206903
4,2.5,11,1,DJF,26.568983333333357,1.2007784828161037
5,2.5,11,1,DJF,26.61654000000002,1.338793766620683
6,2.5,11,1,DJF,26.594723333333356,1.1939255921954082
7,2.5,11,1,DJF,26.609236666666682,1.1586239561953993
8,2.5,11,1,DJF,26.589763333333355,1.195028749988502
9,2.5,11,1,DJF,26.564000000000025,1.1613895441379265
10,2.5,11,1,DJF,26.521876666666685,1.3679977597816135
11,2.5,11,1,DJF,26.565866666666686,1.2082917891954115
12,2.5,11,1,DJF,26.53431000000002,1.178582976793094
13,2.5,11,1,DJF,26.580036666666683,1.2350276782643719
14,2.5,11,1,DJF,26.596866666666696,1.2605991995402208
15,2.5,11,1,DJF,26.565676666666693,1.0904108294367805
16,2.5,11,1,DJF,26.532823333333354,1.2032050715057454
17,2.5,11,1,DJF,26.613070000000025,1.1405458097586179
18,2.5,11,1,DJF,26.542313333333354,1.0757364308505657
19,2.5,11,1,DJF,26.63152333333335,1.082317584609196
20,2.5,11,1,DJF,26.597273333333355,1.1674561185747179
1,2.5,12,2,JFM,26.91354333333335,0.9592917694367743
2,2.5,12,2,JFM,26.91957000000002,0.9130622104482875
3,2.5,12,2,JFM,26.87465333333335,1.030086729471257
4,2.5,12,2,JFM,26.857943333333356,0.9641800790919476
5,2.5,12,2,JFM,26.949430000000024,0.9883382373448258
6,2.5,12,2,JFM,26.860806666666694,0.9563302813333269
7,2.5,12,2,JFM,26.902153333333363,1.052304077747127
8,2.5,12,2,JFM,26.94170666666669,0.9060604889195382
9,2.5,12,2,JFM,26.920640000000017,0.9922149873103465
10,2.5,12,2,JFM,26.971130000000024,0.9479198745862082
11,2.5,12,2,JFM,26.87208000000002,1.0729325809655224
12,2.5,12,2,JFM,26.91256666666669,1.0546510816092
13,2.5,12,2,JFM,26.892130000000027,0.9903178325172501
14,2.5,12,2,JFM,26.869026666666688,0.9532725751264337
15,2.5,12,2,JFM,26.902053333333363,0.9137472225747053
16,2.5,12,2,JFM,26.84900666666669,1.010575663402289
17,2.5,12,2,JFM,26.919660000000018,1.1757927948965645
18,2.5,12,2,JFM,26.885100000000026,1.0580701731034525
19,2.5,12,2,JFM,26.896370000000015,1.0348258421724168
20,2.5,12,2,JFM,26.863136666666687,1.1556625430919494
1,3.5,1,4,MAM,27.762300000000028,0.44386382620689563
2,3.5,1,4,MAM,27.663103333333357,0.40138292240229634
3,3.5,1,4,MAM,27.737216666666686,0.26336613385057556
4,3.5,1,4,MAM,27.67258666666669,0.36279247154022715
5,3.5,1,4,MAM,27.61677000000002,0.3869025545862104
6,3.5,1,4,MAM,27.736040000000013,0.4613037783448302
7,3.5,1,4,MAM,27.740463333333356,0.3614326692988524
8,3.5,1,4,MAM,27.711803333333357,0.3417992706781609
9,3.5,1,4,MAM,27.70134666666669,0.47137079360919587
10,3.5,1,4,MAM,27.825766666666688,0.3657283891954024
11,3.5,1,4,MAM,27.76932666666669,0.4139070634022955
12,3.5,1,4,MAM,27.64628666666669,0.45030320326436685
13,3.5,1,4,MAM,27.670056666666696,0.39478412874712115
14,3.5,1,4,MAM,27.597343333333352,0.38127300185058116
15,3.5,1,4,MAM,27.62743333333335,0.38135258160919233
16,3.5,1,4,MAM,27.67602000000002,0.3940386768275924
17,3.5,1,4,MAM,27.68251666666669,0.4366789779885044
18,3.5,1,4,MAM,27.668530000000025,0.45947965320690687
19,3.5,1,4,MAM,27.755443333333353,0.43898453150574385
20,3.5,1,4,MAM,27.563726666666692,0.3765883613333312
1,3.5,2,5,AMJ,27.969113333333357,0.19878287429885108
2,3.5,2,5,AMJ,27.87186666666669,0.3192882098850627
3,3.5,2,5,AMJ,27.899450000000023,0.19160141982758008
4,3.5,2,5,AMJ,27.93627000000002,0.27549937458620893
5,3.5,2,5,AMJ,27.875563333333353,0.2617822003333339
6,3.5,2,5,AMJ,27.945223333333367,0.33266234460919664
7,3.5,2,5,AMJ,27.84710000000002,0.2270066868965543
8,3.5,2,5,AMJ,27.89745666666669,0.2215055080574678
9,3.5,2,5,AMJ,27.926096666666687,0.2739623044712663
10,3.5,2,5,AMJ,27.875110000000028,0.25719260989654347
11,3.5,2,5,AMJ,27.814890000000023,0.2972993430000035
12,3.5,2,5,AMJ,27.823556666666697,0.23544218529885066
13,3.5,2,5,AMJ,27.86115000000002,0.26331803499999823
14,3.5,2,5,AMJ,27.851790000000026,0.26321132713792683
15,3.5,2,5,AMJ,27.87928333333336,0.2744570600574619
16,3.5,2,5,AMJ,27.840730000000026,0.29165868906896303
17,3.5,2,5,AMJ,27.861966666666696,0.32271306988506077
18,3.5,2,5,AMJ,27.812930000000026,0.22771383320689548
19,3.5,2,5,AMJ,27.77827666666669,0.2657803770229899
20,3.5,2,5,AMJ,27.813330000000022,0.25660078493103256
1,3.5,3,6,MJJ,27.787880000000026,0.2018904947586213
2,3.5,3,6,MJJ,27.830353333333353,0.18353976464367838
3,3.5,3,6,MJJ,27.804716666666685,0.17981402626436777
4,3.5,3,6,MJJ,27.74023000000003,0.17242360079309915
5,3.5,3,6,MJJ,27.780243333333356,0.2645934108160953
6,3.5,3,6,MJJ,27.816313333333355,0.21638593360919509
7,3.5,3,6,MJJ,27.708860000000023,0.22152376386206968
8,3.5,3,6,MJJ,27.837923333333354,0.23522600460919102
9,3.5,3,6,MJJ,27.783983333333353,0.1822159228160921
10,3.5,3,6,MJJ,27.796486666666688,0.2199587253333365
11,3.5,3,6,MJJ,27.768526666666684,0.22219227788505783
12,3.5,3,6,MJJ,27.811640000000022,0.16513060179310418
13,3.5,3,6,MJJ,27.831743333333353,0.2613932735747096
14,3.5,3,6,MJJ,27.82524000000002,0.17455152800000084
15,3.5,3,6,MJJ,27.81856666666669,0.18823642988505626
16,3.5,3,6,MJJ,27.77013666666669,0.20939827274712366
17,3.5,3,6,MJJ,27.762700000000027,0.22788695517241758
18,3.5,3,6,MJJ,27.725696666666686,0.2018916713678113
19,3.5,3,6,MJJ,27.82308000000002,0.22300782234482686
20,3.5,3,6,MJJ,27.750333333333355,0.2939236774712604
1,3.5,4,7,JJA,27.42320000000002,0.19756769448275982
2,3.5,4,7,JJA,27.477890000000023,0.16329063955172357
3,3.5,4,7,JJA,27.424196666666692,0.2261307424022953
4,3.5,4,7,JJA,27.505503333333355,0.23148100929885407
5,3.5,4,7,JJA,27.415243333333358,0.16966112667816094
6,3.5,4,7,JJA,27.451023333333357,0.2659072797816082
7,3.5,4,7,JJA,27.465926666666693,0.17012543236781372
8,3.5,4,7,JJA,27.408560000000026,0.2205809942068953
9,3.5,4,7,JJA,27.44989333333336,0.17271553581608767
10,3.5,4,7,JJA,27.447193333333356,0.1734373909885069
11,3.5,4,7,JJA,27.48905666666669,0.16634914185057548
12,3.5,4,7,JJA,27.505373333333353,0.19506334340229942
13,3.5,4,7,JJA,27.486666666666693,0.21284280919540116
14,3.5,4,7,JJA,27.41597333333336,0.21590696064367546
15,3.5,4,7,JJA,27.49693000000002,0.1986810904482738
16,3.5,4,7,JJA,27.434873333333357,0.19738375029884667
17,3.5,4,7,JJA,27.503053333333355,0.19016683222988337
18,3.5,4,7,JJA,27.403343333333353,0.23183936874712793
19,3.5,4,7,JJA,27.45821666666669,0.1986137104022966
20,3.5,4,7,JJA,27.43063000000002,0.21310805458620702
1,3.5,5,8,JAS,27.136666666666695,0.28290647816092684
2,3.5,5,8,JAS,27.10277333333336,0.24027833305747523
3,3.5,5,8,JAS,27.051810000000025,0.28510619817241123
4,3.5,5,8,JAS,27.039436666666692,0.26643409550574665
5,3.5,5,8,JAS,27.06577000000003,0.23843544700000002
6,3.5,5,8,JAS,27.117140000000013,0.21255552662068483
