M,L,START,TARGET,SZN,MEAN_SST_COLA_CESM1,VAR_SST_COLA_CESM1
9,7.5,8,3,FMA,26.56957733333333,1.5557368842960917
10,7.5,8,3,FMA,26.600006333333333,1.3424698213136783
1,7.5,9,4,MAM,27.24906566666667,0.9864938842185055
2,7.5,9,4,MAM,27.35361933333333,0.9095951885305735
3,7.5,9,4,MAM,27.343429,1.073184249257587
4,7.5,9,4,MAM,27.442011666666666,1.0034504504281623
5,7.5,9,4,MAM,27.315267666666667,1.044962739080576
6,7.5,9,4,MAM,27.339542666666667,0.9843251105857471
7,7.5,9,4,MAM,27.546926,1.1417146135834482
8,7.5,9,4,MAM,27.57861366666667,0.8782695531964366
9,7.5,9,4,MAM,27.464557666666668,1.08293582465299
10,7.5,9,4,MAM,27.477967333333332,1.0804201066133343
1,7.5,10,5,AMJ,27.68712833333333,0.8396657986488507
2,7.5,10,5,AMJ,27.800385,0.6876407162189665
3,7.5,10,5,AMJ,27.672323333333335,0.8539233492850575
4,7.5,10,5,AMJ,27.902883,0.5925619266010348
5,7.5,10,5,AMJ,27.858480666666665,0.8964845684340246
6,7.5,10,5,AMJ,27.58404266666667,0.841979633930573
7,7.5,10,5,AMJ,27.80674433333333,0.7043805823495405
8,7.5,10,5,AMJ,27.815811666666665,0.7791976404902303
9,7.5,10,5,AMJ,27.715012333333334,0.7540372899012653
10,7.5,10,5,AMJ,27.753431666666664,0.9270307757867817
1,7.5,11,6,MJJ,27.62351333333333,0.7711193652436792
2,7.5,11,6,MJJ,27.625241666666668,0.8321207207867809
3,7.5,11,6,MJJ,27.628857333333332,0.9184624347374715
4,7.5,11,6,MJJ,27.716046333333335,0.767075714796437
5,7.5,11,6,MJJ,27.76193633333333,0.6888193412722994
6,7.5,11,6,MJJ,27.548692666666668,0.7341089776891956
7,7.5,11,6,MJJ,27.659807333333333,0.9060094922478149
8,7.5,11,6,MJJ,27.592572,1.1496434498510335
9,7.5,11,6,MJJ,27.660401999999998,0.5256363608717242
10,7.5,11,6,MJJ,27.680373999999997,0.9685083005282762
1,7.5,12,7,JJA,26.970453666666668,1.1687920593757468
2,7.5,12,7,JJA,26.864931000000002,0.8600377401748264
3,7.5,12,7,JJA,26.634847999999998,0.650314893713103
4,7.5,12,7,JJA,26.981052666666667,1.221794740875401
5,7.5,12,7,JJA,26.845261333333333,1.104058957825745
6,7.5,12,7,JJA,26.935819666666667,1.2370006393619535
7,7.5,12,7,JJA,26.813668,1.3166052960855172
8,7.5,12,7,JJA,26.962499666666666,1.223135699899883
9,7.5,12,7,JJA,26.814788,0.9020087587682756
10,7.5,12,7,JJA,26.808148333333335,1.0450832004971273
1,8.5,1,9,ASO,25.202358333333333,1.7995122590833341
2,8.5,1,9,ASO,25.292169,1.8416531365265518
3,8.5,1,9,ASO,25.331065000000002,1.9725620665224144
4,8.5,1,9,ASO,25.096398333333333,1.5816291595109198
5,8.5,1,9,ASO,25.078385,1.593976895405172
6,8.5,1,9,ASO,25.251586666666665,1.29928564754023
7,8.5,1,9,ASO,25.338751333333335,1.600505584963676
8,8.5,1,9,ASO,25.464210666666666,1.4906383370478171
9,8.5,1,9,ASO,25.246426666666665,1.4137262122298861
10,8.5,1,9,ASO,25.23389866666667,2.420515323087817
1,8.5,2,10,SON,24.733950333333333,1.7075004638791969
2,8.5,2,10,SON,24.657192000000002,2.067337252768278
3,8.5,2,10,SON,24.686057666666667,1.7917658347357468
4,8.5,2,10,SON,24.645925,1.6572543502051738
5,8.5,2,10,SON,24.882971333333334,2.100293375487817
6,8.5,2,10,SON,24.744192,1.8034730464648285
7,8.5,2,10,SON,24.696265,2.2220034874879278
8,8.5,2,10,SON,24.761742333333334,1.8012071182323004
9,8.5,2,10,SON,24.883213333333334,2.0290165271126415
10,8.5,2,10,SON,24.862626,2.068808009397242
1,8.5,3,11,OND,25.098260999999997,2.7235881111196547
2,8.5,3,11,OND,25.055042333333333,2.507987184639194
3,8.5,3,11,OND,24.947316666666666,2.398465523009197
4,8.5,3,11,OND,25.172439666666666,3.265453494610232
5,8.5,3,11,OND,25.029414,2.4361252894593095
6,8.5,3,11,OND,24.878531666666667,3.0345865401936796
7,8.5,3,11,OND,25.239408333333333,2.280203867504024
8,8.5,3,11,OND,25.247307666666664,3.1091903276529864
9,8.5,3,11,OND,25.023699,2.5406262216575857
10,8.5,3,11,OND,24.786089666666665,1.7807395185274724
1,8.5,4,12,NDJ,25.371419,2.438831778671378
2,8.5,4,12,NDJ,25.380245666666667,2.7955890953288476
3,8.5,4,12,NDJ,25.339984,2.283726986583447
4,8.5,4,12,NDJ,25.493886999999997,2.4185212763182777
5,8.5,4,12,NDJ,25.300588666666666,2.0097791067429913
6,8.5,4,12,NDJ,25.239997333333335,2.7140056639857484
7,8.5,4,12,NDJ,25.30413766666667,2.430970503735746
8,8.5,4,12,NDJ,25.647566666666666,2.1848431248712625
9,8.5,4,12,NDJ,25.27497933333333,2.625766055309885
10,8.5,4,12,NDJ,25.158461666666668,1.9234616680281604
1,8.5,5,1,DJF,25.641405333333335,2.642362911846437
2,8.5,5,1,DJF,25.537529666666668,2.3332575110791964
3,8.5,5,1,DJF,25.497837666666666,2.1262648518529867
4,8.5,5,1,DJF,25.508651,2.7213233497058607
5,8.5,5,1,DJF,25.492833333333333,2.49239482108506
6,8.5,5,1,DJF,25.527814333333332,2.631128106218506
7,8.5,5,1,DJF,25.447805333333335,1.9978991442464389
8,8.5,5,1,DJF,25.612493333333337,3.115734958216088
9,8.5,5,1,DJF,25.33993866666667,2.3991837072533326
10,8.5,5,1,DJF,25.436246999999998,2.7346420770562068
1,8.5,6,2,JFM,25.87785566666667,2.5512325757081564
2,8.5,6,2,JFM,25.827752666666665,1.9976923546892
3,8.5,6,2,JFM,25.892318,1.7513234807958604
4,8.5,6,2,JFM,25.993849,2.2472166276989647
5,8.5,6,2,JFM,25.825252666666664,1.7673044153788502
6,8.5,6,2,JFM,25.73337366666667,2.0686807065343698
7,8.5,6,2,JFM,25.985268,2.047583402037242
8,8.5,6,2,JFM,26.077440666666668,2.262979475282301
9,8.5,6,2,JFM,25.850990000000003,2.1420569114275856
10,8.5,6,2,JFM,26.002744333333332,2.390013965866784
1,8.5,7,3,FMA,26.62935666666667,1.5177414710436805
2,8.5,7,3,FMA,26.758291,1.4773287982231036
3,8.5,7,3,FMA,26.629428,1.5908663643889658
4,8.5,7,3,FMA,26.720369333333334,1.6618835999236794
5,8.5,7,3,FMA,26.571646333333334,1.527975508258506
6,8.5,7,3,FMA,26.598011333333332,1.5808755737912645
7,8.5,7,3,FMA,26.75806933333333,1.9418875872960923
8,8.5,7,3,FMA,26.774870333333336,1.9327402782102283
9,8.5,7,3,FMA,26.592552,1.9054129503337933
10,8.5,7,3,FMA,26.518473000000004,1.578045458883793
1,8.5,8,4,MAM,27.196595,1.2908720897637924
2,8.5,8,4,MAM,27.208846,1.2115853418317257
3,8.5,8,4,MAM,27.315407,1.1895443811044815
4,8.5,8,4,MAM,27.202389666666665,1.1417460571550568
5,8.5,8,4,MAM,27.115112333333332,0.976304405190919
6,8.5,8,4,MAM,27.356933,1.0566472892148298
7,8.5,8,4,MAM,27.463142,1.3641967154924144
8,8.5,8,4,MAM,27.37222166666667,1.224560331414368
9,8.5,8,4,MAM,27.222320333333336,1.1782738813067823
10,8.5,8,4,MAM,27.272271,1.084929059161037
1,8.5,9,5,AMJ,27.782056,0.8194394693282756
2,8.5,9,5,AMJ,27.860815333333335,0.7386910104464358
3,8.5,9,5,AMJ,27.860561333333333,0.9107803959154018
4,8.5,9,5,AMJ,27.968226333333334,0.7814092386791965
5,8.5,9,5,AMJ,27.805391333333333,0.85929270233609
6,8.5,9,5,AMJ,27.852298,0.7949555186441384
7,8.5,9,5,AMJ,28.018066333333334,0.9476749816860932
8,8.5,9,5,AMJ,28.085790333333332,0.711993201189542
9,8.5,9,5,AMJ,27.969089333333333,0.9091879553719538
10,8.5,9,5,AMJ,27.940233,0.8569844742700004
1,8.5,10,6,MJJ,27.752698333333335,0.8692297670833329
2,8.5,10,6,MJJ,27.893574666666666,0.7126203609567809
3,8.5,10,6,MJJ,27.706617333333334,1.0234566310064357
4,8.5,10,6,MJJ,28.011816666666668,0.7044276443402296
5,8.5,10,6,MJJ,27.96606566666667,0.9985388015978178
6,8.5,10,6,MJJ,27.664236333333335,0.9265758307550568
7,8.5,10,6,MJJ,27.89914,0.7918412346620692
8,8.5,10,6,MJJ,27.879701,0.8821404284506887
9,8.5,10,6,MJJ,27.787059333333332,0.8768047264340237
10,8.5,10,6,MJJ,27.870706,1.0317114876386202
1,8.5,11,7,JJA,27.215870666666667,1.0012509974478156
2,8.5,11,7,JJA,27.182700666666666,1.1167489903926435
3,8.5,11,7,JJA,27.215881666666668,1.2129141879522973
4,8.5,11,7,JJA,27.302047666666667,0.9191746954943664
5,8.5,11,7,JJA,27.304262666666666,0.9100752578960919
6,8.5,11,7,JJA,27.094765666666667,0.9961072536874702
7,8.5,11,7,JJA,27.248777,1.1310633250906876
8,8.5,11,7,JJA,27.175190666666666,1.442496500896093
9,8.5,11,7,JJA,27.215111333333333,0.6145503310464369
10,8.5,11,7,JJA,27.258072000000002,1.2749439359958619
1,8.5,12,8,JAS,26.263356666666667,1.4904794011126437
2,8.5,12,8,JAS,26.136817333333333,1.1533042677719525
3,8.5,12,8,JAS,25.835110999999998,0.8724945942920693
4,8.5,12,8,JAS,26.255508000000003,1.5730957731544823
5,8.5,12,8,JAS,26.119617666666667,1.2566105216598848
6,8.5,12,8,JAS,26.211214666666667,1.5607109309567808
7,8.5,12,8,JAS,26.085304666666666,1.6745274479222976
8,8.5,12,8,JAS,26.241944666666665,1.7180632681843668
9,8.5,12,8,JAS,26.046451333333334,1.1000123092947123
10,8.5,12,8,JAS,26.098212999999998,1.239990550518276
1,9.5,1,10,SON,25.008448333333334,1.913768821772991
2,9.5,1,10,SON,25.115137666666666,2.0700814823771254
3,9.5,1,10,SON,25.131908333333335,2.176895837393677
4,9.5,1,10,SON,24.897229333333332,1.7193257171098841
5,9.5,1,10,SON,24.875206666666667,1.6727864448850567
6,9.5,1,10,SON,25.050225666666666,1.4147135568943674
7,9.5,1,10,SON,25.160617666666667,1.7930899474322965
8,9.5,1,10,SON,25.266396,1.6571758265144865
9,9.5,1,10,SON,25.043536666666668,1.4795750662367804
10,9.5,1,10,SON,25.041042333333333,2.800092461963334
1,9.5,2,11,OND,24.820110666666668,1.7939700579650582
2,9.5,2,11,OND,24.781424666666666,2.1657402616257495
3,9.5,2,11,OND,24.79138633333333,1.823098193810226
4,9.5,2,11,OND,24.752631333333333,1.6461567296395405
5,9.5,2,11,OND,24.967852,2.266111407147587
6,9.5,2,11,OND,24.846730666666666,1.8839942552823024
7,9.5,2,11,OND,24.781113333333334,2.259315043071263
8,9.5,2,11,OND,24.82163566666667,1.8514885311564382
9,9.5,2,11,OND,25.00104866666667,2.1108672625360994
10,9.5,2,11,OND,24.957971666666666,2.2070727356281634
1,9.5,3,12,NDJ,25.32504833333333,2.7399926361316087
2,9.5,3,12,NDJ,25.307692999999997,2.59335998033897
3,9.5,3,12,NDJ,25.153919666666663,2.4448895217757505
4,9.5,3,12,NDJ,25.381239,3.307573221616208
5,9.5,3,12,NDJ,25.278758333333332,2.4653450903454006
6,9.5,3,12,NDJ,25.096158,2.974947698816553
7,9.5,3,12,NDJ,25.466331,2.296729708347242
8,9.5,3,12,NDJ,25.446424333333333,3.201043643515053
9,9.5,3,12,NDJ,25.239174,2.5517914136455184
10,9.5,3,12,NDJ,25.032065,1.7793183563017216
1,9.5,4,1,DJF,25.681638,2.1919438583199993
2,9.5,4,1,DJF,25.670228666666667,2.6148331173498884
3,9.5,4,1,DJF,25.616707666666667,2.2077342379495435
4,9.5,4,1,DJF,25.739081666666667,2.2786380873729892
5,9.5,4,1,DJF,25.600075333333333,1.9023536267085042
6,9.5,4,1,DJF,25.521490333333336,2.49608898823092
7,9.5,4,1,DJF,25.562157666666668,2.3021209473081625
8,9.5,4,1,DJF,25.900654666666664,2.041149991832643
9,9.5,4,1,DJF,25.545804333333333,2.430571033135752
10,9.5,4,1,DJF,25.42458966666667,1.8423325894516054
1,9.5,5,2,JFM,26.067427000000002,2.286770205387243
2,9.5,5,2,JFM,25.996561333333332,2.018880293294713
3,9.5,5,2,JFM,25.913303,1.8702402107320693
4,9.5,5,2,JFM,25.919135666666666,2.3491122700254055
5,9.5,5,2,JFM,25.910062333333332,2.092207033301263
6,9.5,5,2,JFM,25.95825166666667,2.3153591992005707
7,9.5,5,2,JFM,25.86662833333333,1.7146895386902299
8,9.5,5,2,JFM,26.030488,2.7748177546786215
9,9.5,5,2,JFM,25.795907333333332,2.16014069624782
10,9.5,5,2,JFM,25.877736666666667,2.3723650327678145
1,9.5,6,3,FMA,26.451259,2.0683963399886203
2,9.5,6,3,FMA,26.411875000000002,1.5572472593982751
3,9.5,6,3,FMA,26.473867666666667,1.4654918131426418
4,9.5,6,3,FMA,26.576135333333333,1.8842686195360965
5,9.5,6,3,FMA,26.435634,1.4296131522248285
6,9.5,6,3,FMA,26.326477333333333,1.6732751447167844
7,9.5,6,3,FMA,26.532674,1.5737449869282778
8,9.5,6,3,FMA,26.645666,1.847198218466209
9,9.5,6,3,FMA,26.444913666666665,1.7182870625619535
10,9.5,6,3,FMA,26.521227666666668,1.9786982549840215
1,9.5,7,4,MAM,27.275408000000002,1.1719789891062062
2,9.5,7,4,MAM,27.378865,1.1535211485844803
3,9.5,7,4,MAM,27.280031333333334,1.187411324529195
4,9.5,7,4,MAM,27.346570999999997,1.2562852036989662
5,9.5,7,4,MAM,27.243454999999997,1.1205909457086212
6,9.5,7,4,MAM,27.235750666666664,1.2586910443512618
7,9.5,7,4,MAM,27.375510000000002,1.5246498111241382
8,9.5,7,4,MAM,27.41115166666667,1.525545989276436
9,9.5,7,4,MAM,27.21423533333333,1.4637749633429882
10,9.5,7,4,MAM,27.177590666666667,1.2278964090271258
1,9.5,8,5,AMJ,27.753217333333335,1.1210270321581632
2,9.5,8,5,AMJ,27.727560666666665,1.0091170674271281
3,9.5,8,5,AMJ,27.837024333333332,1.0482613715771265
4,9.5,8,5,AMJ,27.713359,0.9388575037610344
5,9.5,8,5,AMJ,27.648054,0.8436910577006884
6,9.5,8,5,AMJ,27.895201,0.8840624869541398
7,9.5,8,5,AMJ,27.945733,1.1050375311527572
8,9.5,8,5,AMJ,27.901408,1.0138570788303456
9,9.5,8,5,AMJ,27.744814666666667,0.9142880304809209
10,9.5,8,5,AMJ,27.795739,0.8710350233679311
1,9.5,9,6,MJJ,27.948930333333333,0.7782066759826447
2,9.5,9,6,MJJ,28.000064000000002,0.7295650636868972
3,9.5,9,6,MJJ,28.018525666666665,0.9373534353909195
4,9.5,9,6,MJJ,28.113173333333336,0.7550832204160896
5,9.5,9,6,MJJ,27.916667,0.820423070690689
6,9.5,9,6,MJJ,27.988406,0.7279600407282755
7,9.5,9,6,MJJ,28.135973666666665,0.9344765721550583
8,9.5,9,6,MJJ,28.23504366666667,0.7566567997136752
9,9.5,9,6,MJJ,28.102056333333334,0.9316731170033339
10,9.5,9,6,MJJ,28.040980666666666,0.8737252964822982
1,9.5,10,7,JJA,27.364314666666665,1.1367802756947127
2,9.5,10,7,JJA,27.532767666666665,0.9481324823564397
3,9.5,10,7,JJA,27.31127466666667,1.452931755274024
4,9.5,10,7,JJA,27.674712666666668,1.0276829355512638
5,9.5,10,7,JJA,27.649939,1.3062606227541407
6,9.5,10,7,JJA,27.285101,1.1770474771127588
7,9.5,10,7,JJA,27.562717333333335,1.1198329949788506
8,9.5,10,7,JJA,27.500134666666668,1.2889530893567809
9,9.5,10,7,JJA,27.435146,1.2549374571903436
10,9.5,10,7,JJA,27.548770666666666,1.3329215431443657
1,9.5,11,8,JAS,26.619532333333332,1.3432267638116104
2,9.5,11,8,JAS,26.544857999999998,1.4657954890579326
3,9.5,11,8,JAS,26.629097,1.5490538664768982
4,9.5,11,8,JAS,26.676444,1.1015299187282759
5,9.5,11,8,JAS,26.661941000000002,1.1943996782231034
6,9.5,11,8,JAS,26.433419,1.2923450610093097
7,9.5,11,8,JAS,26.64162533333333,1.4735840991153983
8,9.5,11,8,JAS,26.574202333333336,1.7768214352805756
9,9.5,11,8,JAS,26.556938333333335,0.8386727954350565
10,9.5,11,8,JAS,26.601746,1.5525439147627567
1,9.5,12,9,ASO,25.71753066666667,1.7323099420960912
2,9.5,12,9,ASO,25.580602333333335,1.4178740204254034
3,9.5,12,9,ASO,25.244605,1.0542500460948276
4,9.5,12,9,ASO,25.705790999999998,1.9331636991610357
5,9.5,12,9,ASO,25.558752333333334,1.3298189258391957
6,9.5,12,9,ASO,25.660425666666665,1.7872173104874722
7,9.5,12,9,ASO,25.519609666666668,1.9441978606033345
8,9.5,12,9,ASO,25.694936666666667,2.0632609810712625
9,9.5,12,9,ASO,25.456218333333332,1.2432602089454032
10,9.5,12,9,ASO,25.558840333333332,1.3674054162791949
1,10.5,1,11,OND,25.11380366666667,2.034559210292987
2,10.5,1,11,OND,25.222781,2.225991925643793
3,10.5,1,11,OND,25.237214666666667,2.228538473632646
4,10.5,1,11,OND,25.004776,1.8154543620110344
5,10.5,1,11,OND,25.000043333333334,1.7055769068574749
6,10.5,1,11,OND,25.129828,1.5201167524993109
7,10.5,1,11,OND,25.261356999999997,1.9589727642631025
8,10.5,1,11,OND,25.356371000000003,1.813993874602414
9,10.5,1,11,OND,25.131010333333332,1.5453284310929911
10,10.5,1,11,OND,25.148263666666665,3.0283839501481604
1,10.5,2,12,NDJ,25.06606866666667,1.7305028296188523
2,10.5,2,12,NDJ,25.023218333333332,2.150681957676439
3,10.5,2,12,NDJ,25.026013666666664,1.7333837180171263
4,10.5,2,12,NDJ,24.983875333333334,1.562281803177468
5,10.5,2,12,NDJ,25.188906,2.2355537706110327
6,10.5,2,12,NDJ,25.085015333333335,1.7989833144878173
7,10.5,2,12,NDJ,25.002227666666666,2.178783384859885
8,10.5,2,12,NDJ,25.01898933333333,1.722844691468506
9,10.5,2,12,NDJ,25.25507233333333,2.05692155594954
10,10.5,2,12,NDJ,25.189052666666665,2.170037529068507
1,10.5,3,1,DJF,25.60137,2.5677913423724124
2,10.5,3,1,DJF,25.616243333333333,2.497470136140228
3,10.5,3,1,DJF,25.413798666666665,2.268439821791262
4,10.5,3,1,DJF,25.645378333333333,2.974201882241956
5,10.5,3,1,DJF,25.568216333333332,2.313275889086091
6,10.5,3,1,DJF,25.382902333333334,2.702264394046091
7,10.5,3,1,DJF,25.732030666666667,2.1596953184202317
8,10.5,3,1,DJF,25.704411,2.9652637010506897
9,10.5,3,1,DJF,25.503830333333333,2.3365891257757516
10,10.5,3,1,DJF,25.344376,1.648435928576553
1,10.5,4,2,JFM,26.08646966666667,1.8595865143205754
2,10.5,4,2,JFM,26.064618666666668,2.2939757541567785
3,10.5,4,2,JFM,26.010528,1.9687099682372424
4,10.5,4,2,JFM,26.096593666666667,1.9770950120929875
5,10.5,4,2,JFM,26.011922333333334,1.7742042819150585
6,10.5,4,2,JFM,25.921642666666667,2.13422278597885
7,10.5,4,2,JFM,25.954939,2.050257162388617
8,10.5,4,2,JFM,26.266393666666666,1.7880206258240237
9,10.5,4,2,JFM,25.933286666666667,2.082929275595404
10,10.5,4,2,JFM,25.822572666666666,1.6951194791029878
1,10.5,5,3,FMA,26.623284,1.82718480390069
2,10.5,5,3,FMA,26.589243333333336,1.6382183221609177
3,10.5,5,3,FMA,26.48317966666667,1.5071666662929903
4,10.5,5,3,FMA,26.470712666666667,1.8262117426685056
5,10.5,5,3,FMA,26.468194333333333,1.6518526137081628
6,10.5,5,3,FMA,26.533006666666665,1.8407084045195414
7,10.5,5,3,FMA,26.44717766666667,1.3799208504322993
8,10.5,5,3,FMA,26.572345,2.2055377924051722
9,10.5,5,3,FMA,26.370752999999997,1.8437661120837945
10,10.5,5,3,FMA,26.442038333333336,1.895708706469544
1,10.5,6,4,MAM,27.09920333333333,1.61098428665747
2,10.5,6,4,MAM,27.071189333333333,1.184633750737474
3,10.5,6,4,MAM,27.141203333333333,1.1928299562712654
4,10.5,6,4,MAM,27.22303833333333,1.4882385764833344
5,10.5,6,4,MAM,27.11396166666667,1.1093070955936766
6,10.5,6,4,MAM,26.989271,1.3294967552713801
7,10.5,6,4,MAM,27.162043999999998,1.1919709946455161
8,10.5,6,4,MAM,27.281321,1.4928929469334487
9,10.5,6,4,MAM,27.107864666666668,1.3697839568671262
10,10.5,6,4,MAM,27.11943366666667,1.5677806839412645
1,10.5,7,5,AMJ,27.806928333333335,0.958958230910922
2,10.5,7,5,AMJ,27.899534333333335,0.9414772756254022
3,10.5,7,5,AMJ,27.815895,0.9089920052327557
4,10.5,7,5,AMJ,27.848542666666667,0.9888686837995417
5,10.5,7,5,AMJ,27.797134000000003,0.8863336105075876
6,10.5,7,5,AMJ,27.779972333333333,1.0829923239840198
7,10.5,7,5,AMJ,27.855709666666666,1.2181530147136763
8,10.5,7,5,AMJ,27.911704,1.2259383224317224
9,10.5,7,5,AMJ,27.699028333333334,1.1329265417936778
10,10.5,7,5,AMJ,27.72391866666667,1.0949266603774732
1,10.5,8,6,MJJ,27.952999666666663,1.1313032402791963
2,10.5,8,6,MJJ,27.899051,1.0037159606024117
3,10.5,8,6,MJJ,28.013843,1.064581021766552
4,10.5,8,6,MJJ,27.89120066666667,0.9153749718064375
5,10.5,8,6,MJJ,27.826946333333336,0.8038760986447118
6,10.5,8,6,MJJ,28.069066333333335,0.8959836855274713
7,10.5,8,6,MJJ,28.068256,1.0359703810524137
8,10.5,8,6,MJJ,28.101482999999998,0.9812844683182765
9,10.5,8,6,MJJ,27.923113333333333,0.8562727729885047
10,10.5,8,6,MJJ,27.938862333333336,0.8453569412116108
1,10.5,9,7,JJA,27.694290000000002,0.9800466328068953
2,10.5,9,7,JJA,27.710586666666664,0.9863827967264387
3,10.5,9,7,JJA,27.737197,1.1657254090355176
4,10.5,9,7,JJA,27.83250233333333,1.0062567554322985
5,10.5,9,7,JJA,27.59459766666667,1.0103721094529887
6,10.5,9,7,JJA,27.676845333333333,0.8159623143429893
7,10.5,9,7,JJA,27.844505666666667,1.1930051218598858
8,10.5,9,7,JJA,27.970233,1.091552494242413
9,10.5,9,7,JJA,27.830149666666667,1.2447662494033354
10,10.5,9,7,JJA,27.735968,1.1910741996717247
1,10.5,10,8,JAS,26.786496,1.570662102148967
2,10.5,10,8,JAS,26.964018,1.3462712254096558
3,10.5,10,8,JAS,26.719458333333332,1.950743460000576
4,10.5,10,8,JAS,27.130043,1.4223614221527583
5,10.5,10,8,JAS,27.127821333333333,1.7684502959843675
6,10.5,10,8,JAS,26.694736666666664,1.575028566643676
7,10.5,10,8,JAS,27.035575,1.5416178386327575
8,10.5,10,8,JAS,26.92422433333333,1.7826575700529879
9,10.5,10,8,JAS,26.905705333333334,1.6954101001705741
10,10.5,10,8,JAS,26.99194333333333,1.725113777988504
1,10.5,11,9,ASO,26.169359,1.7026281290024172
2,10.5,11,9,ASO,26.068089999999998,1.8520032683862082
3,10.5,11,9,ASO,26.19394133333333,1.8846258498326436
4,10.5,11,9,ASO,26.186324666666668,1.3069106841429894
5,10.5,11,9,ASO,26.166267,1.4388109695596565
6,10.5,11,9,ASO,25.912651666666665,1.5833274883385053
7,10.5,11,9,ASO,26.179547,1.8494603766010342
8,10.5,11,9,ASO,26.128151,2.1308812773748294
9,10.5,11,9,ASO,26.071852999999997,1.1136026970768966
10,10.5,11,9,ASO,26.083174333333332,1.7529654003633295
1,10.5,12,10,SON,25.556236666666667,1.9938460874091952
2,10.5,12,10,SON,25.44023866666667,1.586096105611953
3,10.5,12,10,SON,25.084856333333335,1.2203605108378155
4,10.5,12,10,SON,25.566328,2.3109331268786217
5,10.5,12,10,SON,25.420345,1.453476048108621
6,10.5,12,10,SON,25.491019666666666,1.9347467824860927
7,10.5,12,10,SON,25.35485633333333,2.110446933092986
8,10.5,12,10,SON,25.562313,2.296818842876895
9,10.5,12,10,SON,25.273977,1.3635156994493103
10,10.5,12,10,SON,25.398698666666668,1.494889911329196
