L,BIAS_ABS
1.5,0.37139000000002265
2.5,0.4045200000000168
3.5,0.515750000000023
4.5,0.6546100000000227
5.5,0.7310600000000111
6.5,0.6784600000000157
7.5,0.7070900000000198
8.5,0.8576100000000249
9.5,0.9814900000000225
10.5,0.9327500000000188
