L,MON,LDC_SST_NCEP_CFSv2,LDC_SST_NCEP_CFSv2_ONETWO,LDC_SST_NCEP_CFSv2_THREE,LDC_SST_NCEP_CFSv2_FOUR
8.5,0000 1 Dec 2002,25.99451,22.87306,24.73543,27.98236
1.5,0000 1 Jan 2003,27.67421,26.77473,27.14122,28.87255
2.5,0000 1 Jan 2003,27.80456,27.24471,27.60519,28.68819
3.5,0000 1 Jan 2003,28.19024,26.86245,27.91685,28.78933
4.5,0000 1 Jan 2003,28.34305,25.7174,27.63173,29.03216
5.5,0000 1 Jan 2003,27.84705,24.34149,26.72586,28.9967
6.5,0000 1 Jan 2003,26.84467,23.36951,25.58107,28.53594
7.5,0000 1 Jan 2003,25.95667,22.88296,24.75969,27.97769
8.5,0000 1 Jan 2003,25.44884,22.75438,24.32445,27.61767
1.5,0000 1 Feb 2003,27.50862,26.21267,27.08518,28.73882
2.5,0000 1 Feb 2003,27.86858,25.92239,27.35949,28.88752
3.5,0000 1 Feb 2003,28.07288,24.83848,27.16625,29.0969
4.5,0000 1 Feb 2003,27.66154,23.78207,26.40311,28.9971
5.5,0000 1 Feb 2003,26.77113,23.03424,25.41703,28.5096
6.5,0000 1 Feb 2003,25.91042,22.73566,24.64647,27.95631
7.5,0000 1 Feb 2003,25.42226,22.67913,24.2607,27.65303
8.5,0000 1 Feb 2003,25.35863,22.90069,24.20583,27.67251
1.5,0000 1 Mar 2003,27.97586,25.29385,27.18143,29.14164
2.5,0000 1 Mar 2003,28.11365,24.41299,27.01926,29.31023
3.5,0000 1 Mar 2003,27.77771,23.68323,26.41119,29.22698
4.5,0000 1 Mar 2003,27.05189,23.21489,25.63396,28.80594
5.5,0000 1 Mar 2003,26.33264,22.94284,24.97795,28.35221
6.5,0000 1 Mar 2003,25.90272,22.86154,24.6749,28.06662
7.5,0000 1 Mar 2003,25.8306,23.09671,24.64323,28.0532
8.5,0000 1 Mar 2003,26.04387,23.59265,24.82407,28.20176
1.5,0000 1 Apr 2003,27.81215,24.06248,26.7217,29.31967
2.5,0000 1 Apr 2003,27.32504,23.20942,26.02022,29.07454
3.5,0000 1 Apr 2003,26.5978,22.77208,25.22196,28.56151
4.5,0000 1 Apr 2003,25.96786,22.56157,24.63708,28.042
5.5,0000 1 Apr 2003,25.66119,22.62714,24.4031,27.78901
6.5,0000 1 Apr 2003,25.66413,23.00206,24.46049,27.84951
7.5,0000 1 Apr 2003,25.9411,23.66031,24.74396,28.11483
8.5,0000 1 Apr 2003,26.36366,24.66251,25.20892,28.41297
1.5,0000 1 May 2003,26.87534,22.52001,25.49257,28.76908
2.5,0000 1 May 2003,26.01391,22.22334,24.64058,28.19059
3.5,0000 1 May 2003,25.3232,22.15027,24.04097,27.5743
4.5,0000 1 May 2003,24.99495,22.31439,23.87537,27.21413
5.5,0000 1 May 2003,24.97613,22.70542,23.96056,27.21123
6.5,0000 1 May 2003,25.27767,23.38253,24.25141,27.5203
7.5,0000 1 May 2003,25.75564,24.38473,24.74496,27.89931
8.5,0000 1 May 2003,26.25638,25.6946,25.46303,28.08063
1.5,0000 1 Jun 2003,26.22693,22.17933,24.81608,28.21441
2.5,0000 1 Jun 2003,25.35045,22.1331,24.11182,27.52505
3.5,0000 1 Jun 2003,24.75044,22.27256,23.69883,27.00642
4.5,0000 1 Jun 2003,24.61779,22.53682,23.61899,26.95135
5.5,0000 1 Jun 2003,24.91706,23.07593,23.83893,27.26902
6.5,0000 1 Jun 2003,25.4526,24.0761,24.38722,27.71456
7.5,0000 1 Jun 2003,26.05336,25.48548,25.23144,28.03117
8.5,0000 1 Jun 2003,26.53805,26.88915,26.13943,28.15789
1.5,0000 1 Jul 2003,25.95254,22.50014,24.73568,27.97748
2.5,0000 1 Jul 2003,25.17206,22.73934,24.11768,27.43742
3.5,0000 1 Jul 2003,24.96145,22.87671,23.94312,27.3522
4.5,0000 1 Jul 2003,25.22838,23.2817,24.10022,27.66692
5.5,0000 1 Jul 2003,25.72023,24.21642,24.59169,28.05259
6.5,0000 1 Jul 2003,26.27695,25.56676,25.34918,28.2814
7.5,0000 1 Jul 2003,26.76382,26.93501,26.22881,28.35066
8.5,0000 1 Jul 2003,27.24311,27.82532,27.05305,28.43348
1.5,0000 1 Aug 2003,25.95713,22.89887,24.79882,28.07447
2.5,0000 1 Aug 2003,25.5851,23.36006,24.50575,27.90299
3.5,0000 1 Aug 2003,25.73391,23.69382,24.54061,28.14177
4.5,0000 1 Aug 2003,26.15878,24.52256,24.95119,28.43024
5.5,0000 1 Aug 2003,26.60998,25.76826,25.65042,28.55324
6.5,0000 1 Aug 2003,26.9751,27.11584,26.4922,28.51314
7.5,0000 1 Aug 2003,27.38596,27.97289,27.27319,28.53513
8.5,0000 1 Aug 2003,27.90826,28.0198,27.91865,28.73835
1.5,0000 1 Sep 2003,26.34107,23.54392,25.11721,28.53411
2.5,0000 1 Sep 2003,26.29646,24.23384,25.12615,28.59071
3.5,0000 1 Sep 2003,26.58931,25.10404,25.44083,28.73261
4.5,0000 1 Sep 2003,26.95089,26.17488,26.01625,28.75665
5.5,0000 1 Sep 2003,27.18297,27.36363,26.70837,28.62931
6.5,0000 1 Sep 2003,27.43025,28.08531,27.35109,28.54322
7.5,0000 1 Sep 2003,27.87175,27.96212,27.89565,28.67137
8.5,0000 1 Sep 2003,28.28379,26.93751,27.97571,28.94864
1.5,0000 1 Oct 2003,26.98752,23.94296,25.59315,29.01668
2.5,0000 1 Oct 2003,27.14894,25.2023,25.86258,29.0746
3.5,0000 1 Oct 2003,27.36867,26.33576,26.36549,28.9832
4.5,0000 1 Oct 2003,27.54495,27.43479,27.00742,28.78382
5.5,0000 1 Oct 2003,27.75049,28.14105,27.64972,28.65078
6.5,0000 1 Oct 2003,28.1576,28.0092,28.16398,28.7614
7.5,0000 1 Oct 2003,28.45375,26.96679,28.09488,29.01712
8.5,0000 1 Oct 2003,28.26171,25.46137,27.40472,29.10013
1.5,0000 1 Nov 2003,27.44101,24.9845,26.07565,29.34157
2.5,0000 1 Nov 2003,27.5563,26.37606,26.49643,29.19248
3.5,0000 1 Nov 2003,27.67155,27.487,27.05944,28.97905
4.5,0000 1 Nov 2003,27.82171,28.08912,27.65746,28.8225
5.5,0000 1 Nov 2003,28.1757,27.82432,28.11736,28.87813
6.5,0000 1 Nov 2003,28.46945,26.65277,28.02145,29.09587
7.5,0000 1 Nov 2003,28.23956,25.11973,27.27149,29.16772
8.5,0000 1 Nov 2003,27.45578,23.8998,26.1833,28.88946
1.5,0000 1 Dec 2003,27.40505,26.1618,26.51832,29.06709
2.5,0000 1 Dec 2003,27.57503,27.4519,27.08359,28.905
3.5,0000 1 Dec 2003,27.90938,28.09056,27.75227,28.87821
4.5,0000 1 Dec 2003,28.32985,28.00173,28.29145,28.98362
5.5,0000 1 Dec 2003,28.53682,27.09465,28.23694,29.1376
6.5,0000 1 Dec 2003,28.28311,25.71036,27.5361,29.13664
7.5,0000 1 Dec 2003,27.54885,24.40298,26.44353,28.88706
8.5,0000 1 Dec 2003,26.74487,23.60956,25.53457,28.50006
1.5,0000 1 Jan 2004,27.30158,26.75329,26.79722,28.64249
2.5,0000 1 Jan 2004,27.64271,27.44448,27.35427,28.69978
3.5,0000 1 Jan 2004,28.1087,27.21006,27.78577,28.94315
4.5,0000 1 Jan 2004,28.3858,26.23333,27.73329,29.20325
5.5,0000 1 Jan 2004,28.14788,24.98965,27.10269,29.18744
6.5,0000 1 Jan 2004,27.39894,23.98644,26.1376,28.85002
7.5,0000 1 Jan 2004,26.63021,23.41751,25.34354,28.42483
8.5,0000 1 Jan 2004,26.18538,23.19101,24.9248,28.20901
1.5,0000 1 Feb 2004,27.34969,26.68402,27.03849,28.54672
2.5,0000 1 Feb 2004,27.83701,26.66237,27.5011,28.86757
3.5,0000 1 Feb 2004,28.23854,25.8877,27.52918,29.32147
4.5,0000 1 Feb 2004,28.14043,24.85459,27.07945,29.38879
5.5,0000 1 Feb 2004,27.58505,24.12394,26.36195,29.09075
6.5,0000 1 Feb 2004,27.0015,23.72403,25.76866,28.72568
7.5,0000 1 Feb 2004,26.74942,23.56717,25.51745,28.63159
8.5,0000 1 Feb 2004,26.843,23.77815,25.56267,28.73186
1.5,0000 1 Mar 2004,28.37935,26.40203,27.93764,29.28665
2.5,0000 1 Mar 2004,28.83069,26.23195,28.14104,29.62861
3.5,0000 1 Mar 2004,28.77565,25.59981,27.82305,29.63504
4.5,0000 1 Mar 2004,28.24847,25.02456,27.17291,29.3183
5.5,0000 1 Mar 2004,27.71806,24.48773,26.54785,29.0499
6.5,0000 1 Mar 2004,27.44735,24.16599,26.21463,28.94642
7.5,0000 1 Mar 2004,27.54913,24.25127,26.25284,28.99885
8.5,0000 1 Mar 2004,27.82067,24.78879,26.55113,29.06326
1.5,0000 1 Apr 2004,28.66831,25.49946,27.89203,29.55507
2.5,0000 1 Apr 2004,28.65423,25.13032,27.58972,29.64643
3.5,0000 1 Apr 2004,28.20063,24.75996,26.99773,29.3973
4.5,0000 1 Apr 2004,27.71092,24.34876,26.47894,29.11931
5.5,0000 1 Apr 2004,27.53568,24.18956,26.28938,29.07791
6.5,0000 1 Apr 2004,27.67286,24.46229,26.41927,29.16143
7.5,0000 1 Apr 2004,28.02848,25.16008,26.80477,29.22291
8.5,0000 1 Apr 2004,28.34691,26.24226,27.30494,29.14102
1.5,0000 1 May 2004,27.74352,23.77703,26.49442,29.19263
2.5,0000 1 May 2004,27.14094,23.3783,25.74478,28.87824
3.5,0000 1 May 2004,26.58719,23.02343,25.1595,28.52667
4.5,0000 1 May 2004,26.33676,23.01514,24.98178,28.40083
5.5,0000 1 May 2004,26.44687,23.36819,25.10637,28.50832
6.5,0000 1 May 2004,26.83894,24.10131,25.50567,28.71135
7.5,0000 1 May 2004,27.3653,25.26028,26.11982,28.84546
8.5,0000 1 May 2004,27.77971,26.62929,26.83747,28.82517
1.5,0000 1 Jun 2004,27.16358,23.20527,25.71432,28.96666
2.5,0000 1 Jun 2004,26.56062,23.00726,25.0881,28.60683
3.5,0000 1 Jun 2004,26.31962,22.97778,24.96075,28.40377
4.5,0000 1 Jun 2004,26.45109,23.41854,25.1685,28.50968
5.5,0000 1 Jun 2004,26.81424,24.22199,25.5474,28.70504
6.5,0000 1 Jun 2004,27.32682,25.40567,26.12987,28.85714
7.5,0000 1 Jun 2004,27.78104,26.70923,26.86343,28.83802
8.5,0000 1 Jun 2004,28.02475,27.92285,27.57475,28.73303
1.5,0000 1 Jul 2004,26.85839,22.67508,25.16495,28.84505
2.5,0000 1 Jul 2004,26.46871,22.91464,24.97271,28.62444
3.5,0000 1 Jul 2004,26.41913,23.31725,25.03916,28.62985
4.5,0000 1 Jul 2004,26.79519,23.96946,25.38918,28.84014
5.5,0000 1 Jul 2004,27.30469,25.07503,25.95348,28.97386
6.5,0000 1 Jul 2004,27.75499,26.46608,26.69977,28.91859
7.5,0000 1 Jul 2004,27.97958,27.75623,27.42302,28.7546
8.5,0000 1 Jul 2004,28.11325,28.48485,28.03738,28.69466
1.5,0000 1 Aug 2004,26.78291,22.76874,25.21763,28.78258
2.5,0000 1 Aug 2004,26.59904,23.49829,25.19453,28.75367
3.5,0000 1 Aug 2004,26.91688,24.17928,25.51894,28.94031
4.5,0000 1 Aug 2004,27.41972,25.18603,26.06825,29.0577
5.5,0000 1 Aug 2004,27.88791,26.51498,26.77888,28.9978
6.5,0000 1 Aug 2004,28.14538,27.79354,27.49316,28.85354
7.5,0000 1 Aug 2004,28.32331,28.52807,28.13068,28.81294
8.5,0000 1 Aug 2004,28.54328,28.4902,28.58727,28.884
1.5,0000 1 Sep 2004,27.06478,23.40324,25.44571,29.1076
2.5,0000 1 Sep 2004,27.11705,24.35817,25.63781,29.14909
3.5,0000 1 Sep 2004,27.40799,25.35607,26.06754,29.17481
4.5,0000 1 Sep 2004,27.70639,26.56683,26.68902,29.08204
5.5,0000 1 Sep 2004,27.87755,27.76208,27.33026,28.92339
6.5,0000 1 Sep 2004,28.07256,28.46858,27.95159,28.85758
7.5,0000 1 Sep 2004,28.40984,28.35364,28.4657,28.96441
8.5,0000 1 Sep 2004,28.65798,27.39359,28.45828,29.13825
1.5,0000 1 Oct 2004,27.48083,24.28988,25.89683,29.34863
2.5,0000 1 Oct 2004,27.66097,25.48873,26.2672,29.273
3.5,0000 1 Oct 2004,27.88619,26.58393,26.80088,29.15953
4.5,0000 1 Oct 2004,27.94942,27.60673,27.36909,28.92588
5.5,0000 1 Oct 2004,28.05365,28.22097,27.92283,28.77233
6.5,0000 1 Oct 2004,28.34464,27.97842,28.31259,28.85318
7.5,0000 1 Oct 2004,28.50985,26.93254,28.11332,29.05214
8.5,0000 1 Oct 2004,28.15284,25.46697,27.25495,29.08323
1.5,0000 1 Nov 2004,27.74891,25.2208,26.31404,29.38487
2.5,0000 1 Nov 2004,27.84944,26.54896,26.78375,29.1623
3.5,0000 1 Nov 2004,27.87507,27.58704,27.298,28.9273
4.5,0000 1 Nov 2004,27.94978,28.16378,27.81553,28.77864
5.5,0000 1 Nov 2004,28.1925,27.91099,28.19199,28.80661
6.5,0000 1 Nov 2004,28.34365,26.72376,27.97892,28.95947
7.5,0000 1 Nov 2004,28.01853,25.08982,27.09972,28.98942
8.5,0000 1 Nov 2004,27.14472,23.71875,25.86464,28.66049
1.5,0000 1 Dec 2004,27.48248,25.85981,26.51224,29.10394
2.5,0000 1 Dec 2004,27.50783,27.0921,26.9664,28.88405
3.5,0000 1 Dec 2004,27.76256,27.71955,27.56975,28.80067
4.5,0000 1 Dec 2004,28.18701,27.48755,28.05338,28.89191
5.5,0000 1 Dec 2004,28.4601,26.45135,27.97227,29.11513
6.5,0000 1 Dec 2004,28.15641,25.04032,27.20908,29.11996
7.5,0000 1 Dec 2004,27.34165,23.93549,26.11922,28.79886
8.5,0000 1 Dec 2004,26.51935,23.37616,25.28495,28.37701
1.5,0000 1 Jan 2005,27.2587,26.61149,26.70568,28.78065
2.5,0000 1 Jan 2005,27.54891,27.37785,27.29381,28.74914
3.5,0000 1 Jan 2005,28.1258,27.17491,27.81684,29.06297
4.5,0000 1 Jan 2005,28.50505,26.17183,27.84241,29.39528
5.5,0000 1 Jan 2005,28.30286,25.03489,27.27434,29.41911
6.5,0000 1 Jan 2005,27.6003,24.09654,26.37414,29.07094
7.5,0000 1 Jan 2005,26.9063,23.59306,25.64109,28.68528
8.5,0000 1 Jan 2005,26.56247,23.42632,25.29216,28.50436
1.5,0000 1 Feb 2005,27.50355,26.68243,26.99994,28.90007
2.5,0000 1 Feb 2005,27.99801,26.6235,27.47886,29.1941
3.5,0000 1 Feb 2005,28.37534,25.80649,27.573,29.51018
4.5,0000 1 Feb 2005,28.25487,24.83902,27.16437,29.50444
5.5,0000 1 Feb 2005,27.63354,24.03002,26.38631,29.14389
6.5,0000 1 Feb 2005,26.98656,23.55227,25.69694,28.74158
7.5,0000 1 Feb 2005,26.64708,23.41665,25.37012,28.53945
8.5,0000 1 Feb 2005,26.73265,23.63341,25.41064,28.60617
1.5,0000 1 Mar 2005,28.19754,25.83443,27.57059,29.40993
2.5,0000 1 Mar 2005,28.50464,25.41497,27.63305,29.70219
3.5,0000 1 Mar 2005,28.26887,24.69121,27.14022,29.56069
4.5,0000 1 Mar 2005,27.54576,23.9412,26.29854,29.08176
5.5,0000 1 Mar 2005,26.79372,23.47262,25.56252,28.55491
6.5,0000 1 Mar 2005,26.31461,23.33137,25.13778,28.26798
7.5,0000 1 Mar 2005,26.25008,23.46159,25.05367,28.25376
8.5,0000 1 Mar 2005,26.47242,23.8909,25.2335,28.41258
1.5,0000 1 Apr 2005,28.37698,24.80515,27.42974,29.54415
2.5,0000 1 Apr 2005,28.09799,24.39322,26.90668,29.50578
3.5,0000 1 Apr 2005,27.3758,23.76492,26.10477,29.08741
4.5,0000 1 Apr 2005,26.6949,23.40242,25.46663,28.58552
5.5,0000 1 Apr 2005,26.3399,23.2901,25.16643,28.31344
6.5,0000 1 Apr 2005,26.34356,23.43085,25.14653,28.36966
7.5,0000 1 Apr 2005,26.58748,23.93927,25.33577,28.57829
8.5,0000 1 Apr 2005,26.95055,24.92843,25.7454,28.73033
1.5,0000 1 May 2005,27.73589,24.00673,26.54264,29.10347
2.5,0000 1 May 2005,26.79474,23.17075,25.46982,28.59104
3.5,0000 1 May 2005,25.93154,22.74208,24.69396,27.9469
4.5,0000 1 May 2005,25.47626,22.78142,24.36335,27.57593
5.5,0000 1 May 2005,25.50417,23.01375,24.36814,27.66282
6.5,0000 1 May 2005,25.78521,23.53493,24.59373,27.98823
7.5,0000 1 May 2005,26.22654,24.49061,25.07773,28.31993
8.5,0000 1 May 2005,26.66429,25.89349,25.78505,28.44699
1.5,0000 1 Jun 2005,26.65049,23.01289,25.38264,28.37498
2.5,0000 1 Jun 2005,25.67246,22.71281,24.49039,27.68852
3.5,0000 1 Jun 2005,25.14312,22.72514,24.09742,27.24447
4.5,0000 1 Jun 2005,25.15232,23.02596,24.14093,27.29869
5.5,0000 1 Jun 2005,25.49044,23.62397,24.43193,27.63668
6.5,0000 1 Jun 2005,26.01125,24.65907,24.97587,28.06971
7.5,0000 1 Jun 2005,26.51916,26.00752,25.706,28.32749
8.5,0000 1 Jun 2005,26.94588,27.33853,26.54142,28.38944
1.5,0000 1 Jul 2005,25.98653,22.56542,24.6916,27.84548
2.5,0000 1 Jul 2005,25.26545,22.65378,24.0646,27.34883
3.5,0000 1 Jul 2005,25.1107,22.85088,23.93248,27.35118
4.5,0000 1 Jul 2005,25.43045,23.41965,24.19097,27.76069
5.5,0000 1 Jul 2005,25.99312,24.491,24.81342,28.1874
6.5,0000 1 Jul 2005,26.55673,25.88891,25.6387,28.41283
7.5,0000 1 Jul 2005,26.99498,27.2535,26.47975,28.48156
8.5,0000 1 Jul 2005,27.41644,28.05674,27.25432,28.55993
1.5,0000 1 Aug 2005,25.87214,22.56009,24.48921,27.99023
2.5,0000 1 Aug 2005,25.55247,22.97127,24.25476,27.90551
3.5,0000 1 Aug 2005,25.69253,23.54582,24.38439,28.15243
4.5,0000 1 Aug 2005,26.0955,24.54041,24.87191,28.44472
5.5,0000 1 Aug 2005,26.54284,25.87074,25.60486,28.56241
6.5,0000 1 Aug 2005,26.89688,27.16558,26.40549,28.52427
7.5,0000 1 Aug 2005,27.276,27.91662,27.13675,28.53998
8.5,0000 1 Aug 2005,27.79583,27.95428,27.73159,28.768
1.5,0000 1 Sep 2005,26.10737,22.73125,24.61804,28.33722
2.5,0000 1 Sep 2005,26.02653,23.55951,24.6238,28.46002
3.5,0000 1 Sep 2005,26.30895,24.54601,24.98204,28.69649
4.5,0000 1 Sep 2005,26.77245,25.81839,25.67785,28.80055
5.5,0000 1 Sep 2005,27.17873,27.12016,26.51154,28.78108
6.5,0000 1 Sep 2005,27.56522,27.96585,27.28135,28.80513
7.5,0000 1 Sep 2005,28.04915,28.00889,27.88745,29.0213
8.5,0000 1 Sep 2005,28.43785,27.27263,28.03713,29.30333
1.5,0000 1 Oct 2005,26.46849,23.27685,24.91543,28.7825
2.5,0000 1 Oct 2005,26.53966,24.60699,25.15975,28.84267
3.5,0000 1 Oct 2005,26.81047,25.93329,25.72703,28.83276
4.5,0000 1 Oct 2005,27.12868,27.09932,26.48737,28.7274
5.5,0000 1 Oct 2005,27.45988,27.83245,27.19597,28.69996
6.5,0000 1 Oct 2005,27.96297,27.72753,27.75759,28.9166
7.5,0000 1 Oct 2005,28.3633,26.90932,27.85463,29.25016
8.5,0000 1 Oct 2005,28.25374,25.65689,27.36236,29.33206
1.5,0000 1 Nov 2005,26.40944,23.89405,25.00241,28.74947
2.5,0000 1 Nov 2005,26.48135,25.48856,25.46726,28.64005
3.5,0000 1 Nov 2005,26.77424,26.82638,26.23212,28.51649
4.5,0000 1 Nov 2005,27.22029,27.66237,27.01274,28.52824
5.5,0000 1 Nov 2005,27.7903,27.6616,27.61616,28.76134
6.5,0000 1 Nov 2005,28.21149,26.78313,27.69719,29.10775
7.5,0000 1 Nov 2005,28.13089,25.57606,27.22249,29.21636
8.5,0000 1 Nov 2005,27.47847,24.49342,26.36228,28.95897
1.5,0000 1 Dec 2005,25.96182,24.80965,24.99963,28.26888
2.5,0000 1 Dec 2005,26.12448,26.27215,25.73956,28.00043
3.5,0000 1 Dec 2005,26.63093,27.12656,26.47433,28.06544
4.5,0000 1 Dec 2005,27.31007,27.14611,27.0292,28.44176
5.5,0000 1 Dec 2005,27.75611,26.37919,27.134,28.86871
6.5,0000 1 Dec 2005,27.73228,25.29691,26.77378,29.00874
7.5,0000 1 Dec 2005,27.20991,24.33798,26.10323,28.76473
8.5,0000 1 Dec 2005,26.64742,23.79345,25.53728,28.45961
1.5,0000 1 Jan 2006,26.08228,25.99037,25.72552,27.62308
2.5,0000 1 Jan 2006,26.50346,26.88777,26.39391,27.72158
3.5,0000 1 Jan 2006,27.17005,26.93837,26.90898,28.20126
4.5,0000 1 Jan 2006,27.65786,26.14585,27.03315,28.72046
5.5,0000 1 Jan 2006,27.66165,25.08742,26.66702,28.90483
6.5,0000 1 Jan 2006,27.15509,24.18386,25.99923,28.68652
7.5,0000 1 Jan 2006,26.60874,23.70228,25.46037,28.38351
8.5,0000 1 Jan 2006,26.35104,23.58916,25.24654,28.2688
1.5,0000 1 Feb 2006,26.72689,26.83202,26.57673,27.93436
2.5,0000 1 Feb 2006,27.38821,27.00462,27.09776,28.44965
3.5,0000 1 Feb 2006,27.8353,26.3352,27.23491,28.92309
4.5,0000 1 Feb 2006,27.75467,25.4083,26.86184,29.00509
5.5,0000 1 Feb 2006,27.17782,24.54356,26.1612,28.67599
6.5,0000 1 Feb 2006,26.60379,23.9931,25.58269,28.31982
7.5,0000 1 Feb 2006,26.34276,23.74163,25.33064,28.21681
8.5,0000 1 Feb 2006,26.50391,23.82912,25.40012,28.37024
1.5,0000 1 Mar 2006,27.77499,26.57378,27.27813,28.94166
2.5,0000 1 Mar 2006,28.40301,26.10077,27.5737,29.53394
3.5,0000 1 Mar 2006,28.5291,25.6244,27.41908,29.67696
4.5,0000 1 Mar 2006,28.17482,25.12729,26.98289,29.45007
5.5,0000 1 Mar 2006,27.70443,24.82,26.58234,29.13997
6.5,0000 1 Mar 2006,27.51645,24.64388,26.44367,29.03272
7.5,0000 1 Mar 2006,27.70531,24.80755,26.59815,29.08509
8.5,0000 1 Mar 2006,28.12656,25.39172,26.99683,29.1416
1.5,0000 1 Apr 2006,28.39738,25.11724,27.5169,29.50746
2.5,0000 1 Apr 2006,28.2995,25.09175,27.18431,29.62417
3.5,0000 1 Apr 2006,27.73905,24.83449,26.62984,29.27236
4.5,0000 1 Apr 2006,27.21965,24.52645,26.18628,28.89282
5.5,0000 1 Apr 2006,27.05159,24.36374,26.04962,28.82307
6.5,0000 1 Apr 2006,27.27513,24.55856,26.17922,28.97109
7.5,0000 1 Apr 2006,27.74337,25.1549,26.56469,29.12355
8.5,0000 1 Apr 2006,28.19806,26.20242,27.10512,29.0988
1.5,0000 1 May 2006,27.637,24.4752,26.65465,29.05414
2.5,0000 1 May 2006,26.9595,24.24574,26.00409,28.62379
3.5,0000 1 May 2006,26.37805,23.95459,25.50473,28.16398
4.5,0000 1 May 2006,26.17546,23.79505,25.34452,28.0402
5.5,0000 1 May 2006,26.35095,23.93598,25.41955,28.26145
6.5,0000 1 May 2006,26.76919,24.42581,25.67507,28.60253
7.5,0000 1 May 2006,27.3018,25.40203,26.16018,28.83964
8.5,0000 1 May 2006,27.70654,26.64016,26.75807,28.83854
1.5,0000 1 Jun 2006,27.02703,23.93861,25.99921,28.58392
2.5,0000 1 Jun 2006,26.34415,23.69067,25.37352,28.13887
3.5,0000 1 Jun 2006,26.02009,23.54678,25.10214,27.95143
4.5,0000 1 Jun 2006,26.1213,23.7831,25.17781,28.13596
5.5,0000 1 Jun 2006,26.56303,24.45691,25.51009,28.51827
6.5,0000 1 Jun 2006,27.12186,25.5395,26.053,28.81215
7.5,0000 1 Jun 2006,27.56487,26.82982,26.68849,28.85887
8.5,0000 1 Jun 2006,27.8049,28.02127,27.33129,28.76348
1.5,0000 1 Jul 2006,26.54671,23.53741,25.54016,28.2409
2.5,0000 1 Jul 2006,26.13486,23.60518,25.22935,27.97486
3.5,0000 1 Jul 2006,26.1614,23.72745,25.15134,28.14838
4.5,0000 1 Jul 2006,26.57382,24.19242,25.38074,28.56405
5.5,0000 1 Jul 2006,27.10941,25.19834,25.88891,28.82976
6.5,0000 1 Jul 2006,27.58935,26.53572,26.59251,28.86787
7.5,0000 1 Jul 2006,27.86322,27.81294,27.31999,28.74549
8.5,0000 1 Jul 2006,28.06146,28.5406,27.95422,28.72216
1.5,0000 1 Aug 2006,26.56587,23.48197,25.3861,28.55857
2.5,0000 1 Aug 2006,26.47977,23.94259,25.40827,28.52608
3.5,0000 1 Aug 2006,26.77703,24.45361,25.62071,28.74608
4.5,0000 1 Aug 2006,27.25,25.32198,26.064,28.94937
5.5,0000 1 Aug 2006,27.645,26.5611,26.66745,28.91195
6.5,0000 1 Aug 2006,27.89426,27.80248,27.35169,28.76891
7.5,0000 1 Aug 2006,28.1012,28.54707,27.97164,28.71305
8.5,0000 1 Aug 2006,28.39577,28.55202,28.45106,28.83314
1.5,0000 1 Sep 2006,27.30241,23.96889,25.9719,29.20717
2.5,0000 1 Sep 2006,27.52012,24.82937,26.19741,29.23921
3.5,0000 1 Sep 2006,27.90689,25.7719,26.63634,29.26364
4.5,0000 1 Sep 2006,28.19627,26.97648,27.19754,29.10265
5.5,0000 1 Sep 2006,28.26467,28.15069,27.77331,28.8611
6.5,0000 1 Sep 2006,28.2778,28.81132,28.28703,28.72594
7.5,0000 1 Sep 2006,28.42997,28.75322,28.66709,28.76104
8.5,0000 1 Sep 2006,28.49295,27.80886,28.49119,28.88903
1.5,0000 1 Oct 2006,27.77676,24.92951,26.49953,29.43829
2.5,0000 1 Oct 2006,28.02807,25.97331,26.84864,29.38475
3.5,0000 1 Oct 2006,28.19712,27.07401,27.28731,29.19371
4.5,0000 1 Oct 2006,28.21943,28.1436,27.78042,28.93336
5.5,0000 1 Oct 2006,28.23558,28.76774,28.26719,28.77179
6.5,0000 1 Oct 2006,28.3822,28.63222,28.6229,28.74577
7.5,0000 1 Oct 2006,28.46659,27.49043,28.41607,28.81933
8.5,0000 1 Oct 2006,28.01185,25.82301,27.42308,28.72376
1.5,0000 1 Nov 2006,28.02588,25.58272,26.70839,29.47472
2.5,0000 1 Nov 2006,28.123,26.85031,27.13253,29.23594
3.5,0000 1 Nov 2006,28.1143,27.9116,27.63274,28.9413
4.5,0000 1 Nov 2006,28.13977,28.49833,28.1067,28.79095
5.5,0000 1 Nov 2006,28.31377,28.31705,28.43925,28.8107
6.5,0000 1 Nov 2006,28.39323,27.1109,28.13665,28.96053
7.5,0000 1 Nov 2006,27.90443,25.43106,27.13461,28.87514
8.5,0000 1 Nov 2006,26.86895,23.94814,25.79686,28.40023
1.5,0000 1 Dec 2006,27.81273,26.1654,26.79429,29.32347
2.5,0000 1 Dec 2006,27.72249,27.32561,27.17942,28.94595
3.5,0000 1 Dec 2006,27.80497,27.8204,27.64094,28.72914
4.5,0000 1 Dec 2006,28.10384,27.45146,27.96015,28.75758
5.5,0000 1 Dec 2006,28.24194,26.19127,27.657,28.96243
6.5,0000 1 Dec 2006,27.80893,24.62835,26.73759,28.94943
7.5,0000 1 Dec 2006,26.84334,23.49298,25.5679,28.51381
8.5,0000 1 Dec 2006,25.91898,23.04065,24.73938,27.94785
1.5,0000 1 Jan 2007,27.40613,27.07211,27.02966,28.8053
2.5,0000 1 Jan 2007,27.56735,27.51935,27.44915,28.65379
3.5,0000 1 Jan 2007,27.9964,27.07853,27.7558,28.83533
