L,MON,LDC_SST_NCEP_CFSv2,LDC_SST_NCEP_CFSv2_ONETWO,LDC_SST_NCEP_CFSv2_THREE,LDC_SST_NCEP_CFSv2_FOUR
8.5,0000 1 Nov 1994,27.01285,23.73234,25.79239,28.52135
1.5,0000 1 Dec 1994,27.67824,25.86199,26.46276,29.0535
2.5,0000 1 Dec 1994,27.68138,27.06335,26.9599,28.74483
3.5,0000 1 Dec 1994,27.94768,27.72382,27.63231,28.6723
4.5,0000 1 Dec 1994,28.33645,27.57938,28.11487,28.81055
5.5,0000 1 Dec 1994,28.52147,26.56215,27.97994,29.02093
6.5,0000 1 Dec 1994,28.03554,25.14745,27.10469,28.94592
7.5,0000 1 Dec 1994,26.97824,23.92773,25.88186,28.44562
8.5,0000 1 Dec 1994,25.92269,23.21179,24.86511,27.81419
1.5,0000 1 Jan 1995,27.53735,26.74321,26.85674,28.69042
2.5,0000 1 Jan 1995,27.81867,27.42131,27.51956,28.67094
3.5,0000 1 Jan 1995,28.23867,27.1918,27.96,28.84455
4.5,0000 1 Jan 1995,28.40137,26.11978,27.71958,29.08364
5.5,0000 1 Jan 1995,27.85136,24.71327,26.77894,28.94644
6.5,0000 1 Jan 1995,26.76182,23.57374,25.53066,28.39651
7.5,0000 1 Jan 1995,25.74463,22.96539,24.59211,27.76611
8.5,0000 1 Jan 1995,25.13305,22.72881,24.05769,27.33578
1.5,0000 1 Feb 1995,27.53775,26.71685,27.20284,28.65361
2.5,0000 1 Feb 1995,27.94425,26.27173,27.466,28.87943
3.5,0000 1 Feb 1995,28.16407,25.21086,27.26468,29.14493
4.5,0000 1 Feb 1995,27.77416,24.05772,26.53574,29.05754
5.5,0000 1 Feb 1995,26.90305,23.30807,25.57592,28.56898
6.5,0000 1 Feb 1995,26.06417,22.92955,24.81105,28.02165
7.5,0000 1 Feb 1995,25.56762,22.80114,24.3971,27.69318
8.5,0000 1 Feb 1995,25.42845,22.95144,24.27209,27.6832
1.5,0000 1 Mar 1995,27.42857,25.54418,26.79998,28.68925
2.5,0000 1 Mar 1995,27.59249,24.41452,26.64747,28.80652
3.5,0000 1 Mar 1995,27.24704,23.33765,25.94247,28.68577
4.5,0000 1 Mar 1995,26.33288,22.72013,24.92913,28.17957
5.5,0000 1 Mar 1995,25.42188,22.47108,24.06817,27.57039
6.5,0000 1 Mar 1995,24.8551,22.3822,23.65538,27.16187
7.5,0000 1 Mar 1995,24.74451,22.62066,23.61916,27.11485
8.5,0000 1 Mar 1995,24.87759,23.03091,23.72653,27.28263
1.5,0000 1 Apr 1995,27.36622,23.55592,26.03224,28.94728
2.5,0000 1 Apr 1995,26.82361,22.60927,25.30999,28.58867
3.5,0000 1 Apr 1995,25.91382,22.19899,24.47812,27.92806
4.5,0000 1 Apr 1995,25.15189,22.15509,23.83286,27.31815
5.5,0000 1 Apr 1995,24.68721,22.26754,23.51301,26.95641
6.5,0000 1 Apr 1995,24.63513,22.49555,23.52874,26.95926
7.5,0000 1 Apr 1995,24.84488,23.00527,23.73329,27.2007
8.5,0000 1 Apr 1995,25.22625,23.89462,24.17159,27.50654
1.5,0000 1 May 1995,26.64832,22.30869,25.05606,28.51674
2.5,0000 1 May 1995,25.67128,21.85728,24.16045,27.82021
3.5,0000 1 May 1995,24.82329,21.83382,23.49639,27.09791
4.5,0000 1 May 1995,24.33097,22.03858,23.17682,26.66998
5.5,0000 1 May 1995,24.26073,22.36282,23.16361,26.65279
6.5,0000 1 May 1995,24.49447,22.94442,23.38664,26.90249
7.5,0000 1 May 1995,24.93411,23.93525,23.91576,27.2682
8.5,0000 1 May 1995,25.44191,25.26231,24.70282,27.50193
1.5,0000 1 Jun 1995,25.76603,22.16351,24.3763,27.84076
2.5,0000 1 Jun 1995,24.71249,21.87606,23.40567,27.06061
3.5,0000 1 Jun 1995,24.04867,21.90172,22.8879,26.52072
4.5,0000 1 Jun 1995,23.82108,22.18505,22.70503,26.4377
5.5,0000 1 Jun 1995,24.00029,22.72591,22.82854,26.68458
6.5,0000 1 Jun 1995,24.41627,23.70871,23.33755,27.02455
7.5,0000 1 Jun 1995,24.97535,25.06026,24.23607,27.25012
8.5,0000 1 Jun 1995,25.55447,26.43096,25.29545,27.38322
1.5,0000 1 Jul 1995,25.17053,22.26378,23.92293,27.30605
2.5,0000 1 Jul 1995,24.35879,22.26662,23.2668,26.79881
3.5,0000 1 Jul 1995,24.09307,22.51646,23.09083,26.64838
4.5,0000 1 Jul 1995,24.27659,22.97375,23.19503,26.8704
5.5,0000 1 Jul 1995,24.70201,23.91131,23.68643,27.22069
6.5,0000 1 Jul 1995,25.24629,25.18062,24.49987,27.5073
7.5,0000 1 Jul 1995,25.78824,26.5183,25.49688,27.67025
8.5,0000 1 Jul 1995,26.41962,27.38105,26.4313,27.86029
1.5,0000 1 Aug 1995,24.60717,22.03727,23.44762,27.00554
2.5,0000 1 Aug 1995,24.05458,22.43472,23.07058,26.7348
3.5,0000 1 Aug 1995,24.20969,22.92958,23.1383,26.96247
4.5,0000 1 Aug 1995,24.70554,23.81727,23.62063,27.34176
5.5,0000 1 Aug 1995,25.29158,25.13918,24.52841,27.60173
6.5,0000 1 Aug 1995,25.86021,26.48509,25.57676,27.70287
7.5,0000 1 Aug 1995,26.51618,27.34454,26.5374,27.84828
8.5,0000 1 Aug 1995,27.24547,27.41494,27.21528,28.22641
1.5,0000 1 Sep 1995,24.84873,22.51883,23.65952,27.46052
2.5,0000 1 Sep 1995,24.77837,23.15622,23.61723,27.56708
3.5,0000 1 Sep 1995,25.15591,24.04268,24.01026,27.83736
4.5,0000 1 Sep 1995,25.66531,25.31009,24.79126,27.99947
5.5,0000 1 Sep 1995,26.12612,26.64465,25.72615,28.03862
6.5,0000 1 Sep 1995,26.66804,27.51722,26.58693,28.1363
7.5,0000 1 Sep 1995,27.32403,27.5808,27.2615,28.42464
8.5,0000 1 Sep 1995,27.83945,26.79864,27.46773,28.78259
1.5,0000 1 Oct 1995,25.15471,22.9061,23.7546,27.96255
2.5,0000 1 Oct 1995,25.23428,23.89331,23.97474,28.08245
3.5,0000 1 Oct 1995,25.50345,25.13355,24.58693,28.06544
4.5,0000 1 Oct 1995,25.8266,26.39138,25.42914,27.89457
5.5,0000 1 Oct 1995,26.29822,27.21372,26.25825,27.82835
6.5,0000 1 Oct 1995,26.96189,27.18643,26.93449,28.01948
7.5,0000 1 Oct 1995,27.51894,26.37133,27.11348,28.39593
8.5,0000 1 Oct 1995,27.59338,25.15064,26.74055,28.63343
1.5,0000 1 Nov 1995,25.53901,23.78206,24.23965,28.03776
2.5,0000 1 Nov 1995,25.72906,25.0943,24.80772,28.02851
3.5,0000 1 Nov 1995,26.04674,26.39929,25.62377,27.93336
4.5,0000 1 Nov 1995,26.54116,27.27137,26.45205,27.95907
5.5,0000 1 Nov 1995,27.1746,27.26355,27.06299,28.22816
6.5,0000 1 Nov 1995,27.63523,26.32265,27.15083,28.59735
7.5,0000 1 Nov 1995,27.55503,24.99065,26.63186,28.73098
8.5,0000 1 Nov 1995,26.8866,23.83964,25.75624,28.45611
1.5,0000 1 Dec 1995,25.82828,24.83661,24.94503,27.88894
2.5,0000 1 Dec 1995,26.06998,26.27357,25.7051,27.78792
3.5,0000 1 Dec 1995,26.55977,27.16165,26.46456,27.92808
4.5,0000 1 Dec 1995,27.25053,27.10353,27.06361,28.36621
5.5,0000 1 Dec 1995,27.74865,26.26105,27.21497,28.82809
6.5,0000 1 Dec 1995,27.71011,25.16653,26.81265,28.98713
7.5,0000 1 Dec 1995,27.10256,24.18585,26.03749,28.6962
8.5,0000 1 Dec 1995,26.40333,23.6113,25.34039,28.25641
1.5,0000 1 Jan 1996,26.22284,26.14486,25.89342,27.74453
2.5,0000 1 Jan 1996,26.76734,27.10792,26.66203,27.95759
3.5,0000 1 Jan 1996,27.45658,27.14467,27.26366,28.44867
4.5,0000 1 Jan 1996,27.9089,26.39691,27.38714,28.907
5.5,0000 1 Jan 1996,27.80273,25.31741,26.97736,28.96317
6.5,0000 1 Jan 1996,27.14735,24.37392,26.19104,28.58917
7.5,0000 1 Jan 1996,26.44088,23.78269,25.4685,28.12788
8.5,0000 1 Jan 1996,26.01694,23.53958,25.04438,27.90646
1.5,0000 1 Feb 1996,26.41064,26.56073,26.25285,27.80302
2.5,0000 1 Feb 1996,27.03455,26.60976,26.77392,28.25392
3.5,0000 1 Feb 1996,27.46089,25.84958,26.85835,28.72343
4.5,0000 1 Feb 1996,27.37473,24.78682,26.44667,28.7966
5.5,0000 1 Feb 1996,26.75676,23.869,25.71611,28.41413
6.5,0000 1 Feb 1996,26.08415,23.28217,25.01922,27.93694
7.5,0000 1 Feb 1996,25.68322,22.97481,24.60058,27.69138
8.5,0000 1 Feb 1996,25.67926,23.00466,24.48721,27.79932
1.5,0000 1 Mar 1996,27.37482,26.39785,27.03674,28.57596
2.5,0000 1 Mar 1996,27.86697,25.88635,27.17032,29.1109
3.5,0000 1 Mar 1996,27.80718,25.16529,26.81654,29.20582
4.5,0000 1 Mar 1996,27.17759,24.43708,26.14662,28.82615
5.5,0000 1 Mar 1996,26.51016,23.88478,25.53238,28.33899
6.5,0000 1 Mar 1996,26.16805,23.56544,25.19311,28.11072
7.5,0000 1 Mar 1996,26.2438,23.61013,25.15798,28.21464
8.5,0000 1 Mar 1996,26.50531,24.03841,25.34213,28.38974
1.5,0000 1 Apr 1996,27.68212,24.86853,26.93314,28.941
2.5,0000 1 Apr 1996,27.54031,24.43271,26.53151,29.00777
3.5,0000 1 Apr 1996,26.92603,23.98054,25.89094,28.61935
4.5,0000 1 Apr 1996,26.27881,23.55801,25.3121,28.13597
5.5,0000 1 Apr 1996,25.94785,23.37672,25.01557,27.92795
6.5,0000 1 Apr 1996,26.04789,23.49225,24.99801,28.08936
7.5,0000 1 Apr 1996,26.43008,23.90141,25.21824,28.41173
8.5,0000 1 Apr 1996,26.87554,24.78955,25.63741,28.62083
1.5,0000 1 May 1996,27.13033,23.36628,25.91622,28.70652
2.5,0000 1 May 1996,26.41716,22.99366,25.24773,28.28177
3.5,0000 1 May 1996,25.6759,22.75263,24.63656,27.68048
4.5,0000 1 May 1996,25.26238,22.71394,24.31402,27.30971
5.5,0000 1 May 1996,25.2452,22.96451,24.25404,27.40347
6.5,0000 1 May 1996,25.56467,23.46667,24.4321,27.76883
7.5,0000 1 May 1996,26.04303,24.39686,24.88284,28.1568
8.5,0000 1 May 1996,26.49261,25.63936,25.52333,28.33165
1.5,0000 1 Jun 1996,25.77481,22.68884,24.70179,27.55059
2.5,0000 1 Jun 1996,24.8324,22.43064,23.91113,26.87128
3.5,0000 1 Jun 1996,24.24273,22.41175,23.47077,26.41981
4.5,0000 1 Jun 1996,24.16815,22.62446,23.35737,26.45562
5.5,0000 1 Jun 1996,24.49528,23.06582,23.5302,26.84564
6.5,0000 1 Jun 1996,25.06382,23.9991,24.06788,27.32692
7.5,0000 1 Jun 1996,25.65133,25.34314,24.91511,27.62027
8.5,0000 1 Jun 1996,26.12398,26.74656,25.80455,27.76027
1.5,0000 1 Jul 1996,25.30839,22.18734,24.13083,27.24178
2.5,0000 1 Jul 1996,24.51538,22.35643,23.54954,26.73733
3.5,0000 1 Jul 1996,24.28504,22.53723,23.38157,26.6491
4.5,0000 1 Jul 1996,24.58915,22.94275,23.50499,27.04705
5.5,0000 1 Jul 1996,25.11916,23.86851,24.0082,27.57199
6.5,0000 1 Jul 1996,25.69928,25.24063,24.83954,27.90845
7.5,0000 1 Jul 1996,26.16874,26.64457,25.75739,28.02515
8.5,0000 1 Jul 1996,26.69296,27.5108,26.59168,28.13522
1.5,0000 1 Aug 1996,24.81699,22.03886,23.5951,27.06411
2.5,0000 1 Aug 1996,24.41625,22.48922,23.27929,26.96069
3.5,0000 1 Aug 1996,24.59303,22.96421,23.36992,27.26909
4.5,0000 1 Aug 1996,25.15815,23.88017,23.92344,27.70209
5.5,0000 1 Aug 1996,25.77184,25.24148,24.80408,28.00358
6.5,0000 1 Aug 1996,26.27964,26.62642,25.76164,28.1206
7.5,0000 1 Aug 1996,26.81206,27.48495,26.62611,28.23805
8.5,0000 1 Aug 1996,27.45465,27.6097,27.35552,28.51832
1.5,0000 1 Sep 1996,25.18778,22.30778,23.75517,27.69413
2.5,0000 1 Sep 1996,25.19077,23.11161,23.75827,27.88215
3.5,0000 1 Sep 1996,25.68111,24.06786,24.2614,28.21892
4.5,0000 1 Sep 1996,26.23874,25.35648,25.12179,28.37904
5.5,0000 1 Sep 1996,26.62975,26.7401,26.02917,28.3522
6.5,0000 1 Sep 1996,27.04285,27.63157,26.83649,28.37717
7.5,0000 1 Sep 1996,27.63138,27.72864,27.52367,28.63967
8.5,0000 1 Sep 1996,28.13961,26.98055,27.79013,28.98884
1.5,0000 1 Oct 1996,26.08106,23.12973,24.54265,28.39841
2.5,0000 1 Oct 1996,26.40166,24.38428,24.94109,28.62358
3.5,0000 1 Oct 1996,26.84032,25.62301,25.62781,28.69639
4.5,0000 1 Oct 1996,27.15074,26.92078,26.39162,28.64348
5.5,0000 1 Oct 1996,27.39347,27.73629,27.09864,28.60831
6.5,0000 1 Oct 1996,27.83223,27.77161,27.71512,28.78529
7.5,0000 1 Oct 1996,28.25508,26.94729,27.89302,29.07781
8.5,0000 1 Oct 1996,28.18509,25.71331,27.43016,29.15094
1.5,0000 1 Nov 1996,26.29715,24.06495,24.90852,28.47643
2.5,0000 1 Nov 1996,26.57599,25.46452,25.44493,28.57927
3.5,0000 1 Nov 1996,26.94022,26.71377,26.22399,28.57204
4.5,0000 1 Nov 1996,27.37823,27.55406,27.0588,28.62285
5.5,0000 1 Nov 1996,27.93311,27.64309,27.75016,28.85529
6.5,0000 1 Nov 1996,28.37244,26.98401,27.98186,29.13864
7.5,0000 1 Nov 1996,28.31205,25.89771,27.58822,29.16169
8.5,0000 1 Nov 1996,27.66167,24.80655,26.72112,28.83986
1.5,0000 1 Dec 1996,26.09399,24.59832,24.92973,28.30497
2.5,0000 1 Dec 1996,26.37465,26.08589,25.72648,28.23443
3.5,0000 1 Dec 1996,26.96677,27.05956,26.64353,28.39771
4.5,0000 1 Dec 1996,27.69608,27.29067,27.4215,28.76928
5.5,0000 1 Dec 1996,28.21422,26.80697,27.7169,29.13015
6.5,0000 1 Dec 1996,28.1894,25.8767,27.39493,29.17945
7.5,0000 1 Dec 1996,27.64885,24.93027,26.67183,28.89124
8.5,0000 1 Dec 1996,27.01784,24.23126,25.97487,28.55744
1.5,0000 1 Jan 1997,26.27386,26.03265,25.60378,28.20067
2.5,0000 1 Jan 1997,26.79901,26.92385,26.41535,28.35675
3.5,0000 1 Jan 1997,27.50599,27.00026,27.13993,28.71191
4.5,0000 1 Jan 1997,28.06308,26.46267,27.47322,29.07505
5.5,0000 1 Jan 1997,28.10468,25.60045,27.24458,29.16489
6.5,0000 1 Jan 1997,27.63511,24.76472,26.62566,28.93315
7.5,0000 1 Jan 1997,27.05543,24.15634,26.0006,28.6524
8.5,0000 1 Jan 1997,26.72979,23.82936,25.64344,28.53235
1.5,0000 1 Feb 1997,26.67707,26.77756,26.26394,28.26486
2.5,0000 1 Feb 1997,27.32568,26.9114,26.96682,28.58837
3.5,0000 1 Feb 1997,27.81341,26.38715,27.23047,28.972
4.5,0000 1 Feb 1997,27.79145,25.42961,26.94768,29.0221
5.5,0000 1 Feb 1997,27.26877,24.59632,26.29655,28.71714
6.5,0000 1 Feb 1997,26.70234,23.86653,25.65115,28.37383
7.5,0000 1 Feb 1997,26.43164,23.51451,25.30254,28.26628
8.5,0000 1 Feb 1997,26.54951,23.51966,25.28618,28.41165
1.5,0000 1 Mar 1997,27.70352,27.27559,27.28269,28.8364
2.5,0000 1 Mar 1997,28.22084,26.98074,27.63529,29.19698
3.5,0000 1 Mar 1997,28.2146,26.27595,27.49728,29.20574
4.5,0000 1 Mar 1997,27.73833,25.50241,26.94313,28.91081
5.5,0000 1 Mar 1997,27.24524,24.77875,26.37633,28.61574
6.5,0000 1 Mar 1997,27.0219,24.3108,26.05429,28.54274
7.5,0000 1 Mar 1997,27.17036,24.24228,26.08033,28.67578
8.5,0000 1 Mar 1997,27.51049,24.67716,26.34576,28.84635
1.5,0000 1 Apr 1997,28.39189,26.63233,27.68297,29.42507
2.5,0000 1 Apr 1997,28.47217,26.13384,27.63717,29.43524
3.5,0000 1 Apr 1997,28.07177,25.57292,27.21735,29.12768
4.5,0000 1 Apr 1997,27.68076,24.935,26.7659,28.90836
5.5,0000 1 Apr 1997,27.55747,24.54822,26.51935,28.92945
6.5,0000 1 Apr 1997,27.79842,24.59432,26.61172,29.0822
7.5,0000 1 Apr 1997,28.19291,25.19982,26.984,29.16418
8.5,0000 1 Apr 1997,28.4903,26.29544,27.47056,29.00631
1.5,0000 1 May 1997,28.32109,26.12887,27.53134,29.34389
2.5,0000 1 May 1997,27.93906,25.53965,27.1023,29.12137
3.5,0000 1 May 1997,27.50763,24.85106,26.61736,28.86403
4.5,0000 1 May 1997,27.36827,24.35943,26.35684,28.8322
5.5,0000 1 May 1997,27.62449,24.31353,26.4268,29.00899
6.5,0000 1 May 1997,28.06709,24.93317,26.79737,29.12971
7.5,0000 1 May 1997,28.41422,26.10556,27.3189,29.03063
8.5,0000 1 May 1997,28.54709,27.49216,27.86859,28.74975
1.5,0000 1 Jun 1997,28.10694,25.22323,27.11372,29.16081
2.5,0000 1 Jun 1997,27.71144,24.57468,26.64604,28.97193
3.5,0000 1 Jun 1997,27.55248,24.23264,26.42787,28.91549
4.5,0000 1 Jun 1997,27.77719,24.35417,26.558,29.00476
5.5,0000 1 Jun 1997,28.22824,25.01172,26.98233,29.09857
6.5,0000 1 Jun 1997,28.56361,26.18509,27.52676,28.99446
7.5,0000 1 Jun 1997,28.65708,27.54467,28.05878,28.71002
8.5,0000 1 Jun 1997,28.51042,28.66982,28.45563,28.36988
1.5,0000 1 Jul 1997,27.69044,24.98821,26.78992,28.85316
2.5,0000 1 Jul 1997,27.46185,24.41876,26.40793,28.82738
3.5,0000 1 Jul 1997,27.61896,24.21805,26.39731,28.96576
4.5,0000 1 Jul 1997,28.01063,24.75474,26.72925,29.09438
5.5,0000 1 Jul 1997,28.33649,25.96133,27.24083,29.02021
6.5,0000 1 Jul 1997,28.50105,27.37959,27.80167,28.78781
7.5,0000 1 Jul 1997,28.48874,28.53427,28.27935,28.52246
8.5,0000 1 Jul 1997,28.43238,29.09266,28.64111,28.37859
1.5,0000 1 Aug 1997,27.61023,24.86943,26.74133,28.91942
2.5,0000 1 Aug 1997,27.72099,24.55504,26.63617,29.01629
3.5,0000 1 Aug 1997,28.11219,24.88168,26.87363,29.18401
4.5,0000 1 Aug 1997,28.44389,25.95087,27.3198,29.15603
5.5,0000 1 Aug 1997,28.57261,27.3673,27.83663,28.90204
6.5,0000 1 Aug 1997,28.51591,28.60662,28.33404,28.58675
7.5,0000 1 Aug 1997,28.41757,29.22979,28.69315,28.39861
8.5,0000 1 Aug 1997,28.40224,29.12362,28.90374,28.36204
1.5,0000 1 Sep 1997,28.36738,24.94236,27.26789,29.32745
2.5,0000 1 Sep 1997,28.55826,25.58797,27.50898,29.32795
3.5,0000 1 Sep 1997,28.74652,26.64249,27.8765,29.19937
4.5,0000 1 Sep 1997,28.72697,27.86002,28.26369,28.89425
5.5,0000 1 Sep 1997,28.52044,28.84974,28.5799,28.50331
6.5,0000 1 Sep 1997,28.29838,29.30218,28.78199,28.20801
7.5,0000 1 Sep 1997,28.22482,29.10213,28.87351,28.10529
8.5,0000 1 Sep 1997,28.08031,28.18106,28.47764,28.14124
1.5,0000 1 Oct 1997,29.00435,25.90098,28.05661,29.32968
2.5,0000 1 Oct 1997,29.03518,26.94024,28.34682,29.10365
3.5,0000 1 Oct 1997,28.87646,28.03262,28.62074,28.76724
4.5,0000 1 Oct 1997,28.55066,28.90294,28.77913,28.32683
5.5,0000 1 Oct 1997,28.27227,29.2627,28.86932,28.01699
6.5,0000 1 Oct 1997,28.17966,28.94754,28.84215,27.9454
7.5,0000 1 Oct 1997,28.02823,27.91885,28.35923,28.03912
8.5,0000 1 Oct 1997,27.53767,26.17829,27.27012,28.09414
1.5,0000 1 Nov 1997,29.02019,27.18934,28.53452,28.95391
2.5,0000 1 Nov 1997,28.77676,28.24366,28.75569,28.54563
3.5,0000 1 Nov 1997,28.46803,28.99957,28.8787,28.12847
4.5,0000 1 Nov 1997,28.1891,29.25569,28.92963,27.8226
5.5,0000 1 Nov 1997,28.09575,28.90289,28.8738,27.77526
6.5,0000 1 Nov 1997,28.00462,27.805,28.46241,27.87696
7.5,0000 1 Nov 1997,27.55291,26.08853,27.42813,27.95303
8.5,0000 1 Nov 1997,26.59485,24.32928,26.01856,27.70246
1.5,0000 1 Dec 1997,28.8392,28.01342,28.66071,28.83002
2.5,0000 1 Dec 1997,28.54692,28.73652,28.80241,28.37866
3.5,0000 1 Dec 1997,28.36678,29.04668,28.93628,28.11641
4.5,0000 1 Dec 1997,28.32473,28.77143,28.99554,28.05409
5.5,0000 1 Dec 1997,28.2574,27.73355,28.60192,28.18571
6.5,0000 1 Dec 1997,27.6932,26.02207,27.48377,28.19646
7.5,0000 1 Dec 1997,26.56129,24.23944,25.95941,27.77067
8.5,0000 1 Dec 1997,25.28741,23.01209,24.63544,27.002
1.5,0000 1 Jan 1998,28.39068,28.55569,28.68903,28.18071
2.5,0000 1 Jan 1998,28.21612,28.65537,28.81173,27.96338
3.5,0000 1 Jan 1998,28.23776,28.11895,28.83611,27.97566
4.5,0000 1 Jan 1998,28.17277,26.80503,28.32747,28.09503
5.5,0000 1 Jan 1998,27.62794,25.05283,27.09838,28.12333
6.5,0000 1 Jan 1998,26.45861,23.44946,25.52461,27.6887
7.5,0000 1 Jan 1998,25.12318,22.58749,24.24151,26.91994
8.5,0000 1 Jan 1998,24.10951,22.36592,23.55281,26.13472
1.5,0000 1 Feb 1998,28.11297,28.49607,28.74159,27.92567
2.5,0000 1 Feb 1998,28.11788,27.98261,28.71084,27.97072
3.5,0000 1 Feb 1998,27.99109,26.67143,28.07014,28.16225
4.5,0000 1 Feb 1998,27.31728,24.92937,26.75887,28.1463
5.5,0000 1 Feb 1998,26.05511,23.36975,25.16575,27.56702
6.5,0000 1 Feb 1998,24.70042,22.50118,23.95705,26.61136
7.5,0000 1 Feb 1998,23.717,22.25722,23.27585,25.78165
8.5,0000 1 Feb 1998,23.22416,22.3315,22.80441,25.51046
1.5,0000 1 Mar 1998,28.44724,27.42355,28.8221,28.35316
2.5,0000 1 Mar 1998,28.39964,25.70957,28.16502,28.56282
3.5,0000 1 Mar 1998,27.65816,23.87319,26.77866,28.48872
4.5,0000 1 Mar 1998,26.30591,22.67526,25.09521,27.90152
5.5,0000 1 Mar 1998,25.03543,22.24034,23.94908,27.07487
6.5,0000 1 Mar 1998,24.2143,22.18167,23.35869,26.408
7.5,0000 1 Mar 1998,23.82688,22.31757,22.99483,26.21301
8.5,0000 1 Mar 1998,23.79528,22.67785,22.80165,26.32626
1.5,0000 1 Apr 1998,28.5306,25.887,28.03942,28.83729
2.5,0000 1 Apr 1998,27.77262,23.89621,26.61183,28.77876
3.5,0000 1 Apr 1998,26.50249,22.48544,25.04703,28.18733
4.5,0000 1 Apr 1998,25.33918,22.06829,24.04351,27.40779
5.5,0000 1 Apr 1998,24.61864,22.12465,23.55551,26.81736
6.5,0000 1 Apr 1998,24.32526,22.43562,23.30198,26.69294
7.5,0000 1 Apr 1998,24.32193,22.93452,23.19144,26.83598
8.5,0000 1 Apr 1998,24.58551,23.7526,23.43063,27.04322
1.5,0000 1 May 1998,26.92635,24.04573,25.86221,28.33973
2.5,0000 1 May 1998,25.63471,22.35865,24.15368,27.77804
3.5,0000 1 May 1998,24.51422,21.74076,23.23201,26.92101
4.5,0000 1 May 1998,23.77615,21.82218,22.84437,26.16475
5.5,0000 1 May 1998,23.38881,22.15891,22.60018,25.87333
6.5,0000 1 May 1998,23.37468,22.6739,22.4969,25.97493
7.5,0000 1 May 1998,23.70125,23.5605,22.79098,26.24256
8.5,0000 1 May 1998,24.26171,24.78412,23.58294,26.43357
1.5,0000 1 Jun 1998,24.67616,22.79634,23.66338,27.27083
2.5,0000 1 Jun 1998,23.59546,21.79906,22.74283,26.1922
3.5,0000 1 Jun 1998,23.00278,21.74332,22.41842,25.35344
4.5,0000 1 Jun 1998,22.75098,22.08003,22.25771,25.11114
5.5,0000 1 Jun 1998,22.89739,22.5444,22.2009,25.32564
6.5,0000 1 Jun 1998,23.37237,23.37782,22.56658,25.70997
7.5,0000 1 Jun 1998,24.0596,24.57572,23.43009,26.05228
8.5,0000 1 Jun 1998,24.71206,25.90488,24.51481,26.30816
1.5,0000 1 Jul 1998,23.6674,22.08854,22.92891,26.3359
2.5,0000 1 Jul 1998,22.8937,21.93111,22.42375,25.5274
3.5,0000 1 Jul 1998,22.65234,22.19903,22.23699,25.20328
4.5,0000 1 Jul 1998,22.86475,22.65723,22.21187,25.41596
5.5,0000 1 Jul 1998,23.38847,23.51561,22.63167,25.82919
6.5,0000 1 Jul 1998,24.0721,24.7831,23.54938,26.13307
7.5,0000 1 Jul 1998,24.77704,26.12764,24.71889,26.31883
8.5,0000 1 Jul 1998,25.50554,26.99132,25.70291,26.6135
1.5,0000 1 Aug 1998,23.46497,22.11441,22.80238,25.99457
2.5,0000 1 Aug 1998,22.91813,22.21189,22.39471,25.60642
3.5,0000 1 Aug 1998,23.00739,22.64495,22.30355,25.83901
4.5,0000 1 Aug 1998,23.62016,23.46634,22.73073,26.30838
5.5,0000 1 Aug 1998,24.39839,24.70749,23.67246,26.66365
6.5,0000 1 Aug 1998,25.04668,26.04715,24.76865,26.82333
7.5,0000 1 Aug 1998,25.59275,26.95938,25.66222,26.99779
8.5,0000 1 Aug 1998,26.21205,26.93718,26.29448,27.35095
1.5,0000 1 Sep 1998,24.02017,22.21456,23.10164,26.59211
2.5,0000 1 Sep 1998,23.61741,22.71471,22.81118,26.48488
3.5,0000 1 Sep 1998,23.93616,23.59394,23.02964,26.81232
4.5,0000 1 Sep 1998,24.52946,24.83457,23.81649,26.98832
5.5,0000 1 Sep 1998,25.13279,26.13299,24.90118,27.00897
6.5,0000 1 Sep 1998,25.76534,26.97563,25.85225,27.13162
7.5,0000 1 Sep 1998,26.46755,26.92085,26.47471,27.50482
8.5,0000 1 Sep 1998,27.01706,25.9293,26.61612,27.96158
1.5,0000 1 Oct 1998,24.52899,22.84192,23.43515,27.26139
2.5,0000 1 Oct 1998,24.51142,23.71887,23.46519,27.43223
3.5,0000 1 Oct 1998,24.88218,24.83328,24.00991,27.5021
4.5,0000 1 Oct 1998,25.34593,26.00818,24.91176,27.37938
5.5,0000 1 Oct 1998,25.81717,26.77397,25.742,27.31163
6.5,0000 1 Oct 1998,26.39103,26.62136,26.29876,27.52378
7.5,0000 1 Oct 1998,26.82489,25.52719,26.31773,27.88742
8.5,0000 1 Oct 1998,26.88036,24.15873,25.91097,28.09907
1.5,0000 1 Nov 1998,24.84,23.66739,23.76793,27.39095
2.5,0000 1 Nov 1998,24.9151,24.77318,24.11134,27.39123
3.5,0000 1 Nov 1998,25.24903,25.90954,24.86182,27.24412
4.5,0000 1 Nov 1998,25.70335,26.55785,25.6247,27.18054
5.5,0000 1 Nov 1998,26.2765,26.27526,26.07395,27.4338
6.5,0000 1 Nov 1998,26.75155,25.14336,26.1152,27.83169
7.5,0000 1 Nov 1998,26.8631,23.83914,25.79367,28.06268
8.5,0000 1 Nov 1998,26.44858,22.9557,25.18583,27.92771
1.5,0000 1 Dec 1998,25.34461,24.67823,24.44473,27.48063
2.5,0000 1 Dec 1998,25.58632,26.00779,25.23246,27.3927
3.5,0000 1 Dec 1998,26.06392,26.75717,26.00197,27.45992
