L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median,L_Median
0.7754750621040886,0.7032284617466926,0.44477030729192923,0.6147643016086357,0.7300830406651726,0.7321907248677639,0.6939198026214233,0.537133691191019,0.7556787410593155,0.682486938608474,0.5823515608324942,0.7272754860837147,0.8836305925021483,0.5988627525506987
