L,BIAS_ABS
1.5,0.6806111111110956
2.5,0.8759555555555352
3.5,1.0603999999999698
4.5,1.2553777777777715
5.5,1.4710333333333208
6.5,1.5553791666666474
7.5,1.545429166666651
8.5,1.7122791666666406
9.5,1.8160291666666457
10.5,1.8135666666666457
