L,BIAS_ABS
1.5,1.1087111111110868
2.5,1.4928666666666368
3.5,1.9349777777777588
4.5,2.225699999999978
5.5,2.5881555555555433
6.5,2.835179166666649
7.5,2.9201166666666443
8.5,3.1793791666666427
9.5,3.3574416666666527
10.5,3.4218166666666368
