M,L,MON,LDC_SST_NCEP_CFSv2
13,8.5,0000 1 Apr 1994,27.18215
14,8.5,0000 1 Apr 1994,26.04636
15,8.5,0000 1 Apr 1994,25.45619
16,8.5,0000 1 Apr 1994,26.64054
17,8.5,0000 1 Apr 1994,27.34694
18,8.5,0000 1 Apr 1994,26.64569
19,8.5,0000 1 Apr 1994,25.75782
20,8.5,0000 1 Apr 1994,27.42845
21,8.5,0000 1 Apr 1994,26.90961
22,8.5,0000 1 Apr 1994,25.30359
23,8.5,0000 1 Apr 1994,27.03181
24,8.5,0000 1 Apr 1994,27.18904
1,1.5,0000 1 May 1994,27.30213
2,1.5,0000 1 May 1994,27.21833
3,1.5,0000 1 May 1994,27.26537
4,1.5,0000 1 May 1994,27.01921
5,1.5,0000 1 May 1994,27.2505
6,1.5,0000 1 May 1994,27.27603
7,1.5,0000 1 May 1994,27.12411
8,1.5,0000 1 May 1994,27.25026
9,1.5,0000 1 May 1994,26.76059
10,1.5,0000 1 May 1994,26.86506
11,1.5,0000 1 May 1994,27.08119
12,1.5,0000 1 May 1994,26.78686
13,1.5,0000 1 May 1994,27.31165
14,1.5,0000 1 May 1994,27.1872
15,1.5,0000 1 May 1994,27.42034
16,1.5,0000 1 May 1994,27.42918
17,1.5,0000 1 May 1994,27.29313
18,1.5,0000 1 May 1994,27.14163
19,1.5,0000 1 May 1994,27.1881
20,1.5,0000 1 May 1994,27.14671
21,1.5,0000 1 May 1994,27.19935
22,1.5,0000 1 May 1994,26.96355
23,1.5,0000 1 May 1994,27.1426
24,1.5,0000 1 May 1994,27.11663
1,2.5,0000 1 May 1994,26.48495
2,2.5,0000 1 May 1994,26.36473
3,2.5,0000 1 May 1994,26.57967
4,2.5,0000 1 May 1994,26.3107
5,2.5,0000 1 May 1994,26.64863
6,2.5,0000 1 May 1994,26.72383
7,2.5,0000 1 May 1994,26.41795
8,2.5,0000 1 May 1994,26.64591
9,2.5,0000 1 May 1994,25.86952
10,2.5,0000 1 May 1994,26.22059
11,2.5,0000 1 May 1994,26.38429
12,2.5,0000 1 May 1994,25.90576
13,2.5,0000 1 May 1994,26.66911
14,2.5,0000 1 May 1994,26.51256
15,2.5,0000 1 May 1994,26.62291
16,2.5,0000 1 May 1994,26.60644
17,2.5,0000 1 May 1994,26.44701
18,2.5,0000 1 May 1994,26.21679
19,2.5,0000 1 May 1994,26.3427
20,2.5,0000 1 May 1994,26.35719
21,2.5,0000 1 May 1994,26.41398
22,2.5,0000 1 May 1994,25.9705
23,2.5,0000 1 May 1994,26.3845
24,2.5,0000 1 May 1994,26.2123
1,3.5,0000 1 May 1994,25.83793
2,3.5,0000 1 May 1994,25.67395
3,3.5,0000 1 May 1994,25.9896
4,3.5,0000 1 May 1994,25.88672
5,3.5,0000 1 May 1994,26.22447
6,3.5,0000 1 May 1994,26.15457
7,3.5,0000 1 May 1994,25.66063
8,3.5,0000 1 May 1994,26.12754
9,3.5,0000 1 May 1994,25.24955
10,3.5,0000 1 May 1994,25.56766
11,3.5,0000 1 May 1994,25.96878
12,3.5,0000 1 May 1994,25.37503
13,3.5,0000 1 May 1994,26.0514
14,3.5,0000 1 May 1994,25.96026
15,3.5,0000 1 May 1994,25.94841
16,3.5,0000 1 May 1994,25.61504
17,3.5,0000 1 May 1994,25.77367
18,3.5,0000 1 May 1994,25.43034
19,3.5,0000 1 May 1994,25.58164
20,3.5,0000 1 May 1994,25.61805
21,3.5,0000 1 May 1994,25.59473
22,3.5,0000 1 May 1994,25.20084
23,3.5,0000 1 May 1994,25.87711
24,3.5,0000 1 May 1994,25.45099
1,4.5,0000 1 May 1994,25.56116
2,4.5,0000 1 May 1994,25.38798
3,4.5,0000 1 May 1994,25.76506
4,4.5,0000 1 May 1994,25.71307
5,4.5,0000 1 May 1994,26.07244
6,4.5,0000 1 May 1994,25.96143
7,4.5,0000 1 May 1994,25.20656
8,4.5,0000 1 May 1994,26.08532
9,4.5,0000 1 May 1994,25.13397
10,4.5,0000 1 May 1994,25.15756
11,4.5,0000 1 May 1994,25.83498
12,4.5,0000 1 May 1994,25.10412
13,4.5,0000 1 May 1994,25.77148
14,4.5,0000 1 May 1994,25.87475
15,4.5,0000 1 May 1994,25.69819
16,4.5,0000 1 May 1994,25.1565
17,4.5,0000 1 May 1994,25.53571
18,4.5,0000 1 May 1994,24.95864
19,4.5,0000 1 May 1994,25.23304
20,4.5,0000 1 May 1994,25.21883
21,4.5,0000 1 May 1994,25.05637
22,4.5,0000 1 May 1994,24.72733
23,4.5,0000 1 May 1994,25.54064
24,4.5,0000 1 May 1994,25.10971
1,5.5,0000 1 May 1994,25.6592
2,5.5,0000 1 May 1994,25.35672
3,5.5,0000 1 May 1994,25.83739
4,5.5,0000 1 May 1994,25.73512
5,5.5,0000 1 May 1994,26.26437
6,5.5,0000 1 May 1994,26.00988
7,5.5,0000 1 May 1994,25.18784
8,5.5,0000 1 May 1994,26.28511
9,5.5,0000 1 May 1994,25.30233
10,5.5,0000 1 May 1994,25.16268
11,5.5,0000 1 May 1994,26.00528
12,5.5,0000 1 May 1994,25.28106
13,5.5,0000 1 May 1994,25.95146
14,5.5,0000 1 May 1994,26.01833
15,5.5,0000 1 May 1994,25.90139
16,5.5,0000 1 May 1994,25.27111
17,5.5,0000 1 May 1994,25.58507
18,5.5,0000 1 May 1994,24.92007
19,5.5,0000 1 May 1994,25.1906
20,5.5,0000 1 May 1994,25.31696
21,5.5,0000 1 May 1994,24.93685
22,5.5,0000 1 May 1994,24.6404
23,5.5,0000 1 May 1994,25.50488
24,5.5,0000 1 May 1994,25.16438
1,6.5,0000 1 May 1994,26.12786
2,6.5,0000 1 May 1994,25.59447
3,6.5,0000 1 May 1994,25.98477
4,6.5,0000 1 May 1994,26.01413
5,6.5,0000 1 May 1994,26.79475
6,6.5,0000 1 May 1994,26.40672
7,6.5,0000 1 May 1994,25.64796
8,6.5,0000 1 May 1994,26.76413
9,6.5,0000 1 May 1994,25.68768
10,6.5,0000 1 May 1994,25.66987
11,6.5,0000 1 May 1994,26.32814
12,6.5,0000 1 May 1994,25.51705
13,6.5,0000 1 May 1994,26.20884
14,6.5,0000 1 May 1994,26.34962
15,6.5,0000 1 May 1994,26.09445
16,6.5,0000 1 May 1994,25.75945
17,6.5,0000 1 May 1994,25.77963
18,6.5,0000 1 May 1994,25.05
19,6.5,0000 1 May 1994,25.20677
20,6.5,0000 1 May 1994,25.70649
21,6.5,0000 1 May 1994,25.22806
22,6.5,0000 1 May 1994,24.60526
23,6.5,0000 1 May 1994,25.74318
24,6.5,0000 1 May 1994,25.42984
1,7.5,0000 1 May 1994,26.72152
2,7.5,0000 1 May 1994,26.06883
3,7.5,0000 1 May 1994,26.24035
4,7.5,0000 1 May 1994,26.50353
5,7.5,0000 1 May 1994,27.6498
6,7.5,0000 1 May 1994,26.7888
7,7.5,0000 1 May 1994,26.05301
8,7.5,0000 1 May 1994,27.37246
9,7.5,0000 1 May 1994,26.0216
10,7.5,0000 1 May 1994,26.33631
11,7.5,0000 1 May 1994,26.79022
12,7.5,0000 1 May 1994,25.98453
13,7.5,0000 1 May 1994,26.473
14,7.5,0000 1 May 1994,26.84084
15,7.5,0000 1 May 1994,26.43703
16,7.5,0000 1 May 1994,26.34383
17,7.5,0000 1 May 1994,26.06307
18,7.5,0000 1 May 1994,25.45149
19,7.5,0000 1 May 1994,25.40929
20,7.5,0000 1 May 1994,26.15901
21,7.5,0000 1 May 1994,25.7345
22,7.5,0000 1 May 1994,24.87176
23,7.5,0000 1 May 1994,26.12203
24,7.5,0000 1 May 1994,25.8956
1,8.5,0000 1 May 1994,27.24537
2,8.5,0000 1 May 1994,26.45837
3,8.5,0000 1 May 1994,26.51016
4,8.5,0000 1 May 1994,26.89093
5,8.5,0000 1 May 1994,28.08551
6,8.5,0000 1 May 1994,27.10513
7,8.5,0000 1 May 1994,26.46696
8,8.5,0000 1 May 1994,27.84898
9,8.5,0000 1 May 1994,26.30496
10,8.5,0000 1 May 1994,26.86437
11,8.5,0000 1 May 1994,27.21398
12,8.5,0000 1 May 1994,26.35929
13,8.5,0000 1 May 1994,26.77538
14,8.5,0000 1 May 1994,27.10077
15,8.5,0000 1 May 1994,26.70349
16,8.5,0000 1 May 1994,27.02687
17,8.5,0000 1 May 1994,26.38518
18,8.5,0000 1 May 1994,25.81766
19,8.5,0000 1 May 1994,25.73462
20,8.5,0000 1 May 1994,26.47322
21,8.5,0000 1 May 1994,26.17695
22,8.5,0000 1 May 1994,25.16752
23,8.5,0000 1 May 1994,26.44188
24,8.5,0000 1 May 1994,26.38264
1,1.5,0000 1 Jun 1994,26.2821
2,1.5,0000 1 Jun 1994,26.44731
3,1.5,0000 1 Jun 1994,26.39382
4,1.5,0000 1 Jun 1994,26.41235
5,1.5,0000 1 Jun 1994,26.24873
6,1.5,0000 1 Jun 1994,26.30194
7,1.5,0000 1 Jun 1994,26.4957
8,1.5,0000 1 Jun 1994,26.46469
9,1.5,0000 1 Jun 1994,26.36961
10,1.5,0000 1 Jun 1994,26.25291
11,1.5,0000 1 Jun 1994,26.20645
12,1.5,0000 1 Jun 1994,26.66918
13,1.5,0000 1 Jun 1994,26.39735
14,1.5,0000 1 Jun 1994,26.35421
15,1.5,0000 1 Jun 1994,26.73746
16,1.5,0000 1 Jun 1994,26.38777
17,1.5,0000 1 Jun 1994,26.50437
18,1.5,0000 1 Jun 1994,26.47965
19,1.5,0000 1 Jun 1994,26.60542
20,1.5,0000 1 Jun 1994,26.66015
21,1.5,0000 1 Jun 1994,26.71053
22,1.5,0000 1 Jun 1994,26.4503
23,1.5,0000 1 Jun 1994,26.20318
24,1.5,0000 1 Jun 1994,26.57946
1,2.5,0000 1 Jun 1994,25.45107
2,2.5,0000 1 Jun 1994,25.7477
3,2.5,0000 1 Jun 1994,25.74833
4,2.5,0000 1 Jun 1994,25.65617
5,2.5,0000 1 Jun 1994,25.35801
6,2.5,0000 1 Jun 1994,25.68979
7,2.5,0000 1 Jun 1994,25.81258
8,2.5,0000 1 Jun 1994,25.65735
9,2.5,0000 1 Jun 1994,25.51723
10,2.5,0000 1 Jun 1994,25.4776
11,2.5,0000 1 Jun 1994,25.51717
12,2.5,0000 1 Jun 1994,25.86597
13,2.5,0000 1 Jun 1994,25.8059
14,2.5,0000 1 Jun 1994,25.62353
15,2.5,0000 1 Jun 1994,26.03041
16,2.5,0000 1 Jun 1994,25.3941
17,2.5,0000 1 Jun 1994,25.84864
18,2.5,0000 1 Jun 1994,25.52637
19,2.5,0000 1 Jun 1994,25.87593
20,2.5,0000 1 Jun 1994,25.84077
21,2.5,0000 1 Jun 1994,26.10907
22,2.5,0000 1 Jun 1994,25.61819
23,2.5,0000 1 Jun 1994,25.23553
24,2.5,0000 1 Jun 1994,25.68868
1,3.5,0000 1 Jun 1994,25.26012
2,3.5,0000 1 Jun 1994,25.42929
3,3.5,0000 1 Jun 1994,25.35663
4,3.5,0000 1 Jun 1994,25.35754
5,3.5,0000 1 Jun 1994,25.05938
6,3.5,0000 1 Jun 1994,25.42714
7,3.5,0000 1 Jun 1994,25.63686
8,3.5,0000 1 Jun 1994,25.23766
9,3.5,0000 1 Jun 1994,25.06229
10,3.5,0000 1 Jun 1994,24.96216
11,3.5,0000 1 Jun 1994,25.18906
12,3.5,0000 1 Jun 1994,25.4771
13,3.5,0000 1 Jun 1994,25.34467
14,3.5,0000 1 Jun 1994,25.33268
15,3.5,0000 1 Jun 1994,25.57669
16,3.5,0000 1 Jun 1994,24.64674
17,3.5,0000 1 Jun 1994,25.55785
18,3.5,0000 1 Jun 1994,24.98225
19,3.5,0000 1 Jun 1994,25.56809
20,3.5,0000 1 Jun 1994,25.33449
21,3.5,0000 1 Jun 1994,25.69981
22,3.5,0000 1 Jun 1994,25.12775
23,3.5,0000 1 Jun 1994,24.63162
24,3.5,0000 1 Jun 1994,25.05912
1,4.5,0000 1 Jun 1994,25.52388
2,4.5,0000 1 Jun 1994,25.52866
3,4.5,0000 1 Jun 1994,25.34532
4,4.5,0000 1 Jun 1994,25.45594
5,4.5,0000 1 Jun 1994,25.21484
6,4.5,0000 1 Jun 1994,25.57094
7,4.5,0000 1 Jun 1994,25.84448
8,4.5,0000 1 Jun 1994,25.03706
9,4.5,0000 1 Jun 1994,25.03005
10,4.5,0000 1 Jun 1994,24.76683
11,4.5,0000 1 Jun 1994,25.23394
12,4.5,0000 1 Jun 1994,25.42389
13,4.5,0000 1 Jun 1994,25.24688
14,4.5,0000 1 Jun 1994,25.40345
15,4.5,0000 1 Jun 1994,25.36887
16,4.5,0000 1 Jun 1994,24.65338
17,4.5,0000 1 Jun 1994,25.61694
18,4.5,0000 1 Jun 1994,25.0457
19,4.5,0000 1 Jun 1994,25.64741
20,4.5,0000 1 Jun 1994,25.11587
21,4.5,0000 1 Jun 1994,25.69397
22,4.5,0000 1 Jun 1994,25.07698
23,4.5,0000 1 Jun 1994,24.60325
24,4.5,0000 1 Jun 1994,24.89748
1,5.5,0000 1 Jun 1994,25.92941
2,5.5,0000 1 Jun 1994,25.85113
3,5.5,0000 1 Jun 1994,25.49208
4,5.5,0000 1 Jun 1994,25.88665
5,5.5,0000 1 Jun 1994,25.56835
6,5.5,0000 1 Jun 1994,25.83268
7,5.5,0000 1 Jun 1994,26.27119
8,5.5,0000 1 Jun 1994,25.22742
9,5.5,0000 1 Jun 1994,25.28245
10,5.5,0000 1 Jun 1994,24.70075
11,5.5,0000 1 Jun 1994,25.60213
12,5.5,0000 1 Jun 1994,25.71298
13,5.5,0000 1 Jun 1994,25.20774
14,5.5,0000 1 Jun 1994,25.63373
15,5.5,0000 1 Jun 1994,25.62821
16,5.5,0000 1 Jun 1994,25.14071
17,5.5,0000 1 Jun 1994,25.86576
18,5.5,0000 1 Jun 1994,25.26394
19,5.5,0000 1 Jun 1994,25.90674
20,5.5,0000 1 Jun 1994,25.48704
21,5.5,0000 1 Jun 1994,25.85391
22,5.5,0000 1 Jun 1994,25.32941
23,5.5,0000 1 Jun 1994,24.80761
24,5.5,0000 1 Jun 1994,25.31425
1,6.5,0000 1 Jun 1994,26.28057
2,6.5,0000 1 Jun 1994,26.34797
3,6.5,0000 1 Jun 1994,25.8075
4,6.5,0000 1 Jun 1994,26.42065
5,6.5,0000 1 Jun 1994,25.91274
6,6.5,0000 1 Jun 1994,26.32359
7,6.5,0000 1 Jun 1994,26.73882
8,6.5,0000 1 Jun 1994,25.65166
9,6.5,0000 1 Jun 1994,25.50485
10,6.5,0000 1 Jun 1994,24.78024
11,6.5,0000 1 Jun 1994,26.21654
12,6.5,0000 1 Jun 1994,25.92637
13,6.5,0000 1 Jun 1994,25.50339
14,6.5,0000 1 Jun 1994,25.81081
15,6.5,0000 1 Jun 1994,26.05831
16,6.5,0000 1 Jun 1994,25.67538
17,6.5,0000 1 Jun 1994,26.29989
18,6.5,0000 1 Jun 1994,25.284
19,6.5,0000 1 Jun 1994,26.14272
20,6.5,0000 1 Jun 1994,25.88323
21,6.5,0000 1 Jun 1994,26.15679
22,6.5,0000 1 Jun 1994,25.67847
23,6.5,0000 1 Jun 1994,25.1012
24,6.5,0000 1 Jun 1994,25.86423
1,7.5,0000 1 Jun 1994,26.59395
2,7.5,0000 1 Jun 1994,26.72216
3,7.5,0000 1 Jun 1994,26.0996
4,7.5,0000 1 Jun 1994,26.90034
5,7.5,0000 1 Jun 1994,26.29666
6,7.5,0000 1 Jun 1994,26.65811
7,7.5,0000 1 Jun 1994,27.06035
8,7.5,0000 1 Jun 1994,26.02677
9,7.5,0000 1 Jun 1994,25.78479
10,7.5,0000 1 Jun 1994,24.8437
11,7.5,0000 1 Jun 1994,26.58969
12,7.5,0000 1 Jun 1994,26.06117
13,7.5,0000 1 Jun 1994,26.00469
14,7.5,0000 1 Jun 1994,26.08306
15,7.5,0000 1 Jun 1994,26.47833
16,7.5,0000 1 Jun 1994,26.0169
17,7.5,0000 1 Jun 1994,26.69666
18,7.5,0000 1 Jun 1994,25.40796
19,7.5,0000 1 Jun 1994,26.38721
20,7.5,0000 1 Jun 1994,26.23377
21,7.5,0000 1 Jun 1994,26.61104
22,7.5,0000 1 Jun 1994,25.87945
23,7.5,0000 1 Jun 1994,25.45817
24,7.5,0000 1 Jun 1994,26.2415
1,8.5,0000 1 Jun 1994,26.77257
2,8.5,0000 1 Jun 1994,26.92262
3,8.5,0000 1 Jun 1994,26.29386
4,8.5,0000 1 Jun 1994,27.10175
5,8.5,0000 1 Jun 1994,26.56169
6,8.5,0000 1 Jun 1994,26.79917
7,8.5,0000 1 Jun 1994,27.25889
8,8.5,0000 1 Jun 1994,26.39559
9,8.5,0000 1 Jun 1994,26.08327
10,8.5,0000 1 Jun 1994,25.02131
11,8.5,0000 1 Jun 1994,26.60064
12,8.5,0000 1 Jun 1994,26.18187
13,8.5,0000 1 Jun 1994,26.37146
14,8.5,0000 1 Jun 1994,26.52952
15,8.5,0000 1 Jun 1994,26.60335
16,8.5,0000 1 Jun 1994,26.31192
17,8.5,0000 1 Jun 1994,26.89565
18,8.5,0000 1 Jun 1994,25.76628
19,8.5,0000 1 Jun 1994,26.76711
20,8.5,0000 1 Jun 1994,26.30976
21,8.5,0000 1 Jun 1994,27.06532
22,8.5,0000 1 Jun 1994,26.07414
23,8.5,0000 1 Jun 1994,25.75694
24,8.5,0000 1 Jun 1994,26.50042
1,1.5,0000 1 Jul 1994,25.46238
2,1.5,0000 1 Jul 1994,26.06821
3,1.5,0000 1 Jul 1994,25.22234
4,1.5,0000 1 Jul 1994,25.67268
5,1.5,0000 1 Jul 1994,26.12287
6,1.5,0000 1 Jul 1994,25.76591
7,1.5,0000 1 Jul 1994,25.63221
8,1.5,0000 1 Jul 1994,25.95212
9,1.5,0000 1 Jul 1994,25.7454
10,1.5,0000 1 Jul 1994,25.63792
11,1.5,0000 1 Jul 1994,25.72593
12,1.5,0000 1 Jul 1994,26.09148
13,1.5,0000 1 Jul 1994,26.15427
14,1.5,0000 1 Jul 1994,26.08422
15,1.5,0000 1 Jul 1994,26.15782
16,1.5,0000 1 Jul 1994,25.88539
17,1.5,0000 1 Jul 1994,26.02495
18,1.5,0000 1 Jul 1994,25.91508
19,1.5,0000 1 Jul 1994,25.78952
20,1.5,0000 1 Jul 1994,25.80048
21,1.5,0000 1 Jul 1994,26.13468
22,1.5,0000 1 Jul 1994,25.9459
23,1.5,0000 1 Jul 1994,25.99793
24,1.5,0000 1 Jul 1994,25.94014
1,2.5,0000 1 Jul 1994,24.91122
2,2.5,0000 1 Jul 1994,25.66891
3,2.5,0000 1 Jul 1994,24.43347
4,2.5,0000 1 Jul 1994,25.24583
5,2.5,0000 1 Jul 1994,25.49529
6,2.5,0000 1 Jul 1994,25.14787
7,2.5,0000 1 Jul 1994,25.0519
8,2.5,0000 1 Jul 1994,25.6186
9,2.5,0000 1 Jul 1994,25.31432
10,2.5,0000 1 Jul 1994,25.01461
11,2.5,0000 1 Jul 1994,25.26498
12,2.5,0000 1 Jul 1994,25.72235
13,2.5,0000 1 Jul 1994,25.81868
14,2.5,0000 1 Jul 1994,25.60853
15,2.5,0000 1 Jul 1994,25.83705
16,2.5,0000 1 Jul 1994,25.38269
17,2.5,0000 1 Jul 1994,25.60742
18,2.5,0000 1 Jul 1994,25.54213
19,2.5,0000 1 Jul 1994,25.18098
20,2.5,0000 1 Jul 1994,25.22241
21,2.5,0000 1 Jul 1994,25.70507
22,2.5,0000 1 Jul 1994,25.39297
23,2.5,0000 1 Jul 1994,25.66375
24,2.5,0000 1 Jul 1994,25.33691
1,3.5,0000 1 Jul 1994,24.97109
2,3.5,0000 1 Jul 1994,25.69272
3,3.5,0000 1 Jul 1994,24.44935
4,3.5,0000 1 Jul 1994,25.13202
5,3.5,0000 1 Jul 1994,25.31443
6,3.5,0000 1 Jul 1994,25.21607
7,3.5,0000 1 Jul 1994,25.23746
8,3.5,0000 1 Jul 1994,25.77519
9,3.5,0000 1 Jul 1994,25.53305
10,3.5,0000 1 Jul 1994,25.02152
11,3.5,0000 1 Jul 1994,25.47612
12,3.5,0000 1 Jul 1994,25.88193
13,3.5,0000 1 Jul 1994,26.06298
14,3.5,0000 1 Jul 1994,25.68259
15,3.5,0000 1 Jul 1994,26.05168
16,3.5,0000 1 Jul 1994,25.47535
17,3.5,0000 1 Jul 1994,25.68357
18,3.5,0000 1 Jul 1994,25.82785
19,3.5,0000 1 Jul 1994,25.07955
20,3.5,0000 1 Jul 1994,25.1392
21,3.5,0000 1 Jul 1994,25.67178
22,3.5,0000 1 Jul 1994,25.30796
23,3.5,0000 1 Jul 1994,25.86404
24,3.5,0000 1 Jul 1994,25.18112
1,4.5,0000 1 Jul 1994,25.31954
2,4.5,0000 1 Jul 1994,26.2017
3,4.5,0000 1 Jul 1994,25.02315
4,4.5,0000 1 Jul 1994,25.29915
5,4.5,0000 1 Jul 1994,25.63095
6,4.5,0000 1 Jul 1994,25.55387
7,4.5,0000 1 Jul 1994,25.62753
8,4.5,0000 1 Jul 1994,26.09683
9,4.5,0000 1 Jul 1994,26.02755
10,4.5,0000 1 Jul 1994,25.3978
11,4.5,0000 1 Jul 1994,26.09762
12,4.5,0000 1 Jul 1994,26.14065
13,4.5,0000 1 Jul 1994,26.52104
14,4.5,0000 1 Jul 1994,25.91095
15,4.5,0000 1 Jul 1994,26.56669
16,4.5,0000 1 Jul 1994,26.05284
17,4.5,0000 1 Jul 1994,26.09051
18,4.5,0000 1 Jul 1994,26.39904
19,4.5,0000 1 Jul 1994,25.40604
20,4.5,0000 1 Jul 1994,25.33107
21,4.5,0000 1 Jul 1994,26.03497
22,4.5,0000 1 Jul 1994,25.73083
23,4.5,0000 1 Jul 1994,26.1863
24,4.5,0000 1 Jul 1994,25.3925
1,5.5,0000 1 Jul 1994,25.55414
2,5.5,0000 1 Jul 1994,26.68011
3,5.5,0000 1 Jul 1994,25.46822
4,5.5,0000 1 Jul 1994,25.65947
5,5.5,0000 1 Jul 1994,26.21349
6,5.5,0000 1 Jul 1994,26.00032
7,5.5,0000 1 Jul 1994,26.19781
8,5.5,0000 1 Jul 1994,26.44899
9,5.5,0000 1 Jul 1994,26.49981
10,5.5,0000 1 Jul 1994,25.84838
11,5.5,0000 1 Jul 1994,26.79366
12,5.5,0000 1 Jul 1994,26.48171
13,5.5,0000 1 Jul 1994,27.05725
14,5.5,0000 1 Jul 1994,26.35068
15,5.5,0000 1 Jul 1994,27.0907
16,5.5,0000 1 Jul 1994,26.67802
17,5.5,0000 1 Jul 1994,26.58681
18,5.5,0000 1 Jul 1994,27.00839
19,5.5,0000 1 Jul 1994,25.80926
20,5.5,0000 1 Jul 1994,25.68279
21,5.5,0000 1 Jul 1994,26.54598
22,5.5,0000 1 Jul 1994,26.22167
23,5.5,0000 1 Jul 1994,26.53565
24,5.5,0000 1 Jul 1994,25.87035
1,6.5,0000 1 Jul 1994,25.76665
2,6.5,0000 1 Jul 1994,27.02472
3,6.5,0000 1 Jul 1994,25.81996
4,6.5,0000 1 Jul 1994,26.18293
5,6.5,0000 1 Jul 1994,26.61093
6,6.5,0000 1 Jul 1994,26.41046
7,6.5,0000 1 Jul 1994,26.69913
8,6.5,0000 1 Jul 1994,26.78197
9,6.5,0000 1 Jul 1994,26.74476
10,6.5,0000 1 Jul 1994,26.25329
11,6.5,0000 1 Jul 1994,27.30868
12,6.5,0000 1 Jul 1994,26.75711
13,6.5,0000 1 Jul 1994,27.49244
14,6.5,0000 1 Jul 1994,27.01218
15,6.5,0000 1 Jul 1994,27.63765
16,6.5,0000 1 Jul 1994,27.15627
17,6.5,0000 1 Jul 1994,26.93346
18,6.5,0000 1 Jul 1994,27.49545
19,6.5,0000 1 Jul 1994,26.21275
20,6.5,0000 1 Jul 1994,26.00987
21,6.5,0000 1 Jul 1994,26.91438
22,6.5,0000 1 Jul 1994,26.6608
23,6.5,0000 1 Jul 1994,26.77987
24,6.5,0000 1 Jul 1994,26.38287
1,7.5,0000 1 Jul 1994,25.97568
2,7.5,0000 1 Jul 1994,27.24599
3,7.5,0000 1 Jul 1994,26.15015
4,7.5,0000 1 Jul 1994,26.63452
5,7.5,0000 1 Jul 1994,26.57953
6,7.5,0000 1 Jul 1994,26.73066
7,7.5,0000 1 Jul 1994,27
8,7.5,0000 1 Jul 1994,26.93354
9,7.5,0000 1 Jul 1994,26.88084
10,7.5,0000 1 Jul 1994,26.64151
11,7.5,0000 1 Jul 1994,27.43791
12,7.5,0000 1 Jul 1994,27.03759
13,7.5,0000 1 Jul 1994,27.70214
14,7.5,0000 1 Jul 1994,27.6696
15,7.5,0000 1 Jul 1994,27.92015
16,7.5,0000 1 Jul 1994,27.28561
17,7.5,0000 1 Jul 1994,27.12332
18,7.5,0000 1 Jul 1994,27.91152
19,7.5,0000 1 Jul 1994,26.49207
20,7.5,0000 1 Jul 1994,26.04055
21,7.5,0000 1 Jul 1994,27.17627
22,7.5,0000 1 Jul 1994,26.86105
23,7.5,0000 1 Jul 1994,27.16771
24,7.5,0000 1 Jul 1994,26.73039
1,8.5,0000 1 Jul 1994,26.41544
2,8.5,0000 1 Jul 1994,27.56121
3,8.5,0000 1 Jul 1994,26.64968
4,8.5,0000 1 Jul 1994,27.06754
5,8.5,0000 1 Jul 1994,26.58669
6,8.5,0000 1 Jul 1994,27.11931
7,8.5,0000 1 Jul 1994,27.25859
8,8.5,0000 1 Jul 1994,27.17272
9,8.5,0000 1 Jul 1994,27.26524
10,8.5,0000 1 Jul 1994,27.13718
11,8.5,0000 1 Jul 1994,27.45445
12,8.5,0000 1 Jul 1994,27.25616
13,8.5,0000 1 Jul 1994,27.76308
14,8.5,0000 1 Jul 1994,28.071
15,8.5,0000 1 Jul 1994,27.99117
16,8.5,0000 1 Jul 1994,27.45237
17,8.5,0000 1 Jul 1994,27.38105
18,8.5,0000 1 Jul 1994,28.10317
19,8.5,0000 1 Jul 1994,27.06532
20,8.5,0000 1 Jul 1994,26.05698
21,8.5,0000 1 Jul 1994,27.40561
22,8.5,0000 1 Jul 1994,27.19729
23,8.5,0000 1 Jul 1994,27.72836
24,8.5,0000 1 Jul 1994,27.00969
1,1.5,0000 1 Aug 1994,25.07795
2,1.5,0000 1 Aug 1994,25.7345
3,1.5,0000 1 Aug 1994,25.82114
4,1.5,0000 1 Aug 1994,25.81339
5,1.5,0000 1 Aug 1994,25.25222
6,1.5,0000 1 Aug 1994,25.67856
7,1.5,0000 1 Aug 1994,25.75184
8,1.5,0000 1 Aug 1994,25.53912
9,1.5,0000 1 Aug 1994,25.69183
10,1.5,0000 1 Aug 1994,25.94331
11,1.5,0000 1 Aug 1994,25.96525
12,1.5,0000 1 Aug 1994,26.0009
13,1.5,0000 1 Aug 1994,25.98663
14,1.5,0000 1 Aug 1994,25.77857
15,1.5,0000 1 Aug 1994,26.14376
16,1.5,0000 1 Aug 1994,26.0451
17,1.5,0000 1 Aug 1994,25.9425
18,1.5,0000 1 Aug 1994,25.78159
19,1.5,0000 1 Aug 1994,26.01281
20,1.5,0000 1 Aug 1994,25.93333
21,1.5,0000 1 Aug 1994,25.97536
22,1.5,0000 1 Aug 1994,25.89475
23,1.5,0000 1 Aug 1994,25.77921
24,1.5,0000 1 Aug 1994,26.20941
1,2.5,0000 1 Aug 1994,24.77565
2,2.5,0000 1 Aug 1994,25.73374
3,2.5,0000 1 Aug 1994,25.8553
4,2.5,0000 1 Aug 1994,25.75239
5,2.5,0000 1 Aug 1994,24.81335
6,2.5,0000 1 Aug 1994,25.49771
7,2.5,0000 1 Aug 1994,25.43619
8,2.5,0000 1 Aug 1994,25.2695
9,2.5,0000 1 Aug 1994,25.29799
10,2.5,0000 1 Aug 1994,25.70005
11,2.5,0000 1 Aug 1994,25.68571
12,2.5,0000 1 Aug 1994,25.70071
