M,L,MON,LDC_SST_NCEP_CFSv2
2,2.5,0000 1 Dec 2008,27.00578
3,2.5,0000 1 Dec 2008,27.02943
4,2.5,0000 1 Dec 2008,26.62899
5,2.5,0000 1 Dec 2008,27.04763
6,2.5,0000 1 Dec 2008,26.96834
7,2.5,0000 1 Dec 2008,27.44718
8,2.5,0000 1 Dec 2008,27.18121
9,2.5,0000 1 Dec 2008,26.42969
10,2.5,0000 1 Dec 2008,26.87916
11,2.5,0000 1 Dec 2008,26.82989
12,2.5,0000 1 Dec 2008,27.12252
13,2.5,0000 1 Dec 2008,26.36128
14,2.5,0000 1 Dec 2008,26.40284
15,2.5,0000 1 Dec 2008,26.30001
16,2.5,0000 1 Dec 2008,26.3459
17,2.5,0000 1 Dec 2008,26.55553
18,2.5,0000 1 Dec 2008,26.58925
19,2.5,0000 1 Dec 2008,26.24115
20,2.5,0000 1 Dec 2008,26.29136
21,2.5,0000 1 Dec 2008,26.01421
22,2.5,0000 1 Dec 2008,26.01858
23,2.5,0000 1 Dec 2008,26.45156
24,2.5,0000 1 Dec 2008,26.18187
1,3.5,0000 1 Dec 2008,26.71866
2,3.5,0000 1 Dec 2008,27.35177
3,3.5,0000 1 Dec 2008,27.46225
4,3.5,0000 1 Dec 2008,26.82293
5,3.5,0000 1 Dec 2008,27.51434
6,3.5,0000 1 Dec 2008,27.37784
7,3.5,0000 1 Dec 2008,28.05833
8,3.5,0000 1 Dec 2008,27.42024
9,3.5,0000 1 Dec 2008,26.8771
10,3.5,0000 1 Dec 2008,27.25905
11,3.5,0000 1 Dec 2008,27.19754
12,3.5,0000 1 Dec 2008,27.3196
13,3.5,0000 1 Dec 2008,26.53222
14,3.5,0000 1 Dec 2008,26.76785
15,3.5,0000 1 Dec 2008,26.75855
16,3.5,0000 1 Dec 2008,26.70008
17,3.5,0000 1 Dec 2008,27.04892
18,3.5,0000 1 Dec 2008,27.04993
19,3.5,0000 1 Dec 2008,26.67754
20,3.5,0000 1 Dec 2008,26.4305
21,3.5,0000 1 Dec 2008,26.35823
22,3.5,0000 1 Dec 2008,26.39495
23,3.5,0000 1 Dec 2008,26.83413
24,3.5,0000 1 Dec 2008,26.70297
1,4.5,0000 1 Dec 2008,27.24799
2,4.5,0000 1 Dec 2008,27.86739
3,4.5,0000 1 Dec 2008,28.0725
4,4.5,0000 1 Dec 2008,27.33477
5,4.5,0000 1 Dec 2008,28.19307
6,4.5,0000 1 Dec 2008,28.06381
7,4.5,0000 1 Dec 2008,28.69979
8,4.5,0000 1 Dec 2008,27.86361
9,4.5,0000 1 Dec 2008,27.55845
10,4.5,0000 1 Dec 2008,27.78387
11,4.5,0000 1 Dec 2008,27.6377
12,4.5,0000 1 Dec 2008,27.53404
13,4.5,0000 1 Dec 2008,26.98136
14,4.5,0000 1 Dec 2008,27.32985
15,4.5,0000 1 Dec 2008,27.51796
16,4.5,0000 1 Dec 2008,27.47445
17,4.5,0000 1 Dec 2008,27.66501
18,4.5,0000 1 Dec 2008,27.81478
19,4.5,0000 1 Dec 2008,27.37793
20,4.5,0000 1 Dec 2008,26.90177
21,4.5,0000 1 Dec 2008,26.95152
22,4.5,0000 1 Dec 2008,27.1929
23,4.5,0000 1 Dec 2008,27.34972
24,4.5,0000 1 Dec 2008,27.56136
1,5.5,0000 1 Dec 2008,27.87082
2,5.5,0000 1 Dec 2008,28.0021
3,5.5,0000 1 Dec 2008,28.60835
4,5.5,0000 1 Dec 2008,27.91703
5,5.5,0000 1 Dec 2008,28.80663
6,5.5,0000 1 Dec 2008,28.6779
7,5.5,0000 1 Dec 2008,29.03913
8,5.5,0000 1 Dec 2008,28.17327
9,5.5,0000 1 Dec 2008,27.98626
10,5.5,0000 1 Dec 2008,28.1148
11,5.5,0000 1 Dec 2008,28.01542
12,5.5,0000 1 Dec 2008,27.80189
13,5.5,0000 1 Dec 2008,27.51593
14,5.5,0000 1 Dec 2008,27.9316
15,5.5,0000 1 Dec 2008,28.12334
16,5.5,0000 1 Dec 2008,28.0659
17,5.5,0000 1 Dec 2008,28.13364
18,5.5,0000 1 Dec 2008,28.59128
19,5.5,0000 1 Dec 2008,28.14894
20,5.5,0000 1 Dec 2008,27.28763
21,5.5,0000 1 Dec 2008,27.36916
22,5.5,0000 1 Dec 2008,27.89997
23,5.5,0000 1 Dec 2008,27.80143
24,5.5,0000 1 Dec 2008,28.29476
1,6.5,0000 1 Dec 2008,28.09329
2,6.5,0000 1 Dec 2008,27.49936
3,6.5,0000 1 Dec 2008,28.74567
4,6.5,0000 1 Dec 2008,28.07973
5,6.5,0000 1 Dec 2008,28.90213
6,6.5,0000 1 Dec 2008,28.95609
7,6.5,0000 1 Dec 2008,28.85449
8,6.5,0000 1 Dec 2008,28.04768
9,6.5,0000 1 Dec 2008,27.76925
10,6.5,0000 1 Dec 2008,27.91627
11,6.5,0000 1 Dec 2008,27.84395
12,6.5,0000 1 Dec 2008,27.6552
13,6.5,0000 1 Dec 2008,27.67807
14,6.5,0000 1 Dec 2008,28.147
15,6.5,0000 1 Dec 2008,28.25215
16,6.5,0000 1 Dec 2008,28.34341
17,6.5,0000 1 Dec 2008,28.20657
18,6.5,0000 1 Dec 2008,28.94201
19,6.5,0000 1 Dec 2008,28.38451
20,6.5,0000 1 Dec 2008,27.25013
21,6.5,0000 1 Dec 2008,27.36961
22,6.5,0000 1 Dec 2008,28.13362
23,6.5,0000 1 Dec 2008,27.74383
24,6.5,0000 1 Dec 2008,28.57711
1,7.5,0000 1 Dec 2008,27.91273
2,7.5,0000 1 Dec 2008,26.51217
3,7.5,0000 1 Dec 2008,28.40128
4,7.5,0000 1 Dec 2008,27.64503
5,7.5,0000 1 Dec 2008,28.60865
6,7.5,0000 1 Dec 2008,28.8278
7,7.5,0000 1 Dec 2008,28.03797
8,7.5,0000 1 Dec 2008,27.49756
9,7.5,0000 1 Dec 2008,27.18703
10,7.5,0000 1 Dec 2008,27.06382
11,7.5,0000 1 Dec 2008,27.13976
12,7.5,0000 1 Dec 2008,27.07263
13,7.5,0000 1 Dec 2008,27.37881
14,7.5,0000 1 Dec 2008,27.90382
15,7.5,0000 1 Dec 2008,27.71561
16,7.5,0000 1 Dec 2008,28.02833
17,7.5,0000 1 Dec 2008,27.84008
18,7.5,0000 1 Dec 2008,28.65326
19,7.5,0000 1 Dec 2008,28.20381
20,7.5,0000 1 Dec 2008,26.58776
21,7.5,0000 1 Dec 2008,27.01485
22,7.5,0000 1 Dec 2008,28.01847
23,7.5,0000 1 Dec 2008,27.15692
24,7.5,0000 1 Dec 2008,28.35281
1,8.5,0000 1 Dec 2008,27.66908
2,8.5,0000 1 Dec 2008,25.68175
3,8.5,0000 1 Dec 2008,27.91698
4,8.5,0000 1 Dec 2008,27.0969
5,8.5,0000 1 Dec 2008,28.25161
6,8.5,0000 1 Dec 2008,28.42434
7,8.5,0000 1 Dec 2008,27.26256
8,8.5,0000 1 Dec 2008,26.96567
9,8.5,0000 1 Dec 2008,26.45116
10,8.5,0000 1 Dec 2008,26.16907
11,8.5,0000 1 Dec 2008,26.19551
12,8.5,0000 1 Dec 2008,26.22606
13,8.5,0000 1 Dec 2008,26.95885
14,8.5,0000 1 Dec 2008,27.55192
15,8.5,0000 1 Dec 2008,27.2428
16,8.5,0000 1 Dec 2008,27.56293
17,8.5,0000 1 Dec 2008,27.4324
18,8.5,0000 1 Dec 2008,28.30811
19,8.5,0000 1 Dec 2008,27.89303
20,8.5,0000 1 Dec 2008,25.76447
21,8.5,0000 1 Dec 2008,26.6761
22,8.5,0000 1 Dec 2008,27.81853
23,8.5,0000 1 Dec 2008,26.37284
24,8.5,0000 1 Dec 2008,27.89441
1,1.5,0000 1 Jan 2009,26.43921
2,1.5,0000 1 Jan 2009,26.58321
3,1.5,0000 1 Jan 2009,26.59446
4,1.5,0000 1 Jan 2009,26.56249
5,1.5,0000 1 Jan 2009,26.46643
6,1.5,0000 1 Jan 2009,26.67337
7,1.5,0000 1 Jan 2009,26.6939
8,1.5,0000 1 Jan 2009,26.5476
9,1.5,0000 1 Jan 2009,26.4525
10,1.5,0000 1 Jan 2009,26.50663
11,1.5,0000 1 Jan 2009,26.45572
12,1.5,0000 1 Jan 2009,26.70796
13,1.5,0000 1 Jan 2009,26.36126
14,1.5,0000 1 Jan 2009,26.41629
15,1.5,0000 1 Jan 2009,26.32526
16,1.5,0000 1 Jan 2009,26.4927
17,1.5,0000 1 Jan 2009,26.49712
18,1.5,0000 1 Jan 2009,26.38494
19,1.5,0000 1 Jan 2009,26.48295
20,1.5,0000 1 Jan 2009,26.56738
21,1.5,0000 1 Jan 2009,26.55602
22,1.5,0000 1 Jan 2009,26.59529
23,1.5,0000 1 Jan 2009,26.67664
24,1.5,0000 1 Jan 2009,26.46493
1,2.5,0000 1 Jan 2009,26.72706
2,2.5,0000 1 Jan 2009,26.90189
3,2.5,0000 1 Jan 2009,27.05586
4,2.5,0000 1 Jan 2009,26.75188
5,2.5,0000 1 Jan 2009,27.03646
6,2.5,0000 1 Jan 2009,27.20742
7,2.5,0000 1 Jan 2009,27.2538
8,2.5,0000 1 Jan 2009,27.02508
9,2.5,0000 1 Jan 2009,26.84405
10,2.5,0000 1 Jan 2009,27.1335
11,2.5,0000 1 Jan 2009,26.93584
12,2.5,0000 1 Jan 2009,27.2918
13,2.5,0000 1 Jan 2009,27.07586
14,2.5,0000 1 Jan 2009,27.07619
15,2.5,0000 1 Jan 2009,26.85669
16,2.5,0000 1 Jan 2009,27.2926
17,2.5,0000 1 Jan 2009,27.20404
18,2.5,0000 1 Jan 2009,26.91941
19,2.5,0000 1 Jan 2009,27.23128
20,2.5,0000 1 Jan 2009,27.14326
21,2.5,0000 1 Jan 2009,27.13343
22,2.5,0000 1 Jan 2009,27.32098
23,2.5,0000 1 Jan 2009,27.43538
24,2.5,0000 1 Jan 2009,27.03017
1,3.5,0000 1 Jan 2009,27.20585
2,3.5,0000 1 Jan 2009,27.3482
3,3.5,0000 1 Jan 2009,27.71739
4,3.5,0000 1 Jan 2009,27.27843
5,3.5,0000 1 Jan 2009,27.56259
6,3.5,0000 1 Jan 2009,27.91784
7,3.5,0000 1 Jan 2009,27.88739
8,3.5,0000 1 Jan 2009,27.73938
9,3.5,0000 1 Jan 2009,27.39699
10,3.5,0000 1 Jan 2009,27.89791
11,3.5,0000 1 Jan 2009,27.68717
12,3.5,0000 1 Jan 2009,27.97056
13,3.5,0000 1 Jan 2009,28.00518
14,3.5,0000 1 Jan 2009,27.90847
15,3.5,0000 1 Jan 2009,27.59309
16,3.5,0000 1 Jan 2009,28.1649
17,3.5,0000 1 Jan 2009,27.96544
18,3.5,0000 1 Jan 2009,27.52429
19,3.5,0000 1 Jan 2009,28.12162
20,3.5,0000 1 Jan 2009,27.73062
21,3.5,0000 1 Jan 2009,27.91637
22,3.5,0000 1 Jan 2009,28.13944
23,3.5,0000 1 Jan 2009,28.40775
24,3.5,0000 1 Jan 2009,27.71844
1,4.5,0000 1 Jan 2009,27.66608
2,4.5,0000 1 Jan 2009,27.67678
3,4.5,0000 1 Jan 2009,28.25806
4,4.5,0000 1 Jan 2009,27.87679
5,4.5,0000 1 Jan 2009,27.71202
6,4.5,0000 1 Jan 2009,28.4946
7,4.5,0000 1 Jan 2009,28.30266
8,4.5,0000 1 Jan 2009,28.31599
9,4.5,0000 1 Jan 2009,27.96945
10,4.5,0000 1 Jan 2009,28.45074
11,4.5,0000 1 Jan 2009,28.47825
12,4.5,0000 1 Jan 2009,28.49233
13,4.5,0000 1 Jan 2009,28.78265
14,4.5,0000 1 Jan 2009,28.64991
15,4.5,0000 1 Jan 2009,28.27231
16,4.5,0000 1 Jan 2009,28.81116
17,4.5,0000 1 Jan 2009,28.54472
18,4.5,0000 1 Jan 2009,28.1164
19,4.5,0000 1 Jan 2009,28.87644
20,4.5,0000 1 Jan 2009,28.23974
21,4.5,0000 1 Jan 2009,28.64896
22,4.5,0000 1 Jan 2009,28.80807
23,4.5,0000 1 Jan 2009,29.15982
24,4.5,0000 1 Jan 2009,28.39018
1,5.5,0000 1 Jan 2009,27.75676
2,5.5,0000 1 Jan 2009,27.56272
3,5.5,0000 1 Jan 2009,28.38789
4,5.5,0000 1 Jan 2009,28.29844
5,5.5,0000 1 Jan 2009,27.25031
6,5.5,0000 1 Jan 2009,28.7411
7,5.5,0000 1 Jan 2009,28.34092
8,5.5,0000 1 Jan 2009,28.42931
9,5.5,0000 1 Jan 2009,28.246
10,5.5,0000 1 Jan 2009,28.40161
11,5.5,0000 1 Jan 2009,28.94675
12,5.5,0000 1 Jan 2009,28.52218
13,5.5,0000 1 Jan 2009,28.97502
14,5.5,0000 1 Jan 2009,29.03531
15,5.5,0000 1 Jan 2009,28.35513
16,5.5,0000 1 Jan 2009,28.94014
17,5.5,0000 1 Jan 2009,28.52827
18,5.5,0000 1 Jan 2009,28.37247
19,5.5,0000 1 Jan 2009,29.00279
20,5.5,0000 1 Jan 2009,28.3053
21,5.5,0000 1 Jan 2009,29.03741
22,5.5,0000 1 Jan 2009,29.01759
23,5.5,0000 1 Jan 2009,29.42374
24,5.5,0000 1 Jan 2009,28.67336
1,6.5,0000 1 Jan 2009,27.19982
2,6.5,0000 1 Jan 2009,26.95233
3,6.5,0000 1 Jan 2009,27.96958
4,6.5,0000 1 Jan 2009,28.10578
5,6.5,0000 1 Jan 2009,26.64272
6,6.5,0000 1 Jan 2009,28.69119
7,6.5,0000 1 Jan 2009,27.88082
8,6.5,0000 1 Jan 2009,28.09013
9,6.5,0000 1 Jan 2009,28.18017
10,6.5,0000 1 Jan 2009,27.84828
11,6.5,0000 1 Jan 2009,28.89731
12,6.5,0000 1 Jan 2009,28.01042
13,6.5,0000 1 Jan 2009,28.58525
14,6.5,0000 1 Jan 2009,28.93167
15,6.5,0000 1 Jan 2009,27.84126
16,6.5,0000 1 Jan 2009,28.61501
17,6.5,0000 1 Jan 2009,28.0496
18,6.5,0000 1 Jan 2009,28.18997
19,6.5,0000 1 Jan 2009,28.77398
20,6.5,0000 1 Jan 2009,27.91267
21,6.5,0000 1 Jan 2009,28.97631
22,6.5,0000 1 Jan 2009,28.57132
23,6.5,0000 1 Jan 2009,28.97538
24,6.5,0000 1 Jan 2009,28.40847
1,7.5,0000 1 Jan 2009,26.62638
2,7.5,0000 1 Jan 2009,26.39892
3,7.5,0000 1 Jan 2009,27.43507
4,7.5,0000 1 Jan 2009,27.69081
5,7.5,0000 1 Jan 2009,26.13395
6,7.5,0000 1 Jan 2009,28.54315
7,7.5,0000 1 Jan 2009,27.47293
8,7.5,0000 1 Jan 2009,27.61403
9,7.5,0000 1 Jan 2009,28.11839
10,7.5,0000 1 Jan 2009,27.15241
11,7.5,0000 1 Jan 2009,28.63352
12,7.5,0000 1 Jan 2009,27.43735
13,7.5,0000 1 Jan 2009,28.33503
14,7.5,0000 1 Jan 2009,28.56684
15,7.5,0000 1 Jan 2009,27.19985
16,7.5,0000 1 Jan 2009,28.13726
17,7.5,0000 1 Jan 2009,27.37899
18,7.5,0000 1 Jan 2009,27.82589
19,7.5,0000 1 Jan 2009,28.32697
20,7.5,0000 1 Jan 2009,27.27363
21,7.5,0000 1 Jan 2009,28.81461
22,7.5,0000 1 Jan 2009,27.90005
23,7.5,0000 1 Jan 2009,28.38993
24,7.5,0000 1 Jan 2009,27.97502
1,8.5,0000 1 Jan 2009,26.45434
2,8.5,0000 1 Jan 2009,26.16587
3,8.5,0000 1 Jan 2009,27.21173
4,8.5,0000 1 Jan 2009,27.34802
5,8.5,0000 1 Jan 2009,25.7737
6,8.5,0000 1 Jan 2009,28.52302
7,8.5,0000 1 Jan 2009,27.3508
8,8.5,0000 1 Jan 2009,27.39261
9,8.5,0000 1 Jan 2009,28.19412
10,8.5,0000 1 Jan 2009,26.8994
11,8.5,0000 1 Jan 2009,28.63646
12,8.5,0000 1 Jan 2009,27.26642
13,8.5,0000 1 Jan 2009,28.32307
14,8.5,0000 1 Jan 2009,28.40322
15,8.5,0000 1 Jan 2009,26.95072
16,8.5,0000 1 Jan 2009,27.87196
17,8.5,0000 1 Jan 2009,26.91817
18,8.5,0000 1 Jan 2009,27.54167
19,8.5,0000 1 Jan 2009,28.1286
20,8.5,0000 1 Jan 2009,26.97835
21,8.5,0000 1 Jan 2009,28.97453
22,8.5,0000 1 Jan 2009,27.48378
23,8.5,0000 1 Jan 2009,27.91208
24,8.5,0000 1 Jan 2009,27.68032
1,1.5,0000 1 Feb 2009,27.26771
2,1.5,0000 1 Feb 2009,26.88711
3,1.5,0000 1 Feb 2009,27.15612
4,1.5,0000 1 Feb 2009,26.94025
5,1.5,0000 1 Feb 2009,26.91142
6,1.5,0000 1 Feb 2009,26.6949
7,1.5,0000 1 Feb 2009,26.98373
8,1.5,0000 1 Feb 2009,27.12275
9,1.5,0000 1 Feb 2009,26.83049
10,1.5,0000 1 Feb 2009,26.90543
11,1.5,0000 1 Feb 2009,27.03643
12,1.5,0000 1 Feb 2009,26.94642
13,1.5,0000 1 Feb 2009,26.66535
14,1.5,0000 1 Feb 2009,26.8237
15,1.5,0000 1 Feb 2009,27.01005
16,1.5,0000 1 Feb 2009,26.80097
17,1.5,0000 1 Feb 2009,27.0264
18,1.5,0000 1 Feb 2009,27.06002
19,1.5,0000 1 Feb 2009,27.08537
20,1.5,0000 1 Feb 2009,27.03402
21,1.5,0000 1 Feb 2009,27.14664
22,1.5,0000 1 Feb 2009,27.08459
23,1.5,0000 1 Feb 2009,27.35269
24,1.5,0000 1 Feb 2009,27.09872
1,2.5,0000 1 Feb 2009,27.95238
2,2.5,0000 1 Feb 2009,27.45445
3,2.5,0000 1 Feb 2009,27.89197
4,2.5,0000 1 Feb 2009,27.6851
5,2.5,0000 1 Feb 2009,27.71536
6,2.5,0000 1 Feb 2009,27.53654
7,2.5,0000 1 Feb 2009,27.8611
8,2.5,0000 1 Feb 2009,28.09906
9,2.5,0000 1 Feb 2009,27.67728
10,2.5,0000 1 Feb 2009,27.78926
11,2.5,0000 1 Feb 2009,27.92965
12,2.5,0000 1 Feb 2009,27.85286
13,2.5,0000 1 Feb 2009,27.41601
14,2.5,0000 1 Feb 2009,27.5565
15,2.5,0000 1 Feb 2009,27.92572
16,2.5,0000 1 Feb 2009,27.70661
17,2.5,0000 1 Feb 2009,28.01667
18,2.5,0000 1 Feb 2009,28.01445
19,2.5,0000 1 Feb 2009,28.07627
20,2.5,0000 1 Feb 2009,28.0038
21,2.5,0000 1 Feb 2009,28.07427
22,2.5,0000 1 Feb 2009,27.99215
23,2.5,0000 1 Feb 2009,28.28268
24,2.5,0000 1 Feb 2009,27.92546
1,3.5,0000 1 Feb 2009,28.4139
2,3.5,0000 1 Feb 2009,28.02763
3,3.5,0000 1 Feb 2009,28.48945
4,3.5,0000 1 Feb 2009,28.1548
5,3.5,0000 1 Feb 2009,28.23149
6,3.5,0000 1 Feb 2009,28.37877
7,3.5,0000 1 Feb 2009,28.52479
8,3.5,0000 1 Feb 2009,28.90191
9,3.5,0000 1 Feb 2009,28.30814
10,3.5,0000 1 Feb 2009,28.67166
11,3.5,0000 1 Feb 2009,28.64568
12,3.5,0000 1 Feb 2009,28.63309
13,3.5,0000 1 Feb 2009,28.20553
14,3.5,0000 1 Feb 2009,28.13892
15,3.5,0000 1 Feb 2009,28.63599
16,3.5,0000 1 Feb 2009,28.41644
17,3.5,0000 1 Feb 2009,28.68024
18,3.5,0000 1 Feb 2009,28.68095
19,3.5,0000 1 Feb 2009,28.82294
20,3.5,0000 1 Feb 2009,28.77054
21,3.5,0000 1 Feb 2009,28.71297
22,3.5,0000 1 Feb 2009,28.54774
23,3.5,0000 1 Feb 2009,28.91315
24,3.5,0000 1 Feb 2009,28.6211
1,4.5,0000 1 Feb 2009,28.4116
2,4.5,0000 1 Feb 2009,28.19533
3,4.5,0000 1 Feb 2009,28.60252
4,4.5,0000 1 Feb 2009,28.14235
5,4.5,0000 1 Feb 2009,28.15216
6,4.5,0000 1 Feb 2009,28.88967
7,4.5,0000 1 Feb 2009,28.51093
8,4.5,0000 1 Feb 2009,29.25383
9,4.5,0000 1 Feb 2009,28.33045
10,4.5,0000 1 Feb 2009,29.05632
11,4.5,0000 1 Feb 2009,28.89351
12,4.5,0000 1 Feb 2009,28.79655
13,4.5,0000 1 Feb 2009,28.57774
14,4.5,0000 1 Feb 2009,28.40416
15,4.5,0000 1 Feb 2009,28.85037
16,4.5,0000 1 Feb 2009,28.75727
17,4.5,0000 1 Feb 2009,28.79706
18,4.5,0000 1 Feb 2009,28.83024
19,4.5,0000 1 Feb 2009,28.94723
20,4.5,0000 1 Feb 2009,29.16742
21,4.5,0000 1 Feb 2009,28.82067
22,4.5,0000 1 Feb 2009,28.46493
23,4.5,0000 1 Feb 2009,28.98557
24,4.5,0000 1 Feb 2009,28.86099
1,5.5,0000 1 Feb 2009,27.92355
2,5.5,0000 1 Feb 2009,27.82735
3,5.5,0000 1 Feb 2009,28.26856
4,5.5,0000 1 Feb 2009,27.67619
5,5.5,0000 1 Feb 2009,27.43507
6,5.5,0000 1 Feb 2009,28.85504
7,5.5,0000 1 Feb 2009,28.06563
8,5.5,0000 1 Feb 2009,29.12094
9,5.5,0000 1 Feb 2009,27.79844
10,5.5,0000 1 Feb 2009,28.97021
11,5.5,0000 1 Feb 2009,28.84394
12,5.5,0000 1 Feb 2009,28.41627
13,5.5,0000 1 Feb 2009,28.4567
14,5.5,0000 1 Feb 2009,28.07247
15,5.5,0000 1 Feb 2009,28.46388
16,5.5,0000 1 Feb 2009,28.55353
17,5.5,0000 1 Feb 2009,28.42542
18,5.5,0000 1 Feb 2009,28.40249
19,5.5,0000 1 Feb 2009,28.50577
20,5.5,0000 1 Feb 2009,28.95992
21,5.5,0000 1 Feb 2009,28.2915
22,5.5,0000 1 Feb 2009,27.82584
23,5.5,0000 1 Feb 2009,28.55601
24,5.5,0000 1 Feb 2009,28.62811
1,6.5,0000 1 Feb 2009,27.28006
2,6.5,0000 1 Feb 2009,27.22849
3,6.5,0000 1 Feb 2009,27.77704
4,6.5,0000 1 Feb 2009,27.15521
5,6.5,0000 1 Feb 2009,26.62803
6,6.5,0000 1 Feb 2009,28.53966
7,6.5,0000 1 Feb 2009,27.74654
8,6.5,0000 1 Feb 2009,28.93211
9,6.5,0000 1 Feb 2009,27.30168
10,6.5,0000 1 Feb 2009,28.62444
11,6.5,0000 1 Feb 2009,28.61966
12,6.5,0000 1 Feb 2009,27.89163
13,6.5,0000 1 Feb 2009,28.22352
14,6.5,0000 1 Feb 2009,27.63573
15,6.5,0000 1 Feb 2009,28.08843
16,6.5,0000 1 Feb 2009,28.23913
17,6.5,0000 1 Feb 2009,28.1982
18,6.5,0000 1 Feb 2009,27.89049
19,6.5,0000 1 Feb 2009,28.04232
20,6.5,0000 1 Feb 2009,28.49753
21,6.5,0000 1 Feb 2009,27.69049
22,6.5,0000 1 Feb 2009,27.19785
23,6.5,0000 1 Feb 2009,28.18518
24,6.5,0000 1 Feb 2009,28.25794
1,7.5,0000 1 Feb 2009,26.8874
2,7.5,0000 1 Feb 2009,26.94362
3,7.5,0000 1 Feb 2009,27.46814
4,7.5,0000 1 Feb 2009,26.91946
5,7.5,0000 1 Feb 2009,26.15306
6,7.5,0000 1 Feb 2009,28.28608
7,7.5,0000 1 Feb 2009,27.70654
8,7.5,0000 1 Feb 2009,28.88854
9,7.5,0000 1 Feb 2009,27.1312
10,7.5,0000 1 Feb 2009,28.59539
11,7.5,0000 1 Feb 2009,28.81052
12,7.5,0000 1 Feb 2009,27.81837
13,7.5,0000 1 Feb 2009,28.13087
14,7.5,0000 1 Feb 2009,27.47941
15,7.5,0000 1 Feb 2009,27.84461
16,7.5,0000 1 Feb 2009,28.02558
17,7.5,0000 1 Feb 2009,28.27254
18,7.5,0000 1 Feb 2009,27.63965
19,7.5,0000 1 Feb 2009,27.90377
20,7.5,0000 1 Feb 2009,28.0786
21,7.5,0000 1 Feb 2009,27.30278
22,7.5,0000 1 Feb 2009,26.85583
23,7.5,0000 1 Feb 2009,28.05204
24,7.5,0000 1 Feb 2009,28.13634
1,8.5,0000 1 Feb 2009,26.84741
2,8.5,0000 1 Feb 2009,26.98501
3,8.5,0000 1 Feb 2009,27.50932
4,8.5,0000 1 Feb 2009,26.94105
5,8.5,0000 1 Feb 2009,26.06709
6,8.5,0000 1 Feb 2009,28.35358
7,8.5,0000 1 Feb 2009,28.08759
8,8.5,0000 1 Feb 2009,29.09336
9,8.5,0000 1 Feb 2009,27.31974
10,8.5,0000 1 Feb 2009,28.78658
11,8.5,0000 1 Feb 2009,29.09616
12,8.5,0000 1 Feb 2009,27.98894
13,8.5,0000 1 Feb 2009,28.4847
14,8.5,0000 1 Feb 2009,27.78134
15,8.5,0000 1 Feb 2009,28.03539
16,8.5,0000 1 Feb 2009,28.06728
17,8.5,0000 1 Feb 2009,28.55461
18,8.5,0000 1 Feb 2009,27.76974
19,8.5,0000 1 Feb 2009,28.21893
20,8.5,0000 1 Feb 2009,28.0711
21,8.5,0000 1 Feb 2009,27.32853
22,8.5,0000 1 Feb 2009,26.82377
23,8.5,0000 1 Feb 2009,28.47106
24,8.5,0000 1 Feb 2009,28.41424
1,1.5,0000 1 Mar 2009,27.908
2,1.5,0000 1 Mar 2009,27.6848
3,1.5,0000 1 Mar 2009,27.6118
4,1.5,0000 1 Mar 2009,27.90436
5,1.5,0000 1 Mar 2009,28.17324
6,1.5,0000 1 Mar 2009,28.03243
7,1.5,0000 1 Mar 2009,27.96049
8,1.5,0000 1 Mar 2009,27.7878
9,1.5,0000 1 Mar 2009,28.04919
10,1.5,0000 1 Mar 2009,28.1332
11,1.5,0000 1 Mar 2009,27.71461
12,1.5,0000 1 Mar 2009,27.86577
13,1.5,0000 1 Mar 2009,28.13169
14,1.5,0000 1 Mar 2009,27.83858
15,1.5,0000 1 Mar 2009,28.11113
16,1.5,0000 1 Mar 2009,27.9308
17,1.5,0000 1 Mar 2009,27.82643
18,1.5,0000 1 Mar 2009,27.88657
19,1.5,0000 1 Mar 2009,27.876
20,1.5,0000 1 Mar 2009,27.88212
21,1.5,0000 1 Mar 2009,27.78936
22,1.5,0000 1 Mar 2009,27.62329
23,1.5,0000 1 Mar 2009,27.71924
24,1.5,0000 1 Mar 2009,27.63138
1,2.5,0000 1 Mar 2009,28.60241
2,2.5,0000 1 Mar 2009,28.345
3,2.5,0000 1 Mar 2009,28.21743
4,2.5,0000 1 Mar 2009,28.62373
5,2.5,0000 1 Mar 2009,28.84429
6,2.5,0000 1 Mar 2009,28.78407
7,2.5,0000 1 Mar 2009,28.61923
8,2.5,0000 1 Mar 2009,28.30164
9,2.5,0000 1 Mar 2009,28.71841
10,2.5,0000 1 Mar 2009,28.94454
11,2.5,0000 1 Mar 2009,28.26546
12,2.5,0000 1 Mar 2009,28.44239
13,2.5,0000 1 Mar 2009,28.91879
14,2.5,0000 1 Mar 2009,28.40184
15,2.5,0000 1 Mar 2009,28.71619
16,2.5,0000 1 Mar 2009,28.46626
17,2.5,0000 1 Mar 2009,28.45011
18,2.5,0000 1 Mar 2009,28.64702
19,2.5,0000 1 Mar 2009,28.46122
20,2.5,0000 1 Mar 2009,28.59171
21,2.5,0000 1 Mar 2009,28.41418
22,2.5,0000 1 Mar 2009,28.09078
23,2.5,0000 1 Mar 2009,28.49928
24,2.5,0000 1 Mar 2009,28.26775
1,3.5,0000 1 Mar 2009,28.9633
2,3.5,0000 1 Mar 2009,28.67659
3,3.5,0000 1 Mar 2009,28.36149
4,3.5,0000 1 Mar 2009,28.93295
5,3.5,0000 1 Mar 2009,29.02741
6,3.5,0000 1 Mar 2009,28.95284
7,3.5,0000 1 Mar 2009,28.88504
8,3.5,0000 1 Mar 2009,28.41315
