L,BIAS_ABS
1.5,0.2524999999999772
2.5,0.277999999999975
3.5,0.26704814814814015
4.5,0.3401814814814696
5.5,0.3539111111110916
6.5,0.30196249999998814
7.5,0.22553749999999662
8.5,0.3028291666666685
9.5,0.3781249999999914
10.5,0.30004999999997883
