L,MON,LDC_SST_GFDL_SPEAR,LDC_SST_GFDL_SPEAR_ONETWO,LDC_SST_GFDL_SPEAR_THREE,LDC_SST_GFDL_SPEAR_FOUR
7.5,0000 1 Sep 2013,27.43215,25.62974,27.12365,28.44899
8.5,0000 1 Sep 2013,27.67356,24.4352,26.97986,28.7109
9.5,0000 1 Sep 2013,27.47023,23.24862,26.37087,28.75022
10.5,0000 1 Sep 2013,27.04563,22.31879,25.66857,28.6368
1.5,0000 1 Oct 2013,26.57792,21.73251,25.12894,28.50031
2.5,0000 1 Oct 2013,26.48811,23.14283,25.31904,28.27395
3.5,0000 1 Oct 2013,26.45662,24.77394,25.73876,28.063
4.5,0000 1 Oct 2013,26.71769,26.13033,26.43596,28.06015
5.5,0000 1 Oct 2013,27.24847,26.45471,27.1203,28.32307
6.5,0000 1 Oct 2013,27.75315,25.80973,27.40963,28.71628
7.5,0000 1 Oct 2013,27.95175,24.71675,27.22203,28.98615
8.5,0000 1 Oct 2013,27.73982,23.64009,26.63593,29.01595
9.5,0000 1 Oct 2013,27.29859,22.7127,25.94082,28.83569
10.5,0000 1 Oct 2013,26.87208,22.00371,25.41204,28.60007
1.5,0000 1 Nov 2013,26.52147,22.69302,25.17291,28.38497
2.5,0000 1 Nov 2013,26.33827,24.32966,25.48608,27.99575
3.5,0000 1 Nov 2013,26.40417,25.7516,26.05887,27.827
4.5,0000 1 Nov 2013,26.85629,26.06915,26.67946,28.01603
5.5,0000 1 Nov 2013,27.32439,25.31065,26.93811,28.34569
6.5,0000 1 Nov 2013,27.48762,24.02338,26.67969,28.56963
7.5,0000 1 Nov 2013,27.19834,22.80376,26.0023,28.52313
8.5,0000 1 Nov 2013,26.70254,21.82001,25.26555,28.31595
9.5,0000 1 Nov 2013,26.26151,21.08963,24.71924,28.07141
10.5,0000 1 Nov 2013,26.04363,20.86563,24.51424,27.93214
1.5,0000 1 Dec 2013,26.43324,24.70759,25.65809,28.08518
2.5,0000 1 Dec 2013,26.6254,26.12902,26.36499,27.95443
3.5,0000 1 Dec 2013,27.1384,26.53933,27.08462,28.1516
4.5,0000 1 Dec 2013,27.63756,25.82716,27.37908,28.5173
5.5,0000 1 Dec 2013,27.81867,24.5167,27.12494,28.78108
6.5,0000 1 Dec 2013,27.52922,23.27259,26.41255,28.78296
7.5,0000 1 Dec 2013,27.01385,22.27223,25.62576,28.58661
8.5,0000 1 Dec 2013,26.54028,21.5255,25.03708,28.33089
9.5,0000 1 Dec 2013,26.29541,21.2376,24.78795,28.17252
10.5,0000 1 Dec 2013,26.23744,21.41297,24.78148,28.10504
1.5,0000 1 Jan 2014,26.84886,26.3072,26.57657,28.23901
2.5,0000 1 Jan 2014,27.42879,26.88862,27.28318,28.55813
3.5,0000 1 Jan 2014,27.90797,26.33904,27.55964,28.91279
4.5,0000 1 Jan 2014,28.06552,25.25487,27.34541,29.12527
5.5,0000 1 Jan 2014,27.79569,24.0046,26.71974,29.0978
6.5,0000 1 Jan 2014,27.33675,23.03625,26.02855,28.91377
7.5,0000 1 Jan 2014,26.97519,22.3373,25.56535,28.73548
8.5,0000 1 Jan 2014,26.87716,22.03988,25.43859,28.69306
9.5,0000 1 Jan 2014,26.96319,22.20834,25.53607,28.74141
10.5,0000 1 Jan 2014,26.99639,22.8412,25.66025,28.73948
1.5,0000 1 Feb 2014,27.05985,26.11802,26.92288,28.43038
2.5,0000 1 Feb 2014,27.62759,25.75156,27.34162,28.831
3.5,0000 1 Feb 2014,27.8784,24.86983,27.21879,29.09065
4.5,0000 1 Feb 2014,27.70436,23.95026,26.69111,29.08626
5.5,0000 1 Feb 2014,27.32689,23.1219,26.07746,28.91175
6.5,0000 1 Feb 2014,26.99906,22.43532,25.60832,28.73993
7.5,0000 1 Feb 2014,26.89936,22.03064,25.42778,28.72652
8.5,0000 1 Feb 2014,26.99628,22.07744,25.49996,28.81796
9.5,0000 1 Feb 2014,27.07573,22.65608,25.65429,28.87301
10.5,0000 1 Feb 2014,27.05368,23.7718,25.87882,28.77864
1.5,0000 1 Mar 2014,27.58632,25.67387,27.41218,28.71058
2.5,0000 1 Mar 2014,27.83768,24.89007,27.21865,28.96103
3.5,0000 1 Mar 2014,27.59822,24.00172,26.58329,28.94353
4.5,0000 1 Mar 2014,27.20328,23.15047,25.93111,28.78178
5.5,0000 1 Mar 2014,26.83921,22.44383,25.44139,28.58515
6.5,0000 1 Mar 2014,26.67775,22.10603,25.25717,28.49748
7.5,0000 1 Mar 2014,26.68704,22.19145,25.29847,28.53218
8.5,0000 1 Mar 2014,26.71421,22.73203,25.41363,28.55784
9.5,0000 1 Mar 2014,26.70901,23.77763,25.62203,28.48629
10.5,0000 1 Mar 2014,26.75707,25.17992,26.04733,28.36475
1.5,0000 1 Apr 2014,27.91751,25.05033,27.28207,29.18018
2.5,0000 1 Apr 2014,27.64424,24.47223,26.7327,29.07662
3.5,0000 1 Apr 2014,27.20877,23.66457,26.11229,28.83984
4.5,0000 1 Apr 2014,26.87973,22.88511,25.67612,28.63766
5.5,0000 1 Apr 2014,26.80798,22.40311,25.5228,28.61018
6.5,0000 1 Apr 2014,26.94883,22.37023,25.61561,28.72782
7.5,0000 1 Apr 2014,27.03234,22.92073,25.76626,28.79654
8.5,0000 1 Apr 2014,26.99786,23.94859,25.94651,28.72148
9.5,0000 1 Apr 2014,26.98163,25.34444,26.2983,28.55815
10.5,0000 1 Apr 2014,27.16797,26.51441,26.86682,28.51478
1.5,0000 1 May 2014,27.82887,24.81793,27.08346,29.14378
2.5,0000 1 May 2014,27.46953,23.87262,26.50083,28.99405
3.5,0000 1 May 2014,27.19545,22.87733,26.04427,28.85054
4.5,0000 1 May 2014,27.15786,22.3123,25.88232,28.85353
5.5,0000 1 May 2014,27.29188,22.36801,25.95455,28.98572
6.5,0000 1 May 2014,27.38389,23.00955,26.09256,29.08526
7.5,0000 1 May 2014,27.38145,24.14229,26.27224,29.03489
8.5,0000 1 May 2014,27.37316,25.50406,26.59055,28.91391
9.5,0000 1 May 2014,27.57194,26.6767,27.14382,28.88466
10.5,0000 1 May 2014,27.95142,27.075,27.74911,28.97269
1.5,0000 1 Jun 2014,27.48452,23.3921,26.47406,28.88422
2.5,0000 1 Jun 2014,27.16375,22.43317,25.89814,28.74513
3.5,0000 1 Jun 2014,27.10304,21.86262,25.6583,28.77776
4.5,0000 1 Jun 2014,27.20991,21.94585,25.73174,28.91866
5.5,0000 1 Jun 2014,27.2407,22.67777,25.85181,28.98897
6.5,0000 1 Jun 2014,27.16282,23.84853,25.99826,28.88978
7.5,0000 1 Jun 2014,27.11214,25.24737,26.30782,28.72576
8.5,0000 1 Jun 2014,27.27303,26.39454,26.82449,28.68083
9.5,0000 1 Jun 2014,27.65644,26.67557,27.37691,28.80153
10.5,0000 1 Jun 2014,27.9949,26.03831,27.58287,28.97879
1.5,0000 1 Jul 2014,27.11362,22.06967,25.72789,28.57803
2.5,0000 1 Jul 2014,26.89609,21.4614,25.32188,28.56434
3.5,0000 1 Jul 2014,26.88288,21.49457,25.292,28.67321
4.5,0000 1 Jul 2014,26.88111,22.16957,25.39793,28.75254
5.5,0000 1 Jul 2014,26.81567,23.38128,25.57969,28.6742
6.5,0000 1 Jul 2014,26.81248,24.9283,25.97756,28.56051
7.5,0000 1 Jul 2014,27.04662,26.19996,26.58048,28.58109
8.5,0000 1 Jul 2014,27.52275,26.67953,27.24719,28.76486
9.5,0000 1 Jul 2014,27.96748,26.18943,27.54968,29.04251
10.5,0000 1 Jul 2014,28.10818,25.13839,27.3588,29.20437
1.5,0000 1 Aug 2014,27.27614,22.22641,25.84425,29.03672
2.5,0000 1 Aug 2014,27.41543,22.36986,25.95084,29.16729
3.5,0000 1 Aug 2014,27.50045,23.03037,26.12944,29.2574
4.5,0000 1 Aug 2014,27.4732,24.12901,26.31088,29.14767
5.5,0000 1 Aug 2014,27.40617,25.43551,26.60244,28.94554
6.5,0000 1 Aug 2014,27.51836,26.47981,27.05926,28.83087
7.5,0000 1 Aug 2014,27.85262,26.80352,27.59263,28.87525
8.5,0000 1 Aug 2014,28.19678,26.21135,27.82367,29.04486
9.5,0000 1 Aug 2014,28.24149,24.99474,27.51387,29.16146
10.5,0000 1 Aug 2014,27.82754,23.62439,26.69827,29.10244
1.5,0000 1 Sep 2014,27.23767,21.73731,25.70232,29.0736
2.5,0000 1 Sep 2014,27.30993,22.38123,25.88401,29.07415
3.5,0000 1 Sep 2014,27.24743,23.53845,26.02913,28.94514
4.5,0000 1 Sep 2014,27.15538,25.02519,26.35006,28.73274
5.5,0000 1 Sep 2014,27.28171,26.25982,26.86708,28.65808
6.5,0000 1 Sep 2014,27.65836,26.67118,27.43732,28.78956
7.5,0000 1 Sep 2014,28.06807,26.02923,27.6811,29.05082
8.5,0000 1 Sep 2014,28.21153,24.88684,27.46607,29.22997
9.5,0000 1 Sep 2014,27.92201,23.61467,26.77833,29.21224
10.5,0000 1 Sep 2014,27.3813,22.57421,25.97705,29.02242
1.5,0000 1 Oct 2014,27.35116,22.69517,26.02694,29.21416
2.5,0000 1 Oct 2014,27.34671,23.85462,26.28573,29.03682
3.5,0000 1 Oct 2014,27.30428,25.22041,26.58078,28.7935
4.5,0000 1 Oct 2014,27.43399,26.40845,27.06499,28.66334
5.5,0000 1 Oct 2014,27.77664,26.76621,27.58557,28.75449
6.5,0000 1 Oct 2014,28.07346,26.06224,27.74959,28.93567
7.5,0000 1 Oct 2014,28.08703,24.75797,27.39785,29.03813
8.5,0000 1 Oct 2014,27.63147,23.37412,26.55402,28.89912
9.5,0000 1 Oct 2014,26.98311,22.27356,25.66235,28.59047
10.5,0000 1 Oct 2014,26.46957,21.58483,25.07553,28.25847
1.5,0000 1 Nov 2014,27.23236,23.59994,26.04684,28.9939
2.5,0000 1 Nov 2014,27.13389,24.98937,26.35147,28.70659
3.5,0000 1 Nov 2014,27.26967,26.10524,26.85524,28.5848
4.5,0000 1 Nov 2014,27.67298,26.38682,27.41734,28.70496
5.5,0000 1 Nov 2014,28.02824,25.74174,27.61873,28.92496
6.5,0000 1 Nov 2014,28.04671,24.56427,27.28392,29.04191
7.5,0000 1 Nov 2014,27.58594,23.34391,26.4744,28.90148
8.5,0000 1 Nov 2014,26.96255,22.29158,25.61852,28.57628
9.5,0000 1 Nov 2014,26.4898,21.55227,25.05017,28.25418
10.5,0000 1 Nov 2014,26.31516,21.26563,24.87595,28.09159
1.5,0000 1 Dec 2014,27.31354,25.06,26.47002,28.98813
2.5,0000 1 Dec 2014,27.46883,26.23305,27.01431,28.83617
3.5,0000 1 Dec 2014,27.851,26.67059,27.60215,28.89711
4.5,0000 1 Dec 2014,28.18391,26.13413,27.81674,29.07416
5.5,0000 1 Dec 2014,28.17648,24.9761,27.47455,29.1552
6.5,0000 1 Dec 2014,27.69996,23.67355,26.64069,28.99478
7.5,0000 1 Dec 2014,27.02631,22.52073,25.73923,28.64792
8.5,0000 1 Dec 2014,26.51619,21.70799,25.12973,28.29963
9.5,0000 1 Dec 2014,26.28648,21.38954,24.90501,28.1068
10.5,0000 1 Dec 2014,26.24172,21.61056,24.92963,28.03384
1.5,0000 1 Jan 2015,27.41699,25.66096,26.96969,28.77207
2.5,0000 1 Jan 2015,27.80574,26.03682,27.49532,28.83313
3.5,0000 1 Jan 2015,28.12002,25.47985,27.64545,29.00983
4.5,0000 1 Jan 2015,28.09135,24.30204,27.25967,29.09667
5.5,0000 1 Jan 2015,27.63132,23.04592,26.45081,28.93396
6.5,0000 1 Jan 2015,26.97658,21.99913,25.59657,28.59837
7.5,0000 1 Jan 2015,26.47443,21.34531,25.02731,28.27644
8.5,0000 1 Jan 2015,26.26634,21.16275,24.83076,28.12787
9.5,0000 1 Jan 2015,26.22928,21.41072,24.82784,28.0943
10.5,0000 1 Jan 2015,26.16617,22.09125,24.89415,27.99323
1.5,0000 1 Feb 2015,27.87864,26.3055,27.45844,29.10245
2.5,0000 1 Feb 2015,28.25043,25.94908,27.73476,29.27897
3.5,0000 1 Feb 2015,28.32479,25.06248,27.4884,29.39383
4.5,0000 1 Feb 2015,27.96783,23.92499,26.7928,29.2896
5.5,0000 1 Feb 2015,27.44682,22.89371,26.06086,29.07362
6.5,0000 1 Feb 2015,27.05398,22.11812,25.56442,28.88501
7.5,0000 1 Feb 2015,26.941,21.78494,25.41529,28.88981
8.5,0000 1 Feb 2015,27.02861,22.00153,25.5337,28.97374
9.5,0000 1 Feb 2015,27.0847,22.73327,25.71196,28.99618
10.5,0000 1 Feb 2015,27.05149,23.95475,25.9569,28.80956
1.5,0000 1 Mar 2015,28.1776,25.37093,27.64629,29.39863
2.5,0000 1 Mar 2015,28.24921,24.68642,27.43666,29.43896
3.5,0000 1 Mar 2015,27.90201,23.82301,26.76837,29.2868
4.5,0000 1 Mar 2015,27.35639,22.90634,26.00743,28.99502
5.5,0000 1 Mar 2015,26.92367,22.17386,25.46794,28.74345
6.5,0000 1 Mar 2015,26.77253,21.85524,25.30168,28.66103
7.5,0000 1 Mar 2015,26.83544,21.99657,25.39492,28.69738
8.5,0000 1 Mar 2015,26.85049,22.57422,25.50827,28.69607
9.5,0000 1 Mar 2015,26.78344,23.61501,25.66241,28.54356
10.5,0000 1 Mar 2015,26.76038,25.01318,26.0591,28.34612
1.5,0000 1 Apr 2015,28.32677,25.74482,27.71606,29.47411
2.5,0000 1 Apr 2015,27.97739,24.80289,27.09052,29.33534
3.5,0000 1 Apr 2015,27.46488,23.86521,26.37568,29.05407
4.5,0000 1 Apr 2015,27.06581,22.93577,25.85777,28.82736
5.5,0000 1 Apr 2015,26.95927,22.38393,25.66672,28.79563
6.5,0000 1 Apr 2015,27.06483,22.34566,25.72364,28.91385
7.5,0000 1 Apr 2015,27.14368,22.87242,25.84387,28.98413
8.5,0000 1 Apr 2015,27.11654,23.83871,26.0098,28.86764
9.5,0000 1 Apr 2015,27.08343,25.14513,26.33751,28.65291
10.5,0000 1 Apr 2015,27.27292,26.27561,26.9143,28.5558
1.5,0000 1 May 2015,28.46343,25.72418,27.77269,29.75703
2.5,0000 1 May 2015,28.13622,24.57363,27.19454,29.59538
3.5,0000 1 May 2015,27.85453,23.67109,26.75444,29.45586
4.5,0000 1 May 2015,27.81838,23.23354,26.60274,29.50884
5.5,0000 1 May 2015,28.01405,23.29807,26.71285,29.6907
6.5,0000 1 May 2015,28.1983,23.83241,26.91205,29.80238
7.5,0000 1 May 2015,28.23635,24.79091,27.11705,29.70077
8.5,0000 1 May 2015,28.18235,25.95839,27.39168,29.4952
9.5,0000 1 May 2015,28.25298,26.90355,27.81035,29.3402
10.5,0000 1 May 2015,28.48883,27.1442,28.24724,29.2913
1.5,0000 1 Jun 2015,28.09373,24.20088,27.18227,29.41774
2.5,0000 1 Jun 2015,27.72838,23.32677,26.63502,29.1966
3.5,0000 1 Jun 2015,27.60557,22.79783,26.29919,29.19364
4.5,0000 1 Jun 2015,27.69904,22.82403,26.30765,29.32668
5.5,0000 1 Jun 2015,27.80522,23.38811,26.46014,29.45259
6.5,0000 1 Jun 2015,27.78502,24.42826,26.6541,29.35234
7.5,0000 1 Jun 2015,27.7548,25.72534,26.96293,29.17959
8.5,0000 1 Jun 2015,27.91217,26.84077,27.47175,29.08298
9.5,0000 1 Jun 2015,28.28602,27.22209,28.03337,29.14088
10.5,0000 1 Jun 2015,28.61,26.66603,28.24581,29.3099
1.5,0000 1 Jul 2015,28.32054,23.78142,27.22542,29.69832
2.5,0000 1 Jul 2015,28.28038,23.26051,26.96186,29.79548
3.5,0000 1 Jul 2015,28.40667,23.27634,26.96271,29.94151
4.5,0000 1 Jul 2015,28.49045,23.79029,27.06917,29.99285
5.5,0000 1 Jul 2015,28.37263,24.70827,27.16784,29.80583
6.5,0000 1 Jul 2015,28.1755,25.83308,27.3214,29.52477
7.5,0000 1 Jul 2015,28.12773,26.74418,27.64385,29.28739
8.5,0000 1 Jul 2015,28.33682,26.98397,28.05319,29.23911
9.5,0000 1 Jul 2015,28.51652,26.29336,28.11912,29.30224
10.5,0000 1 Jul 2015,28.36557,24.97433,27.596,29.32105
1.5,0000 1 Aug 2015,28.63118,22.85544,27.17799,30.03532
2.5,0000 1 Aug 2015,28.68113,23.0649,27.17532,30.18568
3.5,0000 1 Aug 2015,28.68931,23.77579,27.21249,30.18523
4.5,0000 1 Aug 2015,28.51691,24.81868,27.27966,29.9278
5.5,0000 1 Aug 2015,28.25424,25.97625,27.39994,29.56541
6.5,0000 1 Aug 2015,28.10055,26.77316,27.63737,29.19183
7.5,0000 1 Aug 2015,28.16497,26.72637,27.88693,28.97807
8.5,0000 1 Aug 2015,28.15809,25.73764,27.70968,28.88844
9.5,0000 1 Aug 2015,27.75409,24.25583,26.98108,28.71009
10.5,0000 1 Aug 2015,26.95544,22.77737,25.88657,28.34734
1.5,0000 1 Sep 2015,28.91337,23.55602,27.44839,30.20945
2.5,0000 1 Sep 2015,28.88446,24.14569,27.46561,30.25945
3.5,0000 1 Sep 2015,28.68714,24.97658,27.44069,30.05614
4.5,0000 1 Sep 2015,28.39312,26.00702,27.49603,29.68322
5.5,0000 1 Sep 2015,28.23646,26.85164,27.73237,29.33198
6.5,0000 1 Sep 2015,28.33197,26.90583,28.02644,29.12753
7.5,0000 1 Sep 2015,28.37319,26.00613,27.91827,29.07664
8.5,0000 1 Sep 2015,28.00966,24.47766,27.19108,28.95678
9.5,0000 1 Sep 2015,27.15396,22.86851,25.98082,28.63079
10.5,0000 1 Sep 2015,26.26684,21.61361,24.90784,28.16263
1.5,0000 1 Oct 2015,28.98886,24.35325,27.71727,30.18456
2.5,0000 1 Oct 2015,28.79257,25.23656,27.73951,29.99476
3.5,0000 1 Oct 2015,28.44916,26.20292,27.72166,29.58255
4.5,0000 1 Oct 2015,28.2542,26.93545,27.84072,29.20327
5.5,0000 1 Oct 2015,28.30437,26.96514,28.0475,29.01415
6.5,0000 1 Oct 2015,28.34849,26.07858,27.93653,29.00354
7.5,0000 1 Oct 2015,28.05616,24.63022,27.30886,28.96589
8.5,0000 1 Oct 2015,27.3874,23.09597,26.29085,28.74895
9.5,0000 1 Oct 2015,26.66347,21.91002,25.3575,28.37577
10.5,0000 1 Oct 2015,26.20618,21.18435,24.83303,28.04416
1.5,0000 1 Nov 2015,28.75699,24.97543,27.62537,29.94938
2.5,0000 1 Nov 2015,28.31423,26.10651,27.63007,29.39053
3.5,0000 1 Nov 2015,28.1198,26.85942,27.81088,28.93147
4.5,0000 1 Nov 2015,28.23008,26.72114,28.03128,28.74228
5.5,0000 1 Nov 2015,28.21495,25.70298,27.8323,28.72363
6.5,0000 1 Nov 2015,27.83649,24.21676,27.11209,28.67557
7.5,0000 1 Nov 2015,27.08038,22.83345,26.05443,28.42759
8.5,0000 1 Nov 2015,26.38527,21.70626,25.16436,28.08021
9.5,0000 1 Nov 2015,25.96752,20.99125,24.64728,27.78469
10.5,0000 1 Nov 2015,25.81745,20.79888,24.52593,27.60802
1.5,0000 1 Dec 2015,28.60641,26.15932,27.83753,29.47803
2.5,0000 1 Dec 2015,28.29745,26.90011,27.97097,29.00028
3.5,0000 1 Dec 2015,28.25361,26.81356,28.10329,28.69928
4.5,0000 1 Dec 2015,28.14526,25.83353,27.803,28.6266
5.5,0000 1 Dec 2015,27.64847,24.28091,26.95202,28.50205
6.5,0000 1 Dec 2015,26.81512,22.75488,25.83324,28.16851
7.5,0000 1 Dec 2015,26.06936,21.52068,24.92475,27.7441
8.5,0000 1 Dec 2015,25.70733,20.76751,24.44339,27.47371
9.5,0000 1 Dec 2015,25.64714,20.61086,24.36189,27.36991
10.5,0000 1 Dec 2015,25.65039,20.96394,24.44605,27.2784
1.5,0000 1 Jan 2016,28.47375,26.63239,28.14837,29.10254
2.5,0000 1 Jan 2016,28.41529,26.93438,28.37932,28.73359
3.5,0000 1 Jan 2016,28.24549,26.29165,28.08448,28.53631
4.5,0000 1 Jan 2016,27.67503,24.81498,27.17594,28.35375
5.5,0000 1 Jan 2016,26.80144,23.11721,25.92707,28.03354
6.5,0000 1 Jan 2016,26.08686,21.72435,24.99591,27.64717
7.5,0000 1 Jan 2016,25.79798,20.84327,24.53148,27.42722
8.5,0000 1 Jan 2016,25.74143,20.61781,24.43754,27.3599
9.5,0000 1 Jan 2016,25.70511,20.99022,24.50732,27.3035
10.5,0000 1 Jan 2016,25.53848,21.82555,24.52324,27.13471
1.5,0000 1 Feb 2016,28.90771,27.52146,28.8197,29.17349
2.5,0000 1 Feb 2016,28.81401,26.92372,28.72288,29.06156
3.5,0000 1 Feb 2016,28.20671,25.32605,27.78412,28.80306
4.5,0000 1 Feb 2016,27.14981,23.41558,26.30847,28.36212
5.5,0000 1 Feb 2016,26.15126,21.85033,25.08878,27.7799
6.5,0000 1 Feb 2016,25.71866,20.95748,24.523,27.43778
7.5,0000 1 Feb 2016,25.68996,20.72415,24.46434,27.33105
8.5,0000 1 Feb 2016,25.71495,21.04256,24.53047,27.29388
9.5,0000 1 Feb 2016,25.59409,21.80914,24.53848,27.14334
10.5,0000 1 Feb 2016,25.36967,23.00647,24.58088,26.88671
1.5,0000 1 Mar 2016,28.89545,26.29687,28.53704,29.41602
2.5,0000 1 Mar 2016,28.28659,24.57827,27.57169,29.09891
3.5,0000 1 Mar 2016,27.14257,22.79177,26.09729,28.5187
4.5,0000 1 Mar 2016,26.07404,21.45815,24.89342,27.84221
5.5,0000 1 Mar 2016,25.63525,20.67245,24.31666,27.46987
6.5,0000 1 Mar 2016,25.67196,20.46621,24.32247,27.36877
7.5,0000 1 Mar 2016,25.75903,20.86102,24.5014,27.31632
8.5,0000 1 Mar 2016,25.64826,21.72277,24.56818,27.15347
9.5,0000 1 Mar 2016,25.41504,23.00961,24.65248,26.90132
10.5,0000 1 Mar 2016,25.3793,24.50327,25.02068,26.76551
1.5,0000 1 Apr 2016,28.21124,24.47656,27.41941,29.01584
2.5,0000 1 Apr 2016,27.05796,22.55178,25.88297,28.43226
3.5,0000 1 Apr 2016,25.93993,21.16959,24.60111,27.7048
4.5,0000 1 Apr 2016,25.39733,20.45716,23.99234,27.25254
5.5,0000 1 Apr 2016,25.36407,20.33793,23.9962,27.1093
6.5,0000 1 Apr 2016,25.40658,20.74541,24.20551,27.00274
7.5,0000 1 Apr 2016,25.27913,21.56387,24.25918,26.81748
8.5,0000 1 Apr 2016,25.02979,22.82662,24.30062,26.55999
9.5,0000 1 Apr 2016,25.03164,24.5058,24.69332,26.46574
10.5,0000 1 Apr 2016,25.43623,26.00544,25.46427,26.67137
1.5,0000 1 May 2016,27.0059,22.80901,25.87446,28.50226
2.5,0000 1 May 2016,26.04002,21.43781,24.73388,27.87168
3.5,0000 1 May 2016,25.5356,20.66191,24.1519,27.40368
4.5,0000 1 May 2016,25.5187,20.50009,24.17146,27.2402
5.5,0000 1 May 2016,25.56232,20.871,24.34779,27.14046
6.5,0000 1 May 2016,25.41397,21.66164,24.38259,26.98551
7.5,0000 1 May 2016,25.15095,22.904,24.40516,26.75417
8.5,0000 1 May 2016,25.10687,24.51247,24.74502,26.64463
9.5,0000 1 May 2016,25.50633,25.92348,25.4928,26.80875
10.5,0000 1 May 2016,26.26982,26.435,26.35446,27.24258
1.5,0000 1 Jun 2016,26.45286,21.87904,25.1007,28.24651
2.5,0000 1 Jun 2016,25.87417,20.94754,24.46097,27.74753
3.5,0000 1 Jun 2016,25.68598,20.69692,24.35841,27.46123
4.5,0000 1 Jun 2016,25.62804,20.9859,24.45179,27.28704
5.5,0000 1 Jun 2016,25.49001,21.71082,24.45955,27.08344
6.5,0000 1 Jun 2016,25.30596,22.91501,24.50275,26.86319
7.5,0000 1 Jun 2016,25.33356,24.54899,24.90057,26.77858
8.5,0000 1 Jun 2016,25.75582,26.02226,25.68148,26.99976
9.5,0000 1 Jun 2016,26.45793,26.52592,26.50071,27.4663
10.5,0000 1 Jun 2016,27.06395,25.84761,26.84817,27.98332
1.5,0000 1 Jul 2016,26.42477,21.0997,24.93115,28.16609
2.5,0000 1 Jul 2016,26.06847,20.86468,24.66646,27.80606
3.5,0000 1 Jul 2016,25.90811,21.18656,24.69494,27.57541
4.5,0000 1 Jul 2016,25.71316,21.9195,24.65899,27.3311
5.5,0000 1 Jul 2016,25.49905,23.1351,24.71289,27.05133
6.5,0000 1 Jul 2016,25.49829,24.70954,25.10807,26.91963
7.5,0000 1 Jul 2016,25.89466,26.10199,25.85511,27.08088
8.5,0000 1 Jul 2016,26.56739,26.40332,26.60398,27.51026
9.5,0000 1 Jul 2016,27.12355,25.63094,26.86129,27.98324
10.5,0000 1 Jul 2016,27.28127,24.2891,26.56995,28.26376
1.5,0000 1 Aug 2016,26.43422,21.48215,25.09374,28.15263
2.5,0000 1 Aug 2016,26.37572,21.64879,25.15579,27.95631
3.5,0000 1 Aug 2016,26.2367,22.29691,25.13254,27.79917
4.5,0000 1 Aug 2016,26.0234,23.45867,25.17646,27.53728
5.5,0000 1 Aug 2016,25.97311,24.9698,25.46259,27.3741
6.5,0000 1 Aug 2016,26.23684,26.279,26.04805,27.44705
7.5,0000 1 Aug 2016,26.79173,26.51267,26.67986,27.80158
8.5,0000 1 Aug 2016,27.28344,25.62338,26.95121,28.23235
9.5,0000 1 Aug 2016,27.45986,24.21779,26.72697,28.49809
10.5,0000 1 Aug 2016,27.15025,22.95614,25.99807,28.47551
1.5,0000 1 Sep 2016,26.57417,21.74579,25.2502,28.32147
2.5,0000 1 Sep 2016,26.53218,22.47915,25.32498,28.1402
3.5,0000 1 Sep 2016,26.33683,23.69236,25.39743,27.89723
4.5,0000 1 Sep 2016,26.24614,25.24401,25.68812,27.67979
5.5,0000 1 Sep 2016,26.47518,26.48529,26.25181,27.70772
6.5,0000 1 Sep 2016,27.00205,26.74995,26.88362,27.99595
7.5,0000 1 Sep 2016,27.47935,25.90327,27.14689,28.3964
8.5,0000 1 Sep 2016,27.64891,24.53558,26.92113,28.65312
9.5,0000 1 Sep 2016,27.34774,23.16611,26.20441,28.65505
10.5,0000 1 Sep 2016,26.81322,22.08155,25.41995,28.44302
1.5,0000 1 Oct 2016,26.25636,22.42904,25.04771,28.01224
2.5,0000 1 Oct 2016,26.12757,23.79844,25.31771,27.69402
3.5,0000 1 Oct 2016,26.13499,25.40374,25.73513,27.51592
4.5,0000 1 Oct 2016,26.43453,26.71859,26.35277,27.60296
5.5,0000 1 Oct 2016,27.01406,26.98152,27.01225,27.95602
6.5,0000 1 Oct 2016,27.51606,26.10672,27.25795,28.39464
7.5,0000 1 Oct 2016,27.69921,24.69693,27.04249,28.65936
8.5,0000 1 Oct 2016,27.38455,23.31314,26.30441,28.64608
9.5,0000 1 Oct 2016,26.83383,22.20851,25.50249,28.42567
10.5,0000 1 Oct 2016,26.3318,21.43982,24.92273,28.14036
1.5,0000 1 Nov 2016,26.11987,23.61685,25.25524,27.65989
2.5,0000 1 Nov 2016,26.20037,25.19797,25.71164,27.49607
3.5,0000 1 Nov 2016,26.51494,26.55078,26.37998,27.56803
4.5,0000 1 Nov 2016,27.11654,26.87205,27.09398,27.92834
5.5,0000 1 Nov 2016,27.64115,26.01168,27.39454,28.41265
6.5,0000 1 Nov 2016,27.86356,24.69901,27.21501,28.74392
7.5,0000 1 Nov 2016,27.59349,23.40029,26.50736,28.79641
8.5,0000 1 Nov 2016,27.06898,22.38051,25.73829,28.61237
9.5,0000 1 Nov 2016,26.59575,21.66357,25.16629,28.38091
10.5,0000 1 Nov 2016,26.37047,21.46095,24.98269,28.24573
1.5,0000 1 Dec 2016,26.17965,24.98651,25.61145,27.62785
2.5,0000 1 Dec 2016,26.48197,26.53781,26.3089,27.59786
3.5,0000 1 Dec 2016,27.03687,26.95477,27.01408,27.89047
4.5,0000 1 Dec 2016,27.54736,26.00805,27.30621,28.3319
