M,L,START,TARGET,SZN,MEAN_SST_NCEP_CFSv2,VAR_SST_NCEP_CFSv2
15,5.5,7,12,NDJ,26.410866666666667,1.9619844129747122
16,5.5,7,12,NDJ,26.280981,2.001842866354135
17,5.5,7,12,NDJ,26.309654000000002,2.5566764540317233
18,5.5,7,12,NDJ,26.245494333333333,2.452015402584021
19,5.5,7,12,NDJ,26.191257333333333,2.4229232886547107
20,5.5,7,12,NDJ,26.229549333333335,2.0399651994340227
21,5.5,7,12,NDJ,26.31950833333333,2.0431111144557463
22,5.5,7,12,NDJ,26.210851333333334,2.2161080163705726
23,5.5,7,12,NDJ,26.45250766666667,1.7213247673288494
24,5.5,7,12,NDJ,26.264700666666666,2.0124540358409257
1,5.5,8,1,DJF,26.683142999999998,1.612761192518276
2,5.5,8,1,DJF,26.53779966666667,1.9443835394447104
3,5.5,8,1,DJF,26.646526666666666,1.6432473467747106
4,5.5,8,1,DJF,26.704340666666667,1.742371272371954
5,5.5,8,1,DJF,26.738174333333333,1.657530312832298
6,5.5,8,1,DJF,26.581332333333332,1.6691850788736775
7,5.5,8,1,DJF,26.648992000000003,1.5283650969200013
8,5.5,8,1,DJF,26.510281333333335,1.6096442350533355
9,5.5,8,1,DJF,26.618751999999997,1.5621946035613794
10,5.5,8,1,DJF,26.888770333333333,1.4371826416723001
11,5.5,8,1,DJF,26.838092666666668,1.663596837047813
12,5.5,8,1,DJF,26.862009333333333,1.6181529913029888
13,5.5,8,1,DJF,26.721365,1.5762412278741367
14,5.5,8,1,DJF,26.725257666666668,1.5115479267081613
15,5.5,8,1,DJF,26.778792,1.403283688264828
16,5.5,8,1,DJF,26.879247333333335,1.5145290877512658
17,5.5,8,1,DJF,26.778944000000003,1.4232116318179306
18,5.5,8,1,DJF,26.82373833333333,1.378079212738505
19,5.5,8,1,DJF,26.770850666666668,1.5065913070340229
20,5.5,8,1,DJF,26.781231666666667,1.708560528241955
21,5.5,8,1,DJF,26.866277,1.616840136911381
22,5.5,8,1,DJF,26.828556,1.8633434696248303
23,5.5,8,1,DJF,26.842204,1.750590240424829
24,5.5,8,1,DJF,26.728150000000003,1.7673741710000017
1,5.5,9,2,JFM,27.070373333333336,1.2407757538091966
2,5.5,9,2,JFM,27.136168666666666,1.1014242207567817
3,5.5,9,2,JFM,27.156613,1.1950115400079289
4,5.5,9,2,JFM,27.211089,1.2542564486920662
5,5.5,9,2,JFM,27.123667666666666,1.3120423669909198
6,5.5,9,2,JFM,27.187275666666665,1.1738022841012639
7,5.5,9,2,JFM,27.171013666666667,1.3859647136860938
8,5.5,9,2,JFM,27.128,1.473130265468965
9,5.5,9,2,JFM,27.187906333333334,1.165955494768851
10,5.5,9,2,JFM,27.176145666666667,1.3142826121150593
11,5.5,9,2,JFM,27.21202966666667,1.275404851941265
12,5.5,9,2,JFM,27.245051,1.469005719154138
13,5.5,9,2,JFM,27.166045999999998,1.1495527157972416
14,5.5,9,2,JFM,27.236453666666666,1.1531119703412656
15,5.5,9,2,JFM,27.108736,1.0369739953903443
16,5.5,9,2,JFM,27.183705,0.9045374168672402
17,5.5,9,2,JFM,27.230248666666668,1.2664047465567807
18,5.5,9,2,JFM,27.162518666666664,1.204248929011955
19,5.5,9,2,JFM,27.299711666666667,1.3691150273109185
20,5.5,9,2,JFM,27.331906,1.0789688580455188
21,5.5,9,2,JFM,27.216444000000003,1.262190297783448
22,5.5,9,2,JFM,27.28729,1.2378133479310331
23,5.5,9,2,JFM,27.305345666666664,1.150053225804713
24,5.5,9,2,JFM,27.250068,1.1626302543268952
1,5.5,10,3,FMA,27.492457333333334,0.7260707379443678
2,5.5,10,3,FMA,27.579366333333333,0.826690087058505
3,5.5,10,3,FMA,27.599084666666666,0.815101833784367
4,5.5,10,3,FMA,27.586918,0.767967377561379
5,5.5,10,3,FMA,27.610288,0.7170538322303447
6,5.5,10,3,FMA,27.609991333333333,0.7629582926119545
7,5.5,10,3,FMA,27.583249666666667,0.7399459348585069
8,5.5,10,3,FMA,27.60396066666667,0.8644294221581604
9,5.5,10,3,FMA,27.509628666666668,0.711266881163678
10,5.5,10,3,FMA,27.591758333333335,0.6909107001798825
11,5.5,10,3,FMA,27.559951666666667,0.8683688809247145
12,5.5,10,3,FMA,27.536316333333332,0.6814091227757472
13,5.5,10,3,FMA,27.517037000000002,0.7014878491182749
14,5.5,10,3,FMA,27.532449333333332,0.7844560083719547
15,5.5,10,3,FMA,27.443697,0.7727674260148267
16,5.5,10,3,FMA,27.424277,0.7569124109803455
17,5.5,10,3,FMA,27.448823333333333,0.7911707719885058
18,5.5,10,3,FMA,27.474471333333334,0.8720194464878158
19,5.5,10,3,FMA,27.503637333333334,1.0348694576409199
20,5.5,10,3,FMA,27.54544566666667,0.8249701354391968
21,5.5,10,3,FMA,27.466989,0.7759730362024135
22,5.5,10,3,FMA,27.567269333333336,0.6108244277305762
23,5.5,10,3,FMA,27.522214333333334,1.0954109714805735
24,5.5,10,3,FMA,27.49698933333333,0.9168495195788492
1,5.5,11,4,MAM,28.082454,0.5898553492455177
2,5.5,11,4,MAM,27.927438,0.538500998975173
3,5.5,11,4,MAM,27.966187333333334,0.583032633923679
4,5.5,11,4,MAM,27.976536,0.5303505107765529
5,5.5,11,4,MAM,27.989498333333334,0.5411140445040239
6,5.5,11,4,MAM,27.907676666666664,0.6316350586988496
7,5.5,11,4,MAM,27.905667,0.656457198932068
8,5.5,11,4,MAM,27.957775666666667,0.5650169591288488
9,5.5,11,4,MAM,27.90479733333333,0.6352167452754026
10,5.5,11,4,MAM,27.971489666666667,0.5680949716722978
11,5.5,11,4,MAM,28.027272333333332,0.5699825651702299
12,5.5,11,4,MAM,27.995216333333335,0.4723707957757482
13,5.5,11,4,MAM,27.81904966666667,0.8224733558309204
14,5.5,11,4,MAM,27.85982166666667,0.772775213683333
15,5.5,11,4,MAM,27.867843666666666,0.6605482559688499
16,5.5,11,4,MAM,27.897881666666667,0.6220592284143683
17,5.5,11,4,MAM,27.980120333333332,0.559581999541264
18,5.5,11,4,MAM,27.82223533333333,0.5172415388188496
19,5.5,11,4,MAM,27.830500333333337,0.57946452534816
20,5.5,11,4,MAM,27.881953333333335,0.6274735561126457
21,5.5,11,4,MAM,27.788320666666667,0.6367623752133323
22,5.5,11,4,MAM,27.89227233333333,0.6348698196943675
23,5.5,11,4,MAM,27.856473333333334,0.6567758032022993
24,5.5,11,4,MAM,27.844739,0.7953720085748273
1,5.5,12,5,AMJ,28.100309333333332,0.4570873253995403
2,5.5,12,5,AMJ,28.126276333333333,0.4873305673136786
3,5.5,12,5,AMJ,28.005299333333333,0.5446148298616086
4,5.5,12,5,AMJ,28.07098166666667,0.5420983394350574
5,5.5,12,5,AMJ,28.13394033333333,0.5995086868722977
6,5.5,12,5,AMJ,28.118400333333334,0.5653817352309185
7,5.5,12,5,AMJ,28.148905666666668,0.4438632181978168
8,5.5,12,5,AMJ,28.01908166666667,0.3924367200833338
9,5.5,12,5,AMJ,28.072371333333333,0.49919354675678196
10,5.5,12,5,AMJ,28.022311,0.4114698908299991
11,5.5,12,5,AMJ,28.081109333333334,0.40621501006160937
12,5.5,12,5,AMJ,28.03134,0.4373513661310356
13,5.5,12,5,AMJ,28.092601333333334,0.3905422299843676
14,5.5,12,5,AMJ,28.06093,0.339053513255172
15,5.5,12,5,AMJ,28.037591333333335,0.45710348161195324
16,5.5,12,5,AMJ,28.251561666666664,0.5144174262419549
17,5.5,12,5,AMJ,28.131891,0.5323620582368966
18,5.5,12,5,AMJ,28.128134666666664,0.4403313229429892
19,5.5,12,5,AMJ,28.141525,0.46093408652931145
20,5.5,12,5,AMJ,28.211500666666666,0.6423302885512637
21,5.5,12,5,AMJ,28.177479333333334,0.42731743354436746
22,5.5,12,5,AMJ,28.093894,0.6192534632110341
23,5.5,12,5,AMJ,28.127084333333336,0.46679216134264345
24,5.5,12,5,AMJ,28.136431,0.3434358215334477
1,6.5,1,7,JJA,27.181485666666667,0.3777596179012645
2,6.5,1,7,JJA,27.171903333333333,0.4936870272781611
3,6.5,1,7,JJA,27.238094666666665,0.7505087206395413
4,6.5,1,7,JJA,27.107698666666668,0.5469253322257464
5,6.5,1,7,JJA,27.133602666666665,0.5822995339512635
6,6.5,1,7,JJA,27.386661666666665,0.7070992227109203
7,6.5,1,7,JJA,26.995954333333334,0.424880626246092
8,6.5,1,7,JJA,27.154206,0.5629566615972414
9,6.5,1,7,JJA,27.21381266666667,0.6771058453995393
10,6.5,1,7,JJA,27.093186,0.8328805826524142
11,6.5,1,7,JJA,27.343866666666667,0.7022348012367812
12,6.5,1,7,JJA,27.428711,0.5090064450368971
13,6.5,1,7,JJA,27.266394333333334,0.5627680638805734
14,6.5,1,7,JJA,27.26717,0.651120772013794
15,6.5,1,7,JJA,27.3153,0.30642510749654944
16,6.5,1,7,JJA,27.323713,0.532570801835517
17,6.5,1,7,JJA,27.351152333333335,0.5484477474805749
18,6.5,1,7,JJA,27.198165666666668,0.6292390682805723
19,6.5,1,7,JJA,27.367759,0.580890143871377
20,6.5,1,7,JJA,27.250693333333334,0.34195529658160795
21,6.5,1,7,JJA,27.312524333333332,0.6650217468460927
22,6.5,1,7,JJA,27.392186,0.5632109437696543
23,6.5,1,7,JJA,27.279859666666667,0.5466248773895405
24,6.5,1,7,JJA,27.329702,0.5795066288027574
1,6.5,2,8,JAS,26.471554333333334,1.1465552339633343
2,6.5,2,8,JAS,26.562939333333336,0.7054824660133343
3,6.5,2,8,JAS,26.545405666666667,0.9392751622391977
4,6.5,2,8,JAS,26.354440333333333,0.8499311598722993
5,6.5,2,8,JAS,26.69499666666667,0.841773159864369
6,6.5,2,8,JAS,26.830965666666668,1.1300661008529886
7,6.5,2,8,JAS,26.540091333333333,0.9207373135291946
8,6.5,2,8,JAS,26.735049333333333,0.963287091296089
9,6.5,2,8,JAS,26.612847666666667,0.7251148939495412
10,6.5,2,8,JAS,26.510277,0.956418470573449
11,6.5,2,8,JAS,26.667413,0.6104857867044827
12,6.5,2,8,JAS,26.542777666666666,0.4900704479495401
13,6.5,2,8,JAS,26.381296666666668,0.9396222086919542
14,6.5,2,8,JAS,26.544335,1.0637222378672406
15,6.5,2,8,JAS,26.58799433333333,0.8142082926254045
16,6.5,2,8,JAS,26.675842666666664,1.0575942230064395
17,6.5,2,8,JAS,26.530581666666667,0.9263887952557446
18,6.5,2,8,JAS,26.433968666666665,0.8568903465774701
19,6.5,2,8,JAS,26.841819,0.9368067568506911
20,6.5,2,8,JAS,26.759650333333333,0.8121665084447097
21,6.5,2,8,JAS,26.565006,0.7189442518731031
22,6.5,2,8,JAS,26.758267333333333,0.7124260158271266
23,6.5,2,8,JAS,26.609405,0.856040247508622
24,6.5,2,8,JAS,26.84554166666667,1.0018123876074723
1,6.5,3,9,ASO,26.452041333333334,0.9002674609429873
2,6.5,3,9,ASO,26.283398666666667,1.3496494963360992
3,6.5,3,9,ASO,26.44793,1.5474595775655187
4,6.5,3,9,ASO,26.457284,1.2088048619558605
5,6.5,3,9,ASO,26.514173333333336,1.3964890186298864
6,6.5,3,9,ASO,26.410736999999997,1.7775466576355146
7,6.5,3,9,ASO,26.741783333333334,1.2193903849402299
8,6.5,3,9,ASO,26.51035166666667,1.404970206435055
9,6.5,3,9,ASO,26.611944333333334,0.7333527839702293
10,6.5,3,9,ASO,26.654863666666664,1.211648163175749
11,6.5,3,9,ASO,26.70712166666667,1.0303451117178166
12,6.5,3,9,ASO,26.58831766666667,1.3591004278598855
13,6.5,3,9,ASO,26.748995666666666,1.845441715756434
14,6.5,3,9,ASO,26.669629999999998,1.3648255897793105
15,6.5,3,9,ASO,26.694028333333332,1.619887246772988
16,6.5,3,9,ASO,26.65126366666667,1.3442739443205725
17,6.5,3,9,ASO,26.725700333333336,1.011674218224024
18,6.5,3,9,ASO,26.70192366666667,1.1751674359343696
19,6.5,3,9,ASO,26.716247,1.4059923383596555
20,6.5,3,9,ASO,26.776971333333332,1.4675893004740233
21,6.5,3,9,ASO,26.736314333333333,1.4093667869702284
22,6.5,3,9,ASO,26.705020333333334,1.2193943669343688
23,6.5,3,9,ASO,26.96317966666667,1.5924165770033336
24,6.5,3,9,ASO,26.732561666666665,1.1732656478419534
1,6.5,4,10,SON,26.826989333333334,1.401134873951266
2,6.5,4,10,SON,26.885100333333334,1.3066028594033325
3,6.5,4,10,SON,26.755502999999997,1.4256295582493121
4,6.5,4,10,SON,26.862872,1.1957699220096571
5,6.5,4,10,SON,26.716886,1.6958040931903449
6,6.5,4,10,SON,26.76242166666667,1.4680663299729886
7,6.5,4,10,SON,26.770936,1.5703703553144845
8,6.5,4,10,SON,26.659889,1.580892155402413
9,6.5,4,10,SON,26.829920333333334,1.7000421581895402
10,6.5,4,10,SON,26.731861,2.004465629050689
11,6.5,4,10,SON,26.697785666666668,1.6580288916943702
12,6.5,4,10,SON,26.890052,1.4052725500027576
13,6.5,4,10,SON,26.817090333333333,1.4480937679895407
14,6.5,4,10,SON,26.841815333333333,1.5844105229291954
15,6.5,4,10,SON,26.578953333333335,1.1619673316505774
16,6.5,4,10,SON,26.60056966666667,1.4953950099205722
17,6.5,4,10,SON,26.51691,1.4663087818758604
18,6.5,4,10,SON,26.49113433333333,1.7623155859978181
19,6.5,4,10,SON,26.40745666666667,1.4722280540229875
20,6.5,4,10,SON,26.665413666666666,1.1354765987205733
21,6.5,4,10,SON,26.49695266666667,1.6120459768202298
22,6.5,4,10,SON,26.260858,1.6966830997958644
23,6.5,4,10,SON,26.443307333333333,1.5438813697581582
24,6.5,4,10,SON,26.51639833333333,1.7889315334350546
1,6.5,5,11,OND,26.610228333333332,2.585638222883333
2,6.5,5,11,OND,26.657641333333334,2.071366826074024
3,6.5,5,11,OND,26.581348666666667,2.2280140509429884
4,6.5,5,11,OND,26.558962666666666,2.1980761373443674
5,6.5,5,11,OND,26.38954,1.738317510586206
6,6.5,5,11,OND,26.467859666666666,2.2680997102929865
7,6.5,5,11,OND,26.386821333333334,1.504666201232645
8,6.5,5,11,OND,26.649829333333333,1.6707281261374702
9,6.5,5,11,OND,26.26948966666667,1.543493578741265
10,6.5,5,11,OND,26.300534666666668,1.5753145771843695
11,6.5,5,11,OND,26.272928,2.0091689094855165
12,6.5,5,11,OND,26.314259,1.4141947980300011
13,6.5,5,11,OND,26.007495666666667,1.9420035527702295
14,6.5,5,11,OND,26.069047333333334,1.916083891454711
15,6.5,5,11,OND,26.180946,1.5755371899627577
16,6.5,5,11,OND,26.166678620689655,1.8251287634980289
17,6.5,5,11,OND,26.095030333333334,1.7399397939757477
18,6.5,5,11,OND,25.962034666666668,2.1193039622671255
19,6.5,5,11,OND,26.049479333333334,2.0686444559857464
20,6.5,5,11,OND,26.008796,1.9179395845834484
21,6.5,5,11,OND,25.951811333333335,1.722015924818851
22,6.5,5,11,OND,25.92596466666667,1.7775386054671247
23,6.5,5,11,OND,26.034029666666665,1.7043548952998864
24,6.5,5,11,OND,25.891954666666667,1.7505561332947128
1,6.5,6,12,NDJ,26.382444333333336,1.8145197123219532
2,6.5,6,12,NDJ,26.245394333333333,1.865796853763332
3,6.5,6,12,NDJ,26.13415666666667,1.7296223899195398
4,6.5,6,12,NDJ,26.479864333333335,1.8126747693633327
5,6.5,6,12,NDJ,26.178185,1.5014242582120692
6,6.5,6,12,NDJ,26.217673333333334,2.144273083933334
7,6.5,6,12,NDJ,26.334949333333334,1.8780050223236742
8,6.5,6,12,NDJ,26.283402333333335,1.8110356659633342
9,6.5,6,12,NDJ,26.185431,1.6831444023886208
10,6.5,6,12,NDJ,26.279187,1.8329833931182753
11,6.5,6,12,NDJ,26.228247666666668,1.9595676645564397
12,6.5,6,12,NDJ,26.232262,2.0699467546924106
13,6.5,6,12,NDJ,26.159661333333336,1.9254216003981606
14,6.5,6,12,NDJ,26.073560999999998,1.8349375237610348
15,6.5,6,12,NDJ,26.229477666666664,1.8639890873288492
16,6.5,6,12,NDJ,26.118732,1.833763528664823
17,6.5,6,12,NDJ,26.164422000000002,2.2106541658165524
18,6.5,6,12,NDJ,26.243216,1.9400716402937936
19,6.5,6,12,NDJ,26.09154433333333,2.142004378335745
20,6.5,6,12,NDJ,26.148672666666666,1.6044404306064357
21,6.5,6,12,NDJ,26.32087166666667,2.4089998001454034
22,6.5,6,12,NDJ,26.108557,2.387463039076894
23,6.5,6,12,NDJ,26.113278666666666,2.586203614087815
24,6.5,6,12,NDJ,26.135391000000002,2.2411908704093135
1,6.5,7,1,DJF,26.856882,1.7455437521544825
2,6.5,7,1,DJF,26.76176333333333,1.7868090433885047
3,6.5,7,1,DJF,26.862826666666667,1.7360180029195433
4,6.5,7,1,DJF,26.690486,1.8486549805144858
5,6.5,7,1,DJF,26.811525666666668,2.007783652252988
6,6.5,7,1,DJF,26.891968666666667,1.9436994826119536
7,6.5,7,1,DJF,26.752753666666667,1.5706940484309198
8,6.5,7,1,DJF,26.878928666666663,1.9354007408119545
9,6.5,7,1,DJF,26.704628666666668,1.735375647653333
10,6.5,7,1,DJF,26.77258833333333,1.7507821988350591
11,6.5,7,1,DJF,26.70603733333333,2.0279991898064407
12,6.5,7,1,DJF,26.725636333333334,1.624406909341267
13,6.5,7,1,DJF,26.72580833333333,1.648016589821266
14,6.5,7,1,DJF,26.910706666666666,1.483282462360917
15,6.5,7,1,DJF,26.922783,1.6852275560906844
16,6.5,7,1,DJF,26.752584666666667,1.7942861668878152
17,6.5,7,1,DJF,26.756830333333333,2.1625369444585076
18,6.5,7,1,DJF,26.724689333333334,2.096751459585747
19,6.5,7,1,DJF,26.627257,1.9787203345182747
20,6.5,7,1,DJF,26.687004666666667,1.8161662831636787
21,6.5,7,1,DJF,26.797883666666667,1.64025431681023
22,6.5,7,1,DJF,26.716404,1.8381656182731014
23,6.5,7,1,DJF,26.930992333333332,1.4301439937495395
24,6.5,7,1,DJF,26.717394666666667,1.7508988707774704
1,6.5,8,2,JFM,27.043775333333333,1.2449023715360916
2,6.5,8,2,JFM,26.92436133333333,1.490816103894713
3,6.5,8,2,JFM,27.037820333333332,1.1999798656654024
4,6.5,8,2,JFM,27.050756,1.2971593280731044
5,6.5,8,2,JFM,27.053606333333335,1.2824716719757485
6,6.5,8,2,JFM,26.98296733333333,1.2149612201512652
7,6.5,8,2,JFM,27.012039333333334,1.1655686384409183
8,6.5,8,2,JFM,26.870318666666666,1.1080178853016087
9,6.5,8,2,JFM,26.986789333333334,1.251281717930576
10,6.5,8,2,JFM,27.217224666666667,1.0934463379636776
11,6.5,8,2,JFM,27.165932,1.228961208692413
12,6.5,8,2,JFM,27.219064333333332,1.3337476584185055
13,6.5,8,2,JFM,27.042262333333333,1.1858610553771238
14,6.5,8,2,JFM,27.029597000000003,1.114883907007934
15,6.5,8,2,JFM,27.129012333333332,0.991161992977126
16,6.5,8,2,JFM,27.243896333333335,1.1303109350929896
17,6.5,8,2,JFM,27.11089133333333,1.1222784955636773
18,6.5,8,2,JFM,27.156841999999997,0.98890633614069
19,6.5,8,2,JFM,27.142734333333333,1.092326199597816
20,6.5,8,2,JFM,27.117901333333336,1.4086904890257452
21,6.5,8,2,JFM,27.241848,1.2269767890993102
22,6.5,8,2,JFM,27.158252666666666,1.4632565464133314
23,6.5,8,2,JFM,27.19555366666667,1.3787176347964372
24,6.5,8,2,JFM,27.038067,1.364945416228621
1,6.5,9,3,FMA,27.460065333333333,0.8409941928119572
2,6.5,9,3,FMA,27.474546333333333,0.704293283024022
3,6.5,9,3,FMA,27.483844666666666,0.7823129908257473
4,6.5,9,3,FMA,27.559226333333335,0.8392323453205717
5,6.5,9,3,FMA,27.482123333333334,0.9102765501195405
6,6.5,9,3,FMA,27.503821333333335,0.7105395654740221
7,6.5,9,3,FMA,27.48536,0.8918755307448312
8,6.5,9,3,FMA,27.43548666666667,1.1155749488298878
9,6.5,9,3,FMA,27.54442166666667,0.8053643858005763
10,6.5,9,3,FMA,27.518152333333333,0.9232872363564365
11,6.5,9,3,FMA,27.522039333333336,0.8540641103650531
12,6.5,9,3,FMA,27.581568,1.0170207216234484
13,6.5,9,3,FMA,27.506318333333336,0.748192404717816
14,6.5,9,3,FMA,27.541013666666668,0.7847277691688501
15,6.5,9,3,FMA,27.415671333333332,0.7576273949016081
16,6.5,9,3,FMA,27.463252333333333,0.6432977683150578
17,6.5,9,3,FMA,27.486209999999996,0.8770615110758615
18,6.5,9,3,FMA,27.432031333333335,0.9239849317981598
19,6.5,9,3,FMA,27.572466333333335,0.9590962673136778
20,6.5,9,3,FMA,27.597125000000002,0.7772568836810336
21,6.5,9,3,FMA,27.52614833333333,0.8403516218557455
22,6.5,9,3,FMA,27.480545,0.9425619964741376
23,6.5,9,3,FMA,27.64155966666667,0.7849709063481626
24,6.5,9,3,FMA,27.552761666666665,0.8288025270488513
1,6.5,10,4,MAM,27.936407,0.40272260071137744
2,6.5,10,4,MAM,27.942336666666666,0.5721318958091972
3,6.5,10,4,MAM,28.029478333333333,0.5511061228764359
4,6.5,10,4,MAM,27.967104,0.5890903913420699
5,6.5,10,4,MAM,28.006152,0.5116270649751735
6,6.5,10,4,MAM,28.014065333333335,0.5437946133498864
7,6.5,10,4,MAM,28.000247,0.536465655187239
8,6.5,10,4,MAM,28.036903666666667,0.6234635807481603
9,6.5,10,4,MAM,27.908348333333333,0.563418266076437
10,6.5,10,4,MAM,27.998842,0.4450833391613808
11,6.5,10,4,MAM,27.973302,0.6383244111131045
12,6.5,10,4,MAM,28.003514666666668,0.5065117260602294
13,6.5,10,4,MAM,27.962552666666667,0.4362032297512645
14,6.5,10,4,MAM,27.960409666666667,0.5298981977964355
15,6.5,10,4,MAM,27.937088666666668,0.5495782293291944
16,6.5,10,4,MAM,27.849863000000003,0.5395171075527582
17,6.5,10,4,MAM,27.87556,0.613214507041379
18,6.5,10,4,MAM,27.84375,0.6301487722137928
19,6.5,10,4,MAM,27.928850333333333,0.852264738058504
20,6.5,10,4,MAM,27.973400333333334,0.6536786308723005
21,6.5,10,4,MAM,27.922179000000003,0.5191734922713797
22,6.5,10,4,MAM,27.976966666666666,0.38938661381609263
23,6.5,10,4,MAM,27.932311000000002,0.8680808894782764
24,6.5,10,4,MAM,27.95370666666667,0.7064948067885044
1,6.5,11,5,AMJ,28.404963666666667,0.4861824395550575
2,6.5,11,5,AMJ,28.233431666666668,0.466811161366093
3,6.5,11,5,AMJ,28.241837333333333,0.5084423555719538
4,6.5,11,5,AMJ,28.323526,0.38632430073517265
5,6.5,11,5,AMJ,28.26998,0.4364553865172426
6,6.5,11,5,AMJ,28.238971666666664,0.5271740558143694
7,6.5,11,5,AMJ,28.205556,0.5879812531420684
8,6.5,11,5,AMJ,28.280677,0.5185191634631033
9,6.5,11,5,AMJ,28.182701,0.4575358268231035
10,6.5,11,5,AMJ,28.353885333333334,0.4406023917843677
11,6.5,11,5,AMJ,28.303006666666665,0.4677623473057461
12,6.5,11,5,AMJ,28.322235666666664,0.3984615251564374
13,6.5,11,5,AMJ,28.128710666666667,0.7575680972891954
14,6.5,11,5,AMJ,28.182885,0.5899144320396549
15,6.5,11,5,AMJ,28.215938333333334,0.538053461517815
16,6.5,11,5,AMJ,28.305842,0.5806717299889652
17,6.5,11,5,AMJ,28.291645666666668,0.4852857180116078
18,6.5,11,5,AMJ,28.193013,0.3628939510699994
19,6.5,11,5,AMJ,28.185173000000002,0.4777171071665508
20,6.5,11,5,AMJ,28.211014666666664,0.5052937115429894
21,6.5,11,5,AMJ,28.17503333333333,0.47794743401609224
22,6.5,11,5,AMJ,28.192608333333332,0.5767105182212642
23,6.5,11,5,AMJ,28.22000166666667,0.6209880068971265
24,6.5,11,5,AMJ,28.224884999999997,0.6244377959155176
1,6.5,12,6,MJJ,27.992609333333334,0.38503989372367836
2,6.5,12,6,MJJ,27.950147333333334,0.41186504563402143
3,6.5,12,6,MJJ,27.844668333333335,0.5000046102833335
4,6.5,12,6,MJJ,27.903635666666666,0.4054168258460915
5,6.5,12,6,MJJ,28.006135333333336,0.5606911850533323
6,6.5,12,6,MJJ,28.000308333333333,0.5048367187040221
7,6.5,12,6,MJJ,28.034522,0.37777944769241306
8,6.5,12,6,MJJ,27.876216,0.4444630406662073
9,6.5,12,6,MJJ,27.911446,0.48558495016275827
10,6.5,12,6,MJJ,27.783593,0.43476821241482716
11,6.5,12,6,MJJ,27.892935333333334,0.34510032746712643
12,6.5,12,6,MJJ,27.772130333333333,0.3607860709550562
13,6.5,12,6,MJJ,27.910172,0.29057684617517304
14,6.5,12,6,MJJ,27.96066666666667,0.319197569078161
15,6.5,12,6,MJJ,27.865815333333334,0.3449025555016096
16,6.5,12,6,MJJ,28.064855333333334,0.47921266342574753
17,6.5,12,6,MJJ,27.914557333333335,0.43402043886850666
18,6.5,12,6,MJJ,27.937542666666666,0.3921328898271272
19,6.5,12,6,MJJ,27.884655666666667,0.45557147404609244
20,6.5,12,6,MJJ,28.009034999999997,0.5832059938603448
21,6.5,12,6,MJJ,28.007593333333332,0.38873275517471234
22,6.5,12,6,MJJ,27.972063666666667,0.5450639131136769
23,6.5,12,6,MJJ,27.926464333333335,0.4674081028460926
24,6.5,12,6,MJJ,27.937960666666665,0.35366167177195396
1,7.5,1,8,JAS,26.446807999999997,0.6256003310510349
2,7.5,1,8,JAS,26.364465666666668,0.6032317590460935
3,7.5,1,8,JAS,26.525004000000003,1.0517454602524139
4,7.5,1,8,JAS,26.397127333333334,0.7722737914133331
5,7.5,1,8,JAS,26.360276666666667,0.6821004453747125
6,7.5,1,8,JAS,26.723094,0.9816969799420698
7,7.5,1,8,JAS,26.261177,0.6083224659458627
8,7.5,1,8,JAS,26.421742333333334,0.7295075813288502
9,7.5,1,8,JAS,26.497248666666668,1.0333370223085079
10,7.5,1,8,JAS,26.360554,1.091475575114484
11,7.5,1,8,JAS,26.65441,0.9655337162068943
12,7.5,1,8,JAS,26.73749666666667,0.703767838609194
13,7.5,1,8,JAS,26.567919,0.8693118959541393
14,7.5,1,8,JAS,26.547556333333333,0.8841713648447134
15,7.5,1,8,JAS,26.556672,0.4599865807682752
16,7.5,1,8,JAS,26.602804666666664,0.6793090134671265
17,7.5,1,8,JAS,26.641057666666665,0.7064878228805752
18,7.5,1,8,JAS,26.497408,0.8771538473337922
19,7.5,1,8,JAS,26.64781866666667,0.7931132383912644
20,7.5,1,8,JAS,26.56767766666667,0.6047922077150569
21,7.5,1,8,JAS,26.592631333333333,0.9829705971705757
22,7.5,1,8,JAS,26.67681633333333,0.7664328605274711
23,7.5,1,8,JAS,26.570536333333333,0.633702437092987
24,7.5,1,8,JAS,26.697406333333333,0.8171894359757459
1,7.5,2,9,ASO,26.10722433333333,1.5805515632460918
2,7.5,2,9,ASO,26.172477666666666,1.0970150000529888
3,7.5,2,9,ASO,26.147808333333334,1.3427247359454026
4,7.5,2,9,ASO,25.963758,1.0753095794579313
5,7.5,2,9,ASO,26.250109333333334,1.082176098847817
6,7.5,2,9,ASO,26.414966,1.4234261806179351
7,7.5,2,9,ASO,26.153450666666668,1.1690291479719517
8,7.5,2,9,ASO,26.362653666666667,1.2838987767136778
9,7.5,2,9,ASO,26.312456,0.8968660449627622
10,7.5,2,9,ASO,26.123823333333334,1.2479148418574701
11,7.5,2,9,ASO,26.351579,0.8317732727472426
12,7.5,2,9,ASO,26.197188666666666,0.7263684622464336
13,7.5,2,9,ASO,25.992087333333334,1.298267148040918
14,7.5,2,9,ASO,26.150330666666665,1.3007261992064378
15,7.5,2,9,ASO,26.211036999999997,1.0748878219941382
16,7.5,2,9,ASO,26.332539333333333,1.33174669066161
17,7.5,2,9,ASO,26.17636966666667,1.2589537775205748
18,7.5,2,9,ASO,26.082363666666666,1.0343266155826434
19,7.5,2,9,ASO,26.481780333333333,1.2945270090240195
