L,MON,LDC_SST_CanESM5,LDC_SST_CanESM5_ONETWO,LDC_SST_CanESM5_THREE,LDC_SST_CanESM5_FOUR
1.5,0000 1 Mar 1994,300.8686,299.6992,300.4324,301.8387
2.5,0000 1 Mar 1994,300.9721,298.6678,300.0952,302.1288
3.5,0000 1 Mar 1994,300.7764,297.4558,299.4788,302.2069
4.5,0000 1 Mar 1994,300.4689,296.5514,298.9237,302.197
5.5,0000 1 Mar 1994,300.1897,296.0243,298.5263,302.1904
6.5,0000 1 Mar 1994,300.045,295.9277,298.3602,302.2317
7.5,0000 1 Mar 1994,299.996,296.2387,298.3677,302.2461
8.5,0000 1 Mar 1994,299.9363,296.8492,298.4523,302.1676
9.5,0000 1 Mar 1994,299.7656,297.7151,298.5693,301.9066
10.5,0000 1 Mar 1994,299.6629,298.7519,298.8779,301.5928
1.5,0000 1 Apr 1994,300.9543,298.4833,300.0734,302.0949
2.5,0000 1 Apr 1994,300.7859,297.5274,299.5557,302.2192
3.5,0000 1 Apr 1994,300.4796,296.6108,298.9818,302.2004
4.5,0000 1 Apr 1994,300.185,296.0494,298.5496,302.1869
5.5,0000 1 Apr 1994,300.018,295.9776,298.3604,302.2049
6.5,0000 1 Apr 1994,299.9576,296.3296,298.3778,302.1998
7.5,0000 1 Apr 1994,299.8626,296.9466,298.4523,302.1007
8.5,0000 1 Apr 1994,299.6712,297.7989,298.5694,301.8334
9.5,0000 1 Apr 1994,299.5632,298.8135,298.8692,301.5331
10.5,0000 1 Apr 1994,299.7375,299.7812,299.4265,301.3554
1.5,0000 1 May 1994,300.8571,297.2383,299.5455,302.1648
2.5,0000 1 May 1994,300.4953,296.7105,298.9474,302.1972
3.5,0000 1 May 1994,300.1727,296.2359,298.5231,302.2052
4.5,0000 1 May 1994,300.0128,296.1316,298.379,302.2485
5.5,0000 1 May 1994,299.9948,296.4096,298.435,302.2803
6.5,0000 1 May 1994,299.9649,297.0079,298.5581,302.2056
7.5,0000 1 May 1994,299.8417,297.904,298.7477,301.9498
8.5,0000 1 May 1994,299.7743,298.9578,299.0821,301.6617
9.5,0000 1 May 1994,299.9654,299.9233,299.6558,301.4793
10.5,0000 1 May 1994,300.4232,300.3194,300.2646,301.5651
1.5,0000 1 Jun 1994,300.7005,296.6245,299.2693,302.2775
2.5,0000 1 Jun 1994,300.344,296.4588,298.7245,302.3092
3.5,0000 1 Jun 1994,300.1689,296.4283,298.5005,302.3746
4.5,0000 1 Jun 1994,300.131,296.6937,298.5363,302.4255
5.5,0000 1 Jun 1994,300.0841,297.2485,298.6595,302.3523
6.5,0000 1 Jun 1994,299.952,298.0819,298.8628,302.0562
7.5,0000 1 Jun 1994,299.9151,299.0617,299.2503,301.7004
8.5,0000 1 Jun 1994,300.1209,299.9376,299.7871,301.5087
9.5,0000 1 Jun 1994,300.5803,300.2708,300.3421,301.6546
10.5,0000 1 Jun 1994,300.9986,299.7268,300.4892,301.9753
1.5,0000 1 Jul 1994,300.1786,295.9381,298.4457,302.3082
2.5,0000 1 Jul 1994,299.9455,296.205,298.2195,302.317
3.5,0000 1 Jul 1994,299.8939,296.5699,298.2724,302.3103
4.5,0000 1 Jul 1994,299.8359,297.1322,298.4076,302.2076
5.5,0000 1 Jul 1994,299.6866,297.9339,298.6011,301.9205
6.5,0000 1 Jul 1994,299.6304,298.9628,298.9859,301.596
7.5,0000 1 Jul 1994,299.8455,299.8915,299.5383,301.4191
8.5,0000 1 Jul 1994,300.3272,300.2961,300.124,301.562
9.5,0000 1 Jul 1994,300.7983,299.825,300.368,301.8713
10.5,0000 1 Jul 1994,300.9896,298.7814,300.168,302.1373
1.5,0000 1 Aug 1994,299.8856,295.5363,298.0172,302.4125
2.5,0000 1 Aug 1994,299.7038,296.2255,298.0579,302.3284
3.5,0000 1 Aug 1994,299.5959,296.9186,298.1653,302.1817
4.5,0000 1 Aug 1994,299.4358,297.7653,298.3574,301.8657
5.5,0000 1 Aug 1994,299.3815,298.8107,298.7728,301.4819
6.5,0000 1 Aug 1994,299.6143,299.7748,299.366,301.2596
7.5,0000 1 Aug 1994,300.1539,300.2319,299.9991,301.4248
8.5,0000 1 Aug 1994,300.6666,299.7859,300.2199,301.8174
9.5,0000 1 Aug 1994,300.8914,298.7808,300.0306,302.1287
10.5,0000 1 Aug 1994,300.7263,297.6176,299.4613,302.1809
1.5,0000 1 Sep 1994,299.8739,295.6189,298.095,302.3669
2.5,0000 1 Sep 1994,299.6243,296.5844,298.104,302.1707
3.5,0000 1 Sep 1994,299.367,297.5486,298.2145,301.827
4.5,0000 1 Sep 1994,299.225,298.5963,298.535,301.4319
5.5,0000 1 Sep 1994,299.4003,299.5731,299.1325,301.2119
6.5,0000 1 Sep 1994,299.8917,299.959,299.7646,301.3052
7.5,0000 1 Sep 1994,300.3653,299.5229,300.0054,301.5962
8.5,0000 1 Sep 1994,300.5705,298.4874,299.7611,301.849
9.5,0000 1 Sep 1994,300.4176,297.383,299.1768,301.9119
10.5,0000 1 Sep 1994,300.1073,296.5532,298.6358,301.8546
1.5,0000 1 Oct 1994,300.2649,296.4118,298.6365,302.5287
2.5,0000 1 Oct 1994,299.9521,297.6092,298.7276,302.1853
3.5,0000 1 Oct 1994,299.7222,298.7475,298.9724,301.7358
4.5,0000 1 Oct 1994,299.7827,299.684,299.4264,301.4284
5.5,0000 1 Oct 1994,300.1901,300.0046,299.9328,301.4659
6.5,0000 1 Oct 1994,300.5903,299.4559,300.0765,301.7256
7.5,0000 1 Oct 1994,300.75,298.3644,299.8112,301.9774
8.5,0000 1 Oct 1994,300.5643,297.1982,299.2237,302.0389
9.5,0000 1 Oct 1994,300.2545,296.383,298.6863,301.9972
10.5,0000 1 Oct 1994,299.9921,295.9733,298.3543,301.9767
1.5,0000 1 Nov 1994,300.5375,297.5215,299.1283,302.5155
2.5,0000 1 Nov 1994,300.3181,298.7797,299.3696,302.1525
3.5,0000 1 Nov 1994,300.3283,299.7861,299.7848,301.8847
4.5,0000 1 Nov 1994,300.6323,300.1828,300.2624,301.8748
5.5,0000 1 Nov 1994,300.9815,299.7186,300.4226,302.039
6.5,0000 1 Nov 1994,301.1053,298.6424,300.1465,302.2026
7.5,0000 1 Nov 1994,300.9112,297.4441,299.528,302.2397
8.5,0000 1 Nov 1994,300.5682,296.5706,298.9375,302.2002
9.5,0000 1 Nov 1994,300.2763,296.1056,298.5691,302.1903
10.5,0000 1 Nov 1994,300.1161,296.0451,298.4405,302.2331
1.5,0000 1 Dec 1994,300.6358,298.6336,299.5353,302.3263
2.5,0000 1 Dec 1994,300.6012,299.7757,299.9391,302.0829
3.5,0000 1 Dec 1994,300.8264,300.2721,300.392,302.0562
4.5,0000 1 Dec 1994,301.087,299.8194,300.5126,302.1548
5.5,0000 1 Dec 1994,301.1309,298.7338,300.1595,302.2568
6.5,0000 1 Dec 1994,300.8776,297.4969,299.4787,302.2522
7.5,0000 1 Dec 1994,300.4909,296.5563,298.841,302.2014
8.5,0000 1 Dec 1994,300.1633,295.9941,298.4355,302.1682
9.5,0000 1 Dec 1994,299.9751,295.8845,298.2785,302.1738
10.5,0000 1 Dec 1994,299.8602,296.2315,298.2813,302.116
1.5,0000 1 Jan 1995,300.8099,299.7893,300.1111,302.1275
2.5,0000 1 Jan 1995,300.9153,300.2793,300.4921,302.0317
3.5,0000 1 Jan 1995,300.9899,299.7747,300.4322,302.0071
4.5,0000 1 Jan 1995,300.8601,298.5668,299.8875,302.0071
5.5,0000 1 Jan 1995,300.4896,297.1255,298.9935,301.945
6.5,0000 1 Jan 1995,300.0456,295.9689,298.2166,301.8544
7.5,0000 1 Jan 1995,299.6803,295.302,297.7592,301.7717
8.5,0000 1 Jan 1995,299.4344,295.1949,297.6283,301.6767
9.5,0000 1 Jan 1995,299.2421,295.6349,297.6467,301.547
10.5,0000 1 Jan 1995,298.9966,296.3949,297.639,301.3345
1.5,0000 1 Feb 1995,301.128,300.7308,300.8886,302.1246
2.5,0000 1 Feb 1995,301.2072,300.2451,300.784,302.1401
3.5,0000 1 Feb 1995,301.0923,299.0738,300.2159,302.2006
4.5,0000 1 Feb 1995,300.7081,297.6555,299.3245,302.1688
5.5,0000 1 Feb 1995,300.233,296.53,298.5205,302.054
6.5,0000 1 Feb 1995,299.8216,295.8439,298.0292,301.9294
7.5,0000 1 Feb 1995,299.5798,295.6642,297.8621,301.8392
8.5,0000 1 Feb 1995,299.4224,295.9729,297.8803,301.7288
9.5,0000 1 Feb 1995,299.2297,296.6205,297.8921,301.5403
10.5,0000 1 Feb 1995,299.0281,297.5514,297.9876,301.2634
1.5,0000 1 Mar 1995,301.1796,300.2221,300.7766,302.1694
2.5,0000 1 Mar 1995,301.1919,299.2464,300.4242,302.2441
3.5,0000 1 Mar 1995,300.923,297.8682,299.6562,302.2687
4.5,0000 1 Mar 1995,300.5384,296.7338,298.938,302.2231
5.5,0000 1 Mar 1995,300.1704,296.0559,298.444,302.1688
6.5,0000 1 Mar 1995,299.9247,295.895,298.2267,302.1398
7.5,0000 1 Mar 1995,299.7889,296.2097,298.2141,302.0776
8.5,0000 1 Mar 1995,299.6437,296.8143,298.257,301.9159
9.5,0000 1 Mar 1995,299.4514,297.6861,298.3675,301.6168
10.5,0000 1 Mar 1995,299.3582,298.7238,298.6996,301.2735
1.5,0000 1 Apr 1995,300.8698,298.8857,300.1038,302.0551
2.5,0000 1 Apr 1995,300.6403,297.874,299.4977,302.0282
3.5,0000 1 Apr 1995,300.3647,296.8376,298.9406,302.0238
4.5,0000 1 Apr 1995,300.1385,296.2076,298.5835,302.0567
5.5,0000 1 Apr 1995,300.0599,296.0721,298.4754,302.1509
6.5,0000 1 Apr 1995,300.0821,296.4177,298.5708,302.2111
7.5,0000 1 Apr 1995,300.0651,297.065,298.7026,302.1434
8.5,0000 1 Apr 1995,299.9304,298.0039,298.8647,301.8848
9.5,0000 1 Apr 1995,299.8403,299.0471,299.1629,301.5714
10.5,0000 1 Apr 1995,300.0187,299.9652,299.6914,301.4136
1.5,0000 1 May 1995,300.3732,297.3844,299.097,301.9909
2.5,0000 1 May 1995,299.9779,296.7361,298.4889,301.8658
3.5,0000 1 May 1995,299.7045,296.1581,298.1157,301.7881
4.5,0000 1 May 1995,299.5613,295.986,298.0064,301.7578
5.5,0000 1 May 1995,299.5016,296.2349,298.0553,301.708
6.5,0000 1 May 1995,299.386,296.847,298.1129,301.5616
7.5,0000 1 May 1995,299.2173,297.7371,298.2342,301.3062
8.5,0000 1 May 1995,299.1678,298.7964,298.5773,301.0645
9.5,0000 1 May 1995,299.4131,299.749,299.1656,301.0157
10.5,0000 1 May 1995,299.9405,300.2087,299.8555,301.2307
1.5,0000 1 Jun 1995,300.0835,296.4467,298.5445,301.9184
2.5,0000 1 Jun 1995,299.7188,296.2095,298.065,301.7991
3.5,0000 1 Jun 1995,299.5474,296.1392,297.9211,301.751
4.5,0000 1 Jun 1995,299.4686,296.4071,297.9774,301.7002
5.5,0000 1 Jun 1995,299.303,296.9755,297.9997,301.5534
6.5,0000 1 Jun 1995,299.0984,297.8232,298.0948,301.286
7.5,0000 1 Jun 1995,299.0152,298.8613,298.3883,301.0095
8.5,0000 1 Jun 1995,299.2329,299.8083,298.9792,300.9121
9.5,0000 1 Jun 1995,299.7563,300.2451,299.6653,301.1253
10.5,0000 1 Jun 1995,300.2835,299.8416,300.0176,301.5239
1.5,0000 1 Jul 1995,300.0513,295.9103,298.456,301.944
2.5,0000 1 Jul 1995,299.7762,296.1349,298.178,301.9126
3.5,0000 1 Jul 1995,299.5983,296.4916,298.0875,301.8318
4.5,0000 1 Jul 1995,299.3689,297.0561,298.0459,301.6249
5.5,0000 1 Jul 1995,299.1266,297.852,298.1301,301.2883
6.5,0000 1 Jul 1995,299.0294,298.8322,298.43,300.9742
7.5,0000 1 Jul 1995,299.2291,299.7756,298.9505,300.8531
8.5,0000 1 Jul 1995,299.7102,300.241,299.5843,301.014
9.5,0000 1 Jul 1995,300.2106,299.8714,299.9342,301.3489
10.5,0000 1 Jul 1995,300.5003,298.8989,299.8799,301.6695
1.5,0000 1 Aug 1995,299.4475,295.4334,297.8243,301.6302
2.5,0000 1 Aug 1995,299.2183,296.0739,297.6986,301.5289
3.5,0000 1 Aug 1995,299.0428,296.7488,297.7103,301.364
4.5,0000 1 Aug 1995,298.8937,297.6058,297.888,301.1122
5.5,0000 1 Aug 1995,298.8994,298.6289,298.3004,300.9074
6.5,0000 1 Aug 1995,299.1898,299.6426,298.9592,300.8705
7.5,0000 1 Aug 1995,299.7135,300.1809,299.6422,301.076
8.5,0000 1 Aug 1995,300.2387,299.9341,300.0239,301.4181
9.5,0000 1 Aug 1995,300.5342,299.0605,299.9353,301.7349
10.5,0000 1 Aug 1995,300.5389,297.9651,299.5104,301.9259
1.5,0000 1 Sep 1995,299.0682,295.5177,297.4629,301.4904
2.5,0000 1 Sep 1995,298.8654,296.4077,297.4455,301.3283
3.5,0000 1 Sep 1995,298.6846,297.362,297.6437,301.0196
4.5,0000 1 Sep 1995,298.678,298.5069,298.1033,300.7717
5.5,0000 1 Sep 1995,298.9782,299.5806,298.7761,300.7235
6.5,0000 1 Sep 1995,299.5892,300.1625,299.5834,300.9684
7.5,0000 1 Sep 1995,300.1912,299.8883,300.0141,301.3751
8.5,0000 1 Sep 1995,300.5283,299.0181,299.958,301.7394
9.5,0000 1 Sep 1995,300.494,297.9456,299.4402,301.949
10.5,0000 1 Sep 1995,300.2802,297.0969,298.9333,302.0229
1.5,0000 1 Oct 1995,298.7239,296.0027,297.2972,301.297
2.5,0000 1 Oct 1995,298.5164,297.1841,297.4805,301.0455
3.5,0000 1 Oct 1995,298.5215,298.3481,297.9488,300.8247
4.5,0000 1 Oct 1995,298.8215,299.4163,298.6375,300.7647
5.5,0000 1 Oct 1995,299.3785,300.047,299.3833,300.944
6.5,0000 1 Oct 1995,299.9382,299.8439,299.7805,301.2699
7.5,0000 1 Oct 1995,300.277,299.0157,299.74,301.5852
8.5,0000 1 Oct 1995,300.2992,297.9256,299.3038,301.7527
9.5,0000 1 Oct 1995,300.1364,297.0823,298.8525,301.8205
10.5,0000 1 Oct 1995,299.9781,296.6138,298.5786,301.8798
1.5,0000 1 Nov 1995,298.5662,296.6627,297.4878,300.9062
2.5,0000 1 Nov 1995,298.5031,298.037,297.8249,300.7299
3.5,0000 1 Nov 1995,298.7693,299.1906,298.4612,300.6975
4.5,0000 1 Nov 1995,299.3106,299.7979,299.2137,300.8913
5.5,0000 1 Nov 1995,299.8554,299.6025,299.6339,301.2308
6.5,0000 1 Nov 1995,300.1616,298.7878,299.5845,301.5297
7.5,0000 1 Nov 1995,300.1599,297.7437,299.1404,301.6845
8.5,0000 1 Nov 1995,299.9892,296.9078,298.6748,301.7292
9.5,0000 1 Nov 1995,299.8237,296.437,298.405,301.779
10.5,0000 1 Nov 1995,299.7573,296.382,298.3548,301.8615
1.5,0000 1 Dec 1995,298.8108,297.9754,298.0145,300.9657
2.5,0000 1 Dec 1995,299.0555,299.3575,298.7485,300.9756
3.5,0000 1 Dec 1995,299.6086,300.0834,299.5813,301.1912
4.5,0000 1 Dec 1995,300.1813,299.9228,300.0397,301.5362
5.5,0000 1 Dec 1995,300.5041,299.0984,299.9782,301.8108
6.5,0000 1 Dec 1995,300.4917,298.0538,299.5243,301.955
7.5,0000 1 Dec 1995,300.3358,297.2048,299.0539,302.0244
8.5,0000 1 Dec 1995,300.1939,296.7167,298.761,302.1134
9.5,0000 1 Dec 1995,300.162,296.6094,298.6797,302.2592
10.5,0000 1 Dec 1995,300.2123,296.879,298.7894,302.3532
1.5,0000 1 Jan 1996,299.6242,299.4394,299.3813,301.2458
2.5,0000 1 Jan 1996,300.1855,300.2517,300.0562,301.6031
3.5,0000 1 Jan 1996,300.6841,300.0853,300.3925,302.0066
4.5,0000 1 Jan 1996,300.8985,299.2479,300.264,302.2731
5.5,0000 1 Jan 1996,300.7815,298.1821,299.7761,302.2936
6.5,0000 1 Jan 1996,300.4809,297.2939,299.1976,302.2205
7.5,0000 1 Jan 1996,300.1922,296.7192,298.7707,302.1462
8.5,0000 1 Jan 1996,300.0655,296.5374,298.5853,302.1829
9.5,0000 1 Jan 1996,300.052,296.747,298.6096,302.2196
10.5,0000 1 Jan 1996,300.0361,297.2442,298.7164,302.1351
1.5,0000 1 Feb 1996,300.0307,300.0649,299.9316,301.257
2.5,0000 1 Feb 1996,300.5376,299.9038,300.2361,301.6941
3.5,0000 1 Feb 1996,300.7331,298.9905,300.0481,302.0352
4.5,0000 1 Feb 1996,300.614,297.8894,299.5472,302.1325
5.5,0000 1 Feb 1996,300.3657,297.0379,299.0535,302.103
6.5,0000 1 Feb 1996,300.1485,296.5408,298.7209,302.0972
7.5,0000 1 Feb 1996,300.0691,296.4217,298.6001,302.1675
8.5,0000 1 Feb 1996,300.1058,296.6861,298.6552,302.2568
9.5,0000 1 Feb 1996,300.1329,297.2589,298.7618,302.2509
10.5,0000 1 Feb 1996,300.0696,298.0638,298.9304,302.0844
1.5,0000 1 Mar 1996,300.5798,300.1055,300.3963,301.7173
2.5,0000 1 Mar 1996,300.8655,299.3191,300.3198,302.0639
3.5,0000 1 Mar 1996,300.8029,298.2357,299.8462,302.1857
4.5,0000 1 Mar 1996,300.5248,297.3365,299.2936,302.1441
5.5,0000 1 Mar 1996,300.2658,296.7565,298.9116,302.1083
6.5,0000 1 Mar 1996,300.12,296.5949,298.7268,302.1598
7.5,0000 1 Mar 1996,300.0824,296.8062,298.7101,302.2248
8.5,0000 1 Mar 1996,300.0438,297.3086,298.7652,302.1891
9.5,0000 1 Mar 1996,299.9517,298.0511,298.9029,301.9699
10.5,0000 1 Mar 1996,299.9149,298.9996,299.1938,301.7065
1.5,0000 1 Apr 1996,300.7013,298.9321,300.2223,301.7675
2.5,0000 1 Apr 1996,300.6463,298.1011,299.7659,301.9199
3.5,0000 1 Apr 1996,300.383,297.1944,299.1931,301.9441
4.5,0000 1 Apr 1996,300.1128,296.6173,298.7519,301.9465
5.5,0000 1 Apr 1996,299.9445,296.4416,298.5186,301.999
6.5,0000 1 Apr 1996,299.89,296.6646,298.4857,302.0551
7.5,0000 1 Apr 1996,299.8437,297.173,298.5477,302.0232
8.5,0000 1 Apr 1996,299.7767,297.9458,298.7231,301.8475
9.5,0000 1 Apr 1996,299.8086,298.9411,299.0964,301.6528
10.5,0000 1 Apr 1996,300.0931,299.9077,299.6991,301.6098
1.5,0000 1 May 1996,300.3836,297.3953,299.3576,301.7357
2.5,0000 1 May 1996,300.0063,296.8897,298.7917,301.6891
3.5,0000 1 May 1996,299.6461,296.3979,298.333,301.5996
4.5,0000 1 May 1996,299.416,296.2456,298.0941,301.5462
5.5,0000 1 May 1996,299.3343,296.4343,298.0439,301.5335
6.5,0000 1 May 1996,299.2973,296.9344,298.106,301.4782
7.5,0000 1 May 1996,299.2694,297.7231,298.3049,301.3612
8.5,0000 1 May 1996,299.3454,298.7295,298.7007,301.2432
9.5,0000 1 May 1996,299.6746,299.7104,299.3361,301.2661
10.5,0000 1 May 1996,300.2588,300.2921,300.0775,301.5222
1.5,0000 1 Jun 1996,299.9602,296.4692,298.8657,301.519
2.5,0000 1 Jun 1996,299.6152,296.3758,298.409,301.4531
3.5,0000 1 Jun 1996,299.4488,296.3603,298.1644,301.476
4.5,0000 1 Jun 1996,299.4331,296.61,298.1509,301.5392
5.5,0000 1 Jun 1996,299.4415,297.1118,298.2531,301.5569
6.5,0000 1 Jun 1996,299.4482,297.9131,298.5044,301.4612
7.5,0000 1 Jun 1996,299.5963,298.9454,298.9906,301.3499
8.5,0000 1 Jun 1996,299.9829,299.9534,299.657,301.3942
9.5,0000 1 Jun 1996,300.5667,300.5825,300.3647,301.6986
10.5,0000 1 Jun 1996,301.1387,300.406,300.7903,302.1334
1.5,0000 1 Jul 1996,299.7378,295.3045,298.2474,301.5806
2.5,0000 1 Jul 1996,299.3855,295.6961,297.9433,301.5222
3.5,0000 1 Jul 1996,299.2392,296.1644,297.8409,301.5121
4.5,0000 1 Jul 1996,299.1798,296.797,297.88,301.4875
5.5,0000 1 Jul 1996,299.1428,297.6824,298.1035,301.3672
6.5,0000 1 Jul 1996,299.2287,298.7411,298.5807,301.2184
7.5,0000 1 Jul 1996,299.5549,299.7778,299.2731,301.1991
8.5,0000 1 Jul 1996,300.1203,300.3478,300.015,301.4204
9.5,0000 1 Jul 1996,300.696,300.1334,300.421,301.8343
10.5,0000 1 Jul 1996,301.0135,299.3098,300.3625,302.1837
1.5,0000 1 Aug 1996,299.5643,295.1147,298.0181,301.5463
2.5,0000 1 Aug 1996,299.4357,295.842,297.9252,301.6363
3.5,0000 1 Aug 1996,299.434,296.585,297.9757,301.7166
4.5,0000 1 Aug 1996,299.4506,297.5108,298.2092,301.6985
5.5,0000 1 Aug 1996,299.5441,298.6687,298.6928,301.6118
6.5,0000 1 Aug 1996,299.8324,299.7579,299.3692,301.6016
7.5,0000 1 Aug 1996,300.3696,300.4105,300.1351,301.7735
8.5,0000 1 Aug 1996,300.9658,300.232,300.5985,302.1074
9.5,0000 1 Aug 1996,301.2992,299.4418,300.5617,302.3764
10.5,0000 1 Aug 1996,301.2451,298.3613,300.0601,302.4786
1.5,0000 1 Sep 1996,299.3576,295.1995,297.698,301.6698
2.5,0000 1 Sep 1996,299.202,296.1837,297.7053,301.6419
3.5,0000 1 Sep 1996,299.1362,297.256,297.9345,301.5255
4.5,0000 1 Sep 1996,299.2167,298.478,298.4663,301.3812
5.5,0000 1 Sep 1996,299.6049,299.6552,299.3224,301.3632
6.5,0000 1 Sep 1996,300.2401,300.3017,300.1161,301.6276
7.5,0000 1 Sep 1996,300.8349,300.1532,300.543,302.0364
8.5,0000 1 Sep 1996,301.1183,299.3574,300.3983,302.3545
9.5,0000 1 Sep 1996,301.0234,298.3463,299.9145,302.4393
10.5,0000 1 Sep 1996,300.7549,297.4796,299.3557,302.4016
1.5,0000 1 Oct 1996,299.5327,295.6681,297.8842,301.8315
2.5,0000 1 Oct 1996,299.5179,296.9928,298.1182,301.8272
3.5,0000 1 Oct 1996,299.6013,298.3164,298.6008,301.7499
4.5,0000 1 Oct 1996,299.8915,299.5981,299.366,301.6904
5.5,0000 1 Oct 1996,300.4105,300.3888,300.1967,301.8012
6.5,0000 1 Oct 1996,300.9838,300.2815,300.6656,302.1186
7.5,0000 1 Oct 1996,301.3428,299.4457,300.6038,302.4433
8.5,0000 1 Oct 1996,301.3162,298.3335,300.089,302.6076
9.5,0000 1 Oct 1996,301.071,297.4623,299.5494,302.6166
10.5,0000 1 Oct 1996,300.8274,296.9778,299.2043,302.6386
1.5,0000 1 Nov 1996,299.2755,296.6398,297.9868,301.5426
2.5,0000 1 Nov 1996,299.2861,298.1476,298.4257,301.4531
3.5,0000 1 Nov 1996,299.5813,299.4364,299.1524,301.4432
4.5,0000 1 Nov 1996,300.1579,300.1504,299.9359,301.6478
5.5,0000 1 Nov 1996,300.716,299.99,300.3497,302.0106
6.5,0000 1 Nov 1996,301.0346,299.2034,300.2639,302.2994
7.5,0000 1 Nov 1996,300.9828,298.1688,299.7918,302.3975
8.5,0000 1 Nov 1996,300.76,297.3609,299.2977,302.3733
9.5,0000 1 Nov 1996,300.5501,296.8984,298.9896,302.3959
10.5,0000 1 Nov 1996,300.4594,296.8547,298.918,302.4816
1.5,0000 1 Dec 1996,299.5177,297.5596,298.5506,301.4258
2.5,0000 1 Dec 1996,299.7532,299.1436,299.2326,301.4243
3.5,0000 1 Dec 1996,300.2615,299.9166,299.9647,301.6581
4.5,0000 1 Dec 1996,300.7843,299.7629,300.3758,302.0119
5.5,0000 1 Dec 1996,301.1216,299.0153,300.3424,302.3087
6.5,0000 1 Dec 1996,301.0855,298.0776,299.8925,302.4262
7.5,0000 1 Dec 1996,300.8659,297.3358,299.4007,302.4461
8.5,0000 1 Dec 1996,300.6479,296.9086,299.078,302.4772
9.5,0000 1 Dec 1996,300.5764,296.8713,299.0154,302.5814
10.5,0000 1 Dec 1996,300.6215,297.1958,299.1368,302.6603
1.5,0000 1 Jan 1997,299.5464,299.0157,298.8394,301.6331
2.5,0000 1 Jan 1997,300.0213,300.0204,299.634,301.8234
3.5,0000 1 Jan 1997,300.5071,300.028,300.0864,302.0835
4.5,0000 1 Jan 1997,300.7704,299.2812,300.0245,302.2755
5.5,0000 1 Jan 1997,300.7314,298.2383,299.5982,302.3134
6.5,0000 1 Jan 1997,300.5295,297.3792,299.1266,302.2834
7.5,0000 1 Jan 1997,300.3649,296.9149,298.8511,302.3045
8.5,0000 1 Jan 1997,300.3491,296.8779,298.8304,302.4091
9.5,0000 1 Jan 1997,300.4302,297.2026,298.974,302.4969
10.5,0000 1 Jan 1997,300.4963,297.7625,299.1579,302.4724
1.5,0000 1 Feb 1997,300.312,300.2663,300.0238,301.8629
2.5,0000 1 Feb 1997,300.8324,300.3147,300.5,302.1441
3.5,0000 1 Feb 1997,301.0858,299.5226,300.3891,302.3849
4.5,0000 1 Feb 1997,301.0026,298.4325,299.905,302.4124
5.5,0000 1 Feb 1997,300.7578,297.5307,299.3682,302.3742
6.5,0000 1 Feb 1997,300.5368,296.9907,298.9956,302.3994
7.5,0000 1 Feb 1997,300.4828,296.9008,298.9048,302.5226
8.5,0000 1 Feb 1997,300.5622,297.1917,299.0361,302.6458
9.5,0000 1 Feb 1997,300.5994,297.727,299.2017,302.613
10.5,0000 1 Feb 1997,300.5248,298.5048,299.413,302.3712
1.5,0000 1 Mar 1997,301.0429,300.3447,300.697,302.2431
2.5,0000 1 Mar 1997,301.3689,299.6562,300.6773,302.5329
3.5,0000 1 Mar 1997,301.2484,298.6227,300.1716,302.5205
4.5,0000 1 Mar 1997,300.9179,297.7524,299.5747,302.3969
5.5,0000 1 Mar 1997,300.598,297.1859,299.1139,302.35
6.5,0000 1 Mar 1997,300.4512,297.0283,298.9157,302.4222
7.5,0000 1 Mar 1997,300.4276,297.249,298.9431,302.5157
8.5,0000 1 Mar 1997,300.3888,297.7241,299.0445,302.4431
9.5,0000 1 Mar 1997,300.2693,298.4536,299.2111,302.188
10.5,0000 1 Mar 1997,300.2066,299.3477,299.5158,301.8575
1.5,0000 1 Apr 1997,301.4749,299.7494,300.7214,302.649
2.5,0000 1 Apr 1997,301.4576,298.9041,300.3619,302.647
3.5,0000 1 Apr 1997,301.197,298.1215,299.856,302.5519
4.5,0000 1 Apr 1997,300.9529,297.6279,299.4914,302.5747
5.5,0000 1 Apr 1997,300.9276,297.5353,299.4016,302.7712
6.5,0000 1 Apr 1997,301.0455,297.7675,299.5399,302.9413
7.5,0000 1 Apr 1997,301.1459,298.218,299.7431,302.9277
8.5,0000 1 Apr 1997,301.0927,298.8946,299.9474,302.6663
9.5,0000 1 Apr 1997,301.0236,299.7955,300.2346,302.3448
10.5,0000 1 Apr 1997,301.0923,300.6453,300.6406,302.1405
1.5,0000 1 May 1997,301.5671,299.2771,300.6711,302.6147
2.5,0000 1 May 1997,301.3033,298.513,300.1182,302.5537
3.5,0000 1 May 1997,301.0751,297.9972,299.7472,302.5729
4.5,0000 1 May 1997,301.075,297.851,299.667,302.7839
5.5,0000 1 May 1997,301.2274,298.0396,299.8224,302.9703
6.5,0000 1 May 1997,301.3563,298.4974,300.0338,302.9808
7.5,0000 1 May 1997,301.326,299.1875,300.2537,302.7141
8.5,0000 1 May 1997,301.2819,300.0208,300.5309,302.3708
9.5,0000 1 May 1997,301.3346,300.7856,300.9095,302.1342
10.5,0000 1 May 1997,301.5721,301.1492,301.3388,302.0986
1.5,0000 1 Jun 1997,301.6934,298.8463,300.5954,302.6292
2.5,0000 1 Jun 1997,301.4288,298.4139,300.2504,302.639
3.5,0000 1 Jun 1997,301.3727,298.2666,300.1401,302.8369
