L,START,TARGET,SZN,MEAN_SST_CanSIPS_IC4,VAR_SST_CanSIPS_IC4,MEAN_SST_CanSIPS_IC4_ONETWO,VAR_SST_CanSIPS_IC4_ONETWO,MEAN_SST_CanSIPS_IC4_THREE,VAR_SST_CanSIPS_IC4_THREE,MEAN_SST_CanSIPS_IC4_FOUR,VAR_SST_CanSIPS_IC4_FOUR
9.5,1,10,SON,25.38169666666669,0.3955327576083331,22.757323333333353,0.1466329542643704,24.34708000000002,0.1678511595862046,27.321893333333357,0.1616005930574709
9.5,2,11,OND,25.397806666666693,0.5327346282201135,23.40848666666669,0.1405543170574738,24.522753333333355,0.2258904625747107,27.305203333333356,0.2465119355057483
9.5,3,12,NDJ,25.460906666666684,0.6445069151922413,24.265986666666684,0.1344551825747114,24.807673333333355,0.2894883627126464,27.270796666666687,0.3086725575747102
9.5,4,1,DJF,25.613446666666693,0.6113503771738509,25.29113666666669,0.1035124727471229,25.25733666666669,0.2842060644712636,27.213693333333357,0.327328593057468
9.5,5,2,JFM,25.977996666666687,0.6832375856336204,26.255590000000023,0.1033575602413808,25.85349333333336,0.3578847978850634,27.291436666666694,0.3876442755057469
9.5,6,3,FMA,26.44377666666669,0.6330553001979892,26.772990000000025,0.1101011705862074,26.42527333333336,0.3206366882298859,27.488050000000023,0.3755186674137894
9.5,7,4,MAM,26.84989666666668,0.6444537954284475,26.391320000000015,0.1596135202758625,26.648976666666687,0.3635270839195467,27.82647666666669,0.3553960666781595
9.5,8,5,AMJ,26.79547333333335,0.4991599708425284,25.29634333333335,0.1674252577126415,26.236250000000027,0.2735081294827601,27.898436666666687,0.2604933637816114
9.5,9,6,MJJ,26.449333333333357,0.42183500447873534,23.953236666666687,0.1573511989540218,25.42945000000002,0.189819401206894,27.83104666666669,0.1980224246436756
9.5,10,7,JJA,25.978550000000023,0.403009504579024,22.983896666666684,0.1332946161954032,24.712170000000025,0.1874450628620697,27.64164000000002,0.1815019424827588
9.5,11,8,JAS,25.577296666666697,0.3966644444695414,22.485200000000024,0.1190948131034496,24.30704666666669,0.1472574860229865,27.430730000000025,0.1848684311379324
9.5,12,9,ASO,25.41787666666669,0.3791254941749999,22.44353333333335,0.1409043285057442,24.260676666666697,0.1387979280574684,27.35102666666669,0.1686523854712669
10.5,1,11,OND,25.32266333333336,0.4572714483109199,23.32425666666669,0.1208684694367825,24.452396666666687,0.1954694886091939,27.21389666666669,0.1806465410229879
10.5,2,12,NDJ,25.359650000000027,0.5530040272554603,24.189556666666697,0.1038117832298876,24.709166666666693,0.2353300367816073,27.15379666666669,0.246066163781612
10.5,3,1,DJF,25.50745666666669,0.6095031863402295,25.19304000000003,0.1018997893793088,25.155243333333352,0.2581256763333392,27.095690000000022,0.2950884478275846
10.5,4,2,JFM,25.830816666666692,0.5515431582735631,26.15258666666669,0.0743099349885077,25.733030000000028,0.2316865973448259,27.131550000000026,0.3044795770689653
10.5,5,3,FMA,26.311540000000026,0.5971530034844833,26.639066666666693,0.0932665188505733,26.298630000000024,0.2954530056206932,27.36246333333335,0.3377639817126406
10.5,6,4,MAM,26.71085666666669,0.5534708183275867,26.28542333333336,0.1289146797816071,26.51630666666669,0.2851587916781616,27.67032000000002,0.3089194623448262
10.5,7,5,AMJ,26.87208333333336,0.5448117593704032,25.288966666666685,0.1669689319540231,26.292590000000025,0.2939469119655156,27.940823333333352,0.2946958466781609
10.5,8,6,MJJ,26.527820000000023,0.43229836490689627,24.039950000000022,0.1598042887931022,25.538906666666698,0.2228121116781592,27.857983333333348,0.2114816800574752
10.5,9,7,JJA,26.019560000000023,0.3932545514873558,23.055136666666687,0.1314863679195393,24.759866666666692,0.1609304457471311,27.66007666666669,0.1623113190919529
10.5,10,8,JAS,25.61513666666669,0.37925145974885105,22.539690000000014,0.1274021519655161,24.35810666666669,0.1536645730574691,27.455523333333357,0.1596067777126453
10.5,11,9,ASO,25.373080000000027,0.37152212772270077,22.43518000000002,0.1137381926896597,24.230670000000025,0.1245123249310338,27.30243666666669,0.1681747479195424
10.5,12,10,SON,25.344350000000023,0.40399716959971244,22.77546000000002,0.1203431486896544,24.34721666666668,0.1393058469540206,27.25527333333336,0.1702978882298895
