L,MON,LDC_SST_GEM5_NEMO
7.5,0000 1 Oct 2007,297.3398
8.5,0000 1 Oct 2007,297.1271
9.5,0000 1 Oct 2007,296.7396
10.5,0000 1 Oct 2007,296.4252
1.5,0000 1 Nov 2007,296.6022
2.5,0000 1 Nov 2007,296.2709
3.5,0000 1 Nov 2007,296.3821
4.5,0000 1 Nov 2007,296.6339
5.5,0000 1 Nov 2007,296.8616
6.5,0000 1 Nov 2007,296.9533
7.5,0000 1 Nov 2007,296.7986
8.5,0000 1 Nov 2007,296.5027
9.5,0000 1 Nov 2007,296.2386
10.5,0000 1 Nov 2007,296.1652
1.5,0000 1 Dec 2007,296.7223
2.5,0000 1 Dec 2007,296.5121
3.5,0000 1 Dec 2007,296.7212
4.5,0000 1 Dec 2007,296.9999
5.5,0000 1 Dec 2007,297.0459
6.5,0000 1 Dec 2007,296.8783
7.5,0000 1 Dec 2007,296.588
8.5,0000 1 Dec 2007,296.3084
9.5,0000 1 Dec 2007,296.1821
10.5,0000 1 Dec 2007,296.1733
1.5,0000 1 Jan 2008,297.2657
2.5,0000 1 Jan 2008,297.3144
3.5,0000 1 Jan 2008,297.4689
4.5,0000 1 Jan 2008,297.44
5.5,0000 1 Jan 2008,297.2263
6.5,0000 1 Jan 2008,296.9051
7.5,0000 1 Jan 2008,296.5766
8.5,0000 1 Jan 2008,296.3792
9.5,0000 1 Jan 2008,296.2953
10.5,0000 1 Jan 2008,296.2963
1.5,0000 1 Feb 2008,297.6873
2.5,0000 1 Feb 2008,297.7278
3.5,0000 1 Feb 2008,297.6025
4.5,0000 1 Feb 2008,297.2532
5.5,0000 1 Feb 2008,296.8433
6.5,0000 1 Feb 2008,296.5095
7.5,0000 1 Feb 2008,296.3112
8.5,0000 1 Feb 2008,296.2047
9.5,0000 1 Feb 2008,296.1635
10.5,0000 1 Feb 2008,296.2083
1.5,0000 1 Mar 2008,298.5702
2.5,0000 1 Mar 2008,298.3056
3.5,0000 1 Mar 2008,297.9261
4.5,0000 1 Mar 2008,297.5441
5.5,0000 1 Mar 2008,297.1698
6.5,0000 1 Mar 2008,296.9129
7.5,0000 1 Mar 2008,296.7335
8.5,0000 1 Mar 2008,296.6246
9.5,0000 1 Mar 2008,296.5972
10.5,0000 1 Mar 2008,296.6716
1.5,0000 1 Apr 2008,299.0449
2.5,0000 1 Apr 2008,298.5148
3.5,0000 1 Apr 2008,298.0158
4.5,0000 1 Apr 2008,297.7033
5.5,0000 1 Apr 2008,297.5947
6.5,0000 1 Apr 2008,297.5878
7.5,0000 1 Apr 2008,297.5627
8.5,0000 1 Apr 2008,297.5479
9.5,0000 1 Apr 2008,297.5726
10.5,0000 1 Apr 2008,297.6816
1.5,0000 1 May 2008,299.1461
2.5,0000 1 May 2008,298.5086
3.5,0000 1 May 2008,298.0339
4.5,0000 1 May 2008,297.8453
5.5,0000 1 May 2008,297.7902
6.5,0000 1 May 2008,297.739
7.5,0000 1 May 2008,297.6901
8.5,0000 1 May 2008,297.6971
9.5,0000 1 May 2008,297.7963
10.5,0000 1 May 2008,297.955
1.5,0000 1 Jun 2008,298.9197
2.5,0000 1 Jun 2008,298.3542
3.5,0000 1 Jun 2008,298.0952
4.5,0000 1 Jun 2008,298.002
5.5,0000 1 Jun 2008,297.9027
6.5,0000 1 Jun 2008,297.7829
7.5,0000 1 Jun 2008,297.7095
8.5,0000 1 Jun 2008,297.7523
9.5,0000 1 Jun 2008,297.8987
10.5,0000 1 Jun 2008,298.0288
1.5,0000 1 Jul 2008,298.8773
2.5,0000 1 Jul 2008,298.3584
3.5,0000 1 Jul 2008,298.2195
4.5,0000 1 Jul 2008,298.1378
5.5,0000 1 Jul 2008,298.0698
6.5,0000 1 Jul 2008,298.0363
7.5,0000 1 Jul 2008,298.0623
8.5,0000 1 Jul 2008,298.1838
9.5,0000 1 Jul 2008,298.2781
10.5,0000 1 Jul 2008,298.216
1.5,0000 1 Aug 2008,298.7832
2.5,0000 1 Aug 2008,298.3925
3.5,0000 1 Aug 2008,298.2439
4.5,0000 1 Aug 2008,298.12
5.5,0000 1 Aug 2008,298.0264
6.5,0000 1 Aug 2008,298.03
7.5,0000 1 Aug 2008,298.1101
8.5,0000 1 Aug 2008,298.1718
9.5,0000 1 Aug 2008,298.1357
10.5,0000 1 Aug 2008,297.8839
1.5,0000 1 Sep 2008,298.7001
2.5,0000 1 Sep 2008,298.3417
3.5,0000 1 Sep 2008,298.1593
4.5,0000 1 Sep 2008,298.0431
5.5,0000 1 Sep 2008,298.0446
6.5,0000 1 Sep 2008,298.0698
7.5,0000 1 Sep 2008,298.1135
8.5,0000 1 Sep 2008,298.0095
9.5,0000 1 Sep 2008,297.6913
10.5,0000 1 Sep 2008,297.1902
1.5,0000 1 Oct 2008,298.6453
2.5,0000 1 Oct 2008,298.304
3.5,0000 1 Oct 2008,298.1244
4.5,0000 1 Oct 2008,298.0322
5.5,0000 1 Oct 2008,297.9873
6.5,0000 1 Oct 2008,298.0034
7.5,0000 1 Oct 2008,297.9777
8.5,0000 1 Oct 2008,297.7715
9.5,0000 1 Oct 2008,297.4026
10.5,0000 1 Oct 2008,296.9901
1.5,0000 1 Nov 2008,298.1867
2.5,0000 1 Nov 2008,297.7285
3.5,0000 1 Nov 2008,297.5596
4.5,0000 1 Nov 2008,297.6174
5.5,0000 1 Nov 2008,297.6599
6.5,0000 1 Nov 2008,297.6452
7.5,0000 1 Nov 2008,297.3793
8.5,0000 1 Nov 2008,296.9844
9.5,0000 1 Nov 2008,296.6027
10.5,0000 1 Nov 2008,296.3741
1.5,0000 1 Dec 2008,297.828
2.5,0000 1 Dec 2008,297.5907
3.5,0000 1 Dec 2008,297.6931
4.5,0000 1 Dec 2008,297.8073
5.5,0000 1 Dec 2008,297.8752
6.5,0000 1 Dec 2008,297.7658
7.5,0000 1 Dec 2008,297.4903
8.5,0000 1 Dec 2008,297.1723
9.5,0000 1 Dec 2008,296.9598
10.5,0000 1 Dec 2008,296.8885
1.5,0000 1 Jan 2009,298.262
2.5,0000 1 Jan 2009,298.2461
3.5,0000 1 Jan 2009,298.348
4.5,0000 1 Jan 2009,298.3923
5.5,0000 1 Jan 2009,298.2371
6.5,0000 1 Jan 2009,297.9013
7.5,0000 1 Jan 2009,297.528
8.5,0000 1 Jan 2009,297.2983
9.5,0000 1 Jan 2009,297.2263
10.5,0000 1 Jan 2009,297.1937
1.5,0000 1 Feb 2009,298.4922
2.5,0000 1 Feb 2009,298.485
3.5,0000 1 Feb 2009,298.5448
4.5,0000 1 Feb 2009,298.3889
5.5,0000 1 Feb 2009,298.0115
6.5,0000 1 Feb 2009,297.6726
7.5,0000 1 Feb 2009,297.5466
8.5,0000 1 Feb 2009,297.5863
9.5,0000 1 Feb 2009,297.6271
10.5,0000 1 Feb 2009,297.6541
1.5,0000 1 Mar 2009,298.986
2.5,0000 1 Mar 2009,298.7204
3.5,0000 1 Mar 2009,298.3734
4.5,0000 1 Mar 2009,297.925
5.5,0000 1 Mar 2009,297.5463
6.5,0000 1 Mar 2009,297.3509
7.5,0000 1 Mar 2009,297.2996
8.5,0000 1 Mar 2009,297.2988
9.5,0000 1 Mar 2009,297.2789
10.5,0000 1 Mar 2009,297.273
1.5,0000 1 Apr 2009,299.7289
2.5,0000 1 Apr 2009,299.2747
3.5,0000 1 Apr 2009,298.8006
4.5,0000 1 Apr 2009,298.3991
5.5,0000 1 Apr 2009,298.2154
6.5,0000 1 Apr 2009,298.2021
7.5,0000 1 Apr 2009,298.2289
8.5,0000 1 Apr 2009,298.2247
9.5,0000 1 Apr 2009,298.1822
10.5,0000 1 Apr 2009,298.2041
1.5,0000 1 May 2009,300.1605
2.5,0000 1 May 2009,299.5953
3.5,0000 1 May 2009,299.1954
4.5,0000 1 May 2009,299.0683
5.5,0000 1 May 2009,299.1137
6.5,0000 1 May 2009,299.1863
7.5,0000 1 May 2009,299.1868
8.5,0000 1 May 2009,299.1246
9.5,0000 1 May 2009,299.0687
10.5,0000 1 May 2009,299.0513
1.5,0000 1 Jun 2009,300.3053
2.5,0000 1 Jun 2009,299.9022
3.5,0000 1 Jun 2009,299.7715
4.5,0000 1 Jun 2009,299.863
5.5,0000 1 Jun 2009,300.0239
6.5,0000 1 Jun 2009,300.0738
7.5,0000 1 Jun 2009,300.0099
8.5,0000 1 Jun 2009,299.8961
9.5,0000 1 Jun 2009,299.8075
10.5,0000 1 Jun 2009,299.6483
1.5,0000 1 Jul 2009,300.0623
2.5,0000 1 Jul 2009,299.8441
3.5,0000 1 Jul 2009,299.944
4.5,0000 1 Jul 2009,300.1147
5.5,0000 1 Jul 2009,300.1875
6.5,0000 1 Jul 2009,300.109
7.5,0000 1 Jul 2009,299.969
8.5,0000 1 Jul 2009,299.8505
9.5,0000 1 Jul 2009,299.7058
10.5,0000 1 Jul 2009,299.3843
1.5,0000 1 Aug 2009,299.9853
2.5,0000 1 Aug 2009,299.8929
3.5,0000 1 Aug 2009,299.9585
4.5,0000 1 Aug 2009,299.9162
5.5,0000 1 Aug 2009,299.7649
6.5,0000 1 Aug 2009,299.6022
7.5,0000 1 Aug 2009,299.4722
8.5,0000 1 Aug 2009,299.3053
9.5,0000 1 Aug 2009,298.9906
10.5,0000 1 Aug 2009,298.4252
1.5,0000 1 Sep 2009,299.9324
2.5,0000 1 Sep 2009,299.8091
3.5,0000 1 Sep 2009,299.7266
4.5,0000 1 Sep 2009,299.528
5.5,0000 1 Sep 2009,299.3089
6.5,0000 1 Sep 2009,299.1567
7.5,0000 1 Sep 2009,299.0001
8.5,0000 1 Sep 2009,298.6767
9.5,0000 1 Sep 2009,298.0547
10.5,0000 1 Sep 2009,297.2667
1.5,0000 1 Oct 2009,300.2511
2.5,0000 1 Oct 2009,300.0709
3.5,0000 1 Oct 2009,299.8484
4.5,0000 1 Oct 2009,299.5957
5.5,0000 1 Oct 2009,299.4214
6.5,0000 1 Oct 2009,299.2587
7.5,0000 1 Oct 2009,298.9661
8.5,0000 1 Oct 2009,298.3839
9.5,0000 1 Oct 2009,297.6693
10.5,0000 1 Oct 2009,297.0142
1.5,0000 1 Nov 2009,300.3585
2.5,0000 1 Nov 2009,299.9938
3.5,0000 1 Nov 2009,299.7215
4.5,0000 1 Nov 2009,299.4824
5.5,0000 1 Nov 2009,299.2692
6.5,0000 1 Nov 2009,299.0104
7.5,0000 1 Nov 2009,298.487
8.5,0000 1 Nov 2009,297.8265
9.5,0000 1 Nov 2009,297.2191
10.5,0000 1 Nov 2009,296.8676
1.5,0000 1 Dec 2009,300.6287
2.5,0000 1 Dec 2009,300.2865
3.5,0000 1 Dec 2009,300.0164
4.5,0000 1 Dec 2009,299.7781
5.5,0000 1 Dec 2009,299.4099
6.5,0000 1 Dec 2009,298.8203
7.5,0000 1 Dec 2009,298.092
8.5,0000 1 Dec 2009,297.5057
9.5,0000 1 Dec 2009,297.1857
10.5,0000 1 Dec 2009,297.0393
1.5,0000 1 Jan 2010,300.3312
2.5,0000 1 Jan 2010,300.0619
3.5,0000 1 Jan 2010,299.8333
4.5,0000 1 Jan 2010,299.4305
5.5,0000 1 Jan 2010,298.7563
6.5,0000 1 Jan 2010,298.0184
7.5,0000 1 Jan 2010,297.4344
8.5,0000 1 Jan 2010,297.1463
9.5,0000 1 Jan 2010,297.0071
10.5,0000 1 Jan 2010,296.9132
1.5,0000 1 Feb 2010,300.6204
2.5,0000 1 Feb 2010,300.0959
3.5,0000 1 Feb 2010,299.4255
4.5,0000 1 Feb 2010,298.6191
5.5,0000 1 Feb 2010,297.8134
6.5,0000 1 Feb 2010,297.1756
7.5,0000 1 Feb 2010,296.8241
8.5,0000 1 Feb 2010,296.6717
9.5,0000 1 Feb 2010,296.58
10.5,0000 1 Feb 2010,296.5058
1.5,0000 1 Mar 2010,300.6116
2.5,0000 1 Mar 2010,299.9067
3.5,0000 1 Mar 2010,298.9802
4.5,0000 1 Mar 2010,298.0947
5.5,0000 1 Mar 2010,297.4516
6.5,0000 1 Mar 2010,297.1323
7.5,0000 1 Mar 2010,296.9676
8.5,0000 1 Mar 2010,296.8565
9.5,0000 1 Mar 2010,296.7519
10.5,0000 1 Mar 2010,296.7566
1.5,0000 1 Apr 2010,300.1267
2.5,0000 1 Apr 2010,299.0365
3.5,0000 1 Apr 2010,298.0186
4.5,0000 1 Apr 2010,297.2989
5.5,0000 1 Apr 2010,296.9282
6.5,0000 1 Apr 2010,296.7329
7.5,0000 1 Apr 2010,296.5742
8.5,0000 1 Apr 2010,296.4714
9.5,0000 1 Apr 2010,296.5236
10.5,0000 1 Apr 2010,296.7081
1.5,0000 1 May 2010,299.0711
2.5,0000 1 May 2010,298.0701
3.5,0000 1 May 2010,297.4333
4.5,0000 1 May 2010,297.1351
5.5,0000 1 May 2010,296.905
6.5,0000 1 May 2010,296.7029
7.5,0000 1 May 2010,296.544
8.5,0000 1 May 2010,296.5518
9.5,0000 1 May 2010,296.6971
10.5,0000 1 May 2010,296.9197
1.5,0000 1 Jun 2010,297.8719
2.5,0000 1 Jun 2010,297.0841
3.5,0000 1 Jun 2010,296.8728
4.5,0000 1 Jun 2010,296.7312
5.5,0000 1 Jun 2010,296.5584
6.5,0000 1 Jun 2010,296.4245
7.5,0000 1 Jun 2010,296.4814
8.5,0000 1 Jun 2010,296.705
9.5,0000 1 Jun 2010,297.0167
10.5,0000 1 Jun 2010,297.2475
1.5,0000 1 Jul 2010,297.143
2.5,0000 1 Jul 2010,296.6362
3.5,0000 1 Jul 2010,296.6148
4.5,0000 1 Jul 2010,296.5351
5.5,0000 1 Jul 2010,296.465
6.5,0000 1 Jul 2010,296.4956
7.5,0000 1 Jul 2010,296.6976
8.5,0000 1 Jul 2010,296.9587
9.5,0000 1 Jul 2010,297.208
10.5,0000 1 Jul 2010,297.2928
1.5,0000 1 Aug 2010,296.8633
2.5,0000 1 Aug 2010,296.3463
3.5,0000 1 Aug 2010,296.2272
4.5,0000 1 Aug 2010,296.1918
5.5,0000 1 Aug 2010,296.2837
6.5,0000 1 Aug 2010,296.4681
7.5,0000 1 Aug 2010,296.6971
8.5,0000 1 Aug 2010,296.9196
9.5,0000 1 Aug 2010,297.0033
10.5,0000 1 Aug 2010,296.9023
1.5,0000 1 Sep 2010,296.4072
2.5,0000 1 Sep 2010,295.8994
3.5,0000 1 Sep 2010,295.9618
4.5,0000 1 Sep 2010,296.2232
5.5,0000 1 Sep 2010,296.5025
6.5,0000 1 Sep 2010,296.8209
7.5,0000 1 Sep 2010,297.0627
8.5,0000 1 Sep 2010,297.158
9.5,0000 1 Sep 2010,297.0208
10.5,0000 1 Sep 2010,296.7684
1.5,0000 1 Oct 2010,296.4503
2.5,0000 1 Oct 2010,296.0692
3.5,0000 1 Oct 2010,296.078
4.5,0000 1 Oct 2010,296.286
5.5,0000 1 Oct 2010,296.5675
6.5,0000 1 Oct 2010,296.8714
7.5,0000 1 Oct 2010,296.9966
8.5,0000 1 Oct 2010,296.951
9.5,0000 1 Oct 2010,296.7738
10.5,0000 1 Oct 2010,296.5667
1.5,0000 1 Nov 2010,296.4952
2.5,0000 1 Nov 2010,296.1081
3.5,0000 1 Nov 2010,296.1688
4.5,0000 1 Nov 2010,296.4453
5.5,0000 1 Nov 2010,296.7453
6.5,0000 1 Nov 2010,296.9334
7.5,0000 1 Nov 2010,296.8695
8.5,0000 1 Nov 2010,296.6365
9.5,0000 1 Nov 2010,296.4143
10.5,0000 1 Nov 2010,296.3166
1.5,0000 1 Dec 2010,296.7073
2.5,0000 1 Dec 2010,296.6369
3.5,0000 1 Dec 2010,296.9704
4.5,0000 1 Dec 2010,297.2745
5.5,0000 1 Dec 2010,297.4279
6.5,0000 1 Dec 2010,297.3216
7.5,0000 1 Dec 2010,296.9945
8.5,0000 1 Dec 2010,296.6326
9.5,0000 1 Dec 2010,296.4144
10.5,0000 1 Dec 2010,296.3858
1.5,0000 1 Jan 2011,297.6938
2.5,0000 1 Jan 2011,297.8131
3.5,0000 1 Jan 2011,298.008
4.5,0000 1 Jan 2011,298.1297
5.5,0000 1 Jan 2011,297.9745
6.5,0000 1 Jan 2011,297.5862
7.5,0000 1 Jan 2011,297.1653
8.5,0000 1 Jan 2011,296.8909
9.5,0000 1 Jan 2011,296.7603
10.5,0000 1 Jan 2011,296.6758
1.5,0000 1 Feb 2011,298.4188
2.5,0000 1 Feb 2011,298.5032
3.5,0000 1 Feb 2011,298.507
4.5,0000 1 Feb 2011,298.2307
5.5,0000 1 Feb 2011,297.7369
6.5,0000 1 Feb 2011,297.246
7.5,0000 1 Feb 2011,296.953
8.5,0000 1 Feb 2011,296.839
9.5,0000 1 Feb 2011,296.7893
10.5,0000 1 Feb 2011,296.7537
1.5,0000 1 Mar 2011,299.0837
2.5,0000 1 Mar 2011,298.9672
3.5,0000 1 Mar 2011,298.6269
4.5,0000 1 Mar 2011,298.1721
5.5,0000 1 Mar 2011,297.7568
6.5,0000 1 Mar 2011,297.5032
7.5,0000 1 Mar 2011,297.3849
8.5,0000 1 Mar 2011,297.2992
9.5,0000 1 Mar 2011,297.2269
10.5,0000 1 Mar 2011,297.2281
1.5,0000 1 Apr 2011,299.6003
2.5,0000 1 Apr 2011,299.0785
3.5,0000 1 Apr 2011,298.4968
4.5,0000 1 Apr 2011,298.0198
5.5,0000 1 Apr 2011,297.7548
6.5,0000 1 Apr 2011,297.6304
7.5,0000 1 Apr 2011,297.5411
8.5,0000 1 Apr 2011,297.5227
9.5,0000 1 Apr 2011,297.5663
10.5,0000 1 Apr 2011,297.7045
1.5,0000 1 May 2011,299.6983
2.5,0000 1 May 2011,299.0357
3.5,0000 1 May 2011,298.5153
4.5,0000 1 May 2011,298.2684
5.5,0000 1 May 2011,298.2242
6.5,0000 1 May 2011,298.1858
7.5,0000 1 May 2011,298.0981
8.5,0000 1 May 2011,298.0219
9.5,0000 1 May 2011,297.9937
10.5,0000 1 May 2011,298.0557
1.5,0000 1 Jun 2011,299.0689
2.5,0000 1 Jun 2011,298.4342
3.5,0000 1 Jun 2011,298.1258
4.5,0000 1 Jun 2011,297.9796
5.5,0000 1 Jun 2011,297.8549
6.5,0000 1 Jun 2011,297.765
7.5,0000 1 Jun 2011,297.7433
8.5,0000 1 Jun 2011,297.837
9.5,0000 1 Jun 2011,298.0234
10.5,0000 1 Jun 2011,298.1949
1.5,0000 1 Jul 2011,298.5854
2.5,0000 1 Jul 2011,298.0704
3.5,0000 1 Jul 2011,297.9603
4.5,0000 1 Jul 2011,297.9035
5.5,0000 1 Jul 2011,297.8141
6.5,0000 1 Jul 2011,297.7633
7.5,0000 1 Jul 2011,297.8005
8.5,0000 1 Jul 2011,297.9714
9.5,0000 1 Jul 2011,298.1035
10.5,0000 1 Jul 2011,298.0948
1.5,0000 1 Aug 2011,297.9917
2.5,0000 1 Aug 2011,297.5914
3.5,0000 1 Aug 2011,297.416
4.5,0000 1 Aug 2011,297.3049
5.5,0000 1 Aug 2011,297.2615
6.5,0000 1 Aug 2011,297.3541
7.5,0000 1 Aug 2011,297.5532
8.5,0000 1 Aug 2011,297.7464
9.5,0000 1 Aug 2011,297.7925
10.5,0000 1 Aug 2011,297.5752
1.5,0000 1 Sep 2011,297.7114
2.5,0000 1 Sep 2011,297.3268
3.5,0000 1 Sep 2011,297.2114
4.5,0000 1 Sep 2011,297.1897
5.5,0000 1 Sep 2011,297.2509
6.5,0000 1 Sep 2011,297.4095
7.5,0000 1 Sep 2011,297.5987
8.5,0000 1 Sep 2011,297.6672
9.5,0000 1 Sep 2011,297.5028
10.5,0000 1 Sep 2011,297.1862
1.5,0000 1 Oct 2011,297.4351
2.5,0000 1 Oct 2011,296.948
3.5,0000 1 Oct 2011,296.8087
4.5,0000 1 Oct 2011,296.8517
5.5,0000 1 Oct 2011,297.0838
6.5,0000 1 Oct 2011,297.3369
7.5,0000 1 Oct 2011,297.4243
8.5,0000 1 Oct 2011,297.2686
9.5,0000 1 Oct 2011,296.9893
10.5,0000 1 Oct 2011,296.758
1.5,0000 1 Nov 2011,297.2677
2.5,0000 1 Nov 2011,296.9595
3.5,0000 1 Nov 2011,297.0586
4.5,0000 1 Nov 2011,297.3029
5.5,0000 1 Nov 2011,297.5244
6.5,0000 1 Nov 2011,297.5973
7.5,0000 1 Nov 2011,297.3904
8.5,0000 1 Nov 2011,297.0381
9.5,0000 1 Nov 2011,296.7409
10.5,0000 1 Nov 2011,296.5901
1.5,0000 1 Dec 2011,297.5517
2.5,0000 1 Dec 2011,297.4521
3.5,0000 1 Dec 2011,297.7197
4.5,0000 1 Dec 2011,298.0377
5.5,0000 1 Dec 2011,298.1228
6.5,0000 1 Dec 2011,297.9182
7.5,0000 1 Dec 2011,297.5276
8.5,0000 1 Dec 2011,297.1845
9.5,0000 1 Dec 2011,297.0006
10.5,0000 1 Dec 2011,296.9471
1.5,0000 1 Jan 2012,298.0697
2.5,0000 1 Jan 2012,298.1161
3.5,0000 1 Jan 2012,298.2675
4.5,0000 1 Jan 2012,298.3243
5.5,0000 1 Jan 2012,298.0712
6.5,0000 1 Jan 2012,297.6645
7.5,0000 1 Jan 2012,297.2858
8.5,0000 1 Jan 2012,297.0529
9.5,0000 1 Jan 2012,296.9788
10.5,0000 1 Jan 2012,296.9764
1.5,0000 1 Feb 2012,298.9583
2.5,0000 1 Feb 2012,298.9916
3.5,0000 1 Feb 2012,298.8827
4.5,0000 1 Feb 2012,298.6223
5.5,0000 1 Feb 2012,298.1912
6.5,0000 1 Feb 2012,297.7859
7.5,0000 1 Feb 2012,297.5958
8.5,0000 1 Feb 2012,297.5716
9.5,0000 1 Feb 2012,297.5971
10.5,0000 1 Feb 2012,297.6189
1.5,0000 1 Mar 2012,299.3544
2.5,0000 1 Mar 2012,299.2321
3.5,0000 1 Mar 2012,298.9274
4.5,0000 1 Mar 2012,298.4613
5.5,0000 1 Mar 2012,298.0355
6.5,0000 1 Mar 2012,297.8428
7.5,0000 1 Mar 2012,297.808
8.5,0000 1 Mar 2012,297.8161
9.5,0000 1 Mar 2012,297.7984
10.5,0000 1 Mar 2012,297.8109
1.5,0000 1 Apr 2012,300.0179
2.5,0000 1 Apr 2012,299.5451
3.5,0000 1 Apr 2012,299.022
4.5,0000 1 Apr 2012,298.6563
5.5,0000 1 Apr 2012,298.5773
6.5,0000 1 Apr 2012,298.6363
7.5,0000 1 Apr 2012,298.6836
8.5,0000 1 Apr 2012,298.6997
9.5,0000 1 Apr 2012,298.6973
10.5,0000 1 Apr 2012,298.7088
1.5,0000 1 May 2012,299.8075
2.5,0000 1 May 2012,299.2161
3.5,0000 1 May 2012,298.8199
4.5,0000 1 May 2012,298.7069
5.5,0000 1 May 2012,298.7355
6.5,0000 1 May 2012,298.7547
7.5,0000 1 May 2012,298.7289
8.5,0000 1 May 2012,298.6497
9.5,0000 1 May 2012,298.6435
10.5,0000 1 May 2012,298.7065
1.5,0000 1 Jun 2012,299.7634
2.5,0000 1 Jun 2012,299.2939
3.5,0000 1 Jun 2012,299.1609
4.5,0000 1 Jun 2012,299.1897
5.5,0000 1 Jun 2012,299.223
6.5,0000 1 Jun 2012,299.1664
7.5,0000 1 Jun 2012,299.0829
8.5,0000 1 Jun 2012,299.0383
9.5,0000 1 Jun 2012,299.0779
10.5,0000 1 Jun 2012,299.0464
1.5,0000 1 Jul 2012,299.498
2.5,0000 1 Jul 2012,299.1424
3.5,0000 1 Jul 2012,299.1832
4.5,0000 1 Jul 2012,299.2457
5.5,0000 1 Jul 2012,299.2548
6.5,0000 1 Jul 2012,299.1947
7.5,0000 1 Jul 2012,299.1555
8.5,0000 1 Jul 2012,299.1592
9.5,0000 1 Jul 2012,299.0809
10.5,0000 1 Jul 2012,298.8604
1.5,0000 1 Aug 2012,299.5999
2.5,0000 1 Aug 2012,299.2749
3.5,0000 1 Aug 2012,299.2021
4.5,0000 1 Aug 2012,299.0815
5.5,0000 1 Aug 2012,298.9149
6.5,0000 1 Aug 2012,298.7759
7.5,0000 1 Aug 2012,298.7163
8.5,0000 1 Aug 2012,298.6531
9.5,0000 1 Aug 2012,298.4712
10.5,0000 1 Aug 2012,298.0371
1.5,0000 1 Sep 2012,299.4517
2.5,0000 1 Sep 2012,299.1413
3.5,0000 1 Sep 2012,298.9054
4.5,0000 1 Sep 2012,298.6724
5.5,0000 1 Sep 2012,298.5673
6.5,0000 1 Sep 2012,298.5936
7.5,0000 1 Sep 2012,298.6288
8.5,0000 1 Sep 2012,298.5279
9.5,0000 1 Sep 2012,298.1685
10.5,0000 1 Sep 2012,297.6584
1.5,0000 1 Oct 2012,299.3793
2.5,0000 1 Oct 2012,299.0664
3.5,0000 1 Oct 2012,298.7983
4.5,0000 1 Oct 2012,298.5865
5.5,0000 1 Oct 2012,298.486
6.5,0000 1 Oct 2012,298.4356
7.5,0000 1 Oct 2012,298.272
8.5,0000 1 Oct 2012,297.8863
9.5,0000 1 Oct 2012,297.325
10.5,0000 1 Oct 2012,296.8275
1.5,0000 1 Nov 2012,298.9805
2.5,0000 1 Nov 2012,298.5475
3.5,0000 1 Nov 2012,298.3836
4.5,0000 1 Nov 2012,298.3768
5.5,0000 1 Nov 2012,298.4054
6.5,0000 1 Nov 2012,298.3049
7.5,0000 1 Nov 2012,297.9783
8.5,0000 1 Nov 2012,297.5448
9.5,0000 1 Nov 2012,297.1572
10.5,0000 1 Nov 2012,296.9346
1.5,0000 1 Dec 2012,298.7174
2.5,0000 1 Dec 2012,298.3368
3.5,0000 1 Dec 2012,298.2609
4.5,0000 1 Dec 2012,298.2743
5.5,0000 1 Dec 2012,298.2066
6.5,0000 1 Dec 2012,297.9128
7.5,0000 1 Dec 2012,297.5274
8.5,0000 1 Dec 2012,297.1749
9.5,0000 1 Dec 2012,297.0298
10.5,0000 1 Dec 2012,297.0081
1.5,0000 1 Jan 2013,298.6773
2.5,0000 1 Jan 2013,298.5113
3.5,0000 1 Jan 2013,298.4684
4.5,0000 1 Jan 2013,298.3849
5.5,0000 1 Jan 2013,298.1253
6.5,0000 1 Jan 2013,297.7075
7.5,0000 1 Jan 2013,297.3199
8.5,0000 1 Jan 2013,297.0921
9.5,0000 1 Jan 2013,297.0352
10.5,0000 1 Jan 2013,296.9957
1.5,0000 1 Feb 2013,299.1241
2.5,0000 1 Feb 2013,298.8945
3.5,0000 1 Feb 2013,298.6315
4.5,0000 1 Feb 2013,298.2384
5.5,0000 1 Feb 2013,297.756
6.5,0000 1 Feb 2013,297.3617
7.5,0000 1 Feb 2013,297.2052
8.5,0000 1 Feb 2013,297.2062
9.5,0000 1 Feb 2013,297.2162
10.5,0000 1 Feb 2013,297.2375
1.5,0000 1 Mar 2013,299.6867
2.5,0000 1 Mar 2013,299.2846
3.5,0000 1 Mar 2013,298.7801
4.5,0000 1 Mar 2013,298.272
5.5,0000 1 Mar 2013,297.8514
6.5,0000 1 Mar 2013,297.6584
7.5,0000 1 Mar 2013,297.6076
8.5,0000 1 Mar 2013,297.5789
9.5,0000 1 Mar 2013,297.5614
10.5,0000 1 Mar 2013,297.5724
1.5,0000 1 Apr 2013,299.8228
2.5,0000 1 Apr 2013,299.2011
3.5,0000 1 Apr 2013,298.5722
4.5,0000 1 Apr 2013,298.1148
5.5,0000 1 Apr 2013,297.886
6.5,0000 1 Apr 2013,297.904
7.5,0000 1 Apr 2013,297.9551
8.5,0000 1 Apr 2013,297.9399
9.5,0000 1 Apr 2013,297.9138
10.5,0000 1 Apr 2013,297.9795
1.5,0000 1 May 2013,299.4811
2.5,0000 1 May 2013,298.8833
3.5,0000 1 May 2013,298.5524
4.5,0000 1 May 2013,298.4696
5.5,0000 1 May 2013,298.5209
6.5,0000 1 May 2013,298.5869
7.5,0000 1 May 2013,298.5987
8.5,0000 1 May 2013,298.5777
9.5,0000 1 May 2013,298.6312
10.5,0000 1 May 2013,298.7773
