L,BIAS_ABS
1.5,1.1332315789473462
2.5,1.3751736842105011
3.5,1.711873684210503
4.5,1.9156157894736645
5.5,2.135784210526296
6.5,2.3029574074073844
7.5,2.4517962962962736
8.5,2.6595629629629403
9.5,2.815490740740723
10.5,2.880790740740715
