L,MON,LDC_SST_GEM52_NEMO,LDC_SST_GEM52_NEMO_ONETWO,LDC_SST_GEM52_NEMO_THREE,LDC_SST_GEM52_NEMO_FOUR
5.5,0000 1 Sep 2013,298.5441,298.933,299.9972,300.1327
6.5,0000 1 Sep 2013,298.6958,299.3324,300.7011,300.0299
7.5,0000 1 Sep 2013,298.8259,298.7515,301.0231,300.0373
8.5,0000 1 Sep 2013,298.8527,297.5126,300.9301,300.0796
9.5,0000 1 Sep 2013,298.6579,296.1741,300.4609,300.0143
10.5,0000 1 Sep 2013,298.2722,295.2896,299.9267,299.8085
1.5,0000 1 Oct 2013,299.0026,296.2803,298.3913,301.2312
2.5,0000 1 Oct 2013,298.8466,297.4362,298.6722,300.9445
3.5,0000 1 Oct 2013,298.7945,298.3411,299.1718,300.6533
4.5,0000 1 Oct 2013,298.838,299.0416,299.9121,300.3819
5.5,0000 1 Oct 2013,298.956,299.3826,300.6591,300.2245
6.5,0000 1 Oct 2013,299.0678,298.7845,301.0301,300.2308
7.5,0000 1 Oct 2013,299.0319,297.5616,300.9016,300.2585
8.5,0000 1 Oct 2013,298.7824,296.2609,300.4069,300.1748
9.5,0000 1 Oct 2013,298.3694,295.4343,299.8461,299.9589
10.5,0000 1 Oct 2013,297.957,295.069,299.4441,299.6873
1.5,0000 1 Nov 2013,298.8528,296.6808,298.6275,300.9485
2.5,0000 1 Nov 2013,298.6036,297.8719,299.0445,300.4877
3.5,0000 1 Nov 2013,298.5944,298.682,299.6327,300.1861
4.5,0000 1 Nov 2013,298.718,298.9088,300.2769,300.0556
5.5,0000 1 Nov 2013,298.8206,298.3147,300.6071,300.052
6.5,0000 1 Nov 2013,298.7957,297.163,300.51,300.052
7.5,0000 1 Nov 2013,298.5488,296.0044,300.0975,299.9235
8.5,0000 1 Nov 2013,298.124,295.257,299.6533,299.6604
9.5,0000 1 Nov 2013,297.6955,294.8897,299.3527,299.3552
10.5,0000 1 Nov 2013,297.406,294.8695,299.2742,299.0903
1.5,0000 1 Dec 2013,298.8209,297.6492,298.8908,300.8204
2.5,0000 1 Dec 2013,298.6409,298.6446,299.3869,300.3909
3.5,0000 1 Dec 2013,298.7639,298.8639,299.9144,300.239
4.5,0000 1 Dec 2013,298.9205,298.2202,300.1542,300.2453
5.5,0000 1 Dec 2013,298.94,297.1061,300.0548,300.2373
6.5,0000 1 Dec 2013,298.7169,296.0864,299.6797,300.1048
7.5,0000 1 Dec 2013,298.3576,295.4523,299.308,299.8683
8.5,0000 1 Dec 2013,297.9801,295.147,299.0735,299.5921
9.5,0000 1 Dec 2013,297.7239,295.1227,299.0568,299.3495
10.5,0000 1 Dec 2013,297.5928,295.3884,299.1898,299.1647
1.5,0000 1 Jan 2014,299.0222,298.9823,299.6174,300.7136
2.5,0000 1 Jan 2014,299.1577,299.2674,300.1891,300.5572
3.5,0000 1 Jan 2014,299.3353,298.5316,300.432,300.5832
4.5,0000 1 Jan 2014,299.3406,297.3644,300.3225,300.5964
5.5,0000 1 Jan 2014,299.0456,296.2831,299.9083,300.4603
6.5,0000 1 Jan 2014,298.5964,295.6535,299.4492,300.1808
7.5,0000 1 Jan 2014,298.1548,295.3251,299.1402,299.8676
8.5,0000 1 Jan 2014,297.8803,295.3386,299.0351,299.6139
9.5,0000 1 Jan 2014,297.7704,295.698,299.1402,299.4549
10.5,0000 1 Jan 2014,297.7417,296.2218,299.3119,299.368
1.5,0000 1 Feb 2014,299.4432,298.8687,300.1859,301.1101
2.5,0000 1 Feb 2014,299.6195,298.3907,300.5978,301.0356
3.5,0000 1 Feb 2014,299.6628,297.4987,300.4958,300.9392
4.5,0000 1 Feb 2014,299.4318,296.6489,300.0195,300.727
5.5,0000 1 Feb 2014,299.0344,296.0224,299.4964,300.4315
6.5,0000 1 Feb 2014,298.635,295.6786,299.1457,300.1411
7.5,0000 1 Feb 2014,298.3809,295.6417,299.0436,299.9346
8.5,0000 1 Feb 2014,298.2753,295.9094,299.1471,299.821
9.5,0000 1 Feb 2014,298.2111,296.3428,299.3238,299.7578
10.5,0000 1 Feb 2014,298.1707,296.9728,299.5558,299.7098
1.5,0000 1 Mar 2014,300.1138,298.9479,300.5107,301.5857
2.5,0000 1 Mar 2014,300.114,298.1302,300.4272,301.452
3.5,0000 1 Mar 2014,299.8372,297.2591,299.9469,301.1812
4.5,0000 1 Mar 2014,299.4119,296.5113,299.4126,300.8371
5.5,0000 1 Mar 2014,299.007,296.0901,299.0383,300.5231
6.5,0000 1 Mar 2014,298.7677,296.0576,298.9398,300.3363
7.5,0000 1 Mar 2014,298.677,296.3392,299.0418,300.2363
8.5,0000 1 Mar 2014,298.6007,296.775,299.2046,300.1512
9.5,0000 1 Mar 2014,298.5083,297.286,299.4528,300.0211
10.5,0000 1 Mar 2014,298.4669,297.9655,299.8489,299.8659
1.5,0000 1 Apr 2014,300.4484,298.0024,300.4534,301.8025
2.5,0000 1 Apr 2014,300.0721,297.32,299.9268,301.498
3.5,0000 1 Apr 2014,299.5986,296.6375,299.3547,301.1245
4.5,0000 1 Apr 2014,299.1729,296.2531,298.9741,300.7903
5.5,0000 1 Apr 2014,298.9076,296.2434,298.8881,300.5459
6.5,0000 1 Apr 2014,298.7597,296.5381,299.0208,300.3967
7.5,0000 1 Apr 2014,298.6494,296.9902,299.2014,300.29
8.5,0000 1 Apr 2014,298.575,297.4877,299.4506,300.1949
9.5,0000 1 Apr 2014,298.5979,298.1239,299.8654,300.0741
10.5,0000 1 Apr 2014,298.7225,298.7382,300.5201,299.9736
1.5,0000 1 May 2014,300.3859,297.6812,300.2144,301.8181
2.5,0000 1 May 2014,299.854,297.0028,299.6405,301.3763
3.5,0000 1 May 2014,299.4474,296.4601,299.2237,301.0326
4.5,0000 1 May 2014,299.2197,296.2209,299.0871,300.8271
5.5,0000 1 May 2014,299.1312,296.4051,299.169,300.7328
6.5,0000 1 May 2014,299.0516,296.8317,299.3098,300.6586
7.5,0000 1 May 2014,298.9679,297.5089,299.5396,300.5479
8.5,0000 1 May 2014,298.9204,298.2957,299.9268,300.3821
9.5,0000 1 May 2014,298.9777,298.988,300.508,300.2268
10.5,0000 1 May 2014,299.1119,299.2701,301.1402,300.1583
1.5,0000 1 Jun 2014,299.8995,296.9116,299.8793,301.5951
2.5,0000 1 Jun 2014,299.4011,296.4043,299.4382,301.1855
3.5,0000 1 Jun 2014,299.2176,296.2776,299.2923,300.9677
4.5,0000 1 Jun 2014,299.1748,296.5246,299.3855,300.8587
5.5,0000 1 Jun 2014,299.1453,297.009,299.5448,300.784
6.5,0000 1 Jun 2014,299.0841,297.6183,299.7547,300.6801
7.5,0000 1 Jun 2014,299.055,298.3753,300.096,300.5249
8.5,0000 1 Jun 2014,299.1233,299.0735,300.6152,300.3745
9.5,0000 1 Jun 2014,299.2635,299.3877,301.2268,300.2987
10.5,0000 1 Jun 2014,299.3291,298.7556,301.5894,300.3163
1.5,0000 1 Jul 2014,299.4446,296.2852,299.5464,301.4094
2.5,0000 1 Jul 2014,299.1977,296.2786,299.3615,301.1511
3.5,0000 1 Jul 2014,299.2415,296.5842,299.4363,301.0775
4.5,0000 1 Jul 2014,299.2923,297.1419,299.6008,301.0331
5.5,0000 1 Jul 2014,299.2978,297.7997,299.8291,300.9828
6.5,0000 1 Jul 2014,299.3141,298.528,300.1961,300.8886
7.5,0000 1 Jul 2014,299.4262,299.1735,300.7333,300.7993
8.5,0000 1 Jul 2014,299.6198,299.5036,301.314,300.7585
9.5,0000 1 Jul 2014,299.7317,299.0289,301.5799,300.7575
10.5,0000 1 Jul 2014,299.6325,297.8992,301.3453,300.7249
1.5,0000 1 Aug 2014,299.4157,296.0837,299.106,301.4715
2.5,0000 1 Aug 2014,299.3217,296.5267,299.1869,301.2687
3.5,0000 1 Aug 2014,299.3881,297.0515,299.3703,301.2321
4.5,0000 1 Aug 2014,299.4009,297.6943,299.6082,301.1986
5.5,0000 1 Aug 2014,299.4182,298.4408,299.9766,301.1272
6.5,0000 1 Aug 2014,299.509,299.1794,300.5457,301.0082
7.5,0000 1 Aug 2014,299.6875,299.5758,301.2008,300.9112
8.5,0000 1 Aug 2014,299.8119,299.1545,301.5657,300.865
9.5,0000 1 Aug 2014,299.7371,298.0763,301.424,300.8156
10.5,0000 1 Aug 2014,299.3379,296.7865,300.8416,300.6148
1.5,0000 1 Sep 2014,299.3876,296.079,298.7155,301.5288
2.5,0000 1 Sep 2014,299.2224,296.8853,298.8553,301.255
3.5,0000 1 Sep 2014,299.1949,297.5186,299.1195,301.1121
4.5,0000 1 Sep 2014,299.2091,298.2689,299.605,300.9542
5.5,0000 1 Sep 2014,299.3145,298.9887,300.2993,300.8091
6.5,0000 1 Sep 2014,299.4853,299.386,301.0216,300.7167
7.5,0000 1 Sep 2014,299.5988,298.9155,301.3865,300.692
8.5,0000 1 Sep 2014,299.4957,297.8313,301.2399,300.6122
9.5,0000 1 Sep 2014,299.0733,296.5994,300.6621,300.3845
10.5,0000 1 Sep 2014,298.4256,295.6799,299.9681,299.9916
1.5,0000 1 Oct 2014,299.746,296.7758,298.9528,301.7693
2.5,0000 1 Oct 2014,299.6109,297.7706,299.2146,301.5204
3.5,0000 1 Oct 2014,299.5645,298.5197,299.625,301.2808
4.5,0000 1 Oct 2014,299.6186,299.1428,300.236,301.0785
5.5,0000 1 Oct 2014,299.7567,299.4322,300.8996,300.9848
6.5,0000 1 Oct 2014,299.8595,298.9331,301.2416,300.9761
7.5,0000 1 Oct 2014,299.7697,297.8302,301.0836,300.9252
8.5,0000 1 Oct 2014,299.371,296.5599,300.5382,300.7158
9.5,0000 1 Oct 2014,298.7493,295.671,299.9102,300.3648
10.5,0000 1 Oct 2014,298.1346,295.1784,299.4692,299.9638
1.5,0000 1 Nov 2014,299.8591,297.383,299.3605,301.799
2.5,0000 1 Nov 2014,299.6355,298.3293,299.7393,301.4205
3.5,0000 1 Nov 2014,299.5465,298.9829,300.2719,301.0784
4.5,0000 1 Nov 2014,299.573,299.236,300.8319,300.87
5.5,0000 1 Nov 2014,299.6039,298.6206,301.1011,300.7922
6.5,0000 1 Nov 2014,299.5001,297.4345,300.9429,300.7353
7.5,0000 1 Nov 2014,299.1278,296.1998,300.4045,300.551
8.5,0000 1 Nov 2014,298.5726,295.4283,299.7814,300.2323
9.5,0000 1 Nov 2014,297.9897,295.0117,299.3276,299.8402
10.5,0000 1 Nov 2014,297.5754,294.9194,299.1582,299.4813
1.5,0000 1 Dec 2014,299.8297,298.0709,299.79,301.706
2.5,0000 1 Dec 2014,299.7343,298.8904,300.2948,301.3601
3.5,0000 1 Dec 2014,299.8148,299.1109,300.8386,301.1674
4.5,0000 1 Dec 2014,299.8712,298.6331,301.0712,301.0933
5.5,0000 1 Dec 2014,299.7621,297.6693,300.8874,301.006
6.5,0000 1 Dec 2014,299.35,296.6159,300.3283,300.7678
7.5,0000 1 Dec 2014,298.7577,295.8248,299.7316,300.386
8.5,0000 1 Dec 2014,298.1615,295.3481,299.3001,299.9653
9.5,0000 1 Dec 2014,297.7649,295.2007,299.1367,299.5966
10.5,0000 1 Dec 2014,297.5447,295.4178,299.2171,299.3047
1.5,0000 1 Jan 2015,299.7916,298.5933,300.2571,301.5162
2.5,0000 1 Jan 2015,299.8311,298.8779,300.7039,301.3398
3.5,0000 1 Jan 2015,299.9566,298.449,300.8652,301.3097
4.5,0000 1 Jan 2015,299.9306,297.6114,300.6693,301.2385
5.5,0000 1 Jan 2015,299.6278,296.724,300.16,301.0142
6.5,0000 1 Jan 2015,299.1222,296.0472,299.6046,300.6518
7.5,0000 1 Jan 2015,298.6031,295.6117,299.1983,300.2751
8.5,0000 1 Jan 2015,298.2513,295.5072,299.0655,299.9666
9.5,0000 1 Jan 2015,298.0606,295.694,299.1542,299.7415
10.5,0000 1 Jan 2015,297.9181,296.0986,299.3111,299.5663
1.5,0000 1 Feb 2015,300.4043,298.9705,300.8949,301.8662
2.5,0000 1 Feb 2015,300.5163,298.623,301.2292,301.8099
3.5,0000 1 Feb 2015,300.4637,297.8803,301.0809,301.6951
4.5,0000 1 Feb 2015,300.1389,297.0219,300.5482,301.4369
5.5,0000 1 Feb 2015,299.6166,296.3278,299.8976,301.0617
6.5,0000 1 Feb 2015,299.0949,295.9054,299.3866,300.6914
7.5,0000 1 Feb 2015,298.7462,295.8529,299.1721,300.4152
8.5,0000 1 Feb 2015,298.5515,296.0951,299.2462,300.2247
9.5,0000 1 Feb 2015,298.4158,296.5012,299.4277,300.0949
10.5,0000 1 Feb 2015,298.2936,297.0429,299.6947,299.9519
1.5,0000 1 Mar 2015,300.799,298.6563,301.1335,302.2062
2.5,0000 1 Mar 2015,300.8094,298.0008,301.1508,302.091
3.5,0000 1 Mar 2015,300.5515,297.38,300.7363,301.825
4.5,0000 1 Mar 2015,300.1302,296.8423,300.2054,301.4779
5.5,0000 1 Mar 2015,299.6966,296.5102,299.8203,301.1584
6.5,0000 1 Mar 2015,299.4045,296.4396,299.6926,300.9578
7.5,0000 1 Mar 2015,299.2611,296.678,299.8208,300.8478
8.5,0000 1 Mar 2015,299.1589,297.0546,300.0465,300.7471
9.5,0000 1 Mar 2015,299.0616,297.541,300.3233,300.5985
10.5,0000 1 Mar 2015,298.974,298.1497,300.6654,300.4091
1.5,0000 1 Apr 2015,301.229,298.6,301.1097,302.4175
2.5,0000 1 Apr 2015,300.9387,297.8554,300.6414,302.184
3.5,0000 1 Apr 2015,300.4848,297.2108,300.0444,301.8388
4.5,0000 1 Apr 2015,300.0154,296.7774,299.5891,301.5001
5.5,0000 1 Apr 2015,299.6871,296.6373,299.4341,301.2381
6.5,0000 1 Apr 2015,299.5015,296.7994,299.5478,301.0587
7.5,0000 1 Apr 2015,299.3515,297.1276,299.7779,300.9001
8.5,0000 1 Apr 2015,299.1789,297.5587,300.0553,300.7139
9.5,0000 1 Apr 2015,299.0336,298.116,300.4686,300.4822
10.5,0000 1 Apr 2015,298.9475,298.6708,301.0317,300.2634
1.5,0000 1 May 2015,301.4865,298.5918,300.8883,302.5428
2.5,0000 1 May 2015,301.1417,298.026,300.3628,302.2858
3.5,0000 1 May 2015,300.766,297.6378,299.9522,302.0395
4.5,0000 1 May 2015,300.5076,297.4947,299.7766,301.8759
5.5,0000 1 May 2015,300.3895,297.5858,299.8423,301.773
6.5,0000 1 May 2015,300.2801,297.859,300.0364,301.6371
7.5,0000 1 May 2015,300.1092,298.1941,300.2977,301.4292
8.5,0000 1 May 2015,299.8876,298.6693,300.6646,301.1081
9.5,0000 1 May 2015,299.6725,299.0945,301.1606,300.8033
10.5,0000 1 May 2015,299.4561,299.1458,301.6906,300.5395
1.5,0000 1 Jun 2015,301.2799,298.2133,300.6072,302.4982
2.5,0000 1 Jun 2015,300.9243,297.712,300.1186,302.262
3.5,0000 1 Jun 2015,300.7455,297.5264,299.8759,302.1498
4.5,0000 1 Jun 2015,300.7085,297.6819,299.9099,302.1179
5.5,0000 1 Jun 2015,300.6955,298.1027,300.0886,302.047
6.5,0000 1 Jun 2015,300.6232,298.5838,300.3417,301.8905
7.5,0000 1 Jun 2015,300.4764,299.1429,300.6761,301.661
8.5,0000 1 Jun 2015,300.313,299.6227,301.0943,301.4087
9.5,0000 1 Jun 2015,300.1211,299.7173,301.5604,301.1895
10.5,0000 1 Jun 2015,299.7722,298.8933,301.7679,300.9507
1.5,0000 1 Jul 2015,301.6275,297.9906,300.5566,302.6537
2.5,0000 1 Jul 2015,301.5184,298.1307,300.4235,302.5955
3.5,0000 1 Jul 2015,301.5187,298.4652,300.5226,302.628
4.5,0000 1 Jul 2015,301.5537,299.0041,300.7278,302.5822
5.5,0000 1 Jul 2015,301.5091,299.532,300.963,302.4069
6.5,0000 1 Jul 2015,301.3753,300.0324,301.2318,302.1176
7.5,0000 1 Jul 2015,301.2113,300.3935,301.5576,301.8458
8.5,0000 1 Jul 2015,301.025,300.3975,301.941,301.6493
9.5,0000 1 Jul 2015,300.6083,299.5562,301.9974,301.4506
10.5,0000 1 Jul 2015,299.8335,298.1461,301.5365,301.0877
1.5,0000 1 Aug 2015,301.6155,297.4398,300.5844,302.7013
2.5,0000 1 Aug 2015,301.5353,298.0764,300.683,302.6902
3.5,0000 1 Aug 2015,301.5071,298.6776,300.8564,302.592
4.5,0000 1 Aug 2015,301.4482,299.2527,301.0526,302.4049
5.5,0000 1 Aug 2015,301.2851,299.7723,301.314,302.1227
6.5,0000 1 Aug 2015,301.0544,300.1928,301.6629,301.8239
7.5,0000 1 Aug 2015,300.7968,300.129,302.074,301.5613
8.5,0000 1 Aug 2015,300.2793,299.2632,302.1291,301.2836
9.5,0000 1 Aug 2015,299.4271,297.8575,301.6313,300.8582
10.5,0000 1 Aug 2015,298.3192,296.4125,300.6721,300.2496
1.5,0000 1 Sep 2015,301.7839,297.752,300.571,302.8905
2.5,0000 1 Sep 2015,301.6611,298.6429,300.7407,302.7559
3.5,0000 1 Sep 2015,301.4989,299.3047,300.9888,302.4869
4.5,0000 1 Sep 2015,301.2628,299.827,301.3074,302.153
5.5,0000 1 Sep 2015,300.9966,300.1948,301.6835,301.829
6.5,0000 1 Sep 2015,300.7252,300.0358,302.0586,301.5959
7.5,0000 1 Sep 2015,300.216,299.0934,302.052,301.3239
8.5,0000 1 Sep 2015,299.3668,297.6815,301.5151,300.9113
9.5,0000 1 Sep 2015,298.2356,296.2372,300.549,300.3004
10.5,0000 1 Sep 2015,297.2377,295.238,299.6086,299.5952
1.5,0000 1 Oct 2015,302.042,298.3679,300.8868,302.8789
2.5,0000 1 Oct 2015,301.8314,299.3781,301.0836,302.6579
3.5,0000 1 Oct 2015,301.5142,300.0616,301.354,302.2689
4.5,0000 1 Oct 2015,301.1623,300.4279,301.6867,301.8725
5.5,0000 1 Oct 2015,300.8088,300.2768,302.0461,301.5524
6.5,0000 1 Oct 2015,300.2348,299.3052,302.0142,301.2602
7.5,0000 1 Oct 2015,299.3565,297.8914,301.4308,300.8824
8.5,0000 1 Oct 2015,298.2953,296.4265,300.4582,300.3021
9.5,0000 1 Oct 2015,297.3741,295.4141,299.5556,299.6035
10.5,0000 1 Oct 2015,296.7913,294.7908,299.0373,298.9482
1.5,0000 1 Nov 2015,301.8787,298.6208,301.1454,302.7832
2.5,0000 1 Nov 2015,301.448,299.5024,301.3437,302.3416
3.5,0000 1 Nov 2015,301.0764,300.0071,301.6173,301.9409
4.5,0000 1 Nov 2015,300.7403,299.8988,301.9306,301.6523
5.5,0000 1 Nov 2015,300.25,298.9695,301.9123,301.4047
6.5,0000 1 Nov 2015,299.4786,297.5713,301.3713,301.0641
7.5,0000 1 Nov 2015,298.4605,296.2329,300.4252,300.4904
8.5,0000 1 Nov 2015,297.513,295.3224,299.5158,299.783
9.5,0000 1 Nov 2015,296.8528,294.825,298.9585,299.124
10.5,0000 1 Nov 2015,296.554,294.7174,298.7415,298.6332
1.5,0000 1 Dec 2015,301.8679,299.4054,301.4276,302.6268
2.5,0000 1 Dec 2015,301.5233,300.0867,301.5915,302.2898
3.5,0000 1 Dec 2015,301.2553,300.1596,301.7082,302.0695
4.5,0000 1 Dec 2015,300.8546,299.4035,301.4412,301.8746
5.5,0000 1 Dec 2015,300.1567,298.1645,300.7334,301.5582
6.5,0000 1 Dec 2015,299.1798,296.7872,299.7202,301.0125
7.5,0000 1 Dec 2015,298.2318,295.842,298.8593,300.3629
8.5,0000 1 Dec 2015,297.553,295.2591,298.3729,299.7291
9.5,0000 1 Dec 2015,297.1726,295.0991,298.2459,299.2173
10.5,0000 1 Dec 2015,296.9446,295.3222,298.2953,298.8108
1.5,0000 1 Jan 2016,301.8812,299.8987,301.6545,302.4417
2.5,0000 1 Jan 2016,301.5442,300.1239,301.6823,302.2147
3.5,0000 1 Jan 2016,301.0227,299.4867,301.2785,301.9753
4.5,0000 1 Jan 2016,300.2113,298.3275,300.4407,301.5637
5.5,0000 1 Jan 2016,299.1367,297.0527,299.3868,300.9468
6.5,0000 1 Jan 2016,298.1676,296.0493,298.6043,300.2363
7.5,0000 1 Jan 2016,297.5259,295.3842,298.2094,299.6466
8.5,0000 1 Jan 2016,297.187,295.1054,298.1562,299.1866
9.5,0000 1 Jan 2016,296.9725,295.2806,298.2124,298.8427
10.5,0000 1 Jan 2016,296.8014,295.7465,298.2713,298.5898
1.5,0000 1 Feb 2016,301.6751,300.0316,301.8299,302.2473
2.5,0000 1 Feb 2016,301.0511,299.3454,301.5368,301.9359
3.5,0000 1 Feb 2016,300.0668,298.1461,300.7603,301.4672
4.5,0000 1 Feb 2016,298.8449,296.9129,299.7526,300.8089
5.5,0000 1 Feb 2016,297.8951,296.0087,298.994,300.0987
6.5,0000 1 Feb 2016,297.3138,295.456,298.5815,299.4776
7.5,0000 1 Feb 2016,297.0453,295.301,298.4735,299.0165
8.5,0000 1 Feb 2016,296.8544,295.5176,298.4849,298.6835
9.5,0000 1 Feb 2016,296.7673,295.9732,298.5057,298.4945
10.5,0000 1 Feb 2016,296.7918,296.6682,298.6253,298.3733
1.5,0000 1 Mar 2016,301.1579,299.5031,301.6313,302.0915
2.5,0000 1 Mar 2016,300.0834,298.264,300.7912,301.5284
3.5,0000 1 Mar 2016,298.8331,297.0256,299.7021,300.8071
4.5,0000 1 Mar 2016,297.9138,296.0777,298.8802,300.1119
5.5,0000 1 Mar 2016,297.3907,295.4877,298.4744,299.5673
6.5,0000 1 Mar 2016,297.1579,295.2896,298.3572,299.1485
7.5,0000 1 Mar 2016,297.0008,295.5047,298.3373,298.8556
8.5,0000 1 Mar 2016,296.8943,295.9571,298.3324,298.662
9.5,0000 1 Mar 2016,296.8808,296.6678,298.4193,298.522
10.5,0000 1 Mar 2016,297.0439,297.5645,298.8163,298.4033
1.5,0000 1 Apr 2016,300.2857,297.8679,300.9315,301.822
2.5,0000 1 Apr 2016,299.1324,296.691,299.7773,301.2154
3.5,0000 1 Apr 2016,298.2715,295.8863,298.912,300.5688
4.5,0000 1 Apr 2016,297.7378,295.4362,298.5288,300.0125
5.5,0000 1 Apr 2016,297.4843,295.4174,298.4499,299.5973
6.5,0000 1 Apr 2016,297.378,295.7193,298.4725,299.3328
7.5,0000 1 Apr 2016,297.3482,296.2015,298.5028,299.1921
8.5,0000 1 Apr 2016,297.3282,296.8184,298.6514,299.0842
9.5,0000 1 Apr 2016,297.4414,297.6959,299.0564,298.9522
10.5,0000 1 Apr 2016,297.685,298.5705,299.6831,298.8665
1.5,0000 1 May 2016,299.2438,296.7182,299.1967,301.4253
2.5,0000 1 May 2016,298.1976,295.9023,298.3987,300.6936
3.5,0000 1 May 2016,297.7198,295.4719,298.1252,300.1306
4.5,0000 1 May 2016,297.6147,295.4285,298.2154,299.7496
5.5,0000 1 May 2016,297.58,295.7693,298.3682,299.4706
6.5,0000 1 May 2016,297.5365,296.321,298.444,299.3362
7.5,0000 1 May 2016,297.513,297.0797,298.5945,299.2492
8.5,0000 1 May 2016,297.6285,297.9718,299.0119,299.1648
9.5,0000 1 May 2016,297.8864,298.7946,299.7019,299.0775
10.5,0000 1 May 2016,298.1788,299.1621,300.5506,299.0733
1.5,0000 1 Jun 2016,298.8724,295.909,298.6898,301.4566
2.5,0000 1 Jun 2016,298.2474,295.7097,298.3545,300.8324
3.5,0000 1 Jun 2016,298.1349,295.8353,298.4012,300.4514
4.5,0000 1 Jun 2016,298.14,296.2228,298.543,300.217
5.5,0000 1 Jun 2016,298.1396,296.7297,298.6225,300.1074
6.5,0000 1 Jun 2016,298.1313,297.326,298.7631,300.0042
7.5,0000 1 Jun 2016,298.1827,298.1051,299.1277,299.8628
8.5,0000 1 Jun 2016,298.3741,298.871,299.8078,299.6978
9.5,0000 1 Jun 2016,298.6009,299.2941,300.5954,299.6174
10.5,0000 1 Jun 2016,298.7527,298.6732,301.1056,299.6562
1.5,0000 1 Jul 2016,298.547,295.7437,298.4255,301.2136
2.5,0000 1 Jul 2016,298.3206,295.9681,298.4204,300.8302
3.5,0000 1 Jul 2016,298.4537,296.3877,298.5572,300.6849
4.5,0000 1 Jul 2016,298.5659,296.96,298.6702,300.6664
5.5,0000 1 Jul 2016,298.6332,297.674,298.8411,300.6302
6.5,0000 1 Jul 2016,298.706,298.4945,299.264,300.5178
7.5,0000 1 Jul 2016,298.8992,299.271,299.9339,300.3583
8.5,0000 1 Jul 2016,299.1447,299.6972,300.6862,300.2527
9.5,0000 1 Jul 2016,299.3168,299.1783,301.1029,300.2883
10.5,0000 1 Jul 2016,299.2629,297.9216,301.045,300.3263
1.5,0000 1 Aug 2016,298.3291,295.6459,298.1291,300.9077
2.5,0000 1 Aug 2016,298.2574,296.2102,298.2364,300.6109
3.5,0000 1 Aug 2016,298.34,296.7856,298.3345,300.4997
4.5,0000 1 Aug 2016,298.3449,297.4776,298.5218,300.3788
5.5,0000 1 Aug 2016,298.3926,298.2882,298.9717,300.1855
6.5,0000 1 Aug 2016,298.5263,299.0479,299.7526,299.9728
7.5,0000 1 Aug 2016,298.7397,299.4117,300.5925,299.8372
8.5,0000 1 Aug 2016,298.8629,298.7727,301.0569,299.8247
9.5,0000 1 Aug 2016,298.8118,297.4932,300.9883,299.8549
10.5,0000 1 Aug 2016,298.4988,296.093,300.4941,299.7919
1.5,0000 1 Sep 2016,298.3863,295.9083,298.2366,300.8259
2.5,0000 1 Sep 2016,298.3148,296.7397,298.4174,300.6341
3.5,0000 1 Sep 2016,298.388,297.5391,298.6935,300.5478
4.5,0000 1 Sep 2016,298.493,298.4218,299.2264,300.3671
5.5,0000 1 Sep 2016,298.6454,299.2189,300.0053,300.137
6.5,0000 1 Sep 2016,298.8498,299.5676,300.8278,299.9829
7.5,0000 1 Sep 2016,298.9712,298.8974,301.2739,299.9732
8.5,0000 1 Sep 2016,298.9354,297.603,301.1766,300.0101
9.5,0000 1 Sep 2016,298.6564,296.2379,300.6629,299.9581
10.5,0000 1 Sep 2016,298.2238,295.3605,300.0649,299.7876
1.5,0000 1 Oct 2016,298.2786,296.2623,298.093,300.6743
2.5,0000 1 Oct 2016,298.1557,297.3021,298.3663,300.443
3.5,0000 1 Oct 2016,298.2113,298.2935,298.9745,300.2271
4.5,0000 1 Oct 2016,298.3396,299.138,299.8498,299.9589
5.5,0000 1 Oct 2016,298.5661,299.4648,300.7125,299.8283
6.5,0000 1 Oct 2016,298.7621,298.7122,301.2208,299.8454
7.5,0000 1 Oct 2016,298.8081,297.3234,301.1642,299.9046
8.5,0000 1 Oct 2016,298.6058,295.9279,300.6637,299.864
9.5,0000 1 Oct 2016,298.2282,295.1412,300.0385,299.7103
10.5,0000 1 Oct 2016,297.8431,294.8319,299.6017,299.5101
1.5,0000 1 Nov 2016,298.5465,296.8719,298.2208,300.7854
2.5,0000 1 Nov 2016,298.5133,298.0698,298.8473,300.512
3.5,0000 1 Nov 2016,298.6554,298.9967,299.7474,300.2432
4.5,0000 1 Nov 2016,298.8423,299.3867,300.6438,300.0533
5.5,0000 1 Nov 2016,298.998,298.8071,301.1129,300.0553
6.5,0000 1 Nov 2016,299.041,297.5421,301.0387,300.115
7.5,0000 1 Nov 2016,298.874,296.1695,300.5701,300.1182
8.5,0000 1 Nov 2016,298.5126,295.3004,300.0195,300.0012
9.5,0000 1 Nov 2016,298.1174,295.0129,299.6548,299.8114
10.5,0000 1 Nov 2016,297.837,295.0967,299.5289,299.6116
1.5,0000 1 Dec 2016,298.6102,297.8036,298.9224,300.7065
2.5,0000 1 Dec 2016,298.6257,298.9038,299.7761,300.36
3.5,0000 1 Dec 2016,298.8444,299.2495,300.6786,300.1896
4.5,0000 1 Dec 2016,298.9881,298.613,301.1646,300.1424
5.5,0000 1 Dec 2016,298.9485,297.3971,301.1129,300.1299
6.5,0000 1 Dec 2016,298.6835,296.1171,300.5506,300.05
