L,MON,LDC_SST_NASA_GEOSS2S,LDC_SST_NASA_GEOSS2S_ONETWO,LDC_SST_NASA_GEOSS2S_THREE,LDC_SST_NASA_GEOSS2S_FOUR
1.5,0000 1 Jun 2009,27.88525,21.75905,26.42191,29.26762
2.5,0000 1 Jun 2009,27.73749,20.9673,26.04556,29.47283
3.5,0000 1 Jun 2009,27.8209,20.69585,26.00326,29.77513
4.5,0000 1 Jun 2009,28.09722,20.94631,26.26719,30.11172
5.5,0000 1 Jun 2009,28.36572,21.63739,26.55311,30.36431
6.5,0000 1 Jun 2009,28.41799,22.68832,26.72421,30.41728
7.5,0000 1 Jun 2009,28.31873,23.81764,26.86573,30.3245
1.5,0000 1 Jul 2009,27.97205,21.94398,26.37374,29.55918
2.5,0000 1 Jul 2009,28.01858,21.39721,26.25208,29.84895
3.5,0000 1 Jul 2009,28.33259,21.47049,26.49204,30.22709
4.5,0000 1 Jul 2009,28.71616,22.19906,26.92254,30.54854
5.5,0000 1 Jul 2009,28.94318,23.31041,27.26014,30.74272
6.5,0000 1 Jul 2009,28.93945,24.51444,27.48465,30.6849
7.5,0000 1 Jul 2009,28.97438,25.48196,27.8422,30.58754
1.5,0000 1 Aug 2009,27.73229,21.51637,25.94088,29.71295
2.5,0000 1 Aug 2009,27.95763,21.39737,26.15131,30.05869
3.5,0000 1 Aug 2009,28.20558,21.82331,26.46563,30.3247
4.5,0000 1 Aug 2009,28.32018,22.6452,26.68872,30.36265
5.5,0000 1 Aug 2009,28.25084,23.67415,26.85756,30.24807
6.5,0000 1 Aug 2009,28.20037,24.55048,27.07375,30.13278
7.5,0000 1 Aug 2009,28.28619,24.86697,27.41394,30.11873
1.5,0000 1 Sep 2009,27.74364,21.31761,25.8491,29.75433
2.5,0000 1 Sep 2009,27.95722,21.58892,26.04242,30.0323
3.5,0000 1 Sep 2009,28.02046,22.52318,26.2901,30.05149
4.5,0000 1 Sep 2009,27.87774,23.638,26.45958,29.98519
5.5,0000 1 Sep 2009,27.75122,24.39006,26.65143,29.84498
6.5,0000 1 Sep 2009,27.87282,24.49445,26.98868,29.83991
7.5,0000 1 Sep 2009,28.14857,24.01176,27.31146,29.92803
1.5,0000 1 Oct 2009,27.60658,21.39684,25.73361,29.73767
2.5,0000 1 Oct 2009,27.50731,22.07994,25.81071,29.75867
3.5,0000 1 Oct 2009,27.14579,22.98484,25.78627,29.50447
4.5,0000 1 Oct 2009,26.80302,23.68357,25.70868,29.1832
5.5,0000 1 Oct 2009,26.77905,23.83603,25.83059,28.97029
6.5,0000 1 Oct 2009,27.01511,23.29184,26.02665,28.91416
7.5,0000 1 Oct 2009,27.26492,22.34375,26.13045,28.92729
1.5,0000 1 Nov 2009,27.92366,23.00983,26.39843,29.96482
2.5,0000 1 Nov 2009,27.58603,23.85195,26.39169,29.71436
3.5,0000 1 Nov 2009,27.23834,24.44304,26.3107,29.37695
4.5,0000 1 Nov 2009,27.22108,24.3541,26.38912,29.13325
5.5,0000 1 Nov 2009,27.43784,23.55828,26.47181,29.14144
6.5,0000 1 Nov 2009,27.62265,22.31499,26.40297,29.19578
7.5,0000 1 Nov 2009,27.58882,21.18018,26.02645,29.1659
1.5,0000 1 Dec 2009,28.16855,24.47593,26.84739,29.86698
2.5,0000 1 Dec 2009,28.09797,25.13821,26.98433,29.87439
3.5,0000 1 Dec 2009,28.11674,24.94176,27.07807,29.87861
4.5,0000 1 Dec 2009,28.23365,23.90842,27.07051,29.93805
5.5,0000 1 Dec 2009,28.34281,22.51887,26.8908,29.94155
6.5,0000 1 Dec 2009,28.16928,21.47271,26.47731,29.77894
7.5,0000 1 Dec 2009,27.7245,20.84155,25.8408,29.49278
1.5,0000 1 Jan 2010,28.09688,25.91111,27.25093,29.69927
2.5,0000 1 Jan 2010,28.1235,25.83103,27.41915,29.73928
3.5,0000 1 Jan 2010,28.29929,24.74793,27.40551,29.90125
4.5,0000 1 Jan 2010,28.37576,23.13303,27.07422,29.97787
5.5,0000 1 Jan 2010,28.0959,21.77259,26.42975,29.82677
6.5,0000 1 Jan 2010,27.53904,20.84086,25.55939,29.47892
7.5,0000 1 Jan 2010,26.95225,20.33113,24.85362,29.1192
1.5,0000 1 Feb 2010,28.48579,26.21552,27.77165,29.72903
2.5,0000 1 Feb 2010,28.66027,25.28966,27.90101,29.94629
3.5,0000 1 Feb 2010,28.49989,23.66818,27.42528,29.96201
4.5,0000 1 Feb 2010,27.84264,22.04148,26.37547,29.59198
5.5,0000 1 Feb 2010,26.96962,20.81426,25.18053,28.97897
6.5,0000 1 Feb 2010,26.16641,20.13883,24.2405,28.42138
7.5,0000 1 Feb 2010,25.65549,19.96481,23.78318,28.07059
1.5,0000 1 Mar 2010,28.75199,26.55563,28.22955,29.82404
2.5,0000 1 Mar 2010,28.53277,25.17384,27.79092,29.86472
3.5,0000 1 Mar 2010,27.89687,23.28922,26.87663,29.50028
4.5,0000 1 Mar 2010,27.10015,21.79273,25.81391,28.94971
5.5,0000 1 Mar 2010,26.45094,20.79967,24.91451,28.49511
6.5,0000 1 Mar 2010,26.076,20.33681,24.3113,28.30855
7.5,0000 1 Mar 2010,25.91282,20.25147,24.14076,28.18137
1.5,0000 1 Apr 2010,28.29851,24.73993,27.6513,29.45221
2.5,0000 1 Apr 2010,27.66809,22.9865,26.68454,29.14839
3.5,0000 1 Apr 2010,26.84647,21.54801,25.55641,28.60367
4.5,0000 1 Apr 2010,26.18147,20.5662,24.60654,28.15511
5.5,0000 1 Apr 2010,25.70859,20.13311,24.02769,27.83658
6.5,0000 1 Apr 2010,25.40835,20.13317,23.79518,27.61771
7.5,0000 1 Apr 2010,25.19524,20.47694,23.75224,27.38012
1.5,0000 1 May 2010,27.4289,22.43431,26.30452,28.88015
2.5,0000 1 May 2010,26.58563,20.79054,25.00939,28.4061
3.5,0000 1 May 2010,25.92788,19.85968,24.04793,28.01718
4.5,0000 1 May 2010,25.56137,19.55152,23.57133,27.82956
5.5,0000 1 May 2010,25.38672,19.68244,23.45265,27.74106
6.5,0000 1 May 2010,25.18566,20.16673,23.43402,27.59449
7.5,0000 1 May 2010,24.84776,20.98915,23.40099,27.36813
1.5,0000 1 Jun 2010,26.03501,20.75369,24.36038,27.94974
2.5,0000 1 Jun 2010,25.32123,19.69145,23.42744,27.49601
3.5,0000 1 Jun 2010,24.82367,19.3394,22.92712,27.2001
4.5,0000 1 Jun 2010,24.59027,19.50623,22.80551,27.04885
5.5,0000 1 Jun 2010,24.34363,19.99208,22.76378,26.88329
6.5,0000 1 Jun 2010,24.01751,20.83352,22.74279,26.61325
7.5,0000 1 Jun 2010,23.66939,21.9431,22.84153,26.2583
1.5,0000 1 Jul 2010,24.78402,19.72849,22.99419,27.29561
2.5,0000 1 Jul 2010,24.16527,19.26959,22.41797,26.92883
3.5,0000 1 Jul 2010,23.99814,19.44597,22.37623,26.7944
4.5,0000 1 Jul 2010,23.96136,19.9677,22.49255,26.65791
5.5,0000 1 Jul 2010,23.86083,20.87608,22.63813,26.51041
6.5,0000 1 Jul 2010,23.80979,22.08495,22.95534,26.37982
7.5,0000 1 Jul 2010,24.01086,23.26741,23.62849,26.35958
1.5,0000 1 Aug 2010,24.21424,19.06322,22.39876,26.88214
2.5,0000 1 Aug 2010,23.63767,19.19201,22.00875,26.62213
3.5,0000 1 Aug 2010,23.43907,19.75274,21.95486,26.4694
4.5,0000 1 Aug 2010,23.34165,20.70872,22.14445,26.25589
5.5,0000 1 Aug 2010,23.3402,21.91848,22.58422,26.01923
6.5,0000 1 Aug 2010,23.58271,22.96619,23.32202,25.92848
7.5,0000 1 Aug 2010,24.1553,23.15361,24.10674,26.02008
1.5,0000 1 Sep 2010,24.28581,19.69314,22.63212,26.79612
2.5,0000 1 Sep 2010,23.9189,20.0981,22.39113,26.59307
3.5,0000 1 Sep 2010,23.73799,20.95931,22.4811,26.40605
4.5,0000 1 Sep 2010,23.72279,22.10038,22.8584,26.27375
5.5,0000 1 Sep 2010,24.03598,23.23995,23.58407,26.26822
6.5,0000 1 Sep 2010,24.59744,23.69799,24.37624,26.49014
7.5,0000 1 Sep 2010,25.28692,23.266,24.99083,26.84532
1.5,0000 1 Oct 2010,24.04972,20.09026,22.59676,26.70395
2.5,0000 1 Oct 2010,23.69695,20.90049,22.43298,26.48505
3.5,0000 1 Oct 2010,23.68438,22.1797,22.81682,26.28829
4.5,0000 1 Oct 2010,23.99814,23.3869,23.58101,26.23618
5.5,0000 1 Oct 2010,24.5355,23.69375,24.33718,26.41572
6.5,0000 1 Oct 2010,25.17117,23.11937,24.83764,26.80842
7.5,0000 1 Oct 2010,25.68723,21.97213,25.01146,27.15874
1.5,0000 1 Nov 2010,23.75747,21.18993,22.65197,26.339
2.5,0000 1 Nov 2010,23.28412,22.54512,22.64131,25.97485
3.5,0000 1 Nov 2010,23.35726,23.95457,23.10083,25.83678
4.5,0000 1 Nov 2010,23.94374,24.52012,23.73776,26.07217
5.5,0000 1 Nov 2010,24.69597,23.66426,24.24046,26.58092
6.5,0000 1 Nov 2010,25.2883,22.0992,24.43991,27.05755
7.5,0000 1 Nov 2010,25.68127,20.84549,24.57223,27.34239
1.5,0000 1 Dec 2010,24.19246,22.929,23.4093,26.48591
2.5,0000 1 Dec 2010,23.95437,24.06257,23.56088,26.33115
3.5,0000 1 Dec 2010,24.2651,24.32865,23.91696,26.42648
4.5,0000 1 Dec 2010,24.91513,23.30413,24.31513,26.7851
5.5,0000 1 Dec 2010,25.45676,21.7762,24.49215,27.14364
6.5,0000 1 Dec 2010,25.80148,20.54942,24.5693,27.4308
7.5,0000 1 Dec 2010,26.02335,20.12572,24.6154,27.61298
1.5,0000 1 Jan 2011,24.61712,24.4948,24.31592,26.61241
2.5,0000 1 Jan 2011,25.19157,24.71201,24.99954,26.89994
3.5,0000 1 Jan 2011,25.97718,23.91536,25.58603,27.36641
4.5,0000 1 Jan 2011,26.53078,22.48512,25.74807,27.85163
5.5,0000 1 Jan 2011,26.8138,21.24823,25.61839,28.15633
6.5,0000 1 Jan 2011,26.92025,20.59784,25.46027,28.40121
7.5,0000 1 Jan 2011,27.00993,20.39025,25.42122,28.63322
1.5,0000 1 Feb 2011,26.03056,26.53091,26.0411,27.20235
2.5,0000 1 Feb 2011,26.69649,25.49922,26.48021,27.65466
3.5,0000 1 Feb 2011,27.08678,23.68238,26.40333,28.09524
4.5,0000 1 Feb 2011,27.1253,21.90009,25.86948,28.39573
5.5,0000 1 Feb 2011,26.93734,20.81047,25.26572,28.54369
6.5,0000 1 Feb 2011,26.75224,20.28452,24.90746,28.62376
7.5,0000 1 Feb 2011,26.73687,20.15271,24.84544,28.73833
1.5,0000 1 Mar 2011,27.04366,26.72964,27.01214,28.15461
2.5,0000 1 Mar 2011,27.52519,25.31117,27.08227,28.68855
3.5,0000 1 Mar 2011,27.69623,23.51462,26.76933,28.99839
4.5,0000 1 Mar 2011,27.62058,22.20221,26.2877,29.15667
5.5,0000 1 Mar 2011,27.47101,21.41,25.91593,29.24003
6.5,0000 1 Mar 2011,27.52432,21.0469,25.82564,29.45509
7.5,0000 1 Mar 2011,27.74053,21.10359,26.00368,29.68542
1.5,0000 1 Apr 2011,27.63685,25.55079,27.53066,28.53283
2.5,0000 1 Apr 2011,27.76094,24.2304,27.15074,28.91079
3.5,0000 1 Apr 2011,27.64002,22.93386,26.56677,29.149
4.5,0000 1 Apr 2011,27.52847,22.00917,26.18907,29.30056
5.5,0000 1 Apr 2011,27.60682,21.57514,26.12881,29.51167
6.5,0000 1 Apr 2011,27.82145,21.5937,26.26999,29.70849
7.5,0000 1 Apr 2011,27.9619,22.01487,26.44291,29.8274
1.5,0000 1 May 2011,27.60944,23.71485,26.92919,28.64351
2.5,0000 1 May 2011,27.40154,22.26749,26.25521,28.84753
3.5,0000 1 May 2011,27.08787,21.17251,25.7019,28.89205
4.5,0000 1 May 2011,26.88929,20.47984,25.31186,28.88767
5.5,0000 1 May 2011,26.79449,20.3304,25.10849,28.86014
6.5,0000 1 May 2011,26.68882,20.60136,24.99414,28.79774
7.5,0000 1 May 2011,26.4326,21.26974,24.87197,28.63877
1.5,0000 1 Jun 2011,27.4187,22.37511,26.22225,28.77395
2.5,0000 1 Jun 2011,27.27407,21.26302,25.76993,28.96351
3.5,0000 1 Jun 2011,27.17764,20.53942,25.44534,29.07154
4.5,0000 1 Jun 2011,27.047,20.45628,25.23135,29.04388
5.5,0000 1 Jun 2011,26.85379,20.7231,25.03982,28.95494
6.5,0000 1 Jun 2011,26.47556,21.45131,24.83619,28.68306
7.5,0000 1 Jun 2011,25.9539,22.37952,24.64253,28.28212
1.5,0000 1 Jul 2011,26.53539,21.18851,24.98271,28.42879
2.5,0000 1 Jul 2011,26.14484,20.39895,24.41846,28.31045
3.5,0000 1 Jul 2011,25.96941,20.1258,24.14738,28.15923
4.5,0000 1 Jul 2011,25.75364,20.38496,23.95198,27.99211
5.5,0000 1 Jul 2011,25.50433,21.10692,23.91711,27.79715
6.5,0000 1 Jul 2011,25.24437,22.20006,23.98122,27.61959
7.5,0000 1 Jul 2011,25.29774,23.26618,24.40954,27.59288
1.5,0000 1 Aug 2011,25.74216,20.47283,24.10343,27.9607
2.5,0000 1 Aug 2011,25.48333,20.18276,23.77974,27.77454
3.5,0000 1 Aug 2011,25.34089,20.35851,23.62616,27.61284
4.5,0000 1 Aug 2011,25.08168,21.08483,23.55581,27.3769
5.5,0000 1 Aug 2011,24.7449,22.11369,23.5591,27.1403
6.5,0000 1 Aug 2011,24.66535,23.13461,23.85432,27.07717
7.5,0000 1 Aug 2011,25.07702,23.39608,24.46428,27.21533
1.5,0000 1 Sep 2011,25.24239,20.36091,23.59255,27.5883
2.5,0000 1 Sep 2011,24.9081,20.51604,23.34391,27.33712
3.5,0000 1 Sep 2011,24.70117,21.17961,23.29207,27.11776
4.5,0000 1 Sep 2011,24.53991,22.1622,23.42559,26.92385
5.5,0000 1 Sep 2011,24.61914,23.1625,23.86294,26.87799
6.5,0000 1 Sep 2011,25.09326,23.49268,24.58295,27.00855
7.5,0000 1 Sep 2011,25.66224,23.01634,25.12783,27.26718
1.5,0000 1 Oct 2011,25.25673,20.60897,23.78203,27.55728
2.5,0000 1 Oct 2011,25.00252,21.25668,23.64884,27.34729
3.5,0000 1 Oct 2011,24.77845,22.25572,23.66327,27.15316
4.5,0000 1 Oct 2011,24.738,23.25382,23.98641,27.02185
5.5,0000 1 Oct 2011,25.12637,23.46013,24.59579,27.1247
6.5,0000 1 Oct 2011,25.77308,22.95412,25.22461,27.40771
7.5,0000 1 Oct 2011,26.37709,22.00345,25.58105,27.75172
1.5,0000 1 Nov 2011,24.80073,21.27402,23.5829,27.13525
2.5,0000 1 Nov 2011,24.35451,22.31487,23.45774,26.78391
3.5,0000 1 Nov 2011,24.21267,23.59489,23.65071,26.65874
4.5,0000 1 Nov 2011,24.69051,23.9697,24.21759,26.84195
5.5,0000 1 Nov 2011,25.37688,23.22349,24.75348,27.19688
6.5,0000 1 Nov 2011,25.97567,21.80075,24.9916,27.55709
7.5,0000 1 Nov 2011,26.25468,20.82399,24.92787,27.80762
1.5,0000 1 Dec 2011,24.88273,23.27237,24.22994,26.87628
2.5,0000 1 Dec 2011,24.61401,24.36738,24.11643,26.80255
3.5,0000 1 Dec 2011,24.89436,24.52069,24.32359,27.098
4.5,0000 1 Dec 2011,25.56044,23.72463,24.75779,27.54748
5.5,0000 1 Dec 2011,26.19345,22.39809,25.24547,27.85934
6.5,0000 1 Dec 2011,26.49735,21.37478,25.27582,28.05779
7.5,0000 1 Dec 2011,26.60158,20.72888,25.13187,28.18826
1.5,0000 1 Jan 2012,25.33537,25.52801,24.81987,27.15027
2.5,0000 1 Jan 2012,25.66346,25.41321,25.06372,27.48849
3.5,0000 1 Jan 2012,26.32453,24.30699,25.56197,27.99359
4.5,0000 1 Jan 2012,26.85982,22.78206,25.91279,28.38925
5.5,0000 1 Jan 2012,27.18935,21.69088,25.9902,28.64059
6.5,0000 1 Jan 2012,27.32406,20.96346,25.83406,28.83481
7.5,0000 1 Jan 2012,27.4284,20.62648,25.74528,29.11549
1.5,0000 1 Feb 2012,26.6006,26.86267,26.65555,27.5852
2.5,0000 1 Feb 2012,27.19718,25.99094,27.04062,28.16676
3.5,0000 1 Feb 2012,27.59495,24.39526,27.07221,28.70126
4.5,0000 1 Feb 2012,27.7727,22.75045,26.80377,29.05291
5.5,0000 1 Feb 2012,27.73083,21.74714,26.33072,29.24688
6.5,0000 1 Feb 2012,27.6848,21.13918,26.02026,29.44999
7.5,0000 1 Feb 2012,27.73746,20.85362,25.93644,29.71631
1.5,0000 1 Mar 2012,27.40811,27.12088,27.56256,28.12836
2.5,0000 1 Mar 2012,27.74931,25.67935,27.43111,28.66739
3.5,0000 1 Mar 2012,27.88722,23.86398,27.02805,29.0237
4.5,0000 1 Mar 2012,27.81781,22.34812,26.44908,29.2595
5.5,0000 1 Mar 2012,27.67513,21.36796,26.00236,29.49955
6.5,0000 1 Mar 2012,27.74397,20.94409,25.93257,29.80041
7.5,0000 1 Mar 2012,28.04906,21.20443,26.2387,30.10446
1.5,0000 1 Apr 2012,28.098,26.24692,28.02061,28.88973
2.5,0000 1 Apr 2012,28.42594,25.11225,27.85607,29.33368
3.5,0000 1 Apr 2012,28.52167,23.96856,27.49241,29.68101
4.5,0000 1 Apr 2012,28.55467,23.26379,27.29844,29.9855
5.5,0000 1 Apr 2012,28.72569,22.93946,27.35116,30.31082
6.5,0000 1 Apr 2012,28.98485,23.08739,27.58779,30.58829
7.5,0000 1 Apr 2012,29.21489,23.55038,27.855,30.74846
1.5,0000 1 May 2012,28.09439,24.20712,27.33144,29.0419
2.5,0000 1 May 2012,28.13497,22.81036,26.91316,29.40286
3.5,0000 1 May 2012,28.22817,21.7847,26.6801,29.84226
4.5,0000 1 May 2012,28.38924,21.51087,26.74857,30.22215
5.5,0000 1 May 2012,28.72793,21.79283,27.04885,30.62499
6.5,0000 1 May 2012,28.97234,22.54275,27.39553,30.79297
7.5,0000 1 May 2012,29.10721,23.41978,27.62076,30.83957
1.5,0000 1 Jun 2012,27.70277,22.71198,26.49966,28.93718
2.5,0000 1 Jun 2012,27.64884,21.44419,26.07891,29.31359
3.5,0000 1 Jun 2012,27.73645,20.87393,25.98239,29.68271
4.5,0000 1 Jun 2012,28.01779,20.96074,26.21803,30.03389
5.5,0000 1 Jun 2012,28.30655,21.64897,26.56566,30.267
6.5,0000 1 Jun 2012,28.39648,22.62429,26.78198,30.34738
7.5,0000 1 Jun 2012,28.26683,23.70886,26.88731,30.28974
1.5,0000 1 Jul 2012,27.83821,21.58185,26.24087,29.27989
2.5,0000 1 Jul 2012,27.91321,20.85517,26.06915,29.70232
3.5,0000 1 Jul 2012,28.04292,20.83883,26.15869,29.99302
4.5,0000 1 Jul 2012,28.15183,21.43738,26.31918,30.16563
5.5,0000 1 Jul 2012,27.99861,22.46344,26.34039,30.06124
6.5,0000 1 Jul 2012,27.63692,23.55235,26.2626,29.74953
7.5,0000 1 Jul 2012,27.43813,24.28712,26.31228,29.53992
1.5,0000 1 Aug 2012,27.45352,20.82929,25.56651,29.36863
2.5,0000 1 Aug 2012,27.48591,20.71454,25.5775,29.53675
3.5,0000 1 Aug 2012,27.48912,21.1529,25.67155,29.5911
4.5,0000 1 Aug 2012,27.28547,22.06565,25.66069,29.46049
5.5,0000 1 Aug 2012,26.91754,23.09035,25.52501,29.18794
6.5,0000 1 Aug 2012,26.63371,23.87852,25.52295,28.88375
7.5,0000 1 Aug 2012,26.62001,23.8057,25.63926,28.74034
1.5,0000 1 Sep 2012,26.93079,20.62105,24.84782,29.05965
2.5,0000 1 Sep 2012,26.74278,20.96252,24.75928,29.04983
3.5,0000 1 Sep 2012,26.49279,21.73285,24.78804,28.84026
4.5,0000 1 Sep 2012,26.13541,22.78097,24.84702,28.52565
5.5,0000 1 Sep 2012,26.01161,23.77426,25.13494,28.23859
6.5,0000 1 Sep 2012,26.25526,23.95031,25.55785,28.21299
7.5,0000 1 Sep 2012,26.71471,23.2092,25.91405,28.3763
1.5,0000 1 Oct 2012,26.86165,21.23177,25.13583,29.04047
2.5,0000 1 Oct 2012,26.63391,21.85094,25.13085,28.7961
3.5,0000 1 Oct 2012,26.18538,22.88153,25.06171,28.28481
4.5,0000 1 Oct 2012,25.77082,23.6699,24.90423,27.86242
5.5,0000 1 Oct 2012,25.74069,23.7317,24.94915,27.67747
6.5,0000 1 Oct 2012,26.09091,22.78758,25.11396,27.82672
7.5,0000 1 Oct 2012,26.48742,21.567,25.24626,28.00437
1.5,0000 1 Nov 2012,26.57521,22.11968,25.1866,28.70761
2.5,0000 1 Nov 2012,26.07697,23.163,24.98837,28.21903
3.5,0000 1 Nov 2012,25.70178,24.13948,24.91251,27.76649
4.5,0000 1 Nov 2012,25.7222,24.25295,25.00688,27.60711
5.5,0000 1 Nov 2012,25.98877,23.41612,25.12095,27.71276
6.5,0000 1 Nov 2012,26.25689,21.81842,24.99622,27.89872
7.5,0000 1 Nov 2012,26.3662,20.53808,24.77705,28.01162
1.5,0000 1 Dec 2012,26.10433,23.5141,25.07812,28.19814
2.5,0000 1 Dec 2012,25.80603,24.5031,25.15921,27.7591
3.5,0000 1 Dec 2012,25.94391,24.48589,25.31791,27.62558
4.5,0000 1 Dec 2012,26.27786,23.45522,25.40401,27.81484
5.5,0000 1 Dec 2012,26.57661,21.85552,25.27479,28.04277
6.5,0000 1 Dec 2012,26.68158,20.66596,25.08462,28.22653
7.5,0000 1 Dec 2012,26.69893,20.04173,24.87124,28.34737
1.5,0000 1 Jan 2013,26.32844,24.98094,25.63903,28.03028
2.5,0000 1 Jan 2013,26.41599,25.00343,25.75864,27.96391
3.5,0000 1 Jan 2013,26.63029,23.85923,25.68397,28.10369
4.5,0000 1 Jan 2013,26.78999,22.09066,25.41635,28.29436
5.5,0000 1 Jan 2013,26.8513,20.60683,25.08579,28.42164
6.5,0000 1 Jan 2013,26.76718,19.76697,24.7212,28.50782
7.5,0000 1 Jan 2013,26.70025,19.49781,24.54845,28.62141
1.5,0000 1 Feb 2013,26.85906,26.372,26.6365,28.14354
2.5,0000 1 Feb 2013,27.35625,25.34142,27.02785,28.28381
3.5,0000 1 Feb 2013,27.60771,23.41468,26.73999,28.6124
4.5,0000 1 Feb 2013,27.55551,21.69026,26.14004,28.81987
5.5,0000 1 Feb 2013,27.32117,20.69157,25.52377,28.89971
6.5,0000 1 Feb 2013,27.0775,20.22219,25.12967,28.92544
7.5,0000 1 Feb 2013,27.01046,20.12882,25.02267,29.02181
1.5,0000 1 Mar 2013,27.68145,26.11294,27.45124,28.5735
2.5,0000 1 Mar 2013,27.87515,24.36852,27.13644,28.96465
3.5,0000 1 Mar 2013,27.7559,22.36154,26.42202,29.19745
4.5,0000 1 Mar 2013,27.38757,21.19069,25.72024,29.19825
5.5,0000 1 Mar 2013,27.05736,20.52534,25.2143,29.16876
6.5,0000 1 Mar 2013,27.02837,20.37676,25.11504,29.26239
7.5,0000 1 Mar 2013,27.18203,20.66396,25.29511,29.41318
1.5,0000 1 Apr 2013,28.15002,24.31967,27.51509,28.97608
2.5,0000 1 Apr 2013,27.98478,22.81371,26.81766,29.20021
3.5,0000 1 Apr 2013,27.53694,21.59898,26.03499,29.17677
4.5,0000 1 Apr 2013,27.11397,20.81679,25.44296,29.03506
5.5,0000 1 Apr 2013,26.92276,20.50606,25.11787,29.0389
6.5,0000 1 Apr 2013,26.93664,20.58921,25.06068,29.11491
7.5,0000 1 Apr 2013,26.94446,21.05868,25.13463,29.11648
1.5,0000 1 May 2013,27.62989,21.8766,26.4654,28.77087
2.5,0000 1 May 2013,27.23842,20.62754,25.62297,28.80704
3.5,0000 1 May 2013,26.92457,19.91099,25.01139,28.832
4.5,0000 1 May 2013,26.90289,19.7019,24.82352,28.96633
5.5,0000 1 May 2013,27.06928,19.95388,25.00065,29.14961
6.5,0000 1 May 2013,27.11785,20.60012,25.15441,29.2801
7.5,0000 1 May 2013,26.83777,21.52039,25.14739,29.12904
1.5,0000 1 Jun 2013,27.09365,20.37113,25.09732,28.75638
2.5,0000 1 Jun 2013,26.7529,19.59176,24.50996,28.81342
3.5,0000 1 Jun 2013,26.59221,19.41504,24.31993,28.86189
4.5,0000 1 Jun 2013,26.5724,19.74185,24.46585,28.86768
5.5,0000 1 Jun 2013,26.52308,20.41726,24.58221,28.84419
6.5,0000 1 Jun 2013,26.32869,21.46418,24.66545,28.70417
7.5,0000 1 Jun 2013,26.06268,22.82047,24.82538,28.43661
1.5,0000 1 Jul 2013,26.54622,20.00805,24.44289,28.73146
2.5,0000 1 Jul 2013,26.45364,19.75159,24.3215,28.83665
3.5,0000 1 Jul 2013,26.66594,19.98996,24.63183,28.95839
4.5,0000 1 Jul 2013,26.80341,20.68693,24.94357,29.00737
5.5,0000 1 Jul 2013,26.67044,21.72192,25.04427,28.88857
6.5,0000 1 Jul 2013,26.3682,22.78586,25.07738,28.61972
7.5,0000 1 Jul 2013,26.22748,23.7022,25.3133,28.394
1.5,0000 1 Aug 2013,26.15696,19.90782,24.29463,28.3237
2.5,0000 1 Aug 2013,26.05613,19.86831,24.16829,28.29517
3.5,0000 1 Aug 2013,26.09557,20.33747,24.27038,28.26452
4.5,0000 1 Aug 2013,25.94527,21.22426,24.36411,28.16637
5.5,0000 1 Aug 2013,25.7414,22.36134,24.48973,28.02235
6.5,0000 1 Aug 2013,25.70826,23.29853,24.81278,27.93564
7.5,0000 1 Aug 2013,26.01264,23.55889,25.35666,27.96923
1.5,0000 1 Sep 2013,26.58169,20.03974,24.61814,28.68418
2.5,0000 1 Sep 2013,26.4052,20.46968,24.55332,28.61402
3.5,0000 1 Sep 2013,26.08348,21.30392,24.43107,28.3926
4.5,0000 1 Sep 2013,25.74077,22.4741,24.5191,28.00654
5.5,0000 1 Sep 2013,25.64067,23.57848,24.8465,27.65783
6.5,0000 1 Sep 2013,25.93148,23.86243,25.32412,27.51964
7.5,0000 1 Sep 2013,26.30643,22.99943,25.46835,27.68508
1.5,0000 1 Oct 2013,26.64182,20.99679,25.06063,28.78662
2.5,0000 1 Oct 2013,26.54522,21.86398,25.03561,28.71476
3.5,0000 1 Oct 2013,26.21985,22.96478,24.95281,28.42019
4.5,0000 1 Oct 2013,25.91153,23.92035,24.98029,28.13349
5.5,0000 1 Oct 2013,26.01749,24.09279,25.30129,28.02808
6.5,0000 1 Oct 2013,26.48641,23.32381,25.78073,28.16687
7.5,0000 1 Oct 2013,27.00258,22.18419,26.06798,28.37833
1.5,0000 1 Nov 2013,26.5709,22.06009,25.24503,28.64892
2.5,0000 1 Nov 2013,26.37125,22.99801,25.29458,28.4779
3.5,0000 1 Nov 2013,26.26424,23.9107,25.43346,28.3319
4.5,0000 1 Nov 2013,26.50921,24.27233,25.86395,28.39189
5.5,0000 1 Nov 2013,27.02657,23.78904,26.30859,28.66139
6.5,0000 1 Nov 2013,27.53877,22.76677,26.65437,28.95142
7.5,0000 1 Nov 2013,27.81325,21.91201,26.69292,29.13022
1.5,0000 1 Dec 2013,25.99996,23.62397,25.0357,28.14462
2.5,0000 1 Dec 2013,25.7384,24.67027,25.11088,27.85359
3.5,0000 1 Dec 2013,25.93129,24.76731,25.37563,27.79676
4.5,0000 1 Dec 2013,26.35877,23.91405,25.60065,27.956
5.5,0000 1 Dec 2013,26.69376,22.37384,25.58661,28.14837
6.5,0000 1 Dec 2013,26.80574,21.17124,25.35828,28.27546
7.5,0000 1 Dec 2013,26.75914,20.44532,25.02247,28.3521
1.5,0000 1 Jan 2014,26.35245,25.93087,25.88895,28.07883
2.5,0000 1 Jan 2014,26.62103,26.09551,26.21398,28.15973
3.5,0000 1 Jan 2014,27.07705,24.94495,26.41773,28.48364
