L,BIAS_ABS
1.5,0.4902622222222234
2.5,0.6297500000000009
3.5,0.7061466666666681
4.5,0.7285522222222234
5.5,0.8468133333333342
6.5,0.933300416666668
7.5,0.970185416666668
8.5,1.0678866666666682
9.5,1.2503316666666675
10.5,1.2712941666666675
