L,MON,SZN,TAR,LDC_SST_GEM5_NEMO,OBS_NINO3.4_L3,BIAS,BIAS_ABS
7.5,2009-11-01,MJJ,2010-06-15,25.337000000000046,26.99,-1.6529999999999525,1.6529999999999525
6.5,2009-12-01,MJJ,2010-06-15,25.670299999999997,26.99,-1.319700000000001,1.319700000000001
5.5,2010-01-01,MJJ,2010-06-15,25.606300000000033,26.99,-1.3836999999999655,1.3836999999999655
4.5,2010-02-01,MJJ,2010-06-15,25.469100000000026,26.99,-1.5208999999999726,1.5208999999999726
3.5,2010-03-01,MJJ,2010-06-15,25.830200000000048,26.99,-1.1597999999999509,1.1597999999999509
2.5,2010-04-01,MJJ,2010-06-15,25.886500000000012,26.99,-1.1034999999999862,1.1034999999999862
1.5,2010-05-01,MJJ,2010-06-15,25.921100000000024,26.99,-1.0688999999999744,1.0688999999999744
10.5,2010-09-01,JJA,2011-07-15,23.61840000000001,26.81,-3.1915999999999904,3.1915999999999904
9.5,2010-10-01,JJA,2011-07-15,23.623800000000017,26.81,-3.1861999999999817,3.1861999999999817
8.5,2010-11-01,JJA,2011-07-15,23.486500000000035,26.81,-3.3234999999999637,3.3234999999999637
7.5,2010-12-01,JJA,2011-07-15,23.84450000000004,26.81,-2.9654999999999596,2.9654999999999596
6.5,2011-01-01,JJA,2011-07-15,24.436200000000042,26.81,-2.3737999999999566,2.3737999999999566
5.5,2011-02-01,JJA,2011-07-15,24.586900000000014,26.81,-2.2230999999999845,2.2230999999999845
4.5,2011-03-01,JJA,2011-07-15,25.022100000000023,26.81,-1.7878999999999756,1.7878999999999756
3.5,2011-04-01,JJA,2011-07-15,25.34680000000003,26.81,-1.4631999999999685,1.4631999999999685
2.5,2011-05-01,JJA,2011-07-15,25.885700000000043,26.81,-0.9242999999999562,0.9242999999999562
1.5,2011-06-01,JJA,2011-07-15,25.918900000000008,26.81,-0.8910999999999909,0.8910999999999909
10.5,2015-10-01,JAS,2016-08-15,23.66420000000005,26.413333333333338,-2.749133333333287,2.749133333333287
9.5,2015-11-01,JAS,2016-08-15,23.80250000000001,26.413333333333338,-2.6108333333333285,2.6108333333333285
8.5,2015-12-01,JAS,2016-08-15,24.097200000000043,26.413333333333338,-2.316133333333294,2.316133333333294
7.5,2016-01-01,JAS,2016-08-15,24.26490000000001,26.413333333333338,-2.148433333333326,2.148433333333326
6.5,2016-02-01,JAS,2016-08-15,24.237300000000005,26.413333333333338,-2.176033333333333,2.176033333333333
5.5,2016-03-01,JAS,2016-08-15,24.374600000000044,26.413333333333338,-2.038733333333294,2.038733333333294
4.5,2016-04-01,JAS,2016-08-15,24.23570000000001,26.413333333333338,-2.177633333333329,2.177633333333329
3.5,2016-05-01,JAS,2016-08-15,24.539500000000032,26.413333333333338,-1.8738333333333053,1.8738333333333053
2.5,2016-06-01,JAS,2016-08-15,24.993700000000047,26.413333333333338,-1.419633333333291,1.419633333333291
1.5,2016-07-01,JAS,2016-08-15,25.412599999999998,26.413333333333338,-1.00073333333334,1.00073333333334
10.5,2016-12-01,SON,2017-10-15,24.369500000000016,26.06,-1.6904999999999824,1.6904999999999824
9.5,2017-01-01,SON,2017-10-15,25.155400000000043,26.06,-0.9045999999999559,0.9045999999999559
8.5,2017-02-01,SON,2017-10-15,25.60310000000004,26.06,-0.45689999999995834,0.45689999999995834
7.5,2017-03-01,SON,2017-10-15,25.78770000000003,26.06,-0.27229999999996934,0.27229999999996934
6.5,2017-04-01,SON,2017-10-15,25.550100000000043,26.06,-0.5098999999999556,0.5098999999999556
5.5,2017-05-01,SON,2017-10-15,25.894300000000044,26.06,-0.16569999999995488,0.16569999999995488
4.5,2017-06-01,SON,2017-10-15,25.64160000000004,26.06,-0.41839999999995925,0.41839999999995925
3.5,2017-07-01,SON,2017-10-15,25.60220000000004,26.06,-0.4577999999999598,0.4577999999999598
2.5,2017-08-01,SON,2017-10-15,25.354900000000043,26.06,-0.7050999999999554,0.7050999999999554
1.5,2017-09-01,SON,2017-10-15,24.925200000000018,26.06,-1.1347999999999807,1.1347999999999807
10.5,2019-10-01,JAS,2020-08-15,23.634100000000046,26.38,-2.7458999999999527,2.7458999999999527
9.5,2019-11-01,JAS,2020-08-15,23.604900000000043,26.38,-2.7750999999999557,2.7750999999999557
8.5,2019-12-01,JAS,2020-08-15,23.891700000000014,26.38,-2.4882999999999846,2.4882999999999846
7.5,2020-01-01,JAS,2020-08-15,24.2731,26.38,-2.1068999999999996,2.1068999999999996
6.5,2020-02-01,JAS,2020-08-15,24.154100000000028,26.38,-2.225899999999971,2.225899999999971
5.5,2020-03-01,JAS,2020-08-15,24.625500000000045,26.38,-1.754499999999954,1.754499999999954
4.5,2020-04-01,JAS,2020-08-15,24.643200000000036,26.38,-1.7367999999999633,1.7367999999999633
3.5,2020-05-01,JAS,2020-08-15,25.0077,26.38,-1.3722999999999992,1.3722999999999992
2.5,2020-06-01,JAS,2020-08-15,24.81450000000001,26.38,-1.5654999999999895,1.5654999999999895
1.5,2020-07-01,JAS,2020-08-15,25.223299999999995,26.38,-1.1567000000000043,1.1567000000000043
