L,BIAS_ABS
1.5,1.0698999999999852
2.5,1.4271999999999692
3.5,1.8729222222222053
4.5,2.278833333333313
5.5,2.5659111111110806
6.5,2.863866666666653
7.5,3.175116666666654
8.5,3.355304166666649
9.5,3.5455041666666394
10.5,3.6521166666666436
