L,BIAS_ABS
1.5,0.518595555555557
2.5,0.6570437037037039
3.5,0.8592118518518517
4.5,0.8169385185185184
5.5,0.4971107407407405
6.5,0.6291370833333323
7.5,0.6548775
8.5,0.7165237499999999
