L,BIAS_ABS
1.5,1.1427199999999882
2.5,1.2889399999999707
3.5,1.3687999999999672
4.5,1.6399099999999716
5.5,1.6673399999999698
6.5,1.8220399999999723
7.5,2.0586699999999807
8.5,2.3153199999999767
9.5,2.5445599999999695
10.5,2.616889999999975
