L,MON,LDC_SST_NASA_GMAO_062012
2.5,0000 1 Dec 2014,27.10098
3.5,0000 1 Dec 2014,27.36992
4.5,0000 1 Dec 2014,27.76645
5.5,0000 1 Dec 2014,28.01107
6.5,0000 1 Dec 2014,27.90125
7.5,0000 1 Dec 2014,27.38382
1.5,0000 1 Jan 2015,27.05722
2.5,0000 1 Jan 2015,27.28483
3.5,0000 1 Jan 2015,27.64896
4.5,0000 1 Jan 2015,27.8993
5.5,0000 1 Jan 2015,27.78447
6.5,0000 1 Jan 2015,27.18921
7.5,0000 1 Jan 2015,26.41508
1.5,0000 1 Feb 2015,27.50899
2.5,0000 1 Feb 2015,27.90334
3.5,0000 1 Feb 2015,28.22375
4.5,0000 1 Feb 2015,28.22321
5.5,0000 1 Feb 2015,27.82405
6.5,0000 1 Feb 2015,27.20635
7.5,0000 1 Feb 2015,26.74518
1.5,0000 1 Mar 2015,28.24681
2.5,0000 1 Mar 2015,28.63015
3.5,0000 1 Mar 2015,28.74633
4.5,0000 1 Mar 2015,28.5494
5.5,0000 1 Mar 2015,28.19876
6.5,0000 1 Mar 2015,27.9124
7.5,0000 1 Mar 2015,27.82596
1.5,0000 1 Apr 2015,28.41374
2.5,0000 1 Apr 2015,28.52908
3.5,0000 1 Apr 2015,28.32403
4.5,0000 1 Apr 2015,27.89447
5.5,0000 1 Apr 2015,27.54485
6.5,0000 1 Apr 2015,27.43101
7.5,0000 1 Apr 2015,27.42107
1.5,0000 1 May 2015,28.78275
2.5,0000 1 May 2015,28.68942
3.5,0000 1 May 2015,28.48388
4.5,0000 1 May 2015,28.31304
5.5,0000 1 May 2015,28.25111
6.5,0000 1 May 2015,28.20446
7.5,0000 1 May 2015,28.062
1.5,0000 1 Jun 2015,28.53255
2.5,0000 1 Jun 2015,28.15093
3.5,0000 1 Jun 2015,27.87761
4.5,0000 1 Jun 2015,27.79703
5.5,0000 1 Jun 2015,27.83282
6.5,0000 1 Jun 2015,27.74688
7.5,0000 1 Jun 2015,27.6224
1.5,0000 1 Jul 2015,28.45882
2.5,0000 1 Jul 2015,28.26194
3.5,0000 1 Jul 2015,28.18641
4.5,0000 1 Jul 2015,28.194
5.5,0000 1 Jul 2015,28.17589
6.5,0000 1 Jul 2015,28.09293
7.5,0000 1 Jul 2015,28.13341
1.5,0000 1 Aug 2015,28.6356
2.5,0000 1 Aug 2015,28.65649
3.5,0000 1 Aug 2015,28.73982
4.5,0000 1 Aug 2015,28.7772
5.5,0000 1 Aug 2015,28.76555
6.5,0000 1 Aug 2015,28.75019
7.5,0000 1 Aug 2015,28.81598
1.5,0000 1 Sep 2015,28.77881
2.5,0000 1 Sep 2015,28.7404
3.5,0000 1 Sep 2015,28.60469
4.5,0000 1 Sep 2015,28.44788
5.5,0000 1 Sep 2015,28.42729
6.5,0000 1 Sep 2015,28.60635
7.5,0000 1 Sep 2015,28.78111
1.5,0000 1 Oct 2015,28.97223
2.5,0000 1 Oct 2015,28.88234
3.5,0000 1 Oct 2015,28.67468
4.5,0000 1 Oct 2015,28.5224
5.5,0000 1 Oct 2015,28.53167
6.5,0000 1 Oct 2015,28.54156
7.5,0000 1 Oct 2015,28.22992
1.5,0000 1 Nov 2015,29.02407
2.5,0000 1 Nov 2015,28.72219
3.5,0000 1 Nov 2015,28.46163
4.5,0000 1 Nov 2015,28.42089
5.5,0000 1 Nov 2015,28.44778
6.5,0000 1 Nov 2015,28.20106
7.5,0000 1 Nov 2015,27.55821
1.5,0000 1 Dec 2015,29.04705
2.5,0000 1 Dec 2015,28.85551
3.5,0000 1 Dec 2015,28.7701
4.5,0000 1 Dec 2015,28.69627
5.5,0000 1 Dec 2015,28.33711
6.5,0000 1 Dec 2015,27.57167
7.5,0000 1 Dec 2015,26.50395
1.5,0000 1 Jan 2016,28.8901
2.5,0000 1 Jan 2016,28.75497
3.5,0000 1 Jan 2016,28.55232
4.5,0000 1 Jan 2016,28.0675
5.5,0000 1 Jan 2016,27.2207
6.5,0000 1 Jan 2016,26.13853
7.5,0000 1 Jan 2016,25.32141
1.5,0000 1 Feb 2016,28.94248
2.5,0000 1 Feb 2016,28.8471
3.5,0000 1 Feb 2016,28.44464
4.5,0000 1 Feb 2016,27.5825
5.5,0000 1 Feb 2016,26.45123
6.5,0000 1 Feb 2016,25.54024
7.5,0000 1 Feb 2016,25.08077
1.5,0000 1 Mar 2016,28.90022
2.5,0000 1 Mar 2016,28.53931
3.5,0000 1 Mar 2016,27.68013
4.5,0000 1 Mar 2016,26.52859
5.5,0000 1 Mar 2016,25.6018
6.5,0000 1 Mar 2016,25.09855
7.5,0000 1 Mar 2016,24.93502
1.5,0000 1 Apr 2016,27.97226
2.5,0000 1 Apr 2016,26.99832
3.5,0000 1 Apr 2016,25.80489
4.5,0000 1 Apr 2016,24.8732
5.5,0000 1 Apr 2016,24.45911
6.5,0000 1 Apr 2016,24.37316
7.5,0000 1 Apr 2016,24.33314
1.5,0000 1 May 2016,26.25683
2.5,0000 1 May 2016,25.04798
3.5,0000 1 May 2016,24.28246
4.5,0000 1 May 2016,23.98689
5.5,0000 1 May 2016,23.96481
6.5,0000 1 May 2016,24.01017
7.5,0000 1 May 2016,24.03928
1.5,0000 1 Jun 2016,26.09528
2.5,0000 1 Jun 2016,25.35044
3.5,0000 1 Jun 2016,24.99899
4.5,0000 1 Jun 2016,24.87058
5.5,0000 1 Jun 2016,24.81842
6.5,0000 1 Jun 2016,24.75644
7.5,0000 1 Jun 2016,24.83615
1.5,0000 1 Jul 2016,25.70845
2.5,0000 1 Jul 2016,25.39544
3.5,0000 1 Jul 2016,25.29072
4.5,0000 1 Jul 2016,25.26435
5.5,0000 1 Jul 2016,25.19509
6.5,0000 1 Jul 2016,25.22132
7.5,0000 1 Jul 2016,25.54443
1.5,0000 1 Aug 2016,25.29654
2.5,0000 1 Aug 2016,25.1133
3.5,0000 1 Aug 2016,25.0292
4.5,0000 1 Aug 2016,24.90394
5.5,0000 1 Aug 2016,24.86748
6.5,0000 1 Aug 2016,25.16161
7.5,0000 1 Aug 2016,25.81921
1.5,0000 1 Sep 2016,25.6152
2.5,0000 1 Sep 2016,25.5539
3.5,0000 1 Sep 2016,25.44619
4.5,0000 1 Sep 2016,25.39591
5.5,0000 1 Sep 2016,25.64856
6.5,0000 1 Sep 2016,26.21295
7.5,0000 1 Sep 2016,26.9146
1.5,0000 1 Oct 2016,25.58314
2.5,0000 1 Oct 2016,25.43596
3.5,0000 1 Oct 2016,25.36963
4.5,0000 1 Oct 2016,25.62703
5.5,0000 1 Oct 2016,26.21703
6.5,0000 1 Oct 2016,26.94577
7.5,0000 1 Oct 2016,27.44657
1.5,0000 1 Nov 2016,25.17525
2.5,0000 1 Nov 2016,25.10187
3.5,0000 1 Nov 2016,25.39889
4.5,0000 1 Nov 2016,26.01757
5.5,0000 1 Nov 2016,26.75574
6.5,0000 1 Nov 2016,27.28074
7.5,0000 1 Nov 2016,27.51212
1.5,0000 1 Dec 2016,25.40467
2.5,0000 1 Dec 2016,25.60782
3.5,0000 1 Dec 2016,26.19852
4.5,0000 1 Dec 2016,26.94135
5.5,0000 1 Dec 2016,27.43311
6.5,0000 1 Dec 2016,27.6145
7.5,0000 1 Dec 2016,27.53061
1.5,0000 1 Jan 2017,26.16673
2.5,0000 1 Jan 2017,26.62058
3.5,0000 1 Jan 2017,27.21444
4.5,0000 1 Jan 2017,27.67567
5.5,0000 1 Jan 2017,27.82011
6.5,0000 1 Jan 2017,27.65104
7.5,0000 1 Jan 2017,27.2895
1.5,0000 1 Feb 2017,27.12577
2.5,0000 1 Feb 2017,27.73642
3.5,0000 1 Feb 2017,28.10993
4.5,0000 1 Feb 2017,28.16963
5.5,0000 1 Feb 2017,27.94613
6.5,0000 1 Feb 2017,27.5343
7.5,0000 1 Feb 2017,27.18557
1.5,0000 1 Mar 2017,27.79055
2.5,0000 1 Mar 2017,28.11881
3.5,0000 1 Mar 2017,28.17461
4.5,0000 1 Mar 2017,27.914
5.5,0000 1 Mar 2017,27.4934
6.5,0000 1 Mar 2017,27.199
7.5,0000 1 Mar 2017,27.13881
1.5,0000 1 Apr 2017,27.89315
2.5,0000 1 Apr 2017,27.9346
3.5,0000 1 Apr 2017,27.64193
4.5,0000 1 Apr 2017,27.21583
5.5,0000 1 Apr 2017,26.91737
6.5,0000 1 Apr 2017,26.86493
7.5,0000 1 Apr 2017,26.851
1.5,0000 1 May 2017,28.00141
2.5,0000 1 May 2017,27.58276
3.5,0000 1 May 2017,27.07653
4.5,0000 1 May 2017,26.74614
5.5,0000 1 May 2017,26.68192
6.5,0000 1 May 2017,26.68632
7.5,0000 1 May 2017,26.5917
1.5,0000 1 Jun 2017,26.85516
2.5,0000 1 Jun 2017,26.08329
3.5,0000 1 Jun 2017,25.60013
4.5,0000 1 Jun 2017,25.43046
5.5,0000 1 Jun 2017,25.40042
6.5,0000 1 Jun 2017,25.30399
7.5,0000 1 Jun 2017,25.276
1.5,0000 1 Jul 2017,26.35183
2.5,0000 1 Jul 2017,25.90187
3.5,0000 1 Jul 2017,25.82597
4.5,0000 1 Jul 2017,25.82975
5.5,0000 1 Jul 2017,25.74495
6.5,0000 1 Jul 2017,25.66556
7.5,0000 1 Jul 2017,25.88603
1.5,0000 1 Aug 2017,25.45638
2.5,0000 1 Aug 2017,25.19044
3.5,0000 1 Aug 2017,25.16854
4.5,0000 1 Aug 2017,25.13326
5.5,0000 1 Aug 2017,25.13178
6.5,0000 1 Aug 2017,25.39756
7.5,0000 1 Aug 2017,25.97078
1.5,0000 1 Sep 2017,25.31301
2.5,0000 1 Sep 2017,25.07736
3.5,0000 1 Sep 2017,24.99001
4.5,0000 1 Sep 2017,24.95737
5.5,0000 1 Sep 2017,25.22217
6.5,0000 1 Sep 2017,25.81264
7.5,0000 1 Sep 2017,26.52646
1.5,0000 1 Oct 2017,25.20566
2.5,0000 1 Oct 2017,24.86692
3.5,0000 1 Oct 2017,24.67947
4.5,0000 1 Oct 2017,24.77162
5.5,0000 1 Oct 2017,25.28205
6.5,0000 1 Oct 2017,26.00863
7.5,0000 1 Oct 2017,26.58315
1.5,0000 1 Nov 2017,24.9966
2.5,0000 1 Nov 2017,24.83297
3.5,0000 1 Nov 2017,24.96165
4.5,0000 1 Nov 2017,25.46232
5.5,0000 1 Nov 2017,26.1558
6.5,0000 1 Nov 2017,26.74345
7.5,0000 1 Nov 2017,26.95703
1.5,0000 1 Dec 2017,24.70156
2.5,0000 1 Dec 2017,24.60951
3.5,0000 1 Dec 2017,24.96971
4.5,0000 1 Dec 2017,25.61848
5.5,0000 1 Dec 2017,26.21045
6.5,0000 1 Dec 2017,26.45894
7.5,0000 1 Dec 2017,26.36584
1.5,0000 1 Jan 2018,24.97935
2.5,0000 1 Jan 2018,25.25004
3.5,0000 1 Jan 2018,25.80782
4.5,0000 1 Jan 2018,26.36264
5.5,0000 1 Jan 2018,26.59187
6.5,0000 1 Jan 2018,26.47283
7.5,0000 1 Jan 2018,26.22114
