L,BIAS_ABS
1.5,0.34791192982456154
2.5,0.3573692982456138
3.5,0.3347515789473684
4.5,0.4631526315789465
5.5,0.5401978947368418
6.5,0.6687427777777779
7.5,0.8513474074074074
