M,L,MON,LDC_SST_COLA_CESM1
9,9.5,0000 1 Jun 2016,26.08802
10,9.5,0000 1 Jun 2016,25.12373
1,10.5,0000 1 Jun 2016,26.10351
2,10.5,0000 1 Jun 2016,26.38907
3,10.5,0000 1 Jun 2016,26.69756
4,10.5,0000 1 Jun 2016,26.37602
5,10.5,0000 1 Jun 2016,26.62811
6,10.5,0000 1 Jun 2016,26.23046
7,10.5,0000 1 Jun 2016,26.43203
8,10.5,0000 1 Jun 2016,26.7063
9,10.5,0000 1 Jun 2016,26.71211
10,10.5,0000 1 Jun 2016,25.756
1,1.5,0000 1 Jul 2016,25.6624
2,1.5,0000 1 Jul 2016,25.38032
3,1.5,0000 1 Jul 2016,25.65209
4,1.5,0000 1 Jul 2016,25.95759
5,1.5,0000 1 Jul 2016,25.76034
6,1.5,0000 1 Jul 2016,25.75565
7,1.5,0000 1 Jul 2016,25.61895
8,1.5,0000 1 Jul 2016,25.62915
9,1.5,0000 1 Jul 2016,25.87818
10,1.5,0000 1 Jul 2016,25.4748
1,2.5,0000 1 Jul 2016,24.62401
2,2.5,0000 1 Jul 2016,24.33866
3,2.5,0000 1 Jul 2016,24.82465
4,2.5,0000 1 Jul 2016,25.23541
5,2.5,0000 1 Jul 2016,24.91904
6,2.5,0000 1 Jul 2016,25.05408
7,2.5,0000 1 Jul 2016,24.72944
8,2.5,0000 1 Jul 2016,24.88429
9,2.5,0000 1 Jul 2016,25.0559
10,2.5,0000 1 Jul 2016,24.42567
1,3.5,0000 1 Jul 2016,24.05459
2,3.5,0000 1 Jul 2016,23.92421
3,3.5,0000 1 Jul 2016,24.60522
4,3.5,0000 1 Jul 2016,24.76962
5,3.5,0000 1 Jul 2016,24.43747
6,3.5,0000 1 Jul 2016,24.709
7,3.5,0000 1 Jul 2016,24.44849
8,3.5,0000 1 Jul 2016,24.62985
9,3.5,0000 1 Jul 2016,24.60412
10,3.5,0000 1 Jul 2016,23.94316
1,4.5,0000 1 Jul 2016,23.94266
2,4.5,0000 1 Jul 2016,23.92731
3,4.5,0000 1 Jul 2016,24.7132
4,4.5,0000 1 Jul 2016,24.69091
5,4.5,0000 1 Jul 2016,24.29567
6,4.5,0000 1 Jul 2016,24.60723
7,4.5,0000 1 Jul 2016,24.61271
8,4.5,0000 1 Jul 2016,24.68485
9,4.5,0000 1 Jul 2016,24.55081
10,4.5,0000 1 Jul 2016,23.94477
1,5.5,0000 1 Jul 2016,24.28592
2,5.5,0000 1 Jul 2016,24.08413
3,5.5,0000 1 Jul 2016,24.95305
4,5.5,0000 1 Jul 2016,24.99232
5,5.5,0000 1 Jul 2016,24.45215
6,5.5,0000 1 Jul 2016,24.71087
7,5.5,0000 1 Jul 2016,24.93207
8,5.5,0000 1 Jul 2016,24.85641
9,5.5,0000 1 Jul 2016,24.79898
10,5.5,0000 1 Jul 2016,24.21411
1,6.5,0000 1 Jul 2016,24.67532
2,6.5,0000 1 Jul 2016,24.21867
3,6.5,0000 1 Jul 2016,25.10426
4,6.5,0000 1 Jul 2016,25.45727
5,6.5,0000 1 Jul 2016,24.76405
6,6.5,0000 1 Jul 2016,24.97843
7,6.5,0000 1 Jul 2016,25.2703
8,6.5,0000 1 Jul 2016,25.12663
9,6.5,0000 1 Jul 2016,25.12199
10,6.5,0000 1 Jul 2016,24.51071
1,7.5,0000 1 Jul 2016,25.14235
2,7.5,0000 1 Jul 2016,24.62554
3,7.5,0000 1 Jul 2016,25.37693
4,7.5,0000 1 Jul 2016,25.94838
5,7.5,0000 1 Jul 2016,25.28388
6,7.5,0000 1 Jul 2016,25.39201
7,7.5,0000 1 Jul 2016,25.73678
8,7.5,0000 1 Jul 2016,25.65432
9,7.5,0000 1 Jul 2016,25.56745
10,7.5,0000 1 Jul 2016,25.01483
1,8.5,0000 1 Jul 2016,25.67044
2,8.5,0000 1 Jul 2016,25.24247
3,8.5,0000 1 Jul 2016,25.91526
4,8.5,0000 1 Jul 2016,26.54089
5,8.5,0000 1 Jul 2016,25.94545
6,8.5,0000 1 Jul 2016,25.92107
7,8.5,0000 1 Jul 2016,26.41797
8,8.5,0000 1 Jul 2016,26.38596
9,8.5,0000 1 Jul 2016,26.16477
10,8.5,0000 1 Jul 2016,25.67217
1,9.5,0000 1 Jul 2016,26.36671
2,9.5,0000 1 Jul 2016,25.99454
3,9.5,0000 1 Jul 2016,26.71887
4,9.5,0000 1 Jul 2016,27.26048
5,9.5,0000 1 Jul 2016,26.67345
6,9.5,0000 1 Jul 2016,26.56067
7,9.5,0000 1 Jul 2016,27.15297
8,9.5,0000 1 Jul 2016,27.20209
9,9.5,0000 1 Jul 2016,26.84597
10,9.5,0000 1 Jul 2016,26.48079
1,10.5,0000 1 Jul 2016,27.01127
2,10.5,0000 1 Jul 2016,26.56809
3,10.5,0000 1 Jul 2016,27.39818
4,10.5,0000 1 Jul 2016,27.96835
5,10.5,0000 1 Jul 2016,27.25633
6,10.5,0000 1 Jul 2016,27.18859
7,10.5,0000 1 Jul 2016,27.84696
8,10.5,0000 1 Jul 2016,27.88487
9,10.5,0000 1 Jul 2016,27.429
10,10.5,0000 1 Jul 2016,27.15424
1,1.5,0000 1 Aug 2016,25.01229
2,1.5,0000 1 Aug 2016,25.42227
3,1.5,0000 1 Aug 2016,25.41255
4,1.5,0000 1 Aug 2016,25.26977
5,1.5,0000 1 Aug 2016,25.18649
6,1.5,0000 1 Aug 2016,25.37047
7,1.5,0000 1 Aug 2016,25.20998
8,1.5,0000 1 Aug 2016,25.29754
9,1.5,0000 1 Aug 2016,25.41068
10,1.5,0000 1 Aug 2016,25.36976
1,2.5,0000 1 Aug 2016,24.4376
2,2.5,0000 1 Aug 2016,24.99965
3,2.5,0000 1 Aug 2016,25.03295
4,2.5,0000 1 Aug 2016,24.85995
5,2.5,0000 1 Aug 2016,24.58011
6,2.5,0000 1 Aug 2016,25.02882
7,2.5,0000 1 Aug 2016,24.79137
8,2.5,0000 1 Aug 2016,24.79715
9,2.5,0000 1 Aug 2016,25.02383
10,2.5,0000 1 Aug 2016,24.97531
1,3.5,0000 1 Aug 2016,24.23631
2,3.5,0000 1 Aug 2016,24.89263
3,3.5,0000 1 Aug 2016,25.04899
4,3.5,0000 1 Aug 2016,24.81911
5,3.5,0000 1 Aug 2016,24.36814
6,3.5,0000 1 Aug 2016,25.01923
7,3.5,0000 1 Aug 2016,24.74956
8,3.5,0000 1 Aug 2016,24.55888
9,3.5,0000 1 Aug 2016,24.96635
10,3.5,0000 1 Aug 2016,24.94242
1,4.5,0000 1 Aug 2016,24.41532
2,4.5,0000 1 Aug 2016,24.92627
3,4.5,0000 1 Aug 2016,25.1584
4,4.5,0000 1 Aug 2016,25.06767
5,4.5,0000 1 Aug 2016,24.51904
6,4.5,0000 1 Aug 2016,25.11654
7,4.5,0000 1 Aug 2016,24.80402
8,4.5,0000 1 Aug 2016,24.57827
9,4.5,0000 1 Aug 2016,25.24391
10,4.5,0000 1 Aug 2016,25.21364
1,5.5,0000 1 Aug 2016,24.69114
2,5.5,0000 1 Aug 2016,25.12946
3,5.5,0000 1 Aug 2016,25.43727
4,5.5,0000 1 Aug 2016,25.30672
5,5.5,0000 1 Aug 2016,24.79928
6,5.5,0000 1 Aug 2016,25.42731
7,5.5,0000 1 Aug 2016,24.8922
8,5.5,0000 1 Aug 2016,24.75375
9,5.5,0000 1 Aug 2016,25.65717
10,5.5,0000 1 Aug 2016,25.56519
1,6.5,0000 1 Aug 2016,25.06171
2,6.5,0000 1 Aug 2016,25.39178
3,6.5,0000 1 Aug 2016,25.73702
4,6.5,0000 1 Aug 2016,25.57408
5,6.5,0000 1 Aug 2016,25.12756
6,6.5,0000 1 Aug 2016,25.86884
7,6.5,0000 1 Aug 2016,25.06974
8,6.5,0000 1 Aug 2016,25.16605
9,6.5,0000 1 Aug 2016,26.19026
10,6.5,0000 1 Aug 2016,26.04733
1,7.5,0000 1 Aug 2016,25.70145
2,7.5,0000 1 Aug 2016,25.88685
3,7.5,0000 1 Aug 2016,26.27162
4,7.5,0000 1 Aug 2016,26.04745
5,7.5,0000 1 Aug 2016,25.63783
6,7.5,0000 1 Aug 2016,26.60157
7,7.5,0000 1 Aug 2016,25.55503
8,7.5,0000 1 Aug 2016,25.77466
9,7.5,0000 1 Aug 2016,26.80527
10,7.5,0000 1 Aug 2016,26.80949
1,8.5,0000 1 Aug 2016,26.44435
2,8.5,0000 1 Aug 2016,26.57278
3,8.5,0000 1 Aug 2016,26.92925
4,8.5,0000 1 Aug 2016,26.74389
5,8.5,0000 1 Aug 2016,26.27588
6,8.5,0000 1 Aug 2016,27.24226
7,8.5,0000 1 Aug 2016,26.15776
8,8.5,0000 1 Aug 2016,26.57683
9,8.5,0000 1 Aug 2016,27.54731
10,8.5,0000 1 Aug 2016,27.70251
1,9.5,0000 1 Aug 2016,27.05119
2,9.5,0000 1 Aug 2016,27.04664
3,9.5,0000 1 Aug 2016,27.54921
4,9.5,0000 1 Aug 2016,27.43599
5,9.5,0000 1 Aug 2016,26.80658
6,9.5,0000 1 Aug 2016,27.76114
7,9.5,0000 1 Aug 2016,26.73174
8,9.5,0000 1 Aug 2016,27.23356
9,9.5,0000 1 Aug 2016,28.21718
10,9.5,0000 1 Aug 2016,28.46063
1,10.5,0000 1 Aug 2016,27.24401
2,10.5,0000 1 Aug 2016,27.09283
3,10.5,0000 1 Aug 2016,27.84007
4,10.5,0000 1 Aug 2016,27.8988
5,10.5,0000 1 Aug 2016,27.04667
6,10.5,0000 1 Aug 2016,27.94578
7,10.5,0000 1 Aug 2016,26.9935
8,10.5,0000 1 Aug 2016,27.52375
9,10.5,0000 1 Aug 2016,28.66247
10,10.5,0000 1 Aug 2016,28.87651
1,1.5,0000 1 Sep 2016,25.95023
2,1.5,0000 1 Sep 2016,25.90164
3,1.5,0000 1 Sep 2016,25.80444
4,1.5,0000 1 Sep 2016,25.85474
5,1.5,0000 1 Sep 2016,25.77299
6,1.5,0000 1 Sep 2016,25.80891
7,1.5,0000 1 Sep 2016,26.14809
8,1.5,0000 1 Sep 2016,26.26745
9,1.5,0000 1 Sep 2016,25.99131
10,1.5,0000 1 Sep 2016,26.04521
1,2.5,0000 1 Sep 2016,25.80571
2,2.5,0000 1 Sep 2016,25.6852
3,2.5,0000 1 Sep 2016,25.61039
4,2.5,0000 1 Sep 2016,25.69412
5,2.5,0000 1 Sep 2016,25.54875
6,2.5,0000 1 Sep 2016,25.59768
7,2.5,0000 1 Sep 2016,26.10678
8,2.5,0000 1 Sep 2016,26.38713
9,2.5,0000 1 Sep 2016,25.93183
10,2.5,0000 1 Sep 2016,25.89081
1,3.5,0000 1 Sep 2016,25.70259
2,3.5,0000 1 Sep 2016,25.52738
3,3.5,0000 1 Sep 2016,25.54729
4,3.5,0000 1 Sep 2016,25.48935
5,3.5,0000 1 Sep 2016,25.40918
6,3.5,0000 1 Sep 2016,25.48026
7,3.5,0000 1 Sep 2016,26.07272
8,3.5,0000 1 Sep 2016,26.44203
9,3.5,0000 1 Sep 2016,25.91159
10,3.5,0000 1 Sep 2016,25.74467
1,4.5,0000 1 Sep 2016,25.75541
2,4.5,0000 1 Sep 2016,25.60161
3,4.5,0000 1 Sep 2016,25.65512
4,4.5,0000 1 Sep 2016,25.44565
5,4.5,0000 1 Sep 2016,25.48365
6,4.5,0000 1 Sep 2016,25.57134
7,4.5,0000 1 Sep 2016,26.21647
8,4.5,0000 1 Sep 2016,26.49181
9,4.5,0000 1 Sep 2016,26.00278
10,4.5,0000 1 Sep 2016,25.77928
1,5.5,0000 1 Sep 2016,26.13424
2,5.5,0000 1 Sep 2016,25.99503
3,5.5,0000 1 Sep 2016,25.88756
4,5.5,0000 1 Sep 2016,25.61764
5,5.5,0000 1 Sep 2016,25.80431
6,5.5,0000 1 Sep 2016,25.9707
7,5.5,0000 1 Sep 2016,26.61543
8,5.5,0000 1 Sep 2016,26.63833
9,5.5,0000 1 Sep 2016,26.39966
10,5.5,0000 1 Sep 2016,26.07456
1,6.5,0000 1 Sep 2016,26.72694
2,6.5,0000 1 Sep 2016,26.7239
3,6.5,0000 1 Sep 2016,26.34794
4,6.5,0000 1 Sep 2016,26.27675
5,6.5,0000 1 Sep 2016,26.39332
6,6.5,0000 1 Sep 2016,26.68025
7,6.5,0000 1 Sep 2016,27.21284
8,6.5,0000 1 Sep 2016,27.09077
9,6.5,0000 1 Sep 2016,27.02711
10,6.5,0000 1 Sep 2016,26.63094
1,7.5,0000 1 Sep 2016,27.4178
2,7.5,0000 1 Sep 2016,27.62843
3,7.5,0000 1 Sep 2016,27.02447
4,7.5,0000 1 Sep 2016,27.15158
5,7.5,0000 1 Sep 2016,27.16043
6,7.5,0000 1 Sep 2016,27.52423
7,7.5,0000 1 Sep 2016,27.88754
8,7.5,0000 1 Sep 2016,27.84167
9,7.5,0000 1 Sep 2016,27.93759
10,7.5,0000 1 Sep 2016,27.35153
1,8.5,0000 1 Sep 2016,27.95839
2,8.5,0000 1 Sep 2016,28.3668
3,8.5,0000 1 Sep 2016,27.68366
4,8.5,0000 1 Sep 2016,27.92288
5,8.5,0000 1 Sep 2016,27.80972
6,8.5,0000 1 Sep 2016,28.11383
7,8.5,0000 1 Sep 2016,28.33168
8,8.5,0000 1 Sep 2016,28.54397
9,8.5,0000 1 Sep 2016,28.68562
10,8.5,0000 1 Sep 2016,27.93819
1,9.5,0000 1 Sep 2016,28.21863
2,9.5,0000 1 Sep 2016,28.78041
3,9.5,0000 1 Sep 2016,27.95478
4,9.5,0000 1 Sep 2016,28.20019
5,9.5,0000 1 Sep 2016,28.11439
6,9.5,0000 1 Sep 2016,28.3006
7,9.5,0000 1 Sep 2016,28.40248
8,9.5,0000 1 Sep 2016,28.93943
9,9.5,0000 1 Sep 2016,29.24999
10,9.5,0000 1 Sep 2016,28.18043
1,10.5,0000 1 Sep 2016,28.13593
2,10.5,0000 1 Sep 2016,28.80294
3,10.5,0000 1 Sep 2016,27.63291
4,10.5,0000 1 Sep 2016,28.03381
5,10.5,0000 1 Sep 2016,27.84785
6,10.5,0000 1 Sep 2016,28.01389
7,10.5,0000 1 Sep 2016,27.93293
8,10.5,0000 1 Sep 2016,28.9676
9,10.5,0000 1 Sep 2016,29.45431
10,10.5,0000 1 Sep 2016,27.9039
1,1.5,0000 1 Oct 2016,25.72422
2,1.5,0000 1 Oct 2016,26.12761
3,1.5,0000 1 Oct 2016,26.00027
4,1.5,0000 1 Oct 2016,25.93879
5,1.5,0000 1 Oct 2016,25.8676
6,1.5,0000 1 Oct 2016,25.88274
7,1.5,0000 1 Oct 2016,26.11282
8,1.5,0000 1 Oct 2016,25.99149
9,1.5,0000 1 Oct 2016,25.89982
10,1.5,0000 1 Oct 2016,25.96341
1,2.5,0000 1 Oct 2016,25.50793
2,2.5,0000 1 Oct 2016,26.08891
3,2.5,0000 1 Oct 2016,25.74963
4,2.5,0000 1 Oct 2016,25.8257
5,2.5,0000 1 Oct 2016,25.55447
6,2.5,0000 1 Oct 2016,25.59752
7,2.5,0000 1 Oct 2016,25.89717
8,2.5,0000 1 Oct 2016,25.79377
9,2.5,0000 1 Oct 2016,25.60001
10,2.5,0000 1 Oct 2016,25.72872
1,3.5,0000 1 Oct 2016,25.58414
2,3.5,0000 1 Oct 2016,26.14232
3,3.5,0000 1 Oct 2016,25.6692
4,3.5,0000 1 Oct 2016,25.8679
5,3.5,0000 1 Oct 2016,25.43282
6,3.5,0000 1 Oct 2016,25.4933
7,3.5,0000 1 Oct 2016,25.75036
8,3.5,0000 1 Oct 2016,25.74095
9,3.5,0000 1 Oct 2016,25.38178
10,3.5,0000 1 Oct 2016,25.69509
1,4.5,0000 1 Oct 2016,26.02578
2,4.5,0000 1 Oct 2016,26.43059
3,4.5,0000 1 Oct 2016,25.98478
4,4.5,0000 1 Oct 2016,26.28926
5,4.5,0000 1 Oct 2016,25.77637
6,4.5,0000 1 Oct 2016,25.82798
7,4.5,0000 1 Oct 2016,26.0098
8,4.5,0000 1 Oct 2016,26.15151
9,4.5,0000 1 Oct 2016,25.50714
10,4.5,0000 1 Oct 2016,26.07243
1,5.5,0000 1 Oct 2016,26.85084
2,5.5,0000 1 Oct 2016,27.03647
3,5.5,0000 1 Oct 2016,26.69131
4,5.5,0000 1 Oct 2016,26.96285
5,5.5,0000 1 Oct 2016,26.48851
6,5.5,0000 1 Oct 2016,26.44534
7,5.5,0000 1 Oct 2016,26.60195
8,5.5,0000 1 Oct 2016,26.98482
9,5.5,0000 1 Oct 2016,26.07333
10,5.5,0000 1 Oct 2016,26.77521
1,6.5,0000 1 Oct 2016,27.76402
2,6.5,0000 1 Oct 2016,27.83551
3,6.5,0000 1 Oct 2016,27.58241
4,6.5,0000 1 Oct 2016,27.86039
5,6.5,0000 1 Oct 2016,27.28076
6,6.5,0000 1 Oct 2016,27.21432
7,6.5,0000 1 Oct 2016,27.42371
8,6.5,0000 1 Oct 2016,27.91704
9,6.5,0000 1 Oct 2016,26.84566
10,6.5,0000 1 Oct 2016,27.58899
1,7.5,0000 1 Oct 2016,28.61528
2,7.5,0000 1 Oct 2016,28.55972
3,7.5,0000 1 Oct 2016,28.47476
4,7.5,0000 1 Oct 2016,28.61343
5,7.5,0000 1 Oct 2016,27.97999
6,7.5,0000 1 Oct 2016,27.82524
7,7.5,0000 1 Oct 2016,28.04992
8,7.5,0000 1 Oct 2016,28.63657
9,7.5,0000 1 Oct 2016,27.48019
10,7.5,0000 1 Oct 2016,28.26358
1,8.5,0000 1 Oct 2016,28.98683
2,8.5,0000 1 Oct 2016,28.92478
3,8.5,0000 1 Oct 2016,28.94078
4,8.5,0000 1 Oct 2016,28.97722
5,8.5,0000 1 Oct 2016,28.25233
6,8.5,0000 1 Oct 2016,27.99421
7,8.5,0000 1 Oct 2016,28.27766
8,8.5,0000 1 Oct 2016,28.88342
9,8.5,0000 1 Oct 2016,27.63677
10,8.5,0000 1 Oct 2016,28.58958
1,9.5,0000 1 Oct 2016,28.91131
2,9.5,0000 1 Oct 2016,28.88733
3,9.5,0000 1 Oct 2016,29.00187
4,9.5,0000 1 Oct 2016,28.94084
5,9.5,0000 1 Oct 2016,27.98715
6,9.5,0000 1 Oct 2016,27.50236
7,9.5,0000 1 Oct 2016,27.89622
8,9.5,0000 1 Oct 2016,28.76088
9,9.5,0000 1 Oct 2016,27.3079
10,9.5,0000 1 Oct 2016,28.45811
1,10.5,0000 1 Oct 2016,28.63674
2,10.5,0000 1 Oct 2016,28.69472
3,10.5,0000 1 Oct 2016,28.81028
4,10.5,0000 1 Oct 2016,28.62571
5,10.5,0000 1 Oct 2016,27.39187
6,10.5,0000 1 Oct 2016,26.77071
7,10.5,0000 1 Oct 2016,27.36893
8,10.5,0000 1 Oct 2016,28.4628
9,10.5,0000 1 Oct 2016,26.79636
10,10.5,0000 1 Oct 2016,28.00634
1,1.5,0000 1 Nov 2016,25.91689
2,1.5,0000 1 Nov 2016,26.05791
3,1.5,0000 1 Nov 2016,25.88719
4,1.5,0000 1 Nov 2016,26.12308
5,1.5,0000 1 Nov 2016,26.0428
6,1.5,0000 1 Nov 2016,25.76135
7,1.5,0000 1 Nov 2016,25.89903
8,1.5,0000 1 Nov 2016,25.97022
9,1.5,0000 1 Nov 2016,25.95884
10,1.5,0000 1 Nov 2016,25.95348
1,2.5,0000 1 Nov 2016,25.70658
2,2.5,0000 1 Nov 2016,25.89094
3,2.5,0000 1 Nov 2016,25.68886
4,2.5,0000 1 Nov 2016,25.99611
5,2.5,0000 1 Nov 2016,25.98488
6,2.5,0000 1 Nov 2016,25.50341
7,2.5,0000 1 Nov 2016,25.69752
8,2.5,0000 1 Nov 2016,25.82763
9,2.5,0000 1 Nov 2016,25.7196
10,2.5,0000 1 Nov 2016,25.73237
1,3.5,0000 1 Nov 2016,25.73639
2,3.5,0000 1 Nov 2016,25.89703
3,3.5,0000 1 Nov 2016,25.7547
4,3.5,0000 1 Nov 2016,26.09402
5,3.5,0000 1 Nov 2016,26.1076
6,3.5,0000 1 Nov 2016,25.51885
7,3.5,0000 1 Nov 2016,25.82228
8,3.5,0000 1 Nov 2016,25.87301
9,3.5,0000 1 Nov 2016,25.65611
10,3.5,0000 1 Nov 2016,25.81237
1,4.5,0000 1 Nov 2016,26.28062
2,4.5,0000 1 Nov 2016,26.38029
3,4.5,0000 1 Nov 2016,26.24391
4,4.5,0000 1 Nov 2016,26.46888
5,4.5,0000 1 Nov 2016,26.63527
6,4.5,0000 1 Nov 2016,26.02393
7,4.5,0000 1 Nov 2016,26.40961
8,4.5,0000 1 Nov 2016,26.25476
9,4.5,0000 1 Nov 2016,26.10093
10,4.5,0000 1 Nov 2016,26.33136
1,5.5,0000 1 Nov 2016,27.07357
2,5.5,0000 1 Nov 2016,27.10749
3,5.5,0000 1 Nov 2016,26.92234
4,5.5,0000 1 Nov 2016,27.11635
5,5.5,0000 1 Nov 2016,27.32358
6,5.5,0000 1 Nov 2016,26.64785
7,5.5,0000 1 Nov 2016,27.23776
8,5.5,0000 1 Nov 2016,26.76714
9,5.5,0000 1 Nov 2016,26.85314
10,5.5,0000 1 Nov 2016,27.09213
1,6.5,0000 1 Nov 2016,27.65969
2,6.5,0000 1 Nov 2016,27.78897
3,6.5,0000 1 Nov 2016,27.41149
4,6.5,0000 1 Nov 2016,27.53216
5,6.5,0000 1 Nov 2016,27.80001
6,6.5,0000 1 Nov 2016,27.16122
7,6.5,0000 1 Nov 2016,27.87539
8,6.5,0000 1 Nov 2016,27.05441
9,6.5,0000 1 Nov 2016,27.46893
10,6.5,0000 1 Nov 2016,27.61731
1,7.5,0000 1 Nov 2016,27.7057
2,7.5,0000 1 Nov 2016,27.96485
3,7.5,0000 1 Nov 2016,27.49786
4,7.5,0000 1 Nov 2016,27.50387
5,7.5,0000 1 Nov 2016,27.77391
6,7.5,0000 1 Nov 2016,27.30077
7,7.5,0000 1 Nov 2016,28.03546
8,7.5,0000 1 Nov 2016,26.88988
9,7.5,0000 1 Nov 2016,27.60692
10,7.5,0000 1 Nov 2016,27.65642
1,8.5,0000 1 Nov 2016,27.19548
2,8.5,0000 1 Nov 2016,27.62871
3,8.5,0000 1 Nov 2016,27.04193
4,8.5,0000 1 Nov 2016,26.89968
5,8.5,0000 1 Nov 2016,27.21219
6,8.5,0000 1 Nov 2016,26.93558
7,8.5,0000 1 Nov 2016,27.53374
8,8.5,0000 1 Nov 2016,26.32945
9,8.5,0000 1 Nov 2016,27.22473
10,8.5,0000 1 Nov 2016,27.19015
1,9.5,0000 1 Nov 2016,26.38766
2,9.5,0000 1 Nov 2016,26.93878
3,9.5,0000 1 Nov 2016,26.52302
4,9.5,0000 1 Nov 2016,25.97964
5,9.5,0000 1 Nov 2016,26.3683
6,9.5,0000 1 Nov 2016,26.31154
7,9.5,0000 1 Nov 2016,26.78635
8,9.5,0000 1 Nov 2016,25.67634
9,9.5,0000 1 Nov 2016,26.74223
10,9.5,0000 1 Nov 2016,26.48345
1,10.5,0000 1 Nov 2016,25.78454
2,10.5,0000 1 Nov 2016,26.36608
3,10.5,0000 1 Nov 2016,26.17687
4,10.5,0000 1 Nov 2016,25.28338
5,10.5,0000 1 Nov 2016,25.71487
6,10.5,0000 1 Nov 2016,25.75856
7,10.5,0000 1 Nov 2016,26.27506
8,10.5,0000 1 Nov 2016,25.19817
9,10.5,0000 1 Nov 2016,26.49771
10,10.5,0000 1 Nov 2016,25.95852
1,1.5,0000 1 Dec 2016,26.09972
2,1.5,0000 1 Dec 2016,26.11754
3,1.5,0000 1 Dec 2016,26.36563
4,1.5,0000 1 Dec 2016,26.27328
5,1.5,0000 1 Dec 2016,26.14056
6,1.5,0000 1 Dec 2016,26.23932
7,1.5,0000 1 Dec 2016,26.38897
8,1.5,0000 1 Dec 2016,26.26116
9,1.5,0000 1 Dec 2016,26.22967
10,1.5,0000 1 Dec 2016,26.27728
1,2.5,0000 1 Dec 2016,26.01193
2,2.5,0000 1 Dec 2016,26.16228
3,2.5,0000 1 Dec 2016,26.3861
4,2.5,0000 1 Dec 2016,26.28527
5,2.5,0000 1 Dec 2016,26.16261
6,2.5,0000 1 Dec 2016,26.36135
7,2.5,0000 1 Dec 2016,26.45507
8,2.5,0000 1 Dec 2016,26.3014
9,2.5,0000 1 Dec 2016,26.13376
10,2.5,0000 1 Dec 2016,26.38658
1,3.5,0000 1 Dec 2016,26.27165
2,3.5,0000 1 Dec 2016,26.52514
3,3.5,0000 1 Dec 2016,26.64066
4,3.5,0000 1 Dec 2016,26.55116
5,3.5,0000 1 Dec 2016,26.45662
6,3.5,0000 1 Dec 2016,26.74197
7,3.5,0000 1 Dec 2016,26.72857
8,3.5,0000 1 Dec 2016,26.61268
9,3.5,0000 1 Dec 2016,26.26582
10,3.5,0000 1 Dec 2016,26.75379
1,4.5,0000 1 Dec 2016,26.82948
2,4.5,0000 1 Dec 2016,27.13373
3,4.5,0000 1 Dec 2016,27.15897
4,4.5,0000 1 Dec 2016,27.11442
5,4.5,0000 1 Dec 2016,27.04375
6,4.5,0000 1 Dec 2016,27.54183
7,4.5,0000 1 Dec 2016,27.30717
8,4.5,0000 1 Dec 2016,27.29973
9,4.5,0000 1 Dec 2016,26.75071
10,4.5,0000 1 Dec 2016,27.28607
1,5.5,0000 1 Dec 2016,27.34367
2,5.5,0000 1 Dec 2016,27.57889
3,5.5,0000 1 Dec 2016,27.69055
4,5.5,0000 1 Dec 2016,27.58304
5,5.5,0000 1 Dec 2016,27.56615
6,5.5,0000 1 Dec 2016,28.22401
7,5.5,0000 1 Dec 2016,27.96207
8,5.5,0000 1 Dec 2016,27.97276
9,5.5,0000 1 Dec 2016,27.40127
10,5.5,0000 1 Dec 2016,27.69774
1,6.5,0000 1 Dec 2016,27.36213
2,6.5,0000 1 Dec 2016,27.51592
3,6.5,0000 1 Dec 2016,27.77836
4,6.5,0000 1 Dec 2016,27.55304
5,6.5,0000 1 Dec 2016,27.70793
6,6.5,0000 1 Dec 2016,28.54861
7,6.5,0000 1 Dec 2016,28.31848
8,6.5,0000 1 Dec 2016,28.36341
9,6.5,0000 1 Dec 2016,27.74919
10,6.5,0000 1 Dec 2016,27.6812
1,7.5,0000 1 Dec 2016,26.88101
2,7.5,0000 1 Dec 2016,27.03413
3,7.5,0000 1 Dec 2016,27.26806
4,7.5,0000 1 Dec 2016,26.98815
5,7.5,0000 1 Dec 2016,27.35831
6,7.5,0000 1 Dec 2016,28.41692
7,7.5,0000 1 Dec 2016,28.21973
8,7.5,0000 1 Dec 2016,28.2827
9,7.5,0000 1 Dec 2016,27.66514
10,7.5,0000 1 Dec 2016,27.31488
1,8.5,0000 1 Dec 2016,26.21071
2,8.5,0000 1 Dec 2016,26.45492
3,8.5,0000 1 Dec 2016,26.48941
4,8.5,0000 1 Dec 2016,26.24591
5,8.5,0000 1 Dec 2016,26.71852
6,8.5,0000 1 Dec 2016,28.01904
7,8.5,0000 1 Dec 2016,27.83588
8,8.5,0000 1 Dec 2016,27.84717
9,8.5,0000 1 Dec 2016,27.2716
10,8.5,0000 1 Dec 2016,26.77423
1,9.5,0000 1 Dec 2016,25.65512
2,9.5,0000 1 Dec 2016,26.064
3,9.5,0000 1 Dec 2016,25.86817
4,9.5,0000 1 Dec 2016,25.69465
5,9.5,0000 1 Dec 2016,26.18094
6,9.5,0000 1 Dec 2016,27.69461
7,9.5,0000 1 Dec 2016,27.54605
8,9.5,0000 1 Dec 2016,27.41158
9,9.5,0000 1 Dec 2016,27.02391
10,9.5,0000 1 Dec 2016,26.41661
1,10.5,0000 1 Dec 2016,25.46655
2,10.5,0000 1 Dec 2016,25.95178
3,10.5,0000 1 Dec 2016,25.73991
4,10.5,0000 1 Dec 2016,25.47619
5,10.5,0000 1 Dec 2016,26.03057
