L,BIAS_ABS
1.5,0.5664098245614042
2.5,0.7147654385964913
3.5,0.8148042105263155
4.5,0.6833468421052625
5.5,0.6163821052631575
6.5,0.6598785185185174
7.5,0.6935990740740734
8.5,0.6338057407407405
