M,L,START,TARGET,SZN,MEAN_SST_GFDL_SPEAR,VAR_SST_GFDL_SPEAR
10,4.5,2,6,MJJ,27.218444666666667,0.13070880455678113
11,4.5,2,6,MJJ,27.236815333333332,0.254108079894713
12,4.5,2,6,MJJ,27.289103333333333,0.22532004391954044
13,4.5,2,6,MJJ,27.150271,0.2672973091541379
14,4.5,2,6,MJJ,27.28587633333333,0.2393932904860919
15,4.5,2,6,MJJ,27.25005966666667,0.20561527786540157
1,4.5,3,7,JJA,26.797346666666666,0.43203269740919786
2,4.5,3,7,JJA,26.737825666666666,0.27423257531505685
3,4.5,3,7,JJA,26.778886,0.26960869055586134
4,4.5,3,7,JJA,26.751268999999997,0.35692655494034314
5,4.5,3,7,JJA,26.759288,0.325046387382069
6,4.5,3,7,JJA,26.663267333333334,0.3309093461443677
7,4.5,3,7,JJA,26.595609333333336,0.44289144778574824
8,4.5,3,7,JJA,26.854445333333334,0.4425631777291967
9,4.5,3,7,JJA,26.834775666666665,0.323251045784022
10,4.5,3,7,JJA,26.770869,0.4084303264989652
11,4.5,3,7,JJA,26.821242666666667,0.45060417774436784
12,4.5,3,7,JJA,26.785067666666666,0.4187147866047102
13,4.5,3,7,JJA,26.724066999999998,0.3833931611941393
14,4.5,3,7,JJA,26.767334666666667,0.3503392175636791
15,4.5,3,7,JJA,26.744611666666668,0.3218861621454015
1,4.5,4,8,JAS,26.388651333333332,0.45442596519816075
2,4.5,4,8,JAS,26.307133,0.5043620485665531
3,4.5,4,8,JAS,26.355083999999998,0.531247062693793
4,4.5,4,8,JAS,26.339707999999998,0.47356053924413954
5,4.5,4,8,JAS,26.466096333333333,0.42447285547919417
6,4.5,4,8,JAS,26.431101666666667,0.37241411077988534
7,4.5,4,8,JAS,26.378034333333336,0.3372009411702296
8,4.5,4,8,JAS,26.368139666666664,0.4972714344929874
9,4.5,4,8,JAS,26.414330666666668,0.4308550227719535
10,4.5,4,8,JAS,26.407402,0.47643780876827646
11,4.5,4,8,JAS,26.39345666666667,0.4215690796988514
12,4.5,4,8,JAS,26.321544666666668,0.48757884052229855
13,4.5,4,8,JAS,26.389178,0.46311837658896304
14,4.5,4,8,JAS,26.381616333333334,0.34898501530678155
15,4.5,4,8,JAS,26.315653333333334,0.5731821949057467
1,4.5,5,9,ASO,26.231700999999997,0.5866119464299994
2,4.5,5,9,ASO,26.236504,0.5755419418937929
3,4.5,5,9,ASO,26.25403,0.781930844820689
4,4.5,5,9,ASO,26.29151166666667,0.5716671342902311
5,4.5,5,9,ASO,26.266090000000002,0.616090044144829
6,4.5,5,9,ASO,26.273957,0.6623625072700013
7,4.5,5,9,ASO,26.315783,0.6577349714217244
8,4.5,5,9,ASO,26.274739,0.5647764560437921
9,4.5,5,9,ASO,26.22871233333333,0.6149049501081602
10,4.5,5,9,ASO,26.34899,0.8967336974344842
11,4.5,5,9,ASO,26.245229666666667,0.6584358034654019
12,4.5,5,9,ASO,26.353485666666664,0.7792195469426456
13,4.5,5,9,ASO,26.286684666666666,0.6006956530257478
14,4.5,5,9,ASO,26.240056666666664,0.6504174590229878
15,4.5,5,9,ASO,26.332827333333334,0.7421253833443682
1,4.5,6,10,SON,26.23546233333333,0.8776322695357476
2,4.5,6,10,SON,26.25281633333333,0.8897141983067809
3,4.5,6,10,SON,26.240799,0.9728558760437933
4,4.5,6,10,SON,26.322705666666668,0.8151851651702292
5,4.5,6,10,SON,26.193745999999997,1.0773552407351719
6,4.5,6,10,SON,26.171119333333333,0.7880125711719543
7,4.5,6,10,SON,26.252470000000002,0.7161925556068973
8,4.5,6,10,SON,26.250697,1.01690698129069
9,4.5,6,10,SON,26.26824966666667,0.790539004755058
10,4.5,6,10,SON,26.16065366666667,0.9416943296102311
11,4.5,6,10,SON,26.102023,0.8514931575872409
12,4.5,6,10,SON,26.297822666666665,0.9781804324891954
13,4.5,6,10,SON,26.267773666666663,0.9022160580171255
14,4.5,6,10,SON,26.149968,0.8642565639751731
15,4.5,6,10,SON,26.346664999999998,0.8547664073431052
1,4.5,7,11,OND,26.218228333333332,0.900321901290231
2,4.5,7,11,OND,26.210895999999998,1.0159909301834493
3,4.5,7,11,OND,26.474981666666668,1.148496330055747
4,4.5,7,11,OND,26.365756333333334,1.2377536039343675
5,4.5,7,11,OND,26.316286333333334,1.0427591648033327
6,4.5,7,11,OND,26.318433000000002,1.2173335505872411
7,4.5,7,11,OND,26.304019333333333,1.007981800765057
8,4.5,7,11,OND,26.309463666666666,1.1478667716654034
9,4.5,7,11,OND,26.244890666666667,1.2362955953167833
10,4.5,7,11,OND,26.261146333333333,1.2734378391688521
11,4.5,7,11,OND,26.23900133333333,1.13319502850161
12,4.5,7,11,OND,26.26756333333333,1.1063060063678165
13,4.5,7,11,OND,26.27900833333333,1.289519599807472
14,4.5,7,11,OND,26.235048666666668,1.0307310330533328
15,4.5,7,11,OND,26.306269999999998,1.2278577185034483
1,4.5,8,12,NDJ,26.229984666666667,1.1292112476188503
2,4.5,8,12,NDJ,26.330769333333333,1.0168604823788499
3,4.5,8,12,NDJ,26.336336333333335,1.2426307650516126
4,4.5,8,12,NDJ,26.31334133333333,1.3232967423085058
5,4.5,8,12,NDJ,26.325016551724136,1.3343757792305435
6,4.5,8,12,NDJ,26.253985666666665,1.2461121281495415
7,4.5,8,12,NDJ,26.251838666666668,1.1831616216326442
8,4.5,8,12,NDJ,26.323432,1.3393434004579303
9,4.5,8,12,NDJ,26.19097,1.2060379224206872
10,4.5,8,12,NDJ,26.217430333333333,1.2322533669895408
11,4.5,8,12,NDJ,26.383664666666668,1.3485906711981628
12,4.5,8,12,NDJ,26.379106333333333,1.213606048520575
13,4.5,8,12,NDJ,26.280995333333333,1.4001394129912632
14,4.5,8,12,NDJ,26.183855666666666,1.1499808601012653
15,4.5,8,12,NDJ,26.277169,1.447029392940344
1,4.5,9,1,DJF,26.317231,0.912425426133448
2,4.5,9,1,DJF,26.33199366666667,0.8692493213274709
3,4.5,9,1,DJF,26.375698666666665,0.9936163663843679
4,4.5,9,1,DJF,26.316848,0.9820337554165524
5,4.5,9,1,DJF,26.300275,0.9478887347155175
6,4.5,9,1,DJF,26.229001666666665,1.1000298179867813
7,4.5,9,1,DJF,26.304291666666664,1.0872951683178154
8,4.5,9,1,DJF,26.313049999999997,0.9274048272137932
9,4.5,9,1,DJF,26.30791233333333,1.178765882315056
10,4.5,9,1,DJF,26.150215333333335,0.9455591634671262
11,4.5,9,1,DJF,26.277201333333334,1.0489016417085046
12,4.5,9,1,DJF,26.37749,0.967583679531033
13,4.5,9,1,DJF,26.314778333333333,0.9791595720626443
14,4.5,9,1,DJF,26.310820999999997,1.1485407469817237
15,4.5,9,1,DJF,26.306954333333334,1.1354539167771256
1,4.5,10,2,JFM,26.452481666666664,0.8353468760488505
2,4.5,10,2,JFM,26.534413333333337,0.6461741980367809
3,4.5,10,2,JFM,26.45568033333333,0.8130144580378158
4,4.5,10,2,JFM,26.474811666666664,0.7083351155936779
5,4.5,10,2,JFM,26.447674333333335,0.7021269223702304
6,4.5,10,2,JFM,26.494392333333334,0.7163373348185049
7,4.5,10,2,JFM,26.457130666666668,0.6257921654685058
8,4.5,10,2,JFM,26.493068666666666,0.784704455522298
9,4.5,10,2,JFM,26.478000666666667,0.7320179740202298
10,4.5,10,2,JFM,26.495455,0.8333593931499985
11,4.5,10,2,JFM,26.44639833333333,0.6972224444626438
12,4.5,10,2,JFM,26.560043333333333,0.7342403231471264
13,4.5,10,2,JFM,26.58139633333333,0.7791593934722995
14,4.5,10,2,JFM,26.500040666666667,0.799786091640919
15,4.5,10,2,JFM,26.47073333333333,0.6472320786988515
1,4.5,11,3,FMA,26.909108333333332,0.6897680053936782
2,4.5,11,3,FMA,26.926703666666665,0.6725804324585065
3,4.5,11,3,FMA,27.056140000000003,0.4281695522413797
4,4.5,11,3,FMA,26.967543,0.4930275640493108
5,4.5,11,3,FMA,26.981953333333333,0.3985467047816091
6,4.5,11,3,FMA,27.02043366666667,0.5626651980654027
7,4.5,11,3,FMA,27.011066666666668,0.5135875499057471
8,4.5,11,3,FMA,26.956125333333333,0.41884052650850606
9,4.5,11,3,FMA,26.955503,0.47939519519413826
10,4.5,11,3,FMA,26.904587,0.6800155840010345
11,4.5,11,3,FMA,26.926244666666665,0.5004620642878166
12,4.5,11,3,FMA,26.914615,0.5668073207844817
13,4.5,11,3,FMA,27.009725,0.6792179798258627
14,4.5,11,3,FMA,26.991157666666666,0.5097158607012651
15,4.5,11,3,FMA,26.974963333333335,0.4849099021402304
1,4.5,12,4,MAM,27.463059666666666,0.3363634106033324
2,4.5,12,4,MAM,27.425068666666668,0.38920658354298954
3,4.5,12,4,MAM,27.529459999999997,0.38886814986206814
4,4.5,12,4,MAM,27.400910666666668,0.3433369181995403
5,4.5,12,4,MAM,27.40846433333333,0.3254034282185056
6,4.5,12,4,MAM,27.358700666666667,0.4836702279857473
7,4.5,12,4,MAM,27.427454,0.32662465812138025
8,4.5,12,4,MAM,27.423301666666664,0.2696101518212641
9,4.5,12,4,MAM,27.427242999999997,0.27484129153206827
10,4.5,12,4,MAM,27.46478,0.28231858913793095
11,4.5,12,4,MAM,27.422555,0.2643375779706899
12,4.5,12,4,MAM,27.472991666666665,0.2884740587385052
13,4.5,12,4,MAM,27.452811666666666,0.3379417318626443
14,4.5,12,4,MAM,27.404731,0.3745807004851722
15,4.5,12,4,MAM,27.40605833333333,0.29691865550402247
1,5.5,1,6,MJJ,27.235136,0.24651653912138044
2,5.5,1,6,MJJ,27.222292,0.2170396141337932
3,5.5,1,6,MJJ,27.230880666666668,0.2212313543857471
4,5.5,1,6,MJJ,27.227498333333333,0.3561709384419534
5,5.5,1,6,MJJ,27.242310333333332,0.20441059894126393
6,5.5,1,6,MJJ,27.17686033333333,0.2940668923895405
7,5.5,1,6,MJJ,27.309567666666666,0.34943810693574745
8,5.5,1,6,MJJ,27.12199466666667,0.2466563145912658
9,5.5,1,6,MJJ,27.200312,0.3148685257337948
10,5.5,1,6,MJJ,27.254728,0.2127100233131035
11,5.5,1,6,MJJ,27.206173666666665,0.22356809158264307
12,5.5,1,6,MJJ,27.178422333333334,0.2196749029357476
13,5.5,1,6,MJJ,27.24674666666667,0.20986444032643584
14,5.5,1,6,MJJ,27.301886333333336,0.2350705146447124
15,5.5,1,6,MJJ,27.187707666666665,0.2221602462116085
1,5.5,2,7,JJA,26.677401666666665,0.5260004306074726
2,5.5,2,7,JJA,26.595264666666665,0.26636707499816054
3,5.5,2,7,JJA,26.653103333333334,0.3503880143471269
4,5.5,2,7,JJA,26.654453666666665,0.32748569154816015
5,5.5,2,7,JJA,26.71632,0.45900923089655216
6,5.5,2,7,JJA,26.672119333333335,0.3546817054340242
7,5.5,2,7,JJA,26.622437333333334,0.4692087321926434
8,5.5,2,7,JJA,26.665170333333332,0.43799314814815965
9,5.5,2,7,JJA,26.761506333333333,0.2716893368791963
10,5.5,2,7,JJA,26.648874666666664,0.22230378221195382
11,5.5,2,7,JJA,26.668511000000002,0.38978043185068934
12,5.5,2,7,JJA,26.730368,0.3935680388648263
13,5.5,2,7,JJA,26.567093,0.3986497189320685
14,5.5,2,7,JJA,26.746647333333332,0.41643876888919473
15,5.5,2,7,JJA,26.680377,0.3586589519251716
1,5.5,3,8,JAS,26.351513666666666,0.5652040130102314
2,5.5,3,8,JAS,26.296432,0.3509903314303479
3,5.5,3,8,JAS,26.324221666666666,0.30610027537298784
4,5.5,3,8,JAS,26.277212000000002,0.4490570264303458
5,5.5,3,8,JAS,26.288919333333336,0.40009560217195433
6,5.5,3,8,JAS,26.210035333333334,0.37737605501195404
7,5.5,3,8,JAS,26.095644666666665,0.5390146267912649
8,5.5,3,8,JAS,26.430283666666664,0.5757461691964373
9,5.5,3,8,JAS,26.416089333333332,0.4081944212960919
10,5.5,3,8,JAS,26.309241,0.536864140347242
11,5.5,3,8,JAS,26.344005,0.5879869319293091
12,5.5,3,8,JAS,26.340607,0.5631245552217246
13,5.5,3,8,JAS,26.246765999999997,0.4506033840731039
14,5.5,3,8,JAS,26.305417666666667,0.42678968232195447
15,5.5,3,8,JAS,26.299702333333336,0.3940707042460904
1,5.5,4,9,ASO,26.223702333333332,0.5404372348116099
2,5.5,4,9,ASO,26.157555,0.6475759667155173
3,5.5,4,9,ASO,26.196011333333335,0.652778034411951
4,5.5,4,9,ASO,26.156564333333332,0.5605804811495392
5,5.5,4,9,ASO,26.301406333333333,0.5571401265688503
6,5.5,4,9,ASO,26.275306,0.45353105079724004
7,5.5,4,9,ASO,26.198470333333333,0.41371540144471103
8,5.5,4,9,ASO,26.189120333333335,0.5732124686860925
9,5.5,4,9,ASO,26.269249666666667,0.46439858845160936
10,5.5,4,9,ASO,26.22415833333333,0.6023938564557473
11,5.5,4,9,ASO,26.228692666666667,0.5094597959512644
12,5.5,4,9,ASO,26.115146666666664,0.5447077139402297
13,5.5,4,9,ASO,26.221558666666667,0.5146170508188513
14,5.5,4,9,ASO,26.213083666666666,0.3964217989205743
15,5.5,4,9,ASO,26.16233833333333,0.7713954169867809
1,5.5,5,10,SON,26.188304000000002,0.7231096610731031
2,5.5,5,10,SON,26.260424333333333,0.7345461442805761
3,5.5,5,10,SON,26.258067666666665,0.9598430761633332
4,5.5,5,10,SON,26.302418666666664,0.8137407581843673
5,5.5,5,10,SON,26.252136,0.8089117578731039
6,5.5,5,10,SON,26.254471000000002,0.8337271828713798
7,5.5,5,10,SON,26.341501333333333,0.8273400075429875
8,5.5,5,10,SON,26.283650666666666,0.7315003091512648
9,5.5,5,10,SON,26.216685666666667,0.7385652958323006
10,5.5,5,10,SON,26.36240666666667,1.1268586360574708
11,5.5,5,10,SON,26.233423000000002,0.9052747949803449
12,5.5,5,10,SON,26.365335666666667,0.9993168237909198
13,5.5,5,10,SON,26.25668466666667,0.7686409655636787
14,5.5,5,10,SON,26.23295166666667,0.8845514199040231
15,5.5,5,10,SON,26.323,0.946694197075862
1,5.5,6,11,OND,26.177820333333333,1.154701370141264
2,5.5,6,11,OND,26.240107666666667,1.104269456032299
3,5.5,6,11,OND,26.185096333333334,1.2390764240309193
4,5.5,6,11,OND,26.266478,1.0157835004441382
5,5.5,6,11,OND,26.126244,1.3279949141765524
6,5.5,6,11,OND,26.128419,1.0270649041955167
7,5.5,6,11,OND,26.223191333333332,0.9481322492671264
8,5.5,6,11,OND,26.221927333333333,1.2875610174685053
9,5.5,6,11,OND,26.242978333333333,0.9930015818971268
10,5.5,6,11,OND,26.088138333333333,1.2434149138281607
11,5.5,6,11,OND,26.058019333333334,1.059446030130575
12,5.5,6,11,OND,26.247071,1.3392780849748265
13,5.5,6,11,OND,26.221426666666666,1.2027734604850568
14,5.5,6,11,OND,26.075290666666668,1.0982715454340235
15,5.5,6,11,OND,26.303262,1.1029466921200002
1,5.5,7,12,NDJ,26.057257333333332,1.0641448977236798
2,5.5,7,12,NDJ,26.092850333333335,1.1507609455412642
3,5.5,7,12,NDJ,26.37431366666667,1.314505761686091
4,5.5,7,12,NDJ,26.254941666666664,1.4731107294350556
5,5.5,7,12,NDJ,26.200967666666667,1.2289370842322989
6,5.5,7,12,NDJ,26.17866666666667,1.4126511370988502
7,5.5,7,12,NDJ,26.14528,1.2120262905241386
8,5.5,7,12,NDJ,26.168675333333333,1.3094783726188501
9,5.5,7,12,NDJ,26.10090166666667,1.4284055415385046
10,5.5,7,12,NDJ,26.125243666666666,1.4986073733205763
11,5.5,7,12,NDJ,26.101383,1.2784861883803442
12,5.5,7,12,NDJ,26.106599,1.229026260305861
13,5.5,7,12,NDJ,26.136205333333336,1.4290173706533338
14,5.5,7,12,NDJ,26.076361333333335,1.139735742894714
15,5.5,7,12,NDJ,26.17904766666667,1.422116921846093
1,5.5,8,1,DJF,26.127905,1.0496830794120704
2,5.5,8,1,DJF,26.26645166666667,0.9836272014971272
3,5.5,8,1,DJF,26.237213333333333,1.2210555935540228
4,5.5,8,1,DJF,26.242555333333332,1.2746490498326457
5,5.5,8,1,DJF,26.265735862068965,1.2224666133822673
6,5.5,8,1,DJF,26.182111666666668,1.1954752542833347
7,5.5,8,1,DJF,26.177257666666666,1.148446971894366
8,5.5,8,1,DJF,26.220999666666668,1.2056214372791938
9,5.5,8,1,DJF,26.075111333333332,1.1197823282464388
10,5.5,8,1,DJF,26.156076,1.1293516566800008
11,5.5,8,1,DJF,26.279774,1.2884223054317265
12,5.5,8,1,DJF,26.297131,1.0830865396506895
13,5.5,8,1,DJF,26.174465333333334,1.2608738787843663
14,5.5,8,1,DJF,26.101293666666667,1.0658437358516109
15,5.5,8,1,DJF,26.186929666666668,1.3672558187964374
1,5.5,9,2,JFM,26.464937666666668,0.6859341762943676
2,5.5,9,2,JFM,26.485147333333334,0.6662212131857473
3,5.5,9,2,JFM,26.497688,0.76077596260276
4,5.5,9,2,JFM,26.490586666666665,0.7262620634160936
5,5.5,9,2,JFM,26.436126333333334,0.7709905719412629
6,5.5,9,2,JFM,26.34448666666667,0.8770124105126442
7,5.5,9,2,JFM,26.438923,0.8722289063872416
8,5.5,9,2,JFM,26.444326333333333,0.7559114238102312
9,5.5,9,2,JFM,26.445090999999998,0.8439507364024124
10,5.5,9,2,JFM,26.273773666666667,0.7969070312240231
11,5.5,9,2,JFM,26.43391,0.879689131648274
12,5.5,9,2,JFM,26.521627000000002,0.7048446872355175
13,5.5,9,2,JFM,26.47988966666667,0.8267795170309217
14,5.5,9,2,JFM,26.449760333333334,0.9311847455619543
15,5.5,9,2,JFM,26.43276033333333,0.8560555279412653
1,5.5,10,3,FMA,26.873617666666668,0.6309435806667814
2,5.5,10,3,FMA,26.966207333333333,0.4873230535719546
3,5.5,10,3,FMA,26.869934666666666,0.607228900108506
4,5.5,10,3,FMA,26.918236,0.49395765776276024
5,5.5,10,3,FMA,26.832773333333332,0.5140519671195398
6,5.5,10,3,FMA,26.914928333333332,0.5381751875454024
7,5.5,10,3,FMA,26.848413,0.44423325236655087
8,5.5,10,3,FMA,26.943957,0.6057121078355191
9,5.5,10,3,FMA,26.902476,0.5017959454800006
10,5.5,10,3,FMA,26.924367,0.6300606759665515
11,5.5,10,3,FMA,26.863244666666667,0.5385480801498855
12,5.5,10,3,FMA,27.009580333333336,0.47781763088609364
13,5.5,10,3,FMA,27.001762333333332,0.6352288292460928
14,5.5,10,3,FMA,26.913172333333332,0.5706671918598863
15,5.5,10,3,FMA,26.915936666666667,0.4405251241885062
1,5.5,11,4,MAM,27.296172000000002,0.5732825744165517
2,5.5,11,4,MAM,27.34036133333333,0.5455354646602297
3,5.5,11,4,MAM,27.446600666666665,0.36948838527540084
4,5.5,11,4,MAM,27.37715066666667,0.4159119167029897
5,5.5,11,4,MAM,27.384915333333332,0.3205861082740217
6,5.5,11,4,MAM,27.486231333333333,0.4480142293636792
7,5.5,11,4,MAM,27.419242999999998,0.40021953913206904
8,5.5,11,4,MAM,27.348405333333336,0.31330247841195424
9,5.5,11,4,MAM,27.365152333333334,0.37459936337712696
10,5.5,11,4,MAM,27.296606333333333,0.5924631650654021
11,5.5,11,4,MAM,27.337734333333334,0.3725599378322974
12,5.5,11,4,MAM,27.29035633333333,0.4446501112171257
13,5.5,11,4,MAM,27.394806000000003,0.575683938328276
14,5.5,11,4,MAM,27.36316533333333,0.40245943701195425
15,5.5,11,4,MAM,27.371245333333334,0.3478641100326438
1,5.5,12,5,AMJ,27.515015333333334,0.3319681072119548
2,5.5,12,5,AMJ,27.502932666666666,0.31697162696505754
3,5.5,12,5,AMJ,27.594526,0.3124784891420688
4,5.5,12,5,AMJ,27.462935,0.32029360800517365
5,5.5,12,5,AMJ,27.49141033333333,0.2743965782378166
6,5.5,12,5,AMJ,27.465322,0.349439458947587
7,5.5,12,5,AMJ,27.522938333333332,0.26899956571092043
8,5.5,12,5,AMJ,27.479669333333334,0.22281734618574678
9,5.5,12,5,AMJ,27.499838,0.24218843999586276
10,5.5,12,5,AMJ,27.5183,0.23170453635862132
11,5.5,12,5,AMJ,27.468304666666665,0.20401916748091795
12,5.5,12,5,AMJ,27.533352666666666,0.19010202241333343
13,5.5,12,5,AMJ,27.509158666666668,0.24126492127402324
14,5.5,12,5,AMJ,27.509040666666667,0.3188814798409195
15,5.5,12,5,AMJ,27.497907333333334,0.26689267928229843
1,6.5,1,7,JJA,26.681440333333335,0.3169419123550573
2,6.5,1,7,JJA,26.663523333333334,0.29717050320919547
3,6.5,1,7,JJA,26.651499666666666,0.28423984814816056
4,6.5,1,7,JJA,26.649979666666663,0.46113269223091996
5,6.5,1,7,JJA,26.698189,0.27851550600241304
6,6.5,1,7,JJA,26.635667666666667,0.35366500119091815
7,6.5,1,7,JJA,26.791113333333332,0.42301782534022936
8,6.5,1,7,JJA,26.555039,0.38928713669896625
9,6.5,1,7,JJA,26.644895666666667,0.34243463212195285
10,6.5,1,7,JJA,26.728916333333334,0.3329980634033316
11,6.5,1,7,JJA,26.667023333333336,0.3233158187816082
12,6.5,1,7,JJA,26.629875666666667,0.259825387377126
13,6.5,1,7,JJA,26.699329666666667,0.2800593644860913
14,6.5,1,7,JJA,26.797621,0.3272020132782742
15,6.5,1,7,JJA,26.665661,0.2973232525955173
1,6.5,2,8,JAS,26.244298,0.6854026003889641
2,6.5,2,8,JAS,26.142841666666666,0.31417246360057394
3,6.5,2,8,JAS,26.196825666666665,0.45452844379781726
4,6.5,2,8,JAS,26.207672666666667,0.40739207921333287
5,6.5,2,8,JAS,26.29475933333333,0.5262087442202301
6,6.5,2,8,JAS,26.234039,0.41579918771275953
7,6.5,2,8,JAS,26.162788,0.5663302231131032
8,6.5,2,8,JAS,26.229232000000003,0.6080054495820683
9,6.5,2,8,JAS,26.32496666666667,0.3452931597471276
10,6.5,2,8,JAS,26.198046666666666,0.2926528142643677
11,6.5,2,8,JAS,26.260814666666665,0.4576113884947135
12,6.5,2,8,JAS,26.290467,0.5192467992148281
13,6.5,2,8,JAS,26.128861333333337,0.48315125587402413
14,6.5,2,8,JAS,26.306355,0.5339164425431032
15,6.5,2,8,JAS,26.233322333333334,0.5161930010047115
1,6.5,3,9,ASO,26.193398333333334,0.6723304006212633
2,6.5,3,9,ASO,26.12138333333333,0.43444576378161043
3,6.5,3,9,ASO,26.143446333333333,0.31839467338264354
4,6.5,3,9,ASO,26.089831,0.4754898108368975
5,6.5,3,9,ASO,26.097862000000003,0.47267309859586176
6,6.5,3,9,ASO,26.034662,0.39052834761655186
7,6.5,3,9,ASO,25.886547,0.5365122863458629
8,6.5,3,9,ASO,26.286004,0.6878683333972423
9,6.5,3,9,ASO,26.261833333333335,0.48093273574712714
10,6.5,3,9,ASO,26.136740999999997,0.632107101981724
11,6.5,3,9,ASO,26.157793666666667,0.6445360191688497
12,6.5,3,9,ASO,26.223904666666666,0.6633290793705755
13,6.5,3,9,ASO,26.044189000000003,0.49065696939551773
14,6.5,3,9,ASO,26.129674333333334,0.4675753302047107
15,6.5,3,9,ASO,26.125045333333333,0.4390109358395387
1,6.5,4,10,SON,26.21915166666667,0.743241719386782
2,6.5,4,10,SON,26.178242666666666,0.895873272454712
3,6.5,4,10,SON,26.205520999999997,0.8602018928989652
4,6.5,4,10,SON,26.178009333333332,0.6751020798616088
5,6.5,4,10,SON,26.31920866666667,0.7427896636395416
6,6.5,4,10,SON,26.308492,0.6213713417131032
7,6.5,4,10,SON,26.201973000000002,0.557878218028621
8,6.5,4,10,SON,26.197032,0.6728084438648273
9,6.5,4,10,SON,26.298071,0.600589355636897
10,6.5,4,10,SON,26.187183333333333,0.794406840967817
11,6.5,4,10,SON,26.254443,0.6703049028768961
12,6.5,4,10,SON,26.101085333333334,0.6768390762602315
13,6.5,4,10,SON,26.217345333333334,0.6495187019085066
14,6.5,4,10,SON,26.22695333333333,0.5450657945540232
15,6.5,4,10,SON,26.229988,1.0097638991406894
1,6.5,5,11,OND,26.12219533333333,0.9140542928533341
2,6.5,5,11,OND,26.257683666666665,0.9637088106860904
3,6.5,5,11,OND,26.245009,1.183517129988621
4,6.5,5,11,OND,26.297548333333335,1.0785187685591953
5,6.5,5,11,OND,26.213045333333334,1.0521706930326442
6,6.5,5,11,OND,26.231407666666666,1.0713983816667807
7,6.5,5,11,OND,26.344486,1.0938759654386188
8,6.5,5,11,OND,26.258283666666667,0.9435708193895391
9,6.5,5,11,OND,26.170604333333333,0.9241154681357479
10,6.5,5,11,OND,26.36037533333333,1.4178068030257491
11,6.5,5,11,OND,26.225289999999998,1.2231397988275863
12,6.5,5,11,OND,26.36101,1.2653936435379316
13,6.5,5,11,OND,26.190896666666667,1.0366538257885058
14,6.5,5,11,OND,26.220503666666666,1.2148360438585064
15,6.5,5,11,OND,26.282789666666666,1.198849452851609
1,6.5,6,12,NDJ,26.044942,1.338535638954483
2,6.5,6,12,NDJ,26.112049666666667,1.225113344148161
3,6.5,6,12,NDJ,26.056379,1.4365165955403438
4,6.5,6,12,NDJ,26.14464333333333,1.1387493086367821
5,6.5,6,12,NDJ,25.98633733333333,1.4209540030340242
6,6.5,6,12,NDJ,26.012810666666667,1.1595643656960921
7,6.5,6,12,NDJ,26.106064666666665,1.077875020784368
8,6.5,6,12,NDJ,26.098018000000003,1.4823645284441376
9,6.5,6,12,NDJ,26.126899666666667,1.1365524762447146
10,6.5,6,12,NDJ,25.93502833333333,1.4167292903385065
11,6.5,6,12,NDJ,25.947529666666664,1.2065390602447108
12,6.5,6,12,NDJ,26.110659,1.5270914839679322
13,6.5,6,12,NDJ,26.103962666666668,1.3782680567098846
14,6.5,6,12,NDJ,25.939933666666665,1.1956237021826455
15,6.5,6,12,NDJ,26.202445666666666,1.2621634540943683
1,6.5,7,1,DJF,25.978062333333334,1.0431856065840241
2,6.5,7,1,DJF,26.05661866666667,1.0805328833085053
3,6.5,7,1,DJF,26.30715466666667,1.2450580902257466
4,6.5,7,1,DJF,26.189728,1.452811021306204
5,6.5,7,1,DJF,26.144104333333335,1.2443026679150575
6,6.5,7,1,DJF,26.12183866666667,1.306469834377471
7,6.5,7,1,DJF,26.05901,1.2099041963724133
8,6.5,7,1,DJF,26.088076333333333,1.2171246594929885
9,6.5,7,1,DJF,26.023983666666666,1.3386243962171251
10,6.5,7,1,DJF,26.070464,1.4082114343489638
11,6.5,7,1,DJF,26.013225666666663,1.1985175201495406
12,6.5,7,1,DJF,26.018127333333332,1.1927958884478167
13,6.5,7,1,DJF,26.042186,1.2421441025834474
14,6.5,7,1,DJF,26.00336533333333,1.0935619674602302
15,6.5,7,1,DJF,26.098425000000002,1.353017350625862
1,6.5,8,2,JFM,26.281491333333335,0.8493941602533335
2,6.5,8,2,JFM,26.438317333333334,0.8211861768685057
3,6.5,8,2,JFM,26.38122033333333,1.0401477253481615
4,6.5,8,2,JFM,26.399785666666666,1.0032650386874726
5,6.5,8,2,JFM,26.44377344827586,0.971151986980542
6,6.5,8,2,JFM,26.34610766666667,1.0021711847426444
7,6.5,8,2,JFM,26.337480000000003,0.9761038347172437
8,6.5,8,2,JFM,26.36902566666667,0.9787350100943668
9,6.5,8,2,JFM,26.24259933333333,0.8550688456133319
10,6.5,8,2,JFM,26.338100333333333,0.8639331506378165
11,6.5,8,2,JFM,26.425573,1.0970578214079274
12,6.5,8,2,JFM,26.463569,0.7903816910989667
13,6.5,8,2,JFM,26.329581,0.8997153689472426
14,6.5,8,2,JFM,26.278004333333335,0.8278434558529888
15,6.5,8,2,JFM,26.349717666666667,1.076548523846093
1,6.5,9,3,FMA,26.9058,0.47373962000689523
2,6.5,9,3,FMA,26.911880333333333,0.49978763172747026
3,6.5,9,3,FMA,26.875408666666665,0.5506118551774702
4,6.5,9,3,FMA,26.932706333333332,0.5124555896722987
5,6.5,9,3,FMA,26.834946,0.6100235343903425
6,6.5,9,3,FMA,26.75159,0.7061924881310329
