M,L,MON,LDC_SST_GFDL_SPEAR
13,10.5,0000 1 Aug 2004,27.11642
14,10.5,0000 1 Aug 2004,26.9957
15,10.5,0000 1 Aug 2004,27.36602
1,1.5,0000 1 Sep 2004,27.22483
2,1.5,0000 1 Sep 2004,26.92153
3,1.5,0000 1 Sep 2004,27.26457
4,1.5,0000 1 Sep 2004,27.23801
5,1.5,0000 1 Sep 2004,27.06316
6,1.5,0000 1 Sep 2004,27.02796
7,1.5,0000 1 Sep 2004,27.12271
8,1.5,0000 1 Sep 2004,27.26309
9,1.5,0000 1 Sep 2004,27.153
10,1.5,0000 1 Sep 2004,26.85819
11,1.5,0000 1 Sep 2004,27.00572
12,1.5,0000 1 Sep 2004,26.96805
13,1.5,0000 1 Sep 2004,27.0323
14,1.5,0000 1 Sep 2004,27.17617
15,1.5,0000 1 Sep 2004,27.17664
1,2.5,0000 1 Sep 2004,27.12619
2,2.5,0000 1 Sep 2004,26.70192
3,2.5,0000 1 Sep 2004,27.25181
4,2.5,0000 1 Sep 2004,27.17015
5,2.5,0000 1 Sep 2004,26.89585
6,2.5,0000 1 Sep 2004,26.90335
7,2.5,0000 1 Sep 2004,26.99281
8,2.5,0000 1 Sep 2004,27.12514
9,2.5,0000 1 Sep 2004,27.06106
10,2.5,0000 1 Sep 2004,26.6546
11,2.5,0000 1 Sep 2004,26.89343
12,2.5,0000 1 Sep 2004,26.72427
13,2.5,0000 1 Sep 2004,26.90634
14,2.5,0000 1 Sep 2004,27.04032
15,2.5,0000 1 Sep 2004,27.06498
1,3.5,0000 1 Sep 2004,26.95805
2,3.5,0000 1 Sep 2004,26.48806
3,3.5,0000 1 Sep 2004,27.1287
4,3.5,0000 1 Sep 2004,26.96507
5,3.5,0000 1 Sep 2004,26.74187
6,3.5,0000 1 Sep 2004,26.65381
7,3.5,0000 1 Sep 2004,26.77813
8,3.5,0000 1 Sep 2004,27.00298
9,3.5,0000 1 Sep 2004,26.87733
10,3.5,0000 1 Sep 2004,26.38355
11,3.5,0000 1 Sep 2004,26.69965
12,3.5,0000 1 Sep 2004,26.41508
13,3.5,0000 1 Sep 2004,26.71245
14,3.5,0000 1 Sep 2004,26.82892
15,3.5,0000 1 Sep 2004,26.81858
1,4.5,0000 1 Sep 2004,26.80172
2,4.5,0000 1 Sep 2004,26.32524
3,4.5,0000 1 Sep 2004,26.98334
4,4.5,0000 1 Sep 2004,26.80311
5,4.5,0000 1 Sep 2004,26.59666
6,4.5,0000 1 Sep 2004,26.28414
7,4.5,0000 1 Sep 2004,26.66079
8,4.5,0000 1 Sep 2004,26.90727
9,4.5,0000 1 Sep 2004,26.68547
10,4.5,0000 1 Sep 2004,26.13716
11,4.5,0000 1 Sep 2004,26.542
12,4.5,0000 1 Sep 2004,26.25153
13,4.5,0000 1 Sep 2004,26.55194
14,4.5,0000 1 Sep 2004,26.63206
15,4.5,0000 1 Sep 2004,26.61992
1,5.5,0000 1 Sep 2004,26.79075
2,5.5,0000 1 Sep 2004,26.41459
3,5.5,0000 1 Sep 2004,27.02733
4,5.5,0000 1 Sep 2004,26.91827
5,5.5,0000 1 Sep 2004,26.66054
6,5.5,0000 1 Sep 2004,26.24907
7,5.5,0000 1 Sep 2004,26.77388
8,5.5,0000 1 Sep 2004,27.06741
9,5.5,0000 1 Sep 2004,26.75801
10,5.5,0000 1 Sep 2004,26.17161
11,5.5,0000 1 Sep 2004,26.73127
12,5.5,0000 1 Sep 2004,26.48319
13,5.5,0000 1 Sep 2004,26.63996
14,5.5,0000 1 Sep 2004,26.67822
15,5.5,0000 1 Sep 2004,26.603
1,6.5,0000 1 Sep 2004,27.01145
2,6.5,0000 1 Sep 2004,26.77537
3,6.5,0000 1 Sep 2004,27.34396
4,6.5,0000 1 Sep 2004,27.4006
5,6.5,0000 1 Sep 2004,26.9666
6,6.5,0000 1 Sep 2004,26.43217
7,6.5,0000 1 Sep 2004,27.1174
8,6.5,0000 1 Sep 2004,27.35143
9,6.5,0000 1 Sep 2004,27.15595
10,6.5,0000 1 Sep 2004,26.58782
11,6.5,0000 1 Sep 2004,27.27587
12,6.5,0000 1 Sep 2004,26.94644
13,6.5,0000 1 Sep 2004,27.0373
14,6.5,0000 1 Sep 2004,27.06222
15,6.5,0000 1 Sep 2004,26.91577
1,7.5,0000 1 Sep 2004,27.26188
2,7.5,0000 1 Sep 2004,27.11178
3,7.5,0000 1 Sep 2004,27.60117
4,7.5,0000 1 Sep 2004,27.79259
5,7.5,0000 1 Sep 2004,27.30873
6,7.5,0000 1 Sep 2004,26.79794
7,7.5,0000 1 Sep 2004,27.32233
8,7.5,0000 1 Sep 2004,27.47088
9,7.5,0000 1 Sep 2004,27.54284
10,7.5,0000 1 Sep 2004,27.06518
11,7.5,0000 1 Sep 2004,27.76709
12,7.5,0000 1 Sep 2004,27.33451
13,7.5,0000 1 Sep 2004,27.52828
14,7.5,0000 1 Sep 2004,27.31279
15,7.5,0000 1 Sep 2004,27.29747
1,8.5,0000 1 Sep 2004,27.25984
2,8.5,0000 1 Sep 2004,27.18494
3,8.5,0000 1 Sep 2004,27.53194
4,8.5,0000 1 Sep 2004,27.79876
5,8.5,0000 1 Sep 2004,27.47493
6,8.5,0000 1 Sep 2004,26.81063
7,8.5,0000 1 Sep 2004,27.22192
8,8.5,0000 1 Sep 2004,27.12592
9,8.5,0000 1 Sep 2004,27.6687
10,8.5,0000 1 Sep 2004,27.21142
11,8.5,0000 1 Sep 2004,27.87431
12,8.5,0000 1 Sep 2004,27.2603
13,8.5,0000 1 Sep 2004,27.92225
14,8.5,0000 1 Sep 2004,27.10361
15,8.5,0000 1 Sep 2004,27.49915
1,9.5,0000 1 Sep 2004,26.96679
2,9.5,0000 1 Sep 2004,26.76931
3,9.5,0000 1 Sep 2004,27.01772
4,9.5,0000 1 Sep 2004,27.30784
5,9.5,0000 1 Sep 2004,27.15132
6,9.5,0000 1 Sep 2004,26.53035
7,9.5,0000 1 Sep 2004,26.81865
8,9.5,0000 1 Sep 2004,26.40161
9,9.5,0000 1 Sep 2004,27.34698
10,9.5,0000 1 Sep 2004,26.98202
11,9.5,0000 1 Sep 2004,27.48357
12,9.5,0000 1 Sep 2004,26.76256
13,9.5,0000 1 Sep 2004,27.90782
14,9.5,0000 1 Sep 2004,26.30845
15,9.5,0000 1 Sep 2004,27.30189
1,10.5,0000 1 Sep 2004,26.55745
2,10.5,0000 1 Sep 2004,26.1735
3,10.5,0000 1 Sep 2004,26.29436
4,10.5,0000 1 Sep 2004,26.66572
5,10.5,0000 1 Sep 2004,26.37741
6,10.5,0000 1 Sep 2004,26.0525
7,10.5,0000 1 Sep 2004,26.27097
8,10.5,0000 1 Sep 2004,25.62972
9,10.5,0000 1 Sep 2004,26.86738
10,10.5,0000 1 Sep 2004,26.6102
11,10.5,0000 1 Sep 2004,26.89134
12,10.5,0000 1 Sep 2004,26.09838
13,10.5,0000 1 Sep 2004,27.53466
14,10.5,0000 1 Sep 2004,25.59898
15,10.5,0000 1 Sep 2004,26.84737
1,1.5,0000 1 Oct 2004,27.24056
2,1.5,0000 1 Oct 2004,27.30041
3,1.5,0000 1 Oct 2004,27.1669
4,1.5,0000 1 Oct 2004,27.11331
5,1.5,0000 1 Oct 2004,27.22723
6,1.5,0000 1 Oct 2004,27.22952
7,1.5,0000 1 Oct 2004,27.30225
8,1.5,0000 1 Oct 2004,27.23218
9,1.5,0000 1 Oct 2004,27.059
10,1.5,0000 1 Oct 2004,27.19118
11,1.5,0000 1 Oct 2004,26.98633
12,1.5,0000 1 Oct 2004,27.11409
13,1.5,0000 1 Oct 2004,27.17575
14,1.5,0000 1 Oct 2004,27.33526
15,1.5,0000 1 Oct 2004,27.10793
1,2.5,0000 1 Oct 2004,27.11501
2,2.5,0000 1 Oct 2004,27.28485
3,2.5,0000 1 Oct 2004,26.83541
4,2.5,0000 1 Oct 2004,26.84749
5,2.5,0000 1 Oct 2004,26.99158
6,2.5,0000 1 Oct 2004,26.97801
7,2.5,0000 1 Oct 2004,27.1367
8,2.5,0000 1 Oct 2004,27.00347
9,2.5,0000 1 Oct 2004,26.88395
10,2.5,0000 1 Oct 2004,26.98204
11,2.5,0000 1 Oct 2004,26.71197
12,2.5,0000 1 Oct 2004,26.82552
13,2.5,0000 1 Oct 2004,26.92727
14,2.5,0000 1 Oct 2004,27.19042
15,2.5,0000 1 Oct 2004,26.93402
1,3.5,0000 1 Oct 2004,27.05946
2,3.5,0000 1 Oct 2004,27.26138
3,3.5,0000 1 Oct 2004,26.49277
4,3.5,0000 1 Oct 2004,26.60601
5,3.5,0000 1 Oct 2004,26.84875
6,3.5,0000 1 Oct 2004,26.77497
7,3.5,0000 1 Oct 2004,26.96673
8,3.5,0000 1 Oct 2004,26.89518
9,3.5,0000 1 Oct 2004,26.8592
10,3.5,0000 1 Oct 2004,26.8373
11,3.5,0000 1 Oct 2004,26.55583
12,3.5,0000 1 Oct 2004,26.61824
13,3.5,0000 1 Oct 2004,26.7427
14,3.5,0000 1 Oct 2004,27.06866
15,3.5,0000 1 Oct 2004,26.77994
1,4.5,0000 1 Oct 2004,27.21519
2,4.5,0000 1 Oct 2004,27.41845
3,4.5,0000 1 Oct 2004,26.51504
4,4.5,0000 1 Oct 2004,26.59492
5,4.5,0000 1 Oct 2004,26.91966
6,4.5,0000 1 Oct 2004,26.8553
7,4.5,0000 1 Oct 2004,27.01175
8,4.5,0000 1 Oct 2004,26.91017
9,4.5,0000 1 Oct 2004,27.14487
10,4.5,0000 1 Oct 2004,26.96962
11,4.5,0000 1 Oct 2004,26.68674
12,4.5,0000 1 Oct 2004,26.78575
13,4.5,0000 1 Oct 2004,26.78702
14,4.5,0000 1 Oct 2004,27.14407
15,4.5,0000 1 Oct 2004,26.8064
1,5.5,0000 1 Oct 2004,27.54252
2,5.5,0000 1 Oct 2004,27.77481
3,5.5,0000 1 Oct 2004,26.88009
4,5.5,0000 1 Oct 2004,26.79961
5,5.5,0000 1 Oct 2004,27.28499
6,5.5,0000 1 Oct 2004,27.30314
7,5.5,0000 1 Oct 2004,27.25157
8,5.5,0000 1 Oct 2004,27.24317
9,5.5,0000 1 Oct 2004,27.68578
10,5.5,0000 1 Oct 2004,27.38416
11,5.5,0000 1 Oct 2004,27.122
12,5.5,0000 1 Oct 2004,27.22387
13,5.5,0000 1 Oct 2004,27.05884
14,5.5,0000 1 Oct 2004,27.3674
15,5.5,0000 1 Oct 2004,27.20128
1,6.5,0000 1 Oct 2004,27.88697
2,6.5,0000 1 Oct 2004,28.09734
3,6.5,0000 1 Oct 2004,27.39977
4,6.5,0000 1 Oct 2004,27.10325
5,6.5,0000 1 Oct 2004,27.58701
6,6.5,0000 1 Oct 2004,27.76907
7,6.5,0000 1 Oct 2004,27.59988
8,6.5,0000 1 Oct 2004,27.55135
9,6.5,0000 1 Oct 2004,28.16041
10,6.5,0000 1 Oct 2004,27.7384
11,6.5,0000 1 Oct 2004,27.56469
12,6.5,0000 1 Oct 2004,27.6887
13,6.5,0000 1 Oct 2004,27.14513
14,6.5,0000 1 Oct 2004,27.53508
15,6.5,0000 1 Oct 2004,27.63513
1,7.5,0000 1 Oct 2004,28.0014
2,7.5,0000 1 Oct 2004,28.17857
3,7.5,0000 1 Oct 2004,27.74199
4,7.5,0000 1 Oct 2004,27.14667
5,7.5,0000 1 Oct 2004,27.70293
6,7.5,0000 1 Oct 2004,27.96381
7,7.5,0000 1 Oct 2004,27.79682
8,7.5,0000 1 Oct 2004,27.68801
9,7.5,0000 1 Oct 2004,28.25483
10,7.5,0000 1 Oct 2004,27.76887
11,7.5,0000 1 Oct 2004,27.76101
12,7.5,0000 1 Oct 2004,27.83055
13,7.5,0000 1 Oct 2004,26.93905
14,7.5,0000 1 Oct 2004,27.42034
15,7.5,0000 1 Oct 2004,27.87308
1,8.5,0000 1 Oct 2004,27.61404
2,8.5,0000 1 Oct 2004,27.77548
3,8.5,0000 1 Oct 2004,27.72475
4,8.5,0000 1 Oct 2004,26.79905
5,8.5,0000 1 Oct 2004,27.21193
6,8.5,0000 1 Oct 2004,27.58747
7,8.5,0000 1 Oct 2004,27.64019
8,8.5,0000 1 Oct 2004,27.25603
9,8.5,0000 1 Oct 2004,27.81826
10,8.5,0000 1 Oct 2004,27.36472
11,8.5,0000 1 Oct 2004,27.46104
12,8.5,0000 1 Oct 2004,27.4819
13,8.5,0000 1 Oct 2004,26.41002
14,8.5,0000 1 Oct 2004,26.89188
15,8.5,0000 1 Oct 2004,27.50935
1,9.5,0000 1 Oct 2004,26.91628
2,9.5,0000 1 Oct 2004,27.32858
3,9.5,0000 1 Oct 2004,27.31206
4,9.5,0000 1 Oct 2004,26.16843
5,9.5,0000 1 Oct 2004,26.42951
6,9.5,0000 1 Oct 2004,26.91712
7,9.5,0000 1 Oct 2004,27.20668
8,9.5,0000 1 Oct 2004,26.51612
9,9.5,0000 1 Oct 2004,27.21628
10,9.5,0000 1 Oct 2004,26.84535
11,9.5,0000 1 Oct 2004,26.88622
12,9.5,0000 1 Oct 2004,26.94104
13,9.5,0000 1 Oct 2004,25.81982
14,9.5,0000 1 Oct 2004,26.23112
15,9.5,0000 1 Oct 2004,26.81882
1,10.5,0000 1 Oct 2004,26.25219
2,10.5,0000 1 Oct 2004,27.0344
3,10.5,0000 1 Oct 2004,26.81707
4,10.5,0000 1 Oct 2004,25.54669
5,10.5,0000 1 Oct 2004,25.87148
6,10.5,0000 1 Oct 2004,26.38203
7,10.5,0000 1 Oct 2004,26.73556
8,10.5,0000 1 Oct 2004,25.89312
9,10.5,0000 1 Oct 2004,26.77932
10,10.5,0000 1 Oct 2004,26.4169
11,10.5,0000 1 Oct 2004,26.33476
12,10.5,0000 1 Oct 2004,26.43683
13,10.5,0000 1 Oct 2004,25.20992
14,10.5,0000 1 Oct 2004,25.66812
15,10.5,0000 1 Oct 2004,26.22224
1,1.5,0000 1 Nov 2004,27.11326
2,1.5,0000 1 Nov 2004,27.27951
3,1.5,0000 1 Nov 2004,27.19333
4,1.5,0000 1 Nov 2004,27.09261
5,1.5,0000 1 Nov 2004,27.286
6,1.5,0000 1 Nov 2004,27.18619
7,1.5,0000 1 Nov 2004,27.36729
8,1.5,0000 1 Nov 2004,27.2447
9,1.5,0000 1 Nov 2004,27.06503
10,1.5,0000 1 Nov 2004,27.12541
11,1.5,0000 1 Nov 2004,27.07689
12,1.5,0000 1 Nov 2004,27.25057
13,1.5,0000 1 Nov 2004,27.28572
14,1.5,0000 1 Nov 2004,27.33412
15,1.5,0000 1 Nov 2004,27.0624
1,2.5,0000 1 Nov 2004,26.97919
2,2.5,0000 1 Nov 2004,27.26702
3,2.5,0000 1 Nov 2004,27.1133
4,2.5,0000 1 Nov 2004,26.95066
5,2.5,0000 1 Nov 2004,27.257
6,2.5,0000 1 Nov 2004,27.21415
7,2.5,0000 1 Nov 2004,27.36218
8,2.5,0000 1 Nov 2004,27.247
9,2.5,0000 1 Nov 2004,26.86725
10,2.5,0000 1 Nov 2004,27.12125
11,2.5,0000 1 Nov 2004,27.01875
12,2.5,0000 1 Nov 2004,27.19439
13,2.5,0000 1 Nov 2004,27.163
14,2.5,0000 1 Nov 2004,27.28222
15,2.5,0000 1 Nov 2004,26.90979
1,3.5,0000 1 Nov 2004,26.99994
2,3.5,0000 1 Nov 2004,27.43675
3,3.5,0000 1 Nov 2004,27.26768
4,3.5,0000 1 Nov 2004,26.99149
5,3.5,0000 1 Nov 2004,27.38651
6,3.5,0000 1 Nov 2004,27.48096
7,3.5,0000 1 Nov 2004,27.44909
8,3.5,0000 1 Nov 2004,27.46252
9,3.5,0000 1 Nov 2004,26.93289
10,3.5,0000 1 Nov 2004,27.34057
11,3.5,0000 1 Nov 2004,27.15383
12,3.5,0000 1 Nov 2004,27.3329
13,3.5,0000 1 Nov 2004,27.15055
14,3.5,0000 1 Nov 2004,27.38406
15,3.5,0000 1 Nov 2004,26.97671
1,4.5,0000 1 Nov 2004,27.35076
2,4.5,0000 1 Nov 2004,27.80953
3,4.5,0000 1 Nov 2004,27.62094
4,4.5,0000 1 Nov 2004,27.24036
5,4.5,0000 1 Nov 2004,27.74365
6,4.5,0000 1 Nov 2004,27.98623
7,4.5,0000 1 Nov 2004,27.7523
8,4.5,0000 1 Nov 2004,27.92131
9,4.5,0000 1 Nov 2004,27.31093
10,4.5,0000 1 Nov 2004,27.71294
11,4.5,0000 1 Nov 2004,27.48866
12,4.5,0000 1 Nov 2004,27.60924
13,4.5,0000 1 Nov 2004,27.2761
14,4.5,0000 1 Nov 2004,27.80213
15,4.5,0000 1 Nov 2004,27.34811
1,5.5,0000 1 Nov 2004,27.6728
2,5.5,0000 1 Nov 2004,28.21269
3,5.5,0000 1 Nov 2004,27.96045
4,5.5,0000 1 Nov 2004,27.49734
5,5.5,0000 1 Nov 2004,28.04468
6,5.5,0000 1 Nov 2004,28.3682
7,5.5,0000 1 Nov 2004,28.00938
8,5.5,0000 1 Nov 2004,28.30001
9,5.5,0000 1 Nov 2004,27.79776
10,5.5,0000 1 Nov 2004,27.80708
11,5.5,0000 1 Nov 2004,27.84587
12,5.5,0000 1 Nov 2004,27.93241
13,5.5,0000 1 Nov 2004,27.35842
14,5.5,0000 1 Nov 2004,28.05438
15,5.5,0000 1 Nov 2004,27.73522
1,6.5,0000 1 Nov 2004,27.62753
2,6.5,0000 1 Nov 2004,28.30566
3,6.5,0000 1 Nov 2004,27.90306
4,6.5,0000 1 Nov 2004,27.59635
5,6.5,0000 1 Nov 2004,28.129
6,6.5,0000 1 Nov 2004,28.45156
7,6.5,0000 1 Nov 2004,28.08194
8,6.5,0000 1 Nov 2004,28.42055
9,6.5,0000 1 Nov 2004,28.0734
10,6.5,0000 1 Nov 2004,27.51668
11,6.5,0000 1 Nov 2004,27.97551
12,6.5,0000 1 Nov 2004,27.96895
13,6.5,0000 1 Nov 2004,27.2422
14,6.5,0000 1 Nov 2004,27.99161
15,6.5,0000 1 Nov 2004,27.83453
1,7.5,0000 1 Nov 2004,27.06132
2,7.5,0000 1 Nov 2004,27.73807
3,7.5,0000 1 Nov 2004,27.41002
4,7.5,0000 1 Nov 2004,27.39445
5,7.5,0000 1 Nov 2004,27.75961
6,7.5,0000 1 Nov 2004,27.99403
7,7.5,0000 1 Nov 2004,27.81714
8,7.5,0000 1 Nov 2004,27.96243
9,7.5,0000 1 Nov 2004,28.03538
10,7.5,0000 1 Nov 2004,26.83983
11,7.5,0000 1 Nov 2004,27.51534
12,7.5,0000 1 Nov 2004,27.65973
13,7.5,0000 1 Nov 2004,26.89368
14,7.5,0000 1 Nov 2004,27.3473
15,7.5,0000 1 Nov 2004,27.54085
1,8.5,0000 1 Nov 2004,26.43001
2,8.5,0000 1 Nov 2004,26.89499
3,8.5,0000 1 Nov 2004,26.70138
4,8.5,0000 1 Nov 2004,27.06443
5,8.5,0000 1 Nov 2004,27.2213
6,8.5,0000 1 Nov 2004,27.2288
7,8.5,0000 1 Nov 2004,27.35983
8,8.5,0000 1 Nov 2004,27.17008
9,8.5,0000 1 Nov 2004,27.76604
10,8.5,0000 1 Nov 2004,26.08446
11,8.5,0000 1 Nov 2004,26.82586
12,8.5,0000 1 Nov 2004,27.165
13,8.5,0000 1 Nov 2004,26.21487
14,8.5,0000 1 Nov 2004,26.64306
15,8.5,0000 1 Nov 2004,27.09006
1,9.5,0000 1 Nov 2004,25.96006
2,9.5,0000 1 Nov 2004,26.28723
3,9.5,0000 1 Nov 2004,26.20677
4,9.5,0000 1 Nov 2004,26.78786
5,9.5,0000 1 Nov 2004,26.84052
6,9.5,0000 1 Nov 2004,26.63015
7,9.5,0000 1 Nov 2004,26.93868
8,9.5,0000 1 Nov 2004,26.46938
9,9.5,0000 1 Nov 2004,27.53225
10,9.5,0000 1 Nov 2004,25.60972
11,9.5,0000 1 Nov 2004,26.23758
12,9.5,0000 1 Nov 2004,26.80521
13,9.5,0000 1 Nov 2004,25.61295
14,9.5,0000 1 Nov 2004,26.09962
15,9.5,0000 1 Nov 2004,26.7308
1,10.5,0000 1 Nov 2004,25.83272
2,10.5,0000 1 Nov 2004,26.17358
3,10.5,0000 1 Nov 2004,25.99122
4,10.5,0000 1 Nov 2004,26.59615
5,10.5,0000 1 Nov 2004,26.82997
6,10.5,0000 1 Nov 2004,26.44133
7,10.5,0000 1 Nov 2004,26.70922
8,10.5,0000 1 Nov 2004,26.13815
9,10.5,0000 1 Nov 2004,27.52258
10,10.5,0000 1 Nov 2004,25.44601
11,10.5,0000 1 Nov 2004,26.09884
12,10.5,0000 1 Nov 2004,26.77398
13,10.5,0000 1 Nov 2004,25.11824
14,10.5,0000 1 Nov 2004,25.85123
15,10.5,0000 1 Nov 2004,26.60636
1,1.5,0000 1 Dec 2004,27.05734
2,1.5,0000 1 Dec 2004,27.11419
3,1.5,0000 1 Dec 2004,27.33921
4,1.5,0000 1 Dec 2004,27.17793
5,1.5,0000 1 Dec 2004,27.04076
6,1.5,0000 1 Dec 2004,27.27956
7,1.5,0000 1 Dec 2004,27.21521
8,1.5,0000 1 Dec 2004,27.27932
9,1.5,0000 1 Dec 2004,27.16417
10,1.5,0000 1 Dec 2004,27.17718
11,1.5,0000 1 Dec 2004,27.07869
12,1.5,0000 1 Dec 2004,27.03917
13,1.5,0000 1 Dec 2004,27.30543
14,1.5,0000 1 Dec 2004,27.29934
15,1.5,0000 1 Dec 2004,27.13961
1,2.5,0000 1 Dec 2004,27.1028
2,2.5,0000 1 Dec 2004,27.27946
3,2.5,0000 1 Dec 2004,27.43197
4,2.5,0000 1 Dec 2004,27.33542
5,2.5,0000 1 Dec 2004,27.19396
6,2.5,0000 1 Dec 2004,27.6036
7,2.5,0000 1 Dec 2004,27.54958
8,2.5,0000 1 Dec 2004,27.49817
9,2.5,0000 1 Dec 2004,27.38759
10,2.5,0000 1 Dec 2004,27.38166
11,2.5,0000 1 Dec 2004,27.25925
12,2.5,0000 1 Dec 2004,27.23192
13,2.5,0000 1 Dec 2004,27.4043
14,2.5,0000 1 Dec 2004,27.47622
15,2.5,0000 1 Dec 2004,27.37915
1,3.5,0000 1 Dec 2004,27.33827
2,3.5,0000 1 Dec 2004,27.57796
3,3.5,0000 1 Dec 2004,27.70143
4,3.5,0000 1 Dec 2004,27.6156
5,3.5,0000 1 Dec 2004,27.69599
6,3.5,0000 1 Dec 2004,28.06956
7,3.5,0000 1 Dec 2004,28.04743
8,3.5,0000 1 Dec 2004,27.8177
9,3.5,0000 1 Dec 2004,27.63869
10,3.5,0000 1 Dec 2004,27.94837
11,3.5,0000 1 Dec 2004,27.69647
12,3.5,0000 1 Dec 2004,27.68416
13,3.5,0000 1 Dec 2004,27.70251
14,3.5,0000 1 Dec 2004,27.84262
15,3.5,0000 1 Dec 2004,27.80316
1,4.5,0000 1 Dec 2004,27.45062
2,4.5,0000 1 Dec 2004,27.85265
3,4.5,0000 1 Dec 2004,27.98857
4,4.5,0000 1 Dec 2004,27.76861
5,4.5,0000 1 Dec 2004,28.10774
6,4.5,0000 1 Dec 2004,28.40121
7,4.5,0000 1 Dec 2004,28.45641
8,4.5,0000 1 Dec 2004,27.96373
9,4.5,0000 1 Dec 2004,27.7979
10,4.5,0000 1 Dec 2004,28.37462
11,4.5,0000 1 Dec 2004,28.22514
12,4.5,0000 1 Dec 2004,28.05105
13,4.5,0000 1 Dec 2004,28.03652
14,4.5,0000 1 Dec 2004,28.1141
15,4.5,0000 1 Dec 2004,28.12432
1,5.5,0000 1 Dec 2004,27.21613
2,5.5,0000 1 Dec 2004,27.74026
3,5.5,0000 1 Dec 2004,27.91421
4,5.5,0000 1 Dec 2004,27.55239
5,5.5,0000 1 Dec 2004,28.1137
6,5.5,0000 1 Dec 2004,28.39126
7,5.5,0000 1 Dec 2004,28.3408
8,5.5,0000 1 Dec 2004,27.59179
9,5.5,0000 1 Dec 2004,27.39348
10,5.5,0000 1 Dec 2004,28.50047
11,5.5,0000 1 Dec 2004,28.53365
12,5.5,0000 1 Dec 2004,28.07653
13,5.5,0000 1 Dec 2004,28.12873
14,5.5,0000 1 Dec 2004,28.08402
15,5.5,0000 1 Dec 2004,28.23577
1,6.5,0000 1 Dec 2004,26.54045
2,6.5,0000 1 Dec 2004,27.15812
3,6.5,0000 1 Dec 2004,27.30092
4,6.5,0000 1 Dec 2004,26.94547
5,6.5,0000 1 Dec 2004,27.51171
6,6.5,0000 1 Dec 2004,27.95677
7,6.5,0000 1 Dec 2004,27.86601
8,6.5,0000 1 Dec 2004,26.83895
9,6.5,0000 1 Dec 2004,26.51338
10,6.5,0000 1 Dec 2004,28.0036
11,6.5,0000 1 Dec 2004,28.3317
12,6.5,0000 1 Dec 2004,27.6321
13,6.5,0000 1 Dec 2004,27.87076
14,6.5,0000 1 Dec 2004,27.50495
15,6.5,0000 1 Dec 2004,27.94439
1,7.5,0000 1 Dec 2004,25.82083
2,7.5,0000 1 Dec 2004,26.33581
3,7.5,0000 1 Dec 2004,26.54336
4,7.5,0000 1 Dec 2004,26.27651
5,7.5,0000 1 Dec 2004,26.79049
6,7.5,0000 1 Dec 2004,27.242
7,7.5,0000 1 Dec 2004,27.17301
8,7.5,0000 1 Dec 2004,26.04142
9,7.5,0000 1 Dec 2004,25.59972
10,7.5,0000 1 Dec 2004,27.35659
11,7.5,0000 1 Dec 2004,27.77117
12,7.5,0000 1 Dec 2004,26.95382
13,7.5,0000 1 Dec 2004,27.37351
14,7.5,0000 1 Dec 2004,26.79437
15,7.5,0000 1 Dec 2004,27.33327
1,8.5,0000 1 Dec 2004,25.28957
2,8.5,0000 1 Dec 2004,25.69506
3,8.5,0000 1 Dec 2004,26.11207
4,8.5,0000 1 Dec 2004,25.87938
5,8.5,0000 1 Dec 2004,26.31878
6,8.5,0000 1 Dec 2004,26.70931
7,8.5,0000 1 Dec 2004,26.72783
8,8.5,0000 1 Dec 2004,25.4673
9,8.5,0000 1 Dec 2004,25.09934
10,8.5,0000 1 Dec 2004,26.79367
11,8.5,0000 1 Dec 2004,27.27901
12,8.5,0000 1 Dec 2004,26.4005
13,8.5,0000 1 Dec 2004,26.87902
14,8.5,0000 1 Dec 2004,26.29857
15,8.5,0000 1 Dec 2004,26.71886
1,9.5,0000 1 Dec 2004,25.0205
2,9.5,0000 1 Dec 2004,25.3404
3,9.5,0000 1 Dec 2004,26.17203
4,9.5,0000 1 Dec 2004,25.71107
5,9.5,0000 1 Dec 2004,26.2704
6,9.5,0000 1 Dec 2004,26.52621
7,9.5,0000 1 Dec 2004,26.57924
8,9.5,0000 1 Dec 2004,25.14667
9,9.5,0000 1 Dec 2004,25.09758
10,9.5,0000 1 Dec 2004,26.63845
11,9.5,0000 1 Dec 2004,27.18591
12,9.5,0000 1 Dec 2004,26.13186
13,9.5,0000 1 Dec 2004,26.60967
14,9.5,0000 1 Dec 2004,26.18562
15,9.5,0000 1 Dec 2004,26.41689
1,10.5,0000 1 Dec 2004,24.91599
2,10.5,0000 1 Dec 2004,25.11537
3,10.5,0000 1 Dec 2004,26.48468
4,10.5,0000 1 Dec 2004,25.60798
5,10.5,0000 1 Dec 2004,26.48977
6,10.5,0000 1 Dec 2004,26.57027
7,10.5,0000 1 Dec 2004,26.64077
8,10.5,0000 1 Dec 2004,24.908
9,10.5,0000 1 Dec 2004,25.14849
10,10.5,0000 1 Dec 2004,26.80914
11,10.5,0000 1 Dec 2004,27.38504
12,10.5,0000 1 Dec 2004,26.09091
13,10.5,0000 1 Dec 2004,26.57205
14,10.5,0000 1 Dec 2004,26.21222
15,10.5,0000 1 Dec 2004,26.35895
1,1.5,0000 1 Jan 2005,27.11805
2,1.5,0000 1 Jan 2005,27.09159
3,1.5,0000 1 Jan 2005,27.202
4,1.5,0000 1 Jan 2005,27.23643
5,1.5,0000 1 Jan 2005,27.08581
