SZN,LDC_SST_NCEP_CFSv2
JFM,26.225508624999996
FMA,26.670141
MAM,27.102806964285715
AMJ,27.467618125
MJJ,27.51012375
JJA,26.699395208333332
JAS,25.81093375
ASO,25.214288055555556
SON,25.16485025
OND,25.408507187500003
NDJ,25.656451354166666
DJF,25.913773874999997
