M,L,START,TARGET,SZN,MEAN_SST_GEM52_NEMO,VAR_SST_GEM52_NEMO
9,3.5,11,2,JFM,25.624210000000016,1.4949581326551615
10,3.5,11,2,JFM,25.508396666666687,1.6107242644712505
11,3.5,11,2,JFM,25.399100000000022,1.5298031531034622
12,3.5,11,2,JFM,25.475940000000016,1.468572723172416
13,3.5,11,2,JFM,25.540063333333357,1.3180493327471239
14,3.5,11,2,JFM,25.50080666666669,1.4343021337471313
15,3.5,11,2,JFM,25.50146000000002,1.3898744438620696
16,3.5,11,2,JFM,25.562650000000016,1.3122254722413902
17,3.5,11,2,JFM,25.43868666666669,1.3737411708505718
18,3.5,11,2,JFM,25.52665666666669,1.2736560784023028
19,3.5,11,2,JFM,25.478606666666693,1.271270456505749
20,3.5,11,2,JFM,25.387670000000025,1.3083487414827573
1,3.5,12,3,FMA,25.670733333333352,1.0755984202298834
2,3.5,12,3,FMA,25.725933333333366,1.300972647816089
3,3.5,12,3,FMA,25.731603333333354,1.5081920955057437
4,3.5,12,3,FMA,25.679700000000025,1.3459058427586263
5,3.5,12,3,FMA,25.74731000000002,1.0294190312758633
6,3.5,12,3,FMA,25.572100000000024,1.5272239606896492
7,3.5,12,3,FMA,25.785016666666692,1.1683511586781627
8,3.5,12,3,FMA,25.693403333333354,1.3308079375747068
9,3.5,12,3,FMA,25.737650000000023,1.2330955212068886
10,3.5,12,3,FMA,25.681886666666692,1.3134888777471307
11,3.5,12,3,FMA,25.60391333333336,1.2015722122298897
12,3.5,12,3,FMA,25.64756666666669,1.4248595160919462
13,3.5,12,3,FMA,25.769833333333356,1.3101610147126344
14,3.5,12,3,FMA,25.760566666666687,1.0219677512643681
15,3.5,12,3,FMA,25.75301666666669,1.1516152014367886
16,3.5,12,3,FMA,25.699180000000023,1.261165483724132
17,3.5,12,3,FMA,25.721936666666686,1.4693616982643767
18,3.5,12,3,FMA,25.649493333333353,1.2488227096091868
19,3.5,12,3,FMA,25.66454666666669,1.0870543680919489
20,3.5,12,3,FMA,25.662950000000023,1.2555588681034568
1,4.5,1,5,AMJ,25.748063333333352,0.7713672079195437
2,4.5,1,5,AMJ,25.767453333333357,0.5874297611954039
3,4.5,1,5,AMJ,25.85127000000002,0.7411940463103406
4,4.5,1,5,AMJ,25.703450000000025,0.5568033081034541
5,4.5,1,5,AMJ,25.83064000000002,0.6511423397241368
6,4.5,1,5,AMJ,25.750760000000017,0.8686187045517199
7,4.5,1,5,AMJ,25.74178666666669,0.6170507149885031
8,4.5,1,5,AMJ,25.807136666666686,0.5192421830919605
9,4.5,1,5,AMJ,25.778386666666687,0.7978333067126434
10,4.5,1,5,AMJ,25.703946666666692,0.8222969846436814
11,4.5,1,5,AMJ,25.73160000000002,0.8255784958620743
12,4.5,1,5,AMJ,25.839770000000023,0.6157055676896594
13,4.5,1,5,AMJ,25.815366666666698,0.6814362395402327
14,4.5,1,5,AMJ,25.703186666666692,0.6178679432643566
15,4.5,1,5,AMJ,25.721356666666686,0.6496734432298809
16,4.5,1,5,AMJ,25.67655000000002,0.6464692522413757
17,4.5,1,5,AMJ,25.69536000000002,0.7397931990344834
18,4.5,1,5,AMJ,25.778590000000023,0.8175658602413817
19,4.5,1,5,AMJ,25.79576333333335,0.6782600775747073
20,4.5,1,5,AMJ,25.722533333333352,0.6188166685057543
1,4.5,2,6,MJJ,25.447983333333358,0.43461734833333604
2,4.5,2,6,MJJ,25.392500000000027,0.6309683675862053
3,4.5,2,6,MJJ,25.472520000000024,0.5998062899310326
4,4.5,2,6,MJJ,25.48660000000002,0.748169150344831
5,4.5,2,6,MJJ,25.528716666666693,0.6630435331609107
6,4.5,2,6,MJJ,25.549363333333357,0.7110370217126478
7,4.5,2,6,MJJ,25.511713333333358,0.6453795287816058
8,4.5,2,6,MJJ,25.611426666666695,0.7579987999540241
9,4.5,2,6,MJJ,25.514503333333355,0.6869683720574682
10,4.5,2,6,MJJ,25.491826666666693,0.5568444799540241
11,4.5,2,6,MJJ,25.519206666666687,0.6191942530574731
12,4.5,2,6,MJJ,25.40378333333336,0.6751915324712717
13,4.5,2,6,MJJ,25.33463666666669,0.7378760258505739
14,4.5,2,6,MJJ,25.370673333333357,0.7831597413333382
15,4.5,2,6,MJJ,25.463296666666693,0.6062637651609208
16,4.5,2,6,MJJ,25.55130000000002,0.6638637000000087
17,4.5,2,6,MJJ,25.51375333333336,0.6700142591264406
18,4.5,2,6,MJJ,25.43215666666669,0.6518515177126406
19,4.5,2,6,MJJ,25.385860000000026,0.6117776348965512
20,4.5,2,6,MJJ,25.38657666666669,0.403088910126439
1,4.5,3,7,JJA,25.188313333333358,0.763028350850576
2,4.5,3,7,JJA,25.15638000000002,0.8247023113103465
3,4.5,3,7,JJA,25.10260000000002,0.7142140462068989
4,4.5,3,7,JJA,24.981110000000026,0.6355977767931068
5,4.5,3,7,JJA,25.14896333333336,0.7597531334367829
6,4.5,3,7,JJA,25.114446666666694,0.5588568880919591
7,4.5,3,7,JJA,25.184900000000027,0.861659624827584
8,4.5,3,7,JJA,25.25613333333336,0.7620304774712693
9,4.5,3,7,JJA,25.11649000000002,0.9798085009310434
10,4.5,3,7,JJA,25.095663333333352,0.7263300196436775
11,4.5,3,7,JJA,25.049283333333353,0.7703518890229901
12,4.5,3,7,JJA,25.070030000000024,0.7689683766551777
13,4.5,3,7,JJA,25.104853333333356,0.7783731246436771
14,4.5,3,7,JJA,25.05537666666669,0.8453635521954014
15,4.5,3,7,JJA,25.067490000000028,1.0225334436896643
16,4.5,3,7,JJA,25.075880000000026,0.8602590140689657
17,4.5,3,7,JJA,24.934650000000026,0.8512680605172445
18,4.5,3,7,JJA,25.134333333333355,0.6923942381609225
19,4.5,3,7,JJA,25.130410000000026,0.7899005119655199
20,4.5,3,7,JJA,25.031180000000024,0.96338382648276
1,4.5,4,8,JAS,24.929493333333358,0.785396084091956
2,4.5,4,8,JAS,24.894133333333354,0.9852869891953888
3,4.5,4,8,JAS,24.930403333333356,0.7613677113678117
4,4.5,4,8,JAS,24.91279333333335,0.7954260965057519
5,4.5,4,8,JAS,24.97900666666669,0.7206429620229765
6,4.5,4,8,JAS,24.906703333333358,0.9101295099885018
7,4.5,4,8,JAS,24.787510000000022,1.1028430602413855
8,4.5,4,8,JAS,24.862590000000022,0.8265924705861958
9,4.5,4,8,JAS,24.93614666666669,0.702771428091963
10,4.5,4,8,JAS,24.92667333333335,0.9995176496091969
11,4.5,4,8,JAS,24.940876666666686,0.7624778039195413
12,4.5,4,8,JAS,24.786133333333353,0.8667323691954013
13,4.5,4,8,JAS,25.004443333333363,0.815141669436785
14,4.5,4,8,JAS,24.769293333333355,0.8323256682298884
15,4.5,4,8,JAS,24.888210000000026,0.7978805257586256
16,4.5,4,8,JAS,24.753633333333358,0.719407150574709
17,4.5,4,8,JAS,24.790256666666696,0.7730081232298767
18,4.5,4,8,JAS,24.81659333333336,0.6244666337471273
19,4.5,4,8,JAS,25.033950000000026,0.7987301287931065
20,4.5,4,8,JAS,24.797886666666688,0.938545562574705
1,4.5,5,9,ASO,24.92642333333335,1.1206831315057486
2,4.5,5,9,ASO,25.036663333333355,1.0480853575747053
3,4.5,5,9,ASO,25.128180000000025,1.2190883382068995
4,4.5,5,9,ASO,25.006163333333355,1.2755570948160866
5,4.5,5,9,ASO,24.840206666666692,0.7792834827126394
6,4.5,5,9,ASO,25.02476666666669,0.7448331836781691
7,4.5,5,9,ASO,24.962760000000017,1.1316851500689695
8,4.5,5,9,ASO,24.91097666666669,0.9552185294367905
9,4.5,5,9,ASO,25.003810000000026,1.1059656754137879
10,4.5,5,9,ASO,25.022823333333353,0.9017250259885088
11,4.5,5,9,ASO,24.883580000000027,1.1115694119999944
12,4.5,5,9,ASO,24.882406666666693,1.0351081268505802
13,4.5,5,9,ASO,24.766210000000015,0.9882989402413834
14,4.5,5,9,ASO,24.98931000000002,0.9030526726551737
15,4.5,5,9,ASO,24.93927666666669,1.1018054459885034
16,4.5,5,9,ASO,24.948646666666686,0.9254924708505744
17,4.5,5,9,ASO,24.86097333333335,1.100193008229879
18,4.5,5,9,ASO,24.92446333333335,0.9115837058505799
19,4.5,5,9,ASO,24.91813000000002,0.9484425932068998
20,4.5,5,9,ASO,24.976480000000024,0.7984992313103468
1,4.5,6,10,SON,25.092660000000024,1.404001858344823
2,4.5,6,10,SON,25.063300000000023,1.1619391062068982
3,4.5,6,10,SON,25.083573333333355,1.2540450765057454
4,4.5,6,10,SON,25.00034000000002,1.360091892137944
5,4.5,6,10,SON,25.155216666666693,1.3233742993678237
6,4.5,6,10,SON,24.999210000000023,1.1166945285172454
7,4.5,6,10,SON,25.031673333333355,1.4948721896092036
8,4.5,6,10,SON,25.137566666666697,1.4170801367816186
9,4.5,6,10,SON,25.03473000000002,1.332205963551723
10,4.5,6,10,SON,25.037740000000024,1.1949307769655277
11,4.5,6,10,SON,25.118156666666696,1.1545050694367731
12,4.5,6,10,SON,25.10910000000002,1.190188079310337
13,4.5,6,10,SON,25.061270000000018,1.155506403551724
14,4.5,6,10,SON,25.21655000000002,1.1710678763793168
15,4.5,6,10,SON,25.00782000000003,1.052167312000007
16,4.5,6,10,SON,24.979220000000023,1.2446900926896574
17,4.5,6,10,SON,25.187033333333357,1.074958260919542
18,4.5,6,10,SON,24.94927000000002,0.7812914042413822
19,4.5,6,10,SON,24.913250000000023,1.0403037577586154
20,4.5,6,10,SON,24.943213333333354,1.3256219701609162
1,4.5,7,11,OND,25.409890000000022,1.4196097823103464
2,4.5,7,11,OND,25.363340000000026,1.5197052266206885
3,4.5,7,11,OND,25.40928000000002,1.4336672306206817
4,4.5,7,11,OND,25.377860000000016,1.798867727310356
5,4.5,7,11,OND,25.318930000000023,1.3151849028620766
6,4.5,7,11,OND,25.280643333333355,1.6459836528850567
7,4.5,7,11,OND,25.444160000000025,1.2963019859310263
8,4.5,7,11,OND,25.401033333333356,1.2660862278160858
9,4.5,7,11,OND,25.314003333333353,1.742220565160928
10,4.5,7,11,OND,25.412956666666688,1.4710597094367714
11,4.5,7,11,OND,25.402520000000028,1.2272647664827536
12,4.5,7,11,OND,25.372203333333353,1.504516575505757
13,4.5,7,11,OND,25.375743333333357,1.479899187367826
14,4.5,7,11,OND,25.40880333333336,1.3437298541264353
15,4.5,7,11,OND,25.414893333333357,1.4251854261609216
16,4.5,7,11,OND,25.457963333333357,1.3117517789540192
17,4.5,7,11,OND,25.332370000000022,1.4037227794137885
18,4.5,7,11,OND,25.45676333333335,1.5926888037816063
19,4.5,7,11,OND,25.378326666666688,1.1829136165057381
20,4.5,7,11,OND,25.424040000000023,1.3688258707586103
1,4.5,8,12,NDJ,25.234233333333357,1.6632982788505861
2,4.5,8,12,NDJ,25.343123333333356,1.6276502577126355
3,4.5,8,12,NDJ,25.29274000000002,1.6608265135172426
4,4.5,8,12,NDJ,25.347730000000023,1.6564480601034484
5,4.5,8,12,NDJ,25.255390000000027,1.2966026609310177
6,4.5,8,12,NDJ,25.40523000000002,1.4176552890689431
7,4.5,8,12,NDJ,25.339370000000024,1.6553821090689602
8,4.5,8,12,NDJ,25.272683333333354,1.3678924904022958
9,4.5,8,12,NDJ,25.290470000000024,1.820663815275863
10,4.5,8,12,NDJ,25.31162666666669,1.5222149192643712
11,4.5,8,12,NDJ,25.435720000000014,1.5921422333793032
12,4.5,8,12,NDJ,25.387366666666694,1.7169423188505613
13,4.5,8,12,NDJ,25.371000000000027,1.5528707117241234
14,4.5,8,12,NDJ,25.324800000000025,1.6389255234482656
15,4.5,8,12,NDJ,25.358336666666688,1.6017965727471264
16,4.5,8,12,NDJ,25.417426666666692,1.6235921406436764
17,4.5,8,12,NDJ,25.48670333333336,1.6845558361954032
18,4.5,8,12,NDJ,25.449660000000033,1.4303168314482742
19,4.5,8,12,NDJ,25.36408333333335,1.6711876793678049
20,4.5,8,12,NDJ,25.427653333333357,1.3516069646436915
1,4.5,9,1,DJF,25.42931666666669,1.165557173160924
2,4.5,9,1,DJF,25.43157000000002,1.5102404628620563
3,4.5,9,1,DJF,25.367780000000025,1.2203757402758753
4,4.5,9,1,DJF,25.316436666666686,1.446512661712649
5,4.5,9,1,DJF,25.29701000000002,1.576113012655163
6,4.5,9,1,DJF,25.32972333333336,1.3724324784023112
7,4.5,9,1,DJF,25.34612333333336,1.3996305459885106
8,4.5,9,1,DJF,25.33007666666669,1.5823349011609085
9,4.5,9,1,DJF,25.287863333333362,1.5869878879195403
10,4.5,9,1,DJF,25.437730000000023,1.5736448194137878
11,4.5,9,1,DJF,25.423243333333357,1.264844490816091
12,4.5,9,1,DJF,25.419823333333355,1.6388491721954064
13,4.5,9,1,DJF,25.36130000000002,1.49826052275863
14,4.5,9,1,DJF,25.352303333333357,1.4795174286091928
15,4.5,9,1,DJF,25.334423333333355,1.4834830859885022
16,4.5,9,1,DJF,25.24864000000002,1.2840553342068914
17,4.5,9,1,DJF,25.341570000000015,1.2584713801034562
18,4.5,9,1,DJF,25.290286666666688,1.3403537611953977
19,4.5,9,1,DJF,25.34828666666669,1.459022809471266
20,4.5,9,1,DJF,25.352090000000018,1.6631644719655183
1,4.5,10,2,JFM,25.34099666666669,1.3629345748161021
2,4.5,10,2,JFM,25.383166666666693,1.1891098036781549
3,4.5,10,2,JFM,25.413840000000025,1.2495160280000026
4,4.5,10,2,JFM,25.440640000000023,1.3623239969655079
5,4.5,10,2,JFM,25.526606666666687,1.390391706160928
6,4.5,10,2,JFM,25.55839333333336,1.3097300696091905
7,4.5,10,2,JFM,25.497543333333358,1.4073342701264357
8,4.5,10,2,JFM,25.390440000000023,1.4952668052413745
9,4.5,10,2,JFM,25.434406666666693,1.1712693765057485
10,4.5,10,2,JFM,25.427330000000023,1.2204405732068917
11,4.5,10,2,JFM,25.44106666666669,1.190219772643681
12,4.5,10,2,JFM,25.383843333333356,1.2130499321953985
13,4.5,10,2,JFM,25.411843333333355,1.261085759091956
14,4.5,10,2,JFM,25.343870000000024,1.3249341483793184
15,4.5,10,2,JFM,25.363770000000024,1.3344348283793206
16,4.5,10,2,JFM,25.479610000000026,1.4092774705861948
17,4.5,10,2,JFM,25.43122000000002,1.214237549241378
18,4.5,10,2,JFM,25.41671000000002,1.2471396278275768
19,4.5,10,2,JFM,25.428856666666686,1.3836647777126467
20,4.5,10,2,JFM,25.312356666666687,1.3541362915057396
1,4.5,11,3,FMA,25.626516666666696,1.028425427643683
2,4.5,11,3,FMA,25.687220000000025,1.0773215788965496
3,4.5,11,3,FMA,25.572460000000024,1.1171566542069022
4,4.5,11,3,FMA,25.49402000000002,0.9691224885517293
5,4.5,11,3,FMA,25.51088000000002,0.9706910409655133
6,4.5,11,3,FMA,25.668310000000027,1.2023510188620656
7,4.5,11,3,FMA,25.590543333333358,1.1458256852988529
8,4.5,11,3,FMA,25.587373333333353,1.202036056505751
9,4.5,11,3,FMA,25.688606666666693,1.179347515126434
10,4.5,11,3,FMA,25.56300333333336,1.2081781727471292
11,4.5,11,3,FMA,25.396973333333356,1.2273242027126599
12,4.5,11,3,FMA,25.48575666666669,1.1476644342643632
13,4.5,11,3,FMA,25.520733333333357,1.0060543705747136
14,4.5,11,3,FMA,25.546106666666688,1.0215877192643674
15,4.5,11,3,FMA,25.565133333333353,1.0701238078160986
16,4.5,11,3,FMA,25.59590000000002,0.9485611006896509
17,4.5,11,3,FMA,25.503486666666692,1.0558578253333248
18,4.5,11,3,FMA,25.479043333333358,0.9686448184023037
19,4.5,11,3,FMA,25.488450000000025,0.9641019639655253
20,4.5,11,3,FMA,25.419563333333357,1.0554195189540259
1,4.5,12,4,MAM,25.678883333333353,0.8107640090229893
2,4.5,12,4,MAM,25.77400333333336,1.0846689720574774
3,4.5,12,4,MAM,25.797283333333358,1.2199636635057354
4,4.5,12,4,MAM,25.705000000000023,1.0977824917241334
5,4.5,12,4,MAM,25.761320000000016,0.7140133533793095
6,4.5,12,4,MAM,25.58286666666669,1.1183004981609326
7,4.5,12,4,MAM,25.797180000000026,0.8910294395861955
8,4.5,12,4,MAM,25.713036666666692,0.9855762975746959
9,4.5,12,4,MAM,25.763583333333358,1.0331129793678184
10,4.5,12,4,MAM,25.697580000000023,1.0186037526896556
11,4.5,12,4,MAM,25.598336666666686,0.932585596885069
12,4.5,12,4,MAM,25.674780000000016,1.2903616561379347
13,4.5,12,4,MAM,25.744560000000025,1.003473756275852
14,4.5,12,4,MAM,25.768610000000027,0.715578620931036
15,4.5,12,4,MAM,25.75210666666669,0.7919809027126504
16,4.5,12,4,MAM,25.734110000000026,1.0199946898965515
17,4.5,12,4,MAM,25.74412000000002,1.2448633092413832
18,4.5,12,4,MAM,25.61049666666669,0.9019292182643779
19,4.5,12,4,MAM,25.644206666666687,0.733191735816093
20,4.5,12,4,MAM,25.703863333333356,0.938899843781615
1,5.5,1,6,MJJ,25.308246666666687,0.6783892874023038
2,5.5,1,6,MJJ,25.33648333333335,0.4525883117816065
3,5.5,1,6,MJJ,25.42852666666669,0.6193048965057426
4,5.5,1,6,MJJ,25.265390000000018,0.4032500898965493
5,5.5,1,6,MJJ,25.39016000000003,0.5004635997241373
6,5.5,1,6,MJJ,25.30405000000002,0.7576665460344835
7,5.5,1,6,MJJ,25.265680000000025,0.5215962540689678
8,5.5,1,6,MJJ,25.389086666666685,0.4803761605057459
9,5.5,1,6,MJJ,25.322546666666693,0.6362340494712619
10,5.5,1,6,MJJ,25.272966666666694,0.647297831954019
11,5.5,1,6,MJJ,25.361343333333352,0.6252254052988533
12,5.5,1,6,MJJ,25.408703333333353,0.45811893205747334
13,5.5,1,6,MJJ,25.398696666666684,0.4829177665402309
14,5.5,1,6,MJJ,25.231330000000018,0.5366702007931026
15,5.5,1,6,MJJ,25.32414333333336,0.5168470046091929
16,5.5,1,6,MJJ,25.27915000000002,0.47722491362068253
17,5.5,1,6,MJJ,25.236500000000017,0.707531412413789
18,5.5,1,6,MJJ,25.38404666666669,0.5368759425747113
19,5.5,1,6,MJJ,25.339870000000026,0.5984168476896484
20,5.5,1,6,MJJ,25.300946666666693,0.5494391149885076
1,5.5,2,7,JJA,24.84093666666669,0.452458094816094
2,5.5,2,7,JJA,24.78736333333336,0.6510430686091868
3,5.5,2,7,JJA,24.880330000000026,0.5208478945861986
4,5.5,2,7,JJA,24.926763333333362,0.7213180417126446
5,5.5,2,7,JJA,24.952750000000027,0.7690505915517307
6,5.5,2,7,JJA,24.91872666666669,0.6746166199540273
7,5.5,2,7,JJA,24.88294666666669,0.6004669536092074
8,5.5,2,7,JJA,25.018323333333356,0.7279540328850479
9,5.5,2,7,JJA,24.951540000000023,0.7027546004137902
10,5.5,2,7,JJA,24.89454000000002,0.5472382866206881
11,5.5,2,7,JJA,24.90233000000002,0.5829790387241379
12,5.5,2,7,JJA,24.872580000000024,0.6970572892413768
13,5.5,2,7,JJA,24.73625666666669,0.8702948797816081
14,5.5,2,7,JJA,24.82609000000002,0.789949807137945
15,5.5,2,7,JJA,24.86019000000002,0.6124531305862054
16,5.5,2,7,JJA,24.98261000000002,0.6575255457586165
17,5.5,2,7,JJA,24.927700000000026,0.7691132758620651
18,5.5,2,7,JJA,24.830620000000025,0.7927034568275864
19,5.5,2,7,JJA,24.803220000000017,0.6426480388965519
20,5.5,2,7,JJA,24.783446666666688,0.36879081360919447
1,5.5,3,8,JAS,24.69693333333336,0.7462256560919561
2,5.5,3,8,JAS,24.711493333333358,0.8789798716781595
3,5.5,3,8,JAS,24.61930000000002,0.747624142758621
4,5.5,3,8,JAS,24.44680333333336,0.6527695596436847
5,5.5,3,8,JAS,24.65795000000002,0.8410559191379312
6,5.5,3,8,JAS,24.602666666666686,0.5097236478160952
7,5.5,3,8,JAS,24.670636666666685,0.8279327389540229
8,5.5,3,8,JAS,24.693750000000026,0.7930075025862139
9,5.5,3,8,JAS,24.595020000000023,0.9986936292413842
10,5.5,3,8,JAS,24.59852000000002,0.6429084768275876
11,5.5,3,8,JAS,24.507080000000027,0.840766284413801
12,5.5,3,8,JAS,24.520546666666693,0.72988327705747
13,5.5,3,8,JAS,24.62606000000002,0.8052101728275827
14,5.5,3,8,JAS,24.550240000000024,0.8088785900689672
15,5.5,3,8,JAS,24.590073333333354,0.9679360116781583
16,5.5,3,8,JAS,24.557700000000022,0.8757937172413859
17,5.5,3,8,JAS,24.431706666666688,0.8277383468505843
18,5.5,3,8,JAS,24.61685000000002,0.6634312963793024
19,5.5,3,8,JAS,24.607670000000024,0.8370841987241288
20,5.5,3,8,JAS,24.564840000000018,0.99830589489656
1,5.5,4,9,ASO,24.61548333333336,0.7875432490229868
2,5.5,4,9,ASO,24.609230000000025,0.9984367856206875
3,5.5,4,9,ASO,24.610333333333354,0.7924333940229913
4,5.5,4,9,ASO,24.60116333333336,0.7531592410229911
5,5.5,4,9,ASO,24.686133333333352,0.7341477312643762
6,5.5,4,9,ASO,24.59846333333336,0.8703820713678108
7,5.5,4,9,ASO,24.49121000000002,1.0530898457586224
8,5.5,4,9,ASO,24.598736666666696,0.8035259024023035
9,5.5,4,9,ASO,24.60109000000002,0.6887199809310317
10,5.5,4,9,ASO,24.630493333333355,1.0003062006436756
11,5.5,4,9,ASO,24.641970000000025,0.6898405835517193
12,5.5,4,9,ASO,24.494226666666684,0.8915466323678131
13,5.5,4,9,ASO,24.735513333333355,0.8404523501609233
14,5.5,4,9,ASO,24.484540000000024,0.8451749176551727
15,5.5,4,9,ASO,24.539890000000018,0.7761074078275779
16,5.5,4,9,ASO,24.44312000000002,0.6487535554482726
17,5.5,4,9,ASO,24.478570000000026,0.734870293896548
18,5.5,4,9,ASO,24.52275666666669,0.6224819639195402
19,5.5,4,9,ASO,24.705713333333353,0.8008524032643617
20,5.5,4,9,ASO,24.502610000000022,0.9783178836896547
1,5.5,5,10,SON,24.81180000000002,1.153775111724138
2,5.5,5,10,SON,24.95062333333335,1.0801758087471227
3,5.5,5,10,SON,25.022613333333357,1.3653147811954092
4,5.5,5,10,SON,24.879120000000025,1.2372685602758673
5,5.5,5,10,SON,24.70685666666669,0.7485879315057445
6,5.5,5,10,SON,24.87991333333336,0.7476383405057557
7,5.5,5,10,SON,24.851166666666693,1.0999683554023
8,5.5,5,10,SON,24.78296333333336,0.9493709382643594
9,5.5,5,10,SON,24.872870000000024,1.148928325620699
10,5.5,5,10,SON,24.924166666666693,0.9591258457471281
11,5.5,5,10,SON,24.792530000000024,1.1303031725172352
12,5.5,5,10,SON,24.742600000000024,1.1672708848275952
13,5.5,5,10,SON,24.62479000000002,0.9801129264482811
14,5.5,5,10,SON,24.873283333333355,0.9347436710919537
15,5.5,5,10,SON,24.839550000000024,1.1457552874137957
16,5.5,5,10,SON,24.855413333333356,0.9313059508505739
17,5.5,5,10,SON,24.742903333333356,1.14420618033333
18,5.5,5,10,SON,24.793920000000025,0.9785534071724148
19,5.5,5,10,SON,24.839020000000023,1.02043123475862
20,5.5,5,10,SON,24.862686666666686,0.7555496998160881
1,5.5,6,11,OND,25.04624333333335,1.4946248528850632
2,5.5,6,11,OND,25.001580000000022,1.2586221933793227
3,5.5,6,11,OND,25.02774666666669,1.3265177674022999
4,5.5,6,11,OND,24.960726666666687,1.4498266040919574
5,5.5,6,11,OND,25.117473333333354,1.4079929558160913
6,5.5,6,11,OND,24.924143333333355,1.1479486032298927
7,5.5,6,11,OND,25.00358333333336,1.5577475331609063
8,5.5,6,11,OND,25.089233333333354,1.4749953912643696
9,5.5,6,11,OND,24.978040000000025,1.3584061280000017
10,5.5,6,11,OND,25.02426333333335,1.2148785120574734
11,5.5,6,11,OND,25.097546666666688,1.1749959984367888
12,5.5,6,11,OND,25.074190000000023,1.1687832954137976
13,5.5,6,11,OND,24.98887333333336,1.2309482234023006
14,5.5,6,11,OND,25.18775000000002,1.2111460943103558
15,5.5,6,11,OND,24.93412666666669,1.1059029213333278
16,5.5,6,11,OND,24.973193333333356,1.2852762254712742
17,5.5,6,11,OND,25.115523333333353,1.093835478402294
18,5.5,6,11,OND,24.886933333333353,0.8143296533333315
19,5.5,6,11,OND,24.85406333333335,1.12730342929886
20,5.5,6,11,OND,24.884270000000022,1.387991074586202
1,5.5,7,12,NDJ,25.39223666666669,1.4035182899885112
2,5.5,7,12,NDJ,25.337636666666686,1.5344389141264356
3,5.5,7,12,NDJ,25.37909333333335,1.484336393057475
4,5.5,7,12,NDJ,25.349346666666683,1.792520105333341
5,5.5,7,12,NDJ,25.305253333333358,1.3729111170574764
6,5.5,7,12,NDJ,25.279726666666694,1.638708375816098
7,5.5,7,12,NDJ,25.41417000000002,1.2547449428620605
8,5.5,7,12,NDJ,25.36844666666668,1.21335109154023
9,5.5,7,12,NDJ,25.322610000000022,1.8012812450689517
10,5.5,7,12,NDJ,25.395816666666693,1.478331119367814
11,5.5,7,12,NDJ,25.370710000000024,1.2409339492068971
12,5.5,7,12,NDJ,25.34923333333336,1.5102925367816042
13,5.5,7,12,NDJ,25.340976666666688,1.4719366584023021
14,5.5,7,12,NDJ,25.375496666666685,1.3954395789540248
15,5.5,7,12,NDJ,25.411473333333355,1.4689283847816137
16,5.5,7,12,NDJ,25.430206666666695,1.3275590358160985
17,5.5,7,12,NDJ,25.313090000000027,1.370799862310353
18,5.5,7,12,NDJ,25.438623333333357,1.5650883735747072
19,5.5,7,12,NDJ,25.30807666666669,1.1990739549540244
20,5.5,7,12,NDJ,25.421253333333357,1.4340486853333356
1,5.5,8,1,DJF,25.206366666666685,1.4074451733333362
2,5.5,8,1,DJF,25.347076666666688,1.4002839908160916
3,5.5,8,1,DJF,25.324063333333356,1.4976853872298765
4,5.5,8,1,DJF,25.35529000000002,1.5763371388620824
5,5.5,8,1,DJF,25.260883333333357,1.1878526779885217
6,5.5,8,1,DJF,25.382916666666688,1.2472373662643714
7,5.5,8,1,DJF,25.358730000000023,1.4453398511379392
8,5.5,8,1,DJF,25.28148333333336,1.1865057641954082
9,5.5,8,1,DJF,25.284383333333356,1.5182059407471205
10,5.5,8,1,DJF,25.300893333333352,1.2731913206436771
11,5.5,8,1,DJF,25.42451666666669,1.4035996690229897
12,5.5,8,1,DJF,25.38702000000002,1.463703581655165
13,5.5,8,1,DJF,25.370293333333354,1.433660548919548
14,5.5,8,1,DJF,25.312566666666694,1.523654103678147
15,5.5,8,1,DJF,25.351900000000033,1.411588479310353
16,5.5,8,1,DJF,25.421696666666683,1.4837278982643671
17,5.5,8,1,DJF,25.48789333333336,1.5322750640919462
18,5.5,8,1,DJF,25.437360000000023,1.3324976479999986
19,5.5,8,1,DJF,25.345183333333352,1.6254493166091866
20,5.5,8,1,DJF,25.429550000000017,1.25382978672414
1,5.5,9,2,JFM,25.487946666666687,0.9071900205057437
2,5.5,9,2,JFM,25.465003333333357,1.2001700672298912
3,5.5,9,2,JFM,25.39941333333336,0.945508754298845
4,5.5,9,2,JFM,25.34119666666669,1.120182451367813
5,5.5,9,2,JFM,25.345023333333355,1.2909384563333335
6,5.5,9,2,JFM,25.369236666666687,1.0844547334367782
7,5.5,9,2,JFM,25.36570000000002,1.0906222551724134
8,5.5,9,2,JFM,25.345846666666684,1.3631931515402234
9,5.5,9,2,JFM,25.323043333333356,1.253127058402297
10,5.5,9,2,JFM,25.483150000000023,1.287460298448279
11,5.5,9,2,JFM,25.446756666666694,0.9086356556436845
12,5.5,9,2,JFM,25.48226000000003,1.326673492827585
13,5.5,9,2,JFM,25.38537666666669,1.1358228046092027
14,5.5,9,2,JFM,25.38052666666669,1.1580959771953934
15,5.5,9,2,JFM,25.368406666666694,1.180278841333341
16,5.5,9,2,JFM,25.260666666666683,0.9531873091954035
17,5.5,9,2,JFM,25.41109000000002,0.9609480085172382
18,5.5,9,2,JFM,25.308863333333356,1.021008916195405
19,5.5,9,2,JFM,25.38989666666669,1.1633055948160975
