M,L,START,TARGET,SZN,MEAN_SST_GEM52_NEMO,VAR_SST_GEM52_NEMO
18,1.5,12,1,DJF,25.81221666666669,1.963334002126444
19,1.5,12,1,DJF,25.834516666666683,1.8754039435057432
20,1.5,12,1,DJF,25.739833333333355,1.9184698298850695
1,2.5,1,3,FMA,25.97311333333336,1.1728145577471414
2,2.5,1,3,FMA,25.993750000000023,1.1083945818965408
3,2.5,1,3,FMA,26.035726666666687,1.0890625137471317
4,2.5,1,3,FMA,25.917890000000018,1.1617513409310405
5,2.5,1,3,FMA,25.969523333333353,1.1349017094367784
6,2.5,1,3,FMA,25.97428000000003,1.1047725333793088
7,2.5,1,3,FMA,25.99980000000002,1.1025665703448324
8,2.5,1,3,FMA,25.948626666666687,1.0153146385747207
9,2.5,1,3,FMA,25.944273333333356,1.1993023096091846
10,2.5,1,3,FMA,25.975990000000024,1.174647321620697
11,2.5,1,3,FMA,25.853306666666686,1.1646253447816093
12,2.5,1,3,FMA,25.987170000000024,1.1135516732068995
13,2.5,1,3,FMA,25.932163333333353,1.109725439643675
14,2.5,1,3,FMA,25.89467333333336,1.160207465471267
15,2.5,1,3,FMA,25.865376666666688,1.210025043229883
16,2.5,1,3,FMA,25.865703333333354,1.1017007334367936
17,2.5,1,3,FMA,25.85816000000002,1.0490239293793122
18,2.5,1,3,FMA,25.933663333333357,1.269802638264376
19,2.5,1,3,FMA,25.982856666666688,1.1486054032298865
20,2.5,1,3,FMA,25.924073333333354,0.9175126799540304
1,2.5,2,4,MAM,26.28031000000003,0.7088913961034484
2,2.5,2,4,MAM,26.263090000000027,0.7886618071379339
3,2.5,2,4,MAM,26.28896666666669,0.8355956505747104
4,2.5,2,4,MAM,26.238213333333352,1.0934781770574837
5,2.5,2,4,MAM,26.26765666666669,0.8609623632298835
6,2.5,2,4,MAM,26.323400000000024,0.7901648082758586
7,2.5,2,4,MAM,26.30575333333336,0.8758100011953923
8,2.5,2,4,MAM,26.348353333333357,0.9392584825747113
9,2.5,2,4,MAM,26.297213333333353,0.7650740563678158
10,2.5,2,4,MAM,26.299036666666687,0.8735326210229929
11,2.5,2,4,MAM,26.25180000000002,0.8873179351724082
12,2.5,2,4,MAM,26.120246666666688,0.9543069446436845
13,2.5,2,4,MAM,26.176453333333356,0.8600956136091927
14,2.5,2,4,MAM,26.154546666666693,1.0158262067126413
15,2.5,2,4,MAM,26.226973333333355,0.9145318709885107
16,2.5,2,4,MAM,26.21052333333336,1.025091208057474
17,2.5,2,4,MAM,26.222886666666685,0.9025339591264333
18,2.5,2,4,MAM,26.242950000000025,0.6879558605172362
19,2.5,2,4,MAM,26.133403333333355,0.7405866948160832
20,2.5,2,4,MAM,26.179876666666694,0.8408966356436675
1,2.5,3,5,AMJ,26.41923333333335,0.7115523981609164
2,2.5,3,5,AMJ,26.358893333333352,0.6056380275402335
3,2.5,3,5,AMJ,26.29648666666669,0.580735628781613
4,2.5,3,5,AMJ,26.339233333333357,0.558097442298851
5,2.5,3,5,AMJ,26.375800000000023,0.6297107441379307
6,2.5,3,5,AMJ,26.40692333333336,0.5300712046091981
7,2.5,3,5,AMJ,26.459826666666686,0.7014743275402338
8,2.5,3,5,AMJ,26.509460000000022,0.6174443052413843
9,2.5,3,5,AMJ,26.32312666666669,0.8735810268505787
10,2.5,3,5,AMJ,26.348830000000024,0.6563215766551819
11,2.5,3,5,AMJ,26.305486666666695,0.6766438515402403
12,2.5,3,5,AMJ,26.337293333333356,0.7295812385747097
13,2.5,3,5,AMJ,26.340483333333356,0.5806894572988505
14,2.5,3,5,AMJ,26.29775000000002,0.6845397287931011
15,2.5,3,5,AMJ,26.28041000000003,0.834693732655169
16,2.5,3,5,AMJ,26.336650000000024,0.6883210887931014
17,2.5,3,5,AMJ,26.244813333333358,0.7839584177471153
18,2.5,3,5,AMJ,26.374400000000023,0.7318100972413775
19,2.5,3,5,AMJ,26.33436333333336,0.7412200527471282
20,2.5,3,5,AMJ,26.271503333333353,0.7460071306781606
1,2.5,4,6,MJJ,26.178370000000026,0.6432716821724115
2,2.5,4,6,MJJ,26.207556666666687,0.6027043618505757
3,2.5,4,6,MJJ,26.27956000000002,0.5543593114482841
4,2.5,4,6,MJJ,26.21797333333336,0.6282203447816067
5,2.5,4,6,MJJ,26.25117333333336,0.5290884337471282
6,2.5,4,6,MJJ,26.220430000000025,0.5899834407931085
7,2.5,4,6,MJJ,26.119836666666682,0.8515418313678109
8,2.5,4,6,MJJ,26.176463333333356,0.6933899065402238
9,2.5,4,6,MJJ,26.21528000000002,0.582064294758622
10,2.5,4,6,MJJ,26.20097333333336,0.6548760530574712
11,2.5,4,6,MJJ,26.174566666666692,0.6248749174712668
12,2.5,4,6,MJJ,26.07856000000003,0.6011088142069064
13,2.5,4,6,MJJ,26.204890000000024,0.6095404823103435
14,2.5,4,6,MJJ,26.057316666666686,0.6272136559195309
15,2.5,4,6,MJJ,26.213910000000016,0.6222867292069033
16,2.5,4,6,MJJ,26.125156666666683,0.5435718984022969
17,2.5,4,6,MJJ,26.149640000000023,0.604483539724147
18,2.5,4,6,MJJ,26.081966666666684,0.5324314919540136
19,2.5,4,6,MJJ,26.300783333333356,0.5859670752298799
20,2.5,4,6,MJJ,26.172106666666696,0.5860309330574712
1,2.5,5,7,JJA,25.794886666666688,0.9087379363678236
2,2.5,5,7,JJA,25.847003333333355,0.8958951389540173
3,2.5,5,7,JJA,25.912283333333352,0.8858403407471271
4,2.5,5,7,JJA,25.847710000000028,1.142290996103444
5,2.5,5,7,JJA,25.79365666666669,0.7308519452988489
6,2.5,5,7,JJA,25.88592333333336,0.763057869436775
7,2.5,5,7,JJA,25.818960000000022,1.090428990068969
8,2.5,5,7,JJA,25.81438333333336,0.8394630462643643
9,2.5,5,7,JJA,25.936633333333358,0.8572947278160924
10,2.5,5,7,JJA,25.86913666666669,0.8203810927471277
11,2.5,5,7,JJA,25.721280000000025,1.016510572689659
12,2.5,5,7,JJA,25.73111333333335,0.8536587370574626
13,2.5,5,7,JJA,25.687663333333354,0.930952437574714
14,2.5,5,7,JJA,25.860456666666686,0.8352223239195297
15,2.5,5,7,JJA,25.727640000000026,1.0009807335172363
16,2.5,5,7,JJA,25.731123333333358,0.8847592887471298
17,2.5,5,7,JJA,25.801493333333358,0.7860693468505766
18,2.5,5,7,JJA,25.799376666666685,0.8337334239195455
19,2.5,5,7,JJA,25.786393333333354,0.8283353151264496
20,2.5,5,7,JJA,25.84766666666669,0.8524620829885132
1,2.5,6,8,JAS,25.44352000000002,1.1814510051034426
2,2.5,6,8,JAS,25.48388666666669,1.0743794536092004
3,2.5,6,8,JAS,25.43991666666669,1.196269456609198
4,2.5,6,8,JAS,25.377033333333355,1.2406253574712693
5,2.5,6,8,JAS,25.523726666666683,1.175271506850568
6,2.5,6,8,JAS,25.435516666666686,1.0907161945402475
7,2.5,6,8,JAS,25.421876666666684,1.3646464287471358
8,2.5,6,8,JAS,25.511076666666682,1.263878101160927
9,2.5,6,8,JAS,25.415003333333345,1.2714648589540167
10,2.5,6,8,JAS,25.388303333333358,1.1163327079195469
11,2.5,6,8,JAS,25.39963333333336,1.0787079643678161
12,2.5,6,8,JAS,25.392560000000017,1.1461676079999945
13,2.5,6,8,JAS,25.397326666666686,1.0225165434022914
14,2.5,6,8,JAS,25.470653333333356,1.0540541549885094
15,2.5,6,8,JAS,25.443640000000027,1.0912304121379306
16,2.5,6,8,JAS,25.316603333333354,1.177314915505754
17,2.5,6,8,JAS,25.54968000000002,1.0238693575172382
18,2.5,6,8,JAS,25.309243333333356,0.8267747252988475
19,2.5,6,8,JAS,25.323750000000025,1.0273925522413785
20,2.5,6,8,JAS,25.345106666666695,1.080395823402297
1,2.5,7,9,ASO,25.455823333333356,1.3231532935747057
2,2.5,7,9,ASO,25.41332333333336,1.4521433770229786
3,2.5,7,9,ASO,25.470033333333355,1.3430236650574714
4,2.5,7,9,ASO,25.40762000000002,1.5510234223448303
5,2.5,7,9,ASO,25.36798666666669,1.2002277177471357
6,2.5,7,9,ASO,25.374183333333356,1.4089228697126415
7,2.5,7,9,ASO,25.533583333333354,1.2246041235057465
8,2.5,7,9,ASO,25.516963333333358,1.1871271237816174
9,2.5,7,9,ASO,25.377020000000023,1.4291947257931021
10,2.5,7,9,ASO,25.49512000000002,1.2913997961379375
11,2.5,7,9,ASO,25.440333333333356,1.1467647602298883
12,2.5,7,9,ASO,25.492900000000024,1.3089164372413846
13,2.5,7,9,ASO,25.447906666666693,1.344586214436786
14,2.5,7,9,ASO,25.48898000000002,1.2350939030344923
15,2.5,7,9,ASO,25.480110000000018,1.255633663689655
16,2.5,7,9,ASO,25.47622333333335,1.2084122515057467
17,2.5,7,9,ASO,25.375963333333356,1.3625690258505827
18,2.5,7,9,ASO,25.460480000000015,1.4012648533793055
19,2.5,7,9,ASO,25.45297666666669,1.1619389480574818
20,2.5,7,9,ASO,25.49025666666669,1.1550419473678213
1,2.5,8,10,SON,25.371820000000017,1.6082715678620656
2,2.5,8,10,SON,25.408460000000012,1.6353461024827631
3,2.5,8,10,SON,25.357313333333355,1.5930287625747257
4,2.5,8,10,SON,25.423596666666693,1.5124923624022977
5,2.5,8,10,SON,25.275523333333354,1.4352036011609
6,2.5,8,10,SON,25.475466666666687,1.4013562312643657
7,2.5,8,10,SON,25.411766666666683,1.641395110574708
8,2.5,8,10,SON,25.36286000000002,1.4207317183448338
9,2.5,8,10,SON,25.368283333333356,1.6946181538505676
10,2.5,8,10,SON,25.378770000000024,1.6180642214827543
11,2.5,8,10,SON,25.46742666666669,1.5277286647816033
12,2.5,8,10,SON,25.41305000000002,1.5949585032758788
13,2.5,8,10,SON,25.387993333333352,1.5348264668505587
14,2.5,8,10,SON,25.37108666666668,1.5655284791264392
15,2.5,8,10,SON,25.412943333333356,1.5496842480574697
16,2.5,8,10,SON,25.420036666666693,1.5540592465402456
17,2.5,8,10,SON,25.4918766666667,1.5697661487471295
18,2.5,8,10,SON,25.47636000000002,1.4207407914482746
19,2.5,8,10,SON,25.44714666666669,1.5006581411954083
20,2.5,8,10,SON,25.46925333333336,1.3872427370574643
1,2.5,9,11,OND,25.51346666666669,1.657764540919541
2,2.5,9,11,OND,25.531080000000017,1.8249105664827625
3,2.5,9,11,OND,25.51287000000002,1.6921218525172534
4,2.5,9,11,OND,25.42930000000002,1.9420614958620632
5,2.5,9,11,OND,25.42076666666669,1.9520241691953968
6,2.5,9,11,OND,25.454710000000023,1.8162040092068883
7,2.5,9,11,OND,25.497423333333362,1.896455553574714
8,2.5,9,11,OND,25.505180000000017,1.8065576154482808
9,2.5,9,11,OND,25.445420000000027,1.9092195568275923
10,2.5,9,11,OND,25.516400000000022,1.8516958462068929
11,2.5,9,11,OND,25.504450000000027,1.7633551308620716
12,2.5,9,11,OND,25.48447666666669,1.9466003666781608
13,2.5,9,11,OND,25.429306666666697,1.923067563402303
14,2.5,9,11,OND,25.459620000000026,1.8084304340689679
15,2.5,9,11,OND,25.401560000000025,1.9666997907586212
16,2.5,9,11,OND,25.38043666666669,1.6942457403333382
17,2.5,9,11,OND,25.391903333333357,1.7080921982643815
18,2.5,9,11,OND,25.428763333333354,1.6888525037816218
19,2.5,9,11,OND,25.451866666666692,1.68650153126436
20,2.5,9,11,OND,25.422050000000027,2.0075234170689567
1,2.5,10,12,NDJ,25.534943333333352,2.1079036528850503
2,2.5,10,12,NDJ,25.555043333333355,1.9644316439195413
3,2.5,10,12,NDJ,25.55189333333336,2.060241549609201
4,2.5,10,12,NDJ,25.513036666666682,2.200446333436796
5,2.5,10,12,NDJ,25.561713333333355,2.154852668781611
6,2.5,10,12,NDJ,25.63993666666669,2.0834607237816147
7,2.5,10,12,NDJ,25.545423333333353,2.106837034264365
8,2.5,10,12,NDJ,25.560016666666687,2.010457942816098
9,2.5,10,12,NDJ,25.538576666666685,1.8934685039195367
10,2.5,10,12,NDJ,25.515346666666687,2.1551952970574817
11,2.5,10,12,NDJ,25.525360000000017,1.8611773431724115
12,2.5,10,12,NDJ,25.51471000000003,1.916680902999995
13,2.5,10,12,NDJ,25.458510000000025,1.874613565068946
14,2.5,10,12,NDJ,25.44664333333336,2.055023059781602
15,2.5,10,12,NDJ,25.487670000000026,1.8601862952758565
16,2.5,10,12,NDJ,25.50470666666669,2.0711790634023073
17,2.5,10,12,NDJ,25.462666666666692,2.080588906436786
18,2.5,10,12,NDJ,25.541926666666686,2.019909415816075
19,2.5,10,12,NDJ,25.457016666666686,2.130286138678157
20,2.5,10,12,NDJ,25.450720000000025,1.9491411182068963
1,2.5,11,1,DJF,25.59604333333336,1.8420347990919628
2,2.5,11,1,DJF,25.657916666666686,1.7530905193678092
3,2.5,11,1,DJF,25.611213333333353,1.8877855315402452
4,2.5,11,1,DJF,25.571586666666697,1.8636975770574613
5,2.5,11,1,DJF,25.508183333333356,1.7744405048850596
6,2.5,11,1,DJF,25.610170000000025,1.9336072745862014
7,2.5,11,1,DJF,25.586400000000022,1.995171037931026
8,2.5,11,1,DJF,25.58682000000002,1.9078359540689773
9,2.5,11,1,DJF,25.613626666666683,1.8938387006436803
10,2.5,11,1,DJF,25.55594666666669,2.106403664643695
11,2.5,11,1,DJF,25.46866000000002,1.8691138680000057
12,2.5,11,1,DJF,25.535676666666692,1.8718960632298756
13,2.5,11,1,DJF,25.56453666666669,1.8319190720574736
14,2.5,11,1,DJF,25.549833333333353,1.8804770595402374
15,2.5,11,1,DJF,25.51997666666669,1.9152587163333492
16,2.5,11,1,DJF,25.604013333333356,1.7841906529195277
17,2.5,11,1,DJF,25.49979666666669,1.7678773961954106
18,2.5,11,1,DJF,25.60410000000002,1.7698787131034504
19,2.5,11,1,DJF,25.551213333333354,1.7402802163678128
20,2.5,11,1,DJF,25.472463333333355,1.6897979065402313
1,2.5,12,2,JFM,25.64107000000002,1.5119812780344897
2,2.5,12,2,JFM,25.633136666666687,1.684887976195403
3,2.5,12,2,JFM,25.66307333333335,1.8159600854712632
4,2.5,12,2,JFM,25.64136666666669,1.6576112981609303
5,2.5,12,2,JFM,25.683416666666687,1.4870577959195406
6,2.5,12,2,JFM,25.56227000000002,1.9589297538965398
7,2.5,12,2,JFM,25.736743333333358,1.5637861163333293
8,2.5,12,2,JFM,25.651586666666685,1.7256253060229971
9,2.5,12,2,JFM,25.660973333333352,1.6280724820229866
10,2.5,12,2,JFM,25.632326666666692,1.6830313427126427
11,2.5,12,2,JFM,25.57270000000003,1.5596167655172486
12,2.5,12,2,JFM,25.61260333333336,1.661348662402304
13,2.5,12,2,JFM,25.734043333333357,1.713339239091955
14,2.5,12,2,JFM,25.712166666666686,1.419209185057468
15,2.5,12,2,JFM,25.68684000000002,1.6144936100689662
16,2.5,12,2,JFM,25.626203333333354,1.6737810568850686
17,2.5,12,2,JFM,25.66547000000002,1.796137167000003
18,2.5,12,2,JFM,25.64175333333335,1.6472102908505761
19,2.5,12,2,JFM,25.674933333333353,1.5768171629885
20,2.5,12,2,JFM,25.597650000000026,1.6262835274137784
1,3.5,1,4,MAM,25.937726666666695,0.9457078840919618
2,3.5,1,4,MAM,25.96216666666669,0.8263585554022984
3,3.5,1,4,MAM,26.023303333333356,0.9149178079195386
4,3.5,1,4,MAM,25.894093333333362,0.8366288716781618
5,3.5,1,4,MAM,25.983426666666684,0.9033362475402238
6,3.5,1,4,MAM,25.93193000000002,0.9688553621724154
7,3.5,1,4,MAM,25.951966666666692,0.8627804974712613
8,3.5,1,4,MAM,25.94404000000002,0.7475802238620711
9,3.5,1,4,MAM,25.94466666666669,1.0382169567816155
10,3.5,1,4,MAM,25.896093333333354,1.0365496296091947
11,3.5,1,4,MAM,25.86005666666669,0.9771986439195383
12,3.5,1,4,MAM,25.987093333333355,0.8685160944367804
13,3.5,1,4,MAM,25.952896666666685,0.930341603091948
14,3.5,1,4,MAM,25.894730000000024,0.9028454573448198
15,3.5,1,4,MAM,25.856763333333365,0.9432989699885057
16,3.5,1,4,MAM,25.84446666666669,0.8620374698850699
17,3.5,1,4,MAM,25.856633333333363,0.8501880347126503
18,3.5,1,4,MAM,25.938536666666685,1.0866366244712622
19,3.5,1,4,MAM,25.967930000000024,0.8877244938965562
20,3.5,1,4,MAM,25.90722000000002,0.7342208023448258
1,3.5,2,5,AMJ,25.981253333333363,0.507775620505753
2,3.5,2,5,AMJ,25.93144666666669,0.6488692274022988
3,3.5,2,5,AMJ,25.989266666666687,0.6975470271264403
4,3.5,2,5,AMJ,25.96167333333336,0.9241959902988571
5,3.5,2,5,AMJ,26.017673333333352,0.7171459661609257
6,3.5,2,5,AMJ,26.06268000000002,0.7134553988965422
7,3.5,2,5,AMJ,26.024660000000026,0.7552187955862112
8,3.5,2,5,AMJ,26.095943333333352,0.8335541480574705
9,3.5,2,5,AMJ,26.01451666666669,0.6726231276436863
10,3.5,2,5,AMJ,26.01479666666669,0.682579275505738
11,3.5,2,5,AMJ,26.011266666666696,0.7118680912643738
12,3.5,2,5,AMJ,25.858706666666695,0.7722445165057452
13,3.5,2,5,AMJ,25.867886666666685,0.7114991225747097
14,3.5,2,5,AMJ,25.858983333333363,0.8431103952298918
15,3.5,2,5,AMJ,25.963276666666687,0.714354603919535
16,3.5,2,5,AMJ,25.999983333333354,0.811283314540231
17,3.5,2,5,AMJ,25.986426666666695,0.6980805468505773
18,3.5,2,5,AMJ,25.964850000000023,0.577203510172406
19,3.5,2,5,AMJ,25.869633333333354,0.6316879471264363
20,3.5,2,5,AMJ,25.88919666666668,0.5530856734367843
1,3.5,3,6,MJJ,25.82634333333336,0.7365667659885011
2,3.5,3,6,MJJ,25.76515000000002,0.6811473701724137
3,3.5,3,6,MJJ,25.71615000000002,0.6408201736206903
4,3.5,3,6,MJJ,25.695930000000025,0.5856186566551684
5,3.5,3,6,MJJ,25.78381000000002,0.6677839367931
6,3.5,3,6,MJJ,25.790226666666683,0.5581683971954067
7,3.5,3,6,MJJ,25.852556666666693,0.7859513473678181
8,3.5,3,6,MJJ,25.922650000000015,0.706728208103449
9,3.5,3,6,MJJ,25.747630000000022,0.9180675787241368
10,3.5,3,6,MJJ,25.73497666666669,0.718573140471272
11,3.5,3,6,MJJ,25.71439666666669,0.7053180141264244
12,3.5,3,6,MJJ,25.73591000000003,0.7624461843793118
13,3.5,3,6,MJJ,25.746730000000028,0.6583946180344747
14,3.5,3,6,MJJ,25.705736666666688,0.7693344520574661
15,3.5,3,6,MJJ,25.692003333333357,0.9664166175747212
16,3.5,3,6,MJJ,25.728046666666692,0.7405056177471279
17,3.5,3,6,MJJ,25.60147333333335,0.8351518709885056
18,3.5,3,6,MJJ,25.77554666666669,0.7091399411954021
19,3.5,3,6,MJJ,25.77205000000002,0.7628459825862131
20,3.5,3,6,MJJ,25.65758000000002,0.8377418664827626
1,3.5,4,7,JJA,25.479360000000028,0.7720130176551689
2,3.5,4,7,JJA,25.455306666666683,0.8753464592643693
3,3.5,4,7,JJA,25.52403333333335,0.6744832650574757
4,3.5,4,7,JJA,25.49142666666669,0.7645014344367838
5,3.5,4,7,JJA,25.546300000000027,0.6605280931034397
6,3.5,4,7,JJA,25.48588333333335,0.8253691290229921
7,3.5,4,7,JJA,25.36877333333335,1.1078546647816012
8,3.5,4,7,JJA,25.419180000000022,0.8242384561379378
9,3.5,4,7,JJA,25.50783000000002,0.698669148379303
10,3.5,4,7,JJA,25.473523333333357,0.8958337370229802
11,3.5,4,7,JJA,25.466796666666696,0.7692429686091997
12,3.5,4,7,JJA,25.33784000000003,0.7694274438620744
13,3.5,4,7,JJA,25.51083333333336,0.7580842354022962
14,3.5,4,7,JJA,25.323273333333358,0.8025807296092008
15,3.5,4,7,JJA,25.486973333333353,0.758878457885056
16,3.5,4,7,JJA,25.34992333333336,0.7091982032298785
17,3.5,4,7,JJA,25.38709333333336,0.7238429523678214
18,3.5,4,7,JJA,25.362146666666685,0.605556446022984
19,3.5,4,7,JJA,25.59819333333336,0.7287373599540239
20,3.5,4,7,JJA,25.387773333333357,0.8055177696091985
1,3.5,5,8,JAS,25.204056666666684,1.0980870763333366
2,3.5,5,8,JAS,25.29099666666669,1.0423272224022977
3,3.5,5,8,JAS,25.391410000000022,1.0799060574827624
4,3.5,5,8,JAS,25.285196666666693,1.3216442148160918
5,3.5,5,8,JAS,25.16664333333335,0.8083156825402322
6,3.5,5,8,JAS,25.31626666666669,0.8027025891954008
7,3.5,5,8,JAS,25.257023333333354,1.179260518402303
8,3.5,5,8,JAS,25.211100000000027,0.9655504055172394
9,3.5,5,8,JAS,25.323013333333353,1.0353039053333393
10,3.5,5,8,JAS,25.308703333333355,0.9003466630919555
11,3.5,5,8,JAS,25.162386666666688,1.127538999126432
12,3.5,5,8,JAS,25.181446666666684,0.9677924336091974
13,3.5,5,8,JAS,25.07121333333335,1.0092754667126471
14,3.5,5,8,JAS,25.285020000000024,0.9036980133793143
15,3.5,5,8,JAS,25.186370000000025,1.098722404241384
16,3.5,5,8,JAS,25.18913333333336,0.977604647126441
17,3.5,5,8,JAS,25.179343333333357,1.0051661928850568
18,3.5,5,8,JAS,25.22377333333335,0.9065268440919658
19,3.5,5,8,JAS,25.19299666666669,0.9227454382643718
20,3.5,5,8,JAS,25.27921000000002,0.8933947036896515
1,3.5,6,9,ASO,25.166360000000022,1.3121651017931013
2,3.5,6,9,ASO,25.16862000000002,1.1065197492413759
3,3.5,6,9,ASO,25.163133333333356,1.210530308505747
4,3.5,6,9,ASO,25.079173333333355,1.3109856013333294
5,3.5,6,9,ASO,25.234726666666692,1.2399371496091922
6,3.5,6,9,ASO,25.105220000000017,1.0975328816551675
7,3.5,6,9,ASO,25.125330000000023,1.4614080173448398
8,3.5,6,9,ASO,25.222860000000022,1.3711515017930993
9,3.5,6,9,ASO,25.120493333333354,1.3069214351264438
10,3.5,6,9,ASO,25.111466666666686,1.1737396857471327
11,3.5,6,9,ASO,25.16184666666669,1.1523871563678165
12,3.5,6,9,ASO,25.150276666666688,1.1767087190919516
13,3.5,6,9,ASO,25.147703333333354,1.0882585617126452
14,3.5,6,9,ASO,25.25555666666669,1.1243449528850769
15,3.5,6,9,ASO,25.127133333333354,1.065878538160917
16,3.5,6,9,ASO,25.027580000000018,1.2378456388965633
17,3.5,6,9,ASO,25.28201000000002,1.0744799471379292
18,3.5,6,9,ASO,25.039356666666695,0.7636878742643686
19,3.5,6,9,ASO,25.026450000000022,1.0012413715517288
20,3.5,6,9,ASO,25.049683333333356,1.2310163662643703
1,3.5,7,10,SON,25.409270000000024,1.3752810483793145
2,3.5,7,10,SON,25.35266000000002,1.4879809604137828
3,3.5,7,10,SON,25.408433333333353,1.3801154229885015
4,3.5,7,10,SON,25.368490000000026,1.719483814724135
5,3.5,7,10,SON,25.315286666666687,1.1932798963678177
6,3.5,7,10,SON,25.2939566666667,1.5197181121954104
7,3.5,7,10,SON,25.45619666666669,1.2395915858505815
8,3.5,7,10,SON,25.43154333333336,1.236448997022992
9,3.5,7,10,SON,25.305576666666692,1.58513825771264
10,3.5,7,10,SON,25.42085333333336,1.3755842515402292
11,3.5,7,10,SON,25.399606666666692,1.192585153057475
12,3.5,7,10,SON,25.397906666666692,1.4005399834022942
13,3.5,7,10,SON,25.387413333333356,1.3966845060229844
14,3.5,7,10,SON,25.427090000000025,1.2737277416206925
15,3.5,7,10,SON,25.412280000000024,1.3462193368275772
16,3.5,7,10,SON,25.45089000000002,1.2539119561034506
17,3.5,7,10,SON,25.327496666666683,1.392536645160923
18,3.5,7,10,SON,25.433760000000017,1.4957666576551636
19,3.5,7,10,SON,25.40684000000002,1.1388391093793078
20,3.5,7,10,SON,25.432790000000022,1.2499843429999988
1,3.5,8,11,OND,25.291590000000028,1.6856036988620697
2,3.5,8,11,OND,25.37724666666669,1.6892737887816118
3,3.5,8,11,OND,25.312646666666687,1.6641784846436758
4,3.5,8,11,OND,25.372120000000027,1.633394229241379
5,3.5,8,11,OND,25.26090666666669,1.4059253868505734
6,3.5,8,11,OND,25.44778333333335,1.441061715229885
7,3.5,8,11,OND,25.36104666666669,1.6943723660229946
8,3.5,8,11,OND,25.304793333333354,1.4463382337471173
9,3.5,8,11,OND,25.327780000000022,1.8351877768276013
10,3.5,8,11,OND,25.33943666666669,1.6187081955057494
11,3.5,8,11,OND,25.464330000000018,1.612404380103455
12,3.5,8,11,OND,25.41010666666669,1.69914049167816
13,3.5,8,11,OND,25.392750000000024,1.553273630862077
14,3.5,8,11,OND,25.359990000000018,1.6539515112758632
15,3.5,8,11,OND,25.388760000000023,1.6202909059310495
16,3.5,8,11,OND,25.422013333333357,1.5989357046436727
17,3.5,8,11,OND,25.493426666666686,1.6462595413333228
18,3.5,8,11,OND,25.472210000000022,1.4327815988620778
19,3.5,8,11,OND,25.416003333333357,1.5895912499885017
20,3.5,8,11,OND,25.46088333333336,1.3740733035057486
1,3.5,9,12,NDJ,25.433686666666684,1.4855558108505946
2,3.5,9,12,NDJ,25.448640000000022,1.7433530438620743
3,3.5,9,12,NDJ,25.407216666666688,1.5218834076436942
4,3.5,9,12,NDJ,25.339840000000027,1.7892166404137801
5,3.5,9,12,NDJ,25.321310000000025,1.8670084967931209
6,3.5,9,12,NDJ,25.360716666666683,1.6806132793678137
7,3.5,9,12,NDJ,25.398493333333356,1.7178895268505745
8,3.5,9,12,NDJ,25.391406666666686,1.725829122712649
9,3.5,9,12,NDJ,25.327143333333357,1.8544451584023025
10,3.5,9,12,NDJ,25.443040000000018,1.822361112137928
11,3.5,9,12,NDJ,25.43395333333336,1.6065245853333294
12,3.5,9,12,NDJ,25.423723333333353,1.8959059715057356
13,3.5,9,12,NDJ,25.361816666666687,1.812378119367809
14,3.5,9,12,NDJ,25.385683333333354,1.7260856979885013
15,3.5,9,12,NDJ,25.358560000000022,1.7845906755862038
16,3.5,9,12,NDJ,25.301753333333355,1.5576385563678266
17,3.5,9,12,NDJ,25.34249000000003,1.573956340241385
18,3.5,9,12,NDJ,25.33668666666669,1.5661668411953984
19,3.5,9,12,NDJ,25.37589000000002,1.6512025726551647
20,3.5,9,12,NDJ,25.369196666666692,1.896519471367813
1,3.5,10,1,DJF,25.405373333333362,1.7529555634023102
2,3.5,10,1,DJF,25.433413333333352,1.6104368991264406
3,3.5,10,1,DJF,25.451400000000028,1.6546397868965501
4,3.5,10,1,DJF,25.425543333333355,1.7985604535747126
5,3.5,10,1,DJF,25.484830000000027,1.825788312517243
6,3.5,10,1,DJF,25.561053333333355,1.6981932336091925
7,3.5,10,1,DJF,25.492006666666686,1.7611620571954107
8,3.5,10,1,DJF,25.44923333333336,1.7674063505747153
9,3.5,10,1,DJF,25.448366666666693,1.5396377629885125
10,3.5,10,1,DJF,25.412043333333358,1.7535519611609185
11,3.5,10,1,DJF,25.43327666666669,1.5305255404712659
12,3.5,10,1,DJF,25.403253333333357,1.5932401970574621
13,3.5,10,1,DJF,25.393540000000023,1.5637343693793084
14,3.5,10,1,DJF,25.357150000000022,1.736259723965508
15,3.5,10,1,DJF,25.38818333333336,1.5983262186781644
16,3.5,10,1,DJF,25.43958666666669,1.7668489542988448
17,3.5,10,1,DJF,25.38877666666669,1.6690596908160835
18,3.5,10,1,DJF,25.451740000000022,1.6798590555862154
19,3.5,10,1,DJF,25.387643333333358,1.8027463908160835
20,3.5,10,1,DJF,25.336433333333357,1.6715811947126382
1,3.5,11,2,JFM,25.57754333333336,1.3856476301264393
2,3.5,11,2,JFM,25.657086666666693,1.3101494218850613
3,3.5,11,2,JFM,25.57453333333336,1.4209545560919494
4,3.5,11,2,JFM,25.505173333333353,1.3523264599540312
5,3.5,11,2,JFM,25.46925000000002,1.3080940874137914
6,3.5,11,2,JFM,25.607470000000028,1.5344519794138023
7,3.5,11,2,JFM,25.539253333333356,1.5501689867126485
8,3.5,11,2,JFM,25.520896666666694,1.5472242975747155
