L,BIAS_ABS
1.5,0.6094426666666667
2.5,0.7667149999999999
3.5,0.7748373333333329
4.5,0.5631143333333324
5.5,0.7237263333333328
6.5,0.6844716666666656
7.5,0.7245763333333322
8.5,0.5676313333333329
