M,L,MON,LDC_SST_NASA_GEOSS2S
2,5.5,0000 1 Oct 1992,26.44274
3,5.5,0000 1 Oct 1992,25.12723
4,5.5,0000 1 Oct 1992,26.48354
1,6.5,0000 1 Oct 1992,26.0552
2,6.5,0000 1 Oct 1992,26.76095
3,6.5,0000 1 Oct 1992,25.61287
4,6.5,0000 1 Oct 1992,27.07491
1,7.5,0000 1 Oct 1992,26.45144
2,7.5,0000 1 Oct 1992,27.08789
3,7.5,0000 1 Oct 1992,25.97752
4,7.5,0000 1 Oct 1992,27.58454
1,1.5,0000 1 Nov 1992,25.42393
2,1.5,0000 1 Nov 1992,25.62299
3,1.5,0000 1 Nov 1992,25.71643
4,1.5,0000 1 Nov 1992,26.03659
1,2.5,0000 1 Nov 1992,25.20917
2,2.5,0000 1 Nov 1992,25.43545
3,2.5,0000 1 Nov 1992,25.58052
4,2.5,0000 1 Nov 1992,25.72618
1,3.5,0000 1 Nov 1992,25.30504
2,3.5,0000 1 Nov 1992,25.60844
3,3.5,0000 1 Nov 1992,25.63144
4,3.5,0000 1 Nov 1992,25.63465
1,4.5,0000 1 Nov 1992,25.80312
2,4.5,0000 1 Nov 1992,26.22234
3,4.5,0000 1 Nov 1992,26.04164
4,4.5,0000 1 Nov 1992,26.00566
1,5.5,0000 1 Nov 1992,26.42256
2,5.5,0000 1 Nov 1992,26.96607
3,5.5,0000 1 Nov 1992,26.58717
4,5.5,0000 1 Nov 1992,26.5608
1,6.5,0000 1 Nov 1992,26.85503
2,6.5,0000 1 Nov 1992,27.41562
3,6.5,0000 1 Nov 1992,27.01933
4,6.5,0000 1 Nov 1992,26.92554
1,7.5,0000 1 Nov 1992,27.12245
2,7.5,0000 1 Nov 1992,27.64238
3,7.5,0000 1 Nov 1992,27.2068
4,7.5,0000 1 Nov 1992,27.01141
1,1.5,0000 1 Dec 1992,25.96918
2,1.5,0000 1 Dec 1992,26.21549
3,1.5,0000 1 Dec 1992,25.99091
4,1.5,0000 1 Dec 1992,26.327
1,2.5,0000 1 Dec 1992,26.07404
2,2.5,0000 1 Dec 1992,26.32148
3,2.5,0000 1 Dec 1992,25.79942
4,2.5,0000 1 Dec 1992,26.06644
1,3.5,0000 1 Dec 1992,26.66417
2,3.5,0000 1 Dec 1992,26.75427
3,3.5,0000 1 Dec 1992,25.97946
4,3.5,0000 1 Dec 1992,26.36754
1,4.5,0000 1 Dec 1992,27.33385
2,4.5,0000 1 Dec 1992,27.32755
3,4.5,0000 1 Dec 1992,26.52829
4,4.5,0000 1 Dec 1992,27.04496
1,5.5,0000 1 Dec 1992,27.8014
2,5.5,0000 1 Dec 1992,27.70988
3,5.5,0000 1 Dec 1992,26.97485
4,5.5,0000 1 Dec 1992,27.69866
1,6.5,0000 1 Dec 1992,27.82376
2,6.5,0000 1 Dec 1992,27.82565
3,6.5,0000 1 Dec 1992,27.22728
4,6.5,0000 1 Dec 1992,27.93136
1,7.5,0000 1 Dec 1992,27.84922
2,7.5,0000 1 Dec 1992,27.75462
3,7.5,0000 1 Dec 1992,27.17771
4,7.5,0000 1 Dec 1992,27.9478
1,1.5,0000 1 Jan 1993,26.66305
2,1.5,0000 1 Jan 1993,26.5789
3,1.5,0000 1 Jan 1993,26.77224
4,1.5,0000 1 Jan 1993,26.5889
1,2.5,0000 1 Jan 1993,27.00062
2,2.5,0000 1 Jan 1993,26.72758
3,2.5,0000 1 Jan 1993,27.09094
4,2.5,0000 1 Jan 1993,26.89159
1,3.5,0000 1 Jan 1993,27.52476
2,3.5,0000 1 Jan 1993,27.06242
3,3.5,0000 1 Jan 1993,27.66084
4,3.5,0000 1 Jan 1993,27.44139
1,4.5,0000 1 Jan 1993,27.862
2,4.5,0000 1 Jan 1993,27.27574
3,4.5,0000 1 Jan 1993,28.08686
4,4.5,0000 1 Jan 1993,27.91729
1,5.5,0000 1 Jan 1993,27.79442
2,5.5,0000 1 Jan 1993,27.34044
3,5.5,0000 1 Jan 1993,28.10952
4,5.5,0000 1 Jan 1993,28.11215
1,6.5,0000 1 Jan 1993,27.55156
2,6.5,0000 1 Jan 1993,27.09812
3,6.5,0000 1 Jan 1993,27.90019
4,6.5,0000 1 Jan 1993,27.95274
1,7.5,0000 1 Jan 1993,27.44471
2,7.5,0000 1 Jan 1993,26.76419
3,7.5,0000 1 Jan 1993,27.78382
4,7.5,0000 1 Jan 1993,27.75278
1,1.5,0000 1 Feb 1993,27.50995
2,1.5,0000 1 Feb 1993,27.52613
3,1.5,0000 1 Feb 1993,27.87476
4,1.5,0000 1 Feb 1993,27.53552
1,2.5,0000 1 Feb 1993,28.05834
2,2.5,0000 1 Feb 1993,28.34142
3,2.5,0000 1 Feb 1993,28.57451
4,2.5,0000 1 Feb 1993,28.17126
1,3.5,0000 1 Feb 1993,28.33239
2,3.5,0000 1 Feb 1993,28.94697
3,3.5,0000 1 Feb 1993,29.0885
4,3.5,0000 1 Feb 1993,28.66046
1,4.5,0000 1 Feb 1993,28.29681
2,4.5,0000 1 Feb 1993,29.14512
3,4.5,0000 1 Feb 1993,29.24392
4,4.5,0000 1 Feb 1993,28.74601
1,5.5,0000 1 Feb 1993,28.07321
2,5.5,0000 1 Feb 1993,28.97052
3,5.5,0000 1 Feb 1993,29.08912
4,5.5,0000 1 Feb 1993,28.66068
1,6.5,0000 1 Feb 1993,27.99735
2,6.5,0000 1 Feb 1993,28.88288
3,6.5,0000 1 Feb 1993,28.86308
4,6.5,0000 1 Feb 1993,28.70153
1,7.5,0000 1 Feb 1993,28.16488
2,7.5,0000 1 Feb 1993,28.8563
3,7.5,0000 1 Feb 1993,28.90287
4,7.5,0000 1 Feb 1993,29.06602
1,1.5,0000 1 Mar 1993,28.49063
2,1.5,0000 1 Mar 1993,28.48971
3,1.5,0000 1 Mar 1993,28.39027
4,1.5,0000 1 Mar 1993,28.61566
1,2.5,0000 1 Mar 1993,29.06506
2,2.5,0000 1 Mar 1993,29.01015
3,2.5,0000 1 Mar 1993,28.93632
4,2.5,0000 1 Mar 1993,29.27472
1,3.5,0000 1 Mar 1993,29.25492
2,3.5,0000 1 Mar 1993,29.03399
3,3.5,0000 1 Mar 1993,29.1107
4,3.5,0000 1 Mar 1993,29.55735
1,4.5,0000 1 Mar 1993,29.24223
2,4.5,0000 1 Mar 1993,28.68547
3,4.5,0000 1 Mar 1993,29.12819
4,4.5,0000 1 Mar 1993,29.30023
1,5.5,0000 1 Mar 1993,29.0926
2,5.5,0000 1 Mar 1993,28.35076
3,5.5,0000 1 Mar 1993,29.06508
4,5.5,0000 1 Mar 1993,29.18831
1,6.5,0000 1 Mar 1993,29.09043
2,6.5,0000 1 Mar 1993,28.31222
3,6.5,0000 1 Mar 1993,29.31664
4,6.5,0000 1 Mar 1993,29.2045
1,7.5,0000 1 Mar 1993,29.1929
2,7.5,0000 1 Mar 1993,28.58237
3,7.5,0000 1 Mar 1993,29.7762
4,7.5,0000 1 Mar 1993,29.54656
1,1.5,0000 1 Apr 1993,29.18948
2,1.5,0000 1 Apr 1993,29.13924
3,1.5,0000 1 Apr 1993,29.0281
4,1.5,0000 1 Apr 1993,29.14546
1,2.5,0000 1 Apr 1993,29.68235
2,2.5,0000 1 Apr 1993,29.19242
3,2.5,0000 1 Apr 1993,29.11496
4,2.5,0000 1 Apr 1993,29.28622
1,3.5,0000 1 Apr 1993,29.83265
2,3.5,0000 1 Apr 1993,28.75933
3,3.5,0000 1 Apr 1993,28.87088
4,3.5,0000 1 Apr 1993,29.2829
1,4.5,0000 1 Apr 1993,30.0416
2,4.5,0000 1 Apr 1993,28.35846
3,4.5,0000 1 Apr 1993,28.62628
4,4.5,0000 1 Apr 1993,29.30572
1,5.5,0000 1 Apr 1993,30.3973
2,5.5,0000 1 Apr 1993,28.43571
3,5.5,0000 1 Apr 1993,28.94435
4,5.5,0000 1 Apr 1993,29.67012
1,6.5,0000 1 Apr 1993,30.81495
2,6.5,0000 1 Apr 1993,28.60314
3,6.5,0000 1 Apr 1993,29.39702
4,6.5,0000 1 Apr 1993,30.02898
1,7.5,0000 1 Apr 1993,30.99756
2,7.5,0000 1 Apr 1993,28.69464
3,7.5,0000 1 Apr 1993,29.81416
4,7.5,0000 1 Apr 1993,30.36757
1,1.5,0000 1 May 1993,28.89963
2,1.5,0000 1 May 1993,29.13403
3,1.5,0000 1 May 1993,28.76533
4,1.5,0000 1 May 1993,28.87285
1,2.5,0000 1 May 1993,28.55567
2,2.5,0000 1 May 1993,28.86758
3,2.5,0000 1 May 1993,28.43771
4,2.5,0000 1 May 1993,28.62961
1,3.5,0000 1 May 1993,28.27681
2,3.5,0000 1 May 1993,28.60316
3,3.5,0000 1 May 1993,28.09511
4,3.5,0000 1 May 1993,28.37257
1,4.5,0000 1 May 1993,28.20775
2,4.5,0000 1 May 1993,28.58002
3,4.5,0000 1 May 1993,27.90698
4,4.5,0000 1 May 1993,28.33191
1,5.5,0000 1 May 1993,28.48312
2,5.5,0000 1 May 1993,28.90053
3,5.5,0000 1 May 1993,28.07281
4,5.5,0000 1 May 1993,28.56239
1,6.5,0000 1 May 1993,28.54886
2,6.5,0000 1 May 1993,29.13476
3,6.5,0000 1 May 1993,28.14326
4,6.5,0000 1 May 1993,28.67806
1,7.5,0000 1 May 1993,28.28973
2,7.5,0000 1 May 1993,29.25587
3,7.5,0000 1 May 1993,27.89362
4,7.5,0000 1 May 1993,28.54332
1,1.5,0000 1 Jun 1993,28.30788
2,1.5,0000 1 Jun 1993,27.96359
3,1.5,0000 1 Jun 1993,28.28157
4,1.5,0000 1 Jun 1993,27.70215
1,2.5,0000 1 Jun 1993,27.73135
2,2.5,0000 1 Jun 1993,27.4654
3,2.5,0000 1 Jun 1993,27.94003
4,2.5,0000 1 Jun 1993,27.14618
1,3.5,0000 1 Jun 1993,27.22424
2,3.5,0000 1 Jun 1993,27.23634
3,3.5,0000 1 Jun 1993,27.76702
4,3.5,0000 1 Jun 1993,26.84951
1,4.5,0000 1 Jun 1993,27.03556
2,4.5,0000 1 Jun 1993,27.48562
3,4.5,0000 1 Jun 1993,27.93165
4,4.5,0000 1 Jun 1993,26.96193
1,5.5,0000 1 Jun 1993,27.04269
2,5.5,0000 1 Jun 1993,27.74707
3,5.5,0000 1 Jun 1993,28.14737
4,5.5,0000 1 Jun 1993,27.19449
1,6.5,0000 1 Jun 1993,26.71088
2,6.5,0000 1 Jun 1993,27.65826
3,6.5,0000 1 Jun 1993,28.08267
4,6.5,0000 1 Jun 1993,27.22137
1,7.5,0000 1 Jun 1993,25.93618
2,7.5,0000 1 Jun 1993,27.27977
3,7.5,0000 1 Jun 1993,27.90061
4,7.5,0000 1 Jun 1993,27.12922
1,1.5,0000 1 Jul 1993,26.8581
2,1.5,0000 1 Jul 1993,26.97498
3,1.5,0000 1 Jul 1993,26.84809
4,1.5,0000 1 Jul 1993,26.94845
1,2.5,0000 1 Jul 1993,26.65439
2,2.5,0000 1 Jul 1993,26.58067
3,2.5,0000 1 Jul 1993,26.42895
4,2.5,0000 1 Jul 1993,26.65924
1,3.5,0000 1 Jul 1993,26.78982
2,3.5,0000 1 Jul 1993,26.55633
3,3.5,0000 1 Jul 1993,26.32956
4,3.5,0000 1 Jul 1993,26.76212
1,4.5,0000 1 Jul 1993,26.87685
2,4.5,0000 1 Jul 1993,26.68097
3,4.5,0000 1 Jul 1993,26.26411
4,4.5,0000 1 Jul 1993,26.8882
1,5.5,0000 1 Jul 1993,26.66957
2,5.5,0000 1 Jul 1993,26.71923
3,5.5,0000 1 Jul 1993,25.91453
4,5.5,0000 1 Jul 1993,26.70485
1,6.5,0000 1 Jul 1993,26.11866
2,6.5,0000 1 Jul 1993,26.59566
3,6.5,0000 1 Jul 1993,25.30068
4,6.5,0000 1 Jul 1993,26.25881
1,7.5,0000 1 Jul 1993,25.76758
2,7.5,0000 1 Jul 1993,26.67918
3,7.5,0000 1 Jul 1993,24.86086
4,7.5,0000 1 Jul 1993,25.9077
1,1.5,0000 1 Aug 1993,26.35935
2,1.5,0000 1 Aug 1993,26.50769
3,1.5,0000 1 Aug 1993,26.51319
4,1.5,0000 1 Aug 1993,26.25614
1,2.5,0000 1 Aug 1993,26.31956
2,2.5,0000 1 Aug 1993,26.54468
3,2.5,0000 1 Aug 1993,26.51992
4,2.5,0000 1 Aug 1993,26.02874
1,3.5,0000 1 Aug 1993,26.16078
2,3.5,0000 1 Aug 1993,26.41911
3,3.5,0000 1 Aug 1993,26.40504
4,3.5,0000 1 Aug 1993,25.8726
1,4.5,0000 1 Aug 1993,25.93774
2,4.5,0000 1 Aug 1993,26.07987
3,4.5,0000 1 Aug 1993,25.89409
4,4.5,0000 1 Aug 1993,25.63603
1,5.5,0000 1 Aug 1993,25.63866
2,5.5,0000 1 Aug 1993,25.57761
3,5.5,0000 1 Aug 1993,25.31375
4,5.5,0000 1 Aug 1993,25.16365
1,6.5,0000 1 Aug 1993,25.48318
2,6.5,0000 1 Aug 1993,25.32068
3,6.5,0000 1 Aug 1993,25.05188
4,6.5,0000 1 Aug 1993,24.80328
1,7.5,0000 1 Aug 1993,25.48461
2,7.5,0000 1 Aug 1993,25.52709
3,7.5,0000 1 Aug 1993,25.15795
4,7.5,0000 1 Aug 1993,24.45141
1,1.5,0000 1 Sep 1993,26.36717
2,1.5,0000 1 Sep 1993,26.11721
3,1.5,0000 1 Sep 1993,26.19647
4,1.5,0000 1 Sep 1993,26.47117
1,2.5,0000 1 Sep 1993,26.25719
2,2.5,0000 1 Sep 1993,25.94437
3,2.5,0000 1 Sep 1993,25.96816
4,2.5,0000 1 Sep 1993,26.3237
1,3.5,0000 1 Sep 1993,25.8072
2,3.5,0000 1 Sep 1993,25.54779
3,3.5,0000 1 Sep 1993,25.61804
4,3.5,0000 1 Sep 1993,25.8918
1,4.5,0000 1 Sep 1993,25.06157
2,4.5,0000 1 Sep 1993,25.03303
3,4.5,0000 1 Sep 1993,25.06187
4,4.5,0000 1 Sep 1993,25.4125
1,5.5,0000 1 Sep 1993,24.54632
2,5.5,0000 1 Sep 1993,24.86276
3,5.5,0000 1 Sep 1993,24.79996
4,5.5,0000 1 Sep 1993,24.97325
1,6.5,0000 1 Sep 1993,24.60733
2,6.5,0000 1 Sep 1993,25.1152
3,6.5,0000 1 Sep 1993,24.97554
4,6.5,0000 1 Sep 1993,25.17916
1,7.5,0000 1 Sep 1993,24.99804
2,7.5,0000 1 Sep 1993,25.35048
3,7.5,0000 1 Sep 1993,25.51846
4,7.5,0000 1 Sep 1993,25.59478
1,1.5,0000 1 Oct 1993,26.33918
2,1.5,0000 1 Oct 1993,26.50202
3,1.5,0000 1 Oct 1993,26.40866
4,1.5,0000 1 Oct 1993,26.27138
1,2.5,0000 1 Oct 1993,25.76821
2,2.5,0000 1 Oct 1993,26.05139
3,2.5,0000 1 Oct 1993,25.92989
4,2.5,0000 1 Oct 1993,25.70351
1,3.5,0000 1 Oct 1993,25.16984
2,3.5,0000 1 Oct 1993,25.42419
3,3.5,0000 1 Oct 1993,25.50192
4,3.5,0000 1 Oct 1993,25.09839
1,4.5,0000 1 Oct 1993,24.75114
2,4.5,0000 1 Oct 1993,24.99963
3,4.5,0000 1 Oct 1993,25.18968
4,4.5,0000 1 Oct 1993,24.57387
1,5.5,0000 1 Oct 1993,24.99436
2,5.5,0000 1 Oct 1993,24.90423
3,5.5,0000 1 Oct 1993,25.38249
4,5.5,0000 1 Oct 1993,24.27547
1,6.5,0000 1 Oct 1993,25.39294
2,6.5,0000 1 Oct 1993,25.15593
3,6.5,0000 1 Oct 1993,25.66353
4,6.5,0000 1 Oct 1993,24.136
1,7.5,0000 1 Oct 1993,25.72322
2,7.5,0000 1 Oct 1993,25.42834
3,7.5,0000 1 Oct 1993,25.92688
4,7.5,0000 1 Oct 1993,24.11694
1,1.5,0000 1 Nov 1993,26.39545
2,1.5,0000 1 Nov 1993,26.33015
3,1.5,0000 1 Nov 1993,26.09106
4,1.5,0000 1 Nov 1993,25.9991
1,2.5,0000 1 Nov 1993,25.87798
2,2.5,0000 1 Nov 1993,25.75547
3,2.5,0000 1 Nov 1993,25.52803
4,2.5,0000 1 Nov 1993,25.23469
1,3.5,0000 1 Nov 1993,25.62915
2,3.5,0000 1 Nov 1993,25.27551
3,3.5,0000 1 Nov 1993,24.96088
4,3.5,0000 1 Nov 1993,24.56265
1,4.5,0000 1 Nov 1993,25.74924
2,4.5,0000 1 Nov 1993,25.17202
3,4.5,0000 1 Nov 1993,24.94831
4,4.5,0000 1 Nov 1993,24.43462
1,5.5,0000 1 Nov 1993,26.09171
2,5.5,0000 1 Nov 1993,25.22429
3,5.5,0000 1 Nov 1993,25.21144
4,5.5,0000 1 Nov 1993,24.5763
1,6.5,0000 1 Nov 1993,26.13195
2,6.5,0000 1 Nov 1993,25.36503
3,6.5,0000 1 Nov 1993,25.47534
4,6.5,0000 1 Nov 1993,24.8644
1,7.5,0000 1 Nov 1993,25.86136
2,7.5,0000 1 Nov 1993,25.50125
3,7.5,0000 1 Nov 1993,25.53474
4,7.5,0000 1 Nov 1993,25.03386
1,1.5,0000 1 Dec 1993,25.55319
2,1.5,0000 1 Dec 1993,25.62706
3,1.5,0000 1 Dec 1993,25.70037
4,1.5,0000 1 Dec 1993,25.94858
1,2.5,0000 1 Dec 1993,24.9782
2,2.5,0000 1 Dec 1993,25.07695
3,2.5,0000 1 Dec 1993,25.38586
4,2.5,0000 1 Dec 1993,25.45997
1,3.5,0000 1 Dec 1993,24.8989
2,3.5,0000 1 Dec 1993,25.23488
3,3.5,0000 1 Dec 1993,25.63811
4,3.5,0000 1 Dec 1993,25.42269
1,4.5,0000 1 Dec 1993,25.10075
2,4.5,0000 1 Dec 1993,25.77007
3,4.5,0000 1 Dec 1993,25.9936
4,4.5,0000 1 Dec 1993,25.56776
1,5.5,0000 1 Dec 1993,25.2723
2,5.5,0000 1 Dec 1993,26.2231
3,5.5,0000 1 Dec 1993,26.13976
4,5.5,0000 1 Dec 1993,25.77729
1,6.5,0000 1 Dec 1993,25.25923
2,6.5,0000 1 Dec 1993,26.2146
3,6.5,0000 1 Dec 1993,26.08914
4,6.5,0000 1 Dec 1993,25.89443
1,7.5,0000 1 Dec 1993,25.07378
2,7.5,0000 1 Dec 1993,25.98091
3,7.5,0000 1 Dec 1993,26.16703
4,7.5,0000 1 Dec 1993,26.03951
1,1.5,0000 1 Jan 1994,25.94503
2,1.5,0000 1 Jan 1994,26.12352
3,1.5,0000 1 Jan 1994,26.24398
4,1.5,0000 1 Jan 1994,26.19467
1,2.5,0000 1 Jan 1994,25.86585
2,2.5,0000 1 Jan 1994,26.09252
3,2.5,0000 1 Jan 1994,26.33027
4,2.5,0000 1 Jan 1994,26.34023
1,3.5,0000 1 Jan 1994,25.94045
2,3.5,0000 1 Jan 1994,26.01273
3,3.5,0000 1 Jan 1994,26.42873
4,3.5,0000 1 Jan 1994,26.34059
1,4.5,0000 1 Jan 1994,25.93694
2,4.5,0000 1 Jan 1994,25.77366
3,4.5,0000 1 Jan 1994,26.28293
4,4.5,0000 1 Jan 1994,25.872
1,5.5,0000 1 Jan 1994,25.83736
2,5.5,0000 1 Jan 1994,25.49746
3,5.5,0000 1 Jan 1994,26.03717
4,5.5,0000 1 Jan 1994,25.40969
1,6.5,0000 1 Jan 1994,25.73652
2,6.5,0000 1 Jan 1994,25.41636
3,6.5,0000 1 Jan 1994,25.84581
4,6.5,0000 1 Jan 1994,25.16249
1,7.5,0000 1 Jan 1994,25.69844
2,7.5,0000 1 Jan 1994,25.24955
3,7.5,0000 1 Jan 1994,25.94804
4,7.5,0000 1 Jan 1994,25.18053
1,1.5,0000 1 Feb 1994,26.7992
2,1.5,0000 1 Feb 1994,26.51209
3,1.5,0000 1 Feb 1994,26.75641
4,1.5,0000 1 Feb 1994,26.46809
1,2.5,0000 1 Feb 1994,26.90358
2,2.5,0000 1 Feb 1994,26.49474
3,2.5,0000 1 Feb 1994,27.03989
4,2.5,0000 1 Feb 1994,26.73129
1,3.5,0000 1 Feb 1994,27.0803
2,3.5,0000 1 Feb 1994,26.40718
3,3.5,0000 1 Feb 1994,27.38525
4,3.5,0000 1 Feb 1994,26.99231
1,4.5,0000 1 Feb 1994,27.32494
2,4.5,0000 1 Feb 1994,26.29771
3,4.5,0000 1 Feb 1994,27.49855
4,4.5,0000 1 Feb 1994,27.19178
1,5.5,0000 1 Feb 1994,27.41996
2,5.5,0000 1 Feb 1994,26.04271
3,5.5,0000 1 Feb 1994,27.42226
4,5.5,0000 1 Feb 1994,27.15306
1,6.5,0000 1 Feb 1994,27.39117
2,6.5,0000 1 Feb 1994,26.04103
3,6.5,0000 1 Feb 1994,27.27267
4,6.5,0000 1 Feb 1994,27.13348
1,7.5,0000 1 Feb 1994,27.43657
2,7.5,0000 1 Feb 1994,26.35156
3,7.5,0000 1 Feb 1994,27.38752
4,7.5,0000 1 Feb 1994,27.21814
1,1.5,0000 1 Mar 1994,27.36783
2,1.5,0000 1 Mar 1994,27.33269
3,1.5,0000 1 Mar 1994,27.43823
4,1.5,0000 1 Mar 1994,27.48441
1,2.5,0000 1 Mar 1994,27.55098
2,2.5,0000 1 Mar 1994,27.53912
3,2.5,0000 1 Mar 1994,27.45405
4,2.5,0000 1 Mar 1994,27.59128
1,3.5,0000 1 Mar 1994,27.59559
2,3.5,0000 1 Mar 1994,27.48685
3,3.5,0000 1 Mar 1994,27.09003
4,3.5,0000 1 Mar 1994,27.30893
1,4.5,0000 1 Mar 1994,27.46284
2,4.5,0000 1 Mar 1994,27.054
3,4.5,0000 1 Mar 1994,26.69761
4,4.5,0000 1 Mar 1994,26.77371
1,5.5,0000 1 Mar 1994,27.29984
2,5.5,0000 1 Mar 1994,26.63371
3,5.5,0000 1 Mar 1994,26.36895
4,5.5,0000 1 Mar 1994,26.37595
1,6.5,0000 1 Mar 1994,27.31205
2,6.5,0000 1 Mar 1994,26.509
3,6.5,0000 1 Mar 1994,26.31737
4,6.5,0000 1 Mar 1994,26.42549
1,7.5,0000 1 Mar 1994,27.61472
2,7.5,0000 1 Mar 1994,26.65352
3,7.5,0000 1 Mar 1994,26.44813
4,7.5,0000 1 Mar 1994,26.72515
1,1.5,0000 1 Apr 1994,28.54016
2,1.5,0000 1 Apr 1994,27.8084
3,1.5,0000 1 Apr 1994,28.23922
4,1.5,0000 1 Apr 1994,27.51527
1,2.5,0000 1 Apr 1994,28.74465
2,2.5,0000 1 Apr 1994,27.75516
3,2.5,0000 1 Apr 1994,28.42266
4,2.5,0000 1 Apr 1994,27.36402
1,3.5,0000 1 Apr 1994,28.72289
2,3.5,0000 1 Apr 1994,27.45157
3,3.5,0000 1 Apr 1994,28.31142
4,3.5,0000 1 Apr 1994,27.09066
1,4.5,0000 1 Apr 1994,28.56029
2,4.5,0000 1 Apr 1994,27.08458
3,4.5,0000 1 Apr 1994,27.98361
4,4.5,0000 1 Apr 1994,27.03802
1,5.5,0000 1 Apr 1994,28.60639
2,5.5,0000 1 Apr 1994,26.97496
3,5.5,0000 1 Apr 1994,27.83189
4,5.5,0000 1 Apr 1994,27.17592
1,6.5,0000 1 Apr 1994,29.0134
2,6.5,0000 1 Apr 1994,27.06864
3,6.5,0000 1 Apr 1994,28.03615
4,6.5,0000 1 Apr 1994,27.36592
1,7.5,0000 1 Apr 1994,29.47363
2,7.5,0000 1 Apr 1994,27.06651
3,7.5,0000 1 Apr 1994,28.35274
4,7.5,0000 1 Apr 1994,27.37578
1,1.5,0000 1 May 1994,27.93569
2,1.5,0000 1 May 1994,27.36232
3,1.5,0000 1 May 1994,27.6988
4,1.5,0000 1 May 1994,27.58926
1,2.5,0000 1 May 1994,27.69838
2,2.5,0000 1 May 1994,27.196
3,2.5,0000 1 May 1994,27.41039
4,2.5,0000 1 May 1994,27.54722
1,3.5,0000 1 May 1994,27.60627
2,3.5,0000 1 May 1994,26.96562
3,3.5,0000 1 May 1994,27.15618
4,3.5,0000 1 May 1994,27.51731
1,4.5,0000 1 May 1994,28.00473
2,4.5,0000 1 May 1994,26.99436
3,4.5,0000 1 May 1994,27.18997
4,4.5,0000 1 May 1994,27.7799
1,5.5,0000 1 May 1994,28.49195
2,5.5,0000 1 May 1994,27.23526
3,5.5,0000 1 May 1994,27.53863
4,5.5,0000 1 May 1994,28.20987
1,6.5,0000 1 May 1994,28.81463
2,6.5,0000 1 May 1994,27.54096
3,6.5,0000 1 May 1994,27.8091
4,6.5,0000 1 May 1994,28.51249
1,7.5,0000 1 May 1994,28.69827
2,7.5,0000 1 May 1994,27.45966
3,7.5,0000 1 May 1994,27.91832
4,7.5,0000 1 May 1994,28.14524
1,1.5,0000 1 Jun 1994,27.3409
2,1.5,0000 1 Jun 1994,27.77599
3,1.5,0000 1 Jun 1994,27.31306
4,1.5,0000 1 Jun 1994,27.65894
1,2.5,0000 1 Jun 1994,27.02084
2,2.5,0000 1 Jun 1994,27.54332
3,2.5,0000 1 Jun 1994,27.02498
4,2.5,0000 1 Jun 1994,27.52917
1,3.5,0000 1 Jun 1994,27.12148
2,3.5,0000 1 Jun 1994,27.53029
3,3.5,0000 1 Jun 1994,27.04771
4,3.5,0000 1 Jun 1994,27.6028
1,4.5,0000 1 Jun 1994,27.51401
2,4.5,0000 1 Jun 1994,27.72616
3,4.5,0000 1 Jun 1994,27.29478
4,4.5,0000 1 Jun 1994,27.8402
1,5.5,0000 1 Jun 1994,27.98112
2,5.5,0000 1 Jun 1994,27.96833
3,5.5,0000 1 Jun 1994,27.46033
4,5.5,0000 1 Jun 1994,28.07831
1,6.5,0000 1 Jun 1994,28.0619
2,6.5,0000 1 Jun 1994,28.17198
3,6.5,0000 1 Jun 1994,27.37377
4,6.5,0000 1 Jun 1994,28.07814
1,7.5,0000 1 Jun 1994,27.80495
2,7.5,0000 1 Jun 1994,28.16539
3,7.5,0000 1 Jun 1994,27.03991
4,7.5,0000 1 Jun 1994,27.91566
1,1.5,0000 1 Jul 1994,26.68168
2,1.5,0000 1 Jul 1994,26.88725
3,1.5,0000 1 Jul 1994,26.50731
4,1.5,0000 1 Jul 1994,26.78985
1,2.5,0000 1 Jul 1994,26.62814
2,2.5,0000 1 Jul 1994,26.91188
3,2.5,0000 1 Jul 1994,26.52419
4,2.5,0000 1 Jul 1994,26.87309
1,3.5,0000 1 Jul 1994,26.93202
2,3.5,0000 1 Jul 1994,27.14603
3,3.5,0000 1 Jul 1994,26.92075
4,3.5,0000 1 Jul 1994,27.22899
1,4.5,0000 1 Jul 1994,27.42432
2,4.5,0000 1 Jul 1994,27.33631
3,4.5,0000 1 Jul 1994,27.4281
4,4.5,0000 1 Jul 1994,27.50716
1,5.5,0000 1 Jul 1994,27.78996
2,5.5,0000 1 Jul 1994,27.34867
3,5.5,0000 1 Jul 1994,27.5885
4,5.5,0000 1 Jul 1994,27.68716
1,6.5,0000 1 Jul 1994,27.85452
2,6.5,0000 1 Jul 1994,27.16904
3,6.5,0000 1 Jul 1994,27.58984
4,6.5,0000 1 Jul 1994,27.6576
1,7.5,0000 1 Jul 1994,27.66684
2,7.5,0000 1 Jul 1994,26.89096
3,7.5,0000 1 Jul 1994,27.55466
4,7.5,0000 1 Jul 1994,27.5782
1,1.5,0000 1 Aug 1994,26.38811
2,1.5,0000 1 Aug 1994,26.10762
3,1.5,0000 1 Aug 1994,26.19983
4,1.5,0000 1 Aug 1994,26.48063
1,2.5,0000 1 Aug 1994,26.50856
2,2.5,0000 1 Aug 1994,26.13929
3,2.5,0000 1 Aug 1994,26.18011
4,2.5,0000 1 Aug 1994,26.45732
1,3.5,0000 1 Aug 1994,26.60033
2,3.5,0000 1 Aug 1994,26.50228
3,3.5,0000 1 Aug 1994,26.35147
4,3.5,0000 1 Aug 1994,26.67826
1,4.5,0000 1 Aug 1994,26.4375
