L,MON,LDC_SST_CanSIPS_IC3,LDC_SST_CanSIPS_IC3_ONETWO,LDC_SST_CanSIPS_IC3_THREE,LDC_SST_CanSIPS_IC3_FOUR
6.5,0000 1 Dec 2005,298.5877,296.0221,297.656,300.0442
7.5,0000 1 Dec 2005,298.2256,295.5624,297.2313,299.8107
8.5,0000 1 Dec 2005,297.8339,295.4826,296.9864,299.4785
9.5,0000 1 Dec 2005,297.6437,295.7051,296.9564,299.2508
10.5,0000 1 Dec 2005,297.6633,296.2337,297.1054,299.2041
1.5,0000 1 Jan 2006,298.4563,298.6738,298.2708,300.2236
2.5,0000 1 Jan 2006,298.5414,298.9364,298.5702,300.0072
3.5,0000 1 Jan 2006,298.786,298.2059,298.591,300.1241
4.5,0000 1 Jan 2006,298.9785,297.0007,298.3559,300.3152
5.5,0000 1 Jan 2006,298.8765,295.9671,297.8317,300.3848
6.5,0000 1 Jan 2006,298.5032,295.4477,297.3471,300.1967
7.5,0000 1 Jan 2006,298.0791,295.4156,297.0867,299.8762
8.5,0000 1 Jan 2006,297.8487,295.7101,297.0556,299.6278
9.5,0000 1 Jan 2006,297.856,296.2782,297.2514,299.5493
10.5,0000 1 Jan 2006,297.9582,296.9825,297.4772,299.579
1.5,0000 1 Feb 2006,299.1392,299.4996,299.175,300.4236
2.5,0000 1 Feb 2006,299.2893,298.8524,299.0914,300.5161
3.5,0000 1 Feb 2006,299.3679,297.6522,298.7711,300.6853
4.5,0000 1 Feb 2006,299.2187,296.5089,298.193,300.724
5.5,0000 1 Feb 2006,298.7901,295.873,297.6403,300.5602
6.5,0000 1 Feb 2006,298.3279,295.7301,297.3107,300.2526
7.5,0000 1 Feb 2006,298.0713,295.9652,297.2429,300.0023
8.5,0000 1 Feb 2006,298.0747,296.4791,297.4099,299.8978
9.5,0000 1 Feb 2006,298.1971,297.1171,297.6675,299.9035
10.5,0000 1 Feb 2006,298.2928,297.7545,297.924,299.8547
1.5,0000 1 Mar 2006,299.8153,298.8824,299.4658,301.0928
2.5,0000 1 Mar 2006,299.8594,297.7719,299.1054,301.2394
3.5,0000 1 Mar 2006,299.626,296.799,298.5446,301.2097
4.5,0000 1 Mar 2006,299.1632,296.2481,298.004,300.991
5.5,0000 1 Mar 2006,298.7072,296.1067,297.6865,300.6637
6.5,0000 1 Mar 2006,298.479,296.2772,297.6357,300.4052
7.5,0000 1 Mar 2006,298.5225,296.7377,297.7935,300.319
8.5,0000 1 Mar 2006,298.6556,297.348,298.0351,300.3446
9.5,0000 1 Mar 2006,298.7434,297.9837,298.2659,300.3052
10.5,0000 1 Mar 2006,298.7538,298.6307,298.472,300.1588
1.5,0000 1 Apr 2006,300.2953,297.9843,299.6624,301.55
2.5,0000 1 Apr 2006,299.9037,297.2014,298.9774,301.4916
3.5,0000 1 Apr 2006,299.2856,296.4984,298.2839,301.1647
4.5,0000 1 Apr 2006,298.7009,296.1794,297.8026,300.6934
5.5,0000 1 Apr 2006,298.3824,296.2943,297.6076,300.3334
6.5,0000 1 Apr 2006,298.4012,296.7904,297.7074,300.2159
7.5,0000 1 Apr 2006,298.5465,297.4293,297.9471,300.2537
8.5,0000 1 Apr 2006,298.6375,298.0164,298.1936,300.2401
9.5,0000 1 Apr 2006,298.6916,298.6112,298.4359,300.1349
10.5,0000 1 Apr 2006,298.7798,299.1717,298.7259,300.02
1.5,0000 1 May 2006,300.2096,296.9432,299.3396,301.6559
2.5,0000 1 May 2006,299.5596,296.5796,298.6349,301.3081
3.5,0000 1 May 2006,298.9808,296.3303,298.0937,300.8752
4.5,0000 1 May 2006,298.7142,296.4231,297.8649,300.5838
5.5,0000 1 May 2006,298.7428,296.8785,297.9482,300.5239
6.5,0000 1 May 2006,298.8715,297.4919,298.1763,300.5825
7.5,0000 1 May 2006,298.9331,298.1229,298.4244,300.5634
8.5,0000 1 May 2006,298.9688,298.751,298.674,300.4187
9.5,0000 1 May 2006,299.0427,299.3042,298.9757,300.2546
10.5,0000 1 May 2006,299.2431,299.5287,299.3339,300.2053
1.5,0000 1 Jun 2006,299.7039,296.3583,298.7098,301.4873
2.5,0000 1 Jun 2006,298.967,296.2684,298.1123,300.9269
3.5,0000 1 Jun 2006,298.6513,296.4478,297.8907,300.5578
4.5,0000 1 Jun 2006,298.6964,296.9556,297.9888,300.4648
5.5,0000 1 Jun 2006,298.8468,297.6007,298.2319,300.5335
6.5,0000 1 Jun 2006,298.9147,298.2192,298.4588,300.5124
7.5,0000 1 Jun 2006,298.9465,298.8257,298.7136,300.3416
8.5,0000 1 Jun 2006,298.9926,299.3686,298.9669,300.1422
9.5,0000 1 Jun 2006,299.1277,299.5815,299.2417,300.0687
10.5,0000 1 Jun 2006,299.3153,299.081,299.2788,300.1623
1.5,0000 1 Jul 2006,299.4685,296.3137,298.4727,301.422
2.5,0000 1 Jul 2006,299.0769,296.6059,298.2499,301.0402
3.5,0000 1 Jul 2006,299.0934,297.0847,298.3348,300.9
4.5,0000 1 Jul 2006,299.2334,297.7047,298.5473,300.9323
5.5,0000 1 Jul 2006,299.3123,298.3428,298.7634,300.9006
6.5,0000 1 Jul 2006,299.3018,298.9877,298.9559,300.7424
7.5,0000 1 Jul 2006,299.2944,299.5576,299.1662,300.5565
8.5,0000 1 Jul 2006,299.4328,299.7267,299.4357,300.475
9.5,0000 1 Jul 2006,299.6117,299.2205,299.4771,300.5229
10.5,0000 1 Jul 2006,299.6374,298.1957,299.1519,300.6195
1.5,0000 1 Aug 2006,299.5217,296.452,298.521,301.6137
2.5,0000 1 Aug 2006,299.414,297.1698,298.6089,301.3707
3.5,0000 1 Aug 2006,299.524,297.8412,298.8385,301.2434
4.5,0000 1 Aug 2006,299.5988,298.4596,299.0202,301.1426
5.5,0000 1 Aug 2006,299.5578,299.0431,299.1524,300.9506
6.5,0000 1 Aug 2006,299.4657,299.5347,299.2923,300.7279
7.5,0000 1 Aug 2006,299.4673,299.6061,299.4634,300.5711
8.5,0000 1 Aug 2006,299.5186,298.9828,299.386,300.5311
9.5,0000 1 Aug 2006,299.4116,297.7917,298.8758,300.5443
10.5,0000 1 Aug 2006,298.9583,296.5243,297.9816,300.4742
1.5,0000 1 Sep 2006,300.059,296.9649,299.0561,302.0329
2.5,0000 1 Sep 2006,300.0123,297.9675,299.2339,301.8321
3.5,0000 1 Sep 2006,300.0262,298.6995,299.4038,301.6248
4.5,0000 1 Sep 2006,299.9759,299.2672,299.5193,301.3607
5.5,0000 1 Sep 2006,299.8684,299.6752,299.6142,301.0897
6.5,0000 1 Sep 2006,299.7952,299.7238,299.6699,300.9038
7.5,0000 1 Sep 2006,299.7088,299.0996,299.4391,300.8416
8.5,0000 1 Sep 2006,299.4889,297.9503,298.8311,300.8201
9.5,0000 1 Sep 2006,298.9496,296.6797,297.9324,300.6544
10.5,0000 1 Sep 2006,298.1369,295.7035,297.0654,300.2435
1.5,0000 1 Oct 2006,300.3114,297.5648,299.3473,302.143
2.5,0000 1 Oct 2006,300.2189,298.5609,299.4606,301.8844
3.5,0000 1 Oct 2006,300.0534,299.184,299.4857,301.5683
4.5,0000 1 Oct 2006,299.8415,299.5678,299.4979,301.2254
5.5,0000 1 Oct 2006,299.7138,299.6209,299.5521,300.9698
6.5,0000 1 Oct 2006,299.6564,299.0084,299.3665,300.8807
7.5,0000 1 Oct 2006,299.4924,297.8923,298.8419,300.8623
8.5,0000 1 Oct 2006,299.0298,296.6754,298.0192,300.7375
9.5,0000 1 Oct 2006,298.3086,295.8192,297.2478,300.3613
10.5,0000 1 Oct 2006,297.6177,295.4129,296.731,299.8236
1.5,0000 1 Nov 2006,300.216,298.0216,299.302,302.0385
2.5,0000 1 Nov 2006,299.8479,298.916,299.2184,301.5576
3.5,0000 1 Nov 2006,299.4984,299.3875,299.1235,301.0822
4.5,0000 1 Nov 2006,299.3447,299.3377,299.1333,300.7489
5.5,0000 1 Nov 2006,299.3585,298.6017,299.0042,300.6707
6.5,0000 1 Nov 2006,299.3406,297.3921,298.5904,300.7038
7.5,0000 1 Nov 2006,298.9983,296.2618,297.8746,300.6371
8.5,0000 1 Nov 2006,298.3542,295.5665,297.1969,300.3032
9.5,0000 1 Nov 2006,297.7249,295.3142,296.7552,299.8365
10.5,0000 1 Nov 2006,297.3503,295.5132,296.601,299.446
1.5,0000 1 Dec 2006,300.1893,298.662,299.3846,301.9241
2.5,0000 1 Dec 2006,299.8159,299.3955,299.3869,301.4502
3.5,0000 1 Dec 2006,299.6873,299.4311,299.439,301.1064
4.5,0000 1 Dec 2006,299.6515,298.7471,299.2727,300.9655
5.5,0000 1 Dec 2006,299.5141,297.5806,298.7539,300.9272
6.5,0000 1 Dec 2006,299.0021,296.3661,297.8805,300.7711
7.5,0000 1 Dec 2006,298.228,295.5821,297.0806,300.3152
8.5,0000 1 Dec 2006,297.5009,295.2338,296.5619,299.7132
9.5,0000 1 Dec 2006,297.0851,295.4057,296.39,299.2245
10.5,0000 1 Dec 2006,296.981,295.888,296.4607,298.976
1.5,0000 1 Jan 2007,299.7751,299.3991,299.4247,301.338
2.5,0000 1 Jan 2007,299.4932,299.5514,299.3715,300.9031
3.5,0000 1 Jan 2007,299.358,298.7928,299.0837,300.7051
4.5,0000 1 Jan 2007,299.1442,297.5322,298.5185,300.6164
5.5,0000 1 Jan 2007,298.6131,296.2361,297.6082,300.4343
6.5,0000 1 Jan 2007,297.8407,295.411,296.7832,300
7.5,0000 1 Jan 2007,297.1763,295.1127,296.3006,299.4418
8.5,0000 1 Jan 2007,296.8123,295.2654,296.1463,298.9914
9.5,0000 1 Jan 2007,296.7575,295.8059,296.2762,298.7775
10.5,0000 1 Jan 2007,296.7834,296.4235,296.424,298.7013
1.5,0000 1 Feb 2007,299.7696,299.4796,299.5504,301.2933
2.5,0000 1 Feb 2007,299.5897,298.7482,299.1742,301.1419
3.5,0000 1 Feb 2007,299.3313,297.5219,298.5361,301.0658
4.5,0000 1 Feb 2007,298.802,296.3408,297.6827,300.8501
5.5,0000 1 Feb 2007,298.072,295.5912,296.9416,300.3618
6.5,0000 1 Feb 2007,297.3934,295.2418,296.4449,299.7355
7.5,0000 1 Feb 2007,296.9928,295.3723,296.2604,299.2458
8.5,0000 1 Feb 2007,296.9142,295.8404,296.3278,299.0369
9.5,0000 1 Feb 2007,296.9603,296.4482,296.4923,299.0186
10.5,0000 1 Feb 2007,297.032,297.0644,296.7293,298.9553
1.5,0000 1 Mar 2007,300.1488,298.8834,299.6417,301.6509
2.5,0000 1 Mar 2007,299.9297,297.82,299.073,301.6039
3.5,0000 1 Mar 2007,299.3817,296.6766,298.2747,301.3282
4.5,0000 1 Mar 2007,298.6149,295.9635,297.5227,300.799
5.5,0000 1 Mar 2007,297.9263,295.6435,296.9522,300.1823
6.5,0000 1 Mar 2007,297.5732,295.769,296.7508,299.7542
7.5,0000 1 Mar 2007,297.5298,296.2497,296.8219,299.5733
8.5,0000 1 Mar 2007,297.5814,296.796,297.0206,299.5375
9.5,0000 1 Mar 2007,297.617,297.3716,297.2342,299.4337
10.5,0000 1 Mar 2007,297.6367,297.9909,297.4515,299.2434
1.5,0000 1 Apr 2007,299.9288,297.4097,299.0893,301.5798
2.5,0000 1 Apr 2007,299.1929,296.3203,298.109,301.214
3.5,0000 1 Apr 2007,298.3116,295.4506,297.1718,300.6183
4.5,0000 1 Apr 2007,297.5543,295.1143,296.5426,299.946
5.5,0000 1 Apr 2007,297.1795,295.3842,296.3404,299.4948
6.5,0000 1 Apr 2007,297.167,296.0374,296.4848,299.3632
7.5,0000 1 Apr 2007,297.2512,296.7236,296.7287,299.3539
8.5,0000 1 Apr 2007,297.298,297.3256,296.9753,299.2407
9.5,0000 1 Apr 2007,297.3401,298.0019,297.2588,298.9949
10.5,0000 1 Apr 2007,297.51,298.6887,297.6737,298.8113
1.5,0000 1 May 2007,299.2213,296.0956,298.0251,301.3613
2.5,0000 1 May 2007,298.238,295.5209,297.1013,300.6896
3.5,0000 1 May 2007,297.5324,295.2492,296.5441,300.0033
4.5,0000 1 May 2007,297.2404,295.4642,296.3989,299.5924
5.5,0000 1 May 2007,297.3083,296.0276,296.5707,299.5037
6.5,0000 1 May 2007,297.4231,296.7467,296.8539,299.5174
7.5,0000 1 May 2007,297.4984,297.4516,297.1744,299.4318
8.5,0000 1 May 2007,297.5774,298.1325,297.4837,299.2355
9.5,0000 1 May 2007,297.7634,298.7744,297.9166,299.0708
10.5,0000 1 May 2007,298.1148,299.0533,298.3949,299.0672
1.5,0000 1 Jun 2007,298.4785,295.1331,297.2321,300.8435
2.5,0000 1 Jun 2007,297.4637,295.1123,296.5021,300.036
3.5,0000 1 Jun 2007,297.0773,295.4226,296.3272,299.5246
4.5,0000 1 Jun 2007,297.0806,295.949,296.4349,299.3829
5.5,0000 1 Jun 2007,297.1422,296.5968,296.637,299.3646
6.5,0000 1 Jun 2007,297.1857,297.2316,296.8937,299.2451
7.5,0000 1 Jun 2007,297.2721,297.9705,297.2533,299.0126
8.5,0000 1 Jun 2007,297.5021,298.7211,297.7583,298.8435
9.5,0000 1 Jun 2007,297.9406,299.1141,298.3324,298.8922
10.5,0000 1 Jun 2007,298.4495,298.8325,298.711,299.1438
1.5,0000 1 Jul 2007,298.3993,295.0939,297.1759,300.8716
2.5,0000 1 Jul 2007,297.803,295.6121,296.889,300.308
3.5,0000 1 Jul 2007,297.7778,296.2656,297.0254,300.0806
4.5,0000 1 Jul 2007,297.9193,296.9169,297.2701,300.0583
5.5,0000 1 Jul 2007,298.0026,297.5969,297.5538,299.9656
6.5,0000 1 Jul 2007,298.0542,298.3214,297.8657,299.7413
7.5,0000 1 Jul 2007,298.1875,299.0152,298.265,299.5599
8.5,0000 1 Jul 2007,298.4739,299.3019,298.6962,299.5489
9.5,0000 1 Jul 2007,298.8239,298.8517,298.9016,299.722
10.5,0000 1 Jul 2007,299.042,297.8674,298.7477,299.921
1.5,0000 1 Aug 2007,297.8632,295.0823,296.7974,300.519
2.5,0000 1 Aug 2007,297.5364,296.1775,296.825,300.1052
3.5,0000 1 Aug 2007,297.631,296.9928,297.0354,299.9756
4.5,0000 1 Aug 2007,297.687,297.6334,297.2525,299.8211
5.5,0000 1 Aug 2007,297.711,298.2932,297.5043,299.566
6.5,0000 1 Aug 2007,297.8318,298.9689,297.9015,299.347
7.5,0000 1 Aug 2007,298.1535,299.2834,298.4026,299.3082
8.5,0000 1 Aug 2007,298.5827,298.919,298.7296,299.4735
9.5,0000 1 Aug 2007,298.8819,298.0593,298.672,299.7084
10.5,0000 1 Aug 2007,298.8653,297.1505,298.2647,299.8437
1.5,0000 1 Sep 2007,297.6326,295.0531,296.5124,300.3514
2.5,0000 1 Sep 2007,297.3666,296.2756,296.6026,299.9983
3.5,0000 1 Sep 2007,297.3813,297.1085,296.8396,299.7645
4.5,0000 1 Sep 2007,297.4246,297.8467,297.1786,299.4477
5.5,0000 1 Sep 2007,297.5515,298.6024,297.6458,299.1809
6.5,0000 1 Sep 2007,297.865,298.9029,298.1271,299.1435
7.5,0000 1 Sep 2007,298.2493,298.419,298.3533,299.3246
8.5,0000 1 Sep 2007,298.5069,297.3517,298.2016,299.5334
9.5,0000 1 Sep 2007,298.4518,296.3615,297.7426,299.5982
10.5,0000 1 Sep 2007,298.0994,295.7232,297.2569,299.456
1.5,0000 1 Oct 2007,297.3492,295.4528,296.369,300.0883
2.5,0000 1 Oct 2007,297.0602,296.7553,296.4459,299.6663
3.5,0000 1 Oct 2007,296.9898,297.6125,296.6644,299.3068
4.5,0000 1 Oct 2007,297.0864,298.3259,297.1192,298.9869
5.5,0000 1 Oct 2007,297.4074,298.5793,297.6584,298.9228
6.5,0000 1 Oct 2007,297.8422,298.0732,297.9469,299.1263
7.5,0000 1 Oct 2007,298.1568,297.1053,297.8725,299.3513
8.5,0000 1 Oct 2007,298.1256,296.2168,297.4712,299.3727
9.5,0000 1 Oct 2007,297.8185,295.6891,297.0726,299.1608
10.5,0000 1 Oct 2007,297.4959,295.4775,296.8368,298.8984
1.5,0000 1 Nov 2007,296.9015,295.7014,296.0782,299.6357
2.5,0000 1 Nov 2007,296.5134,297.0219,296.14,299.0893
3.5,0000 1 Nov 2007,296.5219,297.9369,296.4937,298.7313
4.5,0000 1 Nov 2007,296.8567,298.1855,296.996,298.6583
5.5,0000 1 Nov 2007,297.2864,297.5847,297.2455,298.8268
6.5,0000 1 Nov 2007,297.5927,296.4777,297.1631,299.013
7.5,0000 1 Nov 2007,297.5462,295.5655,296.7931,298.9815
8.5,0000 1 Nov 2007,297.2768,295.1406,296.5121,298.7361
9.5,0000 1 Nov 2007,297.015,295.098,296.4074,298.4508
10.5,0000 1 Nov 2007,296.9653,295.3686,296.5168,298.3147
1.5,0000 1 Dec 2007,297.0216,296.6731,296.5547,299.2773
2.5,0000 1 Dec 2007,296.735,297.9194,296.7939,298.8194
3.5,0000 1 Dec 2007,296.9489,298.1823,297.1226,298.7758
4.5,0000 1 Dec 2007,297.3672,297.5373,297.2912,298.9865
5.5,0000 1 Dec 2007,297.6764,296.4242,297.1758,299.1913
6.5,0000 1 Dec 2007,297.6349,295.5013,296.8308,299.1807
7.5,0000 1 Dec 2007,297.3361,295.0304,296.5192,298.9231
8.5,0000 1 Dec 2007,297.0119,294.9678,296.3696,298.5783
9.5,0000 1 Dec 2007,296.8669,295.2752,296.4036,298.3649
10.5,0000 1 Dec 2007,296.9234,295.8712,296.5805,298.3399
1.5,0000 1 Jan 2008,297.3549,297.9717,297.2622,299.2615
2.5,0000 1 Jan 2008,297.4608,298.2458,297.5926,299.1013
3.5,0000 1 Jan 2008,297.7804,297.5857,297.6825,299.2281
4.5,0000 1 Jan 2008,298.0158,296.416,297.4742,299.3991
5.5,0000 1 Jan 2008,297.9423,295.416,297.0366,299.4049
6.5,0000 1 Jan 2008,297.6103,294.8694,296.6264,299.1924
7.5,0000 1 Jan 2008,297.2208,294.7905,296.3611,298.8882
8.5,0000 1 Jan 2008,296.9865,295.1072,296.3142,298.6443
9.5,0000 1 Jan 2008,296.9338,295.7394,296.4402,298.5534
10.5,0000 1 Jan 2008,296.991,296.4143,296.6197,298.5786
1.5,0000 1 Feb 2008,298.1792,298.6541,298.3044,299.5035
2.5,0000 1 Feb 2008,298.5168,298.0069,298.4218,299.6312
3.5,0000 1 Feb 2008,298.6799,297.0019,298.1845,299.8033
4.5,0000 1 Feb 2008,298.5401,296.0883,297.6814,299.8413
5.5,0000 1 Feb 2008,298.1668,295.4582,297.1676,299.6936
6.5,0000 1 Feb 2008,297.7432,295.2019,296.8281,299.4153
7.5,0000 1 Feb 2008,297.4461,295.4034,296.7047,299.1587
8.5,0000 1 Feb 2008,297.336,295.9896,296.7705,299.0291
9.5,0000 1 Feb 2008,297.3499,296.617,296.901,299.0257
10.5,0000 1 Feb 2008,297.4186,297.219,297.1022,299.0099
1.5,0000 1 Mar 2008,299.1905,299.0389,299.2168,300.1374
2.5,0000 1 Mar 2008,299.2383,298.0609,298.8562,300.3842
3.5,0000 1 Mar 2008,299.0495,297.0599,298.3258,300.4229
4.5,0000 1 Mar 2008,298.663,296.3253,297.8256,300.2237
5.5,0000 1 Mar 2008,298.1888,295.961,297.4428,299.8556
6.5,0000 1 Mar 2008,297.8464,296.0002,297.231,299.5395
7.5,0000 1 Mar 2008,297.7107,296.3709,297.169,299.3783
8.5,0000 1 Mar 2008,297.6948,296.8777,297.2162,299.3492
9.5,0000 1 Mar 2008,297.7044,297.4027,297.3181,299.3109
10.5,0000 1 Mar 2008,297.7507,298.0678,297.5298,299.2074
1.5,0000 1 Apr 2008,299.5949,298.8126,299.4265,300.6222
2.5,0000 1 Apr 2008,299.2833,297.8052,298.8292,300.59
3.5,0000 1 Apr 2008,298.801,296.9383,298.23,300.3672
4.5,0000 1 Apr 2008,298.3439,296.4213,297.7865,300.0039
5.5,0000 1 Apr 2008,298.0559,296.3654,297.5553,299.6943
6.5,0000 1 Apr 2008,297.981,296.6976,297.5272,299.555
7.5,0000 1 Apr 2008,297.991,297.1568,297.5889,299.5542
8.5,0000 1 Apr 2008,298.034,297.6256,297.74,299.5373
9.5,0000 1 Apr 2008,298.1342,298.2315,297.9803,299.4767
10.5,0000 1 Apr 2008,298.3199,298.9142,298.3599,299.4538
1.5,0000 1 May 2008,299.6893,297.8393,299.293,300.8545
2.5,0000 1 May 2008,299.1395,297.2013,298.6454,300.6118
3.5,0000 1 May 2008,298.6207,296.6801,298.1403,300.2232
4.5,0000 1 May 2008,298.3438,296.5911,297.8736,299.9105
5.5,0000 1 May 2008,298.3093,296.9283,297.8423,299.7837
6.5,0000 1 May 2008,298.3612,297.4248,297.9251,299.8012
7.5,0000 1 May 2008,298.3942,297.9197,298.0536,299.8049
8.5,0000 1 May 2008,298.4328,298.4881,298.2247,299.7283
9.5,0000 1 May 2008,298.5362,299.0635,298.5114,299.67
10.5,0000 1 May 2008,298.7741,299.3322,298.8824,299.7281
1.5,0000 1 Jun 2008,299.3671,297.1194,298.898,300.7319
2.5,0000 1 Jun 2008,298.7532,296.7526,298.2727,300.3412
3.5,0000 1 Jun 2008,298.3675,296.5923,297.8816,300.0114
4.5,0000 1 Jun 2008,298.2586,296.8029,297.7502,299.8355
5.5,0000 1 Jun 2008,298.2451,297.1882,297.7501,299.8001
6.5,0000 1 Jun 2008,298.1977,297.6396,297.7978,299.7328
7.5,0000 1 Jun 2008,298.1487,298.2085,297.9354,299.5691
8.5,0000 1 Jun 2008,298.1926,298.8157,298.2064,299.4298
9.5,0000 1 Jun 2008,298.4219,299.0131,298.5856,299.4301
10.5,0000 1 Jun 2008,298.7536,298.4767,298.7861,299.6081
1.5,0000 1 Jul 2008,299.1098,296.6513,298.5446,300.6389
2.5,0000 1 Jul 2008,298.598,296.8322,298.1382,300.2455
3.5,0000 1 Jul 2008,298.4784,297.1416,298.0183,300.0529
4.5,0000 1 Jul 2008,298.5113,297.5181,298.0424,300.0187
5.5,0000 1 Jul 2008,298.5231,297.9072,298.132,299.9873
6.5,0000 1 Jul 2008,298.514,298.4078,298.2428,299.8926
7.5,0000 1 Jul 2008,298.5363,298.9364,298.4475,299.81
8.5,0000 1 Jul 2008,298.7309,299.1849,298.8045,299.8276
9.5,0000 1 Jul 2008,299.0184,298.7079,299.0043,299.9635
10.5,0000 1 Jul 2008,299.2123,297.7084,298.8379,300.1322
1.5,0000 1 Aug 2008,299.0056,296.5122,298.3554,300.6046
2.5,0000 1 Aug 2008,298.688,297.0174,298.1405,300.339
3.5,0000 1 Aug 2008,298.6492,297.4613,298.1076,300.2601
4.5,0000 1 Aug 2008,298.6456,297.9052,298.1558,300.2023
5.5,0000 1 Aug 2008,298.6071,298.4722,298.2899,300.0629
6.5,0000 1 Aug 2008,298.5878,299.0689,298.4637,299.9322
7.5,0000 1 Aug 2008,298.6974,299.3698,298.7388,299.91
8.5,0000 1 Aug 2008,298.9263,298.8378,298.8491,300.0368
9.5,0000 1 Aug 2008,299.1131,297.7576,298.6825,300.2108
10.5,0000 1 Aug 2008,299.0529,296.5472,298.1915,300.3011
1.5,0000 1 Sep 2008,298.9345,296.6892,298.2467,300.6816
2.5,0000 1 Sep 2008,298.6939,297.4072,298.177,300.4271
3.5,0000 1 Sep 2008,298.6188,297.8627,298.147,300.248
4.5,0000 1 Sep 2008,298.523,298.3785,298.1714,300.0633
5.5,0000 1 Sep 2008,298.4848,298.9332,298.3447,299.9131
6.5,0000 1 Sep 2008,298.5921,299.1395,298.6049,299.8947
7.5,0000 1 Sep 2008,298.856,298.5636,298.7282,300.0478
8.5,0000 1 Sep 2008,299.0279,297.4635,298.4867,300.2254
9.5,0000 1 Sep 2008,298.907,296.3915,297.9662,300.2587
10.5,0000 1 Sep 2008,298.4538,295.6841,297.3779,300.0705
1.5,0000 1 Oct 2008,298.9138,296.882,298.1764,300.7621
2.5,0000 1 Oct 2008,298.6337,297.6897,298.0081,300.4763
3.5,0000 1 Oct 2008,298.4141,298.2416,297.792,300.2141
4.5,0000 1 Oct 2008,298.2431,298.7675,297.847,299.9335
5.5,0000 1 Oct 2008,298.2631,298.9657,298.1376,299.7785
6.5,0000 1 Oct 2008,298.5154,298.3214,298.3829,299.8476
7.5,0000 1 Oct 2008,298.7668,297.0978,298.2455,300.0146
8.5,0000 1 Oct 2008,298.7256,295.9332,297.7645,300.0692
9.5,0000 1 Oct 2008,298.3484,295.3106,297.2481,299.884
10.5,0000 1 Oct 2008,297.8833,295.1488,296.8986,299.5651
1.5,0000 1 Nov 2008,298.435,296.8716,297.6772,300.4212
2.5,0000 1 Nov 2008,297.9573,297.8582,297.435,299.9083
3.5,0000 1 Nov 2008,297.7003,298.5366,297.4297,299.5397
4.5,0000 1 Nov 2008,297.7897,298.6479,297.7441,299.4143
5.5,0000 1 Nov 2008,298.0956,297.9146,297.9696,299.5628
6.5,0000 1 Nov 2008,298.4016,296.7011,297.8752,299.7972
7.5,0000 1 Nov 2008,298.3714,295.6934,297.412,299.8778
8.5,0000 1 Nov 2008,298.0465,295.2276,296.9692,299.7008
9.5,0000 1 Nov 2008,297.6869,295.1863,296.7548,299.394
10.5,0000 1 Nov 2008,297.5022,295.4724,296.761,299.1788
1.5,0000 1 Dec 2008,298.0085,297.5951,297.3795,300.1075
2.5,0000 1 Dec 2008,297.6032,298.5522,297.2573,299.6978
3.5,0000 1 Dec 2008,297.6778,298.7336,297.5648,299.5514
4.5,0000 1 Dec 2008,298.0204,297.9628,297.8308,299.6921
5.5,0000 1 Dec 2008,298.3865,296.6909,297.8206,299.9305
6.5,0000 1 Dec 2008,298.4141,295.5911,297.3846,300.0284
7.5,0000 1 Dec 2008,298.1207,295.1797,297.007,299.8347
8.5,0000 1 Dec 2008,297.7864,295.2503,296.8603,299.5094
9.5,0000 1 Dec 2008,297.635,295.6133,296.9317,299.2755
10.5,0000 1 Dec 2008,297.7029,296.1842,297.1532,299.2574
1.5,0000 1 Jan 2009,298.4038,298.7201,298.0735,300.1704
2.5,0000 1 Jan 2009,298.4445,298.9617,298.2454,300.1115
3.5,0000 1 Jan 2009,298.7217,298.1979,298.4066,300.2887
4.5,0000 1 Jan 2009,299.0359,296.9962,298.3995,300.5094
5.5,0000 1 Jan 2009,299.1011,295.9793,298.1072,300.5868
6.5,0000 1 Jan 2009,298.8368,295.5887,297.7322,300.4319
7.5,0000 1 Jan 2009,298.4778,295.6518,297.4847,300.1442
8.5,0000 1 Jan 2009,298.2664,295.942,297.4209,299.9376
9.5,0000 1 Jan 2009,298.2814,296.4678,297.5842,299.9062
10.5,0000 1 Jan 2009,298.4083,297.1194,297.8315,299.9854
1.5,0000 1 Feb 2009,298.864,299.2377,298.7547,300.4182
2.5,0000 1 Feb 2009,299.1136,298.529,298.828,300.6151
3.5,0000 1 Feb 2009,299.3998,297.3908,298.7576,300.8452
4.5,0000 1 Feb 2009,299.4221,296.3635,298.3909,300.9189
5.5,0000 1 Feb 2009,299.0874,295.8693,297.9417,300.7715
6.5,0000 1 Feb 2009,298.6691,295.7542,297.6087,300.4978
7.5,0000 1 Feb 2009,298.409,295.9965,297.5119,300.2675
8.5,0000 1 Feb 2009,298.3833,296.5385,297.6604,300.1664
9.5,0000 1 Feb 2009,298.461,297.2112,297.8879,300.1653
10.5,0000 1 Feb 2009,298.532,297.8363,298.1033,300.1234
1.5,0000 1 Mar 2009,299.694,298.8748,299.2281,301.0605
2.5,0000 1 Mar 2009,299.759,297.7535,298.9893,301.1959
3.5,0000 1 Mar 2009,299.6417,296.6784,298.489,301.2018
4.5,0000 1 Mar 2009,299.2398,296.0818,297.9665,301.0105
5.5,0000 1 Mar 2009,298.7736,295.8689,297.6366,300.6909
6.5,0000 1 Mar 2009,298.4665,296.0116,297.534,300.4023
7.5,0000 1 Mar 2009,298.4007,296.4965,297.6437,300.2483
