SZN,LDC_SST_COLA_CESM1
JFM,27.507113222222223
FMA,27.951956857142857
MAM,28.4353152
AMJ,28.475126749999998
MJJ,28.33756690909091
JJA,27.697588392857142
JAS,27.05360192982456
ASO,26.161393977272727
SON,26.187508383838384
OND,26.5003474
NDJ,26.8867225
DJF,27.199274799999998
