SZN,LDC_SST_CanESM5
JFM,26.341120000000018
FMA,26.83069600000002
MAM,27.15714571428574
AMJ,27.174665000000022
MJJ,27.41412400000002
JJA,27.10081000000002
JAS,26.854410000000023
ASO,26.60760111111113
SON,26.515253000000026
OND,26.38080916666669
NDJ,26.195800833333358
DJF,26.106160000000024
