L,BIAS_ABS
1.5,0.6446929824561412
2.5,0.9299645614035091
3.5,1.0784036842105276
4.5,1.0957180701754388
5.5,1.095145964912281
6.5,1.0778474074074078
7.5,1.1164885185185194
8.5,0.9952796296296295
9.5,0.9872362962962971
10.5,0.8529640740740737
