L,M,MON,LDC_SST_CanESM5
5.5,1,0000 1 Apr 1991,299.9651
6.5,1,0000 1 Apr 1991,299.9085
7.5,1,0000 1 Apr 1991,299.7509
8.5,1,0000 1 Apr 1991,299.5392
9.5,1,0000 1 Apr 1991,299.4485
10.5,1,0000 1 Apr 1991,299.7132
1.5,2,0000 1 Apr 1991,301.113
2.5,2,0000 1 Apr 1991,301.0021
3.5,2,0000 1 Apr 1991,300.7773
4.5,2,0000 1 Apr 1991,300.5928
5.5,2,0000 1 Apr 1991,300.5314
6.5,2,0000 1 Apr 1991,300.5031
7.5,2,0000 1 Apr 1991,300.4202
8.5,2,0000 1 Apr 1991,300.3142
9.5,2,0000 1 Apr 1991,300.255
10.5,2,0000 1 Apr 1991,300.3707
1.5,3,0000 1 Apr 1991,301.0777
2.5,3,0000 1 Apr 1991,301.0858
3.5,3,0000 1 Apr 1991,301.0095
4.5,3,0000 1 Apr 1991,300.8539
5.5,3,0000 1 Apr 1991,300.7691
6.5,3,0000 1 Apr 1991,300.7719
7.5,3,0000 1 Apr 1991,300.8015
8.5,3,0000 1 Apr 1991,300.7661
9.5,3,0000 1 Apr 1991,300.6967
10.5,3,0000 1 Apr 1991,300.8034
1.5,4,0000 1 Apr 1991,301.1162
2.5,4,0000 1 Apr 1991,301.006
3.5,4,0000 1 Apr 1991,300.7683
4.5,4,0000 1 Apr 1991,300.5852
5.5,4,0000 1 Apr 1991,300.5042
6.5,4,0000 1 Apr 1991,300.4801
7.5,4,0000 1 Apr 1991,300.3875
8.5,4,0000 1 Apr 1991,300.227
9.5,4,0000 1 Apr 1991,300.0443
10.5,4,0000 1 Apr 1991,299.9419
1.5,5,0000 1 Apr 1991,301.2809
2.5,5,0000 1 Apr 1991,301.2681
3.5,5,0000 1 Apr 1991,301.0237
4.5,5,0000 1 Apr 1991,300.7778
5.5,5,0000 1 Apr 1991,300.6557
6.5,5,0000 1 Apr 1991,300.6699
7.5,5,0000 1 Apr 1991,300.6493
8.5,5,0000 1 Apr 1991,300.5071
9.5,5,0000 1 Apr 1991,300.3884
10.5,5,0000 1 Apr 1991,300.5092
1.5,6,0000 1 Apr 1991,301.1285
2.5,6,0000 1 Apr 1991,301.0185
3.5,6,0000 1 Apr 1991,300.7961
4.5,6,0000 1 Apr 1991,300.6703
5.5,6,0000 1 Apr 1991,300.749
6.5,6,0000 1 Apr 1991,300.8741
7.5,6,0000 1 Apr 1991,301.0017
8.5,6,0000 1 Apr 1991,300.934
9.5,6,0000 1 Apr 1991,300.8443
10.5,6,0000 1 Apr 1991,300.9944
1.5,7,0000 1 Apr 1991,301.0073
2.5,7,0000 1 Apr 1991,300.8499
3.5,7,0000 1 Apr 1991,300.597
4.5,7,0000 1 Apr 1991,300.3843
5.5,7,0000 1 Apr 1991,300.2932
6.5,7,0000 1 Apr 1991,300.2373
7.5,7,0000 1 Apr 1991,300.1213
8.5,7,0000 1 Apr 1991,299.9061
9.5,7,0000 1 Apr 1991,299.904
10.5,7,0000 1 Apr 1991,300.107
1.5,8,0000 1 Apr 1991,301.1442
2.5,8,0000 1 Apr 1991,301.1054
3.5,8,0000 1 Apr 1991,300.9188
4.5,8,0000 1 Apr 1991,300.7386
5.5,8,0000 1 Apr 1991,300.6278
6.5,8,0000 1 Apr 1991,300.5798
7.5,8,0000 1 Apr 1991,300.463
8.5,8,0000 1 Apr 1991,300.2932
9.5,8,0000 1 Apr 1991,300.1735
10.5,8,0000 1 Apr 1991,300.2236
1.5,9,0000 1 Apr 1991,300.9071
2.5,9,0000 1 Apr 1991,300.8125
3.5,9,0000 1 Apr 1991,300.6418
4.5,9,0000 1 Apr 1991,300.5194
5.5,9,0000 1 Apr 1991,300.4627
6.5,9,0000 1 Apr 1991,300.4488
7.5,9,0000 1 Apr 1991,300.4264
8.5,9,0000 1 Apr 1991,300.3486
9.5,9,0000 1 Apr 1991,300.3614
10.5,9,0000 1 Apr 1991,300.6191
1.5,10,0000 1 Apr 1991,301.0927
2.5,10,0000 1 Apr 1991,301.0282
3.5,10,0000 1 Apr 1991,300.8149
4.5,10,0000 1 Apr 1991,300.5732
5.5,10,0000 1 Apr 1991,300.497
6.5,10,0000 1 Apr 1991,300.63
7.5,10,0000 1 Apr 1991,300.8001
8.5,10,0000 1 Apr 1991,300.8987
9.5,10,0000 1 Apr 1991,300.8818
10.5,10,0000 1 Apr 1991,300.9403
1.5,11,0000 1 Apr 1991,300.9527
2.5,11,0000 1 Apr 1991,300.7014
3.5,11,0000 1 Apr 1991,300.3411
4.5,11,0000 1 Apr 1991,299.9803
5.5,11,0000 1 Apr 1991,299.799
6.5,11,0000 1 Apr 1991,299.7483
7.5,11,0000 1 Apr 1991,299.7379
8.5,11,0000 1 Apr 1991,299.6514
9.5,11,0000 1 Apr 1991,299.5547
10.5,11,0000 1 Apr 1991,299.6098
1.5,12,0000 1 Apr 1991,301.031
2.5,12,0000 1 Apr 1991,300.8346
3.5,12,0000 1 Apr 1991,300.5598
4.5,12,0000 1 Apr 1991,300.3801
5.5,12,0000 1 Apr 1991,300.4511
6.5,12,0000 1 Apr 1991,300.5888
7.5,12,0000 1 Apr 1991,300.6845
8.5,12,0000 1 Apr 1991,300.5915
9.5,12,0000 1 Apr 1991,300.4121
10.5,12,0000 1 Apr 1991,300.4255
1.5,13,0000 1 Apr 1991,300.911
2.5,13,0000 1 Apr 1991,300.7486
3.5,13,0000 1 Apr 1991,300.511
4.5,13,0000 1 Apr 1991,300.365
5.5,13,0000 1 Apr 1991,300.4018
6.5,13,0000 1 Apr 1991,300.5468
7.5,13,0000 1 Apr 1991,300.5337
8.5,13,0000 1 Apr 1991,300.4164
9.5,13,0000 1 Apr 1991,300.3049
10.5,13,0000 1 Apr 1991,300.5489
1.5,14,0000 1 Apr 1991,301.1658
2.5,14,0000 1 Apr 1991,301.1559
3.5,14,0000 1 Apr 1991,301.0271
4.5,14,0000 1 Apr 1991,300.9112
5.5,14,0000 1 Apr 1991,300.9819
6.5,14,0000 1 Apr 1991,301.2149
7.5,14,0000 1 Apr 1991,301.3733
8.5,14,0000 1 Apr 1991,301.4054
9.5,14,0000 1 Apr 1991,301.3651
10.5,14,0000 1 Apr 1991,301.5083
1.5,15,0000 1 Apr 1991,300.9324
2.5,15,0000 1 Apr 1991,300.7964
3.5,15,0000 1 Apr 1991,300.568
4.5,15,0000 1 Apr 1991,300.3762
5.5,15,0000 1 Apr 1991,300.3612
6.5,15,0000 1 Apr 1991,300.4636
7.5,15,0000 1 Apr 1991,300.5167
8.5,15,0000 1 Apr 1991,300.4387
9.5,15,0000 1 Apr 1991,300.4624
10.5,15,0000 1 Apr 1991,300.7354
1.5,16,0000 1 Apr 1991,301.1736
2.5,16,0000 1 Apr 1991,301.1256
3.5,16,0000 1 Apr 1991,300.9158
4.5,16,0000 1 Apr 1991,300.6534
5.5,16,0000 1 Apr 1991,300.559
6.5,16,0000 1 Apr 1991,300.6238
7.5,16,0000 1 Apr 1991,300.6671
8.5,16,0000 1 Apr 1991,300.6356
9.5,16,0000 1 Apr 1991,300.4825
10.5,16,0000 1 Apr 1991,300.5969
1.5,17,0000 1 Apr 1991,301.0312
2.5,17,0000 1 Apr 1991,300.9363
3.5,17,0000 1 Apr 1991,300.7519
4.5,17,0000 1 Apr 1991,300.6054
5.5,17,0000 1 Apr 1991,300.5674
6.5,17,0000 1 Apr 1991,300.7017
7.5,17,0000 1 Apr 1991,300.7756
8.5,17,0000 1 Apr 1991,300.759
9.5,17,0000 1 Apr 1991,300.7447
10.5,17,0000 1 Apr 1991,300.8979
1.5,18,0000 1 Apr 1991,301.0593
2.5,18,0000 1 Apr 1991,301.019
3.5,18,0000 1 Apr 1991,300.8512
4.5,18,0000 1 Apr 1991,300.6908
5.5,18,0000 1 Apr 1991,300.6456
6.5,18,0000 1 Apr 1991,300.6875
7.5,18,0000 1 Apr 1991,300.6513
8.5,18,0000 1 Apr 1991,300.4605
9.5,18,0000 1 Apr 1991,300.2769
10.5,18,0000 1 Apr 1991,300.3833
1.5,19,0000 1 Apr 1991,301.082
2.5,19,0000 1 Apr 1991,300.9594
3.5,19,0000 1 Apr 1991,300.6671
4.5,19,0000 1 Apr 1991,300.3154
5.5,19,0000 1 Apr 1991,300.1281
6.5,19,0000 1 Apr 1991,300.0588
7.5,19,0000 1 Apr 1991,300.0327
8.5,19,0000 1 Apr 1991,299.9628
9.5,19,0000 1 Apr 1991,300.0212
10.5,19,0000 1 Apr 1991,300.3131
1.5,20,0000 1 Apr 1991,300.9884
2.5,20,0000 1 Apr 1991,300.8188
3.5,20,0000 1 Apr 1991,300.5859
4.5,20,0000 1 Apr 1991,300.3796
5.5,20,0000 1 Apr 1991,300.3647
6.5,20,0000 1 Apr 1991,300.356
7.5,20,0000 1 Apr 1991,300.2968
8.5,20,0000 1 Apr 1991,300.0383
9.5,20,0000 1 Apr 1991,299.7735
10.5,20,0000 1 Apr 1991,299.7991
1.5,1,0000 1 May 1991,301.043
2.5,1,0000 1 May 1991,300.6948
3.5,1,0000 1 May 1991,300.3771
4.5,1,0000 1 May 1991,300.142
5.5,1,0000 1 May 1991,300.0966
6.5,1,0000 1 May 1991,300.0923
7.5,1,0000 1 May 1991,300.0801
8.5,1,0000 1 May 1991,300.19
9.5,1,0000 1 May 1991,300.3616
10.5,1,0000 1 May 1991,300.7811
1.5,2,0000 1 May 1991,301.0278
2.5,2,0000 1 May 1991,300.6891
3.5,2,0000 1 May 1991,300.3901
4.5,2,0000 1 May 1991,300.2639
5.5,2,0000 1 May 1991,300.2398
6.5,2,0000 1 May 1991,300.1947
7.5,2,0000 1 May 1991,300.0404
8.5,2,0000 1 May 1991,299.9431
9.5,2,0000 1 May 1991,300.1441
10.5,2,0000 1 May 1991,300.5669
1.5,3,0000 1 May 1991,301.0045
2.5,3,0000 1 May 1991,300.6546
3.5,3,0000 1 May 1991,300.4105
4.5,3,0000 1 May 1991,300.3309
5.5,3,0000 1 May 1991,300.4172
6.5,3,0000 1 May 1991,300.5243
7.5,3,0000 1 May 1991,300.5765
8.5,3,0000 1 May 1991,300.6728
9.5,3,0000 1 May 1991,300.944
10.5,3,0000 1 May 1991,301.4456
1.5,4,0000 1 May 1991,300.9473
2.5,4,0000 1 May 1991,300.6091
3.5,4,0000 1 May 1991,300.3615
4.5,4,0000 1 May 1991,300.3269
5.5,4,0000 1 May 1991,300.3399
6.5,4,0000 1 May 1991,300.2608
7.5,4,0000 1 May 1991,300.0469
8.5,4,0000 1 May 1991,299.9112
9.5,4,0000 1 May 1991,300.0341
10.5,4,0000 1 May 1991,300.5207
1.5,5,0000 1 May 1991,300.9381
2.5,5,0000 1 May 1991,300.61
3.5,5,0000 1 May 1991,300.4836
4.5,5,0000 1 May 1991,300.6194
5.5,5,0000 1 May 1991,300.9291
6.5,5,0000 1 May 1991,301.1463
7.5,5,0000 1 May 1991,301.121
8.5,5,0000 1 May 1991,300.9849
9.5,5,0000 1 May 1991,301.0522
10.5,5,0000 1 May 1991,301.3735
1.5,6,0000 1 May 1991,301.1561
2.5,6,0000 1 May 1991,300.84
3.5,6,0000 1 May 1991,300.5734
4.5,6,0000 1 May 1991,300.4823
5.5,6,0000 1 May 1991,300.5363
6.5,6,0000 1 May 1991,300.5829
7.5,6,0000 1 May 1991,300.596
8.5,6,0000 1 May 1991,300.6375
9.5,6,0000 1 May 1991,300.8273
10.5,6,0000 1 May 1991,301.2322
1.5,7,0000 1 May 1991,301.0268
2.5,7,0000 1 May 1991,300.7186
3.5,7,0000 1 May 1991,300.5043
4.5,7,0000 1 May 1991,300.3824
5.5,7,0000 1 May 1991,300.3425
6.5,7,0000 1 May 1991,300.2577
7.5,7,0000 1 May 1991,300.1623
8.5,7,0000 1 May 1991,300.2021
9.5,7,0000 1 May 1991,300.5025
10.5,7,0000 1 May 1991,300.9552
1.5,8,0000 1 May 1991,301.1662
2.5,8,0000 1 May 1991,300.8265
3.5,8,0000 1 May 1991,300.4878
4.5,8,0000 1 May 1991,300.3552
5.5,8,0000 1 May 1991,300.3571
6.5,8,0000 1 May 1991,300.367
7.5,8,0000 1 May 1991,300.2465
8.5,8,0000 1 May 1991,300.1938
9.5,8,0000 1 May 1991,300.3922
10.5,8,0000 1 May 1991,300.9153
1.5,9,0000 1 May 1991,301.0861
2.5,9,0000 1 May 1991,300.7872
3.5,9,0000 1 May 1991,300.5406
4.5,9,0000 1 May 1991,300.4526
5.5,9,0000 1 May 1991,300.5394
6.5,9,0000 1 May 1991,300.5908
7.5,9,0000 1 May 1991,300.5383
8.5,9,0000 1 May 1991,300.5547
9.5,9,0000 1 May 1991,300.7647
10.5,9,0000 1 May 1991,301.1952
1.5,10,0000 1 May 1991,300.9341
2.5,10,0000 1 May 1991,300.5334
3.5,10,0000 1 May 1991,300.2112
4.5,10,0000 1 May 1991,300.1814
5.5,10,0000 1 May 1991,300.2592
6.5,10,0000 1 May 1991,300.2529
7.5,10,0000 1 May 1991,300.0098
8.5,10,0000 1 May 1991,299.8179
9.5,10,0000 1 May 1991,300.0648
10.5,10,0000 1 May 1991,300.5092
1.5,11,0000 1 May 1991,300.9379
2.5,11,0000 1 May 1991,300.6512
3.5,11,0000 1 May 1991,300.4239
4.5,11,0000 1 May 1991,300.2422
5.5,11,0000 1 May 1991,300.1399
6.5,11,0000 1 May 1991,300.0518
7.5,11,0000 1 May 1991,300.0546
8.5,11,0000 1 May 1991,300.1719
9.5,11,0000 1 May 1991,300.4847
10.5,11,0000 1 May 1991,300.9094
1.5,12,0000 1 May 1991,301.1067
2.5,12,0000 1 May 1991,300.8098
3.5,12,0000 1 May 1991,300.5762
4.5,12,0000 1 May 1991,300.5467
5.5,12,0000 1 May 1991,300.6923
6.5,12,0000 1 May 1991,300.8236
7.5,12,0000 1 May 1991,300.8401
8.5,12,0000 1 May 1991,300.8487
9.5,12,0000 1 May 1991,300.9353
10.5,12,0000 1 May 1991,301.1611
1.5,13,0000 1 May 1991,300.8858
2.5,13,0000 1 May 1991,300.57
3.5,13,0000 1 May 1991,300.3761
4.5,13,0000 1 May 1991,300.3785
5.5,13,0000 1 May 1991,300.5626
6.5,13,0000 1 May 1991,300.6575
7.5,13,0000 1 May 1991,300.598
8.5,13,0000 1 May 1991,300.5163
9.5,13,0000 1 May 1991,300.6398
10.5,13,0000 1 May 1991,301.0494
1.5,14,0000 1 May 1991,300.9476
2.5,14,0000 1 May 1991,300.6381
3.5,14,0000 1 May 1991,300.3923
4.5,14,0000 1 May 1991,300.3724
5.5,14,0000 1 May 1991,300.443
6.5,14,0000 1 May 1991,300.544
7.5,14,0000 1 May 1991,300.4919
8.5,14,0000 1 May 1991,300.6297
9.5,14,0000 1 May 1991,300.783
10.5,14,0000 1 May 1991,301.1779
1.5,15,0000 1 May 1991,301.0449
2.5,15,0000 1 May 1991,300.765
3.5,15,0000 1 May 1991,300.4978
4.5,15,0000 1 May 1991,300.3788
5.5,15,0000 1 May 1991,300.4589
6.5,15,0000 1 May 1991,300.4812
7.5,15,0000 1 May 1991,300.44
8.5,15,0000 1 May 1991,300.4898
9.5,15,0000 1 May 1991,300.6628
10.5,15,0000 1 May 1991,300.9989
1.5,16,0000 1 May 1991,300.9309
2.5,16,0000 1 May 1991,300.5576
3.5,16,0000 1 May 1991,300.2579
4.5,16,0000 1 May 1991,300.0922
5.5,16,0000 1 May 1991,300.0522
6.5,16,0000 1 May 1991,300.0139
7.5,16,0000 1 May 1991,299.9066
8.5,16,0000 1 May 1991,299.9148
9.5,16,0000 1 May 1991,300.1706
10.5,16,0000 1 May 1991,300.8199
1.5,17,0000 1 May 1991,300.939
2.5,17,0000 1 May 1991,300.7317
3.5,17,0000 1 May 1991,300.6404
4.5,17,0000 1 May 1991,300.7027
5.5,17,0000 1 May 1991,300.7717
6.5,17,0000 1 May 1991,300.7776
7.5,17,0000 1 May 1991,300.6695
8.5,17,0000 1 May 1991,300.6283
9.5,17,0000 1 May 1991,300.7939
10.5,17,0000 1 May 1991,301.1718
1.5,18,0000 1 May 1991,300.9874
2.5,18,0000 1 May 1991,300.6478
3.5,18,0000 1 May 1991,300.3761
4.5,18,0000 1 May 1991,300.2822
5.5,18,0000 1 May 1991,300.2663
6.5,18,0000 1 May 1991,300.2019
7.5,18,0000 1 May 1991,300.0614
8.5,18,0000 1 May 1991,300.06
9.5,18,0000 1 May 1991,300.4411
10.5,18,0000 1 May 1991,300.9837
1.5,19,0000 1 May 1991,300.9243
2.5,19,0000 1 May 1991,300.5645
3.5,19,0000 1 May 1991,300.226
4.5,19,0000 1 May 1991,300.0532
5.5,19,0000 1 May 1991,299.9714
6.5,19,0000 1 May 1991,299.9211
7.5,19,0000 1 May 1991,299.8299
8.5,19,0000 1 May 1991,299.7518
9.5,19,0000 1 May 1991,299.9917
10.5,19,0000 1 May 1991,300.5082
1.5,20,0000 1 May 1991,301.0873
2.5,20,0000 1 May 1991,300.9041
3.5,20,0000 1 May 1991,300.7237
4.5,20,0000 1 May 1991,300.6495
5.5,20,0000 1 May 1991,300.6893
6.5,20,0000 1 May 1991,300.8046
7.5,20,0000 1 May 1991,300.8999
8.5,20,0000 1 May 1991,300.9335
9.5,20,0000 1 May 1991,301.1306
10.5,20,0000 1 May 1991,301.4877
1.5,1,0000 1 Jun 1991,301.3309
2.5,1,0000 1 Jun 1991,301.1846
3.5,1,0000 1 Jun 1991,301.2686
4.5,1,0000 1 Jun 1991,301.5308
5.5,1,0000 1 Jun 1991,301.648
6.5,1,0000 1 Jun 1991,301.46
7.5,1,0000 1 Jun 1991,301.1143
8.5,1,0000 1 Jun 1991,301.1084
9.5,1,0000 1 Jun 1991,301.3686
10.5,1,0000 1 Jun 1991,301.7053
1.5,2,0000 1 Jun 1991,301.1327
2.5,2,0000 1 Jun 1991,300.9115
3.5,2,0000 1 Jun 1991,300.8384
4.5,2,0000 1 Jun 1991,300.8032
5.5,2,0000 1 Jun 1991,300.6987
6.5,2,0000 1 Jun 1991,300.4758
7.5,2,0000 1 Jun 1991,300.3739
8.5,2,0000 1 Jun 1991,300.4884
9.5,2,0000 1 Jun 1991,300.7498
10.5,2,0000 1 Jun 1991,300.941
1.5,3,0000 1 Jun 1991,301.1461
2.5,3,0000 1 Jun 1991,300.9241
3.5,3,0000 1 Jun 1991,300.8966
4.5,3,0000 1 Jun 1991,300.9802
5.5,3,0000 1 Jun 1991,300.983
6.5,3,0000 1 Jun 1991,300.8923
7.5,3,0000 1 Jun 1991,300.853
8.5,3,0000 1 Jun 1991,301.0084
9.5,3,0000 1 Jun 1991,301.2995
10.5,3,0000 1 Jun 1991,301.5209
1.5,4,0000 1 Jun 1991,301.2486
2.5,4,0000 1 Jun 1991,300.9859
3.5,4,0000 1 Jun 1991,300.8128
4.5,4,0000 1 Jun 1991,300.6601
5.5,4,0000 1 Jun 1991,300.5914
6.5,4,0000 1 Jun 1991,300.511
7.5,4,0000 1 Jun 1991,300.5362
8.5,4,0000 1 Jun 1991,300.6775
9.5,4,0000 1 Jun 1991,301.0108
10.5,4,0000 1 Jun 1991,301.3797
1.5,5,0000 1 Jun 1991,301.097
2.5,5,0000 1 Jun 1991,300.7762
3.5,5,0000 1 Jun 1991,300.5154
4.5,5,0000 1 Jun 1991,300.4383
5.5,5,0000 1 Jun 1991,300.3729
6.5,5,0000 1 Jun 1991,300.2794
7.5,5,0000 1 Jun 1991,300.1925
8.5,5,0000 1 Jun 1991,300.3596
9.5,5,0000 1 Jun 1991,300.9289
10.5,5,0000 1 Jun 1991,301.4586
1.5,6,0000 1 Jun 1991,301.1766
2.5,6,0000 1 Jun 1991,300.9978
3.5,6,0000 1 Jun 1991,301.0567
4.5,6,0000 1 Jun 1991,301.2949
5.5,6,0000 1 Jun 1991,301.4106
6.5,6,0000 1 Jun 1991,301.2919
7.5,6,0000 1 Jun 1991,301.2401
8.5,6,0000 1 Jun 1991,301.3065
9.5,6,0000 1 Jun 1991,301.7271
10.5,6,0000 1 Jun 1991,302.003
1.5,7,0000 1 Jun 1991,301.2002
2.5,7,0000 1 Jun 1991,301.0064
3.5,7,0000 1 Jun 1991,300.9938
4.5,7,0000 1 Jun 1991,301.0523
5.5,7,0000 1 Jun 1991,301.0645
6.5,7,0000 1 Jun 1991,300.8823
7.5,7,0000 1 Jun 1991,300.7258
8.5,7,0000 1 Jun 1991,300.6016
9.5,7,0000 1 Jun 1991,300.8067
10.5,7,0000 1 Jun 1991,301.1541
1.5,8,0000 1 Jun 1991,301.2335
2.5,8,0000 1 Jun 1991,301.0152
3.5,8,0000 1 Jun 1991,300.964
4.5,8,0000 1 Jun 1991,301.0434
5.5,8,0000 1 Jun 1991,301.123
6.5,8,0000 1 Jun 1991,301.0051
7.5,8,0000 1 Jun 1991,300.8143
8.5,8,0000 1 Jun 1991,300.6809
9.5,8,0000 1 Jun 1991,300.7513
10.5,8,0000 1 Jun 1991,300.9451
1.5,9,0000 1 Jun 1991,301.1816
2.5,9,0000 1 Jun 1991,300.9478
3.5,9,0000 1 Jun 1991,300.9284
4.5,9,0000 1 Jun 1991,301.0664
5.5,9,0000 1 Jun 1991,301.1718
6.5,9,0000 1 Jun 1991,301.1104
7.5,9,0000 1 Jun 1991,301.0424
8.5,9,0000 1 Jun 1991,301.0967
9.5,9,0000 1 Jun 1991,301.3588
10.5,9,0000 1 Jun 1991,301.5675
1.5,10,0000 1 Jun 1991,301.1633
2.5,10,0000 1 Jun 1991,300.941
3.5,10,0000 1 Jun 1991,300.9718
4.5,10,0000 1 Jun 1991,301.1096
5.5,10,0000 1 Jun 1991,301.2178
6.5,10,0000 1 Jun 1991,301.1519
7.5,10,0000 1 Jun 1991,301.0882
8.5,10,0000 1 Jun 1991,301.0984
9.5,10,0000 1 Jun 1991,301.2638
10.5,10,0000 1 Jun 1991,301.2518
1.5,11,0000 1 Jun 1991,300.9268
2.5,11,0000 1 Jun 1991,300.6309
3.5,11,0000 1 Jun 1991,300.5176
4.5,11,0000 1 Jun 1991,300.5489
5.5,11,0000 1 Jun 1991,300.5522
6.5,11,0000 1 Jun 1991,300.5899
7.5,11,0000 1 Jun 1991,300.6536
8.5,11,0000 1 Jun 1991,300.8273
9.5,11,0000 1 Jun 1991,301.0621
10.5,11,0000 1 Jun 1991,301.1792
1.5,12,0000 1 Jun 1991,300.8411
2.5,12,0000 1 Jun 1991,300.4261
3.5,12,0000 1 Jun 1991,300.2318
4.5,12,0000 1 Jun 1991,300.1996
5.5,12,0000 1 Jun 1991,300.2934
6.5,12,0000 1 Jun 1991,300.3768
7.5,12,0000 1 Jun 1991,300.5338
8.5,12,0000 1 Jun 1991,300.715
9.5,12,0000 1 Jun 1991,301.1987
10.5,12,0000 1 Jun 1991,301.6931
1.5,13,0000 1 Jun 1991,300.9146
2.5,13,0000 1 Jun 1991,300.6041
3.5,13,0000 1 Jun 1991,300.4109
4.5,13,0000 1 Jun 1991,300.2575
5.5,13,0000 1 Jun 1991,300.1418
6.5,13,0000 1 Jun 1991,299.9862
7.5,13,0000 1 Jun 1991,299.9774
8.5,13,0000 1 Jun 1991,300.1361
9.5,13,0000 1 Jun 1991,300.7122
10.5,13,0000 1 Jun 1991,301.3102
1.5,14,0000 1 Jun 1991,300.8589
2.5,14,0000 1 Jun 1991,300.5435
3.5,14,0000 1 Jun 1991,300.5002
4.5,14,0000 1 Jun 1991,300.6064
5.5,14,0000 1 Jun 1991,300.6105
6.5,14,0000 1 Jun 1991,300.5334
7.5,14,0000 1 Jun 1991,300.5764
8.5,14,0000 1 Jun 1991,300.9722
9.5,14,0000 1 Jun 1991,301.4386
10.5,14,0000 1 Jun 1991,301.8232
1.5,15,0000 1 Jun 1991,300.9952
2.5,15,0000 1 Jun 1991,300.7661
3.5,15,0000 1 Jun 1991,300.7269
4.5,15,0000 1 Jun 1991,300.8166
5.5,15,0000 1 Jun 1991,300.8404
6.5,15,0000 1 Jun 1991,300.687
7.5,15,0000 1 Jun 1991,300.4763
8.5,15,0000 1 Jun 1991,300.4743
9.5,15,0000 1 Jun 1991,300.8063
10.5,15,0000 1 Jun 1991,301.1634
1.5,16,0000 1 Jun 1991,301.0266
2.5,16,0000 1 Jun 1991,300.8626
3.5,16,0000 1 Jun 1991,300.9154
4.5,16,0000 1 Jun 1991,301.0728
5.5,16,0000 1 Jun 1991,301.2422
6.5,16,0000 1 Jun 1991,301.2394
7.5,16,0000 1 Jun 1991,301.1682
8.5,16,0000 1 Jun 1991,301.2993
9.5,16,0000 1 Jun 1991,301.6681
10.5,16,0000 1 Jun 1991,302.081
1.5,17,0000 1 Jun 1991,300.922
2.5,17,0000 1 Jun 1991,300.6131
3.5,17,0000 1 Jun 1991,300.4802
4.5,17,0000 1 Jun 1991,300.494
5.5,17,0000 1 Jun 1991,300.557
6.5,17,0000 1 Jun 1991,300.6339
7.5,17,0000 1 Jun 1991,300.7789
8.5,17,0000 1 Jun 1991,301.0501
9.5,17,0000 1 Jun 1991,301.2814
10.5,17,0000 1 Jun 1991,301.4145
1.5,18,0000 1 Jun 1991,300.9562
2.5,18,0000 1 Jun 1991,300.6352
3.5,18,0000 1 Jun 1991,300.5935
4.5,18,0000 1 Jun 1991,300.7048
5.5,18,0000 1 Jun 1991,300.8384
6.5,18,0000 1 Jun 1991,300.8216
7.5,18,0000 1 Jun 1991,300.8403
8.5,18,0000 1 Jun 1991,300.9483
9.5,18,0000 1 Jun 1991,301.1252
10.5,18,0000 1 Jun 1991,301.3008
1.5,19,0000 1 Jun 1991,300.9006
2.5,19,0000 1 Jun 1991,300.5741
3.5,19,0000 1 Jun 1991,300.4529
4.5,19,0000 1 Jun 1991,300.562
5.5,19,0000 1 Jun 1991,300.6248
6.5,19,0000 1 Jun 1991,300.6326
7.5,19,0000 1 Jun 1991,300.6076
8.5,19,0000 1 Jun 1991,300.8397
9.5,19,0000 1 Jun 1991,301.3165
10.5,19,0000 1 Jun 1991,301.7426
1.5,20,0000 1 Jun 1991,300.9019
2.5,20,0000 1 Jun 1991,300.568
3.5,20,0000 1 Jun 1991,300.5359
4.5,20,0000 1 Jun 1991,300.63
5.5,20,0000 1 Jun 1991,300.8252
6.5,20,0000 1 Jun 1991,300.7693
7.5,20,0000 1 Jun 1991,300.6315
8.5,20,0000 1 Jun 1991,300.631
9.5,20,0000 1 Jun 1991,300.9662
10.5,20,0000 1 Jun 1991,301.4558
1.5,1,0000 1 Jul 1991,300.8478
2.5,1,0000 1 Jul 1991,300.6717
3.5,1,0000 1 Jul 1991,300.7408
4.5,1,0000 1 Jul 1991,300.8075
5.5,1,0000 1 Jul 1991,300.741
6.5,1,0000 1 Jul 1991,300.6801
7.5,1,0000 1 Jul 1991,300.787
8.5,1,0000 1 Jul 1991,301.0897
9.5,1,0000 1 Jul 1991,301.3851
10.5,1,0000 1 Jul 1991,301.4642
1.5,2,0000 1 Jul 1991,300.8156
2.5,2,0000 1 Jul 1991,300.67
3.5,2,0000 1 Jul 1991,300.7383
4.5,2,0000 1 Jul 1991,300.8221
5.5,2,0000 1 Jul 1991,300.7374
6.5,2,0000 1 Jul 1991,300.6526
7.5,2,0000 1 Jul 1991,300.8613
8.5,2,0000 1 Jul 1991,301.2384
9.5,2,0000 1 Jul 1991,301.5655
10.5,2,0000 1 Jul 1991,301.4843
1.5,3,0000 1 Jul 1991,300.8548
2.5,3,0000 1 Jul 1991,300.7329
3.5,3,0000 1 Jul 1991,300.8373
4.5,3,0000 1 Jul 1991,300.9595
5.5,3,0000 1 Jul 1991,300.9026
6.5,3,0000 1 Jul 1991,300.8169
7.5,3,0000 1 Jul 1991,300.9016
8.5,3,0000 1 Jul 1991,301.1863
9.5,3,0000 1 Jul 1991,301.5494
10.5,3,0000 1 Jul 1991,301.6779
1.5,4,0000 1 Jul 1991,301.01
2.5,4,0000 1 Jul 1991,300.9414
