L,MON,LDC_SST_CanSIPS_IC4,LDC_SST_CanSIPS_IC4_ONETWO,LDC_SST_CanSIPS_IC4_THREE,LDC_SST_CanSIPS_IC4_FOUR
7.5,0000 1 Sep 2005,299.8387,299.5148,299.6553,300.9366
8.5,0000 1 Sep 2005,299.9491,298.4378,299.3674,301.1011
9.5,0000 1 Sep 2005,299.7619,297.184,298.7434,301.106
10.5,0000 1 Sep 2005,299.395,296.3013,298.1081,300.9673
1.5,0000 1 Oct 2005,299.0518,295.8373,297.6725,301.4502
2.5,0000 1 Oct 2005,298.729,297.0673,297.7425,301.0726
3.5,0000 1 Oct 2005,298.6754,298.19,298.0926,300.765
4.5,0000 1 Oct 2005,298.878,299.1896,298.6737,300.5653
5.5,0000 1 Oct 2005,299.2254,299.6477,299.2027,300.5653
6.5,0000 1 Oct 2005,299.5322,299.1675,299.3411,300.7309
7.5,0000 1 Oct 2005,299.6403,298.0697,299.0237,300.8885
8.5,0000 1 Oct 2005,299.4879,296.8966,298.4278,300.9128
9.5,0000 1 Oct 2005,299.1642,296.1166,297.8637,300.7981
10.5,0000 1 Oct 2005,298.8326,295.7144,297.5472,300.6483
1.5,0000 1 Nov 2005,298.8546,296.4161,297.654,301.3313
2.5,0000 1 Nov 2005,298.7164,297.8491,297.9708,301.0046
3.5,0000 1 Nov 2005,298.8732,298.9559,298.5405,300.7712
4.5,0000 1 Nov 2005,299.1639,299.4317,299.0765,300.6866
5.5,0000 1 Nov 2005,299.4255,299.0153,299.202,300.7515
6.5,0000 1 Nov 2005,299.515,297.9659,298.8974,300.8389
7.5,0000 1 Nov 2005,299.3446,296.8026,298.2865,300.8237
8.5,0000 1 Nov 2005,299.0268,295.9671,297.7382,300.6982
9.5,0000 1 Nov 2005,298.7048,295.52,297.3984,300.5627
10.5,0000 1 Nov 2005,298.5221,295.4641,297.321,300.4898
1.5,0000 1 Dec 2005,298.4844,297.354,297.6973,300.8536
2.5,0000 1 Dec 2005,298.5315,298.6796,298.2746,300.5225
3.5,0000 1 Dec 2005,298.8962,299.2126,298.8469,300.5006
4.5,0000 1 Dec 2005,299.2286,298.7911,299.0294,300.6238
5.5,0000 1 Dec 2005,299.3321,297.7953,298.754,300.7122
6.5,0000 1 Dec 2005,299.1727,296.7639,298.1973,300.6694
7.5,0000 1 Dec 2005,298.8821,296.0321,297.6971,300.5298
8.5,0000 1 Dec 2005,298.619,295.6364,297.4144,300.4137
9.5,0000 1 Dec 2005,298.4925,295.5925,297.3873,300.3563
10.5,0000 1 Dec 2005,298.4796,295.9406,297.5146,300.3253
1.5,0000 1 Jan 2006,299.0391,299.0189,298.8245,300.6915
2.5,0000 1 Jan 2006,299.387,299.5241,299.312,300.7654
3.5,0000 1 Jan 2006,299.6912,299.0179,299.3875,301.0087
4.5,0000 1 Jan 2006,299.7667,297.9721,299.0679,301.1642
5.5,0000 1 Jan 2006,299.5803,296.8987,298.4797,301.1329
6.5,0000 1 Jan 2006,299.2444,296.1655,297.9233,300.9807
7.5,0000 1 Jan 2006,298.9231,295.7483,297.5949,300.821
8.5,0000 1 Jan 2006,298.7387,295.6909,297.5259,300.7227
9.5,0000 1 Jan 2006,298.6845,295.9927,297.6223,300.6623
10.5,0000 1 Jan 2006,298.6687,296.5711,297.7751,300.5685
1.5,0000 1 Feb 2006,299.3949,299.654,299.3596,300.7681
2.5,0000 1 Feb 2006,299.5829,299.1213,299.3163,300.9645
3.5,0000 1 Feb 2006,299.6524,298.0425,298.9698,301.1153
4.5,0000 1 Feb 2006,299.5181,296.9681,298.3865,301.1202
5.5,0000 1 Feb 2006,299.2422,296.2048,297.8844,301.011
6.5,0000 1 Feb 2006,298.9574,295.7839,297.6147,300.8666
7.5,0000 1 Feb 2006,298.7791,295.7528,297.5713,300.7653
8.5,0000 1 Feb 2006,298.7351,296.087,297.675,300.7111
9.5,0000 1 Feb 2006,298.7086,296.6567,297.8033,300.6267
10.5,0000 1 Feb 2006,298.683,297.4414,298.0072,300.4669
1.5,0000 1 Mar 2006,299.9117,299.0337,299.5838,301.2611
2.5,0000 1 Mar 2006,299.9957,297.9188,299.2693,301.4091
3.5,0000 1 Mar 2006,299.7917,296.8992,298.6692,301.3618
4.5,0000 1 Mar 2006,299.4355,296.2387,298.1032,301.1816
5.5,0000 1 Mar 2006,299.114,295.8996,297.7901,301.0037
6.5,0000 1 Mar 2006,298.9414,295.9091,297.7412,300.8953
7.5,0000 1 Mar 2006,298.8959,296.235,297.8412,300.8412
8.5,0000 1 Mar 2006,298.8665,296.8018,297.9695,300.7537
9.5,0000 1 Mar 2006,298.8272,297.5908,298.1601,300.5911
10.5,0000 1 Mar 2006,298.8497,298.5233,298.4861,300.3912
1.5,0000 1 Apr 2006,300.2842,298.0424,299.6546,301.5158
2.5,0000 1 Apr 2006,299.9502,297.1604,298.9555,301.4659
3.5,0000 1 Apr 2006,299.5191,296.4323,298.2946,301.2804
4.5,0000 1 Apr 2006,299.1678,296.0349,297.9307,301.0748
5.5,0000 1 Apr 2006,298.9817,296.0079,297.8417,300.9564
6.5,0000 1 Apr 2006,298.924,296.368,297.9083,300.8956
7.5,0000 1 Apr 2006,298.8895,296.9323,298.0103,300.8124
8.5,0000 1 Apr 2006,298.8582,297.6788,298.2026,300.639
9.5,0000 1 Apr 2006,298.9073,298.534,298.5566,300.4422
10.5,0000 1 Apr 2006,299.1087,299.3771,299.0082,300.3456
1.5,0000 1 May 2006,300.2602,296.8426,299.317,301.6665
2.5,0000 1 May 2006,299.767,296.4098,298.6286,301.457
3.5,0000 1 May 2006,299.3623,296.097,298.1582,301.2411
4.5,0000 1 May 2006,299.1721,296.1226,298.0211,301.1112
5.5,0000 1 May 2006,299.1331,296.4892,298.0916,301.0487
6.5,0000 1 May 2006,299.1052,297.0678,298.2173,300.9637
7.5,0000 1 May 2006,299.0629,297.7906,298.4081,300.8026
8.5,0000 1 May 2006,299.0853,298.6305,298.719,300.6217
9.5,0000 1 May 2006,299.2738,299.4035,299.1317,300.5515
10.5,0000 1 May 2006,299.6,299.7719,299.5571,300.6409
1.5,0000 1 Jun 2006,299.9119,296.3448,298.8111,301.6178
2.5,0000 1 Jun 2006,299.4005,296.1828,298.2969,301.2968
3.5,0000 1 Jun 2006,299.181,296.1912,298.1006,301.1323
4.5,0000 1 Jun 2006,299.1461,296.5302,298.1364,301.0414
5.5,0000 1 Jun 2006,299.0923,297.0774,298.2132,300.9227
6.5,0000 1 Jun 2006,299.0139,297.8298,298.3539,300.7348
7.5,0000 1 Jun 2006,299.0279,298.6885,298.6615,300.5493
8.5,0000 1 Jun 2006,299.2092,299.4944,299.1056,300.476
9.5,0000 1 Jun 2006,299.5201,299.8195,299.5247,300.5543
10.5,0000 1 Jun 2006,299.7821,299.2545,299.5989,300.7237
1.5,0000 1 Jul 2006,299.6467,296.1307,298.4487,301.5994
2.5,0000 1 Jul 2006,299.3644,296.2878,298.2433,301.3912
3.5,0000 1 Jul 2006,299.3181,296.627,298.2701,301.2867
4.5,0000 1 Jul 2006,299.2912,297.1846,298.3708,301.1821
5.5,0000 1 Jul 2006,299.2426,297.9344,298.5536,301.0179
6.5,0000 1 Jul 2006,299.2663,298.819,298.8804,300.8296
7.5,0000 1 Jul 2006,299.4332,299.6182,299.2765,300.7487
8.5,0000 1 Jul 2006,299.7386,299.9556,299.668,300.8319
9.5,0000 1 Jul 2006,299.9979,299.4106,299.7166,301.036
10.5,0000 1 Jul 2006,300.0478,298.2892,299.3757,301.174
1.5,0000 1 Aug 2006,299.7132,296.1053,298.4426,301.8732
2.5,0000 1 Aug 2006,299.5696,296.6142,298.4498,301.6934
3.5,0000 1 Aug 2006,299.4912,297.2056,298.5346,301.481
4.5,0000 1 Aug 2006,299.3727,297.9053,298.6632,301.213
5.5,0000 1 Aug 2006,299.3016,298.7239,298.9094,300.936
6.5,0000 1 Aug 2006,299.4147,299.4668,299.2819,300.7812
7.5,0000 1 Aug 2006,299.6815,299.7471,299.6044,300.8194
8.5,0000 1 Aug 2006,299.8875,299.1852,299.5707,300.9757
9.5,0000 1 Aug 2006,299.8693,298.0856,299.1383,301.082
10.5,0000 1 Aug 2006,299.5504,296.9057,298.4367,301.0176
1.5,0000 1 Sep 2006,300.1277,296.4896,298.8513,302.2291
2.5,0000 1 Sep 2006,299.9866,297.2879,298.911,302.0154
3.5,0000 1 Sep 2006,299.8322,298.0597,299.0149,301.7108
4.5,0000 1 Sep 2006,299.706,298.8923,299.2047,301.368
5.5,0000 1 Sep 2006,299.7031,299.6452,299.4412,301.1265
6.5,0000 1 Sep 2006,299.8711,299.9318,299.713,301.0723
7.5,0000 1 Sep 2006,300.0032,299.3064,299.6353,301.1464
8.5,0000 1 Sep 2006,299.9694,298.0987,299.2028,301.2157
9.5,0000 1 Sep 2006,299.6493,296.8102,298.4484,301.1536
10.5,0000 1 Sep 2006,299.1514,295.9428,297.7585,300.9564
1.5,0000 1 Oct 2006,300.3787,297.0449,299.1926,302.3452
2.5,0000 1 Oct 2006,300.2144,298.0405,299.3049,302.0509
3.5,0000 1 Oct 2006,300.0531,298.9505,299.4615,301.675
4.5,0000 1 Oct 2006,300.0274,299.7,299.6865,301.3829
5.5,0000 1 Oct 2006,300.1198,299.9221,299.886,301.2655
6.5,0000 1 Oct 2006,300.1756,299.2845,299.767,301.2792
7.5,0000 1 Oct 2006,300.0421,298.0739,299.2469,301.2957
8.5,0000 1 Oct 2006,299.651,296.8092,298.4439,301.1779
9.5,0000 1 Oct 2006,299.1029,295.9313,297.7164,300.9282
10.5,0000 1 Oct 2006,298.6033,295.4586,297.3027,300.6422
1.5,0000 1 Nov 2006,300.3188,297.7185,299.309,302.1632
2.5,0000 1 Nov 2006,300.0819,298.7581,299.4359,301.7659
3.5,0000 1 Nov 2006,300.0161,299.5619,299.6339,301.4626
4.5,0000 1 Nov 2006,300.1128,299.7766,299.8319,301.3387
5.5,0000 1 Nov 2006,300.1595,299.1182,299.6731,301.3402
6.5,0000 1 Nov 2006,300.0181,297.9292,299.1309,301.3446
7.5,0000 1 Nov 2006,299.6274,296.7244,298.3552,301.2129
8.5,0000 1 Nov 2006,299.1334,295.9052,297.7016,300.9615
9.5,0000 1 Nov 2006,298.697,295.4417,297.3394,300.6918
10.5,0000 1 Nov 2006,298.4275,295.3768,297.2278,300.4925
1.5,0000 1 Dec 2006,300.3927,298.5536,299.5841,302.0425
2.5,0000 1 Dec 2006,300.2461,299.513,299.7647,301.7037
3.5,0000 1 Dec 2006,300.2837,299.8124,299.9407,301.5497
4.5,0000 1 Dec 2006,300.2957,299.2001,299.774,301.5163
5.5,0000 1 Dec 2006,300.1487,298.0162,299.2452,301.4891
6.5,0000 1 Dec 2006,299.7434,296.7392,298.437,301.3383
7.5,0000 1 Dec 2006,299.2201,295.8367,297.7201,301.0663
8.5,0000 1 Dec 2006,298.7369,295.334,297.2797,300.7801
9.5,0000 1 Dec 2006,298.4648,295.2544,297.1733,300.5712
10.5,0000 1 Dec 2006,298.3456,295.5848,297.2466,300.4251
1.5,0000 1 Jan 2007,300.2513,299.6148,299.8822,301.6388
2.5,0000 1 Jan 2007,300.1919,299.9659,299.9222,301.4631
3.5,0000 1 Jan 2007,300.149,299.3163,299.6846,301.4354
4.5,0000 1 Jan 2007,299.9972,298.1229,299.1682,301.3976
5.5,0000 1 Jan 2007,299.6001,296.81,298.3754,301.2467
6.5,0000 1 Jan 2007,299.0836,295.9225,297.6668,300.9843
7.5,0000 1 Jan 2007,298.64,295.4142,297.2524,300.7086
8.5,0000 1 Jan 2007,298.4167,295.3305,297.1823,300.5181
9.5,0000 1 Jan 2007,298.3421,295.6364,297.2665,300.3882
10.5,0000 1 Jan 2007,298.2748,296.2198,297.3685,300.2717
1.5,0000 1 Feb 2007,300.0898,299.6256,299.8216,301.4958
2.5,0000 1 Feb 2007,300.0096,299.0061,299.5451,301.4297
3.5,0000 1 Feb 2007,299.8378,297.8084,298.9689,301.3758
4.5,0000 1 Feb 2007,299.463,296.5716,298.2199,301.2055
5.5,0000 1 Feb 2007,298.9855,295.686,297.5585,300.9346
6.5,0000 1 Feb 2007,298.5684,295.2329,297.1679,300.6711
7.5,0000 1 Feb 2007,298.3253,295.1738,297.053,300.4893
8.5,0000 1 Feb 2007,298.2384,295.5286,297.1251,300.3682
9.5,0000 1 Feb 2007,298.1859,296.1432,297.2319,300.2643
10.5,0000 1 Feb 2007,298.1747,297.0271,297.4723,300.1068
1.5,0000 1 Mar 2007,300.1891,299.0202,299.7623,301.6603
2.5,0000 1 Mar 2007,299.9745,297.9,299.1403,301.5692
3.5,0000 1 Mar 2007,299.522,296.7297,298.3374,301.3357
4.5,0000 1 Mar 2007,299.0095,295.8508,297.6364,301.0291
5.5,0000 1 Mar 2007,298.6093,295.3783,297.255,300.7466
6.5,0000 1 Mar 2007,298.4009,295.2949,297.1656,300.5577
7.5,0000 1 Mar 2007,298.3151,295.6205,297.2394,300.4277
8.5,0000 1 Mar 2007,298.256,296.2065,297.3565,300.3064
9.5,0000 1 Mar 2007,298.2359,297.0561,297.5808,300.1498
10.5,0000 1 Mar 2007,298.3175,298.0851,297.9883,299.9922
1.5,0000 1 Apr 2007,300.2745,297.857,299.4693,301.7275
2.5,0000 1 Apr 2007,299.8127,296.8934,298.6872,301.5098
3.5,0000 1 Apr 2007,299.2523,296.0114,297.9153,301.2115
4.5,0000 1 Apr 2007,298.8044,295.4788,297.4295,300.9217
5.5,0000 1 Apr 2007,298.5803,295.3853,297.3035,300.7307
6.5,0000 1 Apr 2007,298.5005,295.7479,297.3852,300.5963
7.5,0000 1 Apr 2007,298.4269,296.3763,297.5009,300.4666
8.5,0000 1 Apr 2007,298.3773,297.2381,297.6966,300.2964
9.5,0000 1 Apr 2007,298.4259,298.2291,298.0683,300.1252
10.5,0000 1 Apr 2007,298.6455,299.1374,298.5846,300.0439
1.5,0000 1 May 2007,299.7796,296.5622,298.5862,301.5191
2.5,0000 1 May 2007,299.125,295.9575,297.7816,301.1703
3.5,0000 1 May 2007,298.6734,295.5261,297.3167,300.8781
4.5,0000 1 May 2007,298.4961,295.4922,297.2521,300.7029
5.5,0000 1 May 2007,298.472,295.8602,297.3896,300.5852
6.5,0000 1 May 2007,298.4294,296.4893,297.5237,300.4486
7.5,0000 1 May 2007,298.3798,297.3281,297.7434,300.2789
8.5,0000 1 May 2007,298.4267,298.3119,298.1073,300.1329
9.5,0000 1 May 2007,298.6651,299.1947,298.6148,300.0787
10.5,0000 1 May 2007,299.0432,299.6328,299.103,300.1844
1.5,0000 1 Jun 2007,299.1481,295.3752,297.6928,301.2982
2.5,0000 1 Jun 2007,298.5039,295.3235,297.1212,300.8787
3.5,0000 1 Jun 2007,298.3014,295.4694,297.0504,300.62
4.5,0000 1 Jun 2007,298.2376,295.8713,297.168,300.4257
5.5,0000 1 Jun 2007,298.1745,296.4722,297.3276,300.2525
6.5,0000 1 Jun 2007,298.1446,297.2859,297.5703,300.0831
7.5,0000 1 Jun 2007,298.2607,298.2362,298.0107,299.9618
8.5,0000 1 Jun 2007,298.5791,299.1631,298.5977,299.9588
9.5,0000 1 Jun 2007,299.0008,299.6257,299.1125,300.1214
10.5,0000 1 Jun 2007,299.354,299.2788,299.2749,300.3802
1.5,0000 1 Jul 2007,299.0761,295.1969,297.5469,301.3732
2.5,0000 1 Jul 2007,298.682,295.5449,297.3447,301.0584
3.5,0000 1 Jul 2007,298.5845,296.0331,297.419,300.866
4.5,0000 1 Jul 2007,298.5503,296.6444,297.5703,300.7269
5.5,0000 1 Jul 2007,298.5129,297.4452,297.8116,300.5529
6.5,0000 1 Jul 2007,298.5681,298.4015,298.2248,300.379
7.5,0000 1 Jul 2007,298.8186,299.3126,298.7585,300.3167
8.5,0000 1 Jul 2007,299.2249,299.7129,299.262,300.4328
9.5,0000 1 Jul 2007,299.5566,299.2754,299.4115,300.652
10.5,0000 1 Jul 2007,299.6608,298.2421,299.1431,300.8113
1.5,0000 1 Aug 2007,298.5482,294.9345,297.1164,301.0721
2.5,0000 1 Aug 2007,298.3427,295.7638,297.1714,300.7885
3.5,0000 1 Aug 2007,298.3288,296.5056,297.3437,300.6224
4.5,0000 1 Aug 2007,298.3077,297.3399,297.6049,300.4411
5.5,0000 1 Aug 2007,298.3949,298.3276,298.0771,300.2627
6.5,0000 1 Aug 2007,298.6806,299.2808,298.6608,300.1864
7.5,0000 1 Aug 2007,299.1036,299.7728,299.209,300.2975
8.5,0000 1 Aug 2007,299.4637,299.3368,299.331,300.5507
9.5,0000 1 Aug 2007,299.5847,298.2815,299.0378,300.7469
10.5,0000 1 Aug 2007,299.4214,297.0953,298.4384,300.7689
1.5,0000 1 Sep 2007,298.0744,294.9015,296.7377,300.6782
2.5,0000 1 Sep 2007,297.8265,296.0039,296.8251,300.3745
3.5,0000 1 Sep 2007,297.8001,296.9644,297.0931,300.1646
4.5,0000 1 Sep 2007,297.9312,298.0164,297.6227,299.9872
5.5,0000 1 Sep 2007,298.2351,299.0072,298.2512,299.909
6.5,0000 1 Sep 2007,298.6764,299.5063,298.8341,300.0331
7.5,0000 1 Sep 2007,299.0341,299.118,298.9833,300.2687
8.5,0000 1 Sep 2007,299.1862,298.1024,298.7342,300.4539
9.5,0000 1 Sep 2007,299.0661,296.9492,298.1581,300.4834
10.5,0000 1 Sep 2007,298.7961,296.1095,297.6383,300.3929
1.5,0000 1 Oct 2007,297.7184,295.1706,296.5071,300.384
2.5,0000 1 Oct 2007,297.5769,296.5317,296.7408,300.0664
3.5,0000 1 Oct 2007,297.7176,297.7933,297.3216,299.8593
4.5,0000 1 Oct 2007,298.032,298.9104,298.0229,299.7802
5.5,0000 1 Oct 2007,298.4281,299.4269,298.5662,299.8924
6.5,0000 1 Oct 2007,298.7333,299.0287,298.6579,300.1083
7.5,0000 1 Oct 2007,298.8576,298.0139,298.4014,300.2428
8.5,0000 1 Oct 2007,298.7444,296.9305,297.908,300.229
9.5,0000 1 Oct 2007,298.5107,296.13,297.4639,300.131
10.5,0000 1 Oct 2007,298.2867,295.7,297.2154,300.0388
1.5,0000 1 Nov 2007,297.4445,295.7916,296.5153,300.0132
2.5,0000 1 Nov 2007,297.3959,297.3285,296.9791,299.7118
3.5,0000 1 Nov 2007,297.7342,298.5573,297.6995,299.6154
4.5,0000 1 Nov 2007,298.1814,299.1109,298.3176,299.7151
5.5,0000 1 Nov 2007,298.5225,298.7106,298.4791,299.9165
6.5,0000 1 Nov 2007,298.6348,297.7032,298.2043,300.0474
7.5,0000 1 Nov 2007,298.51,296.6413,297.685,300.0205
8.5,0000 1 Nov 2007,298.2741,295.8976,297.2475,299.8973
9.5,0000 1 Nov 2007,298.0616,295.5115,297.0341,299.792
10.5,0000 1 Nov 2007,297.981,295.502,297.0765,299.7509
1.5,0000 1 Dec 2007,297.617,296.8926,297.0756,299.7205
2.5,0000 1 Dec 2007,297.6959,298.3735,297.682,299.5237
3.5,0000 1 Dec 2007,298.0974,298.9546,298.2687,299.655
4.5,0000 1 Dec 2007,298.4903,298.4957,298.434,299.8909
5.5,0000 1 Dec 2007,298.6467,297.5027,298.2008,300.0272
6.5,0000 1 Dec 2007,298.5458,296.4917,297.7091,300.0285
7.5,0000 1 Dec 2007,298.3356,295.8032,297.2973,299.9371
8.5,0000 1 Dec 2007,298.1244,295.4135,297.0775,299.8371
9.5,0000 1 Dec 2007,298.0458,295.4105,297.1181,299.7814
10.5,0000 1 Dec 2007,298.0607,295.8006,297.2777,299.7655
1.5,0000 1 Jan 2008,297.9576,298.4193,297.8484,299.7892
2.5,0000 1 Jan 2008,298.2212,299.0193,298.3066,299.8654
3.5,0000 1 Jan 2008,298.5494,298.5781,298.434,300.0634
4.5,0000 1 Jan 2008,298.6845,297.5775,298.1881,300.1783
5.5,0000 1 Jan 2008,298.5862,296.5504,297.7188,300.1657
6.5,0000 1 Jan 2008,298.3743,295.8135,297.3011,300.0741
7.5,0000 1 Jan 2008,298.1872,295.4405,297.0969,299.985
8.5,0000 1 Jan 2008,298.1317,295.455,297.1515,299.9344
9.5,0000 1 Jan 2008,298.1486,295.8439,297.3223,299.9122
10.5,0000 1 Jan 2008,298.1739,296.4565,297.4951,299.8971
1.5,0000 1 Feb 2008,298.4179,299.1363,298.5597,299.8461
2.5,0000 1 Feb 2008,298.6984,298.6398,298.6563,300.0292
3.5,0000 1 Feb 2008,298.7579,297.5673,298.2972,300.1562
4.5,0000 1 Feb 2008,298.6079,296.5213,297.7545,300.1367
5.5,0000 1 Feb 2008,298.3607,295.8117,297.2944,300.0356
6.5,0000 1 Feb 2008,298.1405,295.4725,297.0652,299.9249
7.5,0000 1 Feb 2008,298.0489,295.4843,297.093,299.8604
8.5,0000 1 Feb 2008,298.0427,295.8625,297.2407,299.8383
9.5,0000 1 Feb 2008,298.0715,296.4355,297.4146,299.8291
10.5,0000 1 Feb 2008,298.1471,297.2211,297.6681,299.7852
1.5,0000 1 Mar 2008,299.199,299.2709,299.3188,300.2428
2.5,0000 1 Mar 2008,299.2145,298.2553,298.8979,300.4429
3.5,0000 1 Mar 2008,299.0185,297.1375,298.2771,300.4604
4.5,0000 1 Mar 2008,298.7395,296.335,297.7618,300.3589
5.5,0000 1 Mar 2008,298.4775,295.8574,297.4663,300.2176
6.5,0000 1 Mar 2008,298.3168,295.7626,297.3934,300.1177
7.5,0000 1 Mar 2008,298.2709,296.0515,297.4604,300.0675
8.5,0000 1 Mar 2008,298.2683,296.6115,297.5744,300.0276
9.5,0000 1 Mar 2008,298.3063,297.3746,297.7942,299.954
10.5,0000 1 Mar 2008,298.4556,298.3064,298.2099,299.8837
1.5,0000 1 Apr 2008,299.6539,298.8242,299.4888,300.6899
2.5,0000 1 Apr 2008,299.4048,297.6682,298.8555,300.6738
3.5,0000 1 Apr 2008,299.0464,296.7416,298.2269,300.5479
4.5,0000 1 Apr 2008,298.7354,296.2184,297.791,300.3982
5.5,0000 1 Apr 2008,298.5545,296.1039,297.6286,300.2901
6.5,0000 1 Apr 2008,298.4737,296.3562,297.6362,300.2405
7.5,0000 1 Apr 2008,298.4279,296.7977,297.6979,300.1997
8.5,0000 1 Apr 2008,298.4228,297.4767,297.8594,300.1339
9.5,0000 1 Apr 2008,298.5237,298.35,298.1877,300.0623
10.5,0000 1 Apr 2008,298.7887,299.2637,298.67,300.0788
1.5,0000 1 May 2008,299.7624,297.5248,299.2566,300.9356
2.5,0000 1 May 2008,299.3563,296.8871,298.6206,300.802
3.5,0000 1 May 2008,299.0031,296.4372,298.1375,300.6229
4.5,0000 1 May 2008,298.8047,296.3105,297.9127,300.5015
5.5,0000 1 May 2008,298.7182,296.5325,297.8802,300.4312
6.5,0000 1 May 2008,298.651,296.9796,297.9351,300.3537
7.5,0000 1 May 2008,298.6112,297.6233,298.0822,300.2426
8.5,0000 1 May 2008,298.6818,298.4595,298.3775,300.1636
9.5,0000 1 May 2008,298.9138,299.2706,298.7821,300.2015
10.5,0000 1 May 2008,299.2793,299.7034,299.2159,300.3872
1.5,0000 1 Jun 2008,299.5842,296.9769,298.9602,300.8806
2.5,0000 1 Jun 2008,299.1637,296.5823,298.3562,300.7115
3.5,0000 1 Jun 2008,298.9141,296.4309,298.0444,300.6052
4.5,0000 1 Jun 2008,298.8118,296.6199,297.9713,300.551
5.5,0000 1 Jun 2008,298.7549,297.0852,298.0254,300.4941
6.5,0000 1 Jun 2008,298.7353,297.7469,298.1875,300.3858
7.5,0000 1 Jun 2008,298.8266,298.6307,298.5183,300.2728
8.5,0000 1 Jun 2008,299.0402,299.4886,298.921,300.2631
9.5,0000 1 Jun 2008,299.3724,299.9426,299.3518,300.4124
10.5,0000 1 Jun 2008,299.6834,299.4498,299.4938,300.6757
1.5,0000 1 Jul 2008,299.4713,296.4733,298.6093,300.9418
2.5,0000 1 Jul 2008,299.126,296.4802,298.284,300.7783
3.5,0000 1 Jul 2008,298.9892,296.7273,298.1716,300.7076
4.5,0000 1 Jul 2008,298.9154,297.1844,298.1944,300.6281
5.5,0000 1 Jul 2008,298.8767,297.8378,298.3409,300.5092
6.5,0000 1 Jul 2008,298.9414,298.6274,298.6474,300.4013
7.5,0000 1 Jul 2008,299.1552,299.4209,299.0244,300.4066
8.5,0000 1 Jul 2008,299.497,299.8578,299.4353,300.5516
9.5,0000 1 Jul 2008,299.8083,299.4394,299.5952,300.7802
10.5,0000 1 Jul 2008,299.9508,298.3581,299.4064,300.9554
1.5,0000 1 Aug 2008,299.3974,296.2743,298.4758,301.0126
2.5,0000 1 Aug 2008,299.1815,296.657,298.3131,300.9236
3.5,0000 1 Aug 2008,299.0938,297.1453,298.2816,300.8606
4.5,0000 1 Aug 2008,299.0346,297.8423,298.4217,300.7246
5.5,0000 1 Aug 2008,299.078,298.7097,298.7502,300.5746
6.5,0000 1 Aug 2008,299.2991,299.5548,299.2093,300.55
7.5,0000 1 Aug 2008,299.6216,299.9545,299.6108,300.692
8.5,0000 1 Aug 2008,299.9018,299.5113,299.7186,300.9212
9.5,0000 1 Aug 2008,299.9754,298.4304,299.4294,301.0717
10.5,0000 1 Aug 2008,299.7751,297.1758,298.8127,301.0395
1.5,0000 1 Sep 2008,299.2989,296.3535,298.3603,301.0345
2.5,0000 1 Sep 2008,299.1089,297.0241,298.2719,300.9009
3.5,0000 1 Sep 2008,299.0315,297.7442,298.3655,300.7475
4.5,0000 1 Sep 2008,299.049,298.6235,298.6734,300.5978
5.5,0000 1 Sep 2008,299.242,299.4985,299.0926,300.5624
6.5,0000 1 Sep 2008,299.5659,299.9726,299.5238,300.6823
7.5,0000 1 Sep 2008,299.8769,299.5189,299.6799,300.914
8.5,0000 1 Sep 2008,299.9997,298.4332,299.4472,301.0954
9.5,0000 1 Sep 2008,299.8313,297.187,298.8443,301.1082
10.5,0000 1 Sep 2008,299.4404,296.3252,298.1673,300.9677
1.5,0000 1 Oct 2008,299.1223,296.5144,298.1958,300.9527
2.5,0000 1 Oct 2008,298.8985,297.4747,298.2114,300.6977
3.5,0000 1 Oct 2008,298.8753,298.4211,298.4492,300.5352
4.5,0000 1 Oct 2008,299.0566,299.322,298.8521,300.5036
5.5,0000 1 Oct 2008,299.3729,299.7268,299.2772,300.6284
6.5,0000 1 Oct 2008,299.6775,299.2186,299.4113,300.8631
7.5,0000 1 Oct 2008,299.8232,298.1258,299.1928,301.0384
8.5,0000 1 Oct 2008,299.7143,296.9228,298.6427,301.0594
9.5,0000 1 Oct 2008,299.3895,296.1518,298.0586,300.9389
10.5,0000 1 Oct 2008,299.0651,295.7979,297.7291,300.8034
1.5,0000 1 Nov 2008,298.8292,296.8149,298.004,300.72
2.5,0000 1 Nov 2008,298.6609,298.0978,298.2086,300.4432
3.5,0000 1 Nov 2008,298.8032,299.1166,298.5877,300.393
4.5,0000 1 Nov 2008,299.1525,299.5833,299.0388,300.5497
5.5,0000 1 Nov 2008,299.4852,299.0594,299.2088,300.8023
6.5,0000 1 Nov 2008,299.6214,297.9792,298.9832,300.9712
7.5,0000 1 Nov 2008,299.4955,296.822,298.4265,300.9665
8.5,0000 1 Nov 2008,299.167,296.0752,297.837,300.8203
9.5,0000 1 Nov 2008,298.8389,295.7234,297.5194,300.6465
10.5,0000 1 Nov 2008,298.6267,295.7305,297.4554,300.5407
1.5,0000 1 Dec 2008,298.7314,297.8325,298.1288,300.6385
2.5,0000 1 Dec 2008,298.8158,299.0784,298.5162,300.5558
3.5,0000 1 Dec 2008,299.2039,299.5784,299.0483,300.6876
4.5,0000 1 Dec 2008,299.5944,299.1218,299.2942,300.9333
5.5,0000 1 Dec 2008,299.7653,298.1251,299.1394,301.1102
6.5,0000 1 Dec 2008,299.6671,297.0688,298.6401,301.1148
7.5,0000 1 Dec 2008,299.3916,296.3641,298.1122,301.0016
