L,MON,LDC_SST_CanSIPS_IC4,LDC_SST_CanSIPS_IC4_ONETWO,LDC_SST_CanSIPS_IC4_THREE,LDC_SST_CanSIPS_IC4_FOUR
3.5,0000 1 Jan 1998,301.0452,300.6737,301.1312,301.2169
4.5,0000 1 Jan 1998,300.4393,299.327,300.1292,301.086
5.5,0000 1 Jan 1998,299.5543,297.6757,298.8455,300.8459
6.5,0000 1 Jan 1998,298.7067,296.3063,297.7747,300.4891
7.5,0000 1 Jan 1998,298.2598,295.5124,297.2825,300.1682
8.5,0000 1 Jan 1998,298.0705,295.2596,297.1177,299.9264
9.5,0000 1 Jan 1998,297.8702,295.4895,297.0459,299.6891
10.5,0000 1 Jan 1998,297.6344,296.0318,296.9527,299.4686
1.5,0000 1 Feb 1998,301.5754,301.6562,301.929,301.5123
2.5,0000 1 Feb 1998,301.1639,301.0051,301.4122,301.2771
3.5,0000 1 Feb 1998,300.4052,299.7182,300.335,301.0349
4.5,0000 1 Feb 1998,299.4171,298.0691,298.9884,300.6913
5.5,0000 1 Feb 1998,298.5108,296.6153,297.8614,300.2614
6.5,0000 1 Feb 1998,298.0826,295.6741,297.3273,299.896
7.5,0000 1 Feb 1998,297.9259,295.3174,297.1308,299.6637
8.5,0000 1 Feb 1998,297.768,295.4771,297.0267,299.4575
9.5,0000 1 Feb 1998,297.5735,296.0096,296.9207,299.2994
10.5,0000 1 Feb 1998,297.449,296.8589,296.9866,299.1654
1.5,0000 1 Mar 1998,301.4778,301.2679,301.6991,301.5829
2.5,0000 1 Mar 1998,300.7269,300.0332,300.6451,301.3644
3.5,0000 1 Mar 1998,299.74,298.4073,299.3302,300.993
4.5,0000 1 Mar 1998,298.8214,296.9716,298.1799,300.5647
5.5,0000 1 Mar 1998,298.3869,296.0323,297.6175,300.2058
6.5,0000 1 Mar 1998,298.2391,295.6595,297.3999,300.0038
7.5,0000 1 Mar 1998,298.0739,295.7637,297.2914,299.8044
8.5,0000 1 Mar 1998,297.8388,296.2095,297.171,299.5884
9.5,0000 1 Mar 1998,297.6511,296.991,297.2003,299.3781
10.5,0000 1 Mar 1998,297.6866,297.9742,297.5472,299.2373
1.5,0000 1 Apr 1998,300.742,300.2002,300.7796,301.3289
2.5,0000 1 Apr 1998,299.6689,298.57,299.3952,300.9214
3.5,0000 1 Apr 1998,298.6651,297.0582,298.1231,300.4906
4.5,0000 1 Apr 1998,298.2095,296.0622,297.511,300.1484
5.5,0000 1 Apr 1998,298.1317,295.6725,297.3527,299.973
6.5,0000 1 Apr 1998,298.039,295.8128,297.3201,299.8036
7.5,0000 1 Apr 1998,297.8598,296.2989,297.2378,299.6269
8.5,0000 1 Apr 1998,297.7271,297.1042,297.3253,299.411
9.5,0000 1 Apr 1998,297.7964,298.0979,297.6985,299.248
10.5,0000 1 Apr 1998,298.0704,299.0196,298.2436,299.2131
1.5,0000 1 May 1998,299.9599,298.8879,299.6516,301.2929
2.5,0000 1 May 1998,298.8779,297.4604,298.3288,300.8276
3.5,0000 1 May 1998,298.3507,296.4464,297.6757,300.4345
4.5,0000 1 May 1998,298.2765,296.0262,297.5092,300.2094
5.5,0000 1 May 1998,298.1659,296.0746,297.4345,299.9989
6.5,0000 1 May 1998,297.9911,296.4867,297.3317,299.8239
7.5,0000 1 May 1998,297.8202,297.2061,297.3155,299.6369
8.5,0000 1 May 1998,297.8467,298.1606,297.6248,299.4641
9.5,0000 1 May 1998,298.0933,299.0355,298.1617,299.3752
10.5,0000 1 May 1998,298.4574,299.4298,298.6749,299.4648
1.5,0000 1 Jun 1998,298.527,297.4775,298.0887,300.723
2.5,0000 1 Jun 1998,297.9927,296.5112,297.4785,300.212
3.5,0000 1 Jun 1998,297.9597,296.0767,297.3548,299.9253
4.5,0000 1 Jun 1998,297.9614,296.0941,297.348,299.7212
5.5,0000 1 Jun 1998,297.8644,296.4536,297.2792,299.5603
6.5,0000 1 Jun 1998,297.7685,297.1947,297.3369,299.4035
7.5,0000 1 Jun 1998,297.859,298.1736,297.7248,299.2901
8.5,0000 1 Jun 1998,298.1596,299.1369,298.3195,299.2749
9.5,0000 1 Jun 1998,298.5863,299.5901,298.8672,299.4454
10.5,0000 1 Jun 1998,298.8912,299.1714,298.9596,299.7149
1.5,0000 1 Jul 1998,298.078,296.4934,297.5454,300.3933
2.5,0000 1 Jul 1998,297.8908,296.1705,297.3777,299.9967
3.5,0000 1 Jul 1998,297.9131,296.215,297.3481,299.7775
4.5,0000 1 Jul 1998,297.8508,296.5416,297.2825,299.6165
5.5,0000 1 Jul 1998,297.7745,297.232,297.3482,299.4534
6.5,0000 1 Jul 1998,297.8499,298.1632,297.7268,299.324
7.5,0000 1 Jul 1998,298.115,299.0961,298.2734,299.2989
8.5,0000 1 Jul 1998,298.4804,299.5138,298.7624,299.4412
9.5,0000 1 Jul 1998,298.7664,299.0233,298.8382,299.6908
10.5,0000 1 Jul 1998,298.8366,297.9154,298.49,299.8763
1.5,0000 1 Aug 1998,298.0674,296.1043,297.4785,300.1892
2.5,0000 1 Aug 1998,297.9582,296.2374,297.3636,299.9031
3.5,0000 1 Aug 1998,297.9169,296.6383,297.3186,299.7784
4.5,0000 1 Aug 1998,297.8901,297.3693,297.4355,299.6603
5.5,0000 1 Aug 1998,298.0392,298.3195,297.9134,299.5523
6.5,0000 1 Aug 1998,298.3857,299.2654,298.5561,299.5571
7.5,0000 1 Aug 1998,298.8115,299.6843,299.0996,299.7285
8.5,0000 1 Aug 1998,299.1293,299.2464,299.1836,300.0114
9.5,0000 1 Aug 1998,299.21,298.1583,298.8415,300.214
10.5,0000 1 Aug 1998,299.0163,296.9359,298.1805,300.2602
1.5,0000 1 Sep 1998,298.1125,295.88,297.3579,300.1461
2.5,0000 1 Sep 1998,297.8914,296.5253,297.2453,299.8699
3.5,0000 1 Sep 1998,297.8636,297.2905,297.3578,299.7498
4.5,0000 1 Sep 1998,297.9649,298.2748,297.7797,299.6299
5.5,0000 1 Sep 1998,298.2775,299.2125,298.3776,299.5977
6.5,0000 1 Sep 1998,298.6741,299.6453,298.8908,299.7368
7.5,0000 1 Sep 1998,298.9898,299.1427,298.988,299.998
8.5,0000 1 Sep 1998,299.0633,298.0043,298.6341,300.1959
9.5,0000 1 Sep 1998,298.8879,296.7494,297.9847,300.2448
10.5,0000 1 Sep 1998,298.576,295.8645,297.4037,300.1621
1.5,0000 1 Oct 1998,297.7171,296.113,296.98,299.9208
2.5,0000 1 Oct 1998,297.5753,297.0636,297.0534,299.6852
3.5,0000 1 Oct 1998,297.7166,298.0906,297.4788,299.552
4.5,0000 1 Oct 1998,298.0482,299.0742,298.1423,299.5005
5.5,0000 1 Oct 1998,298.5172,299.4829,298.771,299.6199
6.5,0000 1 Oct 1998,298.8473,298.9606,298.8849,299.8729
7.5,0000 1 Oct 1998,298.9466,297.8224,298.5146,300.08
8.5,0000 1 Oct 1998,298.7404,296.6176,297.7965,300.1382
9.5,0000 1 Oct 1998,298.425,295.794,297.2341,300.0669
10.5,0000 1 Oct 1998,298.1484,295.3692,296.9938,299.9456
1.5,0000 1 Nov 1998,297.7198,296.8328,297.1694,299.8405
2.5,0000 1 Nov 1998,297.7117,298.0411,297.4612,299.6406
3.5,0000 1 Nov 1998,298.0025,299.0316,298.0077,299.5883
4.5,0000 1 Nov 1998,298.4008,299.4231,298.5854,299.6704
5.5,0000 1 Nov 1998,298.7289,298.8432,298.737,299.8926
6.5,0000 1 Nov 1998,298.8436,297.7017,298.4403,300.0696
7.5,0000 1 Nov 1998,298.6851,296.5141,297.777,300.1148
8.5,0000 1 Nov 1998,298.3902,295.7005,297.2106,300.0456
9.5,0000 1 Nov 1998,298.1518,295.3035,296.973,299.9628
10.5,0000 1 Nov 1998,298.037,295.2899,296.9992,299.9165
1.5,0000 1 Dec 1998,297.7523,297.6466,297.4477,299.7252
2.5,0000 1 Dec 1998,298.0013,298.8148,298.0431,299.5796
3.5,0000 1 Dec 1998,298.3986,299.2104,298.5561,299.6942
4.5,0000 1 Dec 1998,298.6881,298.6538,298.6486,299.8948
5.5,0000 1 Dec 1998,298.7562,297.5823,298.3123,300.0353
6.5,0000 1 Dec 1998,298.5721,296.437,297.6611,300.0447
7.5,0000 1 Dec 1998,298.2712,295.6631,297.1076,299.9672
8.5,0000 1 Dec 1998,298.0395,295.2512,296.8905,299.8813
9.5,0000 1 Dec 1998,297.9411,295.2505,296.9315,299.8262
10.5,0000 1 Dec 1998,297.9332,295.6255,297.0811,299.7734
1.5,0000 1 Jan 1999,298.2509,298.8671,298.4115,299.542
2.5,0000 1 Jan 1999,298.6627,299.289,298.9158,299.7329
3.5,0000 1 Jan 1999,298.955,298.7679,298.904,300.1024
4.5,0000 1 Jan 1999,298.9969,297.6645,298.497,300.3228
5.5,0000 1 Jan 1999,298.7701,296.5374,297.8224,300.3271
6.5,0000 1 Jan 1999,298.4177,295.7451,297.2552,300.1882
7.5,0000 1 Jan 1999,298.1237,295.347,296.9792,300.0416
8.5,0000 1 Jan 1999,297.9896,295.3164,296.9785,299.9369
9.5,0000 1 Jan 1999,297.9512,295.623,297.0668,299.8582
10.5,0000 1 Jan 1999,297.8953,296.175,297.1485,299.7542
1.5,0000 1 Feb 1999,298.7735,299.2177,298.9626,299.9481
2.5,0000 1 Feb 1999,298.9656,298.7008,298.8969,300.2275
3.5,0000 1 Feb 1999,298.9352,297.5873,298.4234,300.4096
4.5,0000 1 Feb 1999,298.6694,296.4504,297.6788,300.3999
5.5,0000 1 Feb 1999,298.305,295.6636,297.1,300.2435
6.5,0000 1 Feb 1999,298.0225,295.2837,296.8519,300.0617
7.5,0000 1 Feb 1999,297.8836,295.2427,296.8641,299.9266
8.5,0000 1 Feb 1999,297.8396,295.5687,296.9608,299.8295
9.5,0000 1 Feb 1999,297.8083,296.109,297.0557,299.7422
10.5,0000 1 Feb 1999,297.8013,296.929,297.2481,299.6304
1.5,0000 1 Mar 1999,299.1068,298.7784,299.1156,300.194
2.5,0000 1 Mar 1999,298.8864,297.5687,298.4358,300.3554
3.5,0000 1 Mar 1999,298.5132,296.4145,297.6161,300.3187
4.5,0000 1 Mar 1999,298.1515,295.5534,297.0264,300.144
5.5,0000 1 Mar 1999,297.9172,295.1284,296.8113,299.9421
6.5,0000 1 Mar 1999,297.8051,295.0927,296.8287,299.801
7.5,0000 1 Mar 1999,297.7548,295.4575,296.9155,299.705
8.5,0000 1 Mar 1999,297.6909,296.0619,296.987,299.6112
9.5,0000 1 Mar 1999,297.6595,296.8846,297.1722,299.4783
10.5,0000 1 Mar 1999,297.7848,297.8922,297.6036,299.3602
1.5,0000 1 Apr 1999,299.2728,297.6714,298.8294,300.6009
2.5,0000 1 Apr 1999,298.7411,296.5652,297.9296,300.4646
3.5,0000 1 Apr 1999,298.2263,295.6454,297.1938,300.22
4.5,0000 1 Apr 1999,297.9032,295.1378,296.8195,299.992
5.5,0000 1 Apr 1999,297.7492,295.0822,296.7538,299.8135
6.5,0000 1 Apr 1999,297.6512,295.4383,296.8012,299.6747
7.5,0000 1 Apr 1999,297.5469,296.0349,296.8423,299.5446
8.5,0000 1 Apr 1999,297.5023,296.9059,297.045,299.399
9.5,0000 1 Apr 1999,297.6225,297.9374,297.4904,299.2619
10.5,0000 1 Apr 1999,297.9271,298.9163,298.0393,299.2457
1.5,0000 1 May 1999,299.0535,296.4426,298.2141,300.5904
2.5,0000 1 May 1999,298.3949,295.721,297.36,300.2956
3.5,0000 1 May 1999,297.9279,295.2683,296.8585,299.9899
4.5,0000 1 May 1999,297.6913,295.2492,296.7438,299.75
5.5,0000 1 May 1999,297.5576,295.5928,296.7708,299.5565
6.5,0000 1 May 1999,297.4303,296.1603,296.7982,299.4094
7.5,0000 1 May 1999,297.3795,296.9555,296.9587,299.2743
8.5,0000 1 May 1999,297.494,297.9176,297.3481,299.1752
9.5,0000 1 May 1999,297.7942,298.8383,297.8999,299.1824
10.5,0000 1 May 1999,298.2428,299.2606,298.4732,299.3504
1.5,0000 1 Jun 1999,298.89,295.6466,297.8363,300.6761
2.5,0000 1 Jun 1999,298.3247,295.39,297.2496,300.3034
3.5,0000 1 Jun 1999,297.9826,295.4279,297.0092,300.015
4.5,0000 1 Jun 1999,297.8073,295.763,296.9442,299.8082
5.5,0000 1 Jun 1999,297.6554,296.2728,296.9256,299.6411
6.5,0000 1 Jun 1999,297.5658,297.0441,297.0635,299.4658
7.5,0000 1 Jun 1999,297.6348,298.0376,297.4473,299.3318
8.5,0000 1 Jun 1999,297.8748,299.0059,297.9495,299.295
9.5,0000 1 Jun 1999,298.2232,299.4398,298.4216,299.4198
10.5,0000 1 Jun 1999,298.5426,298.9032,298.557,299.6565
1.5,0000 1 Jul 1999,298.4283,295.045,297.3478,300.4094
2.5,0000 1 Jul 1999,297.9801,295.2732,297.0257,300.0575
3.5,0000 1 Jul 1999,297.8111,295.6976,296.9427,299.8382
4.5,0000 1 Jul 1999,297.6765,296.2799,296.9232,299.6633
5.5,0000 1 Jul 1999,297.5957,297.0915,297.0916,299.4883
6.5,0000 1 Jul 1999,297.7042,298.0778,297.5449,299.3758
7.5,0000 1 Jul 1999,298.0193,299.0262,298.1365,299.3837
8.5,0000 1 Jul 1999,298.4054,299.5219,298.6342,299.5482
9.5,0000 1 Jul 1999,298.7399,299.1076,298.7741,299.8096
10.5,0000 1 Jul 1999,298.8922,298.0285,298.5314,300.0225
1.5,0000 1 Aug 1999,298.0953,294.8768,297.0284,300.1433
2.5,0000 1 Aug 1999,297.7071,295.4425,296.7956,299.8008
3.5,0000 1 Aug 1999,297.4945,296.0875,296.7144,299.5931
4.5,0000 1 Aug 1999,297.3944,296.9431,296.8474,299.4188
5.5,0000 1 Aug 1999,297.4669,297.9879,297.2683,299.2764
6.5,0000 1 Aug 1999,297.7715,298.9731,297.8698,299.2758
7.5,0000 1 Aug 1999,298.2199,299.4596,298.4532,299.458
8.5,0000 1 Aug 1999,298.6234,299.0272,298.6747,299.7409
9.5,0000 1 Aug 1999,298.7887,297.9625,298.4448,299.9659
10.5,0000 1 Aug 1999,298.6708,296.7714,297.8749,300.026
1.5,0000 1 Sep 1999,297.7394,295.0961,296.7285,299.9576
2.5,0000 1 Sep 1999,297.3778,295.9903,296.6067,299.6147
3.5,0000 1 Sep 1999,297.2845,296.8802,296.7394,299.4504
4.5,0000 1 Sep 1999,297.4449,297.9684,297.2345,299.3709
5.5,0000 1 Sep 1999,297.7989,299.0041,297.8795,299.3869
6.5,0000 1 Sep 1999,298.2598,299.565,298.4989,299.5544
7.5,0000 1 Sep 1999,298.6523,299.17,298.6974,299.8215
8.5,0000 1 Sep 1999,298.8337,298.0921,298.4811,300.0284
9.5,0000 1 Sep 1999,298.7387,296.8448,297.9165,300.0934
10.5,0000 1 Sep 1999,298.4951,295.9666,297.4072,300.0523
1.5,0000 1 Oct 1999,297.7898,295.497,296.7035,300.1977
2.5,0000 1 Oct 1999,297.4426,296.6668,296.7405,299.851
3.5,0000 1 Oct 1999,297.4878,297.7996,297.1433,299.6478
4.5,0000 1 Oct 1999,297.8157,298.8303,297.8166,299.5577
5.5,0000 1 Oct 1999,298.2708,299.2964,298.4443,299.6666
6.5,0000 1 Oct 1999,298.652,298.8348,298.6379,299.923
7.5,0000 1 Oct 1999,298.8475,297.7878,298.4246,300.129
8.5,0000 1 Oct 1999,298.7769,296.6824,297.9177,300.1859
9.5,0000 1 Oct 1999,298.5543,295.9283,297.4445,300.1325
10.5,0000 1 Oct 1999,298.3525,295.5539,297.2277,300.0634
1.5,0000 1 Nov 1999,297.6439,296.3698,296.739,300.2117
2.5,0000 1 Nov 1999,297.5438,297.7611,297.1332,299.8754
3.5,0000 1 Nov 1999,297.8047,298.8632,297.7774,299.6765
4.5,0000 1 Nov 1999,298.1969,299.3222,298.3869,299.6796
5.5,0000 1 Nov 1999,298.5448,298.757,298.5454,299.8654
6.5,0000 1 Nov 1999,298.6989,297.6122,298.2708,300.0381
7.5,0000 1 Nov 1999,298.5789,296.4577,297.6765,300.0731
8.5,0000 1 Nov 1999,298.3355,295.731,297.1878,300.0012
9.5,0000 1 Nov 1999,298.136,295.3669,296.9763,299.9201
10.5,0000 1 Nov 1999,298.0573,295.3496,297.0044,299.8854
1.5,0000 1 Dec 1999,297.5443,297.5507,297.1479,299.7722
2.5,0000 1 Dec 1999,297.6639,298.756,297.6391,299.5746
3.5,0000 1 Dec 1999,298.0721,299.101,298.1746,299.6578
4.5,0000 1 Dec 1999,298.4462,298.4686,298.3222,299.8798
5.5,0000 1 Dec 1999,298.6089,297.346,298.1092,300.0367
6.5,0000 1 Dec 1999,298.5295,296.2895,297.5746,300.0657
7.5,0000 1 Dec 1999,298.316,295.6326,297.117,300.0099
8.5,0000 1 Dec 1999,298.1426,295.345,296.944,299.9525
9.5,0000 1 Dec 1999,298.0872,295.3904,297.0215,299.9326
10.5,0000 1 Dec 1999,298.1061,295.773,297.1939,299.9368
1.5,0000 1 Jan 2000,297.7026,298.7189,297.6094,299.6483
2.5,0000 1 Jan 2000,298.0242,299.2009,298.1485,299.635
3.5,0000 1 Jan 2000,298.4223,298.57,298.3123,299.8553
4.5,0000 1 Jan 2000,298.6286,297.3751,298.0807,300.0505
5.5,0000 1 Jan 2000,298.5807,296.2678,297.61,300.1105
6.5,0000 1 Jan 2000,298.4032,295.6219,297.1958,300.097
7.5,0000 1 Jan 2000,298.2644,295.37,297.0544,300.0621
8.5,0000 1 Jan 2000,298.2266,295.4411,297.1479,300.0439
9.5,0000 1 Jan 2000,298.2418,295.8496,297.3421,300.0216
10.5,0000 1 Jan 2000,298.2397,296.4709,297.4988,299.9746
1.5,0000 1 Feb 2000,298.5905,299.3174,298.7232,299.9559
2.5,0000 1 Feb 2000,298.8692,298.7609,298.7562,300.2153
3.5,0000 1 Feb 2000,299.0067,297.6566,298.4508,300.46
4.5,0000 1 Feb 2000,298.9446,296.5666,297.9607,300.5421
5.5,0000 1 Feb 2000,298.7472,295.8774,297.5258,300.4944
6.5,0000 1 Feb 2000,298.5465,295.5584,297.32,300.407
7.5,0000 1 Feb 2000,298.4511,295.5835,297.3329,300.3663
8.5,0000 1 Feb 2000,298.4437,295.9464,297.461,300.3481
9.5,0000 1 Feb 2000,298.4483,296.5397,297.6076,300.326
10.5,0000 1 Feb 2000,298.4523,297.3242,297.8206,300.2327
1.5,0000 1 Mar 2000,299.329,298.959,299.4025,300.2555
2.5,0000 1 Mar 2000,299.3164,297.8501,298.8847,300.4971
3.5,0000 1 Mar 2000,299.046,296.7122,298.1289,300.5943
4.5,0000 1 Mar 2000,298.7445,295.9276,297.5648,300.5422
5.5,0000 1 Mar 2000,298.5077,295.5271,297.3079,300.4348
6.5,0000 1 Mar 2000,298.3725,295.5241,297.2911,300.354
7.5,0000 1 Mar 2000,298.3371,295.8881,297.3796,300.3223
8.5,0000 1 Mar 2000,298.3449,296.4442,297.4988,300.2958
9.5,0000 1 Mar 2000,298.3587,297.2203,297.7029,300.1943
10.5,0000 1 Mar 2000,298.4409,298.1709,298.0791,300.0564
1.5,0000 1 Apr 2000,299.6518,297.8282,299.2306,300.686
2.5,0000 1 Apr 2000,299.2975,296.7256,298.3985,300.7423
3.5,0000 1 Apr 2000,298.9282,295.9529,297.7609,300.6703
4.5,0000 1 Apr 2000,298.6339,295.5586,297.421,300.5424
5.5,0000 1 Apr 2000,298.4693,295.5569,297.3406,300.453
6.5,0000 1 Apr 2000,298.3991,295.9126,297.3791,300.4131
7.5,0000 1 Apr 2000,298.376,296.5001,297.4811,300.3827
8.5,0000 1 Apr 2000,298.3732,297.2906,297.6898,300.2913
9.5,0000 1 Apr 2000,298.4648,298.2373,298.0892,300.1743
10.5,0000 1 Apr 2000,298.7255,299.155,298.6274,300.1256
1.5,0000 1 May 2000,299.6898,296.9557,298.9271,300.9224
2.5,0000 1 May 2000,299.2001,296.2391,298.1403,300.8271
3.5,0000 1 May 2000,298.8206,295.8296,297.6609,300.7032
4.5,0000 1 May 2000,298.6343,295.8011,297.51,300.6096
5.5,0000 1 May 2000,298.5403,296.1248,297.5177,300.5495
6.5,0000 1 May 2000,298.4659,296.6645,297.5795,300.4706
7.5,0000 1 May 2000,298.4033,297.3747,297.7264,300.3412
8.5,0000 1 May 2000,298.4399,298.2495,298.0528,300.1746
9.5,0000 1 May 2000,298.643,299.0827,298.5165,300.0875
10.5,0000 1 May 2000,298.9889,299.5074,298.9915,300.1618
1.5,0000 1 Jun 2000,299.2091,295.9617,298.1483,300.8633
2.5,0000 1 Jun 2000,298.7021,295.6711,297.5534,300.6778
3.5,0000 1 Jun 2000,298.4435,295.673,297.3253,300.541
4.5,0000 1 Jun 2000,298.3605,296.0173,297.3434,300.4562
5.5,0000 1 Jun 2000,298.3241,296.5882,297.4472,300.3921
6.5,0000 1 Jun 2000,298.3157,297.3802,297.6559,300.2953
7.5,0000 1 Jun 2000,298.4189,298.3484,298.0649,300.1734
8.5,0000 1 Jun 2000,298.6967,299.2616,298.6063,300.1333
9.5,0000 1 Jun 2000,299.0877,299.7423,299.1095,300.2478
10.5,0000 1 Jun 2000,299.4301,299.3195,299.2821,300.487
1.5,0000 1 Jul 2000,299.1064,295.3722,297.805,301.0587
2.5,0000 1 Jul 2000,298.7583,295.6157,297.5414,300.9041
3.5,0000 1 Jul 2000,298.6264,296.0523,297.5145,300.805
4.5,0000 1 Jul 2000,298.5886,296.6537,297.6078,300.7437
5.5,0000 1 Jul 2000,298.5697,297.4345,297.8113,300.6496
6.5,0000 1 Jul 2000,298.6367,298.4023,298.2085,300.5251
7.5,0000 1 Jul 2000,298.885,299.3282,298.7732,300.4406
8.5,0000 1 Jul 2000,299.2764,299.8142,299.3188,300.5026
9.5,0000 1 Jul 2000,299.6439,299.3606,299.5188,300.7175
10.5,0000 1 Jul 2000,299.7758,298.2677,299.2409,300.9059
1.5,0000 1 Aug 2000,298.822,295.076,297.5177,300.9563
2.5,0000 1 Aug 2000,298.5131,295.7042,297.3536,300.7377
3.5,0000 1 Aug 2000,298.4087,296.3657,297.3775,300.6423
4.5,0000 1 Aug 2000,298.3616,297.1618,297.5579,300.514
5.5,0000 1 Aug 2000,298.4088,298.1724,297.9739,300.3517
6.5,0000 1 Aug 2000,298.6244,299.1453,298.5353,300.2503
7.5,0000 1 Aug 2000,298.9954,299.6523,299.0897,300.3049
8.5,0000 1 Aug 2000,299.3536,299.2081,299.2782,300.4907
9.5,0000 1 Aug 2000,299.5235,298.1506,299.0459,300.6512
10.5,0000 1 Aug 2000,299.3702,296.9556,298.4511,300.6559
1.5,0000 1 Sep 2000,298.8166,295.3433,297.4891,301.0469
2.5,0000 1 Sep 2000,298.5323,296.3171,297.4542,300.8307
3.5,0000 1 Sep 2000,298.4339,297.2259,297.6076,300.6783
4.5,0000 1 Sep 2000,298.4984,298.2808,298.0255,300.4933
5.5,0000 1 Sep 2000,298.7009,299.278,298.5701,300.3652
6.5,0000 1 Sep 2000,299.0795,299.7669,299.1418,300.4152
7.5,0000 1 Sep 2000,299.433,299.2936,299.3113,300.6457
8.5,0000 1 Sep 2000,299.6189,298.2065,299.1101,300.8401
9.5,0000 1 Sep 2000,299.4824,297.0112,298.5239,300.866
10.5,0000 1 Sep 2000,299.1342,296.1731,297.9375,300.7388
1.5,0000 1 Oct 2000,298.7176,296.0923,297.5788,301.017
2.5,0000 1 Oct 2000,298.5487,297.1886,297.6528,300.8443
3.5,0000 1 Oct 2000,298.5847,298.2313,297.9998,300.6941
4.5,0000 1 Oct 2000,298.8056,299.1873,298.598,300.5501
5.5,0000 1 Oct 2000,299.1546,299.6902,299.1784,300.5438
6.5,0000 1 Oct 2000,299.5314,299.2528,299.4301,300.7006
7.5,0000 1 Oct 2000,299.7238,298.1434,299.207,300.8621
8.5,0000 1 Oct 2000,299.614,296.9341,298.6236,300.9045
9.5,0000 1 Oct 2000,299.2872,296.0942,298.0053,300.8214
10.5,0000 1 Oct 2000,298.9561,295.7074,297.6396,300.7135
1.5,0000 1 Nov 2000,298.5913,296.5411,297.5172,300.9256
2.5,0000 1 Nov 2000,298.5216,297.9025,297.8738,300.6742
3.5,0000 1 Nov 2000,298.7472,299.0014,298.4869,300.5479
4.5,0000 1 Nov 2000,299.1326,299.5119,299.0782,300.5714
5.5,0000 1 Nov 2000,299.4849,299.0332,299.286,300.746
6.5,0000 1 Nov 2000,299.619,297.9397,299.0131,300.8897
7.5,0000 1 Nov 2000,299.4781,296.7875,298.4348,300.8885
8.5,0000 1 Nov 2000,299.1656,296.0027,297.8644,300.7555
9.5,0000 1 Nov 2000,298.8543,295.5999,297.5166,300.6231
10.5,0000 1 Nov 2000,298.656,295.58,297.4259,300.5542
1.5,0000 1 Dec 2000,298.7702,297.4951,298.1271,300.6784
2.5,0000 1 Dec 2000,298.9379,298.7419,298.5935,300.6042
3.5,0000 1 Dec 2000,299.3129,299.3378,299.1362,300.7173
4.5,0000 1 Dec 2000,299.6476,298.9287,299.3257,300.9301
5.5,0000 1 Dec 2000,299.7812,297.9147,299.1078,301.0816
6.5,0000 1 Dec 2000,299.642,296.8318,298.5591,301.0609
7.5,0000 1 Dec 2000,299.3254,296.1138,298.007,300.9234
8.5,0000 1 Dec 2000,299.0027,295.7275,297.6599,300.775
9.5,0000 1 Dec 2000,298.8224,295.6913,297.5844,300.7093
10.5,0000 1 Dec 2000,298.7632,296.0047,297.663,300.6777
1.5,0000 1 Jan 2001,299.0961,298.8307,298.8812,300.5047
2.5,0000 1 Jan 2001,299.4147,299.4199,299.3473,300.6183
3.5,0000 1 Jan 2001,299.6966,298.9343,299.3858,300.9008
4.5,0000 1 Jan 2001,299.8022,297.8722,299.0842,301.0894
5.5,0000 1 Jan 2001,299.6311,296.7831,298.4959,301.0935
6.5,0000 1 Jan 2001,299.2776,296.062,297.9271,300.9535
7.5,0000 1 Jan 2001,298.9514,295.6625,297.5779,300.8104
8.5,0000 1 Jan 2001,298.7862,295.6578,297.5283,300.7322
9.5,0000 1 Jan 2001,298.7525,296.0138,297.6493,300.6909
10.5,0000 1 Jan 2001,298.7393,296.6202,297.7999,300.619
1.5,0000 1 Feb 2001,299.614,299.6637,299.5371,300.7582
2.5,0000 1 Feb 2001,299.8313,299.1003,299.5574,300.9984
3.5,0000 1 Feb 2001,299.8254,297.991,299.1391,301.1569
4.5,0000 1 Feb 2001,299.5709,296.8403,298.4604,301.1225
5.5,0000 1 Feb 2001,299.1721,296.0908,297.8328,300.9505
6.5,0000 1 Feb 2001,298.8195,295.6942,297.4922,300.7666
7.5,0000 1 Feb 2001,298.6387,295.6417,297.4329,300.6568
8.5,0000 1 Feb 2001,298.6025,295.971,297.5434,300.6093
9.5,0000 1 Feb 2001,298.6133,296.5351,297.6999,300.5551
10.5,0000 1 Feb 2001,298.6142,297.351,297.9367,300.4132
1.5,0000 1 Mar 2001,299.9967,299.0442,299.7589,301.0913
2.5,0000 1 Mar 2001,299.9184,297.9484,299.2471,301.2482
3.5,0000 1 Mar 2001,299.6347,296.7928,298.5218,301.2365
4.5,0000 1 Mar 2001,299.2444,296.0218,297.8654,301.0977
5.5,0000 1 Mar 2001,298.9214,295.6261,297.5541,300.9189
6.5,0000 1 Mar 2001,298.7283,295.6299,297.4934,300.8047
7.5,0000 1 Mar 2001,298.6845,296.0001,297.5944,300.7457
8.5,0000 1 Mar 2001,298.6536,296.5434,297.695,300.6742
9.5,0000 1 Mar 2001,298.6295,297.3012,297.9016,300.5155
10.5,0000 1 Mar 2001,298.6802,298.2391,298.2848,300.3179
1.5,0000 1 Apr 2001,300.2898,298.3232,299.7209,301.4355
2.5,0000 1 Apr 2001,299.9547,297.048,298.8922,301.4534
3.5,0000 1 Apr 2001,299.5136,296.1927,298.1601,301.3214
4.5,0000 1 Apr 2001,299.1538,295.8127,297.766,301.1442
