L,BIAS_ABS
1.5,1.1552999999999796
2.5,1.2692499999999793
3.5,1.5110799999999724
4.5,1.636539999999982
5.5,1.728649999999973
6.5,1.8771799999999725
7.5,2.077139999999977
8.5,2.2437099999999783
9.5,2.3819299999999797
10.5,2.4479699999999776
