L,M,MON,LDC_SST_GEM52_NEMO
9.5,20,0000 1 Mar 1991,299.196
10.5,20,0000 1 Mar 1991,299.1086
1.5,1,0000 1 Apr 1991,300.405
2.5,1,0000 1 Apr 1991,300.0795
3.5,1,0000 1 Apr 1991,299.6323
4.5,1,0000 1 Apr 1991,299.0898
5.5,1,0000 1 Apr 1991,298.6586
6.5,1,0000 1 Apr 1991,298.3391
7.5,1,0000 1 Apr 1991,298.0858
8.5,1,0000 1 Apr 1991,297.8399
9.5,1,0000 1 Apr 1991,297.7007
10.5,1,0000 1 Apr 1991,297.6531
1.5,2,0000 1 Apr 1991,300.5804
2.5,2,0000 1 Apr 1991,300.3138
3.5,2,0000 1 Apr 1991,299.9063
4.5,2,0000 1 Apr 1991,299.4564
5.5,2,0000 1 Apr 1991,299.1817
6.5,2,0000 1 Apr 1991,299.0096
7.5,2,0000 1 Apr 1991,298.8109
8.5,2,0000 1 Apr 1991,298.5037
9.5,2,0000 1 Apr 1991,298.3955
10.5,2,0000 1 Apr 1991,298.6186
1.5,3,0000 1 Apr 1991,300.562
2.5,3,0000 1 Apr 1991,300.1043
3.5,3,0000 1 Apr 1991,299.4329
4.5,3,0000 1 Apr 1991,298.7941
5.5,3,0000 1 Apr 1991,298.3855
6.5,3,0000 1 Apr 1991,298.1762
7.5,3,0000 1 Apr 1991,298.0448
8.5,3,0000 1 Apr 1991,298.0321
9.5,3,0000 1 Apr 1991,298.0352
10.5,3,0000 1 Apr 1991,298.2285
1.5,4,0000 1 Apr 1991,300.3728
2.5,4,0000 1 Apr 1991,299.9182
3.5,4,0000 1 Apr 1991,299.3387
4.5,4,0000 1 Apr 1991,298.784
5.5,4,0000 1 Apr 1991,298.4708
6.5,4,0000 1 Apr 1991,298.3258
7.5,4,0000 1 Apr 1991,298.1446
8.5,4,0000 1 Apr 1991,297.8722
9.5,4,0000 1 Apr 1991,297.664
10.5,4,0000 1 Apr 1991,297.7031
1.5,5,0000 1 Apr 1991,300.3966
2.5,5,0000 1 Apr 1991,299.7287
3.5,5,0000 1 Apr 1991,298.7895
4.5,5,0000 1 Apr 1991,298.0042
5.5,5,0000 1 Apr 1991,297.6396
6.5,5,0000 1 Apr 1991,297.5072
7.5,5,0000 1 Apr 1991,297.3045
8.5,5,0000 1 Apr 1991,297.0399
9.5,5,0000 1 Apr 1991,296.9039
10.5,5,0000 1 Apr 1991,296.8722
1.5,6,0000 1 Apr 1991,300.3488
2.5,6,0000 1 Apr 1991,299.8162
3.5,6,0000 1 Apr 1991,299.1608
4.5,6,0000 1 Apr 1991,298.3894
5.5,6,0000 1 Apr 1991,297.8351
6.5,6,0000 1 Apr 1991,297.4927
7.5,6,0000 1 Apr 1991,297.4618
8.5,6,0000 1 Apr 1991,297.447
9.5,6,0000 1 Apr 1991,297.472
10.5,6,0000 1 Apr 1991,297.6109
1.5,7,0000 1 Apr 1991,300.3862
2.5,7,0000 1 Apr 1991,299.9173
3.5,7,0000 1 Apr 1991,299.2567
4.5,7,0000 1 Apr 1991,298.5138
5.5,7,0000 1 Apr 1991,297.9281
6.5,7,0000 1 Apr 1991,297.5942
7.5,7,0000 1 Apr 1991,297.433
8.5,7,0000 1 Apr 1991,297.3723
9.5,7,0000 1 Apr 1991,297.4086
10.5,7,0000 1 Apr 1991,297.4995
1.5,8,0000 1 Apr 1991,300.5171
2.5,8,0000 1 Apr 1991,300.0854
3.5,8,0000 1 Apr 1991,299.5216
4.5,8,0000 1 Apr 1991,299.0335
5.5,8,0000 1 Apr 1991,298.7891
6.5,8,0000 1 Apr 1991,298.7387
7.5,8,0000 1 Apr 1991,298.6542
8.5,8,0000 1 Apr 1991,298.4495
9.5,8,0000 1 Apr 1991,298.2709
10.5,8,0000 1 Apr 1991,298.3485
1.5,9,0000 1 Apr 1991,300.2762
2.5,9,0000 1 Apr 1991,299.5256
3.5,9,0000 1 Apr 1991,298.7056
4.5,9,0000 1 Apr 1991,298.0432
5.5,9,0000 1 Apr 1991,297.7356
6.5,9,0000 1 Apr 1991,297.5624
7.5,9,0000 1 Apr 1991,297.4881
8.5,9,0000 1 Apr 1991,297.4197
9.5,9,0000 1 Apr 1991,297.3807
10.5,9,0000 1 Apr 1991,297.4554
1.5,10,0000 1 Apr 1991,300.5184
2.5,10,0000 1 Apr 1991,299.9841
3.5,10,0000 1 Apr 1991,299.3962
4.5,10,0000 1 Apr 1991,298.9393
5.5,10,0000 1 Apr 1991,298.723
6.5,10,0000 1 Apr 1991,298.553
7.5,10,0000 1 Apr 1991,298.3282
8.5,10,0000 1 Apr 1991,298.1289
9.5,10,0000 1 Apr 1991,297.9783
10.5,10,0000 1 Apr 1991,297.9772
1.5,11,0000 1 Apr 1991,300.4984
2.5,11,0000 1 Apr 1991,300.0315
3.5,11,0000 1 Apr 1991,299.2844
4.5,11,0000 1 Apr 1991,298.6219
5.5,11,0000 1 Apr 1991,298.3034
6.5,11,0000 1 Apr 1991,298.1705
7.5,11,0000 1 Apr 1991,298.032
8.5,11,0000 1 Apr 1991,297.8255
9.5,11,0000 1 Apr 1991,297.573
10.5,11,0000 1 Apr 1991,297.5549
1.5,12,0000 1 Apr 1991,300.4837
2.5,12,0000 1 Apr 1991,300.043
3.5,12,0000 1 Apr 1991,299.3877
4.5,12,0000 1 Apr 1991,298.8113
5.5,12,0000 1 Apr 1991,298.3582
6.5,12,0000 1 Apr 1991,298.165
7.5,12,0000 1 Apr 1991,297.9331
8.5,12,0000 1 Apr 1991,297.7
9.5,12,0000 1 Apr 1991,297.4552
10.5,12,0000 1 Apr 1991,297.254
1.5,13,0000 1 Apr 1991,300.3301
2.5,13,0000 1 Apr 1991,299.7238
3.5,13,0000 1 Apr 1991,298.9411
4.5,13,0000 1 Apr 1991,298.3402
5.5,13,0000 1 Apr 1991,298.2149
6.5,13,0000 1 Apr 1991,298.3242
7.5,13,0000 1 Apr 1991,298.4015
8.5,13,0000 1 Apr 1991,298.3302
9.5,13,0000 1 Apr 1991,298.3072
10.5,13,0000 1 Apr 1991,298.353
1.5,14,0000 1 Apr 1991,300.3348
2.5,14,0000 1 Apr 1991,299.806
3.5,14,0000 1 Apr 1991,299.0292
4.5,14,0000 1 Apr 1991,298.347
5.5,14,0000 1 Apr 1991,297.9763
6.5,14,0000 1 Apr 1991,297.7784
7.5,14,0000 1 Apr 1991,297.5693
8.5,14,0000 1 Apr 1991,297.353
9.5,14,0000 1 Apr 1991,297.4088
10.5,14,0000 1 Apr 1991,297.5845
1.5,15,0000 1 Apr 1991,300.3428
2.5,15,0000 1 Apr 1991,299.9448
3.5,15,0000 1 Apr 1991,299.3672
4.5,15,0000 1 Apr 1991,298.7196
5.5,15,0000 1 Apr 1991,298.2602
6.5,15,0000 1 Apr 1991,297.9901
7.5,15,0000 1 Apr 1991,297.837
8.5,15,0000 1 Apr 1991,297.7417
9.5,15,0000 1 Apr 1991,297.7703
10.5,15,0000 1 Apr 1991,297.8691
1.5,16,0000 1 Apr 1991,300.2874
2.5,16,0000 1 Apr 1991,299.8282
3.5,16,0000 1 Apr 1991,299.1605
4.5,16,0000 1 Apr 1991,298.6289
5.5,16,0000 1 Apr 1991,298.3095
6.5,16,0000 1 Apr 1991,298.2575
7.5,16,0000 1 Apr 1991,298.0924
8.5,16,0000 1 Apr 1991,297.9751
9.5,16,0000 1 Apr 1991,297.9724
10.5,16,0000 1 Apr 1991,298.1404
1.5,17,0000 1 Apr 1991,300.2161
2.5,17,0000 1 Apr 1991,299.7395
3.5,17,0000 1 Apr 1991,299.1728
4.5,17,0000 1 Apr 1991,298.736
5.5,17,0000 1 Apr 1991,298.4733
6.5,17,0000 1 Apr 1991,298.3178
7.5,17,0000 1 Apr 1991,298.1656
8.5,17,0000 1 Apr 1991,298.0332
9.5,17,0000 1 Apr 1991,297.9862
10.5,17,0000 1 Apr 1991,298.0482
1.5,18,0000 1 Apr 1991,299.9807
2.5,18,0000 1 Apr 1991,299.5438
3.5,18,0000 1 Apr 1991,298.9784
4.5,18,0000 1 Apr 1991,298.4483
5.5,18,0000 1 Apr 1991,298.0982
6.5,18,0000 1 Apr 1991,297.9657
7.5,18,0000 1 Apr 1991,297.9489
8.5,18,0000 1 Apr 1991,297.9361
9.5,18,0000 1 Apr 1991,298.0061
10.5,18,0000 1 Apr 1991,298.26
1.5,19,0000 1 Apr 1991,300.3254
2.5,19,0000 1 Apr 1991,299.8546
3.5,19,0000 1 Apr 1991,299.1552
4.5,19,0000 1 Apr 1991,298.5483
5.5,19,0000 1 Apr 1991,298.1249
6.5,19,0000 1 Apr 1991,297.9263
7.5,19,0000 1 Apr 1991,297.8203
8.5,19,0000 1 Apr 1991,297.8232
9.5,19,0000 1 Apr 1991,297.9443
10.5,19,0000 1 Apr 1991,298.1508
1.5,20,0000 1 Apr 1991,300.4595
2.5,20,0000 1 Apr 1991,300.0152
3.5,20,0000 1 Apr 1991,299.4632
4.5,20,0000 1 Apr 1991,299.1146
5.5,20,0000 1 Apr 1991,299.0525
6.5,20,0000 1 Apr 1991,299.1131
7.5,20,0000 1 Apr 1991,299.1205
8.5,20,0000 1 Apr 1991,299.1285
9.5,20,0000 1 Apr 1991,299.1441
10.5,20,0000 1 Apr 1991,299.1523
1.5,1,0000 1 May 1991,300.616
2.5,1,0000 1 May 1991,299.9437
3.5,1,0000 1 May 1991,299.2408
4.5,1,0000 1 May 1991,298.7451
5.5,1,0000 1 May 1991,298.4053
6.5,1,0000 1 May 1991,298.1022
7.5,1,0000 1 May 1991,297.7855
8.5,1,0000 1 May 1991,297.6222
9.5,1,0000 1 May 1991,297.6212
10.5,1,0000 1 May 1991,297.7398
1.5,2,0000 1 May 1991,300.6123
2.5,2,0000 1 May 1991,299.9472
3.5,2,0000 1 May 1991,299.4601
4.5,2,0000 1 May 1991,299.183
5.5,2,0000 1 May 1991,299.0322
6.5,2,0000 1 May 1991,298.8648
7.5,2,0000 1 May 1991,298.7975
8.5,2,0000 1 May 1991,298.8338
9.5,2,0000 1 May 1991,298.9543
10.5,2,0000 1 May 1991,299.1537
1.5,3,0000 1 May 1991,300.7802
2.5,3,0000 1 May 1991,300.3905
3.5,3,0000 1 May 1991,300.0732
4.5,3,0000 1 May 1991,299.8516
5.5,3,0000 1 May 1991,299.7882
6.5,3,0000 1 May 1991,299.7638
7.5,3,0000 1 May 1991,299.6319
8.5,3,0000 1 May 1991,299.4435
9.5,3,0000 1 May 1991,299.4944
10.5,3,0000 1 May 1991,299.6854
1.5,4,0000 1 May 1991,300.6638
2.5,4,0000 1 May 1991,300.2256
3.5,4,0000 1 May 1991,299.8191
4.5,4,0000 1 May 1991,299.5121
5.5,4,0000 1 May 1991,299.2546
6.5,4,0000 1 May 1991,299.049
7.5,4,0000 1 May 1991,298.8235
8.5,4,0000 1 May 1991,298.5866
9.5,4,0000 1 May 1991,298.4541
10.5,4,0000 1 May 1991,298.388
1.5,5,0000 1 May 1991,300.5796
2.5,5,0000 1 May 1991,299.8949
3.5,5,0000 1 May 1991,299.2688
4.5,5,0000 1 May 1991,298.8507
5.5,5,0000 1 May 1991,298.6615
6.5,5,0000 1 May 1991,298.5206
7.5,5,0000 1 May 1991,298.3244
8.5,5,0000 1 May 1991,298.1864
9.5,5,0000 1 May 1991,298.0712
10.5,5,0000 1 May 1991,298.0445
1.5,6,0000 1 May 1991,300.7485
2.5,6,0000 1 May 1991,300.2249
3.5,6,0000 1 May 1991,299.6339
4.5,6,0000 1 May 1991,299.172
5.5,6,0000 1 May 1991,298.899
6.5,6,0000 1 May 1991,298.7534
7.5,6,0000 1 May 1991,298.4893
8.5,6,0000 1 May 1991,298.1348
9.5,6,0000 1 May 1991,297.796
10.5,6,0000 1 May 1991,297.7187
1.5,7,0000 1 May 1991,300.7912
2.5,7,0000 1 May 1991,300.2687
3.5,7,0000 1 May 1991,299.7206
4.5,7,0000 1 May 1991,299.4232
5.5,7,0000 1 May 1991,299.279
6.5,7,0000 1 May 1991,299.2
7.5,7,0000 1 May 1991,298.9988
8.5,7,0000 1 May 1991,298.6412
9.5,7,0000 1 May 1991,298.3642
10.5,7,0000 1 May 1991,298.1182
1.5,8,0000 1 May 1991,300.6156
2.5,8,0000 1 May 1991,299.9738
3.5,8,0000 1 May 1991,299.2991
4.5,8,0000 1 May 1991,298.8059
5.5,8,0000 1 May 1991,298.4946
6.5,8,0000 1 May 1991,298.315
7.5,8,0000 1 May 1991,298.1496
8.5,8,0000 1 May 1991,298.1326
9.5,8,0000 1 May 1991,298.1826
10.5,8,0000 1 May 1991,298.2343
1.5,9,0000 1 May 1991,300.7375
2.5,9,0000 1 May 1991,300.0717
3.5,9,0000 1 May 1991,299.3832
4.5,9,0000 1 May 1991,298.8833
5.5,9,0000 1 May 1991,298.6857
6.5,9,0000 1 May 1991,298.5788
7.5,9,0000 1 May 1991,298.5251
8.5,9,0000 1 May 1991,298.4865
9.5,9,0000 1 May 1991,298.4935
10.5,9,0000 1 May 1991,298.5283
1.5,10,0000 1 May 1991,300.5916
2.5,10,0000 1 May 1991,299.9121
3.5,10,0000 1 May 1991,299.3762
4.5,10,0000 1 May 1991,299.194
5.5,10,0000 1 May 1991,299.257
6.5,10,0000 1 May 1991,299.359
7.5,10,0000 1 May 1991,299.4586
8.5,10,0000 1 May 1991,299.5996
9.5,10,0000 1 May 1991,299.8723
10.5,10,0000 1 May 1991,300.1594
1.5,11,0000 1 May 1991,300.7024
2.5,11,0000 1 May 1991,300.2071
3.5,11,0000 1 May 1991,299.6602
4.5,11,0000 1 May 1991,299.3319
5.5,11,0000 1 May 1991,299.1956
6.5,11,0000 1 May 1991,299.1562
7.5,11,0000 1 May 1991,299.0186
8.5,11,0000 1 May 1991,298.8247
9.5,11,0000 1 May 1991,298.5777
10.5,11,0000 1 May 1991,298.3321
1.5,12,0000 1 May 1991,300.5996
2.5,12,0000 1 May 1991,300.1232
3.5,12,0000 1 May 1991,299.5451
4.5,12,0000 1 May 1991,299.2086
5.5,12,0000 1 May 1991,299.0947
6.5,12,0000 1 May 1991,299.0119
7.5,12,0000 1 May 1991,298.8641
8.5,12,0000 1 May 1991,298.6427
9.5,12,0000 1 May 1991,298.5077
10.5,12,0000 1 May 1991,298.5016
1.5,13,0000 1 May 1991,300.8177
2.5,13,0000 1 May 1991,300.418
3.5,13,0000 1 May 1991,299.9531
4.5,13,0000 1 May 1991,299.6294
5.5,13,0000 1 May 1991,299.5448
6.5,13,0000 1 May 1991,299.4568
7.5,13,0000 1 May 1991,299.3446
8.5,13,0000 1 May 1991,299.1366
9.5,13,0000 1 May 1991,298.9947
10.5,13,0000 1 May 1991,298.8558
1.5,14,0000 1 May 1991,300.6775
2.5,14,0000 1 May 1991,300.1274
3.5,14,0000 1 May 1991,299.6066
4.5,14,0000 1 May 1991,299.3054
5.5,14,0000 1 May 1991,299.2143
6.5,14,0000 1 May 1991,299.1705
7.5,14,0000 1 May 1991,299.0413
8.5,14,0000 1 May 1991,298.8634
9.5,14,0000 1 May 1991,298.6198
10.5,14,0000 1 May 1991,298.3848
1.5,15,0000 1 May 1991,300.6742
2.5,15,0000 1 May 1991,300.266
3.5,15,0000 1 May 1991,299.845
4.5,15,0000 1 May 1991,299.4975
5.5,15,0000 1 May 1991,299.2394
6.5,15,0000 1 May 1991,299.0618
7.5,15,0000 1 May 1991,298.8457
8.5,15,0000 1 May 1991,298.654
9.5,15,0000 1 May 1991,298.5237
10.5,15,0000 1 May 1991,298.275
1.5,16,0000 1 May 1991,300.66
2.5,16,0000 1 May 1991,300.0138
3.5,16,0000 1 May 1991,299.4135
4.5,16,0000 1 May 1991,298.9696
5.5,16,0000 1 May 1991,298.9046
6.5,16,0000 1 May 1991,298.8447
7.5,16,0000 1 May 1991,298.7854
8.5,16,0000 1 May 1991,298.6791
9.5,16,0000 1 May 1991,298.6417
10.5,16,0000 1 May 1991,298.7024
1.5,17,0000 1 May 1991,300.7394
2.5,17,0000 1 May 1991,300.3453
3.5,17,0000 1 May 1991,299.9115
4.5,17,0000 1 May 1991,299.6003
5.5,17,0000 1 May 1991,299.379
6.5,17,0000 1 May 1991,299.1527
7.5,17,0000 1 May 1991,298.9843
8.5,17,0000 1 May 1991,298.8082
9.5,17,0000 1 May 1991,298.7431
10.5,17,0000 1 May 1991,298.5712
1.5,18,0000 1 May 1991,300.625
2.5,18,0000 1 May 1991,299.9992
3.5,18,0000 1 May 1991,299.4194
4.5,18,0000 1 May 1991,299.0547
5.5,18,0000 1 May 1991,298.9375
6.5,18,0000 1 May 1991,298.801
7.5,18,0000 1 May 1991,298.5864
8.5,18,0000 1 May 1991,298.3102
9.5,18,0000 1 May 1991,298.2326
10.5,18,0000 1 May 1991,298.2918
1.5,19,0000 1 May 1991,300.2318
2.5,19,0000 1 May 1991,299.4109
3.5,19,0000 1 May 1991,298.7948
4.5,19,0000 1 May 1991,298.5643
5.5,19,0000 1 May 1991,298.4744
6.5,19,0000 1 May 1991,298.2177
7.5,19,0000 1 May 1991,297.9049
8.5,19,0000 1 May 1991,297.6652
9.5,19,0000 1 May 1991,297.5907
10.5,19,0000 1 May 1991,297.537
1.5,20,0000 1 May 1991,300.5222
2.5,20,0000 1 May 1991,300.0373
3.5,20,0000 1 May 1991,299.545
4.5,20,0000 1 May 1991,299.1574
5.5,20,0000 1 May 1991,299.0323
6.5,20,0000 1 May 1991,299.0332
7.5,20,0000 1 May 1991,299.075
8.5,20,0000 1 May 1991,299.1637
9.5,20,0000 1 May 1991,299.2764
10.5,20,0000 1 May 1991,299.3432
1.5,1,0000 1 Jun 1991,300.7107
2.5,1,0000 1 Jun 1991,300.3245
3.5,1,0000 1 Jun 1991,300.1839
4.5,1,0000 1 Jun 1991,300.2498
5.5,1,0000 1 Jun 1991,300.3186
6.5,1,0000 1 Jun 1991,300.3126
7.5,1,0000 1 Jun 1991,300.2611
8.5,1,0000 1 Jun 1991,300.238
9.5,1,0000 1 Jun 1991,300.3422
10.5,1,0000 1 Jun 1991,300.4835
1.5,2,0000 1 Jun 1991,300.4755
2.5,2,0000 1 Jun 1991,299.8067
3.5,2,0000 1 Jun 1991,299.2947
4.5,2,0000 1 Jun 1991,299.1229
5.5,2,0000 1 Jun 1991,299.0809
6.5,2,0000 1 Jun 1991,298.9965
7.5,2,0000 1 Jun 1991,298.7994
8.5,2,0000 1 Jun 1991,298.7327
9.5,2,0000 1 Jun 1991,298.8348
10.5,2,0000 1 Jun 1991,298.9418
1.5,3,0000 1 Jun 1991,300.6437
2.5,3,0000 1 Jun 1991,300.1335
3.5,3,0000 1 Jun 1991,299.7217
4.5,3,0000 1 Jun 1991,299.4751
5.5,3,0000 1 Jun 1991,299.2866
6.5,3,0000 1 Jun 1991,299.1068
7.5,3,0000 1 Jun 1991,298.8031
8.5,3,0000 1 Jun 1991,298.6603
9.5,3,0000 1 Jun 1991,298.6402
10.5,3,0000 1 Jun 1991,298.5846
1.5,4,0000 1 Jun 1991,300.3507
2.5,4,0000 1 Jun 1991,299.8219
3.5,4,0000 1 Jun 1991,299.5717
4.5,4,0000 1 Jun 1991,299.4866
5.5,4,0000 1 Jun 1991,299.4939
6.5,4,0000 1 Jun 1991,299.3837
7.5,4,0000 1 Jun 1991,299.3592
8.5,4,0000 1 Jun 1991,299.4148
9.5,4,0000 1 Jun 1991,299.45
10.5,4,0000 1 Jun 1991,299.1855
1.5,5,0000 1 Jun 1991,300.494
2.5,5,0000 1 Jun 1991,299.925
3.5,5,0000 1 Jun 1991,299.6157
4.5,5,0000 1 Jun 1991,299.5674
5.5,5,0000 1 Jun 1991,299.5995
6.5,5,0000 1 Jun 1991,299.5334
7.5,5,0000 1 Jun 1991,299.4684
8.5,5,0000 1 Jun 1991,299.4602
9.5,5,0000 1 Jun 1991,299.371
10.5,5,0000 1 Jun 1991,299.0335
1.5,6,0000 1 Jun 1991,300.6111
2.5,6,0000 1 Jun 1991,299.9845
3.5,6,0000 1 Jun 1991,299.5703
4.5,6,0000 1 Jun 1991,299.3554
5.5,6,0000 1 Jun 1991,299.2516
6.5,6,0000 1 Jun 1991,299.187
7.5,6,0000 1 Jun 1991,299.2287
8.5,6,0000 1 Jun 1991,299.2698
9.5,6,0000 1 Jun 1991,299.2746
10.5,6,0000 1 Jun 1991,299.1692
1.5,7,0000 1 Jun 1991,300.6855
2.5,7,0000 1 Jun 1991,300.3007
3.5,7,0000 1 Jun 1991,300.0982
4.5,7,0000 1 Jun 1991,299.9883
5.5,7,0000 1 Jun 1991,299.9351
6.5,7,0000 1 Jun 1991,299.7974
7.5,7,0000 1 Jun 1991,299.5346
8.5,7,0000 1 Jun 1991,299.1561
9.5,7,0000 1 Jun 1991,298.7791
10.5,7,0000 1 Jun 1991,298.2833
1.5,8,0000 1 Jun 1991,300.5269
2.5,8,0000 1 Jun 1991,300.0714
3.5,8,0000 1 Jun 1991,299.8304
4.5,8,0000 1 Jun 1991,299.8695
5.5,8,0000 1 Jun 1991,299.9627
6.5,8,0000 1 Jun 1991,300.052
7.5,8,0000 1 Jun 1991,300.0494
8.5,8,0000 1 Jun 1991,300.0274
9.5,8,0000 1 Jun 1991,299.9381
10.5,8,0000 1 Jun 1991,299.6572
1.5,9,0000 1 Jun 1991,300.6421
2.5,9,0000 1 Jun 1991,300.2098
3.5,9,0000 1 Jun 1991,299.8747
4.5,9,0000 1 Jun 1991,299.7931
5.5,9,0000 1 Jun 1991,299.7017
6.5,9,0000 1 Jun 1991,299.4864
7.5,9,0000 1 Jun 1991,299.1368
8.5,9,0000 1 Jun 1991,298.8272
9.5,9,0000 1 Jun 1991,298.7176
10.5,9,0000 1 Jun 1991,298.6661
1.5,10,0000 1 Jun 1991,300.5788
2.5,10,0000 1 Jun 1991,300.0421
3.5,10,0000 1 Jun 1991,299.8138
4.5,10,0000 1 Jun 1991,299.7054
5.5,10,0000 1 Jun 1991,299.7534
6.5,10,0000 1 Jun 1991,299.7497
7.5,10,0000 1 Jun 1991,299.6645
8.5,10,0000 1 Jun 1991,299.5654
9.5,10,0000 1 Jun 1991,299.5688
10.5,10,0000 1 Jun 1991,299.573
1.5,11,0000 1 Jun 1991,300.4845
2.5,11,0000 1 Jun 1991,300.1075
3.5,11,0000 1 Jun 1991,299.8868
4.5,11,0000 1 Jun 1991,299.7603
5.5,11,0000 1 Jun 1991,299.6667
6.5,11,0000 1 Jun 1991,299.5162
7.5,11,0000 1 Jun 1991,299.2759
8.5,11,0000 1 Jun 1991,299.079
9.5,11,0000 1 Jun 1991,298.9097
10.5,11,0000 1 Jun 1991,298.3655
1.5,12,0000 1 Jun 1991,300.3862
2.5,12,0000 1 Jun 1991,299.8973
3.5,12,0000 1 Jun 1991,299.6036
4.5,12,0000 1 Jun 1991,299.5516
5.5,12,0000 1 Jun 1991,299.4674
6.5,12,0000 1 Jun 1991,299.2447
7.5,12,0000 1 Jun 1991,299.0933
8.5,12,0000 1 Jun 1991,299.131
9.5,12,0000 1 Jun 1991,299.2381
10.5,12,0000 1 Jun 1991,299.1626
1.5,13,0000 1 Jun 1991,300.0854
2.5,13,0000 1 Jun 1991,299.4586
3.5,13,0000 1 Jun 1991,299.1452
4.5,13,0000 1 Jun 1991,299.0003
5.5,13,0000 1 Jun 1991,298.9251
6.5,13,0000 1 Jun 1991,298.7668
7.5,13,0000 1 Jun 1991,298.6871
8.5,13,0000 1 Jun 1991,298.6618
9.5,13,0000 1 Jun 1991,298.684
10.5,13,0000 1 Jun 1991,298.6446
1.5,14,0000 1 Jun 1991,300.2849
2.5,14,0000 1 Jun 1991,299.7275
3.5,14,0000 1 Jun 1991,299.3756
4.5,14,0000 1 Jun 1991,299.2851
5.5,14,0000 1 Jun 1991,299.2651
6.5,14,0000 1 Jun 1991,299.1329
7.5,14,0000 1 Jun 1991,298.9727
8.5,14,0000 1 Jun 1991,298.9187
9.5,14,0000 1 Jun 1991,298.9439
10.5,14,0000 1 Jun 1991,298.8072
1.5,15,0000 1 Jun 1991,300.4382
2.5,15,0000 1 Jun 1991,299.9654
3.5,15,0000 1 Jun 1991,299.7358
4.5,15,0000 1 Jun 1991,299.7474
5.5,15,0000 1 Jun 1991,299.7711
6.5,15,0000 1 Jun 1991,299.7025
7.5,15,0000 1 Jun 1991,299.6029
8.5,15,0000 1 Jun 1991,299.5751
9.5,15,0000 1 Jun 1991,299.6295
10.5,15,0000 1 Jun 1991,299.3035
1.5,16,0000 1 Jun 1991,300.5034
2.5,16,0000 1 Jun 1991,300.0059
3.5,16,0000 1 Jun 1991,299.6626
4.5,16,0000 1 Jun 1991,299.4663
5.5,16,0000 1 Jun 1991,299.4208
6.5,16,0000 1 Jun 1991,299.4234
7.5,16,0000 1 Jun 1991,299.3378
8.5,16,0000 1 Jun 1991,299.237
9.5,16,0000 1 Jun 1991,299.1591
10.5,16,0000 1 Jun 1991,299.1493
1.5,17,0000 1 Jun 1991,300.4822
2.5,17,0000 1 Jun 1991,299.899
3.5,17,0000 1 Jun 1991,299.4504
4.5,17,0000 1 Jun 1991,299.1584
5.5,17,0000 1 Jun 1991,298.9674
6.5,17,0000 1 Jun 1991,298.7531
7.5,17,0000 1 Jun 1991,298.5872
8.5,17,0000 1 Jun 1991,298.4765
9.5,17,0000 1 Jun 1991,298.4623
10.5,17,0000 1 Jun 1991,298.4332
1.5,18,0000 1 Jun 1991,300.0393
2.5,18,0000 1 Jun 1991,299.4016
3.5,18,0000 1 Jun 1991,299.0718
4.5,18,0000 1 Jun 1991,298.9825
5.5,18,0000 1 Jun 1991,298.9192
6.5,18,0000 1 Jun 1991,298.7933
7.5,18,0000 1 Jun 1991,298.6223
8.5,18,0000 1 Jun 1991,298.462
9.5,18,0000 1 Jun 1991,298.3839
10.5,18,0000 1 Jun 1991,298.2845
1.5,19,0000 1 Jun 1991,300.2628
2.5,19,0000 1 Jun 1991,299.6487
3.5,19,0000 1 Jun 1991,299.3513
4.5,19,0000 1 Jun 1991,299.349
5.5,19,0000 1 Jun 1991,299.522
6.5,19,0000 1 Jun 1991,299.6626
7.5,19,0000 1 Jun 1991,299.7686
8.5,19,0000 1 Jun 1991,299.8273
9.5,19,0000 1 Jun 1991,299.8835
10.5,19,0000 1 Jun 1991,299.6703
1.5,20,0000 1 Jun 1991,300.2834
2.5,20,0000 1 Jun 1991,299.8183
3.5,20,0000 1 Jun 1991,299.5466
4.5,20,0000 1 Jun 1991,299.3565
5.5,20,0000 1 Jun 1991,299.2586
6.5,20,0000 1 Jun 1991,299.157
7.5,20,0000 1 Jun 1991,299.038
8.5,20,0000 1 Jun 1991,298.9632
9.5,20,0000 1 Jun 1991,298.9565
10.5,20,0000 1 Jun 1991,298.8061
1.5,1,0000 1 Jul 1991,300.2354
2.5,1,0000 1 Jul 1991,299.9054
3.5,1,0000 1 Jul 1991,299.9507
4.5,1,0000 1 Jul 1991,300.0353
5.5,1,0000 1 Jul 1991,300.0078
6.5,1,0000 1 Jul 1991,299.8193
7.5,1,0000 1 Jul 1991,299.6109
8.5,1,0000 1 Jul 1991,299.3748
9.5,1,0000 1 Jul 1991,298.8771
10.5,1,0000 1 Jul 1991,298.1832
1.5,2,0000 1 Jul 1991,300.2477
2.5,2,0000 1 Jul 1991,299.9312
3.5,2,0000 1 Jul 1991,299.9276
4.5,2,0000 1 Jul 1991,300.1073
5.5,2,0000 1 Jul 1991,300.3286
6.5,2,0000 1 Jul 1991,300.4336
7.5,2,0000 1 Jul 1991,300.3829
8.5,2,0000 1 Jul 1991,300.3257
9.5,2,0000 1 Jul 1991,300.2384
10.5,2,0000 1 Jul 1991,299.8706
1.5,3,0000 1 Jul 1991,300.3111
2.5,3,0000 1 Jul 1991,300.0221
3.5,3,0000 1 Jul 1991,300.0466
4.5,3,0000 1 Jul 1991,300.1762
5.5,3,0000 1 Jul 1991,300.2616
