L,BIAS_ABS
1.5,0.398172631578948
2.5,0.4807171929824568
3.5,0.5369566666666677
4.5,0.555226842105264
5.5,0.6214952631578954
6.5,0.6609625925925935
7.5,0.6736096296296306
8.5,0.7290018518518527
9.5,0.7844774074074079
10.5,0.7962761111111121
