L,BIAS_ABS
1.5,0.3144762962962966
2.5,0.2822240740740736
3.5,0.2487474074074072
4.5,0.4032318518518502
5.5,0.5929040740740746
6.5,0.6985391666666669
7.5,0.8918779166666675
