L,MON,LDC_SST_COLA_CESM1,LDC_SST_COLA_CESM1_ONETWO,LDC_SST_COLA_CESM1_THREE,LDC_SST_COLA_CESM1_FOUR
2.5,0000 1 May 2013,26.34016,20.18449,24.43806,28.50213
3.5,0000 1 May 2013,25.43319,19.5971,23.44778,28.06067
4.5,0000 1 May 2013,24.8884,19.51879,23.04071,27.57892
5.5,0000 1 May 2013,24.83428,19.91548,23.1287,27.34446
6.5,0000 1 May 2013,24.97724,20.68639,23.49037,27.35448
7.5,0000 1 May 2013,25.22007,21.82631,24.00151,27.55268
8.5,0000 1 May 2013,25.54087,23.23864,24.69213,27.75911
9.5,0000 1 May 2013,26.03582,24.61233,25.47904,27.99237
10.5,0000 1 May 2013,26.70495,25.50418,26.32627,28.27612
1.5,0000 1 Jun 2013,26.27204,20.01733,24.22961,28.57057
2.5,0000 1 Jun 2013,25.22121,19.59183,23.19552,28.09102
3.5,0000 1 Jun 2013,24.51943,19.60339,22.66084,27.57631
4.5,0000 1 Jun 2013,24.4841,19.96499,22.8037,27.30088
5.5,0000 1 Jun 2013,24.76175,20.6653,23.25181,27.31711
6.5,0000 1 Jun 2013,25.14106,21.74179,23.85772,27.57384
7.5,0000 1 Jun 2013,25.56528,23.14446,24.6155,27.91259
8.5,0000 1 Jun 2013,26.09699,24.5516,25.45862,28.23791
9.5,0000 1 Jun 2013,26.7927,25.52824,26.36156,28.56409
10.5,0000 1 Jun 2013,27.58844,25.85479,27.16116,28.92902
1.5,0000 1 Jul 2013,26.13706,19.5317,24.15148,28.51955
2.5,0000 1 Jul 2013,25.31149,19.62728,23.41329,28.14574
3.5,0000 1 Jul 2013,24.98114,19.98464,23.20749,27.91734
4.5,0000 1 Jul 2013,25.17467,20.66111,23.50765,27.94189
5.5,0000 1 Jul 2013,25.4956,21.71111,24.06006,28.04557
6.5,0000 1 Jul 2013,25.76272,23.1009,24.72929,28.1499
7.5,0000 1 Jul 2013,26.17279,24.46658,25.498,28.30001
8.5,0000 1 Jul 2013,26.79953,25.33554,26.33974,28.53073
9.5,0000 1 Jul 2013,27.54569,25.48917,27.09586,28.86162
10.5,0000 1 Jul 2013,28.17801,25.06237,27.52899,29.16806
1.5,0000 1 Aug 2013,26.07041,19.4077,24.11612,28.48169
2.5,0000 1 Aug 2013,25.68165,19.89871,23.79784,28.32048
3.5,0000 1 Aug 2013,25.59506,20.60191,23.86017,28.27142
4.5,0000 1 Aug 2013,25.75722,21.59614,24.25348,28.30339
5.5,0000 1 Aug 2013,25.95891,22.86095,24.83464,28.34088
6.5,0000 1 Aug 2013,26.31604,24.15595,25.53753,28.44594
7.5,0000 1 Aug 2013,26.94383,25.09769,26.37247,28.68776
8.5,0000 1 Aug 2013,27.70213,25.4322,27.16211,28.99079
9.5,0000 1 Aug 2013,28.34912,25.22854,27.66735,29.26882
10.5,0000 1 Aug 2013,28.6679,24.63649,27.7384,29.39535
1.5,0000 1 Sep 2013,26.5136,20.2653,24.73144,28.68852
2.5,0000 1 Sep 2013,26.40928,21.10888,24.78345,28.68857
3.5,0000 1 Sep 2013,26.36601,22.04064,24.95717,28.69836
4.5,0000 1 Sep 2013,26.4399,23.1142,25.39243,28.65562
5.5,0000 1 Sep 2013,26.73925,24.1998,26.01687,28.6817
6.5,0000 1 Sep 2013,27.32514,24.99107,26.79163,28.85182
7.5,0000 1 Sep 2013,28.05748,25.28623,27.53628,29.14465
8.5,0000 1 Sep 2013,28.64484,25.08965,27.95011,29.40746
9.5,0000 1 Sep 2013,28.88148,24.52863,27.90472,29.54072
10.5,0000 1 Sep 2013,28.74922,23.77609,27.50426,29.51069
1.5,0000 1 Oct 2013,26.84487,20.77496,25.17083,28.9522
2.5,0000 1 Oct 2013,26.80672,21.90895,25.33346,28.95162
3.5,0000 1 Oct 2013,26.74614,23.03168,25.61078,28.91129
4.5,0000 1 Oct 2013,26.90683,24.05662,26.07952,28.88486
5.5,0000 1 Oct 2013,27.35148,24.62312,26.72309,28.9604
6.5,0000 1 Oct 2013,28.02931,24.64866,27.36217,29.18312
7.5,0000 1 Oct 2013,28.6245,24.30869,27.77921,29.38757
8.5,0000 1 Oct 2013,28.92233,23.89407,27.82544,29.48672
9.5,0000 1 Oct 2013,28.84403,23.43327,27.55377,29.45448
10.5,0000 1 Oct 2013,28.5455,23.06381,27.21085,29.36266
1.5,0000 1 Nov 2013,26.75727,21.57856,25.36028,28.76245
2.5,0000 1 Nov 2013,26.47259,22.69999,25.43018,28.57892
3.5,0000 1 Nov 2013,26.379,23.44612,25.55508,28.51237
4.5,0000 1 Nov 2013,26.77662,23.77636,26.00558,28.6671
5.5,0000 1 Nov 2013,27.48488,23.71643,26.62115,28.93827
6.5,0000 1 Nov 2013,28.0876,23.41545,27.03427,29.20154
7.5,0000 1 Nov 2013,28.29086,22.99176,26.98451,29.3104
8.5,0000 1 Nov 2013,28.02976,22.45375,26.5352,29.21619
9.5,0000 1 Nov 2013,27.48665,21.95484,25.98446,28.95121
10.5,0000 1 Nov 2013,27.07258,21.70614,25.64464,28.72964
1.5,0000 1 Dec 2013,26.58019,22.66387,25.45243,28.55975
2.5,0000 1 Dec 2013,26.55043,23.69728,25.77763,28.42914
3.5,0000 1 Dec 2013,26.87644,23.9796,26.20511,28.56496
4.5,0000 1 Dec 2013,27.54377,23.74252,26.73062,28.92746
5.5,0000 1 Dec 2013,28.13404,23.23031,27.05161,29.26612
6.5,0000 1 Dec 2013,28.33121,22.75729,26.94796,29.43081
7.5,0000 1 Dec 2013,28.06803,22.20925,26.47749,29.37733
8.5,0000 1 Dec 2013,27.55539,21.69011,25.92772,29.16952
9.5,0000 1 Dec 2013,27.12818,21.45519,25.56832,28.95004
10.5,0000 1 Dec 2013,27.02349,21.60723,25.50905,28.8644
1.5,0000 1 Jan 2014,26.62363,23.89307,25.90207,28.34719
2.5,0000 1 Jan 2014,26.99224,24.075,26.36424,28.5426
3.5,0000 1 Jan 2014,27.54569,23.54813,26.70534,28.90591
4.5,0000 1 Jan 2014,28.07963,22.78107,26.89278,29.22882
5.5,0000 1 Jan 2014,28.27571,22.11393,26.73279,29.33882
6.5,0000 1 Jan 2014,27.98352,21.59372,26.23792,29.23275
7.5,0000 1 Jan 2014,27.38662,21.17529,25.62439,28.96918
8.5,0000 1 Jan 2014,26.84125,21.04096,25.1831,28.70973
9.5,0000 1 Jan 2014,26.63086,21.26401,25.04221,28.57605
10.5,0000 1 Jan 2014,26.70265,21.84803,25.20441,28.58998
1.5,0000 1 Feb 2014,27.11661,24.5232,26.53093,28.6954
2.5,0000 1 Feb 2014,27.76113,24.44226,27.0801,29.05077
3.5,0000 1 Feb 2014,28.28142,23.80618,27.31071,29.27172
4.5,0000 1 Feb 2014,28.5125,22.98611,27.157,29.33926
5.5,0000 1 Feb 2014,28.29278,22.32468,26.67233,29.25497
6.5,0000 1 Feb 2014,27.77823,21.85829,26.10601,29.07521
7.5,0000 1 Feb 2014,27.34992,21.66126,25.7297,28.9523
8.5,0000 1 Feb 2014,27.2575,21.87589,25.72209,28.91887
9.5,0000 1 Feb 2014,27.42979,22.50981,25.99725,28.97573
10.5,0000 1 Feb 2014,27.65517,23.48943,26.41343,28.9969
1.5,0000 1 Mar 2014,27.78426,24.66738,27.12817,29.11432
2.5,0000 1 Mar 2014,28.22083,24.199,27.27527,29.30387
3.5,0000 1 Mar 2014,28.21029,23.15676,26.83573,29.34191
4.5,0000 1 Mar 2014,27.81112,22.16188,26.08695,29.22179
5.5,0000 1 Mar 2014,27.17446,21.54419,25.39608,28.9641
6.5,0000 1 Mar 2014,26.66544,21.28104,24.99212,28.70161
7.5,0000 1 Mar 2014,26.53545,21.39171,24.96635,28.59577
8.5,0000 1 Mar 2014,26.69104,21.93185,25.23132,28.62287
9.5,0000 1 Mar 2014,26.96777,22.88542,25.66444,28.72359
10.5,0000 1 Mar 2014,27.24079,24.07495,26.16216,28.78231
1.5,0000 1 Apr 2014,28.41766,24.46721,27.64729,29.43331
2.5,0000 1 Apr 2014,28.43436,23.88405,27.26466,29.50731
3.5,0000 1 Apr 2014,28.15203,22.89021,26.55429,29.44706
4.5,0000 1 Apr 2014,27.69992,22.04234,25.93298,29.28033
5.5,0000 1 Apr 2014,27.37489,21.6762,25.65611,29.14547
6.5,0000 1 Apr 2014,27.37629,21.83622,25.78662,29.10621
7.5,0000 1 Apr 2014,27.64926,22.45566,26.13003,29.17841
8.5,0000 1 Apr 2014,28.01327,23.41254,26.59989,29.24555
9.5,0000 1 Apr 2014,28.31533,24.56286,27.06903,29.25166
10.5,0000 1 Apr 2014,28.56149,25.60216,27.5408,29.21882
1.5,0000 1 May 2014,28.12049,23.23966,26.9971,29.38931
2.5,0000 1 May 2014,27.55515,22.25402,25.96722,29.31923
3.5,0000 1 May 2014,26.84763,21.40069,25.00587,29.11068
4.5,0000 1 May 2014,26.49339,20.99834,24.6501,28.92313
5.5,0000 1 May 2014,26.62269,21.15995,24.89204,28.87926
6.5,0000 1 May 2014,27.05116,21.86721,25.40225,29.00416
7.5,0000 1 May 2014,27.54354,22.96753,26.01196,29.13987
8.5,0000 1 May 2014,27.95159,24.2474,26.61138,29.18029
9.5,0000 1 May 2014,28.29615,25.3682,27.20305,29.16847
10.5,0000 1 May 2014,28.62006,26.12693,27.80731,29.19395
1.5,0000 1 Jun 2014,27.39635,22.15905,25.76558,29.23178
2.5,0000 1 Jun 2014,26.6414,21.25881,24.68011,29.03394
3.5,0000 1 Jun 2014,26.18883,20.82863,24.17149,28.90125
4.5,0000 1 Jun 2014,26.34817,20.94504,24.40975,28.92792
5.5,0000 1 Jun 2014,26.79507,21.60823,24.97888,29.04243
6.5,0000 1 Jun 2014,27.33036,22.74986,25.65539,29.17485
7.5,0000 1 Jun 2014,27.795,24.0762,26.32051,29.21308
8.5,0000 1 Jun 2014,28.2021,25.24148,26.95674,29.21201
9.5,0000 1 Jun 2014,28.54002,25.97134,27.55392,29.208
10.5,0000 1 Jun 2014,28.88426,26.24022,28.12281,29.30104
1.5,0000 1 Jul 2014,26.85143,21.05926,25.02599,28.94235
2.5,0000 1 Jul 2014,26.31139,20.67929,24.26479,28.82468
3.5,0000 1 Jul 2014,26.19797,20.76404,24.14653,28.84957
4.5,0000 1 Jul 2014,26.52935,21.27709,24.53284,29.00934
5.5,0000 1 Jul 2014,27.02971,22.26414,25.18409,29.15898
6.5,0000 1 Jul 2014,27.49153,23.59951,25.86427,29.24282
7.5,0000 1 Jul 2014,27.87923,24.84067,26.48228,29.26064
8.5,0000 1 Jul 2014,28.25645,25.64872,27.10739,29.29241
9.5,0000 1 Jul 2014,28.62963,25.92414,27.69456,29.35842
10.5,0000 1 Jul 2014,28.96238,25.74184,28.17066,29.39354
1.5,0000 1 Aug 2014,26.58026,20.78776,24.80524,28.73786
2.5,0000 1 Aug 2014,26.39656,20.85564,24.52815,28.72474
3.5,0000 1 Aug 2014,26.49166,21.29367,24.60192,28.90667
4.5,0000 1 Aug 2014,26.82698,22.11558,25.04255,29.09058
5.5,0000 1 Aug 2014,27.19811,23.31395,25.65902,29.15626
6.5,0000 1 Aug 2014,27.53958,24.57105,26.23885,29.1459
7.5,0000 1 Aug 2014,27.94428,25.42868,26.82535,29.17196
8.5,0000 1 Aug 2014,28.41982,25.75825,27.45222,29.27578
9.5,0000 1 Aug 2014,28.82091,25.61111,27.94584,29.37582
10.5,0000 1 Aug 2014,29.02974,25.15628,28.14904,29.41132
1.5,0000 1 Sep 2014,26.92753,20.98202,25.19405,29.02635
2.5,0000 1 Sep 2014,26.92756,21.53632,25.24497,29.09155
3.5,0000 1 Sep 2014,27.02612,22.38882,25.50978,29.1647
4.5,0000 1 Sep 2014,27.17723,23.44626,25.91942,29.18299
5.5,0000 1 Sep 2014,27.47743,24.50351,26.42668,29.20452
6.5,0000 1 Sep 2014,27.97598,25.28201,27.03952,29.30657
7.5,0000 1 Sep 2014,28.54011,25.56829,27.66835,29.46809
8.5,0000 1 Sep 2014,28.99507,25.42355,28.14029,29.57696
9.5,0000 1 Sep 2014,29.21101,25.00477,28.30163,29.59751
10.5,0000 1 Sep 2014,29.15489,24.46968,28.10523,29.54436
1.5,0000 1 Oct 2014,27.44883,21.74158,25.82827,29.22355
2.5,0000 1 Oct 2014,27.54531,22.49412,25.98642,29.31886
3.5,0000 1 Oct 2014,27.67643,23.50957,26.31594,29.33431
4.5,0000 1 Oct 2014,27.92563,24.54912,26.78548,29.32922
5.5,0000 1 Oct 2014,28.36047,25.39337,27.46598,29.40572
6.5,0000 1 Oct 2014,28.84922,25.81049,28.15139,29.54066
7.5,0000 1 Oct 2014,29.26221,25.78337,28.61944,29.68464
8.5,0000 1 Oct 2014,29.41231,25.37378,28.65707,29.71328
9.5,0000 1 Oct 2014,29.27129,24.79401,28.32754,29.61933
10.5,0000 1 Oct 2014,28.97829,24.2659,27.91585,29.47512
1.5,0000 1 Nov 2014,27.4575,22.27105,26.08511,29.22178
2.5,0000 1 Nov 2014,27.32731,23.30418,26.02937,29.14961
3.5,0000 1 Nov 2014,27.30566,24.05636,25.93536,29.13419
4.5,0000 1 Nov 2014,27.68298,24.47591,26.27616,29.2007
5.5,0000 1 Nov 2014,28.25249,24.63034,26.98241,29.29265
6.5,0000 1 Nov 2014,28.74039,24.55658,27.63057,29.34933
7.5,0000 1 Nov 2014,28.94621,24.29013,27.84797,29.3567
8.5,0000 1 Nov 2014,28.8593,23.86505,27.65112,29.29273
9.5,0000 1 Nov 2014,28.64632,23.44365,27.33461,29.23252
10.5,0000 1 Nov 2014,28.54033,23.18993,27.17963,29.20655
1.5,0000 1 Dec 2014,27.34537,23.12852,26.15412,29.06344
2.5,0000 1 Dec 2014,27.12625,24.00788,25.96903,28.89953
3.5,0000 1 Dec 2014,27.17791,24.28625,25.89032,28.91559
4.5,0000 1 Dec 2014,27.60145,23.99517,26.18916,29.07995
5.5,0000 1 Dec 2014,28.06399,23.37593,26.62782,29.21125
6.5,0000 1 Dec 2014,28.25035,22.62342,26.69563,29.26484
7.5,0000 1 Dec 2014,28.00382,21.86826,26.24181,29.18797
8.5,0000 1 Dec 2014,27.52008,21.28762,25.6443,29.00425
9.5,0000 1 Dec 2014,27.11965,21.0511,25.27551,28.80888
10.5,0000 1 Dec 2014,27.06542,21.27643,25.29723,28.74828
1.5,0000 1 Jan 2015,27.26418,23.29547,26.06747,28.99828
2.5,0000 1 Jan 2015,27.45186,23.73245,26.08398,29.05156
3.5,0000 1 Jan 2015,27.80537,23.59503,26.30134,29.19984
4.5,0000 1 Jan 2015,28.21581,23.05312,26.64364,29.32122
5.5,0000 1 Jan 2015,28.41915,22.38433,26.74539,29.31615
6.5,0000 1 Jan 2015,28.2347,21.79159,26.40663,29.19367
7.5,0000 1 Jan 2015,27.83303,21.35651,25.9434,29.02804
8.5,0000 1 Jan 2015,27.50819,21.25059,25.68299,28.92703
9.5,0000 1 Jan 2015,27.47958,21.62737,25.77052,28.94001
10.5,0000 1 Jan 2015,27.70432,22.42588,26.14397,29.02487
1.5,0000 1 Feb 2015,27.91878,24.03294,27.0094,29.26459
2.5,0000 1 Feb 2015,28.4567,23.99909,27.52668,29.4412
3.5,0000 1 Feb 2015,28.85901,23.5137,27.71206,29.60283
4.5,0000 1 Feb 2015,28.93402,22.77216,27.42255,29.63893
5.5,0000 1 Feb 2015,28.54825,22.14136,26.79065,29.50687
6.5,0000 1 Feb 2015,27.91423,21.71461,26.14391,29.26594
7.5,0000 1 Feb 2015,27.42848,21.62113,25.76879,29.08249
8.5,0000 1 Feb 2015,27.30814,21.91359,25.77089,29.03009
9.5,0000 1 Feb 2015,27.4442,22.55211,26.01091,29.08267
10.5,0000 1 Feb 2015,27.59915,23.44913,26.36822,29.08145
1.5,0000 1 Mar 2015,28.63976,24.61803,27.79154,29.65806
2.5,0000 1 Mar 2015,29.1239,24.51479,28.16244,29.78035
3.5,0000 1 Mar 2015,29.27094,24.02878,28.08585,29.74108
4.5,0000 1 Mar 2015,29.13885,23.46055,27.72271,29.61994
5.5,0000 1 Mar 2015,28.80754,23.06875,27.28458,29.51785
6.5,0000 1 Mar 2015,28.5678,22.93197,27.05191,29.49689
7.5,0000 1 Mar 2015,28.62545,23.22033,27.17686,29.57967
8.5,0000 1 Mar 2015,28.89218,23.90867,27.56765,29.64494
9.5,0000 1 Mar 2015,29.18004,24.81646,28.03012,29.58447
10.5,0000 1 Mar 2015,29.32305,25.75004,28.42533,29.37835
1.5,0000 1 Apr 2015,28.84853,24.88381,28.06872,29.7157
2.5,0000 1 Apr 2015,28.91833,24.19482,27.76333,29.73547
3.5,0000 1 Apr 2015,28.6994,23.15036,27.14317,29.62623
4.5,0000 1 Apr 2015,28.34986,22.28283,26.58532,29.48654
5.5,0000 1 Apr 2015,28.08791,21.9857,26.33047,29.43063
6.5,0000 1 Apr 2015,28.10638,22.26034,26.43188,29.4561
7.5,0000 1 Apr 2015,28.36529,22.9443,26.80281,29.49493
8.5,0000 1 Apr 2015,28.68728,23.95282,27.29681,29.47692
9.5,0000 1 Apr 2015,28.90946,25.06982,27.78304,29.34943
10.5,0000 1 Apr 2015,29.05017,26.04133,28.21283,29.21217
1.5,0000 1 May 2015,28.89523,24.1996,27.82666,29.77742
2.5,0000 1 May 2015,28.77231,23.20412,27.30712,29.64149
3.5,0000 1 May 2015,28.57799,22.48533,26.84813,29.53117
4.5,0000 1 May 2015,28.48446,22.23869,26.69238,29.5151
5.5,0000 1 May 2015,28.60063,22.59073,26.89322,29.54026
6.5,0000 1 May 2015,28.84309,23.37386,27.32689,29.52342
7.5,0000 1 May 2015,29.09987,24.42359,27.85108,29.44619
8.5,0000 1 May 2015,29.23191,25.49231,28.28431,29.28938
9.5,0000 1 May 2015,29.29928,26.35165,28.62548,29.11942
10.5,0000 1 May 2015,29.32649,26.84779,28.93261,29.0526
1.5,0000 1 Jun 2015,28.41687,22.76379,26.91266,29.64622
2.5,0000 1 Jun 2015,27.8593,22.02824,26.04464,29.47145
3.5,0000 1 Jun 2015,27.46322,21.63327,25.50956,29.41078
4.5,0000 1 Jun 2015,27.48555,21.73157,25.58243,29.43572
5.5,0000 1 Jun 2015,27.81881,22.33688,26.04364,29.48535
6.5,0000 1 Jun 2015,28.2257,23.3263,26.63096,29.4649
7.5,0000 1 Jun 2015,28.55612,24.55019,27.22879,29.36349
8.5,0000 1 Jun 2015,28.80596,25.67869,27.80006,29.26646
9.5,0000 1 Jun 2015,29.05431,26.41276,28.36105,29.26068
10.5,0000 1 Jun 2015,29.31926,26.58766,28.84292,29.40931
1.5,0000 1 Jul 2015,28.47591,22.60534,26.898,29.60003
2.5,0000 1 Jul 2015,28.24638,22.09892,26.42173,29.60781
3.5,0000 1 Jul 2015,28.23904,22.1335,26.36344,29.70184
4.5,0000 1 Jul 2015,28.48725,22.69125,26.71162,29.74759
5.5,0000 1 Jul 2015,28.78355,23.67402,27.25551,29.6481
6.5,0000 1 Jul 2015,28.98504,24.93475,27.81503,29.42888
7.5,0000 1 Jul 2015,29.16461,26.04196,28.35028,29.24643
8.5,0000 1 Jul 2015,29.3286,26.80225,28.86151,29.21837
9.5,0000 1 Jul 2015,29.51824,27.09188,29.28924,29.37631
10.5,0000 1 Jul 2015,29.65059,26.87726,29.45763,29.58355
1.5,0000 1 Aug 2015,28.39272,21.68666,26.59923,29.61303
2.5,0000 1 Aug 2015,28.2524,21.80498,26.30352,29.69007
3.5,0000 1 Aug 2015,28.23996,22.2348,26.28611,29.69636
4.5,0000 1 Aug 2015,28.33784,22.95772,26.56639,29.61475
5.5,0000 1 Aug 2015,28.43431,24.01216,27.00439,29.44021
6.5,0000 1 Aug 2015,28.58933,25.12756,27.51253,29.2713
7.5,0000 1 Aug 2015,28.85117,25.90359,28.08232,29.22125
8.5,0000 1 Aug 2015,29.18857,26.10089,28.61013,29.35152
9.5,0000 1 Aug 2015,29.4118,25.76106,28.83103,29.5235
10.5,0000 1 Aug 2015,29.40321,24.98423,28.58095,29.63339
1.5,0000 1 Sep 2015,28.69666,22.02361,26.97257,29.76845
2.5,0000 1 Sep 2015,28.54388,22.48139,26.77494,29.84479
3.5,0000 1 Sep 2015,28.38641,23.02738,26.7069,29.74505
4.5,0000 1 Sep 2015,28.23973,23.80111,26.80717,29.52754
5.5,0000 1 Sep 2015,28.17681,24.67019,27.07642,29.26992
6.5,0000 1 Sep 2015,28.3398,25.21323,27.53186,29.13918
7.5,0000 1 Sep 2015,28.7267,25.15506,28.02356,29.22775
8.5,0000 1 Sep 2015,29.03565,24.61044,28.17353,29.42977
9.5,0000 1 Sep 2015,28.96021,23.80809,27.75459,29.58581
10.5,0000 1 Sep 2015,28.43054,22.91913,26.9467,29.49627
1.5,0000 1 Oct 2015,28.78244,22.71848,27.27436,29.84009
2.5,0000 1 Oct 2015,28.52539,23.21213,27.07749,29.73947
3.5,0000 1 Oct 2015,28.12804,23.71226,26.84812,29.39755
4.5,0000 1 Oct 2015,27.86636,24.18016,26.75148,29.06788
5.5,0000 1 Oct 2015,27.8889,24.36576,26.93411,28.87059
6.5,0000 1 Oct 2015,28.19666,24.01554,27.218,28.94046
7.5,0000 1 Oct 2015,28.35766,23.28487,27.17646,29.12751
8.5,0000 1 Oct 2015,28.06798,22.40084,26.56474,29.17864
9.5,0000 1 Oct 2015,27.33801,21.62438,25.66105,28.89005
10.5,0000 1 Oct 2015,26.55865,21.0966,24.94028,28.38639
1.5,0000 1 Nov 2015,28.87673,23.15949,27.51794,29.88543
2.5,0000 1 Nov 2015,28.18779,23.85467,27.11088,29.37504
3.5,0000 1 Nov 2015,27.62539,24.30903,26.69404,28.87596
4.5,0000 1 Nov 2015,27.54314,24.38998,26.71309,28.63814
5.5,0000 1 Nov 2015,27.9257,24.05145,27.00412,28.77308
6.5,0000 1 Nov 2015,28.19052,23.36835,27.06376,29.04719
7.5,0000 1 Nov 2015,28.00159,22.58316,26.55723,29.16347
8.5,0000 1 Nov 2015,27.39005,21.84254,25.78304,28.92224
9.5,0000 1 Nov 2015,26.73009,21.32988,25.16888,28.47338
10.5,0000 1 Nov 2015,26.34294,21.25804,24.87368,28.1491
1.5,0000 1 Dec 2015,28.89004,24.01062,27.72187,29.62601
2.5,0000 1 Dec 2015,28.39842,24.39919,27.4585,29.20326
3.5,0000 1 Dec 2015,28.11582,24.2682,27.22612,28.92838
4.5,0000 1 Dec 2015,28.13637,23.53605,27.00299,28.97664
5.5,0000 1 Dec 2015,28.03264,22.47748,26.49945,29.12268
6.5,0000 1 Dec 2015,27.40632,21.46771,25.58691,29.03821
7.5,0000 1 Dec 2015,26.33973,20.64887,24.49523,28.44565
8.5,0000 1 Dec 2015,25.31209,20.1683,23.63015,27.62371
9.5,0000 1 Dec 2015,24.70175,20.13832,23.18258,27.00459
10.5,0000 1 Dec 2015,24.59914,20.55251,23.14718,26.87607
1.5,0000 1 Jan 2016,29.00105,24.6773,28.1057,29.48745
2.5,0000 1 Jan 2016,28.88756,24.73352,28.14643,29.32233
3.5,0000 1 Jan 2016,28.85878,24.24639,27.95708,29.30378
4.5,0000 1 Jan 2016,28.72207,23.22057,27.36269,29.41334
5.5,0000 1 Jan 2016,28.0645,22.08555,26.26814,29.35297
6.5,0000 1 Jan 2016,26.96956,21.14159,25.0957,28.88124
7.5,0000 1 Jan 2016,25.89409,20.56907,24.17194,28.13306
8.5,0000 1 Jan 2016,25.25083,20.47403,23.72125,27.51088
9.5,0000 1 Jan 2016,25.08328,20.84515,23.60024,27.32565
10.5,0000 1 Jan 2016,25.18414,21.50351,23.77258,27.44395
1.5,0000 1 Feb 2016,28.99962,25.31268,28.43383,29.24201
2.5,0000 1 Feb 2016,28.93357,24.95332,28.27934,29.19772
3.5,0000 1 Feb 2016,28.53632,23.95133,27.34373,29.30479
4.5,0000 1 Feb 2016,27.6146,22.45958,25.81731,29.23945
5.5,0000 1 Feb 2016,26.30721,21.15811,24.32834,28.69275
6.5,0000 1 Feb 2016,25.25124,20.41965,23.46818,27.86961
7.5,0000 1 Feb 2016,24.71426,20.27477,23.15446,27.21122
8.5,0000 1 Feb 2016,24.64705,20.62741,23.13653,26.99926
9.5,0000 1 Feb 2016,24.79285,21.29128,23.37208,27.11
10.5,0000 1 Feb 2016,25.071,22.33894,23.84631,27.35073
1.5,0000 1 Mar 2016,29.23669,24.84374,28.44746,29.64735
2.5,0000 1 Mar 2016,29.1421,23.7238,27.85604,29.74429
3.5,0000 1 Mar 2016,28.65269,22.6502,26.86922,29.68529
4.5,0000 1 Mar 2016,27.92026,21.65134,25.88443,29.38743
5.5,0000 1 Mar 2016,27.17411,21.10479,25.2201,28.9431
6.5,0000 1 Mar 2016,26.77576,21.07236,24.99719,28.62418
7.5,0000 1 Mar 2016,26.74026,21.51183,25.0682,28.55962
8.5,0000 1 Mar 2016,26.97498,22.28361,25.40066,28.66288
9.5,0000 1 Mar 2016,27.3145,23.38714,25.89002,28.80161
10.5,0000 1 Mar 2016,27.6462,24.64738,26.46488,28.86833
1.5,0000 1 Apr 2016,28.38708,22.94931,26.94132,29.51923
2.5,0000 1 Apr 2016,27.41068,21.41049,25.41589,29.36778
3.5,0000 1 Apr 2016,25.9877,20.28718,23.83366,28.71334
4.5,0000 1 Apr 2016,24.675,19.63632,22.73624,27.69002
5.5,0000 1 Apr 2016,23.83342,19.55503,22.2796,26.724
6.5,0000 1 Apr 2016,23.53819,19.97378,22.22188,26.20217
7.5,0000 1 Apr 2016,23.59744,20.679,22.4682,26.04824
8.5,0000 1 Apr 2016,23.80154,21.69143,22.94746,26.00447
9.5,0000 1 Apr 2016,24.12704,22.95504,23.60273,25.99104
10.5,0000 1 Apr 2016,24.5957,24.20432,24.3278,26.10962
1.5,0000 1 May 2016,26.65328,21.66752,24.91556,28.74934
2.5,0000 1 May 2016,25.12444,20.5083,23.34758,27.88295
3.5,0000 1 May 2016,23.88798,19.90801,22.32567,26.91626
4.5,0000 1 May 2016,23.27183,19.7708,21.97945,26.20115
5.5,0000 1 May 2016,23.17623,20.08504,22.06738,25.82731
6.5,0000 1 May 2016,23.32322,20.69758,22.38689,25.70284
7.5,0000 1 May 2016,23.60137,21.6039,22.89119,25.74241
8.5,0000 1 May 2016,24.00026,22.85218,23.63278,25.82014
9.5,0000 1 May 2016,24.58691,24.14904,24.46848,26.01855
10.5,0000 1 May 2016,25.33479,25.10798,25.34643,26.35398
1.5,0000 1 Jun 2016,25.72827,20.80119,23.97077,28.29016
2.5,0000 1 Jun 2016,24.48633,20.19046,22.8632,27.43413
3.5,0000 1 Jun 2016,23.72866,20.08786,22.36359,26.73523
4.5,0000 1 Jun 2016,23.57787,20.35094,22.38956,26.39677
5.5,0000 1 Jun 2016,23.71228,20.88874,22.6797,26.27764
6.5,0000 1 Jun 2016,24.01117,21.78053,23.19951,26.30678
7.5,0000 1 Jun 2016,24.42528,23.03013,23.9369,26.40213
8.5,0000 1 Jun 2016,24.97431,24.33663,24.73973,26.62262
9.5,0000 1 Jun 2016,25.64873,25.24961,25.5375,26.98697
10.5,0000 1 Jun 2016,26.40312,25.42646,26.2931,27.45654
1.5,0000 1 Jul 2016,25.67695,20.29263,23.99628,28.18782
2.5,0000 1 Jul 2016,24.80912,20.25175,23.23493,27.6552
3.5,0000 1 Jul 2016,24.41257,20.56797,22.97555,27.37345
4.5,0000 1 Jul 2016,24.39701,21.09094,23.10942,27.30183
5.5,0000 1 Jul 2016,24.628,21.92037,23.57108,27.31806
6.5,0000 1 Jul 2016,24.92276,23.08382,24.1981,27.34105
7.5,0000 1 Jul 2016,25.37424,24.32334,24.91804,27.45425
8.5,0000 1 Jul 2016,25.98765,25.1702,25.6755,27.68533
9.5,0000 1 Jul 2016,26.72565,25.32508,26.42475,28.07584
10.5,0000 1 Jul 2016,27.37059,24.79836,26.88617,28.49109
