L,MON,LDC_SST_COLA_CESM1,LDC_SST_COLA_CESM1_ONETWO,LDC_SST_COLA_CESM1_THREE,LDC_SST_COLA_CESM1_FOUR
2.5,0000 1 Jan 1998,28.16301,25.85824,28.27113,27.89949
3.5,0000 1 Jan 1998,27.87748,24.89722,27.74742,27.88252
4.5,0000 1 Jan 1998,27.26912,23.22025,26.39468,27.97935
5.5,0000 1 Jan 1998,26.1614,21.32068,24.56275,27.79657
6.5,0000 1 Jan 1998,24.73362,19.85931,22.88162,27.05926
7.5,0000 1 Jan 1998,23.58067,19.21802,21.99063,26.08608
8.5,0000 1 Jan 1998,22.94042,19.26457,21.66019,25.34233
9.5,0000 1 Jan 1998,22.78601,19.73899,21.65333,25.12757
10.5,0000 1 Jan 1998,22.93432,20.48377,21.9394,25.14211
1.5,0000 1 Feb 1998,28.42851,26.18918,28.6162,28.23395
2.5,0000 1 Feb 1998,28.10724,25.21443,28.15861,28.07296
3.5,0000 1 Feb 1998,27.3283,23.54907,26.67943,28.05105
4.5,0000 1 Feb 1998,25.99779,21.63816,24.6275,27.73396
5.5,0000 1 Feb 1998,24.45934,20.06527,22.75001,26.89711
6.5,0000 1 Feb 1998,23.334,19.30209,21.83724,25.91255
7.5,0000 1 Feb 1998,22.77506,19.26528,21.56373,25.20604
8.5,0000 1 Feb 1998,22.64408,19.69266,21.5799,24.99421
9.5,0000 1 Feb 1998,22.76975,20.42267,21.86368,24.94667
10.5,0000 1 Feb 1998,23.09212,21.42944,22.42808,24.95236
1.5,0000 1 Mar 1998,28.56183,25.65915,28.45649,28.5841
2.5,0000 1 Mar 1998,27.86026,23.91362,27.10283,28.61578
3.5,0000 1 Mar 1998,26.44258,21.90065,25.07502,28.24403
4.5,0000 1 Mar 1998,24.73659,20.30892,23.10175,27.2764
5.5,0000 1 Mar 1998,23.53057,19.46284,22.0607,26.12529
6.5,0000 1 Mar 1998,22.95232,19.33041,21.72634,25.32773
7.5,0000 1 Mar 1998,22.85083,19.73423,21.74761,25.12764
8.5,0000 1 Mar 1998,22.99041,20.44915,22.02792,25.15292
9.5,0000 1 Mar 1998,23.25828,21.40194,22.5543,25.14611
10.5,0000 1 Mar 1998,23.63032,22.61095,23.2811,25.13313
1.5,0000 1 Apr 1998,27.87231,23.85994,26.93694,28.65859
2.5,0000 1 Apr 1998,26.33876,21.66315,24.7676,28.24078
3.5,0000 1 Apr 1998,24.44632,20.04363,22.67466,27.21005
4.5,0000 1 Apr 1998,23.01458,19.26149,21.51317,25.95677
5.5,0000 1 Apr 1998,22.37085,19.13973,21.16601,25.04129
6.5,0000 1 Apr 1998,22.23634,19.52031,21.21933,24.72955
7.5,0000 1 Apr 1998,22.44075,20.23778,21.53949,24.74638
8.5,0000 1 Apr 1998,22.79798,21.29719,22.13742,24.81666
9.5,0000 1 Apr 1998,23.25479,22.64814,22.96411,24.86928
10.5,0000 1 Apr 1998,23.80996,23.93212,23.85262,25.0292
1.5,0000 1 May 1998,25.95823,22.47794,24.75787,27.95897
2.5,0000 1 May 1998,24.07628,20.59952,22.63179,26.91861
3.5,0000 1 May 1998,22.71936,19.63251,21.48472,25.77848
4.5,0000 1 May 1998,22.22799,19.35924,21.19679,25.00291
5.5,0000 1 May 1998,22.16691,19.63241,21.27699,24.72504
6.5,0000 1 May 1998,22.38074,20.29357,21.64341,24.68161
7.5,0000 1 May 1998,22.76964,21.30112,22.23988,24.74177
8.5,0000 1 May 1998,23.24148,22.59074,23.00116,24.83176
9.5,0000 1 May 1998,23.8007,23.84189,23.85483,25.01031
10.5,0000 1 May 1998,24.54041,24.6282,24.73507,25.36839
1.5,0000 1 Jun 1998,24.21611,21.18896,22.98783,27.17111
2.5,0000 1 Jun 1998,23.00548,19.96102,21.85269,26.07045
3.5,0000 1 Jun 1998,22.44263,19.64977,21.49563,25.21328
4.5,0000 1 Jun 1998,22.36427,19.84869,21.52166,24.87313
5.5,0000 1 Jun 1998,22.56756,20.40697,21.74957,24.84535
6.5,0000 1 Jun 1998,22.87288,21.34603,22.24994,24.88163
7.5,0000 1 Jun 1998,23.3111,22.59674,23.02009,24.93435
8.5,0000 1 Jun 1998,23.82338,23.85513,23.86793,25.0699
9.5,0000 1 Jun 1998,24.52183,24.70417,24.74839,25.40685
10.5,0000 1 Jun 1998,25.32477,24.74928,25.50517,25.90982
1.5,0000 1 Jul 1998,23.56782,20.13807,22.48432,26.29126
2.5,0000 1 Jul 1998,22.67926,19.70198,21.77437,25.42258
3.5,0000 1 Jul 1998,22.46749,19.93211,21.66954,25.03146
4.5,0000 1 Jul 1998,22.60974,20.47771,21.83786,24.98866
5.5,0000 1 Jul 1998,22.93956,21.35526,22.28595,25.02588
6.5,0000 1 Jul 1998,23.33329,22.55944,23.00028,25.06316
7.5,0000 1 Jul 1998,23.8611,23.82006,23.88336,25.21055
8.5,0000 1 Jul 1998,24.59076,24.6856,24.80456,25.54132
9.5,0000 1 Jul 1998,25.39845,24.70345,25.56741,26.02341
10.5,0000 1 Jul 1998,26.02614,23.88404,25.85917,26.5624
1.5,0000 1 Aug 1998,23.7096,20.22616,22.65882,26.24081
2.5,0000 1 Aug 1998,23.04812,20.17375,22.15362,25.6648
3.5,0000 1 Aug 1998,22.90063,20.7238,22.129,25.47257
4.5,0000 1 Aug 1998,23.07905,21.55577,22.43861,25.43073
5.5,0000 1 Aug 1998,23.46315,22.64858,23.0882,25.38005
6.5,0000 1 Aug 1998,23.96208,23.76296,23.9088,25.4457
7.5,0000 1 Aug 1998,24.65374,24.46725,24.78675,25.7489
8.5,0000 1 Aug 1998,25.42915,24.42864,25.50768,26.24344
9.5,0000 1 Aug 1998,26.03078,23.64347,25.7979,26.76965
10.5,0000 1 Aug 1998,26.18467,22.4804,25.48058,27.09264
1.5,0000 1 Sep 1998,24.16626,20.26978,23.03166,26.61444
2.5,0000 1 Sep 1998,23.92678,20.74707,22.89018,26.31332
3.5,0000 1 Sep 1998,23.9336,21.55439,23.12988,26.19174
4.5,0000 1 Sep 1998,24.21074,22.6595,23.71251,26.13297
5.5,0000 1 Sep 1998,24.668,23.78297,24.50085,26.18808
6.5,0000 1 Sep 1998,25.30758,24.60418,25.33747,26.44536
7.5,0000 1 Sep 1998,26.02441,24.59451,25.98353,26.91546
8.5,0000 1 Sep 1998,26.56652,23.79312,26.21161,27.39536
9.5,0000 1 Sep 1998,26.67342,22.5099,25.84603,27.68257
10.5,0000 1 Sep 1998,26.25808,21.2772,25.01754,27.63619
1.5,0000 1 Oct 1998,24.58316,20.5959,23.4041,26.8731
2.5,0000 1 Oct 1998,24.09645,21.28808,23.16383,26.54038
3.5,0000 1 Oct 1998,23.94152,22.1418,23.26291,26.30671
4.5,0000 1 Oct 1998,24.30317,22.96344,23.84826,26.27925
5.5,0000 1 Oct 1998,24.96461,23.52522,24.67023,26.49792
6.5,0000 1 Oct 1998,25.66402,23.46548,25.32491,26.93144
7.5,0000 1 Oct 1998,26.16133,22.76345,25.51989,27.36905
8.5,0000 1 Oct 1998,26.22739,21.71685,25.17783,27.55
9.5,0000 1 Oct 1998,25.83591,20.73512,24.48882,27.372
10.5,0000 1 Oct 1998,25.26852,20.09278,23.84574,26.96325
1.5,0000 1 Nov 1998,24.69817,21.21299,23.73261,26.7465
2.5,0000 1 Nov 1998,24.24061,21.97888,23.58782,26.35414
3.5,0000 1 Nov 1998,24.22052,22.75282,23.78851,26.18282
4.5,0000 1 Nov 1998,24.72315,23.0821,24.31781,26.36437
5.5,0000 1 Nov 1998,25.40694,22.76045,24.86041,26.77479
6.5,0000 1 Nov 1998,25.87243,21.95854,25.07096,27.17332
7.5,0000 1 Nov 1998,25.91267,21.02351,24.75967,27.30457
8.5,0000 1 Nov 1998,25.49932,20.19726,24.06261,27.08976
9.5,0000 1 Nov 1998,24.8996,19.63544,23.36495,26.66004
10.5,0000 1 Nov 1998,24.3872,19.44935,22.88834,26.29766
1.5,0000 1 Dec 1998,24.885,21.96935,24.00184,26.85808
2.5,0000 1 Dec 1998,24.77856,22.89915,24.32888,26.57212
3.5,0000 1 Dec 1998,25.00083,23.26488,24.68472,26.63716
4.5,0000 1 Dec 1998,25.51927,22.783,24.96457,26.99897
5.5,0000 1 Dec 1998,25.93574,21.73493,24.97423,27.3579
6.5,0000 1 Dec 1998,25.84203,20.60992,24.50764,27.40571
7.5,0000 1 Dec 1998,25.29195,19.76661,23.70965,27.07291
8.5,0000 1 Dec 1998,24.59535,19.29042,22.97811,26.54511
9.5,0000 1 Dec 1998,24.06868,19.24143,22.55194,26.13014
10.5,0000 1 Dec 1998,23.87014,19.63639,22.47042,25.98946
1.5,0000 1 Jan 1999,25.064,23.2761,24.69128,26.50425
2.5,0000 1 Jan 1999,25.29165,23.58348,25.06871,26.56386
3.5,0000 1 Jan 1999,25.69263,22.91369,25.16327,26.96272
4.5,0000 1 Jan 1999,26.06581,21.652,25.00375,27.42046
5.5,0000 1 Jan 1999,25.98161,20.38615,24.45035,27.54015
6.5,0000 1 Jan 1999,25.33951,19.55162,23.6378,27.19229
7.5,0000 1 Jan 1999,24.50832,19.13233,22.80959,26.58419
8.5,0000 1 Jan 1999,23.87257,19.12644,22.32571,26.07235
9.5,0000 1 Jan 1999,23.65861,19.55833,22.254,25.85573
10.5,0000 1 Jan 1999,23.72396,20.2986,22.4581,25.86461
1.5,0000 1 Feb 1999,25.83352,24.11785,25.53229,27.05451
2.5,0000 1 Feb 1999,26.28069,23.5827,25.79043,27.5018
3.5,0000 1 Feb 1999,26.52422,22.1323,25.58973,27.8826
4.5,0000 1 Feb 1999,26.2952,20.49882,24.72711,27.98128
5.5,0000 1 Feb 1999,25.42585,19.40804,23.5209,27.5605
6.5,0000 1 Feb 1999,24.31699,18.88112,22.43232,26.8014
7.5,0000 1 Feb 1999,23.4651,18.85059,21.82704,26.09346
8.5,0000 1 Feb 1999,23.14449,19.30644,21.72601,25.73879
9.5,0000 1 Feb 1999,23.19366,20.0873,21.94718,25.68816
10.5,0000 1 Feb 1999,23.46459,21.16555,22.50854,25.74032
1.5,0000 1 Mar 1999,26.50244,23.86273,26.07534,27.41448
2.5,0000 1 Mar 1999,26.68816,22.44736,25.73392,27.8652
3.5,0000 1 Mar 1999,26.35333,20.8135,24.80227,27.99647
4.5,0000 1 Mar 1999,25.44966,19.51999,23.56029,27.59802
5.5,0000 1 Mar 1999,24.28665,18.89306,22.4488,26.79878
6.5,0000 1 Mar 1999,23.3475,18.88085,21.78841,25.99721
7.5,0000 1 Mar 1999,22.95178,19.33913,21.59765,25.58121
8.5,0000 1 Mar 1999,22.99319,20.09623,21.82391,25.4985
9.5,0000 1 Mar 1999,23.26694,21.14635,22.37564,25.53207
10.5,0000 1 Mar 1999,23.67141,22.48908,23.18313,25.57391
1.5,0000 1 Apr 1999,26.69078,22.31334,25.7117,27.76347
2.5,0000 1 Apr 1999,26.21138,21.0205,24.57884,27.95385
3.5,0000 1 Apr 1999,25.14548,19.78656,23.16089,27.66376
4.5,0000 1 Apr 1999,23.98539,19.02744,22.08359,26.95798
5.5,0000 1 Apr 1999,23.15269,18.90276,21.55753,26.1571
6.5,0000 1 Apr 1999,22.88831,19.30144,21.51244,25.68683
7.5,0000 1 Apr 1999,22.97816,20.07398,21.80115,25.58475
8.5,0000 1 Apr 1999,23.27626,21.20436,22.38364,25.69254
9.5,0000 1 Apr 1999,23.71932,22.64483,23.20039,25.82695
10.5,0000 1 Apr 1999,24.27899,24.01955,24.03753,26.0468
1.5,0000 1 May 1999,26.19901,20.91829,24.60852,27.90555
2.5,0000 1 May 1999,25.13665,19.73692,23.17946,27.60296
3.5,0000 1 May 1999,23.8513,19.00184,21.93091,26.90514
4.5,0000 1 May 1999,22.90308,18.84871,21.29646,26.08772
5.5,0000 1 May 1999,22.5383,19.22183,21.2466,25.51136
6.5,0000 1 May 1999,22.55165,19.9615,21.5107,25.27551
7.5,0000 1 May 1999,22.82833,21.00692,22.07853,25.30191
8.5,0000 1 May 1999,23.29642,22.33758,22.91047,25.44421
9.5,0000 1 May 1999,23.93664,23.69368,23.82249,25.69264
10.5,0000 1 May 1999,24.69639,24.64366,24.73007,26.05986
1.5,0000 1 Jun 1999,25.57812,19.73637,23.57191,27.83644
2.5,0000 1 Jun 1999,24.29567,19.05548,22.30129,27.21949
3.5,0000 1 Jun 1999,23.19631,18.94461,21.54772,26.45852
4.5,0000 1 Jun 1999,22.75164,19.33859,21.43596,25.87326
5.5,0000 1 Jun 1999,22.84875,20.08073,21.75479,25.60923
6.5,0000 1 Jun 1999,23.13644,21.12456,22.34705,25.5469
7.5,0000 1 Jun 1999,23.58864,22.4471,23.18676,25.64824
8.5,0000 1 Jun 1999,24.19654,23.77872,24.09093,25.92126
9.5,0000 1 Jun 1999,24.97585,24.69879,25.00226,26.35164
10.5,0000 1 Jun 1999,25.78744,24.93754,25.7798,26.86477
1.5,0000 1 Jul 1999,25.12174,19.29924,23.23079,27.4781
2.5,0000 1 Jul 1999,23.96847,19.14145,22.20602,26.87378
3.5,0000 1 Jul 1999,23.25754,19.45099,21.76273,26.35082
4.5,0000 1 Jul 1999,23.13986,20.13508,21.92595,26.07922
5.5,0000 1 Jul 1999,23.34794,21.17597,22.47235,25.95952
6.5,0000 1 Jul 1999,23.70839,22.48441,23.23582,25.96078
7.5,0000 1 Jul 1999,24.25853,23.81101,24.09899,26.13012
8.5,0000 1 Jul 1999,24.97852,24.72639,24.98501,26.47827
9.5,0000 1 Jul 1999,25.76784,24.95482,25.79323,26.91566
10.5,0000 1 Jul 1999,26.43089,24.48716,26.24103,27.39225
1.5,0000 1 Aug 1999,24.5732,19.19193,22.86387,27.02649
2.5,0000 1 Aug 1999,23.75218,19.46272,22.20335,26.48413
3.5,0000 1 Aug 1999,23.30393,20.13613,22.03086,26.12734
4.5,0000 1 Aug 1999,23.28211,21.07594,22.31113,25.96618
5.5,0000 1 Aug 1999,23.6026,22.25059,23.00958,25.91934
6.5,0000 1 Aug 1999,24.12535,23.46736,23.87751,26.03413
7.5,0000 1 Aug 1999,24.84109,24.31857,24.79145,26.37456
8.5,0000 1 Aug 1999,25.65105,24.4622,25.57889,26.85752
9.5,0000 1 Aug 1999,26.30164,23.94147,25.99686,27.35292
10.5,0000 1 Aug 1999,26.57069,23.03949,25.86769,27.71395
1.5,0000 1 Sep 1999,24.977,19.67681,23.28017,27.21909
2.5,0000 1 Sep 1999,24.46962,20.26327,22.96627,26.90237
3.5,0000 1 Sep 1999,24.20895,21.16961,23.01691,26.69028
4.5,0000 1 Sep 1999,24.32314,22.23531,23.51838,26.62072
5.5,0000 1 Sep 1999,24.7702,23.31842,24.30252,26.73637
6.5,0000 1 Sep 1999,25.44372,24.11161,25.145,27.09698
7.5,0000 1 Sep 1999,26.25114,24.35332,25.94072,27.61713
8.5,0000 1 Sep 1999,26.90302,24.02766,26.36391,28.11838
9.5,0000 1 Sep 1999,27.17915,23.31897,26.28929,28.42426
10.5,0000 1 Sep 1999,27.0081,22.43715,25.79239,28.48242
1.5,0000 1 Oct 1999,25.11345,20.04395,23.45175,27.45431
2.5,0000 1 Oct 1999,24.57633,21.0278,23.35991,27.10685
3.5,0000 1 Oct 1999,24.33387,22.10488,23.52513,26.83067
4.5,0000 1 Oct 1999,24.57009,23.0889,24.09917,26.7648
5.5,0000 1 Oct 1999,25.1835,23.70599,24.88895,26.96484
6.5,0000 1 Oct 1999,25.98305,23.79661,25.66084,27.41962
7.5,0000 1 Oct 1999,26.63551,23.38035,26.06269,27.9162
8.5,0000 1 Oct 1999,26.88139,22.66218,25.92603,28.22972
9.5,0000 1 Oct 1999,26.63474,21.80655,25.36204,28.21035
10.5,0000 1 Oct 1999,26.09799,21.09258,24.74425,27.88689
1.5,0000 1 Nov 1999,24.91214,21.06544,23.70251,27.19077
2.5,0000 1 Nov 1999,24.72684,22.29448,23.98348,26.94955
3.5,0000 1 Nov 1999,24.8556,23.29351,24.42618,26.91709
4.5,0000 1 Nov 1999,25.44222,23.75925,25.1189,27.20432
5.5,0000 1 Nov 1999,26.20957,23.67057,25.772,27.68357
6.5,0000 1 Nov 1999,26.83002,23.22419,26.14798,28.14472
7.5,0000 1 Nov 1999,27.01723,22.53167,25.94832,28.40921
8.5,0000 1 Nov 1999,26.68267,21.69873,25.33168,28.33129
9.5,0000 1 Nov 1999,26.07679,20.94809,24.67196,27.94425
10.5,0000 1 Nov 1999,25.57778,20.58613,24.20937,27.55562
1.5,0000 1 Dec 1999,24.87663,22.07834,23.95795,26.99753
2.5,0000 1 Dec 1999,24.99975,23.25027,24.45272,26.94814
3.5,0000 1 Dec 1999,25.42746,23.79408,25.02419,27.22085
4.5,0000 1 Dec 1999,26.14976,23.55832,25.60997,27.73911
5.5,0000 1 Dec 1999,26.76998,22.88286,25.95118,28.21188
6.5,0000 1 Dec 1999,26.97723,22.08847,25.7854,28.46428
7.5,0000 1 Dec 1999,26.67342,21.31056,25.18543,28.40049
8.5,0000 1 Dec 1999,26.09198,20.64315,24.51519,28.04882
9.5,0000 1 Dec 1999,25.56577,20.32625,24.04938,27.64855
10.5,0000 1 Dec 1999,25.35473,20.49629,23.88585,27.42881
1.5,0000 1 Jan 2000,25.06372,23.28343,24.4187,26.80766
2.5,0000 1 Jan 2000,25.40451,23.82782,25.07528,26.87446
3.5,0000 1 Jan 2000,25.95065,23.27906,25.49371,27.27662
4.5,0000 1 Jan 2000,26.48491,22.15456,25.61947,27.78529
5.5,0000 1 Jan 2000,26.59312,20.99433,25.21509,28.08168
6.5,0000 1 Jan 2000,26.14228,20.11906,24.44948,27.99231
7.5,0000 1 Jan 2000,25.38943,19.51822,23.61343,27.54266
8.5,0000 1 Jan 2000,24.68602,19.34707,23.04343,26.98321
9.5,0000 1 Jan 2000,24.3078,19.67707,22.80233,26.634
10.5,0000 1 Jan 2000,24.27315,20.37996,22.90519,26.55817
1.5,0000 1 Feb 2000,25.77374,24.38569,25.51825,27.03568
2.5,0000 1 Feb 2000,26.31135,23.82469,25.84135,27.44646
3.5,0000 1 Feb 2000,26.66447,22.43219,25.74267,27.9209
4.5,0000 1 Feb 2000,26.61943,20.88206,25.09789,28.1666
5.5,0000 1 Feb 2000,26.01391,19.76611,24.14154,27.98425
6.5,0000 1 Feb 2000,25.09066,19.19312,23.19866,27.4202
7.5,0000 1 Feb 2000,24.29199,19.12687,22.61216,26.78127
8.5,0000 1 Feb 2000,23.94764,19.55765,22.46371,26.38153
9.5,0000 1 Feb 2000,24.0001,20.33566,22.66754,26.32734
10.5,0000 1 Feb 2000,24.2619,21.42519,23.16646,26.45317
1.5,0000 1 Mar 2000,26.42546,24.46773,26.2095,27.31148
2.5,0000 1 Mar 2000,26.73565,23.23914,26.00042,27.77693
3.5,0000 1 Mar 2000,26.52977,21.59921,25.1625,28.02971
4.5,0000 1 Mar 2000,25.79333,20.17042,23.98073,27.8214
5.5,0000 1 Mar 2000,24.78477,19.36996,22.94133,27.18945
6.5,0000 1 Mar 2000,23.88648,19.15272,22.28545,26.4466
7.5,0000 1 Mar 2000,23.41257,19.48008,22.04801,25.96856
8.5,0000 1 Mar 2000,23.34163,20.20239,22.15615,25.83367
9.5,0000 1 Mar 2000,23.58191,21.25014,22.63462,25.93314
10.5,0000 1 Mar 2000,24.02198,22.6191,23.4323,26.11439
1.5,0000 1 Apr 2000,27.04354,22.94551,26.18378,27.97548
2.5,0000 1 Apr 2000,26.8081,21.70788,25.37345,28.2326
3.5,0000 1 Apr 2000,26.11788,20.49946,24.2867,28.09987
4.5,0000 1 Apr 2000,25.24926,19.62915,23.34641,27.61089
5.5,0000 1 Apr 2000,24.53012,19.33499,22.78041,27.00071
6.5,0000 1 Apr 2000,24.21163,19.60346,22.6181,26.63038
7.5,0000 1 Apr 2000,24.25109,20.28209,22.81539,26.6138
8.5,0000 1 Apr 2000,24.48582,21.36253,23.29504,26.8052
9.5,0000 1 Apr 2000,24.84035,22.7542,24.02898,26.97901
10.5,0000 1 Apr 2000,25.34159,24.14559,24.86388,27.17825
1.5,0000 1 May 2000,26.77529,21.85896,25.39479,28.17426
2.5,0000 1 May 2000,26.12353,20.57348,24.1938,28.15928
3.5,0000 1 May 2000,25.22615,19.68545,23.15696,27.77027
4.5,0000 1 May 2000,24.48696,19.35981,22.59294,27.21342
5.5,0000 1 May 2000,24.13705,19.58293,22.47834,26.78413
6.5,0000 1 May 2000,24.14075,20.21829,22.7019,26.65996
7.5,0000 1 May 2000,24.34945,21.22699,23.17851,26.77038
8.5,0000 1 May 2000,24.69311,22.5929,23.87673,26.9665
9.5,0000 1 May 2000,25.18348,24.00025,24.67398,27.19519
10.5,0000 1 May 2000,25.80546,24.97886,25.49072,27.4714
1.5,0000 1 Jun 2000,26.2183,20.69775,24.45502,28.08669
2.5,0000 1 Jun 2000,25.34429,19.96284,23.34525,27.85687
3.5,0000 1 Jun 2000,24.55448,19.62049,22.61045,27.44912
4.5,0000 1 Jun 2000,24.19726,19.78019,22.46941,27.10738
5.5,0000 1 Jun 2000,24.24134,20.33475,22.70357,26.98665
6.5,0000 1 Jun 2000,24.46455,21.28786,23.21468,27.04642
7.5,0000 1 Jun 2000,24.81825,22.61721,23.97358,27.17256
8.5,0000 1 Jun 2000,25.286,23.96127,24.8084,27.34069
9.5,0000 1 Jun 2000,25.90866,24.88656,25.63922,27.58817
10.5,0000 1 Jun 2000,26.60905,25.05242,26.33491,27.92078
1.5,0000 1 Jul 2000,25.92441,19.86092,23.97532,28.08589
2.5,0000 1 Jul 2000,25.20113,19.70135,23.1488,27.9017
3.5,0000 1 Jul 2000,24.8014,19.88305,22.88498,27.71257
4.5,0000 1 Jul 2000,24.85837,20.44359,23.11263,27.68051
5.5,0000 1 Jul 2000,25.09471,21.36415,23.63044,27.74907
6.5,0000 1 Jul 2000,25.40935,22.68054,24.35748,27.87285
7.5,0000 1 Jul 2000,25.89448,24.0646,25.20267,28.05528
8.5,0000 1 Jul 2000,26.53556,25.03491,26.04959,28.30484
9.5,0000 1 Jul 2000,27.27478,25.26022,26.77841,28.62802
10.5,0000 1 Jul 2000,27.8914,24.84492,27.18904,28.91701
1.5,0000 1 Aug 2000,25.68307,19.96762,23.79826,28.10369
2.5,0000 1 Aug 2000,25.28248,20.21172,23.3858,27.94492
3.5,0000 1 Aug 2000,25.18575,20.71303,23.4355,27.92303
4.5,0000 1 Aug 2000,25.3049,21.49309,23.84255,27.92478
5.5,0000 1 Aug 2000,25.46811,22.59116,24.4363,27.88946
6.5,0000 1 Aug 2000,25.78775,23.80664,25.14873,27.8795
7.5,0000 1 Aug 2000,26.34646,24.57915,25.91896,28.00734
8.5,0000 1 Aug 2000,27.04477,24.65971,26.59384,28.29359
9.5,0000 1 Aug 2000,27.6093,24.13274,26.9399,28.59295
10.5,0000 1 Aug 2000,27.81723,23.3556,26.81389,28.78399
1.5,0000 1 Sep 2000,25.90194,19.92115,24.07159,28.07761
2.5,0000 1 Sep 2000,25.66362,20.66463,23.86642,28.0567
3.5,0000 1 Sep 2000,25.57408,21.5318,24.02866,28.06017
4.5,0000 1 Sep 2000,25.64367,22.6162,24.51758,28.01121
5.5,0000 1 Sep 2000,25.89398,23.69522,25.14276,27.98622
6.5,0000 1 Sep 2000,26.41639,24.4401,25.89865,28.11411
7.5,0000 1 Sep 2000,27.14628,24.58222,26.6359,28.43252
8.5,0000 1 Sep 2000,27.77156,24.23974,27.0789,28.76303
9.5,0000 1 Sep 2000,28.03076,23.59888,27.00466,28.97831
10.5,0000 1 Sep 2000,27.82788,22.80747,26.51496,28.98366
1.5,0000 1 Oct 2000,26.0621,20.92509,24.50468,28.25933
2.5,0000 1 Oct 2000,25.85902,21.71091,24.46749,28.23916
3.5,0000 1 Oct 2000,25.79967,22.61716,24.68683,28.21902
4.5,0000 1 Oct 2000,26.03985,23.57592,25.20784,28.26726
5.5,0000 1 Oct 2000,26.61142,24.35313,26.00725,28.42935
6.5,0000 1 Oct 2000,27.36832,24.67261,26.7897,28.72803
7.5,0000 1 Oct 2000,28.05401,24.52946,27.32215,29.01359
8.5,0000 1 Oct 2000,28.37978,24.11417,27.37583,29.14295
9.5,0000 1 Oct 2000,28.29741,23.54132,27.09636,29.12564
10.5,0000 1 Oct 2000,28.00706,23.024,26.75481,29.03533
1.5,0000 1 Nov 2000,25.99077,21.38258,24.69761,27.97015
2.5,0000 1 Nov 2000,25.83713,22.41148,24.83067,27.87971
3.5,0000 1 Nov 2000,25.86617,23.19116,25.05328,27.92633
4.5,0000 1 Nov 2000,26.32654,23.541,25.60703,28.14298
5.5,0000 1 Nov 2000,27.03149,23.50968,26.28367,28.46149
6.5,0000 1 Nov 2000,27.63443,23.21603,26.7365,28.76432
7.5,0000 1 Nov 2000,27.86445,22.76729,26.64967,28.9472
8.5,0000 1 Nov 2000,27.61853,22.12224,26.13414,28.92873
9.5,0000 1 Nov 2000,27.13978,21.55789,25.60958,28.72507
10.5,0000 1 Nov 2000,26.79447,21.34064,25.34234,28.53932
1.5,0000 1 Dec 2000,26.07087,22.09274,24.9337,27.94225
2.5,0000 1 Dec 2000,26.14027,23.1763,25.24311,28.0622
3.5,0000 1 Dec 2000,26.46848,23.71051,25.77043,28.25546
4.5,0000 1 Dec 2000,27.09912,23.61201,26.38729,28.55166
5.5,0000 1 Dec 2000,27.72622,23.1666,26.81927,28.83449
6.5,0000 1 Dec 2000,27.98907,22.65899,26.73918,29.02964
7.5,0000 1 Dec 2000,27.72359,22.03782,26.18748,29.0167
8.5,0000 1 Dec 2000,27.21029,21.47396,25.60168,28.82269
9.5,0000 1 Dec 2000,26.83559,21.22493,25.28494,28.62473
10.5,0000 1 Dec 2000,26.85182,21.47004,25.35534,28.58786
1.5,0000 1 Jan 2001,26.34123,23.61195,25.58913,27.92058
2.5,0000 1 Jan 2001,26.6089,24.04645,25.98486,28.08429
3.5,0000 1 Jan 2001,27.0782,23.4334,26.28903,28.41435
4.5,0000 1 Jan 2001,27.52619,22.35218,26.38514,28.73609
5.5,0000 1 Jan 2001,27.56203,21.28455,25.96213,28.89577
6.5,0000 1 Jan 2001,27.03301,20.49155,25.15381,28.75345
7.5,0000 1 Jan 2001,26.26457,19.9415,24.34545,28.32194
8.5,0000 1 Jan 2001,25.66764,19.83287,23.88644,27.86732
9.5,0000 1 Jan 2001,25.49581,20.20839,23.7952,27.66246
10.5,0000 1 Jan 2001,25.58742,20.98454,24.03094,27.69494
1.5,0000 1 Feb 2001,26.67797,24.36282,26.30314,27.71451
2.5,0000 1 Feb 2001,27.135,23.76065,26.53202,28.11998
3.5,0000 1 Feb 2001,27.46352,22.47141,26.40825,28.51276
4.5,0000 1 Feb 2001,27.44862,21.12274,25.82906,28.729
5.5,0000 1 Feb 2001,26.90854,20.24799,24.97976,28.63143
6.5,0000 1 Feb 2001,26.10347,19.77114,24.15744,28.24039
7.5,0000 1 Feb 2001,25.47634,19.72888,23.68612,27.81128
8.5,0000 1 Feb 2001,25.27154,20.10274,23.61479,27.56778
9.5,0000 1 Feb 2001,25.34481,20.81018,23.82067,27.56644
10.5,0000 1 Feb 2001,25.49318,21.88235,24.25869,27.60652
1.5,0000 1 Mar 2001,27.25874,23.93826,26.70132,28.12225
2.5,0000 1 Mar 2001,27.51252,22.85496,26.49611,28.51758
3.5,0000 1 Mar 2001,27.3286,21.46917,25.77003,28.70525
4.5,0000 1 Mar 2001,26.62126,20.2895,24.69313,28.51813
5.5,0000 1 Mar 2001,25.71257,19.58867,23.75391,28.01668
6.5,0000 1 Mar 2001,24.99333,19.43807,23.21439,27.45063
7.5,0000 1 Mar 2001,24.72697,19.80302,23.07223,27.14156
8.5,0000 1 Mar 2001,24.75197,20.53203,23.25763,27.1008
9.5,0000 1 Mar 2001,24.90731,21.61377,23.70636,27.14696
