M,L,MON,LDC_SST_NCEP_CFSv2
18,5.5,0000 1 Jan 1994,27.07735
19,5.5,0000 1 Jan 1994,28.16457
20,5.5,0000 1 Jan 1994,28.10463
21,5.5,0000 1 Jan 1994,27.30487
22,5.5,0000 1 Jan 1994,28.11387
23,5.5,0000 1 Jan 1994,27.73601
24,5.5,0000 1 Jan 1994,27.28229
1,6.5,0000 1 Jan 1994,26.3904
2,6.5,0000 1 Jan 1994,26.25448
3,6.5,0000 1 Jan 1994,26.04922
4,6.5,0000 1 Jan 1994,26.3335
5,6.5,0000 1 Jan 1994,26.56625
6,6.5,0000 1 Jan 1994,26.72961
7,6.5,0000 1 Jan 1994,26.61634
8,6.5,0000 1 Jan 1994,26.89491
9,6.5,0000 1 Jan 1994,26.73042
10,6.5,0000 1 Jan 1994,27.3016
11,6.5,0000 1 Jan 1994,26.15885
12,6.5,0000 1 Jan 1994,27.23241
13,6.5,0000 1 Jan 1994,26.10462
14,6.5,0000 1 Jan 1994,25.86423
15,6.5,0000 1 Jan 1994,26.56658
16,6.5,0000 1 Jan 1994,27.32035
17,6.5,0000 1 Jan 1994,26.43843
18,6.5,0000 1 Jan 1994,26.39757
19,6.5,0000 1 Jan 1994,27.21869
20,6.5,0000 1 Jan 1994,27.66101
21,6.5,0000 1 Jan 1994,26.77225
22,6.5,0000 1 Jan 1994,27.5498
23,6.5,0000 1 Jan 1994,27.11739
24,6.5,0000 1 Jan 1994,26.71688
1,7.5,0000 1 Jan 1994,25.68574
2,7.5,0000 1 Jan 1994,25.45183
3,7.5,0000 1 Jan 1994,25.4317
4,7.5,0000 1 Jan 1994,25.87172
5,7.5,0000 1 Jan 1994,25.94079
6,7.5,0000 1 Jan 1994,26.25557
7,7.5,0000 1 Jan 1994,25.79957
8,7.5,0000 1 Jan 1994,26.00896
9,7.5,0000 1 Jan 1994,25.68331
10,7.5,0000 1 Jan 1994,26.41092
11,7.5,0000 1 Jan 1994,25.32556
12,7.5,0000 1 Jan 1994,26.57672
13,7.5,0000 1 Jan 1994,25.29307
14,7.5,0000 1 Jan 1994,25.20256
15,7.5,0000 1 Jan 1994,25.9374
16,7.5,0000 1 Jan 1994,26.65643
17,7.5,0000 1 Jan 1994,25.95014
18,7.5,0000 1 Jan 1994,25.78181
19,7.5,0000 1 Jan 1994,26.3477
20,7.5,0000 1 Jan 1994,27.17937
21,7.5,0000 1 Jan 1994,26.35812
22,7.5,0000 1 Jan 1994,26.89936
23,7.5,0000 1 Jan 1994,26.34948
24,7.5,0000 1 Jan 1994,26.27833
1,8.5,0000 1 Jan 1994,25.19965
2,8.5,0000 1 Jan 1994,25.02024
3,8.5,0000 1 Jan 1994,24.98127
4,8.5,0000 1 Jan 1994,25.40017
5,8.5,0000 1 Jan 1994,25.38803
6,8.5,0000 1 Jan 1994,26.16401
7,8.5,0000 1 Jan 1994,25.36813
8,8.5,0000 1 Jan 1994,25.47998
9,8.5,0000 1 Jan 1994,24.61573
10,8.5,0000 1 Jan 1994,25.90172
11,8.5,0000 1 Jan 1994,24.81557
12,8.5,0000 1 Jan 1994,26.25283
13,8.5,0000 1 Jan 1994,24.92344
14,8.5,0000 1 Jan 1994,24.99325
15,8.5,0000 1 Jan 1994,25.62072
16,8.5,0000 1 Jan 1994,26.31611
17,8.5,0000 1 Jan 1994,25.34765
18,8.5,0000 1 Jan 1994,25.33682
19,8.5,0000 1 Jan 1994,25.7366
20,8.5,0000 1 Jan 1994,26.78932
21,8.5,0000 1 Jan 1994,26.25284
22,8.5,0000 1 Jan 1994,26.63429
23,8.5,0000 1 Jan 1994,25.93182
24,8.5,0000 1 Jan 1994,26.29265
1,1.5,0000 1 Feb 1994,26.66891
2,1.5,0000 1 Feb 1994,26.44945
3,1.5,0000 1 Feb 1994,27.13363
4,1.5,0000 1 Feb 1994,26.57022
5,1.5,0000 1 Feb 1994,26.84044
6,1.5,0000 1 Feb 1994,26.34962
7,1.5,0000 1 Feb 1994,26.93702
8,1.5,0000 1 Feb 1994,26.49704
9,1.5,0000 1 Feb 1994,26.61494
10,1.5,0000 1 Feb 1994,26.74854
11,1.5,0000 1 Feb 1994,26.74795
12,1.5,0000 1 Feb 1994,26.37695
13,1.5,0000 1 Feb 1994,26.59646
14,1.5,0000 1 Feb 1994,26.82471
15,1.5,0000 1 Feb 1994,26.46332
16,1.5,0000 1 Feb 1994,26.71053
17,1.5,0000 1 Feb 1994,26.77421
18,1.5,0000 1 Feb 1994,26.90867
19,1.5,0000 1 Feb 1994,27.01858
20,1.5,0000 1 Feb 1994,27.00126
21,1.5,0000 1 Feb 1994,26.73271
22,1.5,0000 1 Feb 1994,26.84709
23,1.5,0000 1 Feb 1994,26.40405
24,1.5,0000 1 Feb 1994,26.79238
1,2.5,0000 1 Feb 1994,27.34721
2,2.5,0000 1 Feb 1994,26.94479
3,2.5,0000 1 Feb 1994,28.06173
4,2.5,0000 1 Feb 1994,27.10041
5,2.5,0000 1 Feb 1994,27.4194
6,2.5,0000 1 Feb 1994,26.64118
7,2.5,0000 1 Feb 1994,27.38286
8,2.5,0000 1 Feb 1994,27.04294
9,2.5,0000 1 Feb 1994,26.94983
10,2.5,0000 1 Feb 1994,27.44198
11,2.5,0000 1 Feb 1994,27.43803
12,2.5,0000 1 Feb 1994,26.78608
13,2.5,0000 1 Feb 1994,27.02904
14,2.5,0000 1 Feb 1994,27.43022
15,2.5,0000 1 Feb 1994,26.932
16,2.5,0000 1 Feb 1994,26.9931
17,2.5,0000 1 Feb 1994,27.24505
18,2.5,0000 1 Feb 1994,27.37603
19,2.5,0000 1 Feb 1994,27.5047
20,2.5,0000 1 Feb 1994,27.3994
21,2.5,0000 1 Feb 1994,27.23963
22,2.5,0000 1 Feb 1994,27.27719
23,2.5,0000 1 Feb 1994,26.74635
24,2.5,0000 1 Feb 1994,27.18257
1,3.5,0000 1 Feb 1994,27.72482
2,3.5,0000 1 Feb 1994,27.29344
3,3.5,0000 1 Feb 1994,28.63635
4,3.5,0000 1 Feb 1994,27.42531
5,3.5,0000 1 Feb 1994,27.70316
6,3.5,0000 1 Feb 1994,26.72746
7,3.5,0000 1 Feb 1994,27.6905
8,3.5,0000 1 Feb 1994,27.46879
9,3.5,0000 1 Feb 1994,27.04287
10,3.5,0000 1 Feb 1994,27.86473
11,3.5,0000 1 Feb 1994,27.95
12,3.5,0000 1 Feb 1994,27.14045
13,3.5,0000 1 Feb 1994,27.41123
14,3.5,0000 1 Feb 1994,27.92268
15,3.5,0000 1 Feb 1994,27.3669
16,3.5,0000 1 Feb 1994,27.02846
17,3.5,0000 1 Feb 1994,27.56196
18,3.5,0000 1 Feb 1994,27.63091
19,3.5,0000 1 Feb 1994,27.75637
20,3.5,0000 1 Feb 1994,27.61279
21,3.5,0000 1 Feb 1994,27.50536
22,3.5,0000 1 Feb 1994,27.66083
23,3.5,0000 1 Feb 1994,27.11681
24,3.5,0000 1 Feb 1994,27.45065
1,4.5,0000 1 Feb 1994,27.52388
2,4.5,0000 1 Feb 1994,27.26336
3,4.5,0000 1 Feb 1994,28.55164
4,4.5,0000 1 Feb 1994,27.05958
5,4.5,0000 1 Feb 1994,27.25617
6,4.5,0000 1 Feb 1994,26.47905
7,4.5,0000 1 Feb 1994,27.42639
8,4.5,0000 1 Feb 1994,27.38927
9,4.5,0000 1 Feb 1994,26.66979
10,4.5,0000 1 Feb 1994,27.69366
11,4.5,0000 1 Feb 1994,27.73951
12,4.5,0000 1 Feb 1994,27.16437
13,4.5,0000 1 Feb 1994,27.53821
14,4.5,0000 1 Feb 1994,27.66518
15,4.5,0000 1 Feb 1994,27.21115
16,4.5,0000 1 Feb 1994,26.3651
17,4.5,0000 1 Feb 1994,27.35301
18,4.5,0000 1 Feb 1994,27.44816
19,4.5,0000 1 Feb 1994,27.37949
20,4.5,0000 1 Feb 1994,27.328
21,4.5,0000 1 Feb 1994,27.43551
22,4.5,0000 1 Feb 1994,27.41769
23,4.5,0000 1 Feb 1994,27.1995
24,4.5,0000 1 Feb 1994,27.09357
1,5.5,0000 1 Feb 1994,26.82017
2,5.5,0000 1 Feb 1994,26.83229
3,5.5,0000 1 Feb 1994,27.91802
4,5.5,0000 1 Feb 1994,26.29494
5,5.5,0000 1 Feb 1994,26.24683
6,5.5,0000 1 Feb 1994,25.87354
7,5.5,0000 1 Feb 1994,26.86186
8,5.5,0000 1 Feb 1994,26.80731
9,5.5,0000 1 Feb 1994,25.99318
10,5.5,0000 1 Feb 1994,27.04926
11,5.5,0000 1 Feb 1994,27.09865
12,5.5,0000 1 Feb 1994,26.77342
13,5.5,0000 1 Feb 1994,27.16741
14,5.5,0000 1 Feb 1994,26.99782
15,5.5,0000 1 Feb 1994,26.5253
16,5.5,0000 1 Feb 1994,25.40762
17,5.5,0000 1 Feb 1994,26.67179
18,5.5,0000 1 Feb 1994,26.84861
19,5.5,0000 1 Feb 1994,26.43489
20,5.5,0000 1 Feb 1994,26.49816
21,5.5,0000 1 Feb 1994,26.83366
22,5.5,0000 1 Feb 1994,26.80752
23,5.5,0000 1 Feb 1994,26.58756
24,5.5,0000 1 Feb 1994,26.34683
1,6.5,0000 1 Feb 1994,26.06211
2,6.5,0000 1 Feb 1994,26.39947
3,6.5,0000 1 Feb 1994,27.38966
4,6.5,0000 1 Feb 1994,25.47137
5,6.5,0000 1 Feb 1994,25.48082
6,6.5,0000 1 Feb 1994,25.21976
7,6.5,0000 1 Feb 1994,26.19426
8,6.5,0000 1 Feb 1994,26.3334
9,6.5,0000 1 Feb 1994,25.22842
10,6.5,0000 1 Feb 1994,26.72922
11,6.5,0000 1 Feb 1994,26.49454
12,6.5,0000 1 Feb 1994,26.29425
13,6.5,0000 1 Feb 1994,26.56112
14,6.5,0000 1 Feb 1994,26.37201
15,6.5,0000 1 Feb 1994,25.72588
16,6.5,0000 1 Feb 1994,24.63118
17,6.5,0000 1 Feb 1994,25.95047
18,6.5,0000 1 Feb 1994,26.25393
19,6.5,0000 1 Feb 1994,25.51446
20,6.5,0000 1 Feb 1994,25.84413
21,6.5,0000 1 Feb 1994,26.43552
22,6.5,0000 1 Feb 1994,26.10708
23,6.5,0000 1 Feb 1994,26.04637
24,6.5,0000 1 Feb 1994,25.56708
1,7.5,0000 1 Feb 1994,25.75288
2,7.5,0000 1 Feb 1994,26.05208
3,7.5,0000 1 Feb 1994,27.15053
4,7.5,0000 1 Feb 1994,25.04719
5,7.5,0000 1 Feb 1994,25.14631
6,7.5,0000 1 Feb 1994,24.51031
7,7.5,0000 1 Feb 1994,25.8238
8,7.5,0000 1 Feb 1994,26.20597
9,7.5,0000 1 Feb 1994,24.97836
10,7.5,0000 1 Feb 1994,26.68605
11,7.5,0000 1 Feb 1994,26.07929
12,7.5,0000 1 Feb 1994,26.09018
13,7.5,0000 1 Feb 1994,26.23034
14,7.5,0000 1 Feb 1994,26.12365
15,7.5,0000 1 Feb 1994,25.46846
16,7.5,0000 1 Feb 1994,24.46624
17,7.5,0000 1 Feb 1994,25.44506
18,7.5,0000 1 Feb 1994,25.916
19,7.5,0000 1 Feb 1994,24.89237
20,7.5,0000 1 Feb 1994,25.51041
21,7.5,0000 1 Feb 1994,26.18023
22,7.5,0000 1 Feb 1994,25.82003
23,7.5,0000 1 Feb 1994,25.80435
24,7.5,0000 1 Feb 1994,25.20384
1,8.5,0000 1 Feb 1994,25.81414
2,8.5,0000 1 Feb 1994,26.13344
3,8.5,0000 1 Feb 1994,27.06472
4,8.5,0000 1 Feb 1994,24.76207
5,8.5,0000 1 Feb 1994,25.23614
6,8.5,0000 1 Feb 1994,24.20538
7,8.5,0000 1 Feb 1994,25.88893
8,8.5,0000 1 Feb 1994,26.40906
9,8.5,0000 1 Feb 1994,25.00837
10,8.5,0000 1 Feb 1994,27.05814
11,8.5,0000 1 Feb 1994,25.89195
12,8.5,0000 1 Feb 1994,26.23648
13,8.5,0000 1 Feb 1994,26.30544
14,8.5,0000 1 Feb 1994,26.2552
15,8.5,0000 1 Feb 1994,25.65297
16,8.5,0000 1 Feb 1994,24.72933
17,8.5,0000 1 Feb 1994,25.2963
18,8.5,0000 1 Feb 1994,26.02368
19,8.5,0000 1 Feb 1994,24.72148
20,8.5,0000 1 Feb 1994,25.59459
21,8.5,0000 1 Feb 1994,26.31491
22,8.5,0000 1 Feb 1994,25.9367
23,8.5,0000 1 Feb 1994,26.07024
24,8.5,0000 1 Feb 1994,25.21738
1,1.5,0000 1 Mar 1994,27.15986
2,1.5,0000 1 Mar 1994,27.06626
3,1.5,0000 1 Mar 1994,26.97178
4,1.5,0000 1 Mar 1994,27.0602
5,1.5,0000 1 Mar 1994,26.6319
6,1.5,0000 1 Mar 1994,26.68678
7,1.5,0000 1 Mar 1994,26.96763
8,1.5,0000 1 Mar 1994,26.60356
9,1.5,0000 1 Mar 1994,27.14563
10,1.5,0000 1 Mar 1994,27.23627
11,1.5,0000 1 Mar 1994,27.17855
12,1.5,0000 1 Mar 1994,27.18801
13,1.5,0000 1 Mar 1994,26.83648
14,1.5,0000 1 Mar 1994,27.03168
15,1.5,0000 1 Mar 1994,27.21062
16,1.5,0000 1 Mar 1994,27.37455
17,1.5,0000 1 Mar 1994,27.1354
18,1.5,0000 1 Mar 1994,27.03505
19,1.5,0000 1 Mar 1994,27.41755
20,1.5,0000 1 Mar 1994,27.31802
21,1.5,0000 1 Mar 1994,27.62904
22,1.5,0000 1 Mar 1994,27.71547
23,1.5,0000 1 Mar 1994,27.69463
24,1.5,0000 1 Mar 1994,27.37882
1,2.5,0000 1 Mar 1994,27.35865
2,2.5,0000 1 Mar 1994,27.34772
3,2.5,0000 1 Mar 1994,27.12902
4,2.5,0000 1 Mar 1994,27.35327
5,2.5,0000 1 Mar 1994,26.76336
6,2.5,0000 1 Mar 1994,26.70462
7,2.5,0000 1 Mar 1994,27.03813
8,2.5,0000 1 Mar 1994,26.61876
9,2.5,0000 1 Mar 1994,27.493
10,2.5,0000 1 Mar 1994,27.51167
11,2.5,0000 1 Mar 1994,27.26256
12,2.5,0000 1 Mar 1994,27.21899
13,2.5,0000 1 Mar 1994,26.97619
14,2.5,0000 1 Mar 1994,27.33077
15,2.5,0000 1 Mar 1994,27.50304
16,2.5,0000 1 Mar 1994,27.62272
17,2.5,0000 1 Mar 1994,27.24982
18,2.5,0000 1 Mar 1994,27.08385
19,2.5,0000 1 Mar 1994,27.66371
20,2.5,0000 1 Mar 1994,27.53146
21,2.5,0000 1 Mar 1994,27.89393
22,2.5,0000 1 Mar 1994,27.99941
23,2.5,0000 1 Mar 1994,27.96877
24,2.5,0000 1 Mar 1994,27.66869
1,3.5,0000 1 Mar 1994,26.95855
2,3.5,0000 1 Mar 1994,27.26971
3,3.5,0000 1 Mar 1994,27.07337
4,3.5,0000 1 Mar 1994,27.18689
5,3.5,0000 1 Mar 1994,26.45535
6,3.5,0000 1 Mar 1994,26.38057
7,3.5,0000 1 Mar 1994,26.81592
8,3.5,0000 1 Mar 1994,26.46664
9,3.5,0000 1 Mar 1994,27.43377
10,3.5,0000 1 Mar 1994,27.35204
11,3.5,0000 1 Mar 1994,26.94198
12,3.5,0000 1 Mar 1994,26.61521
13,3.5,0000 1 Mar 1994,26.79374
14,3.5,0000 1 Mar 1994,27.21069
15,3.5,0000 1 Mar 1994,27.47426
16,3.5,0000 1 Mar 1994,27.28777
17,3.5,0000 1 Mar 1994,27.09555
18,3.5,0000 1 Mar 1994,26.83284
19,3.5,0000 1 Mar 1994,27.65398
20,3.5,0000 1 Mar 1994,27.41589
21,3.5,0000 1 Mar 1994,27.64809
22,3.5,0000 1 Mar 1994,27.76445
23,3.5,0000 1 Mar 1994,27.73225
24,3.5,0000 1 Mar 1994,27.55399
1,4.5,0000 1 Mar 1994,26.00025
2,4.5,0000 1 Mar 1994,26.71048
3,4.5,0000 1 Mar 1994,26.52362
4,4.5,0000 1 Mar 1994,26.48045
5,4.5,0000 1 Mar 1994,25.55536
6,4.5,0000 1 Mar 1994,25.48661
7,4.5,0000 1 Mar 1994,26.1696
8,4.5,0000 1 Mar 1994,25.79965
9,4.5,0000 1 Mar 1994,26.83614
10,4.5,0000 1 Mar 1994,26.68826
11,4.5,0000 1 Mar 1994,26.34921
12,4.5,0000 1 Mar 1994,25.61808
13,4.5,0000 1 Mar 1994,26.20742
14,4.5,0000 1 Mar 1994,26.76808
15,4.5,0000 1 Mar 1994,26.8147
16,4.5,0000 1 Mar 1994,26.6995
17,4.5,0000 1 Mar 1994,26.30742
18,4.5,0000 1 Mar 1994,26.18033
19,4.5,0000 1 Mar 1994,27.25131
20,4.5,0000 1 Mar 1994,27.16604
21,4.5,0000 1 Mar 1994,26.96632
22,4.5,0000 1 Mar 1994,27.0601
23,4.5,0000 1 Mar 1994,27.20499
24,4.5,0000 1 Mar 1994,27.10595
1,5.5,0000 1 Mar 1994,25.24134
2,5.5,0000 1 Mar 1994,26.14391
3,5.5,0000 1 Mar 1994,26.1318
4,5.5,0000 1 Mar 1994,25.91025
5,5.5,0000 1 Mar 1994,24.61375
6,5.5,0000 1 Mar 1994,24.54427
7,5.5,0000 1 Mar 1994,25.37393
8,5.5,0000 1 Mar 1994,25.03133
9,5.5,0000 1 Mar 1994,26.19478
10,5.5,0000 1 Mar 1994,26.14242
11,5.5,0000 1 Mar 1994,25.57079
12,5.5,0000 1 Mar 1994,24.70461
13,5.5,0000 1 Mar 1994,25.54683
14,5.5,0000 1 Mar 1994,26.20061
15,5.5,0000 1 Mar 1994,26.17382
16,5.5,0000 1 Mar 1994,26.23258
17,5.5,0000 1 Mar 1994,25.72666
18,5.5,0000 1 Mar 1994,25.66917
19,5.5,0000 1 Mar 1994,26.69579
20,5.5,0000 1 Mar 1994,26.70476
21,5.5,0000 1 Mar 1994,26.31535
22,5.5,0000 1 Mar 1994,26.55479
23,5.5,0000 1 Mar 1994,26.77397
24,5.5,0000 1 Mar 1994,26.65305
1,6.5,0000 1 Mar 1994,24.77233
2,6.5,0000 1 Mar 1994,25.85537
3,6.5,0000 1 Mar 1994,25.95307
4,6.5,0000 1 Mar 1994,25.75175
5,6.5,0000 1 Mar 1994,24.17473
6,6.5,0000 1 Mar 1994,24.00874
7,6.5,0000 1 Mar 1994,24.85685
8,6.5,0000 1 Mar 1994,24.53241
9,6.5,0000 1 Mar 1994,25.9236
10,6.5,0000 1 Mar 1994,26.01988
11,6.5,0000 1 Mar 1994,25.06966
12,6.5,0000 1 Mar 1994,24.19606
13,6.5,0000 1 Mar 1994,25.11846
14,6.5,0000 1 Mar 1994,25.97574
15,6.5,0000 1 Mar 1994,25.5188
16,6.5,0000 1 Mar 1994,26.06993
17,6.5,0000 1 Mar 1994,25.43866
18,6.5,0000 1 Mar 1994,25.4692
19,6.5,0000 1 Mar 1994,26.26392
20,6.5,0000 1 Mar 1994,26.40219
21,6.5,0000 1 Mar 1994,26.07707
22,6.5,0000 1 Mar 1994,26.44954
23,6.5,0000 1 Mar 1994,26.80458
24,6.5,0000 1 Mar 1994,26.49502
1,7.5,0000 1 Mar 1994,24.78856
2,7.5,0000 1 Mar 1994,25.97535
3,7.5,0000 1 Mar 1994,26.21906
4,7.5,0000 1 Mar 1994,26.05974
5,7.5,0000 1 Mar 1994,24.28519
6,7.5,0000 1 Mar 1994,23.9356
7,7.5,0000 1 Mar 1994,24.75919
8,7.5,0000 1 Mar 1994,24.50703
9,7.5,0000 1 Mar 1994,26.08872
10,7.5,0000 1 Mar 1994,26.21894
11,7.5,0000 1 Mar 1994,25.07064
12,7.5,0000 1 Mar 1994,24.05171
13,7.5,0000 1 Mar 1994,25.17966
14,7.5,0000 1 Mar 1994,26.09743
15,7.5,0000 1 Mar 1994,25.43678
16,7.5,0000 1 Mar 1994,26.12092
17,7.5,0000 1 Mar 1994,25.70112
18,7.5,0000 1 Mar 1994,25.56482
19,7.5,0000 1 Mar 1994,26.37002
20,7.5,0000 1 Mar 1994,26.35241
21,7.5,0000 1 Mar 1994,26.29385
22,7.5,0000 1 Mar 1994,26.83883
23,7.5,0000 1 Mar 1994,27.03528
24,7.5,0000 1 Mar 1994,26.77154
1,8.5,0000 1 Mar 1994,24.85968
2,8.5,0000 1 Mar 1994,26.2658
3,8.5,0000 1 Mar 1994,26.79009
4,8.5,0000 1 Mar 1994,26.49525
5,8.5,0000 1 Mar 1994,24.61096
6,8.5,0000 1 Mar 1994,24.25406
7,8.5,0000 1 Mar 1994,25.06037
8,8.5,0000 1 Mar 1994,24.85614
9,8.5,0000 1 Mar 1994,26.45924
10,8.5,0000 1 Mar 1994,26.45865
11,8.5,0000 1 Mar 1994,25.46126
12,8.5,0000 1 Mar 1994,24.32454
13,8.5,0000 1 Mar 1994,25.54332
14,8.5,0000 1 Mar 1994,26.44895
15,8.5,0000 1 Mar 1994,25.49888
16,8.5,0000 1 Mar 1994,26.54299
17,8.5,0000 1 Mar 1994,26.12185
18,8.5,0000 1 Mar 1994,25.83407
19,8.5,0000 1 Mar 1994,26.77559
20,8.5,0000 1 Mar 1994,26.74703
21,8.5,0000 1 Mar 1994,26.66084
22,8.5,0000 1 Mar 1994,27.50523
23,8.5,0000 1 Mar 1994,27.4327
24,8.5,0000 1 Mar 1994,27.24193
1,1.5,0000 1 Apr 1994,27.07677
2,1.5,0000 1 Apr 1994,27.81087
3,1.5,0000 1 Apr 1994,27.91734
4,1.5,0000 1 Apr 1994,27.62841
5,1.5,0000 1 Apr 1994,28.01915
6,1.5,0000 1 Apr 1994,27.53344
7,1.5,0000 1 Apr 1994,27.91118
8,1.5,0000 1 Apr 1994,27.73481
9,1.5,0000 1 Apr 1994,28.23863
10,1.5,0000 1 Apr 1994,27.81728
11,1.5,0000 1 Apr 1994,27.90138
12,1.5,0000 1 Apr 1994,27.51877
13,1.5,0000 1 Apr 1994,27.54854
14,1.5,0000 1 Apr 1994,27.54664
15,1.5,0000 1 Apr 1994,27.62676
16,1.5,0000 1 Apr 1994,27.84413
17,1.5,0000 1 Apr 1994,27.56833
18,1.5,0000 1 Apr 1994,27.75265
19,1.5,0000 1 Apr 1994,27.77375
20,1.5,0000 1 Apr 1994,27.82224
21,1.5,0000 1 Apr 1994,27.73622
22,1.5,0000 1 Apr 1994,27.76196
23,1.5,0000 1 Apr 1994,27.8163
24,1.5,0000 1 Apr 1994,27.82828
1,2.5,0000 1 Apr 1994,26.57753
2,2.5,0000 1 Apr 1994,27.69087
3,2.5,0000 1 Apr 1994,27.78414
4,2.5,0000 1 Apr 1994,27.30655
5,2.5,0000 1 Apr 1994,28.12481
6,2.5,0000 1 Apr 1994,27.21547
7,2.5,0000 1 Apr 1994,27.69553
8,2.5,0000 1 Apr 1994,27.26289
9,2.5,0000 1 Apr 1994,28.09825
10,2.5,0000 1 Apr 1994,27.5166
11,2.5,0000 1 Apr 1994,27.7122
12,2.5,0000 1 Apr 1994,27.21687
13,2.5,0000 1 Apr 1994,27.2142
14,2.5,0000 1 Apr 1994,27.26209
15,2.5,0000 1 Apr 1994,27.16434
16,2.5,0000 1 Apr 1994,27.65779
17,2.5,0000 1 Apr 1994,27.28123
18,2.5,0000 1 Apr 1994,27.42309
19,2.5,0000 1 Apr 1994,27.32891
20,2.5,0000 1 Apr 1994,27.37552
21,2.5,0000 1 Apr 1994,27.26848
22,2.5,0000 1 Apr 1994,27.35027
23,2.5,0000 1 Apr 1994,27.38204
24,2.5,0000 1 Apr 1994,27.41831
1,3.5,0000 1 Apr 1994,25.9796
2,3.5,0000 1 Apr 1994,27.12642
3,3.5,0000 1 Apr 1994,27.17358
4,3.5,0000 1 Apr 1994,26.76927
5,3.5,0000 1 Apr 1994,27.64326
6,3.5,0000 1 Apr 1994,26.59872
7,3.5,0000 1 Apr 1994,27.02473
8,3.5,0000 1 Apr 1994,26.40835
9,3.5,0000 1 Apr 1994,27.43132
10,3.5,0000 1 Apr 1994,26.71652
11,3.5,0000 1 Apr 1994,27.11512
12,3.5,0000 1 Apr 1994,26.55326
13,3.5,0000 1 Apr 1994,26.6206
14,3.5,0000 1 Apr 1994,26.61582
15,3.5,0000 1 Apr 1994,26.23077
16,3.5,0000 1 Apr 1994,27.01337
17,3.5,0000 1 Apr 1994,26.75565
18,3.5,0000 1 Apr 1994,26.81581
19,3.5,0000 1 Apr 1994,26.44783
20,3.5,0000 1 Apr 1994,26.75756
21,3.5,0000 1 Apr 1994,26.48782
22,3.5,0000 1 Apr 1994,26.59722
23,3.5,0000 1 Apr 1994,26.56647
24,3.5,0000 1 Apr 1994,26.81398
1,4.5,0000 1 Apr 1994,25.52352
2,4.5,0000 1 Apr 1994,26.64618
3,4.5,0000 1 Apr 1994,26.56272
4,4.5,0000 1 Apr 1994,26.26686
5,4.5,0000 1 Apr 1994,26.95534
6,4.5,0000 1 Apr 1994,25.92898
7,4.5,0000 1 Apr 1994,26.36835
8,4.5,0000 1 Apr 1994,25.73628
9,4.5,0000 1 Apr 1994,26.87651
10,4.5,0000 1 Apr 1994,26.02778
11,4.5,0000 1 Apr 1994,26.61057
12,4.5,0000 1 Apr 1994,25.91498
13,4.5,0000 1 Apr 1994,26.13498
14,4.5,0000 1 Apr 1994,26.1371
15,4.5,0000 1 Apr 1994,25.29951
16,4.5,0000 1 Apr 1994,26.39795
17,4.5,0000 1 Apr 1994,26.26241
18,4.5,0000 1 Apr 1994,26.21416
19,4.5,0000 1 Apr 1994,25.57611
20,4.5,0000 1 Apr 1994,26.35208
21,4.5,0000 1 Apr 1994,26.00623
22,4.5,0000 1 Apr 1994,25.79642
23,4.5,0000 1 Apr 1994,26.04133
24,4.5,0000 1 Apr 1994,26.38029
1,5.5,0000 1 Apr 1994,25.4882
2,5.5,0000 1 Apr 1994,26.35469
3,5.5,0000 1 Apr 1994,26.34393
4,5.5,0000 1 Apr 1994,26.06866
5,5.5,0000 1 Apr 1994,26.47985
6,5.5,0000 1 Apr 1994,25.52197
7,5.5,0000 1 Apr 1994,26.03005
8,5.5,0000 1 Apr 1994,25.56005
9,5.5,0000 1 Apr 1994,26.76592
10,5.5,0000 1 Apr 1994,25.67586
11,5.5,0000 1 Apr 1994,26.2889
12,5.5,0000 1 Apr 1994,25.57537
13,5.5,0000 1 Apr 1994,25.94719
14,5.5,0000 1 Apr 1994,25.94098
15,5.5,0000 1 Apr 1994,24.8343
16,5.5,0000 1 Apr 1994,26.07865
17,5.5,0000 1 Apr 1994,26.0927
18,5.5,0000 1 Apr 1994,25.8446
19,5.5,0000 1 Apr 1994,25.13718
20,5.5,0000 1 Apr 1994,26.25449
21,5.5,0000 1 Apr 1994,25.85342
22,5.5,0000 1 Apr 1994,25.24788
23,5.5,0000 1 Apr 1994,25.99138
24,5.5,0000 1 Apr 1994,26.32302
1,6.5,0000 1 Apr 1994,25.72704
2,6.5,0000 1 Apr 1994,26.30903
3,6.5,0000 1 Apr 1994,26.47747
4,6.5,0000 1 Apr 1994,26.09897
5,6.5,0000 1 Apr 1994,26.49244
6,6.5,0000 1 Apr 1994,25.49461
7,6.5,0000 1 Apr 1994,25.96782
8,6.5,0000 1 Apr 1994,25.68665
9,6.5,0000 1 Apr 1994,26.9835
10,6.5,0000 1 Apr 1994,25.6078
11,6.5,0000 1 Apr 1994,26.33708
12,6.5,0000 1 Apr 1994,25.76035
13,6.5,0000 1 Apr 1994,26.07872
14,6.5,0000 1 Apr 1994,25.96704
15,6.5,0000 1 Apr 1994,24.78453
16,6.5,0000 1 Apr 1994,26.12567
17,6.5,0000 1 Apr 1994,26.24174
18,6.5,0000 1 Apr 1994,25.8648
19,6.5,0000 1 Apr 1994,25.12136
20,6.5,0000 1 Apr 1994,26.33882
21,6.5,0000 1 Apr 1994,26.09203
22,6.5,0000 1 Apr 1994,24.9956
23,6.5,0000 1 Apr 1994,26.28648
24,6.5,0000 1 Apr 1994,26.43454
