M,L,MON,LDC_SST_NCEP_CFSv2
9,5.5,0000 1 Jan 1996,27.37461
10,5.5,0000 1 Jan 1996,28.16269
11,5.5,0000 1 Jan 1996,29.17369
12,5.5,0000 1 Jan 1996,28.85536
13,5.5,0000 1 Jan 1996,27.71784
14,5.5,0000 1 Jan 1996,27.70588
15,5.5,0000 1 Jan 1996,28.15518
16,5.5,0000 1 Jan 1996,28.25847
17,5.5,0000 1 Jan 1996,28.62765
18,5.5,0000 1 Jan 1996,27.40802
19,5.5,0000 1 Jan 1996,28.18518
20,5.5,0000 1 Jan 1996,27.6025
21,5.5,0000 1 Jan 1996,26.98989
22,5.5,0000 1 Jan 1996,27.35276
23,5.5,0000 1 Jan 1996,27.00521
24,5.5,0000 1 Jan 1996,27.48367
1,6.5,0000 1 Jan 1996,27.20749
2,6.5,0000 1 Jan 1996,25.91803
3,6.5,0000 1 Jan 1996,26.90155
4,6.5,0000 1 Jan 1996,27.30758
5,6.5,0000 1 Jan 1996,27.13089
6,6.5,0000 1 Jan 1996,27.49091
7,6.5,0000 1 Jan 1996,26.44332
8,6.5,0000 1 Jan 1996,27.34625
9,6.5,0000 1 Jan 1996,26.92687
10,6.5,0000 1 Jan 1996,27.75318
11,6.5,0000 1 Jan 1996,29.02328
12,6.5,0000 1 Jan 1996,28.48534
13,6.5,0000 1 Jan 1996,26.68759
14,6.5,0000 1 Jan 1996,27.02004
15,6.5,0000 1 Jan 1996,27.53158
16,6.5,0000 1 Jan 1996,27.93962
17,6.5,0000 1 Jan 1996,28.03437
18,6.5,0000 1 Jan 1996,26.51526
19,6.5,0000 1 Jan 1996,27.33902
20,6.5,0000 1 Jan 1996,26.85888
21,6.5,0000 1 Jan 1996,26.10283
22,6.5,0000 1 Jan 1996,26.43779
23,6.5,0000 1 Jan 1996,26.27734
24,6.5,0000 1 Jan 1996,26.85733
1,7.5,0000 1 Jan 1996,26.38345
2,7.5,0000 1 Jan 1996,25.17743
3,7.5,0000 1 Jan 1996,26.33846
4,7.5,0000 1 Jan 1996,27.05082
5,7.5,0000 1 Jan 1996,26.531
6,7.5,0000 1 Jan 1996,26.37672
7,7.5,0000 1 Jan 1996,25.72095
8,7.5,0000 1 Jan 1996,26.66435
9,7.5,0000 1 Jan 1996,26.35962
10,7.5,0000 1 Jan 1996,27.25697
11,7.5,0000 1 Jan 1996,28.63168
12,7.5,0000 1 Jan 1996,27.94969
13,7.5,0000 1 Jan 1996,25.73558
14,7.5,0000 1 Jan 1996,26.40237
15,7.5,0000 1 Jan 1996,26.90127
16,7.5,0000 1 Jan 1996,27.29142
17,7.5,0000 1 Jan 1996,27.3778
18,7.5,0000 1 Jan 1996,25.70169
19,7.5,0000 1 Jan 1996,26.57411
20,7.5,0000 1 Jan 1996,25.98744
21,7.5,0000 1 Jan 1996,25.25375
22,7.5,0000 1 Jan 1996,25.44745
23,7.5,0000 1 Jan 1996,25.43057
24,7.5,0000 1 Jan 1996,26.03654
1,8.5,0000 1 Jan 1996,25.88833
2,8.5,0000 1 Jan 1996,24.68817
3,8.5,0000 1 Jan 1996,26.07058
4,8.5,0000 1 Jan 1996,26.9013
5,8.5,0000 1 Jan 1996,26.00556
6,8.5,0000 1 Jan 1996,25.62982
7,8.5,0000 1 Jan 1996,25.27098
8,8.5,0000 1 Jan 1996,26.20634
9,8.5,0000 1 Jan 1996,25.9917
10,8.5,0000 1 Jan 1996,27.01513
11,8.5,0000 1 Jan 1996,28.3878
12,8.5,0000 1 Jan 1996,27.64506
13,8.5,0000 1 Jan 1996,25.3524
14,8.5,0000 1 Jan 1996,26.18151
15,8.5,0000 1 Jan 1996,26.68651
16,8.5,0000 1 Jan 1996,26.75375
17,8.5,0000 1 Jan 1996,26.83438
18,8.5,0000 1 Jan 1996,24.95076
19,8.5,0000 1 Jan 1996,25.99874
20,8.5,0000 1 Jan 1996,25.45409
21,8.5,0000 1 Jan 1996,24.90977
22,8.5,0000 1 Jan 1996,24.91586
23,8.5,0000 1 Jan 1996,25.05415
24,8.5,0000 1 Jan 1996,25.61382
1,1.5,0000 1 Feb 1996,26.09681
2,1.5,0000 1 Feb 1996,25.98326
3,1.5,0000 1 Feb 1996,26.43304
4,1.5,0000 1 Feb 1996,26.73816
5,1.5,0000 1 Feb 1996,26.70668
6,1.5,0000 1 Feb 1996,26.85891
7,1.5,0000 1 Feb 1996,26.6552
8,1.5,0000 1 Feb 1996,26.55779
9,1.5,0000 1 Feb 1996,26.15959
10,1.5,0000 1 Feb 1996,26.53289
11,1.5,0000 1 Feb 1996,26.28248
12,1.5,0000 1 Feb 1996,26.50237
13,1.5,0000 1 Feb 1996,26.31199
14,1.5,0000 1 Feb 1996,26.34962
15,1.5,0000 1 Feb 1996,26.31081
16,1.5,0000 1 Feb 1996,26.3203
17,1.5,0000 1 Feb 1996,26.18824
18,1.5,0000 1 Feb 1996,26.43678
19,1.5,0000 1 Feb 1996,26.49953
20,1.5,0000 1 Feb 1996,26.31823
21,1.5,0000 1 Feb 1996,26.45187
22,1.5,0000 1 Feb 1996,26.21714
23,1.5,0000 1 Feb 1996,26.52483
24,1.5,0000 1 Feb 1996,26.41894
1,2.5,0000 1 Feb 1996,26.62885
2,2.5,0000 1 Feb 1996,26.56674
3,2.5,0000 1 Feb 1996,27.09483
4,2.5,0000 1 Feb 1996,27.41409
5,2.5,0000 1 Feb 1996,27.46453
6,2.5,0000 1 Feb 1996,27.78195
7,2.5,0000 1 Feb 1996,27.37777
8,2.5,0000 1 Feb 1996,27.28215
9,2.5,0000 1 Feb 1996,26.61753
10,2.5,0000 1 Feb 1996,27.10524
11,2.5,0000 1 Feb 1996,26.91714
12,2.5,0000 1 Feb 1996,27.02636
13,2.5,0000 1 Feb 1996,26.89273
14,2.5,0000 1 Feb 1996,26.77723
15,2.5,0000 1 Feb 1996,26.92448
16,2.5,0000 1 Feb 1996,26.96449
17,2.5,0000 1 Feb 1996,26.66549
18,2.5,0000 1 Feb 1996,27.20788
19,2.5,0000 1 Feb 1996,27.08794
20,2.5,0000 1 Feb 1996,26.84575
21,2.5,0000 1 Feb 1996,27.09841
22,2.5,0000 1 Feb 1996,26.82946
23,2.5,0000 1 Feb 1996,27.19096
24,2.5,0000 1 Feb 1996,27.06718
1,3.5,0000 1 Feb 1996,26.91701
2,3.5,0000 1 Feb 1996,27.01375
3,3.5,0000 1 Feb 1996,27.47291
4,3.5,0000 1 Feb 1996,27.70159
5,3.5,0000 1 Feb 1996,27.8997
6,3.5,0000 1 Feb 1996,28.39862
7,3.5,0000 1 Feb 1996,27.90505
8,3.5,0000 1 Feb 1996,27.76187
9,3.5,0000 1 Feb 1996,27.11791
10,3.5,0000 1 Feb 1996,27.47454
11,3.5,0000 1 Feb 1996,27.58117
12,3.5,0000 1 Feb 1996,27.33615
13,3.5,0000 1 Feb 1996,27.18835
14,3.5,0000 1 Feb 1996,26.92719
15,3.5,0000 1 Feb 1996,27.27037
16,3.5,0000 1 Feb 1996,27.59924
17,3.5,0000 1 Feb 1996,27.08566
18,3.5,0000 1 Feb 1996,27.69402
19,3.5,0000 1 Feb 1996,27.42007
20,3.5,0000 1 Feb 1996,27.26335
21,3.5,0000 1 Feb 1996,27.52974
22,3.5,0000 1 Feb 1996,27.37241
23,3.5,0000 1 Feb 1996,27.60037
24,3.5,0000 1 Feb 1996,27.53022
1,4.5,0000 1 Feb 1996,26.57224
2,4.5,0000 1 Feb 1996,27.00389
3,4.5,0000 1 Feb 1996,27.30284
4,4.5,0000 1 Feb 1996,27.26316
5,4.5,0000 1 Feb 1996,27.8561
6,4.5,0000 1 Feb 1996,28.51541
7,4.5,0000 1 Feb 1996,27.79789
8,4.5,0000 1 Feb 1996,27.5756
9,4.5,0000 1 Feb 1996,27.34895
10,4.5,0000 1 Feb 1996,27.3378
11,4.5,0000 1 Feb 1996,27.84838
12,4.5,0000 1 Feb 1996,27.12427
13,4.5,0000 1 Feb 1996,26.98633
14,4.5,0000 1 Feb 1996,26.66989
15,4.5,0000 1 Feb 1996,27.21992
16,4.5,0000 1 Feb 1996,27.7066
17,4.5,0000 1 Feb 1996,27.08285
18,4.5,0000 1 Feb 1996,27.42079
19,4.5,0000 1 Feb 1996,27.34529
20,4.5,0000 1 Feb 1996,27.12431
21,4.5,0000 1 Feb 1996,27.41196
22,4.5,0000 1 Feb 1996,27.46127
23,4.5,0000 1 Feb 1996,27.4866
24,4.5,0000 1 Feb 1996,27.53127
1,5.5,0000 1 Feb 1996,25.83671
2,5.5,0000 1 Feb 1996,26.50638
3,5.5,0000 1 Feb 1996,26.56258
4,5.5,0000 1 Feb 1996,26.23831
5,5.5,0000 1 Feb 1996,27.36822
6,5.5,0000 1 Feb 1996,28.19845
7,5.5,0000 1 Feb 1996,27.264
8,5.5,0000 1 Feb 1996,26.7472
9,5.5,0000 1 Feb 1996,27.0477
10,5.5,0000 1 Feb 1996,26.56524
11,5.5,0000 1 Feb 1996,27.44569
12,5.5,0000 1 Feb 1996,26.58785
13,5.5,0000 1 Feb 1996,26.194
14,5.5,0000 1 Feb 1996,25.8063
15,5.5,0000 1 Feb 1996,26.65785
16,5.5,0000 1 Feb 1996,27.32745
17,5.5,0000 1 Feb 1996,26.45489
18,5.5,0000 1 Feb 1996,26.36321
19,5.5,0000 1 Feb 1996,26.77395
20,5.5,0000 1 Feb 1996,26.49542
21,5.5,0000 1 Feb 1996,26.67127
22,5.5,0000 1 Feb 1996,26.93083
23,5.5,0000 1 Feb 1996,27.05263
24,5.5,0000 1 Feb 1996,27.06618
1,6.5,0000 1 Feb 1996,25.16944
2,6.5,0000 1 Feb 1996,26.04816
3,6.5,0000 1 Feb 1996,25.84136
4,6.5,0000 1 Feb 1996,25.04193
5,6.5,0000 1 Feb 1996,26.94503
6,6.5,0000 1 Feb 1996,27.78835
7,6.5,0000 1 Feb 1996,26.62327
8,6.5,0000 1 Feb 1996,25.82121
9,6.5,0000 1 Feb 1996,26.69139
10,6.5,0000 1 Feb 1996,25.85612
11,6.5,0000 1 Feb 1996,26.96011
12,6.5,0000 1 Feb 1996,26.07715
13,6.5,0000 1 Feb 1996,25.31687
14,6.5,0000 1 Feb 1996,25.04506
15,6.5,0000 1 Feb 1996,26.08741
16,6.5,0000 1 Feb 1996,26.80944
17,6.5,0000 1 Feb 1996,25.72836
18,6.5,0000 1 Feb 1996,25.36963
19,6.5,0000 1 Feb 1996,26.0644
20,6.5,0000 1 Feb 1996,25.69242
21,6.5,0000 1 Feb 1996,25.82972
22,6.5,0000 1 Feb 1996,26.24693
23,6.5,0000 1 Feb 1996,26.44282
24,6.5,0000 1 Feb 1996,26.52316
1,7.5,0000 1 Feb 1996,24.81611
2,7.5,0000 1 Feb 1996,25.73431
3,7.5,0000 1 Feb 1996,25.35512
4,7.5,0000 1 Feb 1996,24.26058
5,7.5,0000 1 Feb 1996,26.53388
6,7.5,0000 1 Feb 1996,27.65495
7,7.5,0000 1 Feb 1996,26.22335
8,7.5,0000 1 Feb 1996,25.33824
9,7.5,0000 1 Feb 1996,26.56347
10,7.5,0000 1 Feb 1996,25.46144
11,7.5,0000 1 Feb 1996,26.60183
12,7.5,0000 1 Feb 1996,25.96202
13,7.5,0000 1 Feb 1996,24.88709
14,7.5,0000 1 Feb 1996,24.66841
15,7.5,0000 1 Feb 1996,25.77413
16,7.5,0000 1 Feb 1996,26.47075
17,7.5,0000 1 Feb 1996,25.26647
18,7.5,0000 1 Feb 1996,24.70608
19,7.5,0000 1 Feb 1996,25.5746
20,7.5,0000 1 Feb 1996,25.1377
21,7.5,0000 1 Feb 1996,25.26784
22,7.5,0000 1 Feb 1996,25.96424
23,7.5,0000 1 Feb 1996,25.96359
24,7.5,0000 1 Feb 1996,26.21107
1,8.5,0000 1 Feb 1996,24.81264
2,8.5,0000 1 Feb 1996,25.70315
3,8.5,0000 1 Feb 1996,25.31289
4,8.5,0000 1 Feb 1996,23.88322
5,8.5,0000 1 Feb 1996,26.43973
6,8.5,0000 1 Feb 1996,27.91551
7,8.5,0000 1 Feb 1996,26.07202
8,8.5,0000 1 Feb 1996,25.41161
9,8.5,0000 1 Feb 1996,26.77183
10,8.5,0000 1 Feb 1996,25.54921
11,8.5,0000 1 Feb 1996,26.71647
12,8.5,0000 1 Feb 1996,26.07249
13,8.5,0000 1 Feb 1996,24.86491
14,8.5,0000 1 Feb 1996,24.74182
15,8.5,0000 1 Feb 1996,25.72395
16,8.5,0000 1 Feb 1996,26.63852
17,8.5,0000 1 Feb 1996,25.26705
18,8.5,0000 1 Feb 1996,24.53473
19,8.5,0000 1 Feb 1996,25.50447
20,8.5,0000 1 Feb 1996,24.97492
21,8.5,0000 1 Feb 1996,25.32091
22,8.5,0000 1 Feb 1996,26.20689
23,8.5,0000 1 Feb 1996,25.6635
24,8.5,0000 1 Feb 1996,26.19978
1,1.5,0000 1 Mar 1996,27.13669
2,1.5,0000 1 Mar 1996,26.77211
3,1.5,0000 1 Mar 1996,26.99613
4,1.5,0000 1 Mar 1996,27.36543
5,1.5,0000 1 Mar 1996,27.65829
6,1.5,0000 1 Mar 1996,27.66006
7,1.5,0000 1 Mar 1996,27.65781
8,1.5,0000 1 Mar 1996,27.54647
9,1.5,0000 1 Mar 1996,27.75529
10,1.5,0000 1 Mar 1996,27.5866
11,1.5,0000 1 Mar 1996,27.48581
12,1.5,0000 1 Mar 1996,27.23341
13,1.5,0000 1 Mar 1996,27.55237
14,1.5,0000 1 Mar 1996,27.42161
15,1.5,0000 1 Mar 1996,27.36367
16,1.5,0000 1 Mar 1996,27.4956
17,1.5,0000 1 Mar 1996,27.22012
18,1.5,0000 1 Mar 1996,27.23678
19,1.5,0000 1 Mar 1996,27.44288
20,1.5,0000 1 Mar 1996,27.4368
21,1.5,0000 1 Mar 1996,27.25286
22,1.5,0000 1 Mar 1996,27.19333
23,1.5,0000 1 Mar 1996,27.26659
24,1.5,0000 1 Mar 1996,27.25894
1,2.5,0000 1 Mar 1996,27.73216
2,2.5,0000 1 Mar 1996,27.15266
3,2.5,0000 1 Mar 1996,27.42383
4,2.5,0000 1 Mar 1996,27.88424
5,2.5,0000 1 Mar 1996,28.20553
6,2.5,0000 1 Mar 1996,28.15823
7,2.5,0000 1 Mar 1996,28.23024
8,2.5,0000 1 Mar 1996,28.02341
9,2.5,0000 1 Mar 1996,28.55006
10,2.5,0000 1 Mar 1996,28.10993
11,2.5,0000 1 Mar 1996,27.84351
12,2.5,0000 1 Mar 1996,27.55769
13,2.5,0000 1 Mar 1996,28.21414
14,2.5,0000 1 Mar 1996,27.89121
15,2.5,0000 1 Mar 1996,27.84051
16,2.5,0000 1 Mar 1996,27.88246
17,2.5,0000 1 Mar 1996,27.73428
18,2.5,0000 1 Mar 1996,27.74879
19,2.5,0000 1 Mar 1996,28.00506
20,2.5,0000 1 Mar 1996,27.98177
21,2.5,0000 1 Mar 1996,27.70861
22,2.5,0000 1 Mar 1996,27.54138
23,2.5,0000 1 Mar 1996,27.71216
24,2.5,0000 1 Mar 1996,27.67546
1,3.5,0000 1 Mar 1996,27.76458
2,3.5,0000 1 Mar 1996,26.84409
3,3.5,0000 1 Mar 1996,27.21645
4,3.5,0000 1 Mar 1996,27.76289
5,3.5,0000 1 Mar 1996,28.27197
6,3.5,0000 1 Mar 1996,27.98145
7,3.5,0000 1 Mar 1996,28.15336
8,3.5,0000 1 Mar 1996,28.13404
9,3.5,0000 1 Mar 1996,28.78097
10,3.5,0000 1 Mar 1996,28.03805
11,3.5,0000 1 Mar 1996,27.71534
12,3.5,0000 1 Mar 1996,27.30222
13,3.5,0000 1 Mar 1996,28.5022
14,3.5,0000 1 Mar 1996,27.69776
15,3.5,0000 1 Mar 1996,27.68824
16,3.5,0000 1 Mar 1996,27.79326
17,3.5,0000 1 Mar 1996,27.73028
18,3.5,0000 1 Mar 1996,27.81997
19,3.5,0000 1 Mar 1996,27.84938
20,3.5,0000 1 Mar 1996,27.90142
21,3.5,0000 1 Mar 1996,27.67349
22,3.5,0000 1 Mar 1996,27.36352
23,3.5,0000 1 Mar 1996,27.72445
24,3.5,0000 1 Mar 1996,27.66296
1,4.5,0000 1 Mar 1996,27.2081
2,4.5,0000 1 Mar 1996,26.11346
3,4.5,0000 1 Mar 1996,26.51277
4,4.5,0000 1 Mar 1996,27.02475
5,4.5,0000 1 Mar 1996,27.82623
6,4.5,0000 1 Mar 1996,27.12603
7,4.5,0000 1 Mar 1996,27.53267
8,4.5,0000 1 Mar 1996,27.74451
9,4.5,0000 1 Mar 1996,28.20237
10,4.5,0000 1 Mar 1996,27.55837
11,4.5,0000 1 Mar 1996,27.19459
12,4.5,0000 1 Mar 1996,26.64122
13,4.5,0000 1 Mar 1996,28.17179
14,4.5,0000 1 Mar 1996,26.92146
15,4.5,0000 1 Mar 1996,27.09947
16,4.5,0000 1 Mar 1996,27.08654
17,4.5,0000 1 Mar 1996,27.0723
18,4.5,0000 1 Mar 1996,27.29233
19,4.5,0000 1 Mar 1996,26.96892
20,4.5,0000 1 Mar 1996,27.26365
21,4.5,0000 1 Mar 1996,26.96406
22,4.5,0000 1 Mar 1996,26.61174
23,4.5,0000 1 Mar 1996,27.2543
24,4.5,0000 1 Mar 1996,26.87045
1,5.5,0000 1 Mar 1996,26.65108
2,5.5,0000 1 Mar 1996,25.25366
3,5.5,0000 1 Mar 1996,25.66883
4,5.5,0000 1 Mar 1996,26.39099
5,5.5,0000 1 Mar 1996,27.27979
6,5.5,0000 1 Mar 1996,26.3162
7,5.5,0000 1 Mar 1996,27.01897
8,5.5,0000 1 Mar 1996,27.17424
9,5.5,0000 1 Mar 1996,27.31567
10,5.5,0000 1 Mar 1996,26.81654
11,5.5,0000 1 Mar 1996,26.72717
12,5.5,0000 1 Mar 1996,26.02056
13,5.5,0000 1 Mar 1996,27.73082
14,5.5,0000 1 Mar 1996,26.20922
15,5.5,0000 1 Mar 1996,26.56763
16,5.5,0000 1 Mar 1996,26.44696
17,5.5,0000 1 Mar 1996,26.41164
18,5.5,0000 1 Mar 1996,26.72293
19,5.5,0000 1 Mar 1996,26.07248
20,5.5,0000 1 Mar 1996,26.46609
21,5.5,0000 1 Mar 1996,26.04777
22,5.5,0000 1 Mar 1996,26.00142
23,5.5,0000 1 Mar 1996,26.74364
24,5.5,0000 1 Mar 1996,26.18963
1,6.5,0000 1 Mar 1996,26.37332
2,6.5,0000 1 Mar 1996,24.67263
3,6.5,0000 1 Mar 1996,25.28649
4,6.5,0000 1 Mar 1996,26.11064
5,6.5,0000 1 Mar 1996,26.94586
6,6.5,0000 1 Mar 1996,26.01916
7,6.5,0000 1 Mar 1996,26.99047
8,6.5,0000 1 Mar 1996,26.7987
9,6.5,0000 1 Mar 1996,26.64437
10,6.5,0000 1 Mar 1996,26.50275
11,6.5,0000 1 Mar 1996,26.48609
12,6.5,0000 1 Mar 1996,25.59673
13,6.5,0000 1 Mar 1996,27.33636
14,6.5,0000 1 Mar 1996,25.96931
15,6.5,0000 1 Mar 1996,26.38291
16,6.5,0000 1 Mar 1996,25.98101
17,6.5,0000 1 Mar 1996,26.0354
18,6.5,0000 1 Mar 1996,26.53726
19,6.5,0000 1 Mar 1996,25.79411
20,6.5,0000 1 Mar 1996,25.86819
21,6.5,0000 1 Mar 1996,25.3202
22,6.5,0000 1 Mar 1996,25.71681
23,6.5,0000 1 Mar 1996,26.75376
24,6.5,0000 1 Mar 1996,25.91078
1,7.5,0000 1 Mar 1996,26.48519
2,7.5,0000 1 Mar 1996,24.6493
3,7.5,0000 1 Mar 1996,25.25888
4,7.5,0000 1 Mar 1996,26.18269
5,7.5,0000 1 Mar 1996,26.90992
6,7.5,0000 1 Mar 1996,26.12881
7,7.5,0000 1 Mar 1996,27.35173
8,7.5,0000 1 Mar 1996,26.90519
9,7.5,0000 1 Mar 1996,26.69362
10,7.5,0000 1 Mar 1996,26.28809
11,7.5,0000 1 Mar 1996,26.66695
12,7.5,0000 1 Mar 1996,25.4608
13,7.5,0000 1 Mar 1996,27.23926
14,7.5,0000 1 Mar 1996,26.33934
15,7.5,0000 1 Mar 1996,26.5083
16,7.5,0000 1 Mar 1996,25.92649
17,7.5,0000 1 Mar 1996,26.01021
18,7.5,0000 1 Mar 1996,26.75057
19,7.5,0000 1 Mar 1996,26.12863
20,7.5,0000 1 Mar 1996,25.628
21,7.5,0000 1 Mar 1996,25.22488
22,7.5,0000 1 Mar 1996,25.91345
23,7.5,0000 1 Mar 1996,26.97954
24,7.5,0000 1 Mar 1996,26.22152
1,8.5,0000 1 Mar 1996,26.86364
2,8.5,0000 1 Mar 1996,24.74186
3,8.5,0000 1 Mar 1996,25.60574
4,8.5,0000 1 Mar 1996,26.42559
5,8.5,0000 1 Mar 1996,26.95166
6,8.5,0000 1 Mar 1996,26.45088
7,8.5,0000 1 Mar 1996,27.7655
8,8.5,0000 1 Mar 1996,27.20788
9,8.5,0000 1 Mar 1996,26.88852
10,8.5,0000 1 Mar 1996,26.57465
11,8.5,0000 1 Mar 1996,27.17235
12,8.5,0000 1 Mar 1996,25.468
13,8.5,0000 1 Mar 1996,27.21993
14,8.5,0000 1 Mar 1996,26.84006
15,8.5,0000 1 Mar 1996,26.7958
16,8.5,0000 1 Mar 1996,26.0902
17,8.5,0000 1 Mar 1996,26.13064
18,8.5,0000 1 Mar 1996,27.03351
19,8.5,0000 1 Mar 1996,26.47288
20,8.5,0000 1 Mar 1996,25.7178
21,8.5,0000 1 Mar 1996,25.429
22,8.5,0000 1 Mar 1996,26.24006
23,8.5,0000 1 Mar 1996,27.29409
24,8.5,0000 1 Mar 1996,26.74732
1,1.5,0000 1 Apr 1996,27.6419
2,1.5,0000 1 Apr 1996,28.02878
3,1.5,0000 1 Apr 1996,28.06412
4,1.5,0000 1 Apr 1996,27.75285
5,1.5,0000 1 Apr 1996,27.85225
6,1.5,0000 1 Apr 1996,27.53839
7,1.5,0000 1 Apr 1996,27.86544
8,1.5,0000 1 Apr 1996,27.72137
9,1.5,0000 1 Apr 1996,27.79772
10,1.5,0000 1 Apr 1996,27.6726
11,1.5,0000 1 Apr 1996,27.83871
12,1.5,0000 1 Apr 1996,27.62764
13,1.5,0000 1 Apr 1996,27.43533
14,1.5,0000 1 Apr 1996,27.47988
15,1.5,0000 1 Apr 1996,27.468
16,1.5,0000 1 Apr 1996,27.578
17,1.5,0000 1 Apr 1996,27.44404
18,1.5,0000 1 Apr 1996,27.57603
19,1.5,0000 1 Apr 1996,27.31064
20,1.5,0000 1 Apr 1996,27.63869
21,1.5,0000 1 Apr 1996,27.74819
22,1.5,0000 1 Apr 1996,27.67622
23,1.5,0000 1 Apr 1996,27.8554
24,1.5,0000 1 Apr 1996,27.75873
1,2.5,0000 1 Apr 1996,27.58878
2,2.5,0000 1 Apr 1996,28.04437
3,2.5,0000 1 Apr 1996,28.12669
4,2.5,0000 1 Apr 1996,27.59235
5,2.5,0000 1 Apr 1996,27.82562
6,2.5,0000 1 Apr 1996,27.35522
7,2.5,0000 1 Apr 1996,27.79681
8,2.5,0000 1 Apr 1996,27.61623
9,2.5,0000 1 Apr 1996,27.86759
10,2.5,0000 1 Apr 1996,27.52898
11,2.5,0000 1 Apr 1996,27.90975
12,2.5,0000 1 Apr 1996,27.57868
13,2.5,0000 1 Apr 1996,27.11385
14,2.5,0000 1 Apr 1996,27.2027
15,2.5,0000 1 Apr 1996,27.27303
16,2.5,0000 1 Apr 1996,27.32805
17,2.5,0000 1 Apr 1996,27.22621
18,2.5,0000 1 Apr 1996,27.37371
19,2.5,0000 1 Apr 1996,26.90241
20,2.5,0000 1 Apr 1996,27.47279
21,2.5,0000 1 Apr 1996,27.57094
22,2.5,0000 1 Apr 1996,27.41869
23,2.5,0000 1 Apr 1996,27.68049
24,2.5,0000 1 Apr 1996,27.57355
1,3.5,0000 1 Apr 1996,27.18654
2,3.5,0000 1 Apr 1996,27.33497
3,3.5,0000 1 Apr 1996,27.60955
4,3.5,0000 1 Apr 1996,26.98734
5,3.5,0000 1 Apr 1996,27.2125
6,3.5,0000 1 Apr 1996,26.60995
7,3.5,0000 1 Apr 1996,27.3211
8,3.5,0000 1 Apr 1996,27.22946
9,3.5,0000 1 Apr 1996,27.37005
10,3.5,0000 1 Apr 1996,26.66438
11,3.5,0000 1 Apr 1996,27.40113
12,3.5,0000 1 Apr 1996,26.97309
13,3.5,0000 1 Apr 1996,26.30215
14,3.5,0000 1 Apr 1996,26.47906
15,3.5,0000 1 Apr 1996,26.73543
16,3.5,0000 1 Apr 1996,26.74058
17,3.5,0000 1 Apr 1996,26.77374
18,3.5,0000 1 Apr 1996,26.66194
19,3.5,0000 1 Apr 1996,26.25866
20,3.5,0000 1 Apr 1996,26.80164
21,3.5,0000 1 Apr 1996,27.09841
22,3.5,0000 1 Apr 1996,26.70017
23,3.5,0000 1 Apr 1996,26.88856
24,3.5,0000 1 Apr 1996,26.88425
1,4.5,0000 1 Apr 1996,26.79468
2,4.5,0000 1 Apr 1996,26.63762
3,4.5,0000 1 Apr 1996,27.05978
4,4.5,0000 1 Apr 1996,26.40119
5,4.5,0000 1 Apr 1996,26.5455
6,4.5,0000 1 Apr 1996,25.86223
7,4.5,0000 1 Apr 1996,26.8524
8,4.5,0000 1 Apr 1996,26.81878
9,4.5,0000 1 Apr 1996,26.66902
10,4.5,0000 1 Apr 1996,25.81878
11,4.5,0000 1 Apr 1996,26.73067
12,4.5,0000 1 Apr 1996,26.18313
13,4.5,0000 1 Apr 1996,25.61416
14,4.5,0000 1 Apr 1996,26.01365
15,4.5,0000 1 Apr 1996,26.02936
16,4.5,0000 1 Apr 1996,26.24958
17,4.5,0000 1 Apr 1996,26.24158
18,4.5,0000 1 Apr 1996,25.99267
19,4.5,0000 1 Apr 1996,25.68758
20,4.5,0000 1 Apr 1996,25.94886
21,4.5,0000 1 Apr 1996,26.62107
22,4.5,0000 1 Apr 1996,26.00276
23,4.5,0000 1 Apr 1996,25.91163
24,4.5,0000 1 Apr 1996,26.00465
1,5.5,0000 1 Apr 1996,26.49033
2,5.5,0000 1 Apr 1996,26.42578
3,5.5,0000 1 Apr 1996,26.7545
4,5.5,0000 1 Apr 1996,26.0354
5,5.5,0000 1 Apr 1996,26.20683
6,5.5,0000 1 Apr 1996,25.70509
7,5.5,0000 1 Apr 1996,26.69323
8,5.5,0000 1 Apr 1996,26.5587
9,5.5,0000 1 Apr 1996,26.12432
10,5.5,0000 1 Apr 1996,25.25181
11,5.5,0000 1 Apr 1996,26.24883
12,5.5,0000 1 Apr 1996,25.81197
13,5.5,0000 1 Apr 1996,25.09117
14,5.5,0000 1 Apr 1996,25.91495
15,5.5,0000 1 Apr 1996,25.70948
16,5.5,0000 1 Apr 1996,26.02277
17,5.5,0000 1 Apr 1996,26.00034
18,5.5,0000 1 Apr 1996,25.79924
19,5.5,0000 1 Apr 1996,25.51141
20,5.5,0000 1 Apr 1996,25.44741
21,5.5,0000 1 Apr 1996,26.44094
22,5.5,0000 1 Apr 1996,25.53451
23,5.5,0000 1 Apr 1996,25.33646
24,5.5,0000 1 Apr 1996,25.63294
1,6.5,0000 1 Apr 1996,26.49216
2,6.5,0000 1 Apr 1996,26.81948
3,6.5,0000 1 Apr 1996,27.00753
4,6.5,0000 1 Apr 1996,26.06952
5,6.5,0000 1 Apr 1996,26.48059
6,6.5,0000 1 Apr 1996,25.95377
7,6.5,0000 1 Apr 1996,26.83498
8,6.5,0000 1 Apr 1996,26.70305
9,6.5,0000 1 Apr 1996,26.13564
10,6.5,0000 1 Apr 1996,25.23433
11,6.5,0000 1 Apr 1996,26.36068
12,6.5,0000 1 Apr 1996,25.91373
13,6.5,0000 1 Apr 1996,25.01547
14,6.5,0000 1 Apr 1996,26.18397
15,6.5,0000 1 Apr 1996,25.70895
