SZN,LDC_SST_NCEP_CFSv2
JFM,28.162180416666665
FMA,28.311195892857143
MAM,28.67327825
AMJ,28.7804715625
MJJ,28.44076377777778
JJA,27.795263695652174
JAS,27.262061914893618
ASO,26.736745972222224
SON,26.991860125
OND,27.45769475
NDJ,27.884488375
DJF,28.09131825
